ReturnStepMax,Bound,target_sum_log_mean,DenMISELogLast,IWFirstEpisode,ReturnAbsMax,ReturnMean,IWMean,ReturnMin,LQGsigma,DenMISEMeanLog,Iteration,IWNorm1,URet,IWMin,TimeElapsed,MISE,TimestepsSoFar,SqrtESSClassic,DenMISELogFirst,ReturnLastEpisode,LQGmu,IWMax,IWLastEpisode,ReturnMax,IWNorm2
0.9364777,32.65741,18.60218,18.60218,1.0,10.885803,10.885803,1.0,,[[0.11]],18.60218,1,1.0,11.85748957015336,,0.2282116413116455,10.885803,20,1.0,18.60218,10.885803,[[-2.]],1.0,1.0,10.885803,1.0
0.9364777,26.188816,19.95748,21.312778,1.0,10.885803,10.793966,1.0,,[[0.11]],19.95748,2,2.0,11.658190242115694,,0.789064884185791,10.793966,40,1.4142135,18.60218,10.702129,[[-2.]],1.0,1.0,10.885803,1.4142135
0.9394608,23.33366,20.361195,21.168627,1.0,10.885803,10.763817,1.0,,[[0.11]],20.361195,3,3.0,11.65787398016443,,0.8432064056396484,10.763817,60,1.7320509,18.60218,10.703519,[[-2.]],1.0,1.0,10.885803,1.7320508
0.9394608,21.561985,19.958935,18.752157,1.0,10.885803,10.676181,1.0,,[[0.11]],19.958935,4,4.0,11.35237904184582,,0.8908381462097168,10.676181,80,2.0,18.60218,10.413273,[[-2.]],1.0,1.0,10.885803,2.0
0.9394608,20.439663,18.72694,13.798967,1.0,10.885803,10.703104,1.0,,[[0.11]],18.72694,5,5.0,11.777793732996773,,0.9740118980407715,10.703104,100,2.236068,18.60218,10.810799,[[-2.]],1.0,1.0,10.885803,2.236068
0.9394608,19.56248,18.418013,16.873373,1.0,10.885803,10.67426,1.0,,[[0.11]],18.418013,6,6.0,11.478985061825291,,1.070049524307251,10.67426,120,2.4494896,18.60218,10.530036,[[-2.]],1.0,1.0,10.885803,2.4494898
0.9394608,18.897358,18.515263,19.098753,1.0,10.885803,10.668464,1.0,,[[0.11]],18.515263,7,7.0,11.586717172545002,,1.1450917720794678,10.668464,140,2.6457515,18.60218,10.633687,[[-2.]],1.0,1.0,10.885803,2.6457512
0.94751364,18.487608,17.956116,14.042104,1.0,10.999433,10.709835,1.0,,[[0.11]],17.956116,8,8.0,11.973078854126491,,1.2127854824066162,10.709835,160,2.828427,18.60218,10.999433,[[-2.]],1.0,1.0,10.999433,2.828427
0.94751364,18.048515,18.187344,20.037151,1.0,10.999433,10.715559,1.0,,[[0.11]],18.187344,9,9.0,11.720894974207273,,1.3089699745178223,10.715559,180,3.0,18.60218,10.761361,[[-2.]],1.0,1.0,10.999433,3.0
0.94751364,17.636253,17.758488,13.89876,1.0,10.999433,10.679601,1.0,,[[0.11]],17.758488,10,10.0,11.295720020943412,,1.377039909362793,10.679601,200,3.1622777,18.60218,10.355965,[[-2.]],1.0,1.0,10.999433,3.1622777
0.94751364,17.32445,17.704332,17.162804,1.0,10.999433,10.691543,1.0,,[[0.11]],17.704332,11,11.0,11.772253128182887,,1.4579181671142578,10.691543,220,3.3166246,18.60218,10.810961,[[-2.]],1.0,1.0,10.999433,3.3166249
0.94751364,17.039543,17.749504,18.246395,1.0,10.999433,10.689018,1.0,,[[0.11]],17.749504,12,12.0,11.614836714712837,,1.5206820964813232,10.689018,240,3.4641018,18.60218,10.661259,[[-2.]],1.0,1.0,10.999433,3.4641016
0.94751364,16.781578,17.249323,11.2471485,1.0,10.999433,10.680191,1.0,,[[0.11]],17.249323,13,13.0,11.524231699528967,,1.5755236148834229,10.680191,260,3.6055512,18.60218,10.574258,[[-2.]],1.0,1.0,10.999433,3.6055512
0.94751364,16.547684,17.261106,17.414305,1.0,10.999433,10.668239,1.0,,[[0.11]],17.261106,14,14.0,11.460016125873604,,1.6333048343658447,10.668239,280,3.7416573,18.60218,10.512864,[[-2.]],1.0,1.0,10.999433,3.7416575
0.94751364,16.343071,17.331339,18.314592,1.0,10.999433,10.662989,1.0,,[[0.11]],17.331339,15,15.0,11.545354686000424,,1.7496328353881836,10.662989,300,3.8729832,18.60218,10.589487,[[-2.]],1.0,1.0,10.999433,3.8729835
0.94751364,16.161219,17.285133,16.592031,1.0,10.999433,10.661503,1.0,,[[0.11]],17.285133,16,16.0,11.589810685916742,,1.8013536930084229,10.661503,320,4.0,18.60218,10.639225,[[-2.]],1.0,1.0,10.999433,4.0
0.94751364,15.989609,17.328156,18.01651,1.0,10.999433,10.654099,1.0,,[[0.11]],17.328156,17,17.0,11.482591004969137,,1.8402507305145264,10.654099,340,4.1231055,18.60218,10.535643,[[-2.]],1.0,1.0,10.999433,4.1231055
0.94751364,15.826456,17.379482,18.252035,1.0,10.999433,10.641274,1.0,,[[0.11]],17.379482,18,18.0,11.364330010243933,,1.8801403045654297,10.641274,360,4.242641,18.60218,10.423225,[[-2.]],1.0,1.0,10.999433,4.2426405
0.94751364,15.688154,17.410105,17.961304,1.0,10.999433,10.641269,1.0,,[[0.11]],17.410105,19,19.0,11.597367515134225,,1.922065258026123,10.641269,380,4.3588986,18.60218,10.641185,[[-2.]],1.0,1.0,10.999433,4.358899
0.94751364,15.546129,17.387753,16.963097,1.0,10.999433,10.627034,1.0,,[[0.11]],17.387753,20,20.0,11.29177666371339,,1.9638054370880127,10.627034,400,4.472136,18.60218,10.356567,[[-2.]],1.0,1.0,10.999433,4.472136
0.94751364,15.4282465,17.367609,16.96472,1.0,10.999433,10.627701,1.0,,[[0.11]],17.367609,21,21.0,11.599617563050295,,2.006850481033325,10.627701,420,4.582576,18.60218,10.64103,[[-2.]],1.0,1.0,10.999433,4.582576
0.95208794,15.327751,17.191362,13.490179,1.0,10.999433,10.637578,1.0,,[[0.11]],17.191362,22,22.0,11.815994735317139,,2.051535129547119,10.637578,440,4.690416,18.60218,10.845008,[[-2.]],1.0,1.0,10.999433,4.690416
0.95208794,15.234301,16.793316,8.036285,1.0,10.999433,10.64722,1.0,,[[0.11]],16.793316,23,23.0,11.826522719579584,,2.0979866981506348,10.64722,460,4.795831,18.60218,10.859344,[[-2.]],1.0,1.0,10.999433,4.7958317
0.95208794,15.136437,16.832594,17.735983,1.0,10.999433,10.645938,1.0,,[[0.11]],16.832594,24,24.0,11.573615696456411,,2.169862747192383,10.645938,480,4.898979,18.60218,10.616438,[[-2.]],1.0,1.0,10.999433,4.8989797
0.95208794,15.042597,16.907276,18.699642,1.0,10.999433,10.642823,1.0,,[[0.11]],16.907276,25,25.0,11.52282269924986,,2.2484965324401855,10.642823,500,5.0,18.60218,10.568092,[[-2.]],1.0,1.0,10.999433,5.0
0.95208794,14.957455,16.907839,16.921925,1.0,10.999433,10.643122,1.0,,[[0.11]],16.907839,26,26.0,11.605696044798952,,2.3294217586517334,10.643122,520,5.0990195,18.60218,10.650568,[[-2.]],1.0,1.0,10.999433,5.0990195
0.95208794,14.873325,17.040096,20.478786,1.0,10.999433,10.639642,1.0,,[[0.11]],17.040096,27,27.0,11.496560416994281,,2.412195920944214,10.639642,540,5.1961527,18.60218,10.549165,[[-2.]],1.0,1.0,10.999433,5.196152
0.95208794,14.797968,17.009745,16.190237,1.0,10.999433,10.6405735,1.0,,[[0.11]],17.009745,28,28.0,11.62136514574102,,2.5159897804260254,10.6405735,560,5.291503,18.60218,10.665735,[[-2.]],1.0,1.0,10.999433,5.2915025
0.95208794,14.722529,17.080498,19.061567,1.0,10.999433,10.637443,1.0,,[[0.11]],17.080498,29,29.0,11.500760342542783,,2.5967776775360107,10.637443,580,5.3851647,18.60218,10.549764,[[-2.]],1.0,1.0,10.999433,5.3851647
0.95208794,14.657915,16.876608,10.963816,1.0,10.999433,10.64149,1.0,,[[0.11]],16.876608,30,30.0,11.71699670265307,,2.8819682598114014,10.64149,600,5.4772253,18.60218,10.75885,[[-2.]],1.0,1.0,10.999433,5.477226
0.95208794,14.594131,16.673872,10.591843,1.0,10.999433,10.643019,1.0,,[[0.11]],16.673872,31,31.0,11.647054286558483,,3.1113786697387695,10.643019,620,5.5677643,18.60218,10.688919,[[-2.]],1.0,1.0,10.999433,5.5677643
0.95208794,14.5313635,16.624043,15.079361,1.0,10.999433,10.642477,1.0,,[[0.11]],16.624043,32,32.0,11.580292271405774,,3.2207696437835693,10.642477,640,5.656854,18.60218,10.625658,[[-2.]],1.0,1.0,10.999433,5.656854
0.95208794,14.479326,16.648823,17.441761,1.0,10.999433,10.649816,1.0,,[[0.11]],16.648823,33,33.0,11.855531998580192,,3.3120622634887695,10.649816,660,5.7445626,18.60218,10.884672,[[-2.]],1.0,1.0,10.999433,5.7445626
0.95208794,14.4282,16.706354,18.604906,1.0,10.999433,10.655426,1.0,,[[0.11]],16.706354,34,34.0,11.807800430204765,,3.404470205307007,10.655426,680,5.830952,18.60218,10.840553,[[-2.]],1.0,1.0,10.999433,5.8309517
0.95208794,14.374742,16.765982,18.793255,1.0,10.999433,10.656255,1.0,,[[0.11]],16.765982,35,35.0,11.641066743156678,,3.4998972415924072,10.656255,700,5.9160795,18.60218,10.684463,[[-2.]],1.0,1.0,10.999433,5.91608
0.95208794,14.327587,16.70264,14.485692,1.0,10.999433,10.661109,1.0,,[[0.11]],16.70264,36,36.0,11.80034441343483,,3.596186399459839,10.661109,720,6.0,18.60218,10.830984,[[-2.]],1.0,0.99999905,10.999433,6.0
0.95208794,14.267355,16.615595,13.481951,1.0,10.999433,10.6507635,1.0,,[[0.11]],16.615595,37,37.0,11.215186851538203,,3.6938674449920654,10.6507635,740,6.0827622,18.60218,10.2783375,[[-2.]],1.0,1.0,10.999433,6.0827627
0.95208794,14.216053,16.617718,16.69631,1.0,10.999433,10.6473675,1.0,,[[0.11]],16.617718,38,38.0,11.469615659840292,,3.7971765995025635,10.647367,760,6.164414,18.60218,10.521696,[[-2.]],1.0,1.0,10.999433,6.164414
0.95208794,14.174854,16.643621,17.627974,1.0,10.999433,10.652217,1.0,,[[0.11]],16.643621,39,39.0,11.80223046059755,,3.8980607986450195,10.652217,780,6.2449985,18.60218,10.836521,[[-2.]],1.0,1.0,10.999433,6.2449975
