URet,TimestepsSoFar,DenMISEMeanLog,MISE,IWMean,IWMin,IWFirstEpisode,ReturnLastEpisode,SqrtESSClassic,ReturnStepMax,IWNorm2,IWLastEpisode,ReturnAbsMax,IWMax,target_sum_log_mean,ReturnMax,Iteration,DenMISELogLast,LQGmu,ReturnMin,TimeElapsed,Bound,ReturnMean,DenMISELogFirst,IWNorm1,LQGsigma
16.81673730654979,460,16.793316,14.82506,1.0,,1.0,15.245825,4.795831,0.9420962,4.7958317,1.0,15.780352,1.0,16.793316,15.780352,23,8.036285,[[-2.8]],,3.033759355545044,21.405922,14.82506,18.60218,23.0,[[0.11]]
15.348346454248102,480,16.832594,14.788411,1.0,,1.0,13.945513,4.898979,0.9420962,4.8989797,1.0,15.780352,1.0,16.832594,15.780352,24,17.735983,[[-2.8]],,3.115299940109253,21.230713,14.788411,18.60218,24.0,[[0.11]]
16.886309486403427,500,16.907276,14.808628,1.0,,1.0,15.293777,5.0,0.9420962,5.0,1.0,15.780352,1.0,16.907276,15.780352,25,18.699642,[[-2.8]],,3.192737579345703,21.12077,14.808628,18.60218,25.0,[[0.11]]
15.916014153104086,520,16.907839,14.795025,1.0,,1.0,14.45496,5.0990195,0.9420962,5.0990195,1.0,15.780352,1.0,16.907839,15.780352,26,16.921925,[[-2.8]],,3.278733253479004,20.984589,14.795025,18.60218,26.0,[[0.11]]
16.114529600582422,540,17.040096,14.788823,1.0,,1.0,14.627573,5.1961527,0.9420962,5.196152,1.0,15.780352,1.0,17.040096,15.780352,27,20.478785,[[-2.8]],,3.3606691360473633,20.862682,14.788823,18.60218,27.0,[[0.11]]
16.39171284109088,560,17.009745,14.791582,1.0,,1.0,14.8661,5.291503,0.9420962,5.2915025,1.0,15.780352,1.0,17.009745,15.780352,28,16.190237,[[-2.8]],,3.455057144165039,20.755993,14.791582,18.60218,28.0,[[0.11]]
16.2846520671155,580,17.080498,14.790986,1.0,,1.0,14.774296,5.3851647,0.9420962,5.3851647,1.0,15.780352,1.0,17.080498,15.780352,29,19.061567,[[-2.8]],,3.5453991889953613,20.65166,14.790986,18.60218,29.0,[[0.11]]
15.717036565430677,600,16.876608,14.77517,1.0,,1.0,14.316496,5.4772253,0.9420962,5.477226,1.0,15.780352,1.0,16.876608,15.780352,30,10.963816,[[-2.8]],,3.6394002437591553,20.53734,14.77517,18.60218,30.0,[[0.11]]
15.504089766316683,620,16.673872,14.753202,1.0,,1.0,14.094179,5.5677643,0.9420962,5.5677643,1.0,15.780352,1.0,16.673872,15.780352,31,10.591843,[[-2.8]],,3.7160186767578125,20.421673,14.753202,18.60218,31.0,[[0.11]]
16.61742572401573,640,16.624043,14.762845,1.0,,1.0,15.061775,5.656854,0.9420962,5.656854,1.0,15.780352,1.0,16.624043,15.780352,32,15.079361,[[-2.8]],,3.781388282775879,20.342041,14.762845,18.60218,32.0,[[0.11]]
16.988474895477204,660,16.648823,14.782394,1.0,,1.0,15.407958,5.7445626,0.9420962,5.7445626,1.0,15.780352,1.0,16.648823,15.780352,33,17.441761,[[-2.8]],,3.8427670001983643,20.276407,14.782394,18.60218,33.0,[[0.11]]
16.507573312450592,680,16.706354,14.788237,1.0,,1.0,14.981018,5.830952,0.9420962,5.8309517,1.0,15.780352,1.0,16.706354,15.780352,34,18.604906,[[-2.8]],,3.913827419281006,20.200851,14.788237,18.60218,34.0,[[0.11]]
16.909789266705854,700,16.765982,14.803564,1.0,,1.0,15.324707,5.9160795,0.9420962,5.91608,1.0,15.780352,1.0,16.765982,15.780352,35,18.793255,[[-2.8]],,3.9810478687286377,20.138298,14.803564,18.60218,35.0,[[0.11]]
16.46338611808178,720,16.70264,14.806911,1.0,,1.0,14.924074,6.0,0.9420962,6.0,0.99999905,15.780352,1.0,16.70264,15.780352,36,14.485692,[[-2.8]],,4.093953847885132,20.067028,14.806911,18.60218,36.0,[[0.11]]
14.059408888237785,740,16.615595,14.752778,1.0,,1.0,12.803955,6.0827622,0.9420962,6.0827627,1.0,15.780352,1.0,16.615595,15.780352,37,13.48195,[[-2.8]],,4.194497585296631,19.941326,14.752778,18.60218,37.0,[[0.11]]
16.55068191992642,760,16.617718,14.759054,1.0,,1.0,14.991268,6.164414,0.9420962,6.164414,1.0,15.780352,1.0,16.617718,15.780352,38,16.69631,[[-2.8]],,4.32991099357605,19.878876,14.759054,18.60218,38.0,[[0.11]]
16.549799890573514,780,16.643621,14.766215,1.0,,1.0,15.038326,6.244998,0.9420962,6.244998,1.0,15.780352,1.0,16.643621,15.780352,39,17.627974,[[-2.8]],,4.570079565048218,19.819973,14.766215,18.60218,39.0,[[0.11]]
