URet,TimestepsSoFar,DenMISEMeanLog,MISE,IWMean,IWMin,IWFirstEpisode,ReturnLastEpisode,SqrtESSClassic,ReturnStepMax,IWNorm2,IWLastEpisode,ReturnAbsMax,IWMax,target_sum_log_mean,ReturnMax,Iteration,DenMISELogLast,LQGmu,ReturnMin,TimeElapsed,Bound,ReturnMean,DenMISELogFirst,IWNorm1,LQGsigma
17.427524598398083,20,18.60218,15.780352,1.0,,1.0,15.780352,1.0,0.9420962,1.0,1.0,15.780352,1.0,18.60218,15.780352,1,18.60218,[[-2.8]],,0.5058448314666748,47.341057,15.780352,18.60218,1.0,[[0.11]]
16.750633094035347,40,19.957481,15.489481,1.0,,1.0,15.198609,1.4142135,0.9420962,1.4142135,1.0,15.780352,1.0,19.957481,15.780352,2,21.31278,[[-2.8]],,1.6825003623962402,37.806267,15.489481,18.60218,2.0,[[0.11]]
16.49378480567022,60,20.361197,15.316848,1.0,,1.0,14.9715805,1.7320509,0.9420962,1.7320508,1.0,15.780352,1.0,20.361197,15.780352,3,21.168627,[[-2.8]],,1.7921671867370605,33.53843,15.316848,18.60218,3.0,[[0.11]]
15.470189993385384,80,19.958935,15.001064,1.0,,1.0,14.053719,2.0,0.9420962,2.0,1.0,15.780352,1.0,19.958935,15.780352,4,18.752157,[[-2.8]],,1.895918607711792,30.781416,15.001064,18.60218,4.0,[[0.11]]
17.29133246316089,100,18.72694,15.132898,1.0,,1.0,15.660228,2.236068,0.9420962,2.236068,1.0,15.780352,1.0,18.72694,15.780352,5,13.798967,[[-2.8]],,1.9653983116149902,29.247272,15.132898,18.60218,5.0,[[0.11]]
16.443025651781937,120,18.418013,15.09512,1.0,,1.0,14.906236,2.4494896,0.9420962,2.4494898,1.0,15.780352,1.0,18.418013,15.780352,6,16.873373,[[-2.8]],,2.019516944885254,27.979725,15.09512,18.60218,6.0,[[0.11]]
16.756996490319654,140,18.515263,15.108314,1.0,,1.0,15.187475,2.6457515,0.9420962,2.6457512,1.0,15.780352,1.0,18.515263,15.780352,7,19.098753,[[-2.8]],,2.074273109436035,27.037136,15.108314,18.60218,7.0,[[0.11]]
16.88164209430982,160,17.956116,15.137008,1.0,,1.0,15.337863,2.828427,0.9420962,2.828427,1.0,15.780352,1.0,17.956116,15.780352,8,14.042101,[[-2.8]],,2.120798349380493,26.295403,15.137008,18.60218,8.0,[[0.11]]
17.13929409210751,180,18.187344,15.181776,1.0,,1.0,15.539919,3.0,0.9420962,3.0,1.0,15.780352,1.0,18.187344,15.780352,9,20.037153,[[-2.8]],,2.169015884399414,25.702011,15.181776,18.60218,9.0,[[0.11]]
14.831275712572532,200,17.758486,15.011281,1.0,,1.0,13.47682,3.1622777,0.9420962,3.1622777,1.0,15.780352,1.0,17.758486,15.780352,10,13.89876,[[-2.8]],,2.2189950942993164,24.991652,15.011281,18.60218,10.0,[[0.11]]
17.13030785489097,220,17.704332,15.058264,1.0,,1.0,15.528101,3.3166246,0.9420962,3.3166249,1.0,15.780352,1.0,17.704332,15.780352,11,17.162804,[[-2.8]],,2.2710418701171875,24.574173,15.058264,18.60218,11.0,[[0.11]]
15.938781536642784,240,17.749504,15.009992,1.0,,1.0,14.4789915,3.4641018,0.9420962,3.4641016,1.0,15.780352,1.0,17.749504,15.780352,12,18.246395,[[-2.8]],,2.3243372440338135,24.12078,15.009992,18.60218,12.0,[[0.11]]
15.487552314192804,260,17.249325,14.9393,1.0,,1.0,14.090993,3.6055512,0.9420962,3.6055512,1.0,15.780352,1.0,17.249325,15.780352,13,11.24715,[[-2.8]],,2.379352331161499,23.692665,14.9393,18.60218,13.0,[[0.11]]
15.720427980085807,280,17.261108,14.892198,1.0,,1.0,14.279872,3.7416573,0.9420962,3.7416575,1.0,15.780352,1.0,17.261108,15.780352,14,17.414305,[[-2.8]],,2.43623423576355,23.32715,14.892198,18.60218,14.0,[[0.11]]
17.001286272034317,300,17.331339,14.9254,1.0,,1.0,15.390233,3.8729832,0.9420962,3.8729835,1.0,15.780352,1.0,17.331339,15.780352,15,18.31459,[[-2.8]],,2.4945642948150635,23.074337,14.9254,18.60218,15.0,[[0.11]]
16.575897058768568,320,17.285133,14.932789,1.0,,1.0,15.043628,4.0,0.9420962,4.0,1.0,15.780352,1.0,17.285133,15.780352,16,16.592031,[[-2.8]],,2.5573034286499023,22.822964,14.932789,18.60218,16.0,[[0.11]]
15.490921798778583,340,17.328156,14.88331,1.0,,1.0,14.091664,4.1231055,0.9420962,4.1231055,1.0,15.780352,1.0,17.328156,15.780352,17,18.01651,[[-2.8]],,2.619476079940796,22.537907,14.88331,18.60218,17.0,[[0.11]]
15.794834567240379,360,17.379482,14.853458,1.0,,1.0,14.345953,4.242641,0.9420962,4.2426405,1.0,15.780352,1.0,17.379482,15.780352,18,18.252035,[[-2.8]],,2.686037302017212,22.292387,14.853458,18.60218,18.0,[[0.11]]
16.250135225704526,380,17.410105,14.8478365,1.0,,1.0,14.746648,4.3588986,0.9420962,4.358899,1.0,15.780352,1.0,17.410105,15.780352,19,17.961304,[[-2.8]],,2.751262664794922,22.08836,14.8478365,18.60218,19.0,[[0.11]]
14.89040126564947,400,17.387753,14.7821865,1.0,,1.0,13.534846,4.472136,0.9420962,4.472136,1.0,15.780352,1.0,17.387753,15.780352,20,16.963097,[[-2.8]],,2.8199527263641357,21.839375,14.7821865,18.60218,20.0,[[0.11]]
15.982890477674433,420,17.367609,14.769093,1.0,,1.0,14.507225,4.582576,0.9420962,4.582576,1.0,15.780352,1.0,17.367609,15.780352,21,16.964718,[[-2.8]],,2.887822151184082,21.656202,14.769093,18.60218,21.0,[[0.11]]
17.206505048352206,440,17.191362,14.805935,1.0,,1.0,15.579606,4.690416,0.9420962,4.690416,1.0,15.780352,1.0,17.191362,15.780352,22,13.49018,[[-2.8]],,2.9578325748443604,21.534698,14.805935,18.60218,22.0,[[0.11]]
