ReturnLastEpisode,DenMISEMeanLog,SqrtESSClassic,IWMax,Bound,LQGsigma,URet,DenMISELogFirst,IWMin,TimeElapsed,ReturnMin,ReturnMean,ReturnStepMax,TimestepsSoFar,IWLastEpisode,Iteration,target_sum_log_mean,ReturnMax,IWNorm2,MISE,IWFirstEpisode,IWNorm1,ReturnAbsMax,IWMean,DenMISELogLast,LQGmu
10.317136,18.60218,1.0,1.0,30.951408,[[0.11]],11.243136462253252,18.60218,,0.25023984909057617,,10.317136,0.92924124,20,1.0,1,18.60218,10.317136,1.0,10.317136,1.0,1.0,10.317136,1.0,18.60218,[[-1.8]]
10.221996,19.957481,1.4142135,1.0,24.860199,[[0.11]],11.14040003997147,18.60218,,0.6278281211853027,,10.269566,0.92924124,40,1.0,2,19.957481,10.317136,1.4142135,10.269566,1.0,2.0,10.317136,1.0,21.31278,[[-1.8]]
10.287533,20.361197,1.7320509,1.0,22.188757,[[0.11]],11.208511257130539,18.60218,,0.6677346229553223,,10.275555,0.9364066,60,1.0,3,20.361197,10.317136,1.7320508,10.275555,1.0,3.0,10.317136,1.0,21.168625,[[-1.8]]
10.093501,19.958935,2.0,1.0,20.547176,[[0.11]],11.006059000823452,18.60218,,0.7077736854553223,,10.2300415,0.93852645,80,1.0,4,19.958935,10.317136,2.0,10.2300415,1.0,4.0,10.317136,1.0,18.752157,[[-1.8]]
10.273513,18.72694,2.236068,1.0,19.466663,[[0.11]],11.195580185918953,18.60218,,0.7569160461425781,,10.238736,0.93852645,100,1.0,5,18.72694,10.317136,2.236068,10.238736,1.0,5.0,10.317136,1.0,13.798966,[[-1.8]]
10.065586,18.418015,2.4494896,1.0,18.633785,[[0.11]],10.976898868748188,18.60218,,0.8208200931549072,,10.209878,0.93852645,120,1.0,6,18.418015,10.317136,2.4494898,10.209878,1.0,6.0,10.317136,1.0,16.873375,[[-1.8]]
10.1980915,18.515263,2.6457515,1.0,18.007214,[[0.11]],11.116409824178724,18.60218,,0.9186608791351318,,10.208193,0.93852645,140,1.0,7,18.515263,10.317136,2.6457512,10.208193,1.0,7.0,10.317136,1.0,19.098753,[[-1.8]]
10.408508,17.95612,2.828427,1.0,17.593159,[[0.11]],11.333602027119682,18.60218,,0.992133378982544,,10.2332325,0.94339806,160,1.0,8,17.95612,10.408508,2.828427,10.2332325,1.0,8.0,10.408508,1.0,14.042104,[[-1.8]]
10.300289,18.187344,3.0,1.0,17.17969,[[0.11]],11.22280069859795,18.60218,,1.0399448871612549,,10.240684,0.94339806,180,1.0,9,18.187344,10.408508,3.0,10.240684,1.0,9.0,10.408508,1.0,20.037151,[[-1.8]]
10.02947,17.758486,3.1622777,1.0,16.80248,[[0.11]],10.94085955759623,18.60218,,1.1007587909698486,,10.219563,0.94339806,200,1.0,10,17.758486,10.408508,3.1622777,10.219563,1.0,10.0,10.408508,1.0,13.89876,[[-1.8]]
10.343068,17.704332,3.3166246,1.0,16.507357,[[0.11]],11.265610696445487,18.60218,,1.1947989463806152,,10.23079,0.94339806,220,1.0,11,17.704332,10.408508,3.3166249,10.23079,1.0,11.0,10.408508,1.0,17.162804,[[-1.8]]
10.24226,17.749504,3.4641018,1.0,16.2411,[[0.11]],11.161580379030195,18.60218,,1.2497496604919434,,10.231746,0.9447507,240,1.0,12,17.749504,10.408508,3.4641016,10.231746,1.0,12.0,10.408508,1.0,18.246395,[[-1.8]]
10.171095,17.249323,3.6055512,1.0,16.000683,[[0.11]],11.08751224810838,18.60218,,1.3034517765045166,,10.227081,0.9447507,260,1.0,13,17.249323,10.408508,3.6055512,10.227081,1.0,13.0,10.408508,1.0,11.2471485,[[-1.8]]
