ReturnLastEpisode,DenMISEMeanLog,SqrtESSClassic,IWMax,Bound,LQGsigma,URet,DenMISELogFirst,IWMin,TimeElapsed,ReturnMin,ReturnMean,ReturnStepMax,TimestepsSoFar,IWLastEpisode,Iteration,target_sum_log_mean,ReturnMax,IWNorm2,MISE,IWFirstEpisode,IWNorm1,ReturnAbsMax,IWMean,DenMISELogLast,LQGmu
10.085933,17.261106,3.7416573,1.0,15.78058,[[0.11]],10.996893785930512,18.60218,,1.3611257076263428,,10.216998,0.9447507,280,1.0,14,17.261106,10.408508,3.7416575,10.216998,1.0,14.0,10.408508,1.0,17.414305,[[-1.8]]
10.153263,17.331339,3.8729832,1.0,15.587681,[[0.11]],11.071334394789197,18.60218,,1.4756548404693604,,10.21275,0.9447507,300,1.0,15,17.331339,10.408508,3.8729835,10.21275,1.0,15.0,10.408508,1.0,18.31459,[[-1.8]]
10.262742,17.285133,4.0,1.0,15.420128,[[0.11]],11.182928108903738,18.60218,,1.5276875495910645,,10.215874,0.9447507,320,1.0,16,17.285133,10.408508,4.0,10.215874,1.0,16.0,10.408508,1.0,16.59203,[[-1.8]]
10.124719,17.328154,4.1231055,1.0,15.25938,[[0.11]],11.038879080370481,18.60218,,1.589191198348999,,10.210512,0.9447507,340,1.0,17,17.328154,10.408508,4.1231055,10.210512,1.0,17.0,10.408508,1.0,18.01651,[[-1.8]]
10.09878,17.379482,4.242641,1.0,15.110922,[[0.11]],11.01374468286683,18.60218,,1.651961326599121,,10.204304,0.9447507,360,1.0,18,17.379482,10.408508,4.2426405,10.204304,1.0,18.0,10.408508,1.0,18.252037,[[-1.8]]
10.130431,17.410105,4.3588986,1.0,14.976168,[[0.11]],11.046136520730172,18.60218,,1.71701979637146,,10.200417,0.9447507,380,1.0,19,17.410105,10.408508,4.358899,10.200417,1.0,19.0,10.408508,1.0,17.961304,[[-1.8]]
10.123312,17.387753,4.472136,1.0,14.851388,[[0.11]],11.038082758873532,18.60218,,1.7841763496398926,,10.196562,0.9472605,400,1.0,20,17.387753,10.408508,4.472136,10.196562,1.0,20.0,10.408508,1.0,16.963097,[[-1.8]]
10.08054,17.367609,4.582576,1.0,14.733683,[[0.11]],10.99302527243862,18.60218,,1.8536376953125,,10.191037,0.9472605,420,1.0,21,17.367609,10.408508,4.582576,10.191037,1.0,21.0,10.408508,1.0,16.964718,[[-1.8]]
10.262781,17.191362,4.690416,1.0,14.632501,[[0.11]],11.18526128240686,18.60218,,1.9250504970550537,,10.194298,0.9511475,440,1.0,22,17.191362,10.408508,4.690416,10.194298,1.0,22.0,10.408508,1.0,13.490179,[[-1.8]]
10.305443,16.793316,4.795831,1.0,14.539778,[[0.11]],11.228414033689337,18.60218,,1.9985673427581787,,10.19913,0.9511475,460,1.0,23,16.793316,10.408508,4.7958317,10.19913,1.0,23.0,10.408508,1.0,8.036285,[[-1.8]]
10.154846,16.832594,4.898979,1.0,14.446541,[[0.11]],11.071922237571815,18.60218,,2.0745954513549805,,10.197285,0.9511475,480,1.0,24,16.832594,10.408508,4.8989797,10.197285,1.0,24.0,10.408508,1.0,17.735983,[[-1.8]]
10.1816225,16.907276,5.0,1.0,14.360063,[[0.11]],11.099279108728325,18.60218,,2.1514828205108643,,10.196659,0.9511475,500,1.0,25,16.907276,10.408508,5.0,10.196659,1.0,25.0,10.408508,1.0,18.699644,[[-1.8]]
10.250374,16.907839,5.0990195,1.0,14.281278,[[0.11]],11.172066599011266,18.60218,,2.228083848953247,,10.198725,0.9511475,520,1.0,26,16.907839,10.408508,5.0990195,10.198725,1.0,26.0,10.408508,1.0,16.921926,[[-1.8]]
10.182845,17.040096,5.1961527,1.0,14.204372,[[0.11]],11.099814538048449,18.60218,,2.3089652061462402,,10.198136,0.9511475,540,1.0,27,17.040096,10.408508,5.196152,10.198136,1.0,27.0,10.408508,1.0,20.478786,[[-1.8]]
10.225887,17.009745,5.291503,1.0,14.133173,[[0.11]],11.145778022874671,18.60218,,2.399383306503296,,10.199127,0.9511475,560,1.0,28,17.009745,10.408508,5.2915025,10.199127,1.0,28.0,10.408508,1.0,16.190239,[[-1.8]]
10.151487,17.080498,5.3851647,1.0,14.0631075,[[0.11]],11.069648590912061,18.60218,,2.6062440872192383,,10.197485,0.9511475,580,1.0,29,17.080498,10.408508,5.3851647,10.197485,1.0,29.0,10.408508,1.0,19.06157,[[-1.8]]
10.232194,16.876608,5.4772253,1.0,13.999292,[[0.11]],11.148746089987464,18.60218,,2.88718843460083,,10.198642,0.9511475,600,1.0,30,16.876608,10.408508,5.477226,10.198642,1.0,30.0,10.408508,1.0,10.963816,[[-1.8]]
10.210659,16.673874,5.5677643,1.0,13.937877,[[0.11]],11.128256703615067,18.60218,,2.98547625541687,,10.19903,0.9511475,620,1.0,31,16.673874,10.408508,5.5677643,10.19903,1.0,31.0,10.408508,1.0,10.591842,[[-1.8]]
10.174174,16.624044,5.656854,1.0,13.878216,[[0.11]],11.091154076120032,18.60218,,3.0746872425079346,,10.198253,0.9511475,640,1.0,32,16.624044,10.408508,5.656854,10.198253,1.0,32.0,10.408508,1.0,15.079363,[[-1.8]]
10.287037,16.648823,5.7445626,1.0,13.82472,[[0.11]],11.209371389221687,18.60218,,3.1669459342956543,,10.200943,0.9511475,660,1.0,33,16.648823,10.408508,5.7445626,10.200943,1.0,33.0,10.408508,1.0,17.441761,[[-1.8]]
10.250365,16.706354,5.830952,1.0,13.772486,[[0.11]],11.16989371139364,18.60218,,3.261334180831909,,10.202396,0.9511475,680,1.0,34,16.706354,10.408508,5.8309517,10.202396,1.0,34.0,10.408508,1.0,18.604906,[[-1.8]]
10.273778,16.765982,5.9160795,1.0,13.723154,[[0.11]],11.196729175950528,18.60218,,3.3568003177642822,,10.204436,0.9511475,700,1.0,35,16.765982,10.408508,5.91608,10.204436,1.0,35.0,10.408508,1.0,18.793257,[[-1.8]]
10.222266,16.70264,6.0,1.0,13.674435,[[0.11]],11.142972711860027,18.60218,,3.4540555477142334,,10.204931,0.9511475,720,1.0,36,16.70264,10.408508,6.0,10.204931,1.0,36.0,10.408508,1.0,14.485687,[[-1.8]]
9.997894,16.615595,6.0827622,1.0,13.621633,[[0.11]],10.90773523388148,18.60218,,3.7181737422943115,,10.199336,0.9511475,740,1.0,37,16.615595,10.408508,6.0827627,10.199336,1.0,37.0,10.408508,1.0,13.481954,[[-1.8]]
10.125515,16.617718,6.164414,1.0,13.57436,[[0.11]],11.040740028114804,18.60218,,3.9207773208618164,,10.197393,0.9511475,760,1.0,38,16.617718,10.408508,6.164414,10.197393,1.0,38.0,10.408508,1.0,16.696308,[[-1.8]]
10.27316,16.643621,6.244998,1.0,13.532726,[[0.11]],11.192729135263116,18.60218,,4.036251544952393,,10.199336,0.9511475,780,1.0,39,16.643621,10.408508,6.244998,10.199336,1.0,39.0,10.408508,1.0,17.627974,[[-1.8]]
