TimestepsSoFar,LQGsigma_higher,TimeElapsed,ReturnMin,IWLastEpisode,DenMISEMeanLog,ReturnLastEpisode,ReturnMax,Regret/t,Delta,IWFirstEpisode,IWMin,Iteration,IWMean,LQGmu1_actor,ReturnMean,Regret,Bound,LQGmu1_higher,DenMISELogFirst,ReturnAbsMax,ReturnStepMax,DenMISELogLast,IWMax
34140,0.01831564,28535.690017938614,,22.91044,-0.8083353,17.395308,17.430159,3.54243,4.172674e-10,,,1707,1.1647047,-0.7155059,13.85757,6046.9277,35.55747,-0.71428573,-3.4895291,17.430159,19.219072,-0.050558466,22.91044
34160,0.027547687,28548.253787517548,,15.046894,-0.80779195,17.377743,17.430159,3.540368,4.1677894e-10,,,1708,1.1208386,-0.69460404,13.859632,6046.949,35.527817,-0.71428573,-3.490115,17.430159,19.219072,-0.039254528,15.046894
34180,0.027547687,28560.812096357346,,0.015867986,-0.80733377,17.398441,17.430159,3.5382977,4.162913e-10,,,1709,1.0732971,-0.6432894,13.861702,6046.951,35.501266,-0.59183675,-3.4907002,17.430159,19.219072,-0.14205286,17.553543
34200,0.01831564,28573.283170223236,,29.833824,-0.8071035,17.42488,17.430159,3.5362139,4.1580459e-10,,,1710,0.9540906,-0.5911276,13.863786,6046.926,35.576862,-0.63265306,-3.491285,17.430159,19.219072,-0.48320138,34.789104
34220,0.14097345,28585.886632680893,,2.8380725,-0.8067602,17.38455,17.430159,3.5341568,4.153187e-10,4.224127e-27,,1711,0.99687105,-0.49530414,13.865843,6046.9414,35.48868,-0.5102041,-3.4918697,17.430159,19.219072,-0.16763727,5.09261
34240,0.01831564,28598.468908071518,,28.246218,-0.80663615,17.391478,17.430159,3.5320978,4.1483364e-10,,,1712,0.9236947,-0.5087456,13.867902,6046.951,35.61828,-0.5102041,-3.492454,17.430159,19.219072,-0.59079653,37.35206
34260,0.01831564,28610.784343242645,,36.567722,-0.8065179,17.371616,17.430159,3.5300531,4.1434944e-10,,,1713,0.93196386,-0.51492625,13.8699465,6046.9805,35.578087,-0.5102041,-3.493038,17.430159,19.219072,-0.5212749,36.575874
34280,0.027547687,28622.95092010498,,22.680206,-0.80636096,17.363483,17.430159,3.5280132,4.138661e-10,,,1714,0.9535855,-0.5332686,13.871986,6047.0156,35.615273,-0.5102041,-3.4936216,17.430159,19.219072,-0.46328658,23.974026
34300,0.041433174,28635.48093533516,,1.4587487e-22,-0.8060897,17.379227,17.430159,3.5259686,4.133836e-10,,,1715,1.004133,-0.9618887,13.874031,6047.037,35.466263,-0.9591837,-3.4942048,17.430159,19.219072,-0.29072607,13.111475
34320,0.01831564,28647.94554233551,,,-0.80579543,17.235647,17.430159,3.5240097,4.1290193e-10,,,1716,1.0947613,0.43798363,13.87599,6047.199,35.44928,0.46938777,-3.4947877,17.430159,19.219072,-0.30264828,75.69439
34340,0.041433174,28660.424474716187,,,-0.8060505,7.3581104,17.430159,3.5278063,4.1242113e-10,,,1717,1.059258,-0.6453116,13.872193,6057.242,35.448265,-0.71428573,-3.4953704,17.430159,19.219072,-1.319849,10.2695465
34360,0.027547687,28673.098279476166,,20.732193,-0.80581856,17.369272,17.430159,3.5257702,4.1194115e-10,,,1718,0.9885682,-0.60695094,13.874229,6057.2734,35.519012,-0.63265306,-3.4959526,17.430159,19.219072,-0.46436596,22.86396
34380,0.062317666,28685.986824274063,,8.226561,-0.8055217,17.400421,17.430159,3.5237188,4.11462e-10,,,1719,1.0302454,-0.56211334,13.876281,6057.2734,35.49276,-0.59183675,-3.4965346,17.430159,19.219072,-0.2802076,8.53904
34400,0.01831564,28698.836316347122,,,-0.80511487,17.379322,17.430159,3.5216827,4.1098372e-10,,,1720,1.1122514,-0.12881453,13.878317,6057.295,35.429363,-0.14285715,-3.497116,17.430159,19.219072,-0.13470882,29.543797
34420,0.08638168,28711.488448381424,,3.25902e-16,-0.80480385,16.133804,17.430159,3.5203714,4.105062e-10,,,1721,0.9526407,-0.7287243,13.879628,6058.5586,35.42195,-0.877551,-3.4976974,17.430159,19.219072,-0.37513578,7.8725286
34440,0.10170138,28724.223201036453,,3.805175,-0.80443275,17.36239,17.430159,3.5183487,4.100296e-10,,,1722,1.0069144,-0.57679534,13.881651,6058.5957,35.436382,-0.67346936,-3.4982781,17.430159,19.219072,-0.117176674,5.933574
34460,0.01831564,28737.011558532715,,18.023998,-0.8040482,17.383764,17.430159,3.5163164,4.0955378e-10,,,1723,1.1078912,-0.5918137,13.883683,6058.6133,35.447933,-0.59183675,-3.4988587,17.430159,19.219072,-0.14785454,25.785397
34480,0.027547687,28749.822258472443,,16.850786,-0.8036103,17.366451,17.430159,3.5142956,4.090788e-10,,,1724,1.0839627,-0.5902381,13.885704,6058.6465,35.436092,-0.59183675,-3.499439,17.430159,19.219072,-0.15149958,17.011332
34500,0.027547687,28762.625845193863,,,-0.80317754,17.377804,17.430159,3.512272,4.0860465e-10,1.5952155e-07,,1725,1.1063435,0.90654206,13.887728,6058.67,35.41818,0.9183673,-3.5000188,17.430159,19.219072,-0.13712423,74.89412
34520,0.027547687,28775.241006851196,,4.896223e-35,-0.8035889,1.6222806,17.430159,3.5193777,4.081313e-10,,,1726,0.8841155,0.5936828,13.880622,6074.4453,35.40141,0.5510204,-3.5005984,17.430159,19.219072,-1.6034023,57.678387
34540,0.37546432,28788.06793141365,,0.0005193716,-0.8039982,5.8956337,17.430159,3.524002,4.0765877e-10,5.644331e-06,,1727,1.0707453,-1.1401314,13.875998,6085.951,35.40072,-1.0,-3.5011775,17.430159,19.219072,-1.3846225,20.753212
34560,0.079610266,28800.832924604416,,,-0.80500907,17.195694,17.430159,3.5220814,4.071871e-10,0.0012992087,,1728,0.9334578,0.7782731,13.877918,6086.1562,35.395897,0.71428573,-3.5017564,17.430159,19.219072,-2.6191194,23.031618
34580,0.01831564,28813.415057182312,,,-0.8054724,3.5898826,17.430159,3.5280313,4.0671624e-10,,,1729,1.1152142,-0.5810189,13.871968,6099.967,35.383625,-0.59183675,-3.502334,17.430159,19.219072,-1.5357811,25.2358
34600,0.19541045,28826.264473199844,,0.8546707,-0.8050119,17.386189,17.430159,3.526,4.0624618e-10,3.8178521e-10,,1730,0.9845452,-0.53058004,13.874,6099.9805,35.37915,-0.30612245,-3.5029123,17.430159,19.219072,-0.118739605,3.5366917
34620,0.027547687,28838.96653151512,,15.1979475,-0.80474216,17.35217,17.430159,3.5239906,4.0577694e-10,,,1731,0.95794994,-0.5300889,13.876009,6100.0273,35.448296,-0.5102041,-3.5034902,17.430159,19.219072,-0.32181185,23.756966
34640,0.041433174,28851.648483753204,,11.801334,-0.80448794,17.389929,17.430159,3.5219612,4.0530845e-10,,,1732,0.976204,-0.50092953,13.878038,6100.037,35.440514,-0.5102041,-3.504068,17.430159,19.219072,-0.31864187,15.783634
34660,0.062317666,28864.120807409286,,7.720383,-0.8043333,17.348372,17.430159,3.5199585,4.0484086e-10,,,1733,1.021821,-0.57379407,13.880041,6100.088,35.444363,-0.5510204,-3.504645,17.430159,19.219072,-0.51033825,8.44077
34680,0.5647181,28876.752245664597,,0.59942704,-0.80392736,17.38201,17.430159,3.5179396,4.0437403e-10,0.023308285,,1734,1.0706692,-1.3464624,13.88206,6100.1074,35.3542,-1.0,-3.5052218,17.430159,19.219072,-0.120532595,20.99494
34700,0.84936583,28889.585341453552,,12.697432,-0.8053729,17.197363,17.430159,3.5160284,4.0390805e-10,0.73534536,,1735,1.0149213,-0.66069615,13.883971,6100.3105,35.381535,-1.0,-3.505785,17.430159,19.219072,-3.3802671,29.983412
34720,0.041433174,28902.173889875412,,3.5416865,-0.80512106,17.403267,17.430159,3.514001,4.0344286e-10,,,1736,1.0585172,-0.5847292,13.885999,6100.3047,35.352127,-0.59183675,-3.5059373,17.430159,19.219072,-0.38088834,11.532836
34740,0.041433174,28914.726675748825,,,-0.80468804,17.404104,17.430159,3.5119762,4.0297846e-10,0.020731337,,1737,1.0912561,0.93896943,13.888023,6100.3027,35.328373,0.9183673,-3.5065134,17.430159,19.219072,-0.109323725,48.11934
34760,0.01831564,28927.706008911133,,,-0.80510956,1.0774119,17.430159,3.5193472,4.0251483e-10,,,1738,1.1235275,-0.5745755,13.880652,6116.625,35.3225,-0.59183675,-3.507077,17.430159,19.219072,-1.6178236,24.710503
34780,0.10170138,28940.546919345856,,4.305909,-0.80464065,17.390242,17.430159,3.5173302,4.0205209e-10,,,1739,1.0153509,-0.634958,13.882669,6116.6367,35.312828,-0.59183675,-3.507652,17.430159,19.219072,-0.10761574,5.5536537
34800,0.01831564,28953.416175603867,,,-0.8044184,17.381685,17.430159,3.5153189,4.0159007e-10,,,1740,0.9124833,0.05382657,13.884681,6116.6562,35.293053,0.06122449,-3.5082269,17.430159,19.219072,-0.43265706,72.69597
34820,0.14097345,28966.412852287292,,6.410426e-05,-0.80468106,9.078274,17.430159,3.5180798,4.0112888e-10,1.4440809e-31,,1741,1.0011712,-0.5993899,13.88192,6124.9766,35.291943,-0.63265306,-3.5088015,17.430159,19.219072,-1.1610963,4.40721
34840,0.027547687,28979.09044098854,,16.245722,-0.80430627,17.37141,17.430159,3.516076,4.0066847e-10,,,1742,1.0966028,-0.6200491,13.883924,6125.004,35.308502,-0.59183675,-3.5093758,17.430159,19.219072,-0.15252009,16.27864
34860,0.01831564,28991.82133293152,,,-0.80399126,17.379025,17.430159,3.5140705,4.0020884e-10,,,1743,0.8624248,0.41396105,13.885929,6125.0254,35.27708,0.42857143,-3.5099497,17.430159,19.219072,-0.34817657,82.57573
34880,0.01831564,29004.35649037361,,,-0.80433774,7.5444455,17.430159,3.5177069,3.9975007e-10,,,1744,1.039286,-0.3218044,13.882293,6134.881,35.273975,-0.30612245,-3.5105233,17.430159,19.219072,-1.2581286,30.426037
34900,0.07336965,29016.989264011383,,1.4135225e-22,-0.8040267,17.231987,17.430159,3.5157871,3.9929204e-10,1.1352982e-16,,1745,0.97704464,0.44866675,13.8842125,6135.049,35.272068,0.42857143,-3.5110965,17.430159,19.219072,-0.29507685,19.756256
34920,0.041433174,29029.710852861404,,,-0.804309,7.2718697,17.430159,3.5195742,3.988348e-10,,,1746,1.0486913,-0.36300045,13.880425,6145.176,35.258446,-0.3469388,-3.5116694,17.430159,19.219072,-1.2702351,12.172381
34940,0.07336965,29042.375635385513,,8.247183e-06,-0.80396795,17.297659,17.430159,3.5176191,3.9837836e-10,,,1747,0.9746257,-0.047960855,13.8823805,6145.2793,35.257008,0.020408163,-3.5122418,17.430159,19.219072,-0.25508496,16.51871
34960,0.01831564,29054.935314893723,,8.107186e-05,-0.8040511,13.905497,17.430159,3.5176048,3.9792264e-10,,,1748,1.1093745,-0.11287429,13.882395,6148.7734,35.245476,-0.14285715,-3.512814,17.430159,19.219072,-0.9209836,29.460833
34980,0.041433174,29067.59663105011,,1.6084367e-28,-0.8038491,15.638958,17.430159,3.5166006,3.9746775e-10,,,1749,1.0649533,-0.59524894,13.883399,6150.535,35.239204,-0.59183675,-3.513386,17.430159,19.219072,-0.5535405,11.273516
35000,0.01831564,29080.34853577614,,23.95769,-0.8034182,17.37791,17.430159,3.5146046,3.9701362e-10,,,1750,1.1337532,-0.57656354,13.885395,6150.5586,35.23272,-0.59183675,-3.5139577,17.430159,19.219072,-0.11258147,24.05531
35020,0.37546432,29092.811448574066,,0.6122987,-0.8029347,17.38367,17.430159,3.5126057,3.965603e-10,5.720196e-06,,1751,1.0763805,-1.2223587,13.887394,6150.5723,35.219788,-1.0,-3.514529,17.430159,19.219072,-0.08474144,20.431297
35040,0.11973804,29105.335509061813,,,-0.8041466,17.199533,17.430159,3.5107155,3.9610773e-10,0.054458193,,1752,0.9531307,0.63415515,13.889284,6150.7734,35.21794,0.63265306,-3.5150998,17.430159,19.219072,-3.0002728,13.376408
35060,0.01831564,29117.985181331635,,84.84447,-0.8044935,5.4431915,17.430159,3.5155334,3.9565592e-10,,,1753,1.1159434,0.65717864,13.884466,6162.7305,35.24984,0.63265306,-3.5156393,17.430159,19.219072,-1.3631214,84.84447
35080,0.01831564,29130.637803077698,,,-0.8047521,5.172501,17.430159,3.5205011,3.9520492e-10,,,1754,0.875803,-0.19495645,13.8794985,6174.959,35.207462,-0.2244898,-3.5162096,17.430159,19.219072,-1.35407,41.614567
35100,0.027547687,29143.33692264557,,4.5729666,-0.8047305,16.58907,17.430159,3.5189562,3.9475467e-10,,,1755,1.059076,-0.1573878,13.881043,6175.7695,35.201202,-0.14285715,-3.5167797,17.430159,19.219072,-0.6356593,19.34732
35120,0.37546432,29156.018149137497,,0.12188152,-0.8044421,16.352308,17.430159,3.5175495,3.943052e-10,5.73635e-06,,1756,1.0812924,-0.16192931,13.88245,6176.8164,35.191452,-1.0,-3.5173492,17.430159,19.219072,-0.352829,20.253319
35140,0.027547687,29168.427404642105,,15.7838,-0.8041656,16.434444,17.430159,3.516097,3.9385648e-10,,,1757,0.9491962,-0.19481549,13.883903,6177.7812,35.235794,-0.18367347,-3.5179186,17.430159,19.219072,-0.39760548,26.016884
35160,0.041433174,29181.016295194626,,17.260035,-0.80409217,16.880835,17.430159,3.514392,3.9340856e-10,,,1758,0.962808,-0.19184957,13.885608,6178.301,35.261986,-0.18367347,-3.5184877,17.430159,19.219072,-0.6198165,17.297964
35180,0.01831564,29193.461159467697,,35.779938,-0.8039965,16.647116,17.430159,3.5128212,3.9296133e-10,,,1759,0.9504262,-0.22630477,13.887178,6179.0527,35.30846,-0.18367347,-3.5190563,17.430159,19.219072,-0.5959624,37.962654
35200,0.027547687,29206.201498270035,,26.589127,-0.8039182,16.819557,17.430159,3.511156,3.925149e-10,,,1760,0.8941098,-0.19382562,13.888844,6179.635,35.222042,-0.2244898,-3.5196247,17.430159,19.219072,-0.6097747,26.75566
35220,0.062317666,29218.68487405777,,8.182161,-0.8038534,16.783487,17.430159,3.509512,3.9206927e-10,,,1761,0.966693,-0.14750905,13.890488,6180.25,35.233932,-0.14285715,-3.5201926,17.430159,19.219072,-0.5798497,9.964373
35240,0.09372906,29230.995965242386,,5.5787344,-0.8035714,16.327261,17.430159,3.5081291,3.9162437e-10,9.005936e-37,,1762,0.9658145,0.06355201,13.8918705,6181.3223,35.23259,-0.14285715,-3.5207603,17.430159,19.219072,-0.27178496,8.027345
35260,0.027547687,29243.643443346024,,,-0.8038014,9.067881,17.430159,3.5108662,3.911802e-10,,,1763,1.0161809,-0.9660489,13.889133,6189.6562,35.16337,-0.9591837,-3.5213277,17.430159,19.219072,-1.1737217,19.927416
35280,0.01831564,29256.278386354446,,,-0.80352366,17.233822,17.430159,3.5089693,3.9073683e-10,,,1764,1.1573983,-0.74588335,13.89103,6189.8223,35.160667,-0.71428573,-3.5218947,17.430159,19.219072,-0.32598737,22.820076
35300,0.01831564,29269.157341957092,,1.7730363e-10,-0.8031552,17.385267,17.430159,3.5069885,3.9029419e-10,,,1765,0.9731985,-0.85815126,13.893011,6189.836,35.15007,-0.877551,-3.5224614,17.430159,19.219072,-0.30528474,33.919388
35320,0.062317666,29281.825566768646,,4.693804e-12,-0.80302924,17.314503,17.430159,3.5050526,3.898523e-10,,,1766,0.9983437,-0.34264135,13.894947,6189.922,35.138107,-0.3877551,-3.523028,17.430159,19.219072,-0.5475172,8.959558
35340,0.01831564,29294.397305965424,,26.92416,-0.80271214,17.163324,17.430159,3.5032024,3.894112e-10,,,1767,1.0840138,-0.3319917,13.896797,6190.158,35.190018,-0.3469388,-3.523594,17.430159,19.219072,-0.23948865,27.52456
35360,0.027547687,29307.049188137054,,16.209045,-0.8023607,17.21559,17.430159,3.5013256,3.889708e-10,,,1768,1.0778127,-0.35173666,13.898674,6190.3438,35.16312,-0.3469388,-3.5241597,17.430159,19.219072,-0.2598729,18.040588
35380,1.0,29319.83322119713,,0.47357515,-0.8019861,17.30825,17.430159,3.4993982,3.8853115e-10,6.897375,,1769,0.99492866,1.2252772,13.900601,6190.4355,35.13824,-0.06122449,-3.5247252,17.430159,19.219072,-0.21369247,20.324188
35400,0.027547687,29332.706121444702,,,-0.80395603,,17.430159,3.5072517,3.8809223e-10,,,1770,1.0964566,-0.61868435,13.892748,6207.836,35.11047,-0.59183675,-3.5213988,17.430159,19.219072,-4.283116,16.052706
35420,0.027547687,29345.380309820175,,1.3490733e-18,-0.8036372,17.38408,17.430159,3.5052805,3.876541e-10,,,1771,0.9660685,-0.90160906,13.894719,6207.8516,35.10052,-0.877551,-3.5219636,17.430159,19.219072,-0.33215466,22.32127
35440,0.041433174,29358.101951122284,,5.242772,-0.803407,17.281986,17.430159,3.5033684,3.8721668e-10,,,1772,0.99991333,-0.9551212,13.896631,6207.9688,35.115746,-0.9591837,-3.5225282,17.430159,19.219072,-0.35757908,13.214746
35460,0.01831564,29370.89027738571,,28.76778,-0.80312616,17.238024,17.430159,3.501484,3.8678e-10,,,1773,1.0444535,-0.9887541,13.898516,6208.131,35.135796,-0.9591837,-3.5230923,17.430159,19.219072,-0.30279306,29.571117
35480,0.027547687,29383.587346076965,,,-0.8028875,17.21131,17.430159,3.4996166,3.8634407e-10,,,1774,0.94666255,0.032257624,13.900383,6208.3203,35.09969,0.06122449,-3.5236561,17.430159,19.219072,-0.4183845,46.94626
35500,0.062317666,29396.69975566864,,3.2101502e-21,-0.8030913,9.20349,17.430159,3.502263,3.859089e-10,,,1775,1.0382217,-0.60302854,13.897737,6216.5176,35.096077,-0.59183675,-3.5242198,17.430159,19.219072,-1.1028314,8.185209
35520,0.041433174,29409.681176424026,,5.7379857e-08,-0.80271006,17.393164,17.430159,3.5002956,3.854744e-10,,,1776,1.0513452,-0.36008778,13.899704,6216.5234,35.094696,-0.3469388,-3.524783,17.430159,19.219072,-0.16277288,11.930377
35540,0.01831564,29422.479188919067,,21.235657,-0.8023615,17.241028,17.430159,3.498414,3.850407e-10,,,1777,1.0938041,-0.33458638,13.901586,6216.6816,35.096474,-0.3469388,-3.5253458,17.430159,19.219072,-0.23231824,26.793343
35560,0.14097345,29435.346437692642,,1.6341963,-0.8019883,17.260984,17.430159,3.4965248,3.846077e-10,4.3703853e-27,,1778,0.99814713,-0.6890507,13.903475,6216.8203,35.08915,-0.5102041,-3.5259085,17.430159,19.219072,-0.22685273,4.871844
35580,0.027547687,29448.488677740097,,11.634294,-0.80165166,17.391558,17.430159,3.494564,3.841754e-10,,,1779,1.113772,-0.69301003,13.905436,6216.83,35.096333,-0.71428573,-3.5264707,17.430159,19.219072,-0.20063248,15.095263
35600,0.01831564,29461.09582424164,,,-0.80122995,17.367239,17.430159,3.4926195,3.8374387e-10,,,1780,0.95951545,-0.9832532,13.90738,6216.8633,35.078808,-1.0,-3.5270326,17.430159,19.219072,-0.1613534,36.581375
35620,0.07336965,29474.07591843605,,,-0.801023,17.213497,17.430159,3.4907627,3.833131e-10,2.3434282e-32,,1781,0.99774134,0.21669543,13.909237,6217.047,35.076645,0.18367347,-3.5275943,17.430159,19.219072,-0.3855402,17.565308
35640,0.062317666,29486.966698646545,,,-0.80121803,8.677127,17.430159,3.493699,3.82883e-10,,,1782,1.0124294,-0.68753237,13.906301,6225.7715,35.063713,-0.71428573,-3.5281556,17.430159,19.219072,-1.142782,7.676734
35660,0.19541045,29499.68843150139,,1.9619876,-0.8008769,17.37058,17.430159,3.4917564,3.8245365e-10,2.160032e-14,,1783,0.9925794,-0.7978783,13.908243,6225.801,35.04972,-0.5510204,-3.5287166,17.430159,19.219072,-0.2042582,3.3841841
35680,0.079610266,29512.770233392715,,,-0.8007903,17.331736,17.430159,3.4898367,3.82025e-10,6.076324e-18,,1784,0.9970019,0.39918488,13.910163,6225.869,35.044662,0.3469388,-3.5292773,17.430159,19.219072,-0.6385778,17.99867
35700,0.027547687,29525.540167808533,,,-0.8010109,7.6538396,17.430159,3.4933424,3.8159706e-10,,,1785,1.0230099,-0.9400674,13.906657,6235.617,35.039284,-0.9591837,-3.5298378,17.430159,19.219072,-1.1885773,19.44035
35720,0.041433174,29538.11583518982,,11.389735,-0.8007225,17.255188,17.430159,3.4914665,3.8116987e-10,,,1786,1.0028768,-0.91558737,13.908533,6235.758,35.0297,-0.9183673,-3.530398,17.430159,19.219072,-0.30512777,13.133388
35740,0.01831564,29550.717270612717,,,-0.80044496,17.269318,17.430159,3.4895868,3.8074338e-10,,,1787,1.1789033,0.6875254,13.910413,6235.8906,35.024906,0.67346936,-3.5309575,17.430159,19.219072,-0.30517316,86.456215
35760,0.041433174,29563.59422492981,,1.7481893e-11,-0.800694,4.800964,17.430159,3.4946814,3.803176e-10,17.502834,,1788,1.1122221,0.98199576,13.905318,6248.49,35.021847,1.0,-3.531517,17.430159,19.219072,-1.4036715,83.53839
35780,0.5647181,29576.182389497757,,0.007926853,-0.8011256,0.3248934,17.430159,3.5022717,3.7989253e-10,0.023710586,,1789,1.0665656,-0.6052867,13.897728,6265.5645,35.02053,-1.0,-3.5223346,17.430159,19.219072,-1.6690364,20.755854
35800,0.01831564,29588.888838768005,,20.115383,-0.8007484,17.413221,17.430159,3.500307,3.794682e-10,,,1790,1.1419245,-0.577712,13.899693,6265.551,35.144966,-0.59183675,-3.5228803,17.430159,19.219072,-0.19005345,23.850105
35820,0.01831564,29601.312290906906,,17.512566,-0.80026937,17.402433,17.430159,3.498352,3.7904457e-10,,,1791,1.1404941,-0.5636337,13.901648,6265.547,35.032654,-0.59183675,-3.5234387,17.430159,19.219072,-0.07922043,23.549652
35840,0.01831564,29614.041158914566,,,-0.7998043,17.41163,17.430159,3.4963942,3.7862163e-10,,,1792,1.1052469,-0.063735224,13.903605,6265.537,35.01444,-0.020408163,-3.5239968,17.430159,19.219072,-0.10220319,50.504738
35860,0.14097345,29626.134659290314,,6.9727807,-0.79982907,13.867105,17.430159,3.4964142,3.7819944e-10,1.5317622e-14,,1793,0.96986425,-0.29775247,13.903585,6269.0703,35.00517,-0.10204082,-3.5245547,17.430159,19.219072,-0.9386853,6.9727807
35880,0.027547687,29638.65587902069,,19.683401,-0.79959726,17.141556,17.430159,3.4946098,3.7777792e-10,,,1794,1.0523123,-0.268183,13.90539,6269.33,35.08699,-0.30612245,-3.5251124,17.430159,19.219072,-0.3530357,20.065071
35900,0.01831564,29651.373279571533,,32.81301,-0.7993599,17.017656,17.430159,3.492875,3.7735715e-10,,,1795,0.99112636,-0.29334345,13.9071245,6269.711,35.007805,-0.26530612,-3.5256696,17.430159,19.219072,-0.42209965,33.632004
35920,0.041433174,29664.178455352783,,13.116627,-0.79912204,17.171198,17.430159,3.4910583,3.76937e-10,,,1796,1.0379032,-0.3440926,13.908941,6269.9395,35.00749,-0.30612245,-3.5262265,17.430159,19.219072,-0.35670856,13.262205
35940,0.19541045,29676.96835374832,,1.7735736,-0.79876673,17.141151,17.430159,3.4892588,3.7651762e-10,2.921958e-08,,1797,0.97586715,-0.19753549,13.910741,6270.1973,34.98458,-0.18367347,-3.5267832,17.430159,19.219072,-0.1962484,4.3363433
35960,0.01831564,29689.611461877823,,29.904688,-0.7986717,16.72204,17.430159,3.4876957,3.760989e-10,,,1798,0.9580633,-0.20410335,13.912304,6270.877,35.07409,-0.18367347,-3.5273395,17.430159,19.219072,-0.6033574,37.25652
35980,0.027547687,29702.28219819069,,20.276611,-0.7985947,16.79773,17.430159,3.4860926,3.75681e-10,,,1799,0.96861184,-0.16518323,13.913907,6271.4805,35.003006,-0.18367347,-3.5278957,17.430159,19.219072,-0.6115688,24.4423
36000,0.062317666,29715.040751457214,,1.8017458e-31,-0.7983876,16.48054,17.430159,3.4846668,3.7526365e-10,,,1800,0.9739716,-0.9042432,13.915333,6272.4004,34.982452,-0.9183673,-3.5284512,17.430159,19.219072,-0.39021367,8.862698
36020,0.2300663,29727.492082118988,,5.0033516e-10,-0.79815197,17.272396,17.430159,3.4828033,3.7484704e-10,7.4858837,,1801,0.98726684,0.4397807,13.917196,6272.5273,34.978794,0.63265306,-3.5290067,17.430159,19.219072,-0.34655675,7.5675654
36040,0.08638168,29740.11154460907,,,-0.7984413,7.3437486,17.430159,3.4864511,3.7443115e-10,,,1802,0.9553494,-1.028132,13.913548,6282.584,34.967842,-0.9591837,-3.525414,17.430159,19.219072,-1.3053826,14.615542
36060,0.027547687,29752.93110060692,,,-0.7986177,17.201561,17.430159,3.4846268,3.740159e-10,,,1803,1.0998837,-0.6078823,13.915373,6282.7812,34.96624,-0.59183675,-3.5259688,17.430159,19.219072,-1.0706477,15.66709
36080,0.041433174,29766.04051756859,,2.9958941e-18,-0.79823107,17.402035,17.430159,3.4826937,3.7360137e-10,,,1804,0.92965597,-0.2689045,13.917306,6282.7793,34.96335,-0.2244898,-3.526523,17.430159,19.219072,-0.19751504,17.577745
36100,0.01831564,29778.566811323166,,0.0037026245,-0.79804885,17.072166,17.430159,3.4809456,3.731875e-10,,,1805,1.0963023,-0.36986575,13.919054,6283.1074,34.953312,-0.3469388,-3.5270774,17.430159,19.219072,-0.39627105,26.528034
36120,0.041433174,29791.31925058365,,7.249206e-06,-0.7976958,17.272604,17.430159,3.4790897,3.7277437e-10,,,1806,1.0657398,-0.6079626,13.92091,6283.2344,34.953453,-0.59183675,-3.5276313,17.430159,19.219072,-0.25111496,10.964517
36140,0.041433174,29804.029447555542,,0.43445355,-0.7973265,17.391502,17.430159,3.477168,3.7236186e-10,,,1807,1.0559851,-0.7083867,13.922832,6283.242,34.93514,-0.71428573,-3.5281847,17.430159,19.219072,-0.1941238,10.410341
36160,0.062317666,29816.78660917282,,6.017783e-09,-0.7968828,17.392782,17.430159,3.4752493,3.7195008e-10,,,1808,1.0121818,-0.24889366,13.92475,6283.25,34.93109,-0.30612245,-3.528738,17.430159,19.219072,-0.048780315,8.918368
36180,0.84936583,29829.520271539688,,0.5267241,-0.79671586,17.036589,17.430159,3.4735289,3.71539e-10,0.7528351,,1809,1.0018122,-0.07313353,13.926471,6283.6133,34.926094,-1.0,-3.529291,17.430159,19.219072,-0.5056007,30.501783
36200,0.01831564,29842.015922784805,,44.00546,-0.7967811,14.982869,17.430159,3.4729452,3.7112854e-10,,,1810,0.837237,-0.058806576,13.927054,6286.0312,35.163273,-0.06122449,-3.5294275,17.430159,19.219072,-0.91463935,56.010033
36220,0.01831564,29854.721212148666,,53.97138,-0.7969415,14.597635,17.430159,3.4725752,3.7071882e-10,,,1811,0.850047,-0.07907443,13.927424,6288.832,35.048813,-0.06122449,-3.52998,17.430159,19.219072,-0.9161063,54.35885
36240,0.027547687,29867.424214601517,,27.366352,-0.7970562,14.6807,17.430159,3.4721594,3.7030973e-10,,,1812,0.88741034,-0.06616097,13.92784,6291.5527,34.953392,-0.06122449,-3.530532,17.430159,19.219072,-0.8463453,35.113857
36260,0.08638168,29880.060903549194,,0.7671964,-0.7971572,14.772319,17.430159,3.471693,3.6990136e-10,,,1813,0.98812807,-0.12818694,13.928307,6294.1797,34.911957,-0.26530612,-3.5310836,17.430159,19.219072,-0.862403,7.7323294
36280,0.041433174,29892.8852083683,,3.8360102,-0.7969375,15.900966,17.430159,3.470605,3.694936e-10,,,1814,0.94266075,-0.06742322,13.929395,6295.6777,34.925552,-0.06122449,-3.531635,17.430159,19.219072,-0.3856773,22.922085
36300,0.01831564,29905.80781531334,,,-0.797,14.088243,17.430159,3.470519,3.6908657e-10,,,1815,1.1567526,-0.69931656,13.929481,6298.992,34.909317,-0.71428573,-3.532186,17.430159,19.219072,-0.8493532,22.706577
36320,0.0529305,29918.542845010757,,7.427699,-0.79653513,17.379414,17.430159,3.4686193,3.6868023e-10,,,1816,1.0367272,-0.6596101,13.93138,6299.0117,34.901222,-0.67346936,-3.532737,17.430159,19.219072,-0.10460886,10.915226
36340,0.027547687,29931.07391166687,,1.5112773e-32,-0.7962963,17.383278,17.430159,3.4667187,3.682745e-10,,,1817,0.95571816,-0.9928827,13.933281,6299.0273,34.88507,-1.0,-3.5332875,17.430159,19.219072,-0.397497,26.12378
