IWMax,ReturnMin,Regret,DenMISELogFirst,ReturnMean,ReturnStepMax,Iteration,IWMin,LQGmu1_higher,Delta,Bound,IWMean,ReturnMax,LQGsigma_higher,TimeElapsed,TimestepsSoFar,DenMISEMeanLog,IWLastEpisode,IWFirstEpisode,ReturnLastEpisode,ReturnAbsMax,DenMISELogLast,LQGmu1_actor,Regret/t
,,0.43689537,-0.9351508,16.963104,18.734976,1,,1.0,0.0012158542,645.82654,,16.963104,0.01831564,0.031847476959228516,20,-0.9351508,,,16.963104,16.963104,-0.9351508,1.0130767,0.43689537
3.9808874e-06,,17.836895,-1.628298,8.481552,18.734976,2,,0.9183673,0.00030396355,679.37006,1.9904437e-06,16.963104,0.01831564,11.97585678100586,40,0.25869262,3.9808874e-06,,,16.963104,2.1456833,0.9220609,8.9184475
5.8661957e-05,,33.872982,-2.0337632,6.109005,18.734976,3,,0.8367347,0.00013509492,684.69574,1.9553985e-05,16.963104,0.01831564,23.575255155563354,60,0.55990547,5.8661957e-05,,1.3639106,16.963104,1.9732594,0.8212666,11.290995
,,48.309227,-2.3214452,5.322693,18.734976,4,,-1.0,7.599089e-05,694.63965,,16.963104,0.01831564,35.12482786178589,80,0.5429532,,,2.9637575,16.963104,1.3551232,-1.0072843,12.077307
0.9738664,,48.51124,-2.5445888,7.6977525,18.987722,5,,0.9591837,4.8634163e-05,706.90814,0.24241284,17.197989,0.021563897,46.578036069869995,100,0.5369651,,,17.197989,17.197989,1.4055868,0.96790653,9.702248
0.012356939,,65.33621,-2.7269104,6.510631,18.987722,6,,0.75510204,3.377373e-05,719.4369,0.0020594897,17.197989,0.01831564,57.89561152458191,120,0.55344117,2.816912e-29,,0.57502204,17.197989,1.3229331,0.74146175,10.889368
5.7019643e-05,,78.63698,-2.881061,6.166145,18.987722,7,,-0.9183673,2.4813347e-05,718.9859,8.145663e-06,17.197989,0.01831564,69.41828155517578,140,0.46749422,,,4.099229,17.197989,0.8746594,-0.9268035,11.233854
0.010561938,,78.774254,-3.0145924,7.553218,19.052364,8,,0.67346936,1.8997722e-05,717.7867,0.0013202423,17.262728,0.01831564,81.11989092826843,160,0.40600374,,,17.262728,17.262728,0.9102817,0.6687037,9.846782
0.76715493,,91.14088,-3.1323755,7.273235,19.052364,9,,0.877551,1.5010546e-05,720.6901,0.124842405,17.262728,0.021563897,92.90301728248596,180,0.35234293,3.3382208e-20,,5.0333743,17.262728,0.8640017,0.9079295,10.126764
6.144145e-05,,106.94153,-3.237736,6.7058473,19.052364,10,,-0.8367347,1.2158541e-05,722.2775,6.144145e-06,17.262728,0.01831564,105.10701990127563,200,0.3326475,,,1.5993603,17.262728,0.9829889,-0.84965056,10.694153
221.92636,,107.01927,-3.3330462,7.6709747,19.11191,11,,-0.30612245,1.0048381e-05,728.88007,20.175123,17.322245,0.01831564,117.00168776512146,220,0.2569625,,221.92636,17.322245,17.322245,0.45320845,-0.30964196,9.729025
0.0018330237,,107.21939,-0.36723068,8.46505,19.11191,12,,0.59183675,8.443432e-06,724.6365,0.00015275198,17.322245,0.01831564,129.1333692073822,240,0.4598391,,,17.19988,17.322245,0.5957794,0.5883668,8.93495
7.4607787,,118.66655,-0.4472734,8.271804,19.11191,13,,0.79591835,7.194403e-06,721.14044,0.6192812,17.322245,0.021563897,141.56005191802979,260,0.3900386,8.4724776e-20,,5.952845,17.322245,0.51279306,0.77436405,9.128196
2.8803703e-05,,132.4214,-0.5213814,7.9413276,19.11191,14,,-0.75510204,6.203337e-06,725.10864,2.0574073e-06,17.322245,0.01831564,153.61682510375977,280,0.36770916,,,3.6451418,17.322245,0.5428934,-0.7549016,9.458672
4.520979,,132.4637,-0.59037423,8.569087,19.14708,15,,-0.9591837,5.403797e-06,724.5354,0.37679422,17.35771,0.021563897,165.7313323020935,300,0.30464664,4.0843692e-19,,17.35771,17.35771,0.3876701,-0.94385743,8.830913
11.558823,,132.61337,-0.65491277,9.111664,19.14708,16,,1.0,4.7494304e-06,727.6808,1.0600168,17.35771,0.027547687,177.49833059310913,320,0.2691137,,,17.250324,17.35771,0.36806846,0.98483014,8.288336
0.0018933298,,149.73923,-0.71553737,8.591809,19.14708,17,,0.5102041,4.207108e-06,727.85284,0.00011137234,17.35771,0.01831564,189.486976146698,340,0.29166627,,,0.2741374,17.35771,0.7850813,0.50627935,8.80819
0.0009046506,,160.36826,-0.7726958,8.490651,19.14708,18,,-0.67346936,3.7526365e-06,723.2992,5.0258368e-05,17.35771,0.01831564,201.34299159049988,360,0.23166493,,,6.7709594,17.35771,0.18322378,-0.6529951,8.9093485
9.04172,,160.37703,-0.82676303,8.959104,19.180336,19,,0.71428573,3.3680174e-06,722.4754,0.5844883,17.39126,0.021563897,212.8630404472351,380,0.14408252,,,17.39126,17.39126,-0.45924085,0.7449696,8.440896
0.002485981,,173.72527,-0.8780563,8.713737,19.180336,20,,0.42857143,3.0396352e-06,721.79803,0.00012429905,17.39126,0.01831564,224.34693551063538,400,0.12753877,,,4.0517554,17.39126,0.2940953,0.4310332,8.686263
9.720003,,183.71216,-0.92684644,8.651802,19.180336,21,,-0.877551,2.7570386e-06,724.4708,0.5226059,17.39126,0.021563897,235.9974341392517,420,0.07707683,,,7.413103,17.39126,0.04351706,-0.86136186,8.748198
0.1513743,,183.80177,-0.9733665,9.045373,19.180336,22,,-0.59183675,2.5120953e-06,720.528,0.00688065,17.39126,0.01831564,247.46067237854004,440,0.051621076,,,17.310377,17.39126,0.05519533,-0.58689874,8.354627
11.685436,,183.78947,-1.0178182,9.409152,19.20069,23,,0.9183673,2.2984013e-06,717.8292,1.1311935,17.412292,0.027547687,259.1017918586731,460,0.003936949,,,17.412292,17.412292,-0.07403234,0.9290327,7.9908476
0.0006302492,,199.94305,-1.0603778,9.069038,19.20069,24,,0.3469388,2.110858e-06,718.5181,2.6260384e-05,17.412292,0.01831564,270.5790741443634,480,0.023820907,,,1.2464113,17.412292,0.5262912,0.34892857,8.330961
4.899421,,209.34694,-1.1011999,9.026122,19.20069,25,,0.63265306,1.9453666e-06,715.6658,0.29940113,17.412292,0.021563897,281.7807846069336,500,-0.021404682,5.3772382e-37,,7.996151,17.412292,-0.12711725,0.62663764,8.373878
0.004130285,,221.21744,-1.1404206,8.891637,19.20069,26,,-0.5102041,1.7986008e-06,717.239,0.0001588571,17.412292,0.01831564,293.4780249595642,520,-0.05315789,,3.5514612e-33,5.5294857,17.412292,-0.14385208,-0.52081805,8.508363
0.00079485145,,221.20319,-1.1781609,9.207289,19.202497,27,,0.26530612,1.6678383e-06,713.12506,2.9438943e-05,17.41425,0.01831564,304.98906540870667,540,-0.1009488,,,17.41425,17.41425,-0.3624228,0.27584523,8.192711
3.8390768,,230.19131,-1.2145286,9.178881,19.202497,28,,-0.79591835,1.5508342e-06,714.1859,0.17784019,17.41425,0.021563897,316.2944235801697,560,-0.14655899,,,8.411875,17.41425,-0.39613694,-0.8026478,8.221119
0.00010430443,,230.24255,-1.2496198,9.460601,19.202497,29,,-0.42857143,1.4457245e-06,712.39014,3.5974035e-06,17.41425,0.01831564,327.71483087539673,580,-0.1781972,,4.0329724e-13,17.34873,17.41425,-0.25017366,-0.43341622,7.939399
0.0001098527,,230.281,-1.2835214,9.723967,19.202497,30,,0.18367347,1.3509492e-06,709.2919,3.6617566e-06,17.41425,0.01831564,339.339684009552,600,-0.21626809,,,17.361553,17.41425,-0.3371821,0.19098358,7.676033
19.770802,,238.90845,-1.3163112,9.6932745,19.202497,31,,-1.0,1.2651968e-06,707.8053,0.73131144,17.41425,0.027547687,351.1025929450989,620,-0.254361,,,8.772563,17.41425,-0.4134576,-0.93537813,7.706725
5.515328,,239.04434,-1.3480599,9.929864,19.202497,32,,0.5510204,1.1873576e-06,709.33777,0.27353582,17.41425,0.021563897,362.98144364356995,640,-0.2654523,,,17.264122,17.41425,-0.20894083,0.5932263,7.4701357
16.036469,,250.5438,-1.3788316,9.807764,19.202497,33,,0.8367347,1.1164868e-06,709.1284,0.55193263,17.41425,0.027547687,374.5614502429962,660,-0.2842266,1.8249462e-16,,5.9005666,17.41425,-0.15586688,0.8715051,7.5922356
0.00027355415,,265.75427,-1.4086846,9.583697,19.202497,34,,0.10204082,1.051777e-06,708.7689,8.04571e-06,17.41425,0.01831564,386.0134401321411,680,-0.29266936,,,2.189477,17.41425,-0.047070093,0.12302326,7.8163023
34.334328,,274.18744,-1.4376721,9.566073,19.202497,35,,-0.63265306,9.925341e-07,706.9178,1.0721691,17.41425,0.021563897,397.48228645324707,700,-0.34357828,,,8.966857,17.41425,-1.0889146,-0.65471876,7.833926
4.4962606,,274.17776,-1.465843,9.78395,19.202497,36,,-0.71428573,9.3815913e-07,708.33826,0.15549012,17.41425,0.021563897,408.9434177875519,720,-0.35097408,0.60484743,,17.409641,17.41425,-0.39470622,-0.7060097,7.61605
0.97068983,,274.1911,-1.4932419,9.989429,19.202497,37,,-0.2244898,8.881331e-07,709.05396,0.02625512,17.41425,0.01831564,420.7537188529968,740,-0.3773815,,0.97068983,17.386694,17.41425,-0.48973942,-0.18385407,7.41057
338.07312,,274.9037,-1.4940135,10.165692,19.202497,38,,-0.18367347,8.4200434e-07,728.75385,8.89668,17.41425,0.019873515,432.1375005245209,760,-0.46704733,338.07312,0.0006962252,16.687445,17.41425,-2.8238745,-0.1549859,7.2343073
1.1014017e-05,,275.90985,-1.5199708,10.325388,19.202497,39,,0.020408163,7.993782e-07,711.10284,2.824107e-07,17.41425,0.01831564,443.7379012107849,780,-0.463891,1.383982e-18,,16.39381,17.41425,-1.6490974,0.02591333,7.0746117
1.7813879,,284.19568,-1.5452886,10.295108,19.202497,40,,-0.10204082,7.599088e-07,710.53217,0.044580042,17.41425,0.01831564,455.2260808944702,800,-0.49282798,1.0364348e-09,3.1159485e-19,9.114201,17.41425,-0.6339757,-0.096203536,7.104892
20.48352,,286.14594,-1.5699811,10.42083,19.202497,41,,-0.9183673,7.2329226e-07,707.33606,1.4361815,17.41425,0.027547687,466.81338143348694,820,-0.5200331,,,15.449689,17.41425,-0.6641515,-0.9142751,6.97917
7.565018,,286.2677,-1.5940787,10.584102,19.202497,42,,0.46938777,6.8925965e-07,706.7297,0.35353556,17.41425,0.021563897,478.36182260513306,840,-0.5023572,,,17.278275,17.41425,0.010084404,0.47514743,6.815898
21.639645,,296.61856,-1.6176091,10.501894,19.202497,43,,0.75510204,6.5757393e-07,701.1131,1.4649832,17.41425,0.027547687,489.99319982528687,860,-0.52107227,1.0334262e-21,,7.0491405,17.41425,-0.6443603,0.7677659,6.8981056
16.244116,,310.28073,-1.6405988,10.348165,19.202497,44,,-0.5510204,6.280238e-07,695.8312,0.568047,17.41425,0.021563897,501.61074686050415,880,-0.5066661,,4.968478e-33,3.737784,17.41425,-0.09914449,-0.55279505,7.051835
7.476088,,310.27213,-1.6630715,10.505064,19.202497,45,,0.3877551,6.0042186e-07,694.88776,0.2622876,17.41425,0.021563897,513.1113231182098,900,-0.5217488,,,17.408613,17.41425,-0.6921718,0.35809398,6.8949356
78.926865,,319.73495,-1.6850505,10.44924,19.202497,46,,-0.26530612,5.7460034e-07,689.87823,1.8191078,17.41425,0.021563897,524.6399872303009,920,-0.53926766,,78.926865,7.9371514,17.41425,-0.58408636,-0.24446225,6.95076
