LQGsigma_higher,Regret,IWFirstEpisode,IWMax,LQGmu1_actor,IWMin,ReturnStepMax,IWLastEpisode,Regret/t,Bound,ReturnMin,TimeElapsed,IWMean,DenMISELogLast,LQGmu1_higher,DenMISELogFirst,ReturnLastEpisode,TimestepsSoFar,ReturnMean,ReturnMax,DenMISEMeanLog,ReturnAbsMax,Iteration,Delta
0.01831564,106.4996,,2.752348e-05,0.5847251,,19.120647,,8.874968,725.03107,,129.97377276420593,2.2936233e-06,-0.1083753,0.59183675,-5.0349646,17.331696,240,8.525032,17.331696,-0.011103551,17.331696,12,8.443432e-06
0.021563897,117.90787,,7.2326813,0.7872499,,19.120647,1.7395864e-20,9.069836,723.11554,,142.12877488136292,1.0400937,0.45624,0.79591835,-5.1150074,5.991741,260,8.330164,17.331696,-0.049039457,17.331696,13,7.194403e-06
0.027547687,131.84593,,11.658979,1.0137199,,19.120647,1.0041778e-12,9.417566,718.6092,,154.51873421669006,1.0776033,0.47758457,1.0,-5.189115,3.461931,280,7.982433,17.331696,-0.01989351,17.331696,14,6.203337e-06
0.021563897,149.24594,,3.9869466,-0.9613302,,19.120647,,9.949729,721.5504,,166.78857278823853,0.26737204,0.70031327,-0.9591837,-5.258108,,300,7.4502707,17.331696,0.018857146,17.331696,15,5.403797e-06
0.01831564,149.41187,,2.7865544e-06,-0.6974726,,19.120647,,9.338242,724.0975,,178.74355840682983,1.7415965e-07,0.33780736,-0.71428573,-5.3226466,17.234074,320,8.061758,17.331696,-0.0068835914,17.331696,16,4.7494304e-06
0.01831564,149.45863,,0.0045889206,0.525162,,19.141956,,8.791685,727.6658,,190.75003838539124,0.0002699365,-0.15040143,0.5102041,-5.383271,17.353228,340,8.6083145,17.353228,-0.072384275,17.353228,17,4.207108e-06
0.021563897,160.26498,,7.983296,0.68584085,,19.141956,4.1349335e-16,8.903611,717.5828,,202.58438992500305,0.4729245,-0.1201687,0.71428573,-5.4404297,6.593634,360,8.496388,17.353228,-0.1290069,17.353228,18,3.7526365e-06
0.01831564,172.84299,,0.05395188,-0.6522921,,19.141956,,9.096998,718.1313,,214.15191435813904,0.0028395727,0.2902915,-0.63265306,-5.494497,4.8220277,380,8.303001,17.353228,-0.1373109,17.353228,19,3.3680174e-06
0.01831564,172.859,,2.4936444e-05,0.45595512,,19.172651,,8.642949,721.4955,,225.8591284751892,1.2468222e-06,-0.45636964,0.42857143,-5.54579,17.383991,400,8.7570505,17.383991,-0.20185068,17.383991,20,3.0396352e-06
0.027547687,183.04715,,10.626632,0.91904646,,19.172651,,8.716531,710.94446,,237.36246132850647,0.7017004,-0.9985841,0.9183673,-5.59458,7.2118406,420,8.683469,17.383991,-0.28625712,17.383991,21,2.7570386e-06
0.01831564,199.0327,,8.688211e-06,-0.5872548,,19.172651,,9.046941,713.2112,,249.01609206199646,3.949187e-07,0.6667499,-0.5510204,-5.6411004,1.4144406,440,8.353059,17.383991,-0.26039383,17.383991,22,2.5120953e-06
0.021563897,199.03839,,93.67244,-0.5873772,,19.182648,93.67244,8.653844,730.8253,,260.64091992378235,4.101404,-1.6445818,-0.59183675,-5.685552,17.39429,460,8.746156,17.39429,-0.363095,17.39429,23,2.2984013e-06
0.01831564,199.07306,,1.3702625e-06,0.339023,,19.182648,,8.294711,717.7751,,272.241268157959,5.709427e-08,-0.063360445,0.3469388,-5.7281117,17.365322,480,9.1052885,17.39429,-0.3225523,17.39429,24,2.110858e-06
0.021563897,208.41489,,1.9064283,0.6739897,,19.182648,,8.336596,714.11584,,283.569256067276,0.14543705,-0.21310395,0.63265306,-5.768934,8.058195,500,9.063404,17.39429,-0.35736343,17.39429,25,1.9453666e-06
0.01831564,220.84613,,2.5557913e-08,-0.4861469,,19.182648,,8.4940815,710.8167,,294.87011909484863,1.9246946e-09,0.08280043,-0.46938777,-5.8081546,4.968754,520,8.905918,17.39429,-0.372704,17.39429,26,1.7986008e-06
0.01831564,220.89108,,0.008840586,0.24679369,,19.182648,,8.181151,712.31006,,306.4068956375122,0.00032742912,-0.60509485,0.26530612,-5.845895,17.355051,540,9.218848,17.39429,-0.41765353,17.39429,27,1.6678383e-06
0.021563897,229.74097,,24.535654,-0.68246114,,19.182648,,8.205035,710.8219,,317.9795482158661,1.5556699,-0.73360586,-0.67346936,-5.882262,8.550115,560,9.194964,17.39429,-0.46399468,17.39429,28,1.5508342e-06
0.01831564,229.76999,,2.3193654e-05,-0.3941003,,19.182648,,7.9231033,707.11176,,329.4738783836365,7.9978116e-07,-0.24700099,-0.3877551,-5.9173536,17.370955,580,9.476896,17.39429,-0.45080894,17.39429,29,1.4457245e-06
0.021563897,229.82825,,16.942091,0.50712556,,19.182648,,7.660941,708.6707,,341.1238970756531,0.8118079,-0.3614678,0.5510204,-5.9512553,17.341753,600,9.7390585,17.39429,-0.4806024,17.39429,30,1.3509492e-06
0.01831564,240.46509,,0.13240913,0.17289864,,19.182648,,7.756939,710.23224,,352.79712295532227,0.0042712623,-0.25008178,0.18367347,-5.984045,6.7631516,620,9.643061,17.39429,-0.48333243,17.39429,31,1.2651968e-06
0.027547687,249.03265,,17.291584,-0.96285486,,19.182648,,7.7822704,709.5011,,364.59055066108704,0.78149414,-0.5369485,-1.0,-6.015794,8.8324795,640,9.617729,17.39429,-0.5156313,17.39429,32,1.1873576e-06
0.021563897,249.1987,,0.7266463,-0.79394937,,19.182648,1.5092133e-19,7.5514746,710.1311,,376.1614809036255,0.045963243,-0.1544468,-0.75510204,-6.0465655,17.233963,660,9.848525,17.39429,-0.5148874,17.39429,33,1.1164868e-06
0.027547687,249.23962,,16.832645,0.8418685,,19.182648,,7.330578,711.40283,,387.6163418292999,1.1322339,-0.28249097,0.8367347,-6.0764184,17.359024,680,10.069422,17.39429,-0.5356889,17.39429,34,1.051777e-06
0.021563897,263.98785,,68.926834,0.46655193,,19.182648,,7.54251,709.8147,,399.3791289329529,2.1611824,0.1907963,0.46938777,-6.105406,2.6517975,700,9.85749,17.39429,-0.5160782,17.39429,35,9.925341e-07
0.01831564,274.265,,0.00036646405,-0.30873215,,19.182648,,7.618473,711.1866,,411.1520686149597,1.0179557e-05,-0.47004262,-0.30612245,-6.133577,7.122837,720,9.781527,17.39429,-0.50698036,17.39429,36,9.3815913e-07
0.01831564,274.59222,,0.024227919,0.10848315,,19.182648,,7.4214115,712.298,,422.83774638175964,0.0006548086,-0.5219755,0.10204082,-6.160976,17.072802,740,9.978588,17.39429,-0.53404385,17.39429,37,8.881331e-07
0.01831564,282.99472,,0.0009606611,-0.20635353,,19.182648,,7.4472284,709.15015,,434.6710171699524,2.5280555e-05,-0.5992702,-0.2244898,-6.187644,8.997504,760,9.952771,17.39429,-0.5617096,17.39429,38,8.4200434e-07
0.01831564,283.48822,,0.0003875589,0.020087328,,19.182648,3.207586e-32,7.2689285,710.28784,,446.2624862194061,9.937407e-06,-1.0434515,0.020408163,-6.2136197,16.906485,780,10.131071,17.39429,-0.5993707,17.39429,39,7.993782e-07
0.01831564,291.72543,,0.15575546,-0.13367142,,19.182648,2.5568243e-16,7.2931356,709.38434,,457.79860973358154,0.0038938865,-0.58990383,-0.14285715,-6.2389374,9.162804,800,10.106864,17.39429,-0.6238187,17.39429,40,7.599088e-07
0.01831564,292.81647,,0.018241066,-0.060959727,,19.182648,0.018241066,7.1418657,710.5089,,469.37884640693665,0.0004964837,-0.73772264,-0.06122449,-6.26363,16.308954,820,10.258134,17.39429,-0.6505924,17.39429,41,7.2329226e-07
0.027547687,296.23383,,19.965355,0.7251424,,19.182648,,7.0531864,696.4832,,480.90604305267334,0.8365674,-0.638479,0.75510204,-6.2877274,13.982652,840,10.346813,17.39429,-0.67381597,17.39429,42,6.8925965e-07
0.027547687,309.3167,,11.668678,-0.8907175,,19.182648,,7.193411,697.39294,,492.6291573047638,0.77215815,-0.3332917,-0.9183673,-6.311258,4.3171396,860,10.206589,17.39429,-0.6722603,17.39429,43,6.5757393e-07
0.027547687,309.42737,,46.709805,-0.8431249,,19.182648,2.966275,7.03244,693.86743,,504.1840217113495,1.6989021,-0.33444947,-0.8367347,-6.3342476,17.289297,880,10.367559,17.39429,-0.67104703,17.39429,44,6.280238e-07
0.021563897,309.50616,,3.205285,0.40309033,,19.182648,,6.8779144,692.6729,,515.5149712562561,0.077683635,-0.77575827,0.3877551,-6.3567204,17.32122,900,10.522085,17.39429,-0.66627496,17.39429,45,6.0042186e-07
0.021563897,319.28082,,30.981407,-0.5098254,,19.182648,,6.9408875,693.1238,,527.2836339473724,0.6762547,-0.6777802,-0.5102041,-6.3786993,7.625313,920,10.459112,17.39429,-0.6863904,17.39429,46,5.7460034e-07
0.021563897,319.3153,,12.542497,0.31581768,,19.182648,,6.7939425,684.266,,538.6935093402863,0.2980142,-0.73584485,0.30612245,-6.4002056,17.365513,940,10.606057,17.39429,-0.69747704,17.39429,47,5.5040925e-07
0.027547687,328.51874,,24.442593,0.6694319,,19.182648,7.627833e-36,6.844141,684.80347,,550.4976210594177,1.5671016,-0.74501324,0.67346936,-6.421259,8.1965475,960,10.555859,17.39429,-0.7135151,17.39429,48,5.277145e-07
0.021563897,340.8943,,38.13774,0.23796557,,19.182648,,6.9570265,681.0455,,561.8448293209076,0.8349195,-0.14355229,0.2244898,-6.4418783,5.0245023,980,10.442973,17.39429,-0.6958333,17.39429,49,5.063948e-07
0.021563897,349.7052,,12.3343315,-0.44689044,,19.182648,,6.9941034,679.92896,,573.0902554988861,0.2685961,-0.7705163,-0.42857143,-6.462081,8.589078,1000,10.405896,17.39429,-0.70451105,17.39429,50,4.8634166e-07
0.021563897,349.6964,,39.35115,-0.18350549,,19.19628,1.748605e-31,6.8567924,674.2915,,584.7496802806854,0.8357188,-0.7586509,-0.18367347,-6.4818835,17.40877,1020,10.543207,17.40877,-0.7202384,17.40877,51,4.6745637e-07
0.021563897,350.36017,,18.434526,0.14049755,,19.19628,,6.7376957,674.9309,,596.0031306743622,0.6033828,-0.8361784,0.14285715,-6.501302,16.736252,1040,10.662304,17.40877,-0.7293197,17.40877,52,4.496502e-07
0.021563897,358.8352,,9.295266,-0.3466002,,19.19628,,6.7704763,674.8825,,607.8896453380585,0.24035497,-0.8548475,-0.3469388,-6.52035,8.924932,1060,10.629523,17.40877,-0.7404583,17.40877,53,4.3284237e-07
0.021563897,358.92175,,16.322327,-0.07455531,,19.19628,5.2097973e-27,6.646699,668.48114,,619.3175218105316,0.43879303,-0.8737833,-0.10204082,-6.539042,17.313498,1080,10.753301,17.40877,-0.75711495,17.40877,54,4.1695958e-07
0.021563897,361.3009,,5.1904025,-0.24488501,,19.19628,4.093922e-16,6.569107,668.85614,,630.9478523731232,0.11370147,-0.7747995,-0.26530612,-6.557391,15.020857,1100,10.830893,17.40877,-0.7683218,17.40877,55,4.0193527e-07
0.021563897,361.75287,,7.5722184,0.05973073,,19.19628,,6.459873,669.3477,,642.438490152359,0.20047274,-0.83330226,0.06122449,-6.5754094,16.948048,1120,10.940126,17.40877,-0.7852263,17.40877,56,3.8770855e-07
0.027547687,370.0807,,28.90649,0.5757613,,19.19628,,6.4926434,669.0676,,653.9840483665466,0.5544565,-0.9275034,0.59183675,-6.593109,9.07217,1140,10.907356,17.40877,-0.8017764,17.40877,57,3.7422413e-07
0.021563897,381.39417,,7.3087773,0.0017275866,,19.19628,,6.575762,669.26196,,665.7643282413483,0.28334388,-0.4344242,-0.020408163,-6.610501,6.0864506,1160,10.824238,17.40877,-0.80465454,17.40877,58,3.6143112e-07
0.03818524,389.34558,,19.21206,1.0297326,,19.19628,,6.599077,669.13165,,677.3136610984802,0.8817935,-0.8691501,0.9591837,-6.6275954,9.448596,1180,10.800922,17.40877,-0.8180052,17.40877,59,3.4928303e-07
0.027547687,406.7456,,28.683603,-0.6723001,,19.19628,,6.779093,667.9354,,688.9586863517761,0.8601268,-1.3143277,-0.71428573,-6.6444025,,1200,10.620907,17.40877,-0.82941705,17.40877,60,3.377373e-07
0.027547687,406.76514,,31.054384,0.52710205,,19.19628,,6.6682806,660.0848,,700.4882531166077,1.287797,-0.8135334,0.5102041,-6.6609316,17.380526,1220,10.731719,17.40877,-0.8334872,17.40877,61,3.2675467e-07
0.027547687,417.59003,,27.193651,-0.5871046,,19.19628,,6.735324,656.6292,,712.0805900096893,1.0782391,-0.48872843,-0.63265306,-6.677192,6.5750475,1240,10.664676,17.40877,-0.82641995,17.40877,62,3.162992e-07
0.027547687,417.55603,,25.45777,0.44908583,,19.222624,,6.6278734,645.9876,,723.8762676715851,0.9751158,-0.8750458,0.42857143,-6.6931925,17.433975,1260,10.772126,17.433975,-0.8277307,17.433975,63,3.0633765e-07
0.027547687,427.68762,,14.9662285,-0.5665889,,19.222624,,6.682619,643.92664,,735.4602942466736,0.9430743,-0.56236416,-0.5510204,-6.708941,7.268444,1280,10.717381,17.433975,-0.8259479,17.433975,64,2.968394e-07
0.027547687,427.72473,,29.972277,-0.4539881,,19.222624,0.04819624,6.5803804,636.74475,,747.1020467281342,1.0895243,-0.5196681,-0.46938777,-6.7244453,17.362865,1300,10.819619,17.433975,-0.8233794,17.433975,65,2.8777617e-07
0.027547687,427.79102,,33.35285,0.32421327,,19.222624,,6.481681,635.49713,,758.8267691135406,0.8979496,-0.55275816,0.3469388,-6.7397127,17.333773,1320,10.918319,17.433975,-0.820386,17.433975,66,2.791217e-07
0.03818524,437.04333,,21.752186,-0.98921794,,19.222624,,6.523036,629.9123,,770.5549421310425,0.96093875,-0.6740697,-0.9591837,-6.7547507,8.147624,1340,10.876964,17.433975,-0.8217631,17.433975,67,2.708519e-07
0.027547687,437.2364,,31.710001,0.29088876,,19.222624,,6.429947,627.6419,,781.9568648338318,0.9920686,-0.3646277,0.26530612,-6.7695656,17.20695,1360,10.970053,17.433975,-0.81702816,17.433975,68,2.6294424e-07
0.03818524,446.30212,,21.386969,0.8333136,,19.222624,2.1634867e-37,6.4681463,627.83093,,793.4678745269775,1.0052699,-0.6903341,0.79591835,-6.7841644,8.334251,1380,10.931853,17.433975,-0.81732875,17.433975,69,2.553779e-07
0.027547687,460.91992,,35.13914,-0.3675449,,19.222624,,6.58457,626.22784,,804.9270927906036,0.7847748,-0.3505844,-0.3877551,-6.798553,2.782277,1400,10.81543,17.433975,-0.8117698,17.433975,70,2.4813352e-07
0.027547687,461.1001,,33.284718,-0.17574489,,19.222624,4.042076e-05,6.4943666,623.4828,,816.729650259018,1.1404947,-0.69455045,-0.2244898,-6.812738,17.219883,1420,10.905633,17.433975,-0.81468093,17.433975,71,2.4119305e-07
0.027547687,461.73767,,35.99165,0.15424365,,19.222624,4.394757e-36,6.413024,620.4142,,828.8316652774811,0.7944144,-1.0282979,0.18367347,-6.826724,16.762224,1440,10.986976,17.433975,-0.8181455,17.433975,72,2.3453978e-07
0.027547687,470.24963,,36.783867,-0.32373202,,19.222624,,6.4417763,619.91766,,840.5853023529053,0.75545853,-0.8523886,-0.30612245,-6.8405175,8.888043,1460,10.958223,17.433975,-0.82288074,17.433975,73,2.2815804e-07
0.027547687,470.521,,37.206802,-0.14961,,19.222624,1.23368835e-08,6.358392,619.3654,,852.4989495277405,1.016846,-0.67183316,-0.14285715,-6.854123,17.128706,1480,11.041608,17.433975,-0.8255594,17.433975,74,2.2203328e-07
0.027547687,471.45642,,38.075188,-0.10136923,,19.222624,0.15004121,6.286085,618.08923,,864.0486698150635,1.0510881,-0.577347,-0.06122449,-6.867546,16.464592,1500,11.1139145,17.433975,-0.82383776,17.433975,75,2.1615185e-07
0.027547687,473.3086,,38.12745,0.10428377,,19.222624,4.9425693e-11,6.227744,618.5249,,875.8451056480408,1.0001127,-0.8577229,0.10204082,-6.880791,15.547928,1520,11.1722555,17.433975,-0.82597494,17.433975,76,2.1050109e-07
0.027547687,481.70276,,38.84233,0.03642474,,19.222624,0.2520648,6.2558804,615.59546,,887.4251997470856,1.1542561,-0.58426094,0.020408163,-6.893863,9.005639,1540,11.144119,17.433975,-0.8244847,17.433975,77,2.0506903e-07
0.035191916,490.0069,,31.48149,-0.85250205,,19.222624,,6.28214,609.22723,,898.8915960788727,1.06894,-0.7055176,-0.79591835,-6.906767,9.095902,1560,11.11786,17.433975,-0.8233318,17.433975,78,1.9984455e-07
0.044957362,490.0913,,13.989521,0.8793474,,19.222624,,6.2036877,597.1757,,910.4734802246094,0.82217467,-1.0964557,0.877551,-6.9195056,17.315636,1580,11.196312,17.433975,-0.82764935,17.433975,79,1.948172e-07
0.03818524,505.42688,,12.290463,0.6043278,,19.222624,1.6761703e-08,6.317836,593.77026,,921.9699974060059,0.7164224,-0.61825335,0.63265306,-6.9320846,2.0644636,1600,11.082164,17.433975,-0.8277386,17.433975,80,1.899772e-07
0.0529305,517.04736,,32.28854,0.99248904,,19.222624,9.3492835e-12,6.3833,593.9769,,933.4968414306641,1.0985365,-0.52461255,1.0,-6.944507,5.779524,1620,11.0167,17.433975,-0.82789046,17.433975,81,1.8531539e-07
0.03818524,534.31104,,26.588022,-0.6142383,,19.222624,,6.5159883,581.52374,,945.1913197040558,1.1817706,-0.39672717,-0.67346936,-6.956777,0.13625574,1640,10.884011,17.433975,-0.8228076,17.433975,82,1.8082306e-07
0.041433174,534.3337,,25.498085,-0.96801853,,19.222624,3.3477672e-08,6.4377556,581.0533,,956.9654407501221,1.6309462,-0.71663874,-0.877551,-6.9688983,17.3774,1660,10.962244,17.433975,-0.82084507,17.433975,83,1.7649211e-07
0.03818524,534.50696,,27.137589,0.49642378,,19.222624,,6.3631783,570.15173,,968.7894103527069,1.2643293,-0.64941037,0.46938777,-6.9808745,17.22674,1680,11.036821,17.433975,-0.8133486,17.433975,84,1.7231491e-07
0.044957362,545.0461,,20.483559,0.71368146,,19.222624,0.00012602736,6.412307,561.33716,,980.3352868556976,0.97412056,-0.5795894,0.71428573,-6.992709,6.860934,1700,10.987693,17.433975,-0.8088851,17.433975,85,1.6828433e-07
0.03818524,557.9788,,27.901628,-0.57973444,,19.222624,,6.488125,556.82355,,991.9872012138367,0.93698156,-0.6900577,-0.5102041,-7.004405,4.467278,1720,10.911875,17.433975,-0.8085154,17.433975,86,1.6439348e-07
0.0529305,557.98285,,13.657754,-1.0328155,,19.222624,3.7038504e-13,6.413596,552.9916,,1003.4693124294281,0.77466977,-0.8773356,-1.0,-7.015966,17.395855,1740,10.986403,17.433975,-0.81086427,17.433975,87,1.6063603e-07
0.03818524,558.17755,,26.860327,0.27890638,,19.222624,,6.342927,550.58936,,1015.0802462100983,1.1767682,-1.4982499,0.30612245,-7.027395,17.205309,1760,11.057073,17.433975,-0.8217186,17.433975,88,1.5700596e-07
0.035191916,567.18115,,31.31171,-0.37813842,,19.222624,,6.372822,547.3253,,1026.886872291565,1.121391,-0.6240721,-0.3469388,-7.0386944,8.396414,1780,11.027178,17.433975,-0.81879246,17.433975,89,1.5349757e-07
0.035191916,567.3003,,31.655901,-0.18740754,,19.222624,4.883946e-06,6.303336,543.45746,,1038.6177690029144,1.2954892,-0.60990506,-0.18367347,-7.0498676,17.280912,1800,11.096663,17.433975,-0.8163918,17.433975,90,1.5010546e-07
0.035191916,568.0857,,31.892385,0.1506357,,19.222624,1.7743316e-18,6.2426996,539.32855,,1050.1718256473541,1.2122456,-0.7349555,0.14285715,-7.0609174,16.614616,1820,11.1573,17.433975,-0.8137556,17.433975,91,1.4682455e-07
0.044957362,576.5875,,17.026836,0.48446327,,19.222624,1.1134161e-16,6.267256,534.7096,,1061.7947854995728,1.0624352,-0.7402756,0.5510204,-7.0718465,8.898058,1840,11.132744,17.433975,-0.8120185,17.433975,92,1.4365008e-07
0.044957362,587.0198,,23.763905,-0.61221755,,19.222624,,6.3120403,532.806,,1073.3934137821198,1.5872473,-0.6791354,-0.59183675,-7.0826573,6.9677486,1860,11.087959,17.433975,-0.8105861,17.433975,93,1.4057744e-07
0.035191916,587.0209,,23.420164,-0.04799541,,19.222624,,6.2449026,531.3562,,1084.9971723556519,0.73885787,-0.67807597,-0.020408163,-7.093353,17.399065,1880,11.155097,17.433975,-0.80440146,17.433975,94,1.3760231e-07
0.03818524,590.2777,,29.382359,-0.059243295,,19.222624,7.576899,6.2134495,524.53656,,1096.571394443512,1.0489491,-0.6803416,-0.10204082,-7.103935,14.143094,1900,11.18655,17.433975,-0.80632234,17.433975,95,1.3472066e-07
0.048781306,593.4564,,13.345626,-0.792171,,19.222624,,6.181838,523.7922,,1108.1657695770264,0.5552575,-0.55945915,-0.75510204,-7.114406,14.221158,1920,11.218162,17.433975,-0.8040457,17.433975,96,1.3192863e-07
0.057432614,593.5232,,14.296989,0.7804671,,19.222624,,6.1187963,522.90765,,1119.6217694282532,0.9467573,-0.68912864,0.79591835,-7.1247687,17.333246,1940,11.281203,17.433975,-0.8076147,17.433975,97,1.2922246e-07
0.03818524,607.3645,,22.601692,-0.24995528,,19.222624,,6.1975975,522.5621,,1131.3327507972717,0.58275974,-0.58172786,-0.26530612,-7.1350255,3.5587459,1960,11.202402,17.433975,-0.80622834,17.433975,98,1.265987e-07
0.03818524,607.8286,,30.584246,0.098761305,,19.222624,8.445398e-14,6.139683,521.7007,,1142.85285115242,0.9720822,-0.7559182,0.06122449,-7.145178,16.935904,1980,11.260317,17.433975,-0.81023127,17.433975,99,1.2405411e-07
0.041433174,616.2129,,22.616451,-0.454947,,19.222624,1.180265e-34,6.1621284,513.7636,,1154.4578304290771,0.87398493,-0.6052851,-0.42857143,-7.155228,9.015848,2000,11.237871,17.433975,-0.8091859,17.433975,100,1.2158542e-07
0.044957362,616.2644,,22.616009,0.542356,,19.222624,,6.1016283,512.73846,,1166.3746175765991,0.7036878,-0.6847367,0.3877551,-7.1651783,17.348259,2020,11.298371,17.433975,-0.80972487,17.433975,101,1.1918971e-07
0.041433174,627.2379,,25.503454,0.26433846,,19.222624,3.7033085e-12,6.149392,506.2557,,1178.1461708545685,0.85311335,-0.8415737,0.2244898,-7.1750307,6.426519,2040,11.2506075,17.433975,-0.8132535,17.433975,102,1.1686409e-07
0.06761824,636.16956,,11.160044,0.98831654,,19.222624,5.329641e-20,6.176404,504.5356,,1189.6372029781342,0.88733715,-0.62404925,0.9183673,-7.184787,8.468467,2060,11.223596,17.433975,-0.8133496,17.433975,103,1.14605925e-07
0.062317666,653.35803,,17.211594,-0.79625374,,19.222624,,6.2822886,497.7968,,1201.228146314621,1.1834258,-0.57845044,-0.877551,-7.194449,0.21150497,2080,11.117711,17.433975,-0.812432,17.433975,104,1.1241255e-07
0.057432614,653.40393,,12.2269,0.60896957,,19.222624,,6.2228947,492.50323,,1212.7077214717865,0.8994164,-0.71307504,0.63265306,-7.204018,17.354053,2100,11.177105,17.433975,-0.81031334,17.433975,105,1.10281555e-07
0.057432614,665.07556,,15.916171,0.4285995,,19.222624,0.668967,6.2742987,470.95258,,1224.1944508552551,1.1675934,-0.6130942,0.46938777,-7.213497,5.7282476,2120,11.125701,17.433975,-0.8096771,17.433975,106,1.0821059e-07
0.0529305,675.04346,,17.53156,-0.37450728,,19.222624,,6.308818,468.54022,,1236.1613540649414,0.89149433,-0.5683916,-0.3469388,-7.2228866,7.432151,2140,11.091182,17.433975,-0.80636847,17.433975,107,1.0619741e-07
0.0529305,675.19556,,17.79004,-0.2862053,,19.222624,0.020766396,6.251811,465.19827,,1247.818712234497,1.0857295,-0.60507476,-0.18367347,-7.232189,17.24799,2160,11.148189,17.433975,-0.80590045,17.433975,108,1.04239895e-07
0.057432614,675.49536,,16.530352,-0.45909414,,19.222624,0.0070304656,6.1972046,464.31802,,1259.6501500606537,0.9858293,-0.7100795,-0.5102041,-7.241406,17.100227,2180,11.202795,17.433975,-0.8047556,17.433975,109,1.0233602e-07
0.0529305,675.5596,,17.994156,0.14990224,,19.222624,1.1724609e-27,6.14145,463.31952,,1271.5715065002441,1.0738051,-0.6361714,0.14285715,-7.2505383,17.335798,2200,11.25855,17.433975,-0.8036776,17.433975,110,1.0048382e-07
0.062317666,684.05945,,15.268111,-0.79786015,,19.222624,1.631728e-37,6.162698,463.43307,,1283.390377998352,0.9785035,-0.7223768,-0.67346936,-7.2595882,8.900065,2220,11.237302,17.433975,-0.8027735,17.433975,111,9.868145e-08
0.079610266,684.13464,5.2792633e-25,25.832409,-1.0708661,,19.222624,0.42772987,6.108345,461.6692,,1294.9669568538666,0.82972807,-0.7626233,-1.0,-7.2685566,17.324877,2240,11.291655,17.433975,-0.8029408,17.433975,112,9.692714e-08
0.0529305,684.3408,,15.536068,-0.018312706,,19.222624,,6.0561132,458.99695,,1306.79985165596,0.8914543,-2.7210882,-0.020408163,-7.277446,17.19366,2260,11.343886,17.433975,-0.82176584,17.433975,113,9.521922e-08
0.09372906,690.9114,,19.140305,0.97333,,19.222624,2.1249588e-25,6.060626,457.1955,,1318.3649363517761,0.80122507,-0.7586281,1.0,-7.2862563,10.829575,2280,11.339374,17.433975,-0.8224767,17.433975,114,9.355603e-08
