Iteration,LQGsigma_higher,Delta,ReturnMin,ReturnMax,IWLastEpisode,IWFirstEpisode,ReturnAbsMax,Regret,TimestepsSoFar,IWMax,TimeElapsed,LQGmu1_higher,Regret/t,ReturnStepMax,DenMISEMeanLog,ReturnMean,IWMean,LQGmu1_actor,DenMISELogLast,DenMISELogFirst,IWMin,Bound,ReturnLastEpisode
1468,0.01831564,5.6419525e-10,,17.42376,65.321815,,17.42376,5373.1836,29360,74.994675,17756.062980651855,0.3877551,3.6602068,19.2129,-0.82195365,13.739793,0.9508592,0.39620325,-1.2014436,-3.994271,,37.02708,7.676355
1469,1.0,5.634274e-10,,17.42376,0.68568504,14.977451,17.42376,5382.908,29380,25.624523,17768.042333602905,-0.71428573,3.6643353,19.2129,-0.82222676,13.735664,1.0006422,-0.1597045,-1.1581947,-3.9949522,,36.983273,7.6754317
1470,0.041433174,5.6266103e-10,,17.42376,13.6221895,,17.42376,5383.7637,29400,15.669522,17780.25703048706,-0.14285715,3.662424,19.2129,-0.8219604,13.737576,0.99497503,-0.16211997,-0.42963305,-3.9854887,,37.061726,16.546293
1471,0.01831564,5.618963e-10,,17.42376,2.552345e-21,,17.42376,5384.8965,29420,27.661503,17791.796382904053,-0.3469388,3.6607037,19.2129,-0.8216884,13.739296,1.0956347,-0.3299307,-0.41343436,-3.9861686,,36.951305,16.266714
1472,0.027547687,5.6113314e-10,,17.42376,16.610052,,17.42376,5385.082,29440,18.17575,17803.962264060974,-0.3469388,3.6583443,19.2129,-0.8212927,13.741655,1.0728759,-0.34044716,-0.32770467,-3.986848,,36.943592,17.212944
1473,0.079610266,5.603715e-10,,17.42376,0.00022014973,,17.42376,5385.2227,29460,14.277437,17815.81831264496,0.020408163,3.6559553,19.2129,-0.8208518,13.744044,1.0157669,-0.018091863,-0.2401421,-3.9875274,,36.932724,17.260006
1474,0.01831564,5.596114e-10,,17.42376,48.77082,,17.42376,5390.8594,29480,48.77082,17827.146908044815,-0.020408163,3.657299,19.2129,-0.82083845,13.742701,1.1148872,-0.040457316,-0.81406724,-3.988206,,37.003464,11.763541
1475,0.027547687,5.5885285e-10,,17.42376,,,17.42376,5394.4414,29500,84.14679,17839.137975215912,1.0,3.6572485,19.2129,-0.8207133,13.742751,0.9029713,0.99976,-0.7384585,-3.9888842,,36.932144,13.819188
1476,0.027547687,5.5809585e-10,,17.42376,,,17.42376,5411.836,29520,20.65689,17852.347183704376,-0.5510204,3.6665545,19.2129,-0.8213349,13.733445,0.997852,-0.5242704,-1.6249434,-3.9895618,,36.923492,0.004370217
1477,0.01831564,5.573404e-10,,17.42376,23.377148,,17.42376,5411.8223,29540,30.61769,17865.418088197708,-0.5102041,3.6640644,19.2129,-0.8210312,13.735935,1.0374699,-0.524393,-0.3656064,-3.9902391,,37.031578,17.411108
1478,0.057432614,5.565865e-10,,17.42376,8.859075,,17.42376,5411.8633,29560,10.378914,17877.34542655945,-0.5510204,3.6616125,19.2129,-0.8206922,13.738387,0.9842551,-0.49829525,-0.35071316,-3.990916,,36.925568,17.361074
1479,0.01831564,5.5583405e-10,,17.42376,23.270252,,17.42376,5411.867,29580,29.883085,17889.547546625137,-0.5102041,3.6591396,19.2129,-0.8203371,13.74086,1.0490588,-0.49395013,-0.27749434,-3.9915924,,37.006065,17.396894
1480,0.027547687,5.550832e-10,,17.42376,15.526789,,17.42376,5411.9277,29600,19.520657,17901.02579665184,-0.5102041,3.6567078,19.2129,-0.81991905,13.743292,1.0587063,-0.54965264,-0.2437361,-3.9922683,,36.95406,17.33913
1481,0.057432614,5.5433386e-10,,17.42376,1.0518066e-06,,17.42376,5411.9434,29620,12.181854,17914.268760204315,-0.2244898,3.6542492,19.2129,-0.81954753,13.74575,0.97446555,-0.2709227,-0.32388133,-3.9929438,,36.90856,17.384424
1482,0.01831564,5.5358595e-10,,17.42376,31.275896,,17.42376,5412.295,29640,32.785564,17926.777341365814,-0.26530612,3.6520214,19.2129,-0.81928897,13.747978,1.0236593,-0.28006488,-0.40880477,-3.9936187,,36.97841,17.048647
1483,0.041433174,5.528397e-10,,17.42376,11.9979515,,17.42376,5412.5938,29660,14.912747,17939.3269739151,-0.30612245,3.6497602,19.2129,-0.8190077,13.750239,1.0146453,-0.33955467,-0.41776246,-3.9942932,,36.916645,17.099705
1484,0.062317666,5.5209487e-10,,17.42376,1.5144507e-18,3.2595692e-22,17.42376,5412.709,29680,9.791589,17951.595369577408,-0.9183673,3.647378,19.2129,-0.8186139,13.752622,0.96595365,-0.9015067,-0.24634461,-3.9949672,,36.905357,17.286083
1485,0.01831564,5.513516e-10,,17.42376,,,17.42376,5412.824,29700,26.926542,17964.4025683403,-0.3469388,3.6449995,19.2129,-0.8183418,13.755,1.1111356,-0.3399971,-0.37830856,-3.995641,,36.9049,17.28482
1486,0.062317666,5.506097e-10,,17.42376,7.988907,,17.42376,5412.955,29720,8.483121,17975.419558286667,-0.3469388,3.6426344,19.2129,-0.8178744,13.757365,1.0247945,-0.40632358,-0.22768621,-3.996314,,36.896782,17.269382
1487,0.21203151,5.498694e-10,,17.42376,7.69046e-10,1.0265064e-30,17.42376,5412.994,29740,78.347916,17987.847115278244,1.0,3.640212,19.2129,-0.8175628,13.759788,1.0609185,0.8820658,-0.3778413,-3.9969869,,36.891083,17.360912
1488,0.12992261,5.4913063e-10,,17.42376,4.2091798e-29,6.7044253e-10,17.42376,5428.371,29760,5.327144,18000.22177219391,-0.63265306,3.648099,19.2129,-0.81798923,13.751901,0.9803718,-0.7625681,-1.5021566,-3.997659,,36.88993,2.0208685
1489,0.01831564,5.483933e-10,,17.42376,29.757763,,17.42376,5428.42,29780,32.140934,18011.758974790573,-0.75510204,3.6456814,19.2129,-0.8177189,13.754318,1.0180137,-0.7460711,-0.39511123,-3.9983308,,37.056084,17.353024
1490,0.027547687,5.4765736e-10,,17.42376,19.467096,,17.42376,5428.4766,29800,20.935488,18023.811430692673,-0.75510204,3.6432724,19.2129,-0.8173974,13.756727,1.0420063,-0.7329065,-0.3495635,-3.9990022,,36.95162,17.341974
1491,0.041433174,5.4692306e-10,,17.42376,11.502539,,17.42376,5428.506,29820,12.652296,18035.689957380295,-0.71428573,3.6408482,19.2129,-0.81701094,13.759151,1.008464,-0.7005755,-0.27882087,-3.9996731,,36.870895,17.372835
1492,0.1800923,5.461901e-10,,17.42376,0.0055267788,5.7925093e-14,17.42376,5428.5234,29840,5.6505446,18048.337559700012,-0.06122449,3.638421,19.2129,-0.81666636,13.761579,0.99439406,0.24072072,-0.3082123,-4.000344,,36.871326,17.380709
1493,0.1800923,5.4545873e-10,,17.42376,0.00015889457,4.225315e-05,17.42376,5437.3477,29860,3.8501174,18059.911752462387,-0.59183675,3.6418943,19.2129,-0.8168893,13.758105,0.988285,-0.49588075,-1.1432104,-4.0010138,,36.84355,8.57707
1494,0.24963507,5.447287e-10,,17.42376,2.0356584,0.0049043875,17.42376,5437.365,29880,2.826766,18071.58581852913,-0.46938777,3.6394682,19.2129,-0.81651646,13.760531,0.99372095,-0.59067214,-0.24763413,-4.001683,,36.84536,17.382217
1495,0.01831564,5.440003e-10,,17.42376,,,17.42376,5437.3867,29900,79.45715,18083.52512574196,0.59183675,3.6370478,19.2129,-0.81633854,13.762952,1.113109,0.5701934,-0.54399705,-4.002349,,36.821873,17.379234
1496,0.31890655,5.4327326e-10,,17.42376,2.4794044e-05,13.567581,17.42376,5448.6426,29920,21.39264,18095.698613882065,-1.0,3.6421404,19.2129,-0.8165947,13.757859,1.031232,-0.82557446,-1.2924801,-4.003018,,36.80937,6.1445436
1497,0.01831564,5.425476e-10,,17.42376,,,17.42376,5448.709,29940,67.588806,18108.64095878601,0.2244898,3.6397524,19.2129,-0.8162831,13.760247,1.0321487,0.22721453,-0.37858275,-3.9946575,,36.805794,17.331202
1498,1.0,5.4182353e-10,,17.42376,0.8819866,0.7897078,17.42376,5457.4766,29960,92.69557,18120.41821885109,1.0,3.6431751,19.2129,-0.81645656,13.7568245,0.9976112,2.2060714,-1.0919588,-3.9953253,,36.805187,8.634612
1499,0.041433174,5.411009e-10,,17.42376,,,17.42376,5474.877,29980,12.994864,18132.782401561737,-0.79591835,3.6523523,19.2129,-0.8199497,13.747647,1.022064,-0.8033131,-6.040634,-3.9954658,,36.78701,
1500,0.34603184,5.4037963e-10,,17.42376,0.6562101,0.11672431,17.42376,5474.914,30000,2.014182,18144.950897455215,-0.3469388,3.6499424,19.2129,-0.8195943,13.750057,0.99394923,-0.34074503,-0.30616137,-3.9961326,,36.747276,17.36036
1501,0.01831564,5.396599e-10,,17.42376,25.733458,,17.42376,5475.033,30020,26.492222,18156.88555073738,-0.3469388,3.6475897,19.2129,-0.81920165,13.75241,1.1206759,-0.3486691,-0.2239092,-3.9967213,,36.842392,17.282127
1502,0.027547687,5.389415e-10,,17.42376,17.199726,,17.42376,5475.158,30040,17.417286,18169.005920886993,-0.3469388,3.6452456,19.2129,-0.8186963,13.754754,1.085498,-0.35391968,-0.17396778,-3.9973872,,36.789516,17.273697
1503,0.062317666,5.382245e-10,,17.42376,6.922608e-13,1.4371424e-28,17.42376,5475.3477,30060,9.526909,18182.252720594406,-0.8367347,3.6429462,19.2129,-0.81820256,13.757053,1.010214,-0.82800615,-0.15759793,-3.9980528,,36.72534,17.210129
1504,0.01831564,5.3750904e-10,,17.42376,28.177153,,17.42376,5475.4043,30080,31.819277,18195.376799821854,-0.8367347,3.640561,19.2129,-0.81789964,13.7594385,1.0199627,-0.8350741,-0.3710064,-3.9987178,,36.78351,17.343094
1505,0.01831564,5.36795e-10,,17.42376,,,17.42376,5475.4805,30100,25.804565,18206.850828409195,-0.3469388,3.6381922,19.2129,-0.81758446,13.761807,1.127796,-0.343356,-0.3562361,-3.9993825,,36.72355,17.325073
1506,0.027547687,5.360824e-10,,17.42376,,,17.42376,5475.7285,30120,20.760754,18219.298540115356,-0.8367347,3.6359415,19.2129,-0.8170725,13.764058,1.0163087,-0.8784137,-0.16721228,-4.0000467,,36.724037,17.154043
1507,0.01831564,5.3537114e-10,,17.42376,33.207584,,17.42376,5475.8223,30140,33.247337,18231.907639980316,-0.877551,3.6335917,19.2129,-0.8168031,13.766408,0.99627876,-0.8922685,-0.42282602,-4.0007105,,36.73986,17.302746
1508,0.08638168,5.3466137e-10,,17.42376,6.771234,1.9545685e-12,17.42376,5475.926,30160,6.9091225,18243.76434612274,-0.877551,3.6312504,19.2129,-0.8165319,13.768749,0.99225307,-0.84236765,-0.39715633,-4.001374,,36.720734,17.29778
1509,0.027547687,5.3395294e-10,,17.42376,,,17.42376,5476.004,30180,48.74932,18255.484961509705,0.3877551,3.6288958,19.2129,-0.8162309,13.771104,0.98180246,0.41784906,-0.35310265,-4.002037,,36.709557,17.321877
1510,0.027547687,5.3324595e-10,,17.42376,,,17.42376,5485.8887,30200,19.526875,18266.519473075867,-0.5102041,3.6330385,19.2129,-0.8164141,13.766961,1.0581768,-0.54547673,-1.0641847,-4.0026994,,36.691677,7.5150003
1511,0.01831564,5.3254035e-10,,17.42376,28.822264,,17.42376,5485.914,30220,30.513582,18279.169816732407,-0.5510204,3.6306505,19.2129,-0.8160536,13.769349,1.0424273,-0.6133833,-0.32589215,-4.003361,,36.776382,17.375559
1512,0.01831564,5.3183613e-10,,17.42376,21.091702,,17.42376,5485.912,30240,34.162235,18290.85940337181,-0.63265306,3.6282492,19.2129,-0.8158355,13.77175,0.98142385,-0.6145427,-0.5212685,-4.004023,,36.795555,17.400492
1513,0.027547687,5.311334e-10,,17.42376,,,17.42376,5485.9297,30260,32.1966,18301.20299386978,-0.020408163,3.6258621,19.2129,-0.81564546,13.7741375,1.100613,-0.009840238,-0.5013634,-4.004684,,36.67797,17.383492
1514,0.027547687,5.30432e-10,,17.42376,9.972072e-32,,17.42376,5491.9043,30280,17.064432,18312.834475040436,-0.3469388,3.6274137,19.2129,-0.8155838,13.772586,1.0871683,-0.3610475,-0.8151404,-4.005345,,36.67623,11.426893
1515,0.041433174,5.29732e-10,,17.42376,10.520795,,17.42376,5492.082,30300,11.570096,18324.377903699875,-0.3469388,3.6251364,19.2129,-0.8150877,13.774863,1.055211,-0.3773414,-0.14659509,-4.0060053,,36.67149,17.220749
1516,0.041433174,5.290334e-10,,17.42376,,,17.42376,5492.211,30320,27.837408,18335.813930034637,0.42857143,3.6228294,19.2129,-0.8146135,13.77717,1.0691642,0.42326817,-0.14882143,-4.0066648,,36.66698,17.271753
1517,0.027547687,5.283361e-10,,17.42376,0.0048128776,,17.42376,5502.135,30340,50.68841,18347.93807888031,0.30612245,3.6269846,19.2129,-0.8147165,13.773015,0.84714633,0.28574997,-1.0323923,-4.007324,,36.659496,7.4735003
1518,0.11973804,5.276402e-10,,17.42376,9.087844e-19,1.0788391e-06,17.42376,5511.176,30360,4.915189,18359.95059967041,-0.8367347,3.6305504,19.2129,-0.8150738,13.769449,0.9980395,-0.7647347,-1.194964,-4.007983,,36.656345,8.361231
1519,0.027547687,5.2694576e-10,,17.42376,,,17.42376,5511.215,30380,50.94507,18372.28966999054,0.59183675,3.6281862,19.2129,-0.81477594,13.771813,1.0767365,0.6084324,-0.3597412,-4.0086417,,36.642067,17.360792
1520,0.027547687,5.262526e-10,,17.42376,,,17.42376,5522.883,30400,17.717003,18384.279112815857,-0.3877551,3.6334753,19.2129,-0.8150453,13.766524,1.0739456,-0.38615367,-1.2879971,-4.0092998,,36.618664,5.7342014
1521,0.041433174,5.255609e-10,,17.42376,11.274037,,17.42376,5523.002,30420,12.865646,18396.65834712982,-0.3877551,3.6311646,19.2129,-0.81456804,13.768835,1.0349798,-0.3586781,-0.15851459,-4.009958,,36.618713,17.280966
1522,0.07336965,5.248705e-10,,17.42376,8.434235e-12,,17.42376,5523.17,30440,17.606363,18407.675548791885,0.18367347,3.62889,19.2129,-0.8140965,13.77111,0.9659589,0.1500242,-0.12911814,-4.010615,,36.60646,17.229712
1523,0.01831564,5.241816e-10,,17.42376,,,17.42376,5531.67,30460,35.565086,18419.7674036026,-0.14285715,3.6320877,19.2129,-0.81430686,13.767912,1.00848,-0.11254022,-1.0969541,-4.0112715,,36.601692,8.899733
1524,0.027547687,5.2349386e-10,,17.42376,4.671457,,17.42376,5533.1367,30480,28.667892,18433.363377332687,-0.06122449,3.6306667,19.2129,-0.8141684,13.769333,0.98985505,-0.086381875,-0.60357803,-4.011928,,36.604095,15.933971
1525,0.041433174,5.228075e-10,,17.42376,17.39492,,17.42376,5535.2676,30500,18.009285,18446.410970687866,-0.10204082,3.6296835,19.2129,-0.81407976,13.770316,0.9744887,-0.15376687,-0.66286004,-4.012584,,36.665825,15.2688265
1526,0.062317666,5.2212257e-10,,17.42376,9.794054,,17.42376,5536.3984,30520,10.640779,18458.240218400955,-0.14285715,3.628045,19.2129,-0.81385416,13.771955,0.9837487,-0.15594032,-0.44052783,-4.0132394,,36.60106,16.268782
1527,0.027547687,5.214389e-10,,17.42376,,,17.42376,5537.1387,30540,22.426062,18471.47049665451,-0.63265306,3.6261559,19.2129,-0.813616,13.773844,0.92730165,-0.6563638,-0.4319188,-4.0138946,,36.599472,16.659727
1528,1.0,5.207566e-10,,17.42376,0.6900084,15.27386,17.42376,5537.16,30560,26.191246,18482.653408050537,-0.71428573,3.6237965,19.2129,-0.81349397,13.776203,0.9925534,-0.24514025,-0.5495645,-4.0145493,,36.59585,17.377056
1529,0.062317666,5.2007565e-10,,17.42376,5.295141e-12,,17.42376,5537.658,30580,9.408521,18494.882734298706,-0.71428573,3.6217518,19.2129,-0.81330603,13.778248,0.99432534,-0.74178094,-0.51677346,-4.005257,,36.56891,16.90413
1530,0.01831564,5.193961e-10,,17.42376,23.110382,,17.42376,5537.6836,30600,31.032032,18507.056753873825,-0.75510204,3.619401,19.2129,-0.8129907,13.780599,1.0263642,-0.7789595,-0.32370844,-4.005911,,36.59917,17.373264
1531,0.027547687,5.187178e-10,,17.42376,,,17.42376,5537.742,30620,22.97938,18519.306820869446,-0.14285715,3.617075,19.2129,-0.8126624,13.782925,1.011229,-0.15130703,-0.32986808,-4.0065646,,36.55638,17.342175
1532,0.062317666,5.1804083e-10,,17.42376,0.071072645,,17.42376,5538.7324,30640,8.289809,18529.90229868889,-0.3469388,3.6153612,19.2129,-0.81240654,13.784638,1.0241978,-0.28251693,-0.4268725,-4.0072174,,36.55299,16.408745
1533,0.01831564,5.173652e-10,,17.42376,21.609814,,17.42376,5539.051,30660,32.57847,18541.952156066895,-0.26530612,3.6132097,19.2129,-0.8121447,13.78679,1.028753,-0.25655103,-0.43358395,-4.0078697,,36.70985,17.083529
1534,0.027547687,5.166909e-10,,17.42376,20.94146,,17.42376,5539.4297,30680,21.257065,18553.592639684677,-0.26530612,3.6111012,19.2129,-0.811875,13.788898,0.9880134,-0.25117132,-0.419336,-4.008522,,36.649242,17.021603
1535,0.07336965,5.160179e-10,,17.42376,8.34214,,17.42376,5539.8555,30700,8.6839285,18565.663429260254,-0.26530612,3.609026,19.2129,-0.81164795,13.790974,0.9913851,-0.27013358,-0.4465708,-4.009174,,36.574585,16.973783
1536,0.01831564,5.153462e-10,,17.42376,30.26014,,17.42376,5540.211,30720,31.365976,18578.692862272263,-0.26530612,3.6069088,19.2129,-0.81136274,13.793091,1.0506152,-0.24185625,-0.3635047,-4.0098248,,36.70706,17.043419
1537,0.041433174,5.146758e-10,,17.42376,,,17.42376,5540.619,30740,33.212883,18590.620124578476,0.59183675,3.604828,19.2129,-0.8111334,13.795172,1.0435604,0.60704505,-0.50187534,-4.0104756,,36.54696,16.992157
1538,0.041433174,5.140068e-10,,17.42376,,,17.42376,5552.2695,30760,13.818266,18604.063299655914,-0.5510204,3.6100588,19.2129,-0.81140953,13.789941,0.9885986,-0.5607821,-1.2712102,-4.011126,,36.535057,5.7495546
1539,0.027547687,5.13339e-10,,17.42376,3.1886797e-15,,17.42376,5552.2637,30780,19.473679,18615.944167375565,-0.79591835,3.607709,19.2129,-0.8111361,13.792291,1.0337057,-0.8061051,-0.3762356,-4.011776,,36.527557,17.405676
1540,0.027547687,5.1267257e-10,,17.42376,,,17.42376,5552.3203,30800,20.522964,18628.885577440262,-0.26530612,3.605402,19.2129,-0.81078833,13.794598,0.99725324,-0.2736483,-0.30488116,-4.012426,,36.518833,17.345108
1541,0.09372906,5.1200744e-10,,17.42376,4.4187126,1.4496305e-35,17.42376,5552.5723,30820,5.850506,18640.81680393219,-0.3469388,3.6032276,19.2129,-0.81048965,13.796772,1.0068535,-0.3645953,-0.34315506,-4.013075,,36.517097,17.145267
1542,0.12992261,5.113436e-10,,17.42376,2.6328492,1.5899772e-20,17.42376,5552.711,30840,5.1188135,18653.752946853638,-0.26530612,3.6009798,19.2129,-0.8100499,13.79902,0.9973421,-0.3390167,-0.13820325,-4.0137234,,36.506035,17.26281
1543,0.0529305,5.1068094e-10,,17.42376,,,17.42376,5552.918,30860,27.108597,18666.443514823914,0.46938777,3.5987806,19.2129,-0.80964357,13.801219,1.0280888,0.38347644,-0.17962484,-4.014372,,36.506657,17.194195
1544,0.01831564,5.1001964e-10,,17.42376,,,17.42376,5562.551,30880,25.025621,18678.28939318657,-0.3469388,3.6026878,19.2129,-0.809882,13.797312,1.1428343,-0.36874792,-1.2004379,-4.01502,,36.49766,7.7657757
1545,0.041433174,5.093596e-10,,17.42376,2.1788864e-27,,17.42376,5562.6562,30900,13.802659,18688.812458992004,-0.8367347,3.6004248,19.2129,-0.8093555,13.799575,1.0190934,-0.83751625,-0.13254784,-4.015667,,36.495148,17.293983
1546,0.01831564,5.0870097e-10,,17.42376,30.869806,,17.42376,5562.7266,30920,30.869806,18701.340911388397,-0.8367347,3.5981417,19.2129,-0.80904776,13.801858,1.033355,-0.8297651,-0.34962744,-4.016314,,36.500122,17.330149
1547,0.08638168,5.080435e-10,,17.42376,5.922499,6.242962e-16,17.42376,5562.8066,30940,6.284376,18713.66512799263,-0.79591835,3.5958672,19.2129,-0.8087181,13.804132,1.0091295,-0.82444954,-0.32548186,-4.0169606,,36.49516,17.319408
1548,0.01831564,5.073873e-10,,17.42376,24.048458,,17.42376,5562.867,30960,30.192923,18725.113794088364,-0.8367347,3.593583,19.2129,-0.8083999,13.8064165,1.0483732,-0.8602002,-0.32396075,-4.017607,,36.5599,17.338758
1549,0.34603184,5.067324e-10,,17.42376,1.1457303,0.8117957,17.42376,5562.955,30980,3.5373485,18737.218341112137,-0.5510204,3.59132,19.2129,-0.808105,13.80868,0.9990149,-1.2794478,-0.39292836,-4.018253,,36.493484,17.31365
1550,0.31890655,5.0607873e-10,,17.42376,21.171465,13.77754,17.42376,5563.16,31000,21.653614,18750.519047498703,-1.0,3.5891352,19.2129,-0.8096571,13.810864,1.0352305,-1.0983694,-3.2126591,-4.0183744,,36.61188,17.196402
1551,0.44205254,5.0542637e-10,,17.42376,6.831984,12.392864,17.42376,5563.367,31020,14.464424,18762.70521712303,-0.8367347,3.586956,19.2129,-0.810532,13.813044,1.0194436,0.00097447634,-2.199378,-4.01017,,36.57557,17.191368
1552,0.0529305,5.047752e-10,,17.42376,2.148026e-30,,17.42376,5571.1367,31040,29.502851,18775.209759950638,0.63265306,3.5896502,19.2129,-0.81056404,13.810349,1.0124335,0.6597351,-0.878689,-4.002856,,36.483143,9.630559
1553,0.14097345,5.041254e-10,,17.42376,8.8348425e-30,0.039059203,17.42376,5583.3945,31060,21.424858,18787.429814338684,-1.0,3.595232,19.2129,-0.81091857,13.804768,1.0475208,-1.0284294,-1.3672329,-4.0035,,36.453316,5.1418495
1554,0.0529305,5.0347676e-10,,17.42376,,,17.42376,5583.5957,31080,26.375214,18799.841867923737,0.30612245,3.5930471,19.2129,-0.81119007,13.806952,0.8894291,0.39486676,-1.2772359,-4.0041184,,36.448433,17.199308
1555,0.01831564,5.0282944e-10,,17.42376,,,17.42376,5593.3125,31100,65.520874,18811.86945772171,0.14285715,3.5969849,19.2129,-0.81149,13.803015,1.062541,0.15977949,-1.1624956,-4.0047617,,36.424732,7.6850576
1556,0.0529305,5.0218335e-10,,17.42376,0.0021768527,,17.42376,5601.836,31120,25.344582,18824.872826337814,0.3877551,3.600152,19.2129,-0.8116621,13.799848,0.9862321,0.3598135,-1.1257339,-4.0054045,,36.41713,8.872216
1557,0.041433174,5.015385e-10,,17.42376,5.8050104e-28,,17.42376,5611.3105,31140,45.091053,18838.204419612885,0.8367347,3.6039248,19.2129,-0.8119678,13.796075,0.9359636,0.84561354,-1.2687017,-4.0060472,,36.410873,7.9259124
1558,0.062317666,5.008948e-10,,17.42376,,1.3490385e-16,17.42376,5626.117,31160,24.326538,18849.779236078262,-1.0,3.6111155,19.2129,-0.8124746,13.788884,1.0090437,-0.97760826,-1.5286198,-4.006689,,36.397903,2.5942593
1559,0.079610266,5.0025245e-10,,17.42376,,,17.42376,5626.295,31180,16.07986,18863.34769463539,0.26530612,3.6089125,19.2129,-0.8124056,13.791087,0.9343105,0.18301255,-0.70934635,-4.007331,,36.397243,17.222132
1560,0.01831564,4.996113e-10,,17.42376,70.51511,,17.42376,5634.8945,31200,70.51511,18876.646463632584,0.18367347,3.612111,19.2129,-0.81268233,13.787889,0.9586424,0.18281178,-1.1754165,-4.0079722,,36.4871,8.7997055
1561,0.041433174,4.989714e-10,,17.42376,0.0001783313,,17.42376,5643.494,31220,21.554417,18889.02495932579,-0.020408163,3.6153078,19.2129,-0.8129226,13.784692,1.0735747,-0.02988724,-1.1317532,-4.008613,,36.391342,8.800374
1562,0.24963507,4.9833276e-10,,17.42376,0.46329337,2.4937151e-13,17.42376,5647.408,31240,5.78716,18901.98300719261,0.46938777,3.6154985,19.2129,-0.81284595,13.784501,0.9815384,0.5898018,-0.7618278,-4.0092535,,36.370983,13.487678
1563,0.40740025,4.976953e-10,,17.42376,0.92053837,0.054789808,17.42376,5658.871,31260,3.122891,18913.22784090042,-0.06122449,3.6205187,19.2129,-0.8131157,13.779481,0.98793525,-0.3673032,-1.2149873,-4.0098934,,36.34629,5.9374523
1564,0.01831564,4.97059e-10,,17.42376,13.456051,,17.42376,5658.9883,31280,26.082355,18925.23264837265,-0.3877551,3.6182785,19.2129,-0.8126945,13.781721,1.1296933,-0.37374946,-0.14180546,-4.010498,,36.478516,17.28231
1565,0.01831564,4.96424e-10,,17.42376,8.528463,,17.42376,5659.0977,31300,24.885336,18937.625338077545,-0.3469388,3.6160364,19.2129,-0.8121819,13.783963,1.1450489,-0.3659994,-0.13372226,-4.011137,,36.410225,17.289682
1566,0.01831564,4.9579024e-10,,17.42376,12.1856575,,17.42376,5659.242,31320,25.66199,18950.620210170746,-0.3877551,3.613821,19.2129,-0.8116544,13.786179,1.1316144,-0.3716289,-0.124657094,-4.011776,,36.390404,17.253077
1567,0.7214223,4.9515764e-10,,17.42376,0.42599177,22.277721,17.42376,5659.338,31340,26.863491,18963.434601783752,-1.0,3.6115751,19.2129,-0.81113213,13.7884245,1.0142095,-0.65209436,-0.11840805,-4.012414,,36.341164,17.305286
1568,0.01831564,4.945262e-10,,17.42376,21.27755,,17.42376,5659.3633,31360,33.815132,18975.32104063034,-0.63265306,3.6092882,19.2129,-0.8109518,13.790711,0.98020935,-0.6383839,-0.5399389,-3.9989355,,36.353363,17.374903
1569,0.027547687,4.938961e-10,,17.42376,21.871862,,17.42376,5659.3613,31380,22.033932,18987.477344751358,-0.63265306,3.606986,19.2129,-0.81072915,13.793014,0.93301886,-0.59256333,-0.43394208,-3.999573,,36.354584,17.403116
1570,0.027547687,4.932671e-10,,17.42376,1.386155e-16,,17.42376,5659.367,31400,16.429007,18999.62286567688,-0.3469388,3.6046925,19.2129,-0.81061685,13.795307,1.0988867,-0.36200875,-0.5628326,-4.0002103,,36.32646,17.39371
1571,0.027547687,4.926393e-10,,17.42376,9.6573e-10,,17.42376,5659.496,31420,20.471325,19012.293033361435,-0.5510204,3.602481,19.2129,-0.8101088,13.797519,1.0006471,-0.54514796,-0.10735445,-4.000847,,36.325375,17.270273
1572,0.041433174,4.9201276e-10,,17.42376,13.139758,,17.42376,5659.533,31440,13.76333,19024.785585403442,-0.5510204,3.600212,19.2129,-0.8098003,13.7997875,0.99228984,-0.5847528,-0.3209516,-4.001483,,36.338837,17.362087
1573,0.027547687,4.913874e-10,,17.42376,1.9461187e-10,,17.42376,5659.535,31460,17.167156,19037.28768515587,-0.3877551,3.5979242,19.2129,-0.809633,13.802075,1.082811,-0.42293993,-0.5365744,-4.002119,,36.314903,17.399834
1574,1.0,4.907632e-10,,17.42376,0.5571383,4.0248094,17.42376,5659.6367,31480,29.793663,19049.638047218323,0.26530612,3.5957031,19.2129,-0.80943155,13.8042965,1.0036533,-0.3213395,-0.5708381,-4.0027547,,36.292927,17.299221
1575,0.027547687,4.901402e-10,,17.42376,,,17.42376,5659.7812,31500,19.953701,19062.781354665756,-0.8367347,3.5935116,19.2129,-0.8091222,13.806488,1.0232005,-0.8587916,-0.3242427,-4.000836,,36.266117,17.254562
1576,0.062317666,4.895184e-10,,17.42376,1.5188758e-06,,17.42376,5659.879,31520,8.745148,19074.47324705124,-0.5102041,3.5912943,19.2129,-0.8088447,13.808705,0.9993723,-0.5473224,-0.39073303,-4.0014706,,36.26317,17.30315
1577,0.01831564,4.8889776e-10,,17.42376,29.15255,,17.42376,5659.883,31540,30.001747,19086.619787693024,-0.5510204,3.5890188,19.2129,-0.80853105,13.810981,1.0480111,-0.57100385,-0.3118633,-4.002105,,36.33452,17.395811
1578,0.079610266,4.882785e-10,,17.42376,7.5430064,2.478282e-31,17.42376,5659.8965,31560,8.7030735,19098.94367647171,-0.59183675,3.586753,19.2129,-0.8082737,13.813247,0.9708088,-0.64927226,-0.44318694,-4.002739,,36.29049,17.38625
