MaxIWNorm,StdIW,TimeElapsed,MeanIW,LQGsigma,EpRewMean,InitialBound,StdIWNorm,EmpiricalD2,ReturnStepMaxmin,J_sample_variance,Bound,MinIWNorm,InitialReturnMax,ESSClassic,ESSRenyi,ReturnStepMax,EpLenMean,MeanIWNorm,EpisodesSoFar,InitialReturnMean,EpThisIter,Iteration,ReturnMeanIW,TimestepsSoFar,MinIW,MeanEntropy,InitialReturnStd,LQGmu,InitialReturnMin,MaxIW
0.060798805,1.2237743,75.09488797187805,0.8434157,[[0.093]],-8.689555431946042,-8.890073,0.008158496,9.930401,19.855392,246.49544,-6.556471,2.108105e-05,-0.21406937,48.304108,15.10513,19.855392,20.0,0.005622771,10050,-8.689556,150,67,-5.9245925,201000,0.0031621575,-0.9569682,6.852603,[[-0.923]],-24.43506,9.119821
0.013941033,0.25716543,76.42795443534851,0.96862376,[[0.093]],-8.164754190961363,-8.3652935,0.0017144362,1.0841228,20.855448,54.985626,-7.9363394,0.002775476,-0.23160923,140.12302,138.36072,20.855448,20.0,0.0064574913,10200,-8.164754,150,68,-7.7275357,204000,0.4163214,-0.92077863,7.2186384,[[-0.979]],-24.437777,2.0911548
0.01315798,0.2116054,77.95517897605896,0.98998415,[[0.096]],-9.47857491385544,-9.684021,0.0014107027,1.0396886,21.000113,66.70912,-9.596224,0.0031372337,-0.38507554,143.4463,144.27397,21.000113,20.0,0.006599894,10350,-9.478574,150,69,-9.386741,207000,0.47058505,-0.920665,7.2624702,[[-0.97]],-25.035748,1.973697
0.024078239,0.70667404,78.77498269081116,0.5350795,[[0.096]],-9.067426908124563,-9.265494,0.0047111604,64.69882,21.135622,66.25699,-5.5766764,6.03582e-07,-0.32325095,54.66031,2.3184347,21.135622,20.0,0.0035671964,10500,-9.067427,150,70,-3.9835184,210000,9.05373e-05,-0.91650414,7.2769823,[[-0.959]],-24.13648,3.6117358
0.013481318,0.20052008,79.89084243774414,1.0001402,[[0.097]],-10.549392232537285,-10.748715,0.0013368006,1.0380629,21.330431,61.8726,-10.701533,0.0039454666,-0.3777827,144.20341,144.49991,21.330431,20.0,0.006667602,10650,-10.549392,150,71,-10.498452,213000,0.59181994,-0.9175918,7.3364286,[[-1.076]],-24.289583,2.0221977
0.045307994,0.667659,80.78607654571533,0.9600417,[[0.097]],-9.667559949984964,-9.872614,0.0044510597,1.3828421,21.539661,124.88599,-9.022365,0.0010861638,-0.23420577,101.10218,108.47226,21.539661,20.0,0.006400278,10800,-9.66756,150,72,-8.781233,216000,0.16292456,-0.90827507,7.3494983,[[-1.065]],-24.987968,6.796199
0.044108286,1.1389438,82.08961224555969,0.61183685,[[0.098]],-9.607087962215234,-9.807181,0.007592959,37.679363,20.95348,243.03603,-5.839823,3.988239e-07,-0.2625363,33.59282,3.980959,20.95348,20.0,0.0040789125,10950,-9.607088,150,73,-4.6115828,219000,5.9823582e-05,-0.93334067,7.4784126,[[-1.045]],-24.383427,6.616243
0.02343456,0.4703531,83.28222322463989,0.9817315,[[0.095]],-10.291722979177663,-10.498249,0.0031356872,1.2082415,21.822294,127.447525,-10.085711,0.00049889996,-0.30760434,121.99662,124.14737,21.822294,20.0,0.006544877,11100,-10.291723,150,74,-9.858697,222000,0.07483499,-0.9580084,7.4083543,[[-1.185]],-25.167398,3.515184
0.10330914,1.366125,84.13658332824707,0.55129945,[[0.093]],-9.591211803665203,-9.800942,0.0091075,27.999092,21.625612,440.31836,-5.4308205,4.5550723e-06,-0.33086908,21.00685,5.3573165,21.625612,20.0,0.0036753297,11250,-9.591211,150,75,-4.3210535,225000,0.00068326085,-0.9684646,7.446725,[[-1.159]],-25.557781,15.49637
0.006666667,,85.58234119415283,1.0,[[0.092]],-8.756650708313215,-8.9604435,4.656613e-10,1.0,20.78029,53.03554,-8.9604435,0.006666667,-0.32550424,150.0,150.0,20.78029,20.0,0.0066666673,11400,-8.75665,150,76,-8.756651,228000,1.0,-0.9684646,7.258235,[[-1.059]],-24.834326,1.0
0.0066677015,6.272382e-05,86.42737030982971,0.99999714,[[0.092]],-8.565145788938382,-8.761688,4.1816534e-07,1.0,20.878237,51.621784,-8.761667,0.006665385,-0.265044,150.0,150.0,20.878237,20.0,0.006666648,11550,-8.5651455,150,77,-8.565125,231000,0.9998077,-0.9684554,7.1608624,[[-1.059]],-23.950682,1.0001552
0.055198424,1.0748199,87.24031972885132,0.6828872,[[0.092]],-8.862366747585105,-9.061559,0.0071654664,35.249054,21.434998,54.33837,-4.5611897,2.9893486e-06,-0.20115924,43.137276,4.2554336,21.434998,20.0,0.0045525813,11700,-8.862368,150,78,-3.378561,234000,0.00044840228,-0.96682733,7.272431,[[-1.059]],-24.273811,8.279763
0.056071892,1.1021698,88.2195303440094,0.8036227,[[0.092]],-8.301603009846565,-8.49753,0.007347799,17.753124,19.913544,118.1541,-5.890023,8.8789675e-06,-0.27377576,52.064953,8.449217,19.913544,20.0,0.005357485,11850,-8.301603,150,79,-5.0644946,237000,0.0013318451,-0.9666967,6.605254,[[-0.967]],-23.875803,8.410784
0.0795291,1.2200854,89.55253744125366,0.6706347,[[0.092]],-8.140543608784228,-8.338461,0.008133903,27.520319,19.355165,35.294586,-4.1178403,4.1480856e-05,-0.2767919,34.80398,5.450518,19.355165,20.0,0.0044708974,12000,-8.140544,150,80,-3.07957,240000,0.0062221284,-0.96469367,6.9138436,[[-0.923]],-24.11831,11.929364
0.044082735,1.0864849,90.57427501678467,0.7297401,[[0.092]],-7.853983854042714,-8.039396,0.0072432323,33.541645,17.398855,67.02012,-4.9727106,5.369104e-06,-0.34555057,46.63134,4.4720526,17.398855,20.0,0.004864934,12150,-7.8539834,150,81,-3.8988955,243000,0.0008053656,-0.96755177,6.605359,[[-0.84]],-22.594389,6.61241
0.13376541,1.8478462,91.45444226264954,0.7674795,[[0.092]],-8.548847354852803,-8.74671,0.012318974,23.84486,18.422438,207.69774,-5.7944136,1.8143139e-05,-0.19040677,22.068783,6.2906637,18.422438,20.0,0.0051165298,12300,-8.548847,150,82,-4.8282323,246000,0.0027214708,-0.96810853,6.9344063,[[-0.756]],-24.111511,20.064812
0.10687485,1.3910922,92.44099235534668,0.6881894,[[0.092]],-8.85820872435314,-9.058457,0.009273948,18.060347,17.472355,257.91238,-5.377799,2.1359083e-06,-0.2625208,29.492857,8.305489,17.472355,20.0,0.0045879297,12450,-8.858209,150,83,-4.5267982,249000,0.00032038623,-0.96288854,7.445739,[[-0.681]],-24.402264,16.031227
0.04404254,0.82904446,93.87244367599487,0.7446695,[[0.092]],-8.670111415124648,-8.862709,0.0055269636,14.53342,17.60068,148.84328,-5.723303,2.262042e-05,-0.26746476,66.98078,10.321039,17.60068,20.0,0.0049644634,12600,-8.67011,150,84,-4.989067,252000,0.0033930629,-0.9744846,6.863271,[[-0.742]],-23.470087,6.6063805
0.076748416,1.1967213,95.15203785896301,0.7432635,[[0.091]],-7.979111252967753,-8.177303,0.007978142,26.302069,16.93858,139.26651,-5.309621,1.3934773e-05,-0.19848794,41.75492,5.7029734,16.93858,20.0,0.0049550906,12750,-7.9791107,150,85,-4.293181,255000,0.002090216,-0.9771929,6.6905427,[[-0.804]],-24.151821,11.512262
0.09496805,1.707482,96.53950715065002,0.89997345,[[0.091]],-9.053663320590838,-9.261385,0.011383215,43.486523,17.060041,129.38055,-6.530404,5.105552e-07,-0.14811811,32.61161,3.4493446,17.060041,20.0,0.005999824,12900,-9.053664,150,86,-5.160597,258000,7.6583274e-05,-0.9892294,7.681271,[[-0.721]],-25.313097,14.245207
0.015356817,0.22591317,97.90919899940491,0.9969341,[[0.09]],-8.637555829936494,-8.839873,0.0015060878,1.0406933,17.41261,58.799786,-8.712306,0.0034222142,-0.3433911,142.67355,144.13469,17.41261,20.0,0.006646228,13050,-8.637555,150,87,-8.505913,261000,0.5133321,-0.98898065,7.3056154,[[-0.789]],-24.654522,2.3035226
0.11683416,1.8529732,98.75641345977783,0.9528082,[[0.09]],-7.434405931871988,-7.6371875,0.012353156,24.495886,17.81543,176.47545,-6.6616745,1.431273e-05,-0.2746755,31.367294,6.1234775,17.81543,20.0,0.006352055,13200,-7.434406,150,88,-5.658044,264000,0.0021469095,-0.9885154,6.681689,[[-0.798]],-24.711014,17.525124
0.04411315,1.042472,100.14540529251099,0.6712234,[[0.09]],-8.315146691644749,-8.522091,0.0069498136,38.000027,17.154213,141.06924,-5.7997656,3.0850629e-06,-0.2835872,43.961246,3.9473658,17.154213,20.0,0.004474823,13350,-8.315146,150,89,-4.524074,267000,0.00046275943,-0.9972203,7.0911407,[[-0.711]],-25.218365,6.6169724
0.042229775,0.8574649,101.26379442214966,0.64317584,[[0.089]],-7.705658149308774,-7.9130454,0.005716433,32.867043,17.036152,54.70386,-4.7439585,3.406416e-06,-0.23990262,54.0083,4.5638423,17.036152,20.0,0.0042878385,13500,-7.7056584,150,90,-3.5550137,270000,0.0005109624,-0.99969685,6.6922255,[[-0.637]],-25.27229,6.334466
0.006666667,,102.17123031616211,1.0,[[0.089]],-8.701041354742983,-8.92667,4.656613e-10,1.0,16.39632,61.020725,-8.92667,0.006666667,-0.26051536,150.0,150.0,16.39632,20.0,0.0066666673,13650,-8.701041,150,91,-8.701042,273000,1.0,-0.99969685,7.7854943,[[-0.568]],-27.495092,1.0
0.045986287,0.97125155,102.94983625411987,0.7871185,[[0.089]],-8.598138354651168,-8.814101,0.0064750104,33.070614,16.416996,116.28667,-5.930176,8.356221e-06,-0.24188308,59.462673,4.535749,16.416996,20.0,0.0052474565,13800,-8.598138,150,92,-4.6882424,276000,0.0012534331,-0.999532,7.8693285,[[-0.568]],-26.317247,6.897943
0.05688704,1.1407073,103.90835618972778,0.5172229,[[0.089]],-8.221189440614348,-8.453237,0.0076047154,34.072243,15.806767,168.51636,-4.1438117,7.674061e-07,-0.23644088,25.579842,4.4024105,15.806767,20.0,0.003448153,13950,-8.221189,150,93,-2.7893198,279000,0.00011511092,-1.0755291,7.9933105,[[-0.506]],-28.27739,8.533056
0.03809964,0.9625224,105.00015163421631,0.75300074,[[0.083]],-9.87910018770475,-10.115719,0.0064168163,41.45796,15.706423,147.53033,-7.20745,8.0742166e-07,-0.2781982,56.949333,3.6181233,15.706423,20.0,0.0050200047,14100,-9.879101,150,94,-5.6839166,282000,0.00012111325,-1.084013,8.387446,[[-0.419]],-28.834423,5.714946
0.06875558,1.0506651,106.1334867477417,0.82585126,[[0.082]],-10.429130605103538,-10.658032,0.007004435,10.021726,15.7584095,322.11615,-8.447212,6.445073e-05,-0.25081292,57.283707,14.967483,15.7584095,20.0,0.005505676,14250,-10.429131,150,95,-7.72258,285000,0.00966761,-1.048361,8.532214,[[-0.473]],-27.893946,10.313337
0.027476579,0.7510479,107.48921179771423,0.5979328,[[0.085]],-10.104559218394623,-10.327823,0.005006986,41.112583,16.09807,77.23748,-5.533163,4.1011217e-06,-0.24318656,58.190907,3.648518,16.09807,20.0,0.003986219,14400,-10.104559,150,96,-4.101617,288000,0.00061516825,-1.051969,8.084465,[[-0.496]],-27.207031,4.1214867
0.07363492,1.2068791,108.44713473320007,0.770253,[[0.085]],-9.628362091004934,-9.858647,0.008045861,37.62901,15.669325,327.8761,-7.3605685,1.1788841e-05,-0.16621253,43.414684,3.9862862,15.669325,20.0,0.0051350202,14550,-9.628362,150,97,-5.947945,291000,0.0017683262,-1.0464759,8.722466,[[-0.437]],-28.062626,11.0452385
0.012723002,0.29097039,109.37424325942993,0.9544043,[[0.085]],-8.622695142988281,-8.865889,0.0019398027,1.089566,15.527361,60.25011,-7.9575377,0.0023852848,-0.25309408,137.24368,137.6695,15.527361,20.0,0.006362695,14700,-8.622695,150,98,-7.7036877,294000,0.3577927,-1.0742115,8.4778805,[[-0.382]],-29.635586,1.9084502
0.06870357,1.4746763,110.93735957145691,0.9375789,[[0.083]],-10.4619551323998,-10.704967,0.009831175,21.941196,15.722663,455.4938,-9.019941,5.221854e-06,-0.22374748,43.179447,6.836455,15.722663,20.0,0.0062505268,14850,-10.461955,150,99,-7.881647,297000,0.000783278,-1.0743805,8.810829,[[-0.37]],-29.613358,10.305535
