MaxIWNorm,ReturnStepMaxmin,ESSClassic,EpisodesSoFar,EpThisIter,MeanEntropy,InitialBound,J_sample_variance,InitialReturnMean,InitialReturnStd,InitialReturnMax,MeanIW,StdIW,EpRewMean,TimestepsSoFar,TimeElapsed,MinIWNorm,ReturnMeanIW,ESSRenyi,StdIWNorm,EpLenMean,MinIW,MeanIWNorm,ReturnStepMax,Iteration,MaxIW,Bound,InitialReturnMin,EmpiricalD2
0.05517951,27.041744,48.517124,100,100,1.4122,-1276.847,1336632.8,-1261.3829,99.110504,-1056.0024,0.9639217,0.992946,-1261.383072208346,50000,8.99058222770691,0.00085243164,-1165.646,50.532043,0.00992946,500.0,0.085243165,0.0096392175,27.041744,1,5.517951,-1187.4,-1538.656,1.9789424
