MeanIWNorm,MinIWNorm,MinIW,LQGsigma,InitialReturnMax,J_sample_variance,ReturnStepMaxmin,MeanIW,EpThisIter,InitialBound,ESSRenyi,EmpiricalD2,InitialReturnStd,MeanEntropy,ESSClassic,TimestepsSoFar,ReturnStepMax,EpRewMean,InitialReturnMin,Iteration,EpLenMean,MaxIW,MaxIWNorm,LQGmu,StdIW,StdIWNorm,EpisodesSoFar,ReturnMeanIW,InitialReturnMean,Bound,TimeElapsed
0.021384602,0.00014943251,0.014943251,[[0.511]],18.90922,71195.05,0.9999415,2.1384602,100,18.26128,1.3671736,73.1436,0.27480653,0.7879333,1.8855125,22000,0.9999415,18.451326088665343,17.211246,11,20.0,155.3308,1.5533079,[[-0.318]],15.425991,0.15425989,1100,37.405342,18.451326,35.780003,8.89702844619751
0.012285544,0.00055155106,0.05515511,[[0.532]],18.865429,1276.387,0.999982,1.2285544,100,17.61408,23.091192,4.3306556,0.6629098,0.78325945,23.882076,24000,0.999982,17.803684962459318,15.811775,12,20.0,15.382744,0.15382743,[[-0.128]],2.193319,0.02193319,1200,20.8085,17.803686,20.413929,9.682151317596436
0.018900009,2.1393316e-11,2.1393316e-09,[[0.53]],18.62728,37144.47,0.99996483,1.8900008,100,16.750893,0.44170395,226.39598,1.0089229,0.48791462,3.254055,26000,0.99996483,16.938103817332347,14.013128,13,20.0,98.845245,0.98845243,[[-0.031]],10.305426,0.10305424,1300,34.861702,16.938105,32.044838,10.348318576812744
0.010282713,0.00094838697,0.0948387,[[0.394]],18.872154,189.91873,0.99996495,1.0282714,100,18.106508,55.515244,1.8013071,0.31215513,0.48913577,66.5864,28000,0.99996495,18.29618328892308,17.36307,14,20.0,3.2614806,0.032614805,[[-0.143]],0.7284113,0.0072841123,1400,18.99719,18.296185,18.742626,11.361448049545288
0.011524686,2.477815e-05,0.0024778151,[[0.395]],18.979649,1538.485,0.99999744,1.1524687,100,18.303656,5.3329024,18.751514,0.2746429,0.5207158,23.593258,30000,0.99999744,18.494409161876973,17.727734,15,20.0,13.645886,0.13645886,[[-0.195]],2.0739634,0.020739634,1500,21.604498,18.49441,20.77848,11.911133766174316
0.022614209,9.319179e-10,9.319179e-08,[[0.407]],19.011585,30764.531,0.9999967,2.261421,100,18.560911,0.09440086,1059.3124,0.17253855,0.49932873,5.6827416,32000,0.9999967,18.75198651336966,18.125818,16,20.0,82.268196,0.82268196,[[-0.314]],9.212935,0.092129365,1600,42.817196,18.751986,36.59831,12.672785520553589
0.013793723,0.00088831043,0.088831045,[[0.399]],19.112614,3735.2683,0.9999997,1.3793722,100,18.700974,13.342622,7.4947786,0.101177335,0.67113197,15.103754,34000,0.9999997,18.893061752694788,18.58714,17,20.0,26.660133,0.26660132,[[-0.544]],3.2702675,0.03270267,1700,25.865759,18.893063,25.339884,13.514140605926514
0.011336314,1.8208451e-05,0.0018208452,[[0.473]],19.057375,774.177,0.9999936,1.1336313,100,18.618326,35.978954,2.7794025,0.13540837,0.4995266,37.7472,36000,0.9999936,18.80985961611805,18.301586,18,20.0,7.0226426,0.07022642,[[-0.499]],1.4558239,0.01455824,1800,21.465267,18.80986,21.14595,14.316675901412964
0.06749762,1.5183444e-19,1.5183444e-17,[[0.399]],19.110569,1117656.2,0.9999965,6.7497616,100,18.7347,0.05483073,1823.7948,0.09644744,-0.12946941,1.472476,38000,0.9999965,18.926769099269286,18.626026,19,20.0,542.14484,5.421448,[[-0.541]],55.21323,0.55213225,1900,128.64447,18.92677,120.44202,15.165492296218872
0.011240449,0.00093730714,0.09373072,[[0.213]],19.16463,305.50204,0.99999136,1.1240449,100,18.889784,47.385307,2.1103587,0.0361147,-0.12871122,60.346462,40000,0.99999136,19.08239735091086,18.994005,20,20.0,3.6484127,0.036484126,[[-0.586]],0.9111688,0.009111687,2000,21.454601,19.082397,21.174793,15.98831582069397
0.010976562,0.00046801745,0.046801746,[[0.213]],19.152304,366.46887,0.9999956,1.0976564,100,18.8929,36.806313,2.7169251,0.03524745,-0.10535567,54.760105,42000,0.9999956,19.085388111877855,18.991507,21,20.0,5.3140516,0.053140514,[[-0.664]],0.9976889,0.009976888,2100,20.952852,19.085388,20.635572,16.81323742866516
0.0129120005,0.0007293191,0.072931916,[[0.218]],19.1931,2133.7856,0.99999964,1.2912002,100,18.888493,6.5615897,15.24021,0.0436792,0.06994716,22.223299,44000,0.99999964,19.08139274422044,18.951208,22,20.0,15.652757,0.15652756,[[-0.748]],2.4155388,0.02415539,2200,24.588865,19.081392,23.835817,17.67717957496643
0.2289885,3.210718e-09,3.210718e-07,[[0.26]],19.185013,18388134.0,0.9999991,22.89885,100,18.865759,0.00035395814,282519.28,0.053645153,0.0451511,1.0345733,46000,0.9999991,19.058575751502694,18.895355,23,20.0,2251.2334,22.512333,[[-0.686]],223.96225,2.239622,2300,436.251,19.058575,333.76407,18.493938446044922
0.011454929,0.00038076183,0.038076185,[[0.253]],19.138481,1100.2097,0.9999993,1.1454929,100,18.852102,23.70105,4.2192225,0.048662245,0.031845123,30.202473,48000,0.9999993,19.044449944421995,18.906942,24,20.0,10.247258,0.10247258,[[-0.996]],1.7413706,0.017413706,2400,21.774311,19.04445,21.379211,19.42965865135193
0.024563791,8.7547215e-07,8.754722e-05,[[0.25]],19.094046,65421.523,0.9999986,2.4563797,100,18.818401,0.19510445,512.54596,0.05582888,0.026031643,3.2710721,50000,0.9999986,19.01030419194983,18.837427,25,20.0,108.56249,1.0856249,[[-1.141]],13.357607,0.13357607,2500,46.787525,19.010303,42.442955,20.302918195724487
0.0128846755,4.040704e-05,0.004040704,[[0.248]],19.132416,2273.2527,0.99999964,1.2884674,100,18.856167,8.986114,11.128282,0.04230782,0.03420151,21.116648,52000,0.99999964,19.048454890985212,18.91792,26,20.0,14.152474,0.14152475,[[-0.893]],2.4903114,0.024903113,2600,24.550646,19.048454,23.909191,21.192694664001465
0.010822054,0.0016555719,0.16555719,[[0.25]],19.152958,270.22812,0.999998,1.0822054,100,18.859272,47.956844,2.0852082,0.046638492,0.06920236,61.279026,54000,0.999998,19.051768218035168,18.889305,27,20.0,4.7665753,0.047665752,[[-0.926]],0.86025447,0.008602544,2700,20.605358,19.051767,20.32739,21.97425603866577
0.04076893,0.00026973838,0.026973838,[[0.259]],19.14385,205872.67,0.99999726,4.076894,100,18.848484,0.63584787,157.27032,0.04801242,0.2871468,2.8462,56000,0.99999726,19.04088875550718,18.888311,28,20.0,224.44923,2.2444923,[[-0.97]],23.819166,0.23819168,2800,77.33457,19.040888,74.92169,22.90189790725708
0.025844805,3.9262872e-07,3.926287e-05,[[0.322]],19.117125,27314.67,0.99999696,2.5844805,100,18.80133,0.41067126,243.50377,0.06039646,0.2500658,8.122793,58000,0.99999696,18.99346539157317,18.800194,29,20.0,67.76151,0.6776151,[[-0.861]],8.692095,0.08692095,2900,48.907375,18.993465,45.909195,23.880393028259277
0.017589998,0.00040780808,0.04078081,[[0.311]],19.082815,11264.012,0.9999995,1.7590001,100,18.728422,0.9432959,106.01128,0.0907429,0.48215526,8.843544,60000,0.9999995,18.92021470344365,18.626858,30,20.0,35.996353,0.35996354,[[-1.144]],5.6473722,0.056473717,3000,33.012005,18.920214,31.037306,24.711979150772095
0.0129077695,6.989758e-06,0.0006989758,[[0.392]],19.055809,2245.9106,0.9999921,1.290777,100,18.614243,10.979724,9.1076975,0.12694918,0.43693718,20.847597,62000,0.9999921,18.805762676336666,18.458902,31,20.0,16.714476,0.16714475,[[-1.152]],2.5151,0.025151,3100,24.239199,18.805763,23.661217,25.586392879486084
0.0113869095,0.0014374999,0.14375,[[0.375]],18.954998,620.962,0.9999937,1.138691,100,18.542025,24.928133,4.011532,0.15300557,0.5888161,41.64957,64000,0.9999937,18.732529421703653,18.302729,32,20.0,8.439273,0.08439273,[[-1.265]],1.3477912,0.013477912,3200,21.170103,18.73253,20.788544,26.42369508743286
0.010391398,0.0005298676,0.052986763,[[0.436]],18.97667,253.70084,0.99999964,1.03914,100,18.430225,60.621895,1.649569,0.1914675,0.49809447,60.73807,66000,0.99999964,18.620947829829873,18.12705,33,20.0,3.6101336,0.036101338,[[-1.286]],0.8354672,0.008354672,3300,19.491644,18.620947,19.246689,27.380674600601196
0.013129625,0.00019328618,0.019328618,[[0.398]],19.085152,4259.8926,0.9999894,1.3129623,100,18.5427,5.268723,18.97993,0.15540953,0.54387856,12.069212,68000,0.9999894,18.73451203915213,18.234804,34,20.0,30.413446,0.30413446,[[-1.207]],3.543915,0.03543915,3400,24.316168,18.734512,23.480516,28.741048574447632
0.07691636,8.442965e-05,0.008442965,[[0.417]],18.91777,1554067.4,0.99999285,7.691635,100,18.356482,0.011075981,9028.546,0.22550416,0.6791581,1.1510655,70000,0.99999285,18.546612969408493,17.401962,35,20.0,716.54663,7.1654663,[[-1.407]],71.27786,0.7127787,3500,134.29362,18.546614,116.22765,29.610431671142578
0.0103802625,0.0017670685,0.17670685,[[0.477]],18.726387,102.85083,0.99999124,1.0380263,100,17.51964,68.675674,1.4561197,0.5942728,0.67579544,78.38597,72000,0.99999124,17.70784687508907,15.930352,36,20.0,2.6848757,0.026848756,[[-1.795]],0.54507613,0.005450761,3600,18.61396,17.707848,18.38685,30.81854510307312
0.102105916,6.1304444e-16,6.130444e-14,[[0.476]],18.938723,2163546.0,0.9999865,10.210591,100,17.797047,0.06067329,1648.1718,0.5638175,0.06907463,1.4791446,74000,0.9999865,17.987387367183604,16.362736,37,20.0,821.33795,8.213379,[[-1.704]],83.3316,0.83331585,3700,181.1212,17.987389,173.39378,31.681636810302734
0.012985901,1.4004381e-06,0.00014004382,[[0.259]],18.900509,1814.449,0.99999696,1.2985901,100,17.862974,1.2003739,83.30738,0.56869584,0.0913938,24.671942,76000,0.99999696,18.052930899227363,16.170885,38,20.0,12.292436,0.12292435,[[-1.873]],2.2690744,0.022690745,3800,24.116552,18.05293,22.382757,32.8983952999115
0.010721431,0.001336521,0.1336521,[[0.265]],18.982895,319.846,0.99999714,1.0721431,100,18.393063,51.83682,1.9291307,0.24632543,0.08057218,54.362915,78000,0.99999714,18.583846016494945,17.69337,39,20.0,5.488045,0.05488045,[[-1.705]],0.9823366,0.009823366,3900,19.769913,18.583847,19.504925,34.12104344367981
0.010491368,0.0031353878,0.3135388,[[0.262]],18.861126,52.75073,0.99999964,1.0491369,100,18.192364,84.24271,1.1870464,0.33476806,0.03890077,87.35728,80000,0.99999964,18.381926687230326,17.293934,40,20.0,2.3436966,0.023436965,[[-1.789]],0.39911923,0.003991192,4000,19.248478,18.381926,19.041948,35.057443380355835
0.021223605,1.7957543e-06,0.00017957544,[[0.252]],18.910507,87887.72,0.9999959,2.1223605,100,18.184715,1.1728109,85.265236,0.37163866,-0.063797966,1.4516041,82000,0.9999959,18.374773421788895,16.869349,41,20.0,176.02124,1.7602124,[[-1.811]],17.487183,0.17487183,4100,36.355583,18.374773,34.600605,36.15718150138855
0.013803806,7.9636346e-11,7.963635e-09,[[0.227]],18.91925,6787.3965,0.9999947,1.3803807,100,17.284943,0.45515195,219.70685,0.80638164,-0.27143115,9.136353,84000,0.9999947,17.47508654438724,15.205913,42,20.0,29.499313,0.29499313,[[-1.997]],4.353189,0.043531895,4200,25.6871,17.475088,22.868664,37.087740898132324
0.016859561,0.00011836664,0.011836664,[[0.184]],18.957985,4425.617,0.99999976,1.6859561,100,18.343687,3.7717314,26.513023,0.33567372,-0.18348591,18.197268,86000,0.99999976,18.534222239595486,17.242638,43,20.0,20.611666,0.20611665,[[-1.841]],3.5745966,0.035745967,4300,31.398035,18.534222,30.416956,38.000718116760254
0.012143858,0.00012755532,0.012755533,[[0.201]],18.95359,1024.2765,1.0,1.2143856,100,18.440926,27.31652,3.6607883,0.24131072,-0.18351108,33.635605,88000,1.0,18.631415563611377,17.778954,44,20.0,10.821112,0.108211115,[[-1.765]],1.7057859,0.017057858,4400,22.634457,18.631416,22.269987,38.9971661567688
0.010850118,0.0016449743,0.16449744,[[0.201]],18.950829,105.448715,0.9999988,1.0850117,100,18.445412,69.49704,1.4389102,0.22691597,-0.2278939,80.26224,90000,0.9999988,18.635874311963985,17.929077,45,20.0,2.485601,0.024856009,[[-1.808]],0.53805625,0.0053805625,4500,20.316463,18.635876,20.087994,39.946818828582764
0.011903057,0.00040507733,0.040507734,[[0.193]],18.95628,374.2103,0.99999946,1.1903056,100,18.533022,57.475548,1.7398703,0.1759421,-0.32458568,56.832237,92000,0.99999946,18.72353963573018,17.88805,46,20.0,4.985145,0.04985145,[[-1.746]],1.0373873,0.010373873,4600,22.235691,18.72354,21.98439,40.81805729866028
0.010631396,2.2679735e-05,0.0022679735,[[0.175]],18.947252,698.6911,0.9999995,1.0631397,100,18.483442,18.167034,5.5044756,0.22174709,-0.37049654,36.769108,94000,0.9999995,18.67387020655164,18.05126,47,20.0,8.578756,0.085787565,[[-1.801]],1.3941627,0.013941626,4700,19.99224,18.67387,19.545467,41.609782218933105
0.052984998,1.0270306e-05,0.0010270306,[[0.167]],18.974558,812244.2,0.9999967,5.2984996,100,18.632662,0.14935167,669.5606,0.10451312,-0.3612263,1.1507087,96000,0.9999967,18.82336258251972,18.260414,48,20.0,493.8717,4.938717,[[-1.691]],49.10854,0.49108535,4800,96.944275,18.823362,92.009705,42.55676317214966
0.013200671,1.5338712e-05,0.0015338713,[[0.169]],18.92789,7591.0493,0.9999998,1.3200673,100,18.301083,7.7383785,12.922604,0.39452812,-0.47585094,7.044364,98000,0.9999998,18.49131581375967,17.259,49,20.0,46.071465,0.46071464,[[-1.883]],4.795269,0.047952693,4900,24.172915,18.491314,23.489067,43.446961879730225
0.012506141,9.6901225e-05,0.009690123,[[0.15]],18.939602,781.5705,0.9999984,1.250614,100,17.973602,21.758818,4.595838,0.75934994,-0.4970761,41.553802,100000,0.9999984,18.163951298433254,15.696005,50,20.0,6.844128,0.06844128,[[-1.968]],1.4831874,0.014831873,5000,23.24921,18.163952,22.841139,44.31407713890076
0.020476718,2.6972191e-05,0.0026972191,[[0.147]],18.953444,62212.945,0.99999845,2.047672,100,18.362995,1.1656212,85.79117,0.37619832,-0.5078808,1.9063232,102000,0.99999845,18.55348317648987,16.89354,51,20.0,147.80678,1.4780678,[[-1.913]],14.688676,0.14688674,5100,35.484325,18.553482,33.719948,45.406686782836914
0.010520189,0.0055130483,0.5513048,[[0.146]],18.934107,26.050224,0.99999976,1.0520189,100,17.706448,92.15573,1.0851197,0.86491907,-0.5147155,91.94033,104000,0.99999976,17.89674353897721,15.813571,52,20.0,2.1350732,0.021350732,[[-2.011]],0.31147915,0.0031147918,5200,18.703506,17.896744,18.505278,46.573939085006714
0.013952272,1.9150027e-06,0.00019150028,[[0.145]],18.9218,3410.4038,0.9999966,1.3952272,100,17.457764,0.7099126,140.86241,1.0604868,-0.5192637,16.791885,106000,0.9999966,17.64793603416963,15.018495,53,20.0,22.418016,0.22418016,[[-2.025]],3.105833,0.031058328,5300,25.872099,17.647936,23.615042,47.90353202819824
0.01245586,0.00020024093,0.020024093,[[0.144]],18.927711,1509.1823,0.99999917,1.245586,100,18.10571,13.322183,7.5062776,0.59623724,-0.479372,26.159609,108000,0.99999917,18.29593932753281,16.60101,54,20.0,17.746355,0.17746355,[[-1.946]],2.0926912,0.020926911,5400,23.15559,18.29594,22.634403,48.82065272331238
0.011147146,0.00068844575,0.06884458,[[0.15]],18.964256,197.77943,0.9999996,1.1147146,100,18.494444,67.39103,1.4838771,0.2519689,-0.5867071,69.18874,110000,0.9999996,18.685041009074364,17.814716,55,20.0,3.721242,0.03721242,[[-1.875]],0.7438761,0.0074387607,5500,20.88151,18.68504,20.649334,50.1563503742218
0.011679735,5.034786e-06,0.00050347863,[[0.135]],18.955387,1365.6798,0.99999875,1.1679735,100,18.482079,3.2501671,30.767649,0.28428584,-0.58277357,26.48939,112000,0.99999875,18.67258548882069,17.368612,56,20.0,17.538893,0.17538892,[[-1.872]],1.9456829,0.01945683,5600,22.000877,18.672585,20.94415,51.09287738800049
0.088110045,3.247115e-13,3.247115e-11,[[0.135]],18.965067,2699396.8,0.99999946,8.811005,100,18.598406,0.005167068,19353.336,0.11839412,-0.7398528,1.0306588,114000,0.99999946,18.78901025738167,18.443724,57,20.0,867.8574,8.678574,[[-1.765]],86.34124,0.8634125,5700,166.8225,18.78901,140.30609,52.02820873260498
0.011394228,3.243346e-05,0.0032433462,[[0.115]],18.984367,1006.5091,0.99999964,1.1394229,100,18.729557,21.555906,4.6390996,0.036224507,-0.80043393,31.85586,116000,0.99999964,18.920355508309186,18.815855,58,20.0,9.643062,0.096430615,[[-1.589]],1.6664969,0.016664967,5800,21.580214,18.920355,21.169258,53.208163022994995
0.011318889,5.86004e-05,0.00586004,[[0.109]],18.983938,5042.742,0.9999997,1.131889,100,18.753214,6.8637652,14.5692625,0.023214253,-0.8083799,8.450731,118000,0.9999997,18.944011053518544,18.881197,59,20.0,35.467148,0.35467148,[[-1.478]],3.725496,0.03725496,5900,21.452621,18.94401,20.72436,54.46010947227478
0.0104278885,0.0027204168,0.27204168,[[0.108]],18.981739,48.24177,0.9999984,1.042789,100,18.746996,83.584854,1.196389,0.029234273,-0.81356835,89.10443,120000,0.9999984,18.937770438910896,18.846712,60,20.0,2.2237475,0.022237474,[[-1.526]],0.36464635,0.0036464636,6000,19.749176,18.937769,19.540508,55.98994326591492
0.025884101,7.875835e-07,7.875835e-05,[[0.107]],18.982649,162981.7,0.99999934,2.5884104,100,18.748526,0.059249435,1687.7798,0.02850038,-0.81382364,1.4713426,122000,0.99999934,18.939308431268536,18.845398,61,20.0,212.83994,2.1283994,[[-1.505]],21.18154,0.21181542,6100,49.07186,18.939308,41.23401,57.211538553237915
0.015779488,2.6080897e-06,0.00026080897,[[0.107]],18.976078,8120.255,0.9999997,1.5779489,100,18.717337,3.8393748,26.045908,0.04765972,-0.8822785,9.998438,124000,0.9999997,18.908054695419157,18.771084,62,20.0,39.83397,0.3983397,[[-1.646]],4.7342567,0.04734257,6200,29.8571,18.908054,28.883774,58.57821702957153
0.010507297,0.002119842,0.2119842,[[0.1]],18.973364,164.03442,0.99999976,1.0507296,100,18.721048,64.64701,1.5468619,0.045334775,-0.8800615,70.7405,126000,0.99999976,18.911737330210585,18.783379,63,20.0,3.0982747,0.030982746,[[-1.693]],0.67575675,0.006757567,6300,19.857426,18.911737,19.62026,59.75994277000427
0.012687765,8.7009187e-07,8.700919e-05,[[0.1]],18.97926,16961.016,0.9999983,1.2687765,100,18.703655,0.70077664,142.69882,0.06391541,-0.88545203,3.324697,128000,0.9999983,18.89440360703494,18.679823,64,20.0,66.20154,0.6620154,[[-1.733]],6.8417444,0.068417445,6400,24.026186,18.894403,21.747566,60.89492988586426
0.010459475,0.00404566,0.40456602,[[0.1]],18.986607,81.499405,0.9999996,1.0459477,100,18.735277,80.332985,1.2448187,0.036295056,-0.87186754,82.95324,130000,0.9999996,18.926099821335633,18.793919,65,20.0,3.0700083,0.030700082,[[-1.634]],0.4741485,0.0047414848,6500,19.798643,18.9261,19.58574,61.87168478965759
0.013619317,5.004379e-05,0.005004379,[[0.101]],18.980072,3338.5088,0.99999994,1.3619318,100,18.735222,5.4941034,18.201332,0.040273473,-0.88155794,16.694525,132000,0.99999994,18.92597911487723,18.700565,66,20.0,22.139313,0.22139312,[[-1.604]],3.042322,0.030423217,6600,25.739529,18.92598,24.925701,62.79409909248352
0.010335536,0.0011684269,0.1168427,[[0.1]],18.977446,182.56522,0.9999998,1.0335536,100,18.711674,62.333206,1.6042813,0.05985243,-0.88246167,67.96063,134000,0.9999998,18.902404345079134,18.719376,67,20.0,3.6742592,0.03674259,[[-1.698]],0.7096533,0.007096533,6700,19.552309,18.902403,19.31073,63.95010328292847
0.09960492,5.5448123e-08,5.544812e-06,[[0.1]],18.980555,1702261.6,0.99999917,9.960492,100,18.723682,0.0055314642,18078.396,0.047543284,-0.94071954,2.0587554,136000,0.99999917,18.914444476532957,18.711964,68,20.0,665.35895,6.6535892,[[-1.664]],68.700714,0.68700707,6800,188.2106,18.914444,162.56155,65.02524828910828
0.011257535,0.00026136835,0.026136834,[[0.094]],18.980072,794.74695,0.9999994,1.1257535,100,18.64677,19.540487,5.1175795,0.1324706,-0.9412656,36.58243,138000,0.9999994,18.837525979475394,18.09307,69,20.0,8.8642,0.08864199,[[-1.856]],1.4822171,0.014822169,6900,21.2635,18.837526,20.831968,66.44465136528015
0.02132472,2.4692213e-06,0.00024692214,[[0.094]],18.96847,19686.277,0.99999946,2.132472,100,18.685785,4.1635237,24.018116,0.08441381,-1.0731498,7.6757298,140000,0.99999946,18.876427379971414,18.507832,70,20.0,48.98107,0.4898107,[[-1.796]],7.395737,0.07395737,7000,40.240437,18.876427,39.30614,67.41554379463196
0.04759761,3.0709284e-09,3.0709285e-07,[[0.083]],18.987362,460711.03,0.99999946,4.759761,100,18.650946,0.034318823,2913.8528,0.09831837,-1.077335,1.7187712,142000,0.99999946,18.84177529343577,18.42544,71,20.0,359.59375,3.5959375,[[-1.861]],35.992447,0.3599245,7100,89.35516,18.841776,79.05413,68.54443311691284
0.010360638,0.0048917425,0.48917425,[[0.082]],18.966965,58.44349,0.99999994,1.036064,100,18.468203,89.57006,1.1164445,0.31713778,-1.0684344,85.23001,144000,0.99999994,18.658827103365937,17.200108,72,20.0,3.115799,0.031157989,[[-1.943]],0.43130103,0.0043130103,7200,19.24389,18.658827,19.042473,69.7375795841217
0.010065084,0.0026252528,0.2625253,[[0.083]],18.965452,66.60965,0.99999994,1.0065084,100,18.44434,82.70771,1.2090771,0.37923944,-1.0687568,84.23191,146000,0.99999994,18.63495079131265,17.196117,73,20.0,3.36469,0.0336469,[[-1.959]],0.4354804,0.0043548034,7300,18.808958,18.63495,18.599367,70.6599612236023
0.03178686,0.00010832007,0.010832007,[[0.083]],18.97793,161194.06,0.9999991,3.178686,100,18.46191,0.7302554,136.93839,0.3626038,-1.0606987,1.7655741,148000,0.9999991,18.652644968219636,16.849152,74,20.0,238.74628,2.3874626,[[-1.942]],23.71027,0.23710269,7400,54.973423,18.652643,52.741425,71.30091881752014
0.1385546,1.8483211e-06,0.00018483211,[[0.084]],18.981176,3662143.0,0.99999934,13.855461,100,18.077814,0.004515291,22146.967,0.76172596,-1.0617678,1.4402536,150000,0.99999934,18.26858233559597,15.169664,75,20.0,1146.3357,11.463357,[[-2.01]],114.6176,1.146176,7500,231.32333,18.268581,202.93352,72.23109674453735
0.010035822,0.0032621305,0.32621306,[[0.084]],18.959827,37.266235,0.99999785,1.0035824,100,17.194252,86.95541,1.1500148,1.3232732,-1.0617231,90.90958,152000,0.99999785,17.384805019065237,14.339079,76,20.0,1.9944694,0.019944694,[[-2.078]],0.3173511,0.003173511,7600,17.620462,17.384804,17.416115,73.51625561714172
0.010000007,0.0099998005,0.9999801,[[0.084]],18.953802,1.2936763,0.99999994,1.0000007,100,17.414629,100.0,1.0,1.1316833,-1.0617231,100.0,154000,0.99999994,17.605121126825892,14.92508,77,20.0,1.0000191,0.010000191,[[-2.068]],5.1691904e-06,5.1715748e-08,7700,17.605137,17.605122,17.414644,74.36888647079468
0.01037648,0.000766338,0.0766338,[[0.084]],18.96853,79.39998,0.99999875,1.0376481,100,17.400358,69.80017,1.4326612,1.1206875,-1.0617481,81.42088,156000,0.99999875,17.59100144963677,14.659661,78,20.0,2.4793825,0.024793824,[[-2.068]],0.4956721,0.004956721,7800,18.39427,17.591002,18.166084,75.02342367172241
0.0105012385,0.0028015648,0.2801565,[[0.084]],18.9618,61.45929,0.9999999,1.0501239,100,17.571571,81.33105,1.2295427,1.223128,-1.0577699,81.845726,158000,0.9999999,17.762142951944043,14.155306,79,20.0,3.272646,0.03272646,[[-2.053]],0.4945751,0.004945751,7900,18.43007,17.762142,18.218754,76.05611515045166
