ReturnLastEpisode,Iteration,ReturnMin,IWMax,Delta,TimeElapsed,TimestepsSoFar,MountainCar_mu1_higher,Bound,Regret,NumTrainableParams,MountainCar_mu0_higher,IWMin,ReturnStepMax,ReturnMean,ActionIn1,ReturnMax,GridSize,Regret/t,MountainCar_std1_higher,DenMISEMeanLog,MountainCar_std0_higher,IWLastEpisode,IWFirstEpisode,DenMISELogFirst,DenMISELogLast,IWMean,ReturnAbsMax
-53.89452,319,-138.23225,81.83715,2.389627E-08,158.2862482071,159500,3.3333333,529.3154,10793.621,,0.6666667,,705.90155,-32.87068,4.2727118,,49,33.8358,0.14999999,-2.8981662,0.14999999,,,-2.7938848,-2.5562136,1.1272779,138.23225
-1.3286058,320,-138.23225,111.15738,2.374715E-08,158.9049830437,160000,,522.3567,10795.915,,3.3333333,,705.90155,-32.772114,2.8480477,,49,33.737232,0.14999999,-2.9022763,0.14999999,,,-2.7970145,-4.2458286,0.9046232,138.23225
-71.74132,321,-138.23225,82.15961,2.3599425E-08,159.5089073181,160500,,520.14655,10868.622,,2.6666667,,705.90155,-32.893517,3.1869907,,49,33.858635,0.14999999,-2.906854,0.14999999,0.3583734,,-2.8001347,-4.1834126,0.96465826,138.23225
-55.010326,322,-138.23225,80.56465,2.3453074E-08,160.1572782993,161000,4,518.4635,10924.597,,2.6666667,,705.90155,-32.9622,6.9593406,,49,33.92732,0.14999999,-2.9111757,0.14999999,,,-2.803245,-4.182015,1.0839952,138.23225
-43.305367,323,-138.23225,79.08177,2.3308077E-08,160.7370493412,161500,2.6666667,513.6328,10968.867,,4,,705.90155,-32.99422,6.621491,,49,33.95934,0.14999999,-2.913221,0.14999999,5.542914E-38,,-2.806346,-3.5631866,0.52700585,138.23225
-128.46765,324,-138.23225,124.837395,2.3164423E-08,161.3591661453,162000,4,511.69318,11098.301,,3.3333333,,705.90155,-33.288895,7.3628273,,49,34.254013,0.14999999,-2.9131696,0.14999999,1.45124315E-24,,-2.809437,-2.3833642,1.0808983,138.23225
-72.75039,325,-138.23225,96.42911,0.000000023,161.9648842812,162500,1.3333334,510.11798,11172.016,,3.3333333,,705.90155,-33.410313,5.1995792,,49,34.37543,0.14999999,-2.9122028,0.14999999,,,-2.8125188,-2.5399365,0.9904939,138.23225
-98.87722,326,-138.23225,85.922226,2.2881071E-08,162.5439016819,163000,0.6666667,506.9704,11271.857,,4,,705.90155,-33.61113,4.680553,,49,34.57625,0.14999999,-2.9174085,0.14999999,9.989185E-06,,-2.8155909,-4.515125,0.8227839,138.23225
-106.105194,327,-138.23225,81.69519,2.274134E-08,163.1528840065,163500,4,506.58652,11378.928,,,,705.90155,-33.832825,3.8315458,,49,34.797943,0.14999999,-2.9162025,0.14999999,,,-2.8186538,-2.278877,0.9857372,138.23225
-0.140612,328,-138.23225,77.85424,2.2602883E-08,163.7844917774,164000,2,506.43213,11380.034,,,,705.90155,-33.730106,1.9822026,,49,34.695225,0.14999999,-2.9178605,0.14999999,,2.4665655E-33,-2.8217072,-3.3450267,0.86787593,138.23225
-0.03438835,329,-138.23225,204.05556,2.2465688E-08,164.3976032734,164500,3.3333333,506.5173,11381.034,,4,,705.90155,-33.62769,7.2200136,,49,34.592808,0.14999999,-2.9177687,0.14999999,,,-2.8247514,-2.706318,1.9554766,138.23225
-105.102196,330,-138.23225,103.90262,2.2329736E-08,165.0438835621,165000,2,504.93655,11487.101,,2.6666667,,705.90155,-33.844276,5.065877,,49,34.809395,0.14999999,-2.9147775,0.14999999,1.0179664E-30,,-2.8277862,-2.524436,1.7774966,138.23225
-45.858322,331,-138.23225,93.3728,2.219502E-08,165.7005069256,165500,2.6666667,504.88834,11533.926,,3.3333333,,705.90155,-33.880577,6.02695,,49,34.845695,0.14999999,-2.9160624,0.14999999,0.010378124,,-2.830812,-3.9381874,0.9552592,138.23225
-61.48969,332,-138.23225,70.74318,2.2061514E-08,166.293312788,166000,2,503.16025,11596.38,,0.6666667,,705.90155,-33.963734,2.6100678,,49,34.928852,0.14999999,-2.9158113,0.14999999,,1.19220604E-35,-2.8338284,-2.7108638,1.0893766,138.23225
-1.8654643,333,-138.23225,79.9279,2.1929212E-08,166.8909544945,166500,2.6666667,502.30695,11599.211,,0.6666667,,705.90155,-33.867348,3.372824,,49,34.832466,0.14999999,-2.9139078,0.14999999,0.0001585356,,-2.836836,-2.298618,0.86483556,138.23225
-2.0736854,334,-138.23225,77.128716,2.1798098E-08,167.5351598263,167000,1.3333334,502.24222,11602.25,,0.6666667,,705.90155,-33.772156,2.181622,,49,34.737274,0.14999999,-2.9123034,0.14999999,7.412456E-16,1.2708342E-15,-2.8398345,-2.1736233,0.90435773,138.23225
-2.5456731,335,-138.23225,80.857185,2.1668152E-08,168.130879879,167500,2.6666667,499.13193,11605.76,,1.3333334,,705.90155,-33.67894,4.002166,,49,34.64406,0.14999999,-2.9109728,0.14999999,3.2731345E-17,,-2.842824,-2.3007832,0.80757666,138.23225
-11.378419,336,-138.23225,67.30421,2.1539364E-08,168.7061500549,168000,2.6666667,497.82886,11618.103,,,,705.90155,-33.612568,2.8194673,,49,34.577686,0.14999999,-2.9096751,0.14999999,2.7438568E-16,,-2.8458047,-2.218887,0.7175206,138.23225
-0.004935587,337,-138.23225,68.03029,2.1411724E-08,169.2941634655,168500,1.3333334,497.89984,11619.073,,,,705.90155,-33.512844,1.6784631,,49,34.477962,0.14999999,-2.908616,0.14999999,5.3448295E-20,2.6851966E-13,-2.8487766,-2.2291017,0.84705496,138.23225
-0.021484058,338,-138.23225,80.85638,2.1285215E-08,169.9530920982,169000,0.6666667,496.09705,11620.061,,1.3333334,,705.90155,-33.413757,2.1021814,,49,34.378876,0.14999999,-2.90824,0.14999999,3.9788513E-22,4.5296595E-15,-2.8517394,-2.5816708,0.72922504,138.23225
-11.314006,339,-138.23225,78.85941,2.1159824E-08,170.5799770355,169500,2,495.2686,11632.34,,1.3333334,,705.90155,-33.348568,3.3677642,,49,34.313686,0.14999999,-2.907041,0.14999999,2.621846E-15,,-2.8546937,-2.1809645,0.9373139,138.23225
-11.548351,340,-138.23225,79.375694,0.000000021,171.1708409786,170000,1.3333334,491.62115,11644.853,,1.3333334,,705.90155,-33.284447,2.9223437,,49,34.249565,0.14999999,-2.9054728,0.14999999,0.0036761744,1.6298957E-26,-2.857639,-2.2463555,1.3627753,138.23225
-11.804218,341,-138.23225,68.71989,2.0912346E-08,171.8185608387,170500,,490.21667,11657.621,,1.3333334,,705.90155,-33.221455,1.4756813,,49,34.186573,0.14999999,-2.905461,0.14999999,1.2019496E-22,3.3706917E-12,-2.860576,-3.156769,0.88934773,138.23225
-11.670299,342,-138.23225,81.04969,2.079023E-08,172.4176564217,171000,3.3333333,490.20575,11670.257,,1.3333334,,705.90155,-33.158436,5.22519,,49,34.123554,0.14999999,-2.9038374,0.14999999,,,-2.8635042,-2.1763396,1.2507486,138.23225
-16.543243,343,-138.23225,67.31923,1.5899369E-08,173.0339369774,171500,4,493.2256,11687.766,,1.3333334,,705.90155,-33.109997,5.3791046,,49,34.075115,0.14999999,-2.9080503,0.14999999,0.31941837,,-2.866424,-4.497848,0.77566046,138.23225
-12.3874445,344,-138.23225,184.60648,1.5807066E-08,173.6450023651,172000,1.7142857,3993.7612,11701.118,,2.857143,,705.90155,-33.04976,4.8440924,,64,34.014877,0.14999999,-2.9065118,0.14999999,,,-2.8693352,-2.102583,1.2127079,138.23225
-69.056984,345,-138.23225,259.32214,1.5715564E-08,190.7918400764,172500,2.2857144,3957.196,11771.141,,2.857143,,705.90155,-33.154125,5.377637,,64,34.119244,0.14999999,-2.9056742,0.14999999,0.0018996147,,-2.872238,-2.6839538,2.0460658,138.23225
-71.741776,346,-138.23225,34.6136,1.5624853E-08,191.439902544,173000,2.857143,3736.2112,11843.848,,1.7142857,,705.90155,-33.26565,4.443465,,64,34.23077,0.14999999,-2.9041073,0.14999999,6.931416E-18,,-2.8751323,-3.0510907,0.3101042,138.23225
-18.242672,347,-138.23225,163.74986,1.5534926E-08,192.1187467575,173500,2.857143,3725.109,11863.055,,2.2857144,,705.90155,-33.22236,5.1951056,,64,34.187477,0.14999999,-2.9074721,0.14999999,0.032396454,,-2.8780184,-3.37523,0.86111474,138.23225
-26.599823,348,-138.23225,333.15253,1.5445773E-08,192.7550303936,174000,1.1428572,3718.8635,11890.619,,2.2857144,,705.90155,-33.203327,3.9154215,,64,34.168446,0.14999999,-2.9066715,0.14999999,,,-2.880896,-2.3918562,1.0308007,138.23225
-43.776226,349,-138.23225,166.3644,1.5357385E-08,193.3708765507,174500,1.1428572,3718.5854,11935.362,,1.7142857,,705.90155,-33.233624,3.0264926,,64,34.198742,0.14999999,-2.9067943,0.14999999,1.0379593E-05,1.9466129E-32,-2.8837655,-2.6956832,1.4411442,138.23225
-25.146975,350,-138.23225,48.268723,1.5269755E-08,194.0872707367,175000,1.7142857,3615.63,11961.474,,1.1428572,,705.90155,-33.210518,3.0360088,,64,34.175636,0.14999999,-2.9057288,0.14999999,1.49064E-05,6.63475E-33,-2.8866267,-2.8325539,0.5043688,138.23225
-5.722101,351,-138.23225,371.95175,1.518287E-08,194.8389523029,175500,2.2857144,3609.123,11968.161,,1.1428572,,705.90155,-33.132206,3.1479702,,64,34.097324,0.14999999,-2.9055235,0.14999999,5.970565,,-2.8894799,-2.3196177,1.5917155,138.23225
-4.111101,352,-138.23225,55.66449,1.5096727E-08,195.5489211082,176000,0.5714286,2076.3894,11973.237,,1.7142857,,705.90155,-33.04976,2.3039563,,64,34.014877,0.14999999,-2.9044602,0.14999999,1.0478356E-29,3.377435E-24,-2.8923247,-2.7579212,0.5339834,138.23225
-20.27889,353,-138.23225,161.75308,0.000000015,196.3248288631,176500,0.5714286,2065.9539,11994.48,,2.2857144,,705.90155,-33.013577,2.656443,,64,33.978695,0.14999999,-2.9059014,0.14999999,0.07488179,,-2.8951616,-2.9262533,0.8188493,138.23225
-28.707632,354,-138.23225,499.61633,1.4926627E-08,197.0274803638,177000,3.4285715,2060.2817,12024.152,,1.7142857,,705.90155,-33.00141,5.1552186,,64,33.96653,0.14999999,-2.9087732,0.14999999,,,-2.8979905,-3.6485431,1.7073387,138.23225
-17.422058,355,-138.23225,68.364,1.4842651E-08,197.7490096092,177500,2.2857144,2035.8116,12042.54,,3.4285715,,705.90155,-32.95753,5.5663905,,64,33.92265,0.14999999,-2.9089859,0.14999999,,,-2.9008114,-3.1547313,0.7338449,138.23225
-84.24285,356,-138.23225,163.72762,1.4759383E-08,198.4775614738,178000,3.4285715,2031.526,12127.749,,2.2857144,,705.90155,-33.10159,5.5698624,,64,34.066708,0.14999999,-2.9094691,0.14999999,5.29025E-25,,-2.9036243,-2.7752059,1.8222994,138.23225
-34.784843,357,-138.23225,131.34679,1.4676812E-08,199.2346851826,178500,1.7142857,2015.624,12163.498,,0.5714286,,705.90155,-33.106304,1.9723306,,64,34.071423,0.14999999,-2.9068508,0.14999999,,3.9565807E-25,-2.9064293,-2.5953417,1.0186315,138.23225
-0.30300173,358,-138.23225,528.9309,1.4594933E-08,200.0061981678,179000,2.2857144,2014.7294,12164.767,,0.5714286,,705.90155,-33.014675,2.6925745,,64,33.979794,0.14999999,-2.9109745,0.14999999,0.01929418,,-2.9092264,-4.294577,2.4206727,138.23225
-0.7473834,359,-138.23225,130.12146,1.4513737E-08,200.7956380844,179500,1.7142857,2014.1715,12166.4795,,3.4285715,,705.90155,-32.924793,5.1545544,,64,33.88991,0.14999999,-2.9103658,0.14999999,,,-2.912016,-3.4234893,1.088385,138.23225
-75.0732,360,-138.23225,35.068604,1.4433216E-08,201.5566375256,180000,3.4285715,1384.1858,12242.518,,2.857143,,705.90155,-33.041874,6.326417,,64,34.006992,0.14999999,-2.9112399,0.14999999,4.953079E-31,,-2.9147975,-3.22469,0.35969222,138.23225
-56.07386,361,-138.23225,50.235638,1.4353366E-08,202.1862635612,180500,2.857143,1380.4324,12299.557,,3.4285715,,705.90155,-33.105675,6.296833,,64,34.070793,0.14999999,-2.913659,0.14999999,7.639632E-05,,-2.9175715,-3.1344225,0.31854996,138.23225
-82.844734,362,-138.23225,65.60153,1.4274175E-08,202.9287223816,181000,1.1428572,1374.9133,12383.365,,3.4285715,,705.90155,-33.243073,4.2084293,,64,34.20819,0.14999999,-2.9160984,0.14999999,9.242486E-25,,-2.9203377,-3.1037745,0.40673637,138.23225
-60.252846,363,-138.23225,330.76743,1.4195636E-08,203.6780223846,181500,0.5714286,1297.4409,12444.585,,2.857143,,705.90155,-33.317482,3.39366,,64,34.2826,0.14999999,-2.9175417,0.14999999,0.13485299,,-2.9230964,-2.8261008,2.1127927,138.23225
-58.53872,364,-138.23225,122.74197,1.4117746E-08,204.4359865189,182000,1.1428572,1255.3485,12504.088,,0.5714286,,705.90155,-33.38677,1.5795624,,64,34.351887,0.14999999,-2.9176977,0.14999999,,1.3932525E-10,-2.9258475,-3.672537,0.8399079,138.23225
-0.56444556,365,-138.23225,129.70343,0.000000014,205.2110657692,182500,2.857143,1255.3894,12505.617,,0.5714286,,705.90155,-33.296844,3.5558524,,64,34.261963,0.14999999,-2.9203339,0.14999999,3.4421015E-26,,-2.928591,-3.6437285,0.93631536,138.23225
-1.3368775,366,-138.23225,119.43588,0.000000014,206.0365891457,183000,0.5714286,1252.3297,12507.92,,1.1428572,,705.90155,-33.209522,1.7207187,,64,34.17464,0.14999999,-2.9215505,0.14999999,,4.1219692E-10,-2.9313269,-3.2007256,0.55351955,138.23225
-6.279368,367,-138.23225,205.73033,1.3887883E-08,206.80661273,183500,3.4285715,1248.0566,12515.164,,1.1428572,,705.90155,-33.136143,4.509674,,64,34.10126,0.14999999,-2.9228137,0.14999999,,,-2.9340553,-2.8862722,1.2947708,138.23225
-3.8427906,368,-138.23225,150.48804,1.3812508E-08,207.5585930347,184000,1.1428572,1220.0802,12519.972,,2.857143,,705.90155,-33.05654,3.9544868,,64,34.02166,0.14999999,-2.926098,0.14999999,,,-2.9367764,-4.259007,1.0079516,138.23225
-66.99124,369,-138.23225,155.2036,1.3737745E-08,208.3445942402,184500,2.857143,1187.1838,12587.928,,2.857143,,705.90155,-33.148506,6.189413,,64,34.113625,0.14999999,-2.9255524,0.14999999,1.2134801E-31,,-2.93949,-2.6265442,1.6388503,138.23225
-69.88824,370,-138.23225,93.14899,1.3663586E-08,209.1131341457,185000,2.857143,1108.3013,12658.782,,1.1428572,,705.90155,-33.247803,4.137347,,64,34.21292,0.14999999,-2.924684,0.14999999,3.3799234E-31,,-2.9421966,-3.036216,0.9364847,138.23225
-7.689897,371,-138.23225,129.11044,1.3590027E-08,209.8759789467,185500,1.1428572,1108.1193,12667.4375,,1.1428572,,705.90155,-33.178917,2.1140642,,64,34.144035,0.14999999,-2.9245672,0.14999999,1.2661937E-30,2.4288808E-18,-2.9448955,-2.756132,0.8524157,138.23225
-5.902651,372,-138.23225,30.107395,1.3517061E-08,210.7086343765,186000,1.7142857,1054.9878,12674.305,,1.7142857,,705.90155,-33.10559,3.4032342,,64,34.07071,0.14999999,-2.9241698,0.14999999,3.6115327E-07,,-2.9475875,-2.5647624,0.26716813,138.23225
-14.556556,373,-138.23225,123.81199,1.344468E-08,211.4573531151,186500,2.2857144,1039.1525,12689.826,,2.2857144,,705.90155,-33.05586,4.4635143,,64,34.020977,0.14999999,-2.9268656,0.14999999,0.000019147,,-2.950272,-3.1929002,0.58913994,138.23225
-30.957916,374,-138.23225,110.911026,1.337288E-08,212.2422003746,187000,1.7142857,1024.6287,12721.75,,2.2857144,,705.90155,-33.050255,4.0409336,,64,34.015373,0.14999999,-2.9293258,0.14999999,2.57189,,-2.9529493,-3.387546,0.8694182,138.23225
-29.09833,375,-138.23225,255.0472,1.3301652E-08,213.0377280712,187500,2.2857144,1024.5201,12751.8125,,1.7142857,,705.90155,-33.039715,4.119779,,64,34.004833,0.14999999,-2.9292257,0.14999999,0.64261824,,-2.9556196,-2.6763272,1.8282131,138.23225
-15.4051895,376,-138.23225,44.87281,1.3230991E-08,213.8518519402,188000,1.7142857,986.00757,12768.182,,1.1428572,,705.90155,-32.99281,2.989777,,64,33.957928,0.14999999,-2.9276252,0.14999999,6.165681E-07,7.127612E-33,-2.9582827,-2.817919,0.5098989,138.23225
-8.566354,377,-138.23225,193.3998,1.3160895E-08,214.6656980515,188500,2.2857144,982.9335,12777.714,,1.1428572,,705.90155,-32.92802,3.3150706,,64,33.89314,0.14999999,-2.9288194,0.14999999,0.14244553,,-2.9609387,-2.8722732,1.0916156,138.23225
-8.019185,378,-138.23225,185.8265,1.3091352E-08,215.4134094715,189000,2.857143,977.0338,12786.698,,1.7142857,,705.90155,-32.862125,4.2803955,,64,33.827244,0.14999999,-2.9273624,0.14999999,7.697545E-07,,-2.9635878,-2.3446555,0.797421,138.23225
-20.549387,379,-138.23225,184.90567,0.000000013,216.1947317123,189500,1.1428572,974.0504,12808.213,,2.2857144,,705.90155,-32.829636,3.4598389,,64,33.794754,0.14999999,-2.9286814,0.14999999,5.623894E-22,,-2.9662297,-3.127502,0.5785539,138.23225
-41.726326,380,-138.23225,121.54463,0.000000013,217.0009150505,190000,2.857143,972.0125,12850.904,,2.2857144,,705.90155,-32.85305,5.2921515,,64,33.81817,0.14999999,-2.9301343,0.14999999,5.6101665E-27,,-2.968865,-2.9694452,0.68733954,138.23225
-51.418385,381,-138.23225,122.27359,1.28860025E-08,217.6603183746,190500,1.1428572,966.03735,12903.288,,1.7142857,,705.90155,-32.90178,2.9777112,,64,33.866898,0.14999999,-2.930839,0.14999999,4.3979235E-30,2.1251051E-32,-2.971493,-2.8337564,1.3936269,138.23225
-25.372345,382,-138.23225,132.15677,1.2818624E-08,218.3942084312,191000,1.7142857,951.1577,12929.625,,2.857143,,705.90155,-32.882065,4.5955443,,64,33.847183,0.14999999,-2.9286196,0.14999999,2.5164228E-11,,-2.9741142,-2.3690658,0.95508325,138.23225
-50.046814,383,-138.23225,163.0694,1.2751775E-08,219.1663017273,191500,2.2857144,918.5252,12980.637,,2.857143,,705.90155,-32.926884,4.9901266,,64,33.892002,0.14999999,-2.9293184,0.14999999,0.010986984,,-2.9767284,-3.0737119,1.5971215,138.23225
-54.89223,384,-138.23225,117.51117,1.2685445E-08,219.9905381203,192000,1.7142857,916.9356,13036.495,,0.5714286,,705.90155,-32.984085,2.3822403,,64,33.949203,0.14999999,-2.9290044,0.14999999,,4.255817E-25,-2.979336,-3.2262483,1.1158646,138.23225
-2.4632788,385,-138.23225,229.32837,1.26196325E-08,220.7379243374,192500,2.2857144,916.2529,13039.923,,0.5714286,,705.90155,-32.904808,2.8073888,,64,33.869926,0.14999999,-2.9278028,0.14999999,0.001700354,,-2.981937,-2.4813602,1.7549578,138.23225
-1.3044186,386,-138.23225,141.78629,1.255433E-08,221.5054395199,193000,0.5714286,906.7783,13042.192,,1.7142857,,705.90155,-32.822945,2.207145,,64,33.788063,0.14999999,-2.9257638,0.14999999,3.536448E-37,3.70366E-24,-2.984531,-2.631132,0.8485743,138.23225
-16.341885,387,-138.23225,226.27606,1.2489533E-08,222.2727706432,193500,3.4285715,902.5281,13059.499,,1.7142857,,705.90155,-32.780357,5.0356145,,64,33.745476,0.14999999,-2.9259763,0.14999999,,,-2.9871182,-2.7859595,1.3160301,138.23225
-19.079765,388,-138.23225,185.98297,1.2425237E-08,223.0748980045,194000,0.5714286,891.0951,13079.545,,2.2857144,,705.90155,-32.74505,2.90586,,64,33.710167,0.14999999,-2.9251318,0.14999999,,,-2.989699,-2.7042332,1.1157734,138.23225
-31.319284,389,-138.23225,122.490555,1.2361436E-08,223.8087568283,194500,3.4285715,872.55115,13111.828,,2.2857144,,705.90155,-32.74138,5.5704837,,64,33.706497,0.14999999,-2.9249408,0.14999999,,,-2.9922729,-2.8288956,1.5434943,138.23225
-37.39499,390,-138.23225,95.01399,1.2298124E-08,224.5922935009,195000,2.2857144,854.0476,13150.189,,3.4285715,,705.90155,-32.753315,5.640178,,64,33.718433,0.14999999,-2.923055,0.14999999,2.2750266E-21,,-2.9948404,-2.6069052,0.88959193,138.23225
-82.56908,391,-138.23225,186.91612,1.22353E-08,225.3450756073,195500,1.7142857,822.65125,13233.724,,3.4285715,,705.90155,-32.88072,5.0123386,,64,33.845837,0.14999999,-2.9225068,0.14999999,0.0047672284,,-2.997401,-2.5429306,1.3862419,138.23225
-73.37533,392,-138.23225,81.97709,1.2172954E-08,226.1490321159,196000,3.4285715,821.3226,13308.063,,3.4285715,,705.90155,-32.98402,6.8694572,,64,33.94914,0.14999999,-2.9224231,0.14999999,2.2737113E-33,,-2.9999554,-3.1313932,0.82273555,138.23225
-76.01962,393,-138.23225,59.41091,1.2111084E-08,226.8815133572,196500,1.1428572,801.8152,13385.048,,3.4285715,,705.90155,-33.093525,4.669381,,64,34.058643,0.14999999,-2.9253688,0.14999999,,,-3.0025032,-3.8477435,0.4435167,138.23225
-70.99638,394,-138.23225,408.90195,0.000000012,227.582701683,197000,0.5714286,799.6291,13457.01,,3.4285715,,705.90155,-33.189728,4.1049623,,64,34.154846,0.14999999,-2.9261897,0.14999999,0.011668299,,-3.0050445,-2.674614,1.5211958,138.23225
-83.69151,395,-138.23225,168.53699,0.000000012,228.3535161018,197500,1.1428572,797.68744,13541.667,,0.5714286,,705.90155,-33.31758,1.3116674,,64,34.2827,0.14999999,-2.9285545,0.14999999,,1.5119084E-10,-3.0075793,-3.9756095,1.115477,138.23225
-0.7816938,396,-138.23225,149.12083,1.1928279E-08,229.1559402943,198000,2.857143,797.4706,13543.414,,0.5714286,,705.90155,-33.23542,3.6411712,,64,34.20054,0.14999999,-2.9301388,0.14999999,4.1596303E-38,,-3.0101078,-3.5530279,1.1205842,138.23225
-2.3935432,397,-138.23225,133.52823,1.1868263E-08,229.8258156776,198500,0.5714286,793.21204,13546.771,,1.1428572,,705.90155,-33.15773,2.0803454,,64,34.12285,0.14999999,-2.929662,0.14999999,,4.4710963E-10,-3.0126297,-2.7448087,0.79371476,138.23225
-8.48517,398,-138.23225,145.91756,1.1808698E-08,230.5947966576,199000,3.4285715,790.6853,13556.224,,1.1428572,,705.90155,-33.09574,4.587267,,64,34.06086,0.14999999,-2.9296403,0.14999999,,,-3.0151455,-2.636113,1.3585886,138.23225
-9.107759,399,-138.23225,136.63956,1.1749581E-08,231.3518824577,199500,2.857143,783.3096,13566.296,,3.4285715,,705.90155,-33.03562,6.5807877,,64,34.00074,0.14999999,-2.9274006,0.14999999,,,-3.017655,-2.2527096,0.6371808,138.23225
-68.38514,400,-138.23225,176.62914,1.1690906E-08,232.1583926678,200000,3.4285715,780.197,13635.6455,,2.857143,,705.90155,-33.123993,6.5392265,,64,34.08911,0.14999999,-2.9288538,0.14999999,0.01933245,,-3.020158,-3.0891688,0.9229167,138.23225
-53.71615,401,-138.23225,123.98758,1.163267E-08,232.8772361279,200500,2.2857144,765.4096,13690.327,,,,705.90155,-33.175346,2.680025,,64,34.140465,0.14999999,-2.9314559,0.14999999,,,-3.022655,-3.7994235,1.4620429,138.23225
-0.026470229,402,-138.23225,124.02607,1.1574867E-08,233.5846881866,201000,1.7142857,765.3427,13691.319,,,,705.90155,-33.092888,1.5667828,,64,34.058006,0.14999999,-2.9295356,0.14999999,3.533136E-06,1.29743724E-23,-3.0251455,-2.467582,2.114521,138.23225
-0.006605093,403,-138.23225,250.52605,1.15174945E-08,234.3165390491,201500,0.5714286,764.97375,13692.291,,0.5714286,,705.90155,-33.010788,1.2409024,,64,33.975906,0.14999999,-2.9262629,0.14999999,4.6985126E-13,0.026535287,-3.02763,-2.5250554,1.4480966,138.23225
-1.2411772,404,-138.23225,142.23755,1.1460548E-08,235.0649540424,202000,3.4285715,764.7589,13694.496,,0.5714286,,705.90155,-32.932148,4.031864,,64,33.897266,0.14999999,-2.9243913,0.14999999,,,-3.0300426,-2.4238398,0.98796976,138.23225
-2.7043517,405,-138.23225,195.86082,1.1404023E-08,235.9289205074,202500,1.7142857,754.97815,13698.167,,4,,705.90155,-32.857513,5.500303,,64,33.82263,0.14999999,-2.9230855,0.14999999,,,-3.0325148,-2.2993102,1.7500777,138.23225
-93.59544,406,-138.23225,104.62046,1.1347915E-08,236.6667811871,203000,1.1428572,753.06506,13792.727,,1.1428572,,705.90155,-33.007114,1.7171066,,64,33.972233,0.14999999,-2.924529,0.14999999,,2.6578424E-18,-3.0349808,-3.9931815,0.8768015,138.23225
-2.2142181,407,-138.23225,134.19096,1.1292219E-08,237.4033732414,203500,4,753.0211,13795.906,,1.7142857,,705.90155,-32.931458,5.755921,,64,33.896576,0.14999999,-2.9243853,0.14999999,,,-3.0374408,-2.6923149,1.0369549,138.23225
-20.071335,408,-138.23225,93.44393,1.1236932E-08,238.1938045025,204000,2.857143,752.55334,13816.942,,1.1428572,,705.90155,-32.899937,4.020057,,64,33.865055,0.14999999,-2.9239745,0.14999999,5.7005707E-15,,-3.0398948,-2.6982455,1.0525208,138.23225
-4.7372527,409,-138.23225,116.0458,1.1182053E-08,238.9827680588,204500,4,749.52686,13822.6455,,2.2857144,,705.90155,-32.831078,5.94993,,64,33.796196,0.14999999,-2.9226277,0.14999999,4.7041E-24,,-3.042343,-2.3587964,0.685864,138.23225
-35.215797,410,-138.23225,118.791626,1.1127573E-08,239.7522435188,205000,1.1428572,749.62476,13858.826,,2.857143,,705.90155,-32.836895,3.7176728,,64,33.802013,0.14999999,-2.9260778,0.14999999,,,-3.0447848,-3.9744077,0.95877135,138.23225
-62.095024,411,-138.23225,131.27077,1.107349E-08,240.570920229,205500,,745.0994,13921.886,,1.7142857,,705.90155,-32.90808,1.7632324,,64,33.8732,0.14999999,-2.9268594,0.14999999,5.856458E-20,3.3787786E-22,-3.047221,-3.1329944,1.3565058,138.23225
-22.87039,412,-138.23225,80.015335,0.000000011,241.3248558044,206000,1.7142857,735.38806,13945.722,,1.7142857,,705.90155,-32.883717,3.6152453,,64,33.848835,0.14999999,-2.925783,0.14999999,7.32134E-26,,-3.0496511,-2.7026849,0.43500075,138.23225
-21.487762,413,-138.23225,122.13764,0.000000011,242.1047224998,206500,2.857143,734.7716,13968.175,,2.857143,,705.90155,-32.856125,5.5545893,,64,33.821243,0.14999999,-2.9285367,0.14999999,7.728948E-20,,-3.0520754,-3.4781997,1.2898583,138.23225
-55.67292,414,-138.23225,133.32495,1.09135865E-08,242.8670301437,207000,,723.96735,14024.8125,,2.2857144,,705.90155,-32.91124,1.914505,,64,33.876358,0.14999999,-2.9288914,0.14999999,,,-3.0544937,-3.2456772,1.3944721,138.23225
-29.730314,415,-138.23225,238.98627,1.0861053E-08,243.655798912,207500,0.5714286,721.95215,14055.507,,2.857143,,705.90155,-32.903572,3.3588097,,64,33.86869,0.14999999,-2.9303951,0.14999999,2.5643496E-09,,-3.0569062,-3.7890651,2.111569,138.23225
-59.678825,416,-138.23225,168.04797,1.08088996E-08,244.4186677933,208000,2.2857144,716.65686,14116.152,,1.7142857,,705.90155,-32.967937,3.9678197,,64,33.933056,0.14999999,-2.9279637,0.14999999,,,-3.059313,-2.7294264,1.3509432,138.23225
-24.953403,417,-138.23225,94.625206,1.07571205E-08,245.2380447388,208500,1.7142857,713.10974,14142.07,,2.2857144,,705.90155,-32.94872,3.6449428,,64,33.913837,0.14999999,-2.9275541,0.14999999,0.17272712,,-3.061714,-2.954406,0.7498554,138.23225
-30.352955,418,-138.23225,159.94348,1.0705713E-08,246.0425512791,209000,2.2857144,712.7282,14173.389,,2.2857144,,705.90155,-32.94251,4.4018745,,64,33.907627,0.14999999,-2.9300709,0.14999999,0.007542128,,-3.064109,-3.6749532,0.8963133,138.23225
