DenMISELogLast,NumTrainableParams,ReturnStepMax,GridSize,MountainCar_mu0_higher,MountainCar_std0_higher,MountainCar_std1_higher,IWFirstEpisode,ReturnMin,ActionIn1,DenMISELogFirst,IWLastEpisode,Regret,Delta,IWMax,TimestepsSoFar,ReturnAbsMax,Regret/t,IWMean,DenMISEMeanLog,Bound,IWMin,Iteration,MountainCar_mu1_higher,ReturnMean,ReturnLastEpisode,ReturnMax,TimeElapsed
-3.9549637,,753.15015,49,2,0.14999999,0.14999999,,-142.95029,3.035281,-3.1841943,,10508.957,2.6662299E-08,93.58386,151000,142.95029,34.79787,0.6842736,-2.923318,580.56915,,302,1.3333334,-33.832752,-10.433135,,150.2291479111
-2.4650154,,753.15015,49,2,0.14999999,0.14999999,,-142.95029,4.3837957,-3.1875,1.0124872E-21,10531.067,2.6486601E-08,72.38573,151500,142.95029,34.755997,0.72996145,-2.923009,579.0388,,303,2.6666667,-33.79088,-21.14428,,150.817987442
-3.8422968,,753.15015,49,1.3333334,0.14999999,0.14999999,9.84176E-11,-142.95029,1.1732963,-3.190795,,10549.026,2.6312636E-08,75.183334,152000,142.95029,34.700745,1.0043277,-2.9270816,577.5501,,304,,-33.735626,-16.994183,,151.3933486938
-4.5679603,,753.15015,49,1.3333334,0.14999999,0.14999999,,-142.95029,5.4350715,-3.1940792,,10563.299,2.6140375E-08,76.293015,152500,142.95029,34.633766,1.1207101,-2.932672,575.50836,,305,4,-33.668648,-13.30796,,152.0192325115
-3.21777,,753.15015,49,2,0.14999999,0.14999999,6.370918E-34,-142.95029,2.7363534,-3.1973524,,10574.591,0.000000026,95.87726,153000,142.95029,34.557484,1.0345799,-2.9335072,573.18933,,306,0.6666667,-33.592365,-10.325603,,152.6498708725
-2.280871,,753.15015,49,2,0.14999999,0.14999999,,-142.95029,5.342594,-3.200615,,10600.245,2.5800892E-08,82.26796,153500,142.95029,34.528484,1.1056956,-2.9315658,570.89056,,307,3.3333333,-33.563366,-24.689219,,153.2677822113
-4.3063774,,753.15015,49,,0.14999999,0.14999999,,-142.95029,3.4130712,-3.2038672,3.4516423E-29,10619.466,2.5633629E-08,67.6975,154000,142.95029,34.478783,0.7525315,-2.935988,567.2244,,308,3.3333333,-33.513664,-18.25654,,153.8478834629
-2.3752708,,753.15015,49,,0.14999999,0.14999999,0.0026166886,-142.95029,0.9311268,-3.2071085,,10620.433,2.5467983E-08,100.78052,154500,142.95029,34.37033,1.3284407,-2.9351368,567.295,,309,0.6666667,-33.405212,-0.0010571623,,154.485994339
-1.9160885,,753.15015,49,,0.14999999,0.14999999,67.46957,-142.95029,-0.15583894,-3.2103312,4.424571E-07,10621.399,2.5303939E-08,101.24721,155000,142.95029,34.262577,0.8942297,-2.9311614,565.62665,,310,,-33.29746,-0.0017682884,,155.1824464798
-3.821724,,753.15015,49,0.6666667,0.14999999,0.14999999,1.3198965,-142.95029,0.69166726,-3.0166342,0.0510133,10622.387,2.5141473E-08,106.87174,155500,142.95029,34.155582,1.0859299,-2.9346602,565.5689,,311,,-33.190464,-0.022339907,,155.8113844395
-2.0624127,,753.15015,49,0.6666667,0.14999999,0.14999999,,-142.95029,4.686227,-3.0156093,,10625.177,0.000000025,84.44528,156000,142.95029,34.055054,1.1237519,-2.9318821,565.13367,,312,4,-33.089935,-1.8245451,,156.4145538807
-2.0327432,,753.15015,49,2.6666667,0.14999999,0.14999999,,-142.95029,3.097304,-3.0188093,,10628.257,2.4821201E-08,99.832634,156500,142.95029,33.95609,0.7763454,-2.9288929,557.40717,,313,0.6666667,-32.99097,-2.114449,,157.0165894032
-2.5943315,,753.15015,49,2.6666667,0.14999999,0.14999999,,-142.95029,5.9456196,-3.0219991,,10673.823,2.4663356E-08,95.86433,157000,142.95029,33.993065,0.91875947,-2.92877,557.37366,,314,3.3333333,-33.027946,-44.60196,,157.6147680283
-2.4855847,,753.15015,49,2.6666667,0.14999999,0.14999999,,-142.95029,4.6285787,-3.025179,1.12065745E-13,10725.313,2.4507013E-08,92.401794,157500,142.95029,34.048615,0.92447585,-2.9278424,555.37964,,315,2,-33.083496,-50.52502,,158.203785181
-2.4449897,,753.15015,49,2.6666667,0.14999999,0.14999999,,-142.95029,6.505438,-3.0283484,,10769.014,2.435215E-08,71.66689,158000,142.95029,34.079155,0.7571814,-2.9268062,552.04175,,316,4,-33.114037,-42.73577,,158.8121848106
-3.1521401,,753.15015,49,2.6666667,0.14999999,0.14999999,,-142.95029,2.6064327,-3.031508,,10813.42,2.4198751E-08,79.17837,158500,142.95029,34.111732,0.74879813,-2.9284704,551.7652,,317,,-33.146614,-43.440063,,159.4266395569
-2.3902853,,753.15015,49,3.3333333,0.14999999,0.14999999,,-142.95029,4.6320515,-3.0346575,3.4686025E-22,10858.924,0.000000024,93.15214,159000,142.95029,34.147556,0.709688,-2.9277358,551.4371,,318,1.3333334,-33.182438,-44.539833,,160.0012540817
-2.3217976,,753.15015,49,2.6666667,0.14999999,0.14999999,,-142.95029,3.9737835,-3.0377972,0.017324435,10926.364,2.389627E-08,100.10602,159500,142.95029,34.251926,0.94173765,-2.926944,550.82294,,319,1.3333334,-33.286808,-66.47509,,160.626206398
-2.6711595,,753.15015,49,2.6666667,0.14999999,0.14999999,,-142.95029,5.3479605,-3.0409272,1.7544563E-18,10970.28,2.374715E-08,99.8264,160000,142.95029,34.282124,1.0423394,-2.9265893,549.15576,,320,2.6666667,-33.317005,-42.95014,,161.2354388237
-2.3982155,,753.15015,49,0.6666667,0.14999999,0.14999999,,-142.95029,3.8156416,-3.0440474,,11012.985,2.3599425E-08,73.08218,160500,142.95029,34.308365,0.52604026,-2.9251406,549.10315,,321,3.3333333,-33.343246,-41.74032,,161.882389307
-2.5179954,,753.15015,49,3.3333333,0.14999999,0.14999999,,-142.95029,4.0887036,-3.0471578,,11015.993,2.3453074E-08,107.80444,161000,142.95029,34.21116,1.375471,-2.9254582,548.47876,,322,0.6666667,-33.24604,-2.0428438,,162.5148935318
-2.2833197,,753.15015,49,0.6666667,0.14999999,0.14999999,5.3111315E-05,-142.95029,1.4674773,-3.0502584,,11080.85,2.3308077E-08,96.11749,161500,142.95029,34.306034,0.9159887,-2.9227319,548.22943,,323,0.6666667,-33.340916,-63.89125,,163.1074030399
-2.167626,,753.15015,49,3.3333333,0.14999999,0.14999999,,-142.95029,3.424966,-3.0533495,,11083.666,2.3164423E-08,116.13464,162000,142.95029,34.208843,0.8852909,-2.9208975,546.3348,,324,,-33.243725,-1.850193,,163.719004631
-2.4736013,,753.15015,49,4,0.14999999,0.14999999,,-142.95029,4.9813647,-3.0564313,2.9065611E-06,11148.139,0.000000023,60.33116,162500,142.95029,34.301964,0.66013247,-2.920143,541.17755,,325,0.6666667,-33.336845,-63.508278,,164.3339736462
-3.1841636,,753.15015,49,3.3333333,0.14999999,0.14999999,,-142.95029,7.4266605,-3.0595033,,11272.795,2.2881071E-08,86.68532,163000,142.95029,34.579124,1.0407454,-2.922128,536.253,,326,4,-33.614006,-123.690575,,164.9311373234
-2.6590168,,753.15015,49,3.3333333,0.14999999,0.14999999,,-142.95029,5.927931,-3.0625663,4.611743E-16,11357.693,2.274134E-08,97.39287,163500,142.95029,34.733006,1.0678742,-2.9214818,527.39624,,327,2.6666667,-33.767887,-83.93346,,165.5391633511
-2.8344524,,753.15015,49,,0.14999999,0.14999999,,-142.95029,4.009007,-3.0656197,,11424.241,2.2602883E-08,81.99953,164000,142.95029,34.83,0.90236104,-2.9213295,524.0722,,328,4,-33.864883,-65.58329,,166.1954462528
-3.8738284,,753.15015,49,,0.14999999,0.14999999,6.3349895E-38,-142.95029,2.3125513,-3.0686638,,11425.296,2.2465688E-08,78.826065,164500,142.95029,34.72734,1.375614,-2.9247935,523.8069,,329,2,-33.762222,-0.0889982,,166.8217561245
-2.5940616,,753.15015,49,0.6666667,0.14999999,0.14999999,,-142.95029,2.535705,-3.0716987,0.000108042,11426.264,2.2329736E-08,78.90478,165000,142.95029,34.625042,1.1767821,-2.9230094,520.1998,,330,2,-33.659924,-0.0036277664,,167.4695594311
-2.398629,,753.15015,49,0.6666667,0.14999999,0.14999999,5.5872543E-18,-142.95029,2.0310197,-3.0747244,0.014007789,11428.447,2.219502E-08,76.14378,165500,142.95029,34.527027,1.0206225,-2.9211648,518.7249,,331,1.3333334,-33.56191,-1.2180694,,168.0543920994
-2.7760317,,753.15015,49,0.6666667,0.14999999,0.14999999,,-142.95029,3.044317,-3.077741,1.4002885E-21,11432.911,2.2061514E-08,79.53471,166000,142.95029,34.436478,1.2924095,-2.9209037,518.12024,,332,2.6666667,-33.47136,-3.4984403,,168.6477499008
-2.8929288,,753.15015,49,3.3333333,0.14999999,0.14999999,,-142.95029,6.803644,-3.0807486,,11434.986,2.1929212E-08,57.68463,166500,142.95029,34.3393,0.49938497,-2.9202464,517.01086,,333,3.3333333,-33.37418,-1.1109622,,169.2551710606
-2.600169,,753.15015,49,1.3333334,0.14999999,0.14999999,3.5319206E-28,-142.95029,2.919886,-3.083747,,11529.094,2.1798098E-08,55.864346,167000,142.95029,34.518246,0.72703415,-2.9208627,515.8493,,334,1.3333334,-33.553127,-93.14212,,169.8884446621
-3.9175963,,753.15015,49,,0.14999999,0.14999999,2.38155E-16,-142.95029,1.1580701,-3.0867364,3.4212106E-25,11545.944,2.1668152E-08,67.61778,167500,142.95029,34.465504,1.0979259,-2.9247708,514.726,,335,1.3333334,-33.500385,-15.8849125,,170.5329482555
-2.2844145,,753.15015,49,,0.14999999,0.14999999,,-142.95029,2.5602016,-3.0897171,5.3583876E-19,11546.921,2.1539364E-08,60.887497,168000,142.95029,34.365833,1.0430884,-2.9228237,514.7454,,336,2.6666667,-33.400715,-0.011941609,,171.1154875755
-2.5149207,,753.15015,49,1.3333334,0.14999999,0.14999999,,-142.95029,3.8884506,-3.092689,1.1616874E-19,11547.9375,2.1411724E-08,71.936966,168500,142.95029,34.266876,0.97786933,-2.9216602,513.90466,,337,2.6666667,-33.301758,-0.051384218,,171.7579612732
-2.566178,,753.15015,49,1.3333334,0.14999999,0.14999999,,-142.95029,3.1164403,-3.0956519,0.002053179,11558.795,2.1285215E-08,78.73876,169000,142.95029,34.197617,0.825135,-2.9208696,513.7623,,338,2,-33.2325,-9.892183,,172.3872768879
-2.3350592,,753.15015,49,1.3333334,0.14999999,0.14999999,3.4920477E-15,-142.95029,1.7948997,-3.098606,4.3933126E-15,11566.768,2.1159824E-08,63.75742,169500,142.95029,34.12026,0.9302941,-2.9198337,511.30933,,339,0.6666667,-33.15514,-7.0071993,,172.9856517315
-3.065842,,753.15015,49,4,0.14999999,0.14999999,,-142.95029,3.9778078,-3.1015515,,11574.396,0.000000021,113.33209,170000,142.95029,34.042343,0.9999037,-2.920621,509.9983,,340,,-33.077225,-6.664532,,173.5704190731
-2.72132,,753.15015,49,1.3333334,0.14999999,0.14999999,,-142.95029,4.7107463,-3.1044886,,11693.396,2.0912346E-08,72.78396,170500,142.95029,34.291485,1.0819341,-2.9204335,509.0952,,341,3.3333333,-33.326366,-118.03454,,174.1470458508
-2.1926441,,753.15015,49,4,0.14999999,0.14999999,,-142.95029,5.8998766,-3.1074169,,11708.491,2.079023E-08,95.60622,171000,142.95029,34.23535,0.9422326,-2.9182994,507.0704,,342,2,-33.270233,-14.129199,,174.7773520947
-3.8359246,,753.15015,49,2,0.14999999,0.14999999,,-142.95029,4.7297373,-3.1103365,2.2723782E-31,11796.86,1.5899369E-08,66.1239,171500,142.95029,34.393177,0.64499366,-2.9213808,509.43842,,343,2.6666667,-33.42806,-87.4041,,175.3417773247
-2.4649615,,753.15015,64,2.857143,0.14999999,0.14999999,,-142.95029,4.507885,-3.1132476,2.897014E-19,11822.726,1.5807066E-08,42.542347,172000,142.95029,34.36839,0.5097513,-2.921186,4161.859,,344,1.7142857,-33.40327,-24.900478,,175.9524624348
-3.4321883,,753.15015,64,2.857143,0.14999999,0.14999999,,-142.95029,5.2821074,-3.1161504,0.023664417,11880.281,1.5715564E-08,265.908,172500,142.95029,34.435596,1.2198913,-2.9241364,4118.3774,,345,2.2857144,-33.470478,-56.59038,,192.9991779327
-2.7849286,,753.15015,64,2.2857144,0.14999999,0.14999999,,-142.95029,3.491562,-3.1190448,1.06615445E-19,11924.735,1.5624853E-08,220.92354,173000,142.95029,34.46455,1.2040855,-2.923717,3839.239,,346,1.1428572,-33.49943,-43.48848,,193.6205999851
-3.4302742,,753.15015,64,1.7142857,0.14999999,0.14999999,2.944512E-33,-142.95029,2.4474072,-3.1219308,0.016364446,11957.633,1.5534926E-08,275.19666,173500,142.95029,34.460037,2.1769607,-2.9251504,3828.775,,347,1.1428572,-33.49492,-31.932367,,194.2875602245
-2.6825268,,753.15015,64,1.1428572,0.14999999,0.14999999,,-142.95029,3.8848948,-3.1248085,1.0200207E-19,11976.623,1.5445773E-08,54.056267,174000,142.95029,34.415585,0.4564727,-2.922291,3737.717,,348,2.2857144,-33.450466,-18.025515,,195.047260046
-2.80133,,753.15015,64,1.1428572,0.14999999,0.14999999,1.2131907E-35,-142.95029,2.9548209,-3.127678,0.0002073604,11992.548,1.5357385E-08,80.96633,174500,142.95029,34.3626,0.5397886,-2.9235587,3737.886,,349,1.7142857,-33.39748,-14.95958,,195.7682440281
-3.3224127,,753.15015,64,1.7142857,0.14999999,0.14999999,,-142.95029,5.154593,-3.1305392,7.104729E-14,12002.841,1.5269755E-08,207.47197,175000,142.95029,34.29383,0.86968,-2.9260993,3726.8105,,350,2.857143,-33.328712,-9.327383,,196.5179195404
-2.6199498,,753.15015,64,2.2857144,0.14999999,0.14999999,,-142.95029,4.965976,-3.1333923,28.860853,12029.859,1.518287E-08,139.98402,175500,142.95029,34.2731,1.3549857,-2.925979,3707.8174,,351,2.857143,-33.307983,-26.054409,,197.253872633
-2.9674537,,753.15015,64,3.4285715,0.14999999,0.14999999,,-142.95029,5.175591,-3.1362371,1.1870813E-22,12060.126,1.5096727E-08,146.08728,176000,142.95029,34.26172,0.73709583,-2.9254644,2181.277,,352,1.7142857,-33.2966,-29.300688,,198.0224945545
-3.055281,,753.15015,64,1.7142857,0.14999999,0.14999999,1.0811462E-23,-142.95029,1.900214,-3.139074,,12134.467,0.000000015,179.38171,176500,142.95029,34.37526,1.3449652,-2.926809,2135.119,,353,0.5714286,-33.41014,-73.37537,,198.6949658394
-4.1867533,,753.15015,64,3.4285715,0.14999999,0.14999999,,-142.95029,5.693723,-3.141903,,12151.547,1.4926627E-08,228.3804,177000,142.95029,34.3264,1.5374392,-2.9298522,2130.991,,354,2.2857144,-33.361282,-16.11617,,199.4610779285
-2.971151,,753.15015,64,2.2857144,0.14999999,0.14999999,,-142.95029,3.0448105,-3.144724,,12242.003,1.4842651E-08,146.16058,177500,142.95029,34.484516,1.1292983,-2.9291244,2126.91,,355,0.5714286,-33.519398,-89.49062,,200.1986896992
-2.8667316,,753.15015,64,1.7142857,0.14999999,0.14999999,,-142.95029,5.3603225,-3.1475368,,12280.119,1.4759383E-08,370.79398,178000,142.95029,34.494713,2.2703052,-2.9288886,2115.7556,,356,3.4285715,-33.529594,-37.15023,,201.0165462494
-3.6700373,,753.15015,64,2.2857144,0.14999999,0.14999999,,-142.95029,5.319497,-3.1503417,1.1624445,12301.311,1.4676812E-08,508.1079,178500,142.95029,34.45745,2.0682135,-2.9288101,2100.6863,,357,3.4285715,-33.492332,-20.226463,,201.699341774
-2.697527,,753.15015,64,0.5714286,0.14999999,0.14999999,,-142.95029,3.054193,-3.153139,1.3858332E-30,12332.776,1.4594933E-08,135.47327,179000,142.95029,34.449097,0.8910701,-2.926902,2084.9119,,358,2.2857144,-33.48398,-30.501415,,202.3959591389
-2.3189378,,753.15015,64,0.5714286,0.14999999,0.14999999,1.8452147E-28,-142.95029,2.627091,-3.1559284,0.08773269,12339.3955,1.4513737E-08,531.5204,179500,142.95029,34.37157,3.1925046,-2.925726,2084.0044,,359,1.7142857,-33.406452,-5.6532845,,203.1588120461
-2.384096,,753.15015,64,3.4285715,0.14999999,0.14999999,,-142.95029,4.5613265,-3.15871,,12342.644,1.4433216E-08,29.663855,180000,142.95029,34.28512,0.2844402,-2.9205782,1432.3862,,360,1.1428572,-33.32,-2.2832236,,203.9589812756
-2.4990501,,753.15015,64,2.857143,0.14999999,0.14999999,,-142.95029,6.1063385,-3.161484,,12428.507,1.4353366E-08,67.40117,180500,142.95029,34.427994,0.43176904,-2.9214077,1431.0918,,361,3.4285715,-33.462875,-84.89835,,204.65650177
-2.6778448,,753.15015,64,2.857143,0.14999999,0.14999999,,-142.95029,3.1673605,-3.1642501,,12483.234,1.4274175E-08,304.5426,181000,142.95029,34.484074,1.4145818,-2.9223607,1373.972,,362,0.5714286,-33.518955,-53.76196,,205.4682204723
-4.182711,,753.15015,64,3.4285715,0.14999999,0.14999999,,-142.95029,6.7873178,-3.1670089,,12532.413,1.4195636E-08,220.88351,181500,142.95029,34.52455,1.5194646,-2.9255598,1346.2296,,363,2.857143,-33.559433,-48.214233,,206.2317698002
-4.202919,,753.15015,64,0.5714286,0.14999999,0.14999999,1.3557015E-12,-142.95029,1.7097338,-3.16976,,12631.528,1.4117746E-08,46.435097,182000,142.95029,34.702,0.33624542,-2.9281647,1298.3792,,364,1.1428572,-33.73688,-98.149536,,206.9689333439
-2.4172502,,753.15015,64,0.5714286,0.14999999,0.14999999,,-142.95029,3.3222854,-3.1725035,4.7536786E-36,12635.253,0.000000014,59.254486,182500,142.95029,34.61713,0.6015783,-2.928614,1298.1829,,365,2.857143,-33.65201,-2.7590027,,207.7471151352
-4.239528,,753.15015,64,1.1428572,0.14999999,0.14999999,,-142.95029,4.517679,-3.1752393,3.4266575E-06,12636.591,0.000000014,92.77242,183000,142.95029,34.526203,0.604347,-2.9333546,1293.9844,,366,3.4285715,-33.561085,-0.3727821,,208.4909462929
-3.5809956,,753.15015,64,1.1428572,0.14999999,0.14999999,3.3366337E-10,-142.95029,1.5046049,-3.1779678,,12642.643,1.3887883E-08,161.58904,183500,142.95029,34.448616,1.8065814,-2.9363098,1288.2931,,367,0.5714286,-33.483498,-5.0874515,,209.2466087341
-4.012996,,753.15015,64,2.857143,0.14999999,0.14999999,,-142.95029,5.7853856,-3.1806889,,12650.95,1.3812508E-08,104.60524,184000,142.95029,34.377583,1.0119957,-2.9375482,1269.5927,,368,2.857143,-33.412464,-7.3425384,,210.0115425587
-3.0075665,,753.15015,64,2.857143,0.14999999,0.14999999,,-142.95029,4.07341,-3.1834028,1.3395711E-25,12721.449,1.3737745E-08,146.17892,184500,142.95029,34.47547,1.5868543,-2.9378865,1239.2036,,369,1.1428572,-33.510353,-69.534645,,210.7783279419
-2.5790265,,753.15015,64,1.1428572,0.14999999,0.14999999,9.320011E-20,-142.95029,2.19662,-3.186109,1.4724139E-35,12788.044,1.3663586E-08,137.24127,185000,142.95029,34.56228,1.2489258,-2.9357998,1142.7424,,370,1.1428572,-33.59716,-65.62792,,211.4998960495
-2.7783728,,753.15015,64,1.1428572,0.14999999,0.14999999,,-142.95029,4.0320354,-3.1888082,4.627527E-26,12794.13,1.3590027E-08,136.55716,185500,142.95029,34.485523,1.4848812,-2.9350376,1142.2606,,371,2.857143,-33.520405,-5.1213746,,212.2463252544
-2.4690635,,753.15015,64,1.7142857,0.14999999,0.14999999,,-142.95029,3.3974967,-3.1915,1.8570388E-17,12801.159,1.3517061E-08,100.958145,186000,142.95029,34.411716,1.0167675,-2.9329014,1076.3748,,372,1.7142857,-33.446598,-6.065446,,213.0594131947
-3.2496066,,753.15015,64,1.7142857,0.14999999,0.14999999,,-142.95029,4.0098066,-3.1941845,0.0014421891,12822.487,1.344468E-08,213.71495,186500,142.95029,34.37664,1.167882,-2.9339035,1073.7993,,373,2.2857144,-33.411522,-20.361904,,213.8222548962
-2.6332402,,753.15015,64,2.2857144,0.14999999,0.14999999,,-142.95029,4.788186,-3.1968617,0.0011551275,12839.088,1.337288E-08,168.24802,187000,142.95029,34.32911,0.83618253,-2.9330618,1062.9325,,374,2.2857144,-33.36399,-15.636118,,214.5386273861
-2.8559933,,753.15015,64,2.2857144,0.14999999,0.14999999,,-142.95029,4.048147,-3.199532,0.018921493,12880.464,1.3301652E-08,240.3013,187500,142.95029,34.3479,1.082094,-2.9335475,1058.9214,,375,1.7142857,-33.382782,-40.410423,,215.3288543224
-3.2897856,,753.15015,64,1.1428572,0.14999999,0.14999999,,-142.95029,3.0512896,-3.2021952,2.6227102E-12,12910.19,1.3230991E-08,49.50352,188000,142.95029,34.335613,0.45969504,-2.9347343,1019.5051,,376,2.2857144,-33.370495,-28.761646,,216.1118838787
-2.3138058,,753.15015,64,1.1428572,0.14999999,0.14999999,1.3105215E-35,-142.95029,2.9754953,-3.2048512,7.8941846,12917.261,1.3160895E-08,123.58349,188500,142.95029,34.26329,0.8368454,-2.9345613,1016.54016,,377,1.7142857,-33.298172,-6.1039896,,216.9929068089
-2.7485955,,753.15015,64,1.7142857,0.14999999,0.14999999,,-142.95029,4.4687605,-3.2075002,1.3826354E-12,12926.864,1.3091352E-08,139.64874,189000,142.95029,34.19805,0.6297368,-2.934675,1011.8573,,378,2.857143,-33.232933,-8.63909,,217.7504146099
-3.1471584,,753.15015,64,1.7142857,0.14999999,0.14999999,3.2160508E-33,-142.95029,2.623541,-3.2101421,1.1529634E-27,12943.755,0.000000013,166.69926,189500,142.95029,34.152386,1.4776266,-2.9363708,997.5234,,379,1.1428572,-33.187267,-15.926118,,218.514370203
-3.0647645,,753.15015,64,2.2857144,0.14999999,0.14999999,,-142.95029,3.5813303,-3.2127774,0.0041310214,12960.025,0.000000013,203.48238,190000,142.95029,34.105328,1.3780304,-2.9359221,981.82336,,380,1.1428572,-33.14021,-15.304395,,219.3420774937
-3.1217265,,753.15015,64,2.2857144,0.14999999,0.14999999,,-142.95029,5.13652,-3.2154055,1.4950804E-22,12992.439,1.28860025E-08,107.64848,190500,142.95029,34.100887,1.3842937,-2.9359384,981.1444,,381,2.857143,-33.13577,-31.449081,,220.0787007809
-2.6939156,,753.15015,64,2.857143,0.14999999,0.14999999,,-142.95029,5.0394993,-3.2180266,1.0153852E-06,13022.061,1.2818624E-08,165.89568,191000,142.95029,34.08916,0.8987218,-2.9345875,979.92065,,382,2.2857144,-33.124043,-28.657106,,220.8132040501
-3.175185,,753.15015,64,2.857143,0.14999999,0.14999999,,-142.95029,4.4068336,-3.220641,0.029120766,13080.383,1.2751775E-08,217.29898,191500,142.95029,34.152435,1.0122982,-2.9357042,975.1627,,383,1.7142857,-33.187317,-57.357395,,221.5114130974
-3.1559143,,753.15015,64,0.5714286,0.14999999,0.14999999,,-142.95029,2.6766284,-3.2232485,,13137.816,1.2685445E-08,104.67809,192000,142.95029,34.213062,0.7391873,-2.9365852,948.4261,,384,2.2857144,-33.247944,-56.46742,,222.2306110859
-2.4170153,,753.15015,64,0.5714286,0.14999999,0.14999999,1.9788487E-28,-142.95029,2.3133016,-3.2258494,3.7606547,13140.107,1.26196325E-08,229.57991,192500,142.95029,34.130146,1.8344362,-2.936034,947.9541,,385,1.7142857,-33.165028,-1.3260165,,223.0397036076
-2.449688,,753.15015,64,1.7142857,0.14999999,0.14999999,1.1822182E-23,-142.95029,2.4037473,-3.2284434,2.3092174E-18,13143.321,1.255433E-08,129.90181,193000,142.95029,34.050053,1.2194147,-2.933279,934.532,,386,0.5714286,-33.084934,-2.2484245,,223.8126709461
-2.599155,,753.15015,64,2.2857144,0.14999999,0.14999999,,-142.95029,5.7707586,-3.2310307,,13161.257,1.2489533E-08,227.22398,193500,142.95029,34.008415,1.12231,-2.9321208,921.42114,,387,3.4285715,-33.043297,-16.970795,,224.5518426895
-3.0753238,,753.15015,64,1.7142857,0.14999999,0.14999999,,-142.95029,5.1135507,-3.2336113,0.14824463,13202.3955,1.2425237E-08,197.11668,194000,142.95029,34.02679,1.861773,-2.9326062,919.4793,,388,3.4285715,-33.061672,-40.17295,,225.3549156189
-2.6156332,,753.15015,64,2.2857144,0.14999999,0.14999999,,-142.95029,2.652143,-3.2361853,,13223.238,1.2361436E-08,112.77554,194500,142.95029,33.9929,1.0928353,-2.930255,919.53406,,389,0.5714286,-33.027782,-19.877996,,226.1599934101
-3.6555545,,753.15015,64,3.4285715,0.14999999,0.14999999,,-142.95029,5.396776,-3.2387528,2.6512467E-28,13257.255,1.2298124E-08,157.69296,195000,142.95029,33.99296,0.9739685,-2.9320807,883.1075,,390,1.7142857,-33.027843,-33.051685,,226.8968267441
-3.063806,,753.15015,64,3.4285715,0.14999999,0.14999999,,-142.95029,6.0959606,-3.2413137,8.024675,13352.312,1.22353E-08,153.1278,195500,142.95029,34.14913,1.5023777,-2.9327645,842.918,,391,2.2857144,-33.184013,-94.09096,,227.5873632431
-3.4321191,,753.15015,64,2.857143,0.14999999,0.14999999,,-142.95029,5.9880943,-3.2438679,3.7099507E-10,13429.774,1.2172954E-08,72.73896,196000,142.95029,34.25963,0.5620785,-2.9331977,833.0669,,392,3.4285715,-33.29451,-76.49827,,228.3745090961
-3.0037982,,753.15015,64,3.4285715,0.14999999,0.14999999,,-142.95029,4.7745543,-3.2464156,,13492.091,1.2111084E-08,56.24971,196500,142.95029,34.33102,0.41886708,-2.9345682,830.47485,,393,1.1428572,-33.365902,-61.350815,,229.0908482075
-2.507942,,753.15015,64,0.5714286,0.14999999,0.14999999,1.4674349E-12,-142.95029,1.6126245,-3.248957,,13561.103,0.000000012,44.453632,197000,142.95029,34.41904,0.32555804,-2.9349954,825.1147,,394,1.1428572,-33.453922,-68.04751,,229.7614812851
-2.9977677,,753.15015,64,0.5714286,0.14999999,0.14999999,,-142.95029,3.104679,-3.2514918,5.228666E-29,13563.106,0.000000012,110.40126,197500,142.95029,34.336975,0.82127154,-2.936885,824.84296,,395,2.857143,-33.371857,-1.0380837,,230.5424530506
-2.7089005,,753.15015,64,3.4285715,0.14999999,0.14999999,,-142.95029,4.033328,-3.2540202,,13565.113,1.1928279E-08,258.64368,198000,142.95029,34.255337,1.2996638,-2.9368947,820.6183,,396,0.5714286,-33.29022,-1.0423155,,231.240547657
-2.977691,,753.15015,64,1.1428572,0.14999999,0.14999999,,-142.95029,4.7605257,-3.2565422,,13661.799,1.1868263E-08,198.19301,198500,142.95029,34.41259,1.020149,-2.9367626,818.93787,,397,3.4285715,-33.44747,-95.72112,,231.9906356335
-3.738867,,753.15015,64,1.1428572,0.14999999,0.14999999,3.6184775E-10,-142.95029,1.538866,-3.259058,,13667.792,1.1808698E-08,180.3446,199000,142.95029,34.341183,1.9006525,-2.9390347,813.8621,,398,0.5714286,-33.376064,-5.02627,,232.719594717
-3.7091823,,753.15015,64,4,0.14999999,0.14999999,,-142.95029,6.43445,-3.2615674,,13676.173,1.1749581E-08,175.67259,199500,142.95029,34.27612,1.5556958,-2.9391887,803.40735,,399,2.2857144,-33.311,-7.416931,,233.4894282818
-2.7733147,,753.15015,64,2.857143,0.14999999,0.14999999,,-142.95029,3.3998144,-3.2640705,,13774.692,1.1690906E-08,182.38416,200000,142.95029,34.43673,1.1838328,-2.937854,798.3703,,400,0.5714286,-33.47161,-97.55393,,234.2757675648
-2.4647367,,753.15015,64,0.5714286,0.14999999,0.14999999,,-142.95029,4.1872807,-3.2665675,,13831.192,1.163267E-08,48.818413,200500,142.95029,34.491753,0.27807873,-2.936625,791.90454,,401,3.4285715,-33.526634,-55.53565,,235.0626313686
-2.686049,,753.15015,64,,0.14999999,0.14999999,,-142.95029,2.4058251,-3.2690582,4.420879E-17,13834.248,1.1574867E-08,106.405304,201000,142.95029,34.41355,1.0459772,-2.9378164,791.6227,,402,2.2857144,-33.448433,-2.0890963,,235.7877905369
