iteration,mean,std,low,up
0,15.503330000000007,0.3220826905894688,15.465371573735798,15.541288426264217
1000,14.447255749103938,2.713282848908103,14.127487099737124,14.767024398470753
2000,14.158505978494636,3.1108384854550155,13.791884186265134,14.525127770724138
3000,14.250365462365597,3.1934427031229764,13.874008511442147,14.626722413289047
4000,13.876886351254484,3.1706826750932553,13.503211738969464,14.250560963539504
5000,13.541855370967752,3.2570501657826347,13.158002086798945,13.92570865513656
6000,13.443172770609316,3.3376434913716877,13.049821317503952,13.83652422371468
7000,13.68648882616487,3.4204482953823874,13.28337857465401,14.08959907767573
8000,13.435310888888893,3.479969898661007,13.025185835107708,13.845435942670077
9000,13.508879241935471,3.559207595537658,13.089415784191212,13.92834269967973
10000,13.350855544802874,3.5129852880065515,12.936839526810719,13.76487156279503
11000,13.283996763440852,3.5708417701774646,12.863162182773465,13.70483134410824
12000,13.466514379928306,3.7466157625378145,13.024964298791257,13.908064461065354
13000,13.275316433691769,3.7033952377162582,12.838860023070007,13.711772844313531
14000,13.292560740143374,3.7214336829643613,12.853978443797613,13.731143036489135
15000,13.071453505376345,3.774926775801891,12.626566885080726,13.516340125671965
16000,13.063138749103954,3.7650294684387187,12.619418556631798,13.50685894157611
17000,12.982658444444443,3.7659890508576024,12.538825162260991,13.426491726627894
18000,13.220528064516133,3.8060900909608515,12.771968752594507,13.669087376437759
19000,13.371311116487478,3.828162887749065,12.920150458222784,13.822471774752172
20000,13.220630146953402,3.8405299212605684,12.768011996115003,13.673248297791801
21000,13.153837937275995,3.8323779228156365,12.702180524288213,13.605495350263777
22000,13.140163053763436,3.8865820980958046,12.68211751359372,13.598208593933151
23000,13.236158580645155,3.8909882960016065,12.777593756629397,13.694723404660913
24000,13.130607681003578,3.835554434013991,12.678575906494288,13.582639455512869
25000,13.005582039426521,3.8462880677923774,12.552285273477988,13.458878805375054
26000,13.016008899641578,3.8390826676470535,12.56356131205038,13.468456487232777
27000,13.10602779032257,3.90509514335252,12.645800431372042,13.566255149273097
28000,12.886477362007176,3.8419413013403583,12.433692875726807,13.339261848287544
29000,12.917664446236559,3.872318048732078,12.461299967737718,13.3740289247354
30000,12.963788489247305,3.8895046111127685,12.505398522015529,13.422178456479081
31000,12.97814675268817,3.9047994654937384,12.517954240274038,13.438339265102302
32000,13.032436014336925,3.907141784449836,12.571967452498281,13.492904576175569
33000,12.974433847670259,3.9317901460784435,12.511060401326024,13.437807294014494
34000,12.851252480286744,3.9560579334064965,12.3850190012776,13.317485959295889
35000,12.873772668458775,3.9739507793753237,12.405430463044242,13.342114873873308
36000,12.703548560931912,3.967280611718892,12.235992455095388,13.171104666768436
37000,12.68800351433691,3.955281471032412,12.22186154378393,13.154145484889888
38000,12.551455019713256,3.944715042979357,12.086558334895422,13.01635170453109
39000,12.656806586021501,3.932224040029566,12.19338200395333,13.120231168089672
40000,12.534468867383522,3.8906187097369087,12.07594760023495,12.992990134532093
41000,12.601820530465954,3.91216721313127,12.140759706547964,13.062881354383943
42000,12.598654374551973,3.8985024237367973,12.139203987691923,13.058104761412023
43000,12.545350636200713,3.906542574965327,12.084952693025224,13.0057485793762
44000,12.69871788888888,3.9450449374856236,12.233782324998506,13.163653452779252
45000,12.891337836917561,3.9613280533203676,12.42448325822191,13.358192415613212
46000,12.82413162365591,3.9540126939371527,12.358139182348754,13.290124064963067
47000,12.701378965949827,3.9552169100358516,12.235244604106969,13.167513327792685
48000,12.811948121863793,4.007286832705323,12.339677161010865,13.28421908271672
49000,12.7186971577061,3.9726581128312937,12.250507296981702,13.186887018430497
50000,12.73606757885307,3.932959464846538,12.272556324729855,13.199578832976286
51000,12.666279989247318,3.9343079663925415,12.202609810108891,13.129950168385745
52000,12.536910451612895,3.931657377449683,12.07355265245602,13.000268250769771
53000,12.52914846415771,3.9672474041863177,12.061596271930064,12.996700656385357
54000,12.607238435483875,3.9731852042904037,12.138986455425314,13.075490415542436
55000,12.383490008960582,3.9810110534417174,11.914315728739222,12.852664289181941
56000,12.554731740143371,3.998657544478472,12.083477767195852,13.02598571309089
57000,12.4791139982079,4.0012654874029945,12.007552671242006,12.950675325173794
58000,12.499738906810048,4.005500072609772,12.027678521077487,12.97179929254261
59000,12.50483800358424,3.966368039742635,12.037389447135137,12.972286560033343
60000,12.415640080645176,3.9844495399898556,11.946060564309267,12.885219596981084
61000,12.29012991218639,3.926563084813637,11.827372490935696,12.752887333437085
62000,12.266864286738356,3.917044217867793,11.805228692955078,12.728499880521634
63000,12.248947310035845,3.9734266012215618,11.780666880613566,12.717227739458124
64000,12.35131553225805,4.0031086882274005,11.879536978459956,12.823094086056145
65000,12.262540344086027,3.9704483456361905,11.794610911157308,12.730469777014745
66000,12.264917086021514,4.031643053841745,11.78977567030996,12.740058501733069
67000,12.248089245519713,4.015328665802234,11.774870530138035,12.721307960901392
68000,12.17391673835126,3.984598983066589,11.704319609693501,12.643513867009018
69000,12.152852858422943,3.9940690790553397,11.682139650103636,12.62356606674225
70000,12.228654172043013,4.008857848727496,11.756198062165998,12.701110281920029
71000,12.231483691756285,4.0272617813479465,11.756858622355036,12.706108761157534
72000,12.245127775985663,3.9927433261378735,11.774570811686393,12.715684740284933
73000,12.140261324372766,3.962783117284983,11.673235261956243,12.607287386789288
74000,12.159798365591394,4.00761073221943,11.687489232194014,12.632107498988773
75000,12.068225256272388,3.9917946266357616,11.597780099099518,12.538670413445258
76000,12.162799930107534,3.9814447390941474,11.693574538710875,12.632025321504193
77000,12.178379399641559,3.9944693516433802,11.707619017978379,12.649139781304738
78000,12.176492603942636,4.0064264759068084,11.704323038759364,12.648662169125908
79000,12.14007207168457,3.983922059150283,11.670554720572499,12.60958942279664
80000,12.135449976702517,3.9694422019029205,11.667639120877835,12.6032608325272
81000,12.191759802867384,4.002036011897482,11.720107667242525,12.663411938492244
82000,12.149609327956984,3.9594060858603624,11.68298125898149,12.616237396932478
83000,12.154958034050171,3.9915954286196045,11.684536352970333,12.62537971513001
84000,12.053194498207871,3.9530276651769314,11.587318145540854,12.519070850874888
85000,12.081944086021505,4.015797377961015,11.60867013148405,12.555218040558959
86000,12.07893589605736,4.025045042936307,11.604572076030895,12.553299716083824
87000,12.077693139784962,3.99732576662474,11.606596120914574,12.54879015865535
88000,12.014951181003592,3.989503498683104,11.544776040239533,12.485126321767652
89000,12.012661808243738,3.9674923511837883,11.545080748266244,12.480242868221232
90000,12.035149035842293,3.9908852843757012,11.56481104742495,12.505487024259637
91000,12.082104892473104,4.014295588759106,11.609007928368078,12.555201856578131
92000,11.970231711469525,3.9688594962152592,11.502489529285262,12.437973893653789
93000,11.985446765232991,3.984813241928368,11.515824385515664,12.455069144950318
94000,11.970928265232978,3.9472407863157732,11.505733913868635,12.43612261659732
95000,11.98653880107525,3.9754031836365367,11.518025425393994,12.455052176756507
