LQGsigma_higher,Regret,ReturnLastEpisode,Regret/t,ReturnMean,Iteration,LQGmu1_actor,LQGmu1_higher
0.14999999,0.15059638660808972,17.19940361339191,0.15059638660808972,0.9862043356302701,1,-1.0095,-1.0
0.14999999,0.20865800946502588,17.291938377143065,0.10432900473251294,0.988857281838732,2,-0.88594407,-0.97979796
0.14999999,0.24711831681505103,17.311539692649976,0.08237277227168367,0.9901162401220365,3,-0.8649946,-0.959596
0.14999999,0.39852172343833203,17.19859659337672,0.09963043085958301,0.989126695478235,4,-0.9938687,-0.93939394
0.14999999,0.470913248473952,17.27760847496438,0.0941826496947904,0.9894390682514456,5,-0.9129844,-0.9191919
0.14999999,0.6224096214268897,17.198503627047064,0.10373493690448161,0.9888913453609817,6,-1.0287776,-0.8989899
0.14999999,0.7326375237473357,17.239772097679555,0.10466250339247653,0.988838159209147,7,-0.95567876,-0.8787879
0.14999999,0.816996664952697,17.26564085879464,0.10212458311908712,0.9889836821606028,8,-0.9303576,-0.85858583
0.14999999,0.7866079469305696,17.38038871802213,0.0874008829922855,0.9898279310210847,9,-0.63484085,-0.83838385
0.14999999,0.7737380935082889,17.362869853422282,0.0773738093508289,0.9904028779041957,10,-0.48682147,-0.8181818
0.14999999,0.883236463571059,17.24050162993723,0.08029422396100537,0.9902354229380158,11,-0.96273214,-0.7979798
0.14999999,0.8699844313282519,17.36325203224281,0.07249870261068765,0.9906824138411303,12,-0.7871769,-0.7777778
0.14999999,0.8065658824778232,17.41341854885043,0.06204352942137102,0.9912819077166646,13,-0.56842214,-0.75757575
0.14999999,0.7662890335605432,17.39027684891728,0.05473493096861023,0.9917009787288641,14,-0.7037404,-0.7373737
0.14999999,0.7780066492043041,17.33828238435624,0.05186710994695361,0.9918654180076288,15,-0.8095517,-0.7171717
0.14999999,0.7280917659597925,17.399914883244513,0.04550573537248703,0.9922301757240547,16,-0.6872268,-0.6969697
0.14999999,0.7167941862852274,17.361297579674567,0.04216436389913102,0.9924217681250499,17,-0.6955958,-0.67676765
0.14999999,0.7239901489757337,17.342804037309495,0.040221674943096315,0.9925331608404188,18,-0.78233886,-0.65656567
0.14999999,0.6774754198291646,17.39651472914657,0.03565660104364024,0.9927949196649289,19,-0.6324106,-0.6363636
0.14999999,0.6605193216403684,17.366956098188798,0.033025966082018424,0.9929457588255725,20,-0.5328297,-0.61616164
0.14999999,0.647828013220888,17.362691308419482,0.030848953010518477,0.9930705875567364,21,-0.55857104,-0.5959596
0.14999999,0.6413801813702413,17.356447831850648,0.02915364460773824,0.9931677956073546,22,-0.48065442,-0.57575756
0.14999999,0.6014002386756871,17.389979942694556,0.02614783646416031,0.9933401469917341,23,-0.6641531,-0.5555556
0.14999999,0.5459031062943822,17.405497132381306,0.022745962762265926,0.9935352085572097,24,-0.5030544,-0.53535354
0.14999999,0.569337678662361,17.326565427632023,0.02277350714649444,0.99353362917738,25,-0.38854766,-0.5151515
0.14999999,0.5891095368427237,17.33022814181964,0.022658059109335528,0.9935402489042813,26,-0.46162578,-0.4949495
0.14999999,0.5713380496159566,17.36777148722677,0.021160668504294686,0.9936261084573226,27,-0.7004727,-0.47474748
0.14999999,0.5549995619922683,17.36633848762369,0.019821412928295295,0.9937029006348456,28,-0.608428,-0.45454547
0.14999999,0.5284885792223903,17.37651098276988,0.018223744111116907,0.9937945100853718,29,-0.53419644,-0.43434343
0.14999999,0.5885165416251503,17.28997203759724,0.019617218054171676,0.993714609056527,30,-0.35356757,-0.41414142
0.14999999,0.6129206187645018,17.32559592286065,0.019771632863371025,0.9937057549963665,31,-0.41821212,-0.3939394
0.14999999,0.6138307957501148,17.34908982301439,0.019182212367191087,0.9937395520431658,32,-0.49953765,-0.37373737
0.14999999,1.381754034532971,16.582076761217145,0.041871334379787004,0.9924385702763886,33,-0.19382039,-0.35353535
0.14999999,1.6304581029576468,17.101295931575326,0.04795465008698961,0.9920897563023516,34,-0.27943712,-0.33333334
0.14999999,7.814912337215475,11.165545765742174,0.22328320963472784,0.982036513209018,35,-0.01741162,-0.3131313
0.14999999,7.866241332015285,17.29867100520019,0.21850670366709124,0.982310395431933,36,-0.4021485,-0.2929293
0.14999999,8.382773952178997,16.83346737983629,0.22656145816699994,0.9818485402427181,37,-0.21342662,-0.27272728
0.14999999,8.827919074039787,16.90485487813921,0.2323136598431523,0.9815187121649569,38,-0.2282537,-0.25252524
0.14999999,10.180281006190464,15.997638067849325,0.261032846312576,0.9798719698215266,39,-0.10520235,-0.23232323
0.14999999,10.253798738017204,17.27648226817326,0.2563449684504301,0.9801407701576588,40,-0.37790796,-0.21212122
0.14999999,10.433783289986719,17.170015448030487,0.2544825192679688,0.9802475619685798,41,-0.30224442,-0.1919192
0.14999999,12.610600819515172,15.173182470471549,0.30025240046464696,0.9776231421751922,42,-0.09058345,-0.17171717
0.14999999,14.806581913274226,15.154018906240948,0.34433911426219127,0.975095234273957,43,-0.08113294,-0.15151516
0.14999999,14.950391903005517,17.20619001026871,0.3397816341592163,0.9753565576743568,44,-0.35194385,-0.13131313
0.14999999,17.27850939166929,15.021882511336228,0.3839668753704286,0.972823000265457,45,-0.09318482,-0.11111111
0.14999999,18.41764438749213,16.210865004177162,0.40038357364113325,0.9718816758233294,46,-0.14788629,-0.09090909
0.14999999,20.915126330784815,14.852518056707316,0.44500268788903863,0.9693232403733347,47,-0.090197034,-0.07070707
0.14999999,21.473619538767426,16.79150679201739,0.4473670737243214,0.9691876677910364,48,-0.19809893,-0.05050505
0.14999999,30.50848993086471,8.315129607902719,0.6226222434870349,0.9591386328275779,49,0.29447663,-0.030303031
0.14999999,31.620444497787304,16.238045433077406,0.6324088899557461,0.9585774719062069,50,-0.12419538,-0.01010101
0.14999999,35.070328459767666,13.900116038019641,0.6876534992111307,0.9554097764213798,51,-0.036951408,0.01010101
0.14999999,36.563091948791424,15.857236510976247,0.7031363836306043,0.954521996351456,52,-0.0962044,0.030303031
0.14999999,44.764270096639905,9.148821852151519,0.8446088697479227,0.9464100418722519,53,0.033105712,0.05050505
0.14999999,53.02313160574742,9.091138490892485,0.9819098445508782,0.9385372795555686,54,0.03852746,0.07070707
0.14999999,61.234573492191615,9.138558113555813,1.1133558816762112,0.9310002361424187,55,0.025626086,0.09090909
0.14999999,69.48768262593225,9.096890866259365,1.240851475463076,0.9236897089757408,56,0.05214138,0.11111111
0.14999999,77.78925703049508,9.048425595437168,1.3647238075525452,0.9165869376403354,57,0.078585565,0.13131313
0.14999999,86.3864229334307,8.752834097064381,1.4894210850591498,0.9094368643888099,58,0.19657485,0.15151516
0.14999999,94.65641695318338,9.080005980247318,1.6043460500539557,0.9028471301574564,59,0.05202973,0.17171717
0.14999999,103.23874776761767,8.76766918556571,1.7206457961269612,0.8961785667358392,60,0.19238575,0.1919192
0.14999999,111.64115596418549,8.94759180343219,1.8301828846587784,0.8898977703750698,61,0.13134179,0.21212122
0.14999999,121.90784831698593,7.083307647199558,1.966255618015902,0.8820954347467944,62,0.47118187,0.23232323
