Regret,ReturnLastEpisode,LQGmu1_actor,Iteration,ReturnMean,Regret/t,LQGmu1_higher,LQGsigma_higher
0.15340719312259665,17.196592806877405,-1.0297719,1,0.9860431655319613,0.15340719312259665,-1.0,0.14999999
0.30613367358926524,17.197273519533333,-1.2955934,2,0.9860626813764546,0.15306683679463262,-0.97979796,0.14999999
0.458874278851205,17.19725939473806,-1.0851446,3,0.9860689166886237,0.15295809295040166,-0.959596,0.14999999
0.6073751004329289,17.201499178418278,-1.0695169,4,0.9861328110603078,0.15184377510823222,-0.93939394,0.14999999
0.7602099630091423,17.197165137423788,-1.0407093,5,0.9861214453783356,0.15204199260182846,-0.9191919,0.14999999
0.7710522289923709,17.339157734016773,-0.79571944,6,0.9874708311449507,0.1285087048320618,-0.8989899,0.14999999
0.7500433479051729,17.3710088810872,-0.52820635,7,0.9886955820125723,0.10714904970073899,-0.8787879,0.14999999
0.7965153298382255,17.30352801806695,-0.8875615,8,0.9891304807207697,0.09956441622977819,-0.85858583,0.14999999
0.8270772837980118,17.319438046040215,-0.8364924,9,0.989570098854498,0.09189747597755688,-0.83838385,0.14999999
0.8978112264396607,17.279266057358353,-0.90094286,10,0.989691449389681,0.08978112264396607,-0.8181818,0.14999999
0.9515949542035713,17.29621627223609,-0.88748026,11,0.9898790921903484,0.08650863220032466,-0.7979798,0.14999999
0.8826634082921991,17.418931545911374,-0.5914913,12,0.9906218300444755,0.07355528402434992,-0.7777778,0.14999999
0.8828455079182582,17.349817900373942,-0.8126988,13,0.9909454591217439,0.0679111929167891,-0.75757575,0.14999999
0.8294005474624875,17.403444960455772,-0.6495161,14,0.9914424944812319,0.059242896247320535,-0.7373737,0.14999999
0.7945061584317124,17.384894389030777,-0.7420234,15,0.9918023464891756,0.05296707722878082,-0.7171717,0.14999999
0.9458586310685213,17.198647527363192,-1.0325712,16,0.9914497612132008,0.05911616444178258,-0.6969697,0.14999999
0.9077854632785325,17.38807316778999,-0.7433295,17,0.9917775719668157,0.053399144898737205,-0.67676765,0.14999999
0.8820570274958435,17.37572843578269,-0.74148244,18,0.9920296348512494,0.04900316819421353,-0.65656567,0.14999999
0.8043504766165945,17.42770655087925,-0.6258763,19,0.9924120277745758,0.04233423561139971,-0.6363636,0.14999999
0.8261092429334163,17.32824123368318,-0.44134748,20,0.992471017078746,0.041305462146670816,-0.61616164,0.14999999
0.7630415736812246,17.413067669252193,-0.5773212,21,0.9927560026930942,0.03633531303243927,-0.5959596,0.14999999
0.7225445513120263,17.3904970223692,-0.59738404,22,0.9929562537757715,0.03284293415054665,-0.57575756,0.14999999
0.6703582291669115,17.402186322145116,-0.65164167,23,0.9931682333736367,0.02914600996377876,-0.5555556,0.14999999
0.6628320109385477,17.357526218228365,-0.42417789,24,0.9932558485977195,0.027618000455772822,-0.53535354,0.14999999
0.6260729986113951,17.386759012327154,-0.5168616,25,0.9934035022967629,0.025042919944455802,-0.5151515,0.14999999
0.579763405856685,17.39630959275471,-0.46126702,26,0.9935608605198998,0.02229859253294942,-0.4949495,0.14999999
0.5169606352878198,17.412802770568867,-0.5154837,27,0.9937415888649171,0.019146690195845178,-0.47474748,0.14999999
0.6442332255553787,17.222727409732443,-0.34823743,28,0.9935201645938004,0.023008329484120665,-0.45454547,0.14999999
1.1137876198996288,16.88044560565575,-0.22008102,29,0.9926372437126313,0.038406469651711336,-0.43434343,0.14999999
1.0855487674643314,17.3782388524353,-0.452203,30,0.992764623915397,0.03618495891547771,-0.41414142,0.14999999
1.1733018065480465,17.262246960916286,-0.354584,31,0.992669240517631,0.03784844537251763,-0.3939394,0.14999999
1.1492049565140938,17.374096850033954,-0.49751058,32,0.9927802376782646,0.03591265489106543,-0.37373737,0.14999999
1.1610757965944778,17.338129159919617,-0.4499227,33,0.9928220117518166,0.03518411504831751,-0.35353535,0.14999999
1.1907672349877352,17.320308561606744,-0.40903634,34,0.9928312749005198,0.03502256573493339,-0.33333334,0.14999999
2.0902971399092074,16.45047009507853,-0.1795954,35,0.991414978473281,0.059722775425977356,-0.3131313,0.14999999
2.1953885234832633,17.244908616425946,-0.38989326,36,0.9913427170561236,0.06098301454120176,-0.2929293,0.14999999
2.2165740488221495,17.328814474661115,-0.384229,37,0.9914043918162313,0.05990740672492296,-0.27272728,0.14999999
10.479541663458505,9.087032385363646,0.04399267,38,0.9790265245300298,0.27577741219627644,-0.25252524,0.14999999
10.503137133141813,17.326404530316694,-0.44806367,39,0.9793972930881824,0.2693112085420978,-0.23232323,0.14999999
10.557235235592021,17.295901897549793,-0.42425174,40,0.9797057981141167,0.26393088088980055,-0.21212122,0.14999999
10.814438877889163,17.09279635770286,-0.25154534,41,0.9797152063130884,0.26376680189973567,-0.1919192,0.14999999
11.00845340773979,17.155985470149375,-0.29163438,42,0.9798104338579348,0.262106033517614,-0.17171717,0.14999999
19.21082218833126,9.147631219408531,0.023511276,43,0.9692222874595539,0.44676330670537817,-0.15151516,0.14999999
27.67060932176414,8.89021286656712,0.15346928,44,0.9587799607462414,0.6288774845855486,-0.13131313,0.14999999
28.21935725772176,16.80125206404238,-0.21283135,45,0.9588820626175817,0.6270968279493725,-0.11111111,0.14999999
28.94807856736979,16.62127869035197,-0.1703513,46,0.9587553867080052,0.6293060558123867,-0.09090909,0.14999999
34.43503183277391,11.863046734595883,-0.013119243,47,0.9528291140045213,0.732660251761147,-0.07070707,0.14999999
34.51721957779999,17.26781225497392,-0.41546983,48,0.9536061501603115,0.7191087412041665,-0.05050505,0.14999999
35.32601584720841,16.541203730591583,-0.18050668,49,0.9535011984562718,0.7209390989226206,-0.030303031,0.14999999
43.54670690641555,9.12930894079286,0.024763644,50,0.944900565474294,0.870934138128311,-0.01010101,0.14999999
45.351344396568855,15.545362509846697,-0.09240844,51,0.9438508000578242,0.8892420469915462,0.01010101,0.14999999
53.83664076611686,8.864703630451997,0.162341,52,0.9354747697974187,1.0353200147330166,0.030303031,0.14999999
62.099625968284904,9.087014797831957,0.044014618,53,0.92765532935749,1.1716910560053755,0.05050505,0.14999999
70.92247296109298,8.527153007191929,0.25185138,54,0.9195310132506234,1.3133791289091292,0.07070707,0.14999999
79.26409722601636,9.008375735076612,0.10283251,55,0.9122038185717094,1.4411654041093884,0.09090909,0.14999999
79.78720807054891,16.826889155467452,-0.21169323,56,0.913143831841263,1.4247715726883734,0.11111111,0.14999999
88.37944728313109,8.757760787417832,0.19519363,57,0.9059336801030792,1.5505166190022996,0.13131313,0.14999999
