Regret/t,LQGmu1_actor,ReturnMean,LQGmu1_higher,Iteration,ReturnLastEpisode,Regret,LQGsigma_higher
0.10666313512305337,-0.94710684,0.9887234440869809,-1.0,1,17.243336864876948,0.10666313512305337,0.14999999
0.13031647606322494,-1.0824441,0.9873671745376591,-0.97979796,2,17.196030182996605,0.2606329521264499,0.14999999
0.13665117713160294,-1.122518,0.9870039462653897,-0.959596,3,17.200679420731642,0.40995353139480883,0.14999999
0.14242947784209914,-1.058394,0.9866726216833659,-0.93939394,4,17.190235620026414,0.5697179113683966,0.14999999
0.14721512565590372,-1.1779695,0.9863982152720239,-0.9191919,5,17.18364228308888,0.7360756282795187,0.14999999
0.1411735449823445,-0.95912504,0.986744636182205,-0.8989899,6,17.239034358385453,0.847041269894067,0.14999999
0.12062664725764805,-0.74863183,0.9879227839875202,-0.8787879,7,17.352654739090532,0.8443865308035363,0.14999999
0.09894553220137015,-0.7126843,0.9891659671902884,-0.85858583,8,17.402822273192577,0.7915642576109612,0.14999999
0.10202210239393494,-0.97684395,0.9889895583489715,-0.83838385,9,17.223365336065548,0.9181989215454145,0.14999999
0.09316703383334861,-0.7915898,0.9894973031058859,-0.8181818,10,17.33652858321193,0.9316703383334861,0.14999999
0.08993191701835747,-0.89119536,0.9896828029232592,-0.7979798,11,17.292419251131555,0.9892510872019322,0.14999999
0.08315234176779018,-0.41440734,0.9900715400362504,-0.7777778,12,17.34142298598845,0.9978281012134822,0.14999999
0.07700156973017022,-0.8117783,0.9904242219191416,-0.75757575,13,17.34680769472127,1.0010204064922128,0.14999999
0.06847064412842993,-0.57171077,0.990913380497223,-0.7373737,14,17.392431388694195,0.958589017798019,0.14999999
0.06177327893805682,-0.73160976,0.9912974037306159,-0.7171717,15,17.381989833727168,0.9265991840708523,0.14999999
0.07267843252428263,-0.2605642,0.9906721082268185,-0.6969697,16,17.11374426368233,1.1628549203885221,0.14999999
0.06646953683697339,-0.6596029,0.9910281228877881,-0.67676765,17,17.382872794159976,1.1299821262285477,0.14999999
0.0602302735395504,-0.6328763,0.9913858788108055,-0.65656567,18,17.395837202516642,1.0841449237119072,0.14999999
0.05966668869033311,-0.8720765,0.9914181944558295,-0.6363636,19,17.30047783859558,1.133667085116329,0.14999999
0.056380998903148336,-0.75759494,0.99160659409959,-0.61616164,20,17.356047107053364,1.1276199780629668,0.14999999
0.053292088814477404,-0.7830415,0.9917837105037568,-0.5959596,21,17.358486112958943,1.1191338651040255,0.14999999
0.04872517827281975,-0.53386444,0.9920455746403198,-0.57575756,22,17.397179943101992,1.0719539220020344,0.14999999
0.045016907907893255,-0.5457547,0.9922582048217948,-0.5555556,23,17.38656504012049,1.0353888818815449,0.14999999
0.042248145120655334,-0.6885031,0.9924169641559254,-0.53535354,24,17.37143339898582,1.013955482895728,0.14999999
0.045982989538642445,-0.36841857,0.9922028102328757,-0.5151515,25,17.21438074442967,1.149574738466061,0.14999999
0.048020783855129694,-0.37997133,0.99208596422849,-0.4949495,26,17.25103435823269,1.248540380233372,0.14999999
0.046021522996099934,-0.5080163,0.9922006007456362,-0.47474748,27,17.355959259338675,1.2425811208946982,0.14999999
0.0430990491398224,-0.66371655,0.992368173787854,-0.45454547,28,17.385807744979672,1.2067733759150272,0.14999999
0.04125611120210274,-0.49176264,0.9924738468347416,-0.43434343,29,17.36034615105405,1.1964272248609795,0.14999999
0.038198962243679094,-0.55145633,0.9926491420731833,-0.41414142,30,17.400458357550608,1.1459688673103727,0.14999999
0.03752427473838025,-0.80777913,0.9926878282833494,-0.3939394,31,17.332716350420586,1.1632525168897878,0.14999999
0.03581950241377985,-0.48861986,0.9927855789900353,-0.37373737,32,17.367028439648834,1.146224077240955,0.14999999
0.04404478152327208,-0.28012085,0.9923139460135735,-0.35353535,33,17.042746286972978,1.4534777902679785,0.14999999
0.05648368022351543,-0.19797139,0.9916007064092018,-0.33333334,34,16.883032662668455,1.9204451275995247,0.14999999
0.05974814159054418,-0.26479778,0.9914135239913676,-0.3131313,35,17.17926017193048,2.0911849556690463,0.14999999
0.06635068357584571,-0.26418433,0.9910349378683573,-0.2929293,36,17.052560346938602,2.3886246087304457,0.14999999
0.06639827384457234,-0.39471608,0.991032209068545,-0.27272728,37,17.28188847648127,2.4567361322491763,0.14999999
0.0662181060726063,-0.35902196,0.9910425397894146,-0.25252524,38,17.29044810149014,2.516288030759039,0.14999999
0.06996382279209594,-0.32314372,0.9908277624545815,-0.23232323,39,17.1376989418673,2.7285890888917415,0.14999999
0.07372255505005683,-0.30849862,0.990612238815937,-0.21212122,40,17.12968688688947,2.948902202002273,0.14999999
0.0863771244748127,-0.17828658,0.9898866327709394,-0.1919192,41,16.757440098534953,3.541462103467321,0.14999999
0.10556193599709761,-0.16735232,0.9887865862386983,-0.17171717,42,16.457860791589223,4.4336013118781,0.14999999
0.1101923837007548,-0.25123,0.9885210789162409,-0.15151516,43,17.045328812745645,4.7382724991324565,0.14999999
0.13312689118894222,-0.14209455,0.9872060268813677,-0.13131313,44,16.230689286819,5.8575832123134575,0.14999999
0.3099053890895752,0.012923494,0.9770696451210105,-0.11111111,45,9.261840703282575,13.945742509030884,0.14999999
0.3553005946113246,-0.06360197,0.9744667090245799,-0.09090909,46,14.951915156909953,16.343827352120933,0.14999999
0.3763590361561324,-0.12450889,0.9732592295782033,-0.07070707,47,16.00495265278271,17.688874699338225,0.14999999
0.4543250980164335,-0.029919872,0.968788698508232,-0.05050505,48,13.231269994549416,21.807604704788808,0.14999999
0.6034028061714083,0.0102159865,0.9602406647837496,-0.030303031,49,9.5908672023898,29.566737502399008,0.14999999
0.6211382361812582,-0.10173696,0.9592237249896067,-0.01010101,50,15.8598256933361,31.05691180906291,0.14999999
0.7701285498547651,0.025924545,0.9506807024165844,0.01010101,51,9.130355766469892,39.27655604259302,0.14999999
0.9174900539774801,0.1435362,0.9422310748866122,0.030303031,52,8.91707323576406,47.709482806828966,0.14999999
