LQGmu1_actor,LQGsigma_higher,ReturnLastEpisode,Regret/t,Iteration,ReturnMean,Regret,LQGmu1_higher
-0.7972617,0.14999999,17.345550126984133,0.004449873015868633,1,0.9945842962720259,0.004449873015868633,-1.0
-0.8191815,0.14999999,17.34935173666773,0.002549068174069191,2,0.99469328737534,0.005098136348138382,-0.97979796
-0.8983008,0.14999999,17.290488563304454,0.021536524347895398,3,0.9936045570901436,0.0646095730436862,-0.959596
-0.90465975,0.14999999,17.274612392040932,0.03499929525068879,4,0.992832609217277,0.13999718100275516,-0.93939394
-1.0395882,0.14999999,17.203984954597548,0.05720244528104175,5,0.991559492816454,0.28601222640520874,-0.9191919
-0.9827429,0.14999999,17.210085880865517,0.07098772425661555,6,0.9907690525082216,0.42592634553969333,-0.8989899
-0.7666043,0.14999999,17.349217395764057,0.06095842139651962,7,0.9913441272135023,0.42670894977563734,-0.8787879
-0.7003926,0.14999999,17.361300811287297,0.05192601731104274,8,0.9918620402917979,0.4154081384883419,-0.85858583
-0.8513792,0.14999999,17.317804140238252,0.04973377758334349,9,0.9919877421110468,0.44760399825009145,-0.83838385
-1.2943197,0.14999999,17.203023195445528,0.059458080280456474,10,0.9914301559472214,0.5945808028045647,-0.8181818
-0.7928988,0.14999999,17.361685977769106,0.05299043863958727,11,0.9918010069587392,0.58289482503546,-0.7979798
-0.8992799,0.14999999,17.292811063660395,0.05334031344792223,12,0.9917809453298209,0.6400837613750667,-0.7777778
-0.5974423,0.14999999,17.39551070040307,0.04573638930553842,13,0.9922169501544988,0.5945730609719995,-0.75757575
-0.6540592,0.14999999,17.397042375103627,0.039109334704883834,14,0.9925969418173805,0.5475306858683737,-0.7373737
-0.883996,0.14999999,17.30495442354797,0.03950508415469377,15,0.9925742497617721,0.5925762623204065,-0.7171717
-0.42508465,0.14999999,17.238050177929757,0.04403288027441565,16,0.9923146284246321,0.7045260843906505,-0.6969697
-0.7103448,0.14999999,17.385135973272106,0.0393758888893262,17,0.9925816577471717,0.6693901111185454,-0.67676765
-0.20471197,0.14999999,16.89999919102418,0.062188384449687106,18,0.9912736018090776,1.119390920094368,-0.65656567
-0.6414698,0.14999999,17.40084335074405,0.056239345755279925,19,0.9916147164131147,1.0685475693503186,-0.6363636
-0.68552536,0.14999999,17.36401773573629,0.052726491680701496,20,0.9918161415320699,1.0545298336140299,-0.61616164
-0.79267,0.14999999,17.34621427579177,0.050395978943917216,21,0.9919497718495459,1.0583155578222616,-0.5959596
-0.91943216,0.14999999,17.2752540995445,0.051502793558080094,22,0.9918863077088257,1.133061458277762,-0.57575756
-0.38601005,0.14999999,17.31026902764479,0.05099097524491191,23,0.9919156550891678,1.172792430632974,-0.5555556
-0.4936368,0.14999999,17.375160191347078,0.04781800997024573,24,0.9920975911714308,1.1476322392858975,-0.53535354
-0.9286597,0.14999999,17.262254817575695,0.04941509686840817,25,0.9920060150878206,1.2353774217102043,-0.5151515
-0.59550154,0.14999999,17.3821680227887,0.04627728457390404,26,0.9921859355175513,1.203209398921505,-0.4949495
-0.3081696,0.14999999,17.187310186976706,0.050588859701659265,27,0.99193871217307,1.3658992119448001,-0.47474748
-0.42593363,0.14999999,17.316260425304943,0.04998709952285209,28,0.9919732167704786,1.3996387866398585,-0.45454547
-0.59403014,0.14999999,17.38915355169451,0.04691328396363279,29,0.9921494676626356,1.360485234945351,-0.43434343
-0.38825586,0.14999999,17.248460067812903,0.0487341722377483,30,0.9920450589313217,1.462025167132449,-0.41414142
-0.6042725,0.14999999,17.384811347252402,0.04603915548000156,31,0.9921995897087155,1.4272138198800484,-0.3939394
-0.47449252,0.14999999,17.37395417693268,0.043851863842105265,32,0.9923250078072187,1.4032596429473685,-0.37373737
-0.3743329,0.14999999,17.240783015078105,0.04583262508694744,33,0.9922114320477666,1.5124766278692654,-0.35353535
-0.31084585,0.14999999,17.08599405959579,0.05224948730216106,34,0.9918434927005639,1.776482568273476,-0.33333334
-0.394918,0.14999999,17.256181687846123,0.05343716801221013,35,0.9917753917424189,1.8703008804273544,-0.3131313
-0.34150448,0.14999999,17.29750306832278,0.05341105033623824,36,0.9917768893155823,1.9227978121045766,-0.2929293
-0.33792013,0.14999999,17.195225504575497,0.05615060290619139,37,0.9916198048792318,2.0775723075290813,-0.27272728
