LQGmu1_actor,Regret/t,ReturnMean,ReturnLastEpisode,LQGsigma_higher,Regret,LQGmu1_higher,Iteration
-1.0503803,0.148349231504028,0.9863331862669709,17.201650768495973,0.14999999,0.148349231504028,-1.0,1
-0.9185936,0.11091636106676539,0.9884795664525937,17.2765165093705,0.14999999,0.22183272213353078,-0.97979796,2
-1.2763419,0.12311993007137545,0.9877798205234303,17.202472931919406,0.14999999,0.36935979021412635,-0.959596,3
-1.0770818,0.1303013768881014,0.9873680403160492,17.198154282661722,0.14999999,0.5212055075524056,-0.93939394,4
-1.0636004,0.13533494571878107,0.98707941825007,17.1945307789585,0.14999999,0.6766747285939054,-0.9191919,5
-0.7978195,0.11000117388190252,0.9885320427820009,17.36666768530249,0.14999999,0.6600070432914151,-0.8989899,6
-0.89322203,0.10277749098785957,0.9889462447828061,17.2905646063764,0.14999999,0.719442436915017,-0.8787879,7
-0.8640137,0.09391742131982372,0.9894542763004688,17.31810306635643,0.14999999,0.7513393705585898,-0.85858583,8
-0.99699885,0.09977827501434157,0.9891182181757832,17.203334895429517,0.14999999,0.8980044751290741,-0.83838385,9
-0.7021697,0.08588130693830287,0.989915062675556,17.389191405746047,0.14999999,0.8588130693830287,-0.8181818,10
-0.8475171,0.08144506310596453,0.9901694344549331,17.31291737521742,0.14999999,0.8958956941656098,-0.7979798,11
-0.71250874,0.07265965427316612,0.990673184961401,17.373979842887618,0.14999999,0.8719158512779934,-0.7777778,12
-0.5805203,0.06335318352846778,0.9912068128710741,17.398324465407914,0.14999999,0.8235913858700812,-0.75757575,13
-0.6515253,0.05587465605135452,0.9916356275199911,17.39134620115112,0.14999999,0.7822451847189633,-0.7373737,14
-0.7009328,0.05056544683078693,0.9919400546541979,17.37376348225716,0.14999999,0.758481702461804,-0.7171717,15
-0.5405861,0.04592951290116054,0.9922058765538324,17.373609496043237,0.14999999,0.7348722064185687,-0.6969697,16
-0.6018086,0.04079377455545069,0.9925003569635635,17.39137803897591,0.14999999,0.6934941674426618,-0.67676765,17
-0.675037,0.03683319820539843,0.9927274542313419,17.38049659974549,0.14999999,0.6629975676971718,-0.65656567,18
-0.40941218,0.03707088335217273,0.9927138254958617,17.30865078400589,0.14999999,0.7043467836912818,-0.6363636,19
-0.4360382,0.036443451918032464,0.9927498020689202,17.325477745330634,0.14999999,0.7288690383606493,-0.61616164,20
-0.60820735,0.03178348066043702,0.9930170022557089,17.411415944491473,0.14999999,0.6674530938691774,-0.5959596,21
-0.7290832,0.029404878818307847,0.9931533899760144,17.370545759866406,0.14999999,0.6469073340027727,-0.57575756,22
-0.5192695,0.027296118314501613,0.9932743051425171,17.369096612769237,0.14999999,0.6278107212335371,-0.5555556,23
-0.5554069,0.024710991224460816,0.9934225349068543,17.38474693184648,0.14999999,0.5930637893870596,-0.53535354,24
-0.41276926,0.023659270886305563,0.9934828399721155,17.351582017229422,0.14999999,0.5914817721576391,-0.5151515,25
-0.42498404,0.025534812319160292,0.9933752974587637,17.277576651859473,0.14999999,0.6639051202981676,-0.4949495,26
-0.27416462,0.032984481362674824,0.9929481375365439,17.12332412350595,0.14999999,0.8905809967922202,-0.47474748,27
-0.75326157,0.03114491981050335,0.9930536169833426,17.368523242098128,0.14999999,0.8720577546940937,-0.45454547,28
-0.2872068,0.03625575058754428,0.9927605647598885,17.17064098765531,0.14999999,1.0514167670387842,-0.43434343,29
