ReturnLastEpisode,LQGsigma_higher,Regret/t,Regret,Iteration,LQGmu1_higher,LQGmu1_actor,ReturnMean
17.201378489931802,0.14999999,0.14862151006819957,0.14862151006819957,1,-1.0,-1.0618188,0.9863175739639793
17.196864280221252,0.14999999,0.15087861492347443,0.30175722984694886,2,-0.97979796,-1.0069125,0.986188152814021
17.202433084508797,0.14999999,0.14977471511271764,0.4493241453381529,3,-0.959596,-1.102017,0.9862514498215185
17.25082269662693,0.14999999,0.13712536217780613,0.5485014487112245,4,-0.93939394,-0.9485426,0.9869767567558597
17.200438959112475,0.14999999,0.13961249791975022,0.6980624895987511,5,-0.9191919,-1.0847932,0.9868341457614822
17.20769510998559,0.14999999,0.14006122993552714,0.8403673796131628,6,-0.8989899,-0.9880841,0.986808415714706
17.38364266701228,0.14999999,0.11524638751441227,0.8067247126008859,7,-0.8787879,-0.6502556,0.9882312851195865
17.204365560145703,0.14999999,0.119044894056898,0.952359152455184,8,-0.85858583,-1.0598114,0.9880134808453613
17.351865008570456,0.14999999,0.10561046043163655,0.950494143884729,9,-0.83838385,-0.7820938,0.9887838038743327
17.39106687860058,0.14999999,0.0909427265284151,0.9094272652841511,10,-0.8181818,-0.6455079,0.9896248436623616
17.325875357847927,0.14999999,0.08486835522147503,0.9335519074362253,11,-0.7979798,-0.82038593,0.9899731447694109
17.366117785172584,0.14999999,0.07645284352197024,0.9174341222636428,12,-0.7777778,-0.74533606,0.9904556855778687
17.371754407657416,0.14999999,0.06889843958509445,0.8956797146062279,13,-0.75757575,-0.7342061,0.9908888509412216
17.374601979300273,0.14999999,0.06221983823613973,0.8710777353059562,14,-0.7373737,-0.6546382,0.9912717982662763
17.36483996175792,0.14999999,0.05708251823653588,0.8562377735480382,15,-0.7171717,-0.7918977,0.991566369367171
17.364529019536203,0.14999999,0.05260679712573979,0.8417087540118366,16,-0.6969697,-0.747648,0.9918230047519644
17.329032914626318,0.14999999,0.05074563761091297,0.8626758393855205,17,-0.67676765,-0.83785516,0.9919297226140531
17.408724125181447,0.14999999,0.04466398412244862,0.8039517142040751,18,-0.65656567,-0.6391979,0.9922784412773825
17.394489062184174,0.14999999,0.039971718527363274,0.7594626520199022,19,-0.6363636,-0.72328174,0.9925474932037063
17.213085126278557,0.14999999,0.044818876287067336,0.8963775257413467,20,-0.61616164,-0.3633106,0.9922695598459251
17.415192564667866,0.14999999,0.0395802362415944,0.8311849610734825,21,-0.5959596,-0.5818658,0.9925699405824775
17.40248328973098,0.14999999,0.035395530515568326,0.7787016713425032,22,-0.57575756,-0.65137416,0.9928098893053
17.377084844355792,0.14999999,0.03267899247768314,0.7516168269867123,23,-0.5555556,-0.5168108,0.9929656541010503
17.36507355261059,0.14999999,0.030689303099005194,0.7365432743761247,24,-0.53535354,-0.44260985,0.9930797417947819
17.406597867219567,0.14999999,0.027197816286262368,0.6799454071565592,25,-0.5151515,-0.5323824,0.9932799417267052
17.367376905466415,0.14999999,0.025483403911159448,0.6625685016901457,26,-0.4949495,-0.544201,0.9933782451885803
17.3206796998098,0.14999999,0.025625511180753544,0.6918888018803457,27,-0.47474748,-0.39075378,0.9933700968359659
17.331711110390305,0.14999999,0.025363488981787214,0.710177691490042,28,-0.45454547,-0.41908818,0.9933851210446222
16.691196225863127,0.14999999,0.04720625743541091,1.3689814656269164,29,-0.43434343,-0.1679017,0.9921326687250336
17.377379269466303,0.14999999,0.04472007320535383,1.3416021961606148,30,-0.41414142,-0.48229048,0.9922752251602434
17.335379608187846,0.14999999,0.04374911574105709,1.3562225879727698,31,-0.3939394,-0.48027992,0.9923308993267741
17.39826917676336,0.14999999,0.04087354410029409,1.3079534112094109,32,-0.37373737,-0.5817731,0.992495783021772
17.382373456706446,0.14999999,0.0386539380152414,1.275579954502966,33,-0.35353535,-0.5445777,0.9926230540128873
16.983494096448045,0.14999999,0.04829664288396832,1.642085858054923,34,-0.33333334,-0.22767708,0.9920701466236255
17.39290113363913,0.14999999,0.0456909921261656,1.599184724415796,35,-0.3131313,-0.5886861,0.9922195532037748
16.873352798710197,0.14999999,0.05766199793626667,2.0758319257056,36,-0.2929293,-0.22508752,0.9915331423201681
17.390633391536813,0.14999999,0.05500536578834564,2.0351985341687886,37,-0.27272728,-0.57575476,0.9916854721451637
8.899461917750985,0.14999999,0.27594043727415274,10.485736616417805,38,-0.25252524,0.15012315,0.9790171767618032
17.31296762051817,0.14999999,0.26981458963845223,10.522768995899638,39,-0.23232323,-0.4156781,0.979368429493208
16.95559889288748,0.14999999,0.272929252575304,10.91717010301216,40,-0.21212122,-0.2627642,0.9791898364349023
16.97884190091751,0.14999999,0.27532507809986956,11.288328202094652,41,-0.1919192,-0.24430436,0.9790524611181267
16.893380395965316,0.14999999,0.27964161443165086,11.744947806129337,42,-0.17171717,-0.24523321,0.9788049533009374
8.948680370015337,0.14999999,0.46851784735148844,20.146267436114,43,-0.15151516,0.13088584,0.9679748940738826
16.82325465890333,0.14999999,0.46984119948206077,20.673012777210673,44,-0.13131313,-0.21578407,0.9678990137911664
9.147982555067255,0.14999999,0.6416673382698538,28.87503022214342,45,-0.11111111,0.024682604,0.95804659757627
16.572856179252245,0.14999999,0.6446124791932865,29.652174042891176,46,-0.09090909,-0.17277303,0.9578777248168989
8.816632887789364,0.14999999,0.8124583224489749,38.18554115510182,47,-0.07070707,0.17786062,0.9482535365568251
11.691183853725068,0.14999999,0.9134241104453489,43.844357301376746,48,-0.05050505,-0.012161706,0.9424642138506111
