Regret/t,ReturnLastEpisode,LQGmu1_higher,Iteration,Regret,ReturnMean,LQGmu1_actor,LQGsigma_higher
0.14741116675801536,17.202588833241986,-1.0,1,0.14741116675801536,0.9863869743831414,-1.0529442,0.14999999
0.15751354916392124,17.182384068430174,-0.97979796,2,0.3150270983278425,0.9858077093369312,-1.2992253,0.14999999
0.1560545886258827,17.196863332450196,-0.959596,3,0.4681637658776481,0.9858913653310847,-1.0982202,0.14999999
0.14129791980283812,17.252972086666297,-0.93939394,4,0.5651916792113525,0.9867375045984611,-0.9447875,0.14999999
0.13289772248644455,17.25070306677913,-0.9191919,5,0.6644886124322227,0.9872191672886214,-0.94376826,0.14999999
0.10612556734080651,17.377735208387385,-0.8989899,6,0.636753404044839,0.988754267927706,-0.52745676,0.14999999
0.1000562524771159,17.28635963670503,-0.8787879,7,0.7003937673398113,0.9891022791010828,-0.906398,0.14999999
0.1065542533615158,17.197959740447686,-0.85858583,8,0.8524340268921264,0.9887296873072526,-1.0275049,0.14999999
0.09430365534779067,17.35370112876201,-0.83838385,9,0.8487328981301161,0.989432129853911,-0.77318233,0.14999999
0.08211355797947348,17.377597318335383,-0.8181818,10,0.8211355797947348,0.9901311033268649,-0.6881062,0.14999999
0.07505616463418653,17.345517768818684,-0.7979798,11,0.8256178109760519,0.99053577037648,-0.79850054,0.14999999
0.07787091807875009,17.241166794031052,-0.7777778,12,0.9344510169450011,0.9903743739633742,-0.9560237,0.14999999
0.0739228604705487,17.32345383082787,-0.75757575,13,0.9609971861171331,0.9906007534133858,-0.86406887,0.14999999
0.06902438348976883,17.34465581726037,-0.7373737,14,0.9663413688567637,0.9908816293870545,-0.45593792,0.14999999
0.07115046633321545,17.249084373858533,-0.7171717,15,1.0672569949982318,0.990759720967132,-0.94912255,0.14999999
0.0637961168124277,17.39651912599939,-0.6969697,16,1.0207378689988431,0.9911814153203883,-0.53250074,0.14999999
0.05859303561226546,17.37465626359033,-0.67676765,17,0.9960816054085129,0.9914797571323242,-0.73996997,0.14999999
0.05324827249065854,17.38761270057666,-0.65656567,18,0.9584689048318538,0.9917862229076457,-0.71850634,0.14999999
0.04945233354773374,17.368874567424914,-0.6363636,19,0.9395943374069411,0.9920038799571254,-0.5312033,0.14999999
0.04868901173858422,17.315814102635258,-0.61616164,20,0.9737802347716844,0.9920476484094849,-0.38519645,0.14999999
0.04501268391421372,17.378513872573198,-0.5959596,21,0.9452663621984883,0.9922584470232675,-0.6986047,0.14999999
0.040729487974930964,17.39921762675001,-0.57575756,22,0.8960487354484812,0.9925040431207034,-0.4817508,0.14999999
0.040290324445213715,17.319371273208567,-0.5555556,23,0.9266774622399154,0.992529224515756,-0.48093668,0.14999999
0.051195341415303165,17.04798926827264,-0.53535354,24,1.228688193967276,0.9919039368454526,-0.24421784,0.14999999
