LQGsigma_higher,Iteration,LQGmu1_higher,ReturnLastEpisode,LQGmu1_actor,Regret,Regret/t,ReturnMean
0.14999999,1,-1.0,17.19847055723983,-1.2107719,0.15152944276017166,0.15152944276017166,0.9861508347041186
0.14999999,2,-0.97979796,17.184087249164993,-1.194314,0.31744219359518056,0.15872109679759028,0.9857384692203217
0.14999999,3,-0.959596,17.19395827382862,-1.1269941,0.47348391976656146,0.15782797325552048,0.9857896804325964
0.14999999,4,-0.93939394,17.248259585524412,-0.94979936,0.5752243342421508,0.1438060835605377,0.9865936878692353
0.14999999,5,-0.9191919,17.304681261863237,-0.85757357,0.6205430723789149,0.12410861447578299,0.9877231299039115
0.14999999,6,-0.8989899,17.279304775354433,-0.90045786,0.6912382970244835,0.11520638283741391,0.9882335789657447
0.14999999,7,-0.8787879,17.286555790213956,-0.89787686,0.7546825068105285,0.10781178668721836,0.988657581038577
0.14999999,8,-0.85858583,17.2719002582159,-0.9159025,0.8327822485946292,0.10409778107432865,0.9888705400760134
0.14999999,9,-0.83838385,17.19600575322633,-1.0090616,0.9867764953683,0.1096418328187,0.9885526472007626
0.14999999,10,-0.8181818,17.340503600862682,-0.8060191,0.9962728945056192,0.09962728945056191,0.9891268756048991
0.14999999,11,-0.7979798,17.366125749074783,-0.5850923,0.9801471454308377,0.08910428594825798,0.9897302588332422
0.14999999,12,-0.7777778,17.41422553813768,-0.67421514,0.9159216072931606,0.07632680060776338,0.9904629128091879
0.14999999,13,-0.75757575,17.2716597281182,-0.9237757,0.9942618791749638,0.07648168301345876,0.9904540319373016
0.14999999,14,-0.7373737,17.395965712178352,-0.71263933,0.948296166996613,0.06773544049975808,0.9909555366685918
0.14999999,15,-0.7171717,17.354712621384284,-0.78736436,0.9435835456123307,0.06290556970748871,0.9912324788011762
0.14999999,16,-0.6969697,17.347556533928177,-0.6250131,0.9460270116841549,0.05912668823025968,0.9914491577849622
0.14999999,17,-0.67676765,17.377319843599935,-0.5482762,0.9187071680842216,0.05404159812260127,0.9917407340526031
0.14999999,18,-0.65656567,17.396741657703082,-0.63355994,0.8719655103811412,0.048442528354507845,0.9920617816310489
0.14999999,19,-0.6363636,17.35303962969193,-0.4588186,0.8689258806892113,0.045732941088905854,0.9922171478733426
0.14999999,20,-0.61616164,17.391817447039166,-0.7345276,0.8271084336500465,0.04135542168250232,0.992468152426462
0.14999999,21,-0.5959596,17.358505115979497,-0.77534056,0.8186033176705507,0.03898111036526432,0.9926042941304322
0.14999999,22,-0.57575756,17.376382368886315,-0.4615634,0.7922209487842373,0.03601004312655624,0.9927746534904499
0.14999999,23,-0.5555556,17.392116598229496,-0.70122075,0.7501043505547429,0.03261323263281491,0.9929694247343571
0.14999999,24,-0.53535354,17.401244501592537,-0.49480575,0.6988598489622078,0.029119160373425323,0.993169772914368
0.14999999,25,-0.5151515,17.341782942923167,-0.45751008,0.7070769060390418,0.028283076241561674,0.9932177135182593
0.14999999,26,-0.4949495,17.390354868842063,-0.5254286,0.6667220371969798,0.025643155276806915,0.9933690851332109
0.14999999,27,-0.47474748,17.385509898283647,-0.6245496,0.6312121389133338,0.023378227367160512,0.9934989548528007
0.14999999,28,-0.45454547,17.419683955771998,-0.5973778,0.5615281831413377,0.02005457796933349,0.9936895310797402
0.14999999,29,-0.43434343,17.16383537751143,-0.33085617,0.7476928056299101,0.025782510538962418,0.9933610945791881
0.14999999,30,-0.41414142,17.282010792522676,-0.38210884,0.8156820131072351,0.027189400436907835,0.9932804242868747
0.14999999,31,-0.3939394,17.38922852183098,-0.5084091,0.7764534912762571,0.025046886815363132,0.9934032748385688
0.14999999,32,-0.37373737,17.140616701979425,-0.27338648,0.9858367892968332,0.030807399665526036,0.9930729702026649
0.14999999,33,-0.35353535,17.398959504887735,-0.5407192,0.9368772844090998,0.02839022073966969,0.9932115699117163
0.14999999,34,-0.33333334,17.373359614563384,-0.5150467,0.9135176698457173,0.026868166760168153,0.993298843649073
0.14999999,35,-0.3131313,17.24663105622694,-0.33325154,1.0168866136187802,0.029053903246250862,0.9931735147221188
0.14999999,36,-0.2929293,17.21465843617223,-0.3578176,1.1522281774465526,0.03200633826240424,0.9930042237234861
0.14999999,37,-0.27272728,17.029640632932104,-0.24636996,1.4725875445144503,0.039799663365255415,0.9925573587519922
0.14999999,38,-0.25252524,17.389524759772513,-0.51826787,1.4330627847419386,0.03771217854584049,0.9926770539824633
0.14999999,39,-0.23232323,17.171107837637713,-0.2980102,1.611954947104227,0.04133217813087761,0.9924694851989176
0.14999999,40,-0.21212122,17.369798318143445,-0.4138108,1.5921566289607831,0.039803915724019576,0.9925571149240815
0.14999999,41,-0.1919192,15.747616726890737,-0.1082761,3.194539902070048,0.07791560736756215,0.9903718115041535
0.14999999,42,-0.17171717,17.30036764671097,-0.41885224,3.2441722553590786,0.07724219655616854,0.9904104245093939
0.14999999,43,-0.15151516,16.158478768390843,-0.11008262,4.435693486968237,0.10315566248763341,0.9889245606371768
0.14999999,44,-0.13131313,12.965732562583806,-0.040434167,8.819960924384432,0.20045365737237344,0.9833455471690151
0.14999999,45,-0.11111111,8.447908181580816,0.26857567,17.72205274280362,0.3938233942845249,0.9722578328965293
0.14999999,46,-0.09090909,9.335382091977387,0.006293513,25.736670650826234,0.559492840235353,0.9627584380598992
0.14999999,47,-0.07070707,9.096985152984772,0.031366125,33.989685497841464,0.7231847978264141,0.9533724313172927
0.14999999,48,-0.05050505,9.049395207553696,0.07790504,42.29029029028777,0.8810477143809953,0.9443206585790712
0.14999999,49,-0.030303031,17.166940841273103,-0.28508,42.47334944901467,0.8668030499798912,0.9451374397947309
0.14999999,50,-0.01010101,8.780242659676361,0.1887625,51.04310678933831,1.0208621357867662,0.9363037766177311
0.14999999,51,0.01010101,8.870530683823583,0.1603577,59.52257610551473,1.1671093354022497,0.927918042694825
0.14999999,52,0.030303031,16.968295752150294,-0.2520293,59.90428035336444,1.1520053914108546,0.9287840945291941
0.14999999,53,0.05050505,17.023874545912907,-0.23582292,60.23040580745153,1.1364227510839913,0.9296775945479363
0.14999999,54,0.07070707,17.049195067351462,-0.28448558,60.53121074010007,1.1209483470388901,0.9305648883578618
0.14999999,55,0.09090909,8.875837680061204,0.15852982,69.00537306003886,1.2546431465461612,0.9228989021475824
0.14999999,56,0.11111111,16.26932148615665,-0.12917131,70.08605157388222,1.2515366352478967,0.9230770277954187
0.14999999,57,0.13131313,8.944060235284287,0.1328102,78.49199133859793,1.377052479624525,0.9158800183701533
0.14999999,58,0.15151516,8.978312156027442,0.11779867,86.86367918257048,1.4976496410788014,0.9089650435161237
0.14999999,59,0.17171717,9.110720896489212,0.025747001,95.10295828608128,1.6119145472217165,0.9024131566960024
0.14999999,60,0.1919192,8.88492507045095,0.15534993,103.56803321563032,1.726133886927172,0.8958638826303227
0.14999999,61,0.21212122,7.891754971155058,0.36498958,113.02627824447526,1.8528898072864797,0.8885957679308211
0.14999999,62,0.23232323,8.776207105344511,0.18993294,121.60007113913076,1.96129146998598,0.8823800762622718
0.14999999,63,0.25252524,6.261529048008781,0.5588126,132.68854209112197,2.106167334779714,0.8740729739231815
0.14999999,64,0.27272728,8.150958978594693,0.32364795,141.8875831125273,2.216993486133239,0.8677182634097913
0.14999999,65,0.2929293,7.48271596821607,0.4220708,151.75486714431122,2.334690263758634,0.8609695949679682
0.14999999,66,0.3131313,7.964887462380999,0.35381487,161.1399796819302,2.441514843665609,0.8548443323586233
0.14999999,67,0.33333334,8.135937055481454,0.32618693,170.35404262644877,2.5425976511410266,0.8490482998198953
0.14999999,68,0.35353535,8.88408370118804,0.15564707,178.81995892526072,2.6297052783126578,0.8440535964270266
0.14999999,69,0.37373737,9.087136417165103,0.04386261,187.08282250809563,2.7113452537405163,0.8393724051754292
0.14999999,70,0.3939394,5.312118341760638,0.6454061,199.120704166335,2.8445814880905,0.8317327128388475
0.14999999,71,0.41414142,7.775884119040632,0.3820261,208.69482004729437,2.9393636626379487,0.8262979551239709
0.14999999,72,0.43434343,6.8897821125467775,0.4932221,219.15503793474758,3.043819971315939,0.8203084878832604
0.14999999,73,0.45454547,6.362846129879309,0.5487654,230.14219180486828,3.1526327644502503,0.8140692222218893
0.14999999,74,0.47474748,7.2251937138301585,0.45434397,240.26699809103812,3.246851325554569,0.8086667817915958
0.14999999,75,0.4949495,5.237296321867547,0.65174156,252.37970176917057,3.3650626902556073,0.8018886072101142
0.14999999,76,0.5151515,6.843603800113241,0.4983372,262.88609796905735,3.4590276048560176,0.7965007107307329
0.14999999,77,0.53535354,5.736684765721431,0.60820824,274.4994132033359,3.5649274441991676,0.7904284722362862
0.14999999,78,0.5555556,8.663275945658626,0.22017765,283.1861372576773,3.6305915033035547,0.7866633312325944
0.14999999,79,0.57575756,5.687901118708897,0.6125972,294.8482361389684,3.732256153657828,0.7808339361434732
0.14999999,80,0.5959596,7.0371808702838194,0.4765277,305.16105526868455,3.814513190858557,0.7761173629094864
0.14999999,81,0.61616164,6.066660590020279,0.57764584,316.44439467866425,3.906720921958818,0.7708302223647467
0.14999999,82,0.6363636,1.6440527920807966,0.9052222,332.1503418865835,4.0506139254461395,0.7625794767519416
0.14999999,83,0.65656567,5.565259081272579,0.6234947,343.9350828053109,4.14379617837724,0.7572364576618557
0.14999999,84,0.67676765,4.06036686198693,0.7443345,357.224715943324,4.252675189801476,0.7509933950801907
0.14999999,85,0.6969697,4.218827312545984,0.73255,370.355888630778,4.357128101538565,0.7450041226182017
0.14999999,86,0.7171717,4.677212737621884,0.69734013,383.0286758931561,4.4538218127111175,0.7394597584454636
0.14999999,87,0.7373737,1.1385309311423737,0.93538797,399.24014496201374,4.588967183471422,0.7317105972780149
0.14999999,88,0.75757575,4.948672811364927,0.67562395,411.64147215064884,4.677744001711918,0.7266201833880782
0.14999999,89,0.7777778,1.635228395354804,0.90575737,427.35624375529403,4.801755547812292,0.7195094295979192
0.14999999,90,0.7979798,5.105877569093883,0.66272265,439.6003661862002,4.884448513180002,0.7147678604827983
0.14999999,91,0.8181818,3.2038744868364595,0.8050502,453.74649169936373,4.986225183509491,0.7089320422299606
0.14999999,92,0.83838385,4.761460373790452,0.6906736,466.33503132557325,5.068859036147535,0.7041938626062195
0.14999999,93,0.85858583,,1.1864526,483.6850313255733,5.2009143153287445,0.6966218855889483
0.14999999,94,0.8787879,,1.1495726,501.0350313255733,5.330159907718865,0.6892110144656616
0.14999999,95,0.8989899,2.134434890911402,0.8749666,516.2505964346619,5.434216804575389,0.6832444492789345
0.14999999,96,0.9191919,,1.051179,533.600596434662,5.558339546194396,0.6761273195989456
0.14999999,97,0.93939394,3.6225477934722043,0.77596474,547.3280486411898,5.6425572024864925,0.6712983255454995
0.14999999,98,0.959596,,1.0647584,564.6780486411898,5.762020904501936,0.66444834263177
