Regret,ReturnMean,LQGmu1_higher,TimeElapsed,Iteration,LQGmu1_actor,ReturnLastEpisode,LQGsigma_higher,Regret/t
0.008522589005288461,0.9565974109947115,-1.0,0.1864304542541504,1,-0.8594285,0.9565974109947115,0.14999999,0.008522589005288461
0.017239467011308074,0.9565002664943459,-0.97979796,0.20109224319458008,2,-1.3367313,0.9564031219939804,0.14999999,0.008619733505654037
0.026099094488709285,0.9564203018370968,-0.959596,0.22543621063232422,3,-0.8191376,0.9562603725225988,0.14999999,0.008699698162903094
0.03499095068361324,0.9563722623290967,-0.93939394,0.2587895393371582,4,-0.94738996,0.956228143805096,0.14999999,0.00874773767090331
0.043793093834083474,0.9563613812331833,-0.9191919,0.2861199378967285,5,-1.0693991,0.9563178568495297,0.14999999,0.008758618766816694
0.05260335688889117,0.9563527738518514,-0.8989899,0.33173084259033203,6,-1.0111214,0.9563097369451923,0.14999999,0.00876722614814853
0.06125932276725665,0.9563686681761061,-0.8787879,0.37392401695251465,7,-0.6985927,0.9564640341216345,0.14999999,0.008751331823893807
0.07018843736310343,0.956346445329612,-0.85858583,0.4030423164367676,8,-0.8326275,0.9561908854041532,0.14999999,0.008773554670387929
0.07856856540456847,0.9563901593994922,-0.83838385,0.43340229988098145,9,-0.76244056,0.9567398719585349,0.14999999,0.008729840600507608
0.08729548457308123,0.9563904515426918,-0.8181818,0.46542835235595703,10,-0.73533523,0.9563930808314872,0.14999999,0.008729548457308122
0.09634089240571753,0.9563617370540256,-0.7979798,0.4968593120574951,11,-0.5012721,0.9560745921673637,0.14999999,0.00875826294597432
0.10512673609601952,0.9563594386586649,-0.7777778,0.5277431011199951,12,-0.9933289,0.956334156309698,0.14999999,0.00876056134133496
0.113718127949749,0.956372451696173,-0.75757575,0.5588562488555908,13,-0.8159581,0.9565286081462705,0.14999999,0.008747548303826846
0.12245828102300582,0.956372979926928,-0.7373737,0.5868184566497803,14,-0.85209996,0.9563798469267432,0.14999999,0.008747020073071845
0.13159753494174786,0.9563468310038833,-0.7171717,0.6231505870819092,15,-0.7668929,0.9559807460812579,0.14999999,0.008773168996116524
0.14006675015143466,0.9563658281155352,-0.6969697,0.654339075088501,16,-0.6111261,0.9566507847903132,0.14999999,0.008754171884464666
0.14844414584550192,0.9563879914208527,-0.67676765,0.6869699954986572,17,-0.4972353,0.9567426043059327,0.14999999,0.008732008579147172
0.15694865334834007,0.9564006303695365,-0.65656567,0.7192645072937012,18,-0.66176033,0.9566154924971618,0.14999999,0.008719369630463337
0.16560207519867332,0.9564041013053327,-0.6363636,0.7504031658172607,19,-0.8679738,0.9564665781496667,0.14999999,0.008715898694667016
0.1741060838658376,0.9564146958067079,-0.61616164,0.7826910018920898,20,-0.7235954,0.9566159913328357,0.14999999,0.00870530419329188
0.18257909667689398,0.9564257573011,-0.5959596,0.8158509731292725,21,-0.513681,0.9566469871889436,0.14999999,0.008694242698899714
0.19104453498034846,0.9564361575008931,-0.57575756,0.847114086151123,22,-0.7384038,0.9566545616965455,0.14999999,0.008683842499106748
0.19970573995362595,0.9564371417411465,-0.5555556,0.8792753219604492,23,-0.62846327,0.9564587950267225,0.14999999,0.008682858258853302
0.20867784689027047,0.9564250897129053,-0.53535354,0.9178893566131592,24,-0.4134651,0.9561478930633555,0.14999999,0.008694910287094603
0.21706173539097007,0.9564375305843611,-0.5151515,0.9608170986175537,25,-0.61166364,0.9567361114993004,0.14999999,0.008682469415638803
