Regret/t,ReturnLastEpisode,LQGsigma_higher,LQGmu1_actor,Iteration,LQGmu1_higher,ReturnMean,TimeElapsed,Regret
0.03306268558314929,0.9320573144168507,0.14999999,-0.7693223,1,-1.0,0.9320573144168507,0.14066576957702637,0.03306268558314929
0.034855246491094005,0.9284721926009613,0.14999999,-0.95809275,2,-0.97979796,0.9302647535089059,0.15634489059448242,0.06971049298218801
0.038680551557381294,0.9187888383100441,0.14999999,-1.1995027,3,-0.959596,0.9264394484426187,0.1872575283050537,0.11604165467214389
0.03978806852489872,0.922009380572549,0.14999999,-1.1546115,4,-0.93939394,0.9253319314751013,0.21879816055297852,0.15915227409959487
0.03916681017985415,0.9284382232003241,0.14999999,-0.97850055,5,-0.9191919,0.9259531898201458,0.24782919883728027,0.19583405089927075
0.03838794665464784,0.9306263709713837,0.14999999,-0.8788013,6,-0.8989899,0.9267320533453521,0.2812342643737793,0.23032767992788705
0.03806819746374612,0.9289702976816642,0.14999999,-0.9506147,7,-0.8787879,0.9270518025362539,0.3146059513092041,0.26647738224622286
0.03762568176453843,0.9305919281299154,0.14999999,-0.89467454,8,-0.85858583,0.9274943182354616,0.3437230587005615,0.3010054541163074
0.037343310090543765,0.9300356633014135,0.14999999,-0.88448495,9,-0.83838385,0.9277766899094563,0.3805580139160156,0.3360897908148939
0.03700119427308877,0.9311978480840062,0.14999999,-0.78065515,10,-0.8181818,0.9281188057269112,0.41191530227661133,0.37001194273088767
0.0366984365214565,0.9314491409948662,0.14999999,-0.81967294,11,-0.7979798,0.9284215634785435,0.4341254234313965,0.40368280173602145
0.03640681570338979,0.9319210132953439,0.14999999,-0.7577189,12,-0.7777778,0.9287131842966102,0.46695446968078613,0.4368817884406775
0.03604442151263672,0.9334243087764001,0.14999999,-0.41982514,13,-0.75757575,0.9290755784873633,0.5036189556121826,0.4685774796642773
0.035865588027233206,0.9315792472830124,0.14999999,-0.75617284,14,-0.7373737,0.9292544119727669,0.540341854095459,0.5021182323812649
0.03576274254215196,0.9307970942489854,0.14999999,-0.866835,15,-0.7171717,0.9293572574578481,0.5741629600524902,0.5364411381322794
0.03549206811882283,0.9336880482311142,0.14999999,-0.6558364,16,-0.6969697,0.9296279318811772,0.607602596282959,0.5678730899011653
0.03524601503529953,0.9338108343010731,0.14999999,-0.62770826,17,-0.67676765,0.9298739849647005,0.6423351764678955,0.5991822556000921
0.035064742697661876,0.9331368870421783,0.14999999,-0.68324006,18,-0.65656567,0.9300552573023383,0.6762831211090088,0.6311653685579137
0.0349468644298687,0.9322949443904084,0.14999999,-0.70976603,19,-0.6363636,0.9301731355701315,0.7098212242126465,0.6639904241675053
0.0348493224205383,0.9321239757567393,0.14999999,-0.7892069,20,-0.61616164,0.9302706775794618,0.7424006462097168,0.696986448410766
0.03470023876059652,0.9334014344382391,0.14999999,-0.5409313,21,-0.5959596,0.9304197612394036,0.7748656272888184,0.7287050139725268
0.034510758915427035,0.9345883178331321,0.14999999,-0.62723005,22,-0.57575756,0.9306092410845731,0.8085072040557861,0.7592366961393947
0.03452504249189649,0.9302807188257755,0.14999999,-0.8897736,23,-0.5555556,0.9305949575081035,0.841576099395752,0.7940759773136192
0.0344418820238516,0.9325908087411807,0.14999999,-0.53483385,24,-0.53535354,0.9306781179761484,0.8743114471435547,0.8266051685724385
0.0343191560849968,0.9337462664475186,0.14999999,-0.584903,25,-0.5151515,0.9308008439150032,0.9143009185791016,0.8579789021249199
0.034278430314985925,0.9318597139352858,0.14999999,-0.82939905,26,-0.4949495,0.9308415696850141,0.955254077911377,0.8912391881896341
0.03420402068737838,0.9328506296304179,0.14999999,-0.4609956,27,-0.47474748,0.9309159793126217,1.005955696105957,0.9235085585592162
0.034231671157229845,0.9301417661567806,0.14999999,-0.3642124,28,-0.45454547,0.9308883288427702,1.0493717193603516,0.9584867924024356
0.03416576715281407,0.9327995449708276,0.14999999,-0.42311323,29,-0.43434343,0.9309542328471859,1.0819919109344482,0.990807247431608
0.034151175216060224,0.9313919909498012,0.14999999,-0.6400468,30,-0.41414142,0.9309688247839397,1.1149518489837646,1.0245352564818067
0.03443858023598635,0.9220592691662297,0.14999999,-0.22683834,31,-0.3939394,0.9306814197640136,1.1496329307556152,1.067595987315577
0.034361977159327775,0.933132718217088,0.14999999,-0.61606765,32,-0.37373737,0.9307580228406722,1.1835105419158936,1.0995832690984888
0.03436938522876499,0.9305135565492442,0.14999999,-0.4173243,33,-0.35353535,0.930750614771235,1.2174971103668213,1.1341897125492446
0.0343784500764846,0.930442409948768,0.14999999,-0.4942596,34,-0.33333334,0.9307415499235153,1.2515616416931152,1.1688673026004766
0.03450957316864215,0.9261522416980014,0.14999999,-0.30373737,35,-0.3131313,0.9306104268313578,1.2848973274230957,1.2078350609024753
0.034477150742902064,0.9317776341580007,0.14999999,-0.4723116,36,-0.2929293,0.9306428492570978,1.3207907676696777,1.2411774267444744
0.03444935099637467,0.9316714398786117,0.14999999,-0.43991977,37,-0.27272728,0.9306706490036253,1.360605239868164,1.2746259868658627
0.03448736835854573,0.9292259892411249,0.14999999,-0.30087802,38,-0.25252524,0.9306326316414543,1.399073839187622,1.3105199976247377
0.03466948397826345,0.9235301224724631,0.14999999,-0.2692584,39,-0.23232323,0.9304505160217366,1.4351801872253418,1.3521098751522747
0.045043861189646296,0.5154754275664228,0.14999999,0.052794784,40,-0.21212122,0.9200761388103537,1.4703633785247803,1.8017544475858518
0.045021117132434015,0.9210086451560574,0.14999999,-0.2699815,41,-0.1919192,0.9200988828675659,1.5065674781799316,1.8458658024297945
0.04494265623060946,0.9233942407441972,0.14999999,-0.28148562,42,-0.17171717,0.9201773437693904,1.5414977073669434,1.8875915616855972
0.045001791320956636,0.9176345348844619,0.14999999,-0.20549512,43,-0.15151516,0.9201182086790433,1.5762438774108887,1.9350770268011352
0.045049204738510214,0.9180320183066859,0.14999999,-0.23684642,44,-0.13131313,0.9200707952614896,1.6089437007904053,1.9821650084944493
0.045033792943247775,0.9207643260482994,0.14999999,-0.28502217,45,-0.11111111,0.9200862070567521,1.6499788761138916,2.02652068244615
0.04507515761040137,0.9181834323676866,0.14999999,-0.20788178,46,-0.09090909,0.9200448423895985,1.692955732345581,2.073457250078463
0.04506503142532101,0.9205207730883755,0.14999999,-0.2705021,47,-0.07070707,0.9200549685746788,1.7356772422790527,2.1180564769900876
0.04619644165569312,0.8657472775168173,0.14999999,-0.08062171,48,-0.05050505,0.9189235583443067,1.7711849212646484,2.21742919947327
0.05033848703543639,0.7159633347368869,0.14999999,-0.0025727674,49,-0.030303031,0.9147815129645634,1.8125925064086914,2.466585864736383
0.05752902358466121,0.5552546855033228,0.14999999,0.02050531,50,-0.01010101,0.9075909764153386,1.854241132736206,2.8764511792330603
0.05762798532953374,0.9025439274268394,0.14999999,-0.14246994,51,0.01010101,0.907492014670466,1.887037754058838,2.9390272518062206
0.05741313361000279,0.9186643040860751,0.14999999,-0.2596389,52,0.030303031,0.907706866389997,1.9211978912353516,2.985482947720145
0.06640483133909485,0.43114688674811835,0.14999999,0.35630086,53,0.05050505,0.8987151686609048,1.9550411701202393,3.519456060972027
