Regret,LQGsigma_higher,LQGmu1_higher,TimeElapsed,ReturnLastEpisode,Regret/t,ReturnMean,Iteration,LQGmu1_actor
0.04484025525671409,0.14999999,-1.0,0.14916133880615234,0.9202797447432859,0.04484025525671409,0.9202797447432859,1,-1.0618188
0.08790966562238578,0.14999999,-0.97979796,0.16666889190673828,0.9220505896343283,0.04395483281119289,0.921165167188807,2,-1.0069125
0.13437749191846404,0.14999999,-0.959596,0.17900800704956055,0.9186521737039217,0.04479249730615468,0.9203275026938452,3,-1.102017
0.1752919983211888,0.14999999,-0.93939394,0.20459699630737305,0.9242054935972752,0.0438229995802972,0.9212970004197027,4,-0.9485426
0.2212591429487244,0.14999999,-0.9191919,0.23299241065979004,0.9191528553724644,0.04425182858974488,0.920868171410255,5,-1.0847932
0.2636879537589145,0.14999999,-0.8989899,0.254056453704834,0.9226911891898099,0.04394799229315242,0.9211720077068475,6,-0.9880841
0.299216905886469,0.14999999,-0.8787879,0.2698180675506592,0.9295910478724455,0.04274527226949557,0.9223747277305044,7,-0.6502556
0.3437669972348525,0.14999999,-0.85858583,0.29758119583129883,0.9205699086516165,0.04297087465435656,0.9221491253456434,8,-1.0598114
0.3820552070612381,0.14999999,-0.83838385,0.32549166679382324,0.9268317901736144,0.042450578562359786,0.9226694214376402,9,-0.7820938
0.41803371142301693,0.14999999,-0.8181818,0.3524000644683838,0.9291414956382211,0.04180337114230169,0.9233166288576984,10,-0.6455079
0.4555221547370768,0.14999999,-0.7979798,0.3670358657836914,0.9276315566859401,0.041411104976097894,0.9237088950239021,11,-0.82038593
0.4921509749673014,0.14999999,-0.7777778,0.39396238327026367,0.9284911797697754,0.041012581247275116,0.9241074187527248,12,-0.74533606
0.5285234421667202,0.14999999,-0.75757575,0.41258811950683594,0.9287475328005812,0.040655649397440013,0.92446435060256,13,-0.7342061
0.5642834960971108,0.14999999,-0.7373737,0.4314098358154297,0.9293599460696094,0.040305964006936486,0.9248140359930636,14,-0.6546382
0.6026179164660033,0.14999999,-0.7171717,0.45681023597717285,0.9267855796311075,0.04017452776440022,0.9249454722355999,15,-0.7918977
0.6394240478919887,0.14999999,-0.6969697,0.4800565242767334,0.9283138685740145,0.039964002993249294,0.9251559970067508,16,-0.747648
0.677900827532367,0.14999999,-0.67676765,0.49870824813842773,0.9266432203596217,0.039876519266609824,0.9252434807333902,17,-0.83785516
0.7144619988118085,0.14999999,-0.65656567,0.5247094631195068,0.9285588287205585,0.039692333267322695,0.9254276667326775,18,-0.6391979
0.7519984575271025,0.14999999,-0.6363636,0.5469028949737549,0.927583541284706,0.039578866185636975,0.9255411338143631,19,-0.72328174
0.7909365217478332,0.14999999,-0.61616164,0.5634610652923584,0.9261819357792692,0.039546826087391664,0.9255731739126084,20,-0.3633106
0.8280941011376396,0.14999999,-0.5959596,0.585294246673584,0.9279624206101936,0.039433052435125696,0.9256869475648744,21,-0.5818658
0.8644536997505781,0.14999999,-0.57575756,0.6045317649841309,0.9287604013870615,0.039293349988662636,0.9258266500113375,22,-0.65137416
0.9020038029921403,0.14999999,-0.5555556,0.6339669227600098,0.9275698967584377,0.039217556651832186,0.9259024433481678,23,-0.5168108
0.9412118760385952,0.14999999,-0.53535354,0.6573991775512695,0.9259119269535451,0.03921716150160814,0.925902838498392,24,-0.44260985
0.9791232887873567,0.14999999,-0.5151515,0.6752843856811523,0.9272085872512386,0.03916493155149427,0.925955068448506,25,-0.5323824
1.014891536340452,0.14999999,-0.4949495,0.6977105140686035,0.9293517524469045,0.03903428985924816,0.926085710140752,26,-0.544201
1.0554085236424795,0.14999999,-0.47474748,0.7249186038970947,0.9246030126979726,0.03908920457935109,0.926030795420649,27,-0.39075378
1.0944822872040434,0.14999999,-0.45454547,0.7548666000366211,0.926046236438436,0.03908865311443012,0.92603134688557,28,-0.41908818
1.1641820567048398,0.14999999,-0.43434343,0.793036937713623,0.8954202304992037,0.040144208851891024,0.9249757911481091,29,-0.1679017
1.201717142435475,0.14999999,-0.41414142,0.8206679821014404,0.9275849142693647,0.04005723808118249,0.9250627619188176,30,-0.48229048
1.2385208763078221,0.14999999,-0.3939394,0.844390869140625,0.9283162661276527,0.03995228633251039,0.9251677136674897,31,-0.48027992
1.2749968506519789,0.14999999,-0.37373737,0.8671936988830566,0.9286440256558433,0.03984365158287434,0.9252763484171257,32,-0.5817731
1.3111810625458213,0.14999999,-0.35353535,0.9060945510864258,0.9289357881061576,0.039732759471085496,0.9253872405289146,33,-0.5445777
1.366542602895251,0.14999999,-0.33333334,0.9570543766021729,0.9097584596505702,0.040192429496919146,0.9249275705030809,34,-0.22767708
1.4031296686169707,0.14999999,-0.3131313,0.9905428886413574,0.9285329342782802,0.040089419103342024,0.9250305808966581,35,-0.5886861
1.4542260161599199,0.14999999,-0.2929293,1.0565330982208252,0.9140236524570509,0.040395167115553327,0.9247248328844468,36,-0.22508752
1.4905761768968682,0.14999999,-0.27272728,1.1249561309814453,0.9287698392630518,0.04028584261883428,0.924834157381166,37,-0.57575476
1.9746150058792027,0.14999999,-0.25252524,1.1754252910614014,0.4810811710176654,0.05196355278629481,0.9131564472137054,38,0.15012315
2.0128448618745383,0.14999999,-0.23232323,1.2286832332611084,0.9268901440046643,0.05161140671473175,0.9135085932852685,39,-0.4156781
2.0570341949496296,0.14999999,-0.21212122,1.2683665752410889,0.9209306669249087,0.05142585487374074,0.9136941451262596,40,-0.2627642
2.1070714586726638,0.14999999,-0.1919192,1.3352394104003906,0.9150827362769659,0.05139198679689424,0.913728013203106,41,-0.24430436
2.1535966888630798,0.14999999,-0.17171717,1.3961360454559326,0.9185947698095842,0.05127611163959714,0.9138438883604032,42,-0.24523321
2.633521424552851,0.14999999,-0.15151516,1.434208869934082,0.48519526431022875,0.06124468429192677,0.9038753157080736,43,0.13088584
2.685928738396058,0.14999999,-0.13131313,1.4761073589324951,0.9127126861567928,0.061043834963546775,0.9040761650364536,44,-0.21578407
3.1087891719007548,0.14999999,-0.11111111,1.5097107887268066,0.5422595664953035,0.06908420382001677,0.8960357961799835,45,0.024682604
3.1701016468827365,0.14999999,-0.09090909,1.5473880767822266,0.9038075250180182,0.06891525319310297,0.8962047468068973,46,-0.17277303
3.6600573862138734,0.14999999,-0.07070707,1.58762788772583,0.4751642606688632,0.07787356140880582,0.8872464385911945,47,0.17786062
3.958546035035627,0.14999999,-0.05050505,1.6286754608154297,0.6666313511782463,0.08246970906324223,0.8826502909367581,48,-0.012161706
