ReturnMean,LQGsigma_higher,Regret/t,ReturnLastEpisode,LQGmu1_actor,TimeElapsed,Iteration,LQGmu1_higher,Regret
0.9392889722818354,0.14999999,0.02583102771816459,0.9392889722818354,-1.0597196,0.16330981254577637,1,-1.0,0.02583102771816459
0.9396637826825143,0.14999999,0.025456217317485708,0.9400385930831932,-1.013009,0.19138646125793457,2,-0.97979796,0.050912434634971415
0.9406426917220064,0.14999999,0.02447730827799351,0.9426005098009909,-0.7926999,0.21561717987060547,3,-0.959596,0.07343192483398053
0.9405508752033476,0.14999999,0.024569124796652464,0.9402754256473707,-1.0050555,0.24147462844848633,4,-0.93939394,0.09827649918660986
0.9410142073251585,0.14999999,0.024105792674841475,0.9428675358124025,-0.8103015,0.2693748474121094,5,-0.9191919,0.12052896337420738
0.9405847240127868,0.14999999,0.024535275987213185,0.9384373074509282,-1.0953366,0.2930784225463867,6,-0.8989899,0.14721165592327912
0.9408397574645784,0.14999999,0.024280242535421635,0.9423699581753276,-0.8341837,0.3240172863006592,7,-0.8787879,0.16996169774795145
0.9409620033573045,0.14999999,0.024157996642695523,0.9418177246063872,-0.8837572,0.3480651378631592,8,-0.85858583,0.19326397314156418
0.9412675403679902,0.14999999,0.023852459632009833,0.9437118364534757,-0.43483073,0.376267671585083,9,-0.83838385,0.2146721366880885
0.9412540801360751,0.14999999,0.023865919863924768,0.9411329380488408,-0.96290374,0.4340627193450928,10,-0.8181818,0.23865919863924767
0.941357624846436,0.14999999,0.02376237515356393,0.9423930719500444,-0.82614577,0.4672684669494629,11,-0.7979798,0.26138612668920325
0.9415727036402729,0.14999999,0.023547296359727216,0.9439385703724766,-0.5836947,0.49999499320983887,12,-0.7777778,0.2825675563167266
0.9417893135024594,0.14999999,0.023330686497540717,0.9443886318486973,-0.61339927,0.5228686332702637,13,-0.75757575,0.3032989244680293
0.9418378385196934,0.14999999,0.02328216148030669,0.9424686637437356,-0.7049329,0.5560770034790039,14,-0.7373737,0.3259502607242937
0.9419337667557064,0.14999999,0.02318623324429366,0.9432767620598888,-0.5574265,0.5808298587799072,15,-0.7171717,0.3477934986644049
0.9419654547281852,0.14999999,0.02315454527181486,0.9424407743153671,-0.578667,0.6122825145721436,16,-0.6969697,0.3704727243490378
0.9420027077754817,0.14999999,0.023117292224518356,0.9425987565322257,-0.5276064,0.6364331245422363,17,-0.67676765,0.39299396781681206
0.9420877699159512,0.14999999,0.023032230084048817,0.9435338263039333,-0.5962971,0.664776086807251,18,-0.65656567,0.4145801415128787
0.9421530027522091,0.14999999,0.022966997247791002,0.9433271938048496,-0.6057725,0.6914079189300537,19,-0.6363636,0.43637294770802904
0.9422160910492448,0.14999999,0.02290390895075544,0.9434147686929202,-0.5451092,0.7168436050415039,20,-0.61616164,0.45807817901510883
0.9422479162074392,0.14999999,0.02287208379256092,0.9428844193713295,-0.5730111,0.7415409088134766,21,-0.5959596,0.4803137596437793
0.9422652398379618,0.14999999,0.022854760162038346,0.9426290360789357,-0.5026244,0.7727947235107422,22,-0.57575756,0.5028047235648436
0.942300886348112,0.14999999,0.022819113651888195,0.9430851095714151,-0.7063789,0.79994797706604,23,-0.5555556,0.5248396139934285
0.9423356595827097,0.14999999,0.022784340417290508,0.9431354439784563,-0.6595634,0.8223755359649658,24,-0.53535354,0.5468241700149722
0.9419697411303092,0.14999999,0.023150258869691052,0.9331876982726959,-0.17615053,0.8489506244659424,25,-0.5151515,0.5787564717422763
