TimeElapsed,ReturnAbsMax,IWLastEpisode,MountainCar_mu0_higher,TimestepsSoFar,DenMISELogFirst,IWMax,Regret,Delta,ReturnLastEpisode,NumTrainableParams,MinEpLen,MountainCar_std0_higher,MountainCar_mu1_higher,Regret/t,BoundBonus,ReturnStepMax,GridSize,Bound,IWMin,IWFirstEpisode,BoundMISE,ReturnMin,ReturnMax,ActionIn1,MountainCar_std1_higher,AvgEpLen,ReturnMean,DenMISELogLast,NumTrajectories,Iteration,IWMean,DenMISEMeanLog
0.5714173316955566,8.74218,1.973269e-22,-1.0,999,-0.86692965,1.973269e-22,13.74218,0.060792707,-8.74218,2,999,0.14999999,,13.74218,2.57891e+20,8.74218,1,2.57891e+20,,1.973269e-22,-1.7250672e-21,-8.74218,,-5.1231728,1.5,999.0,-8.74218,-0.86692965,1,1,1.973269e-22,-0.86692965
1.3637909889221191,23.04229,,-1.0,1998,-1.5600768,,41.78447,0.0060792705,-23.04229,,999,0.14999999,20.0,20.892235,inf,23.04229,4,inf,,,,-23.04229,,18.039589,1.5,999.0,-15.892235,-4.945309,2,2,,-3.252693
1.5679476261138916,88.6427,1.6425892e-36,1.0,2247,-1.965542,1.6425892e-36,-41.85823,0.0027018983,88.6427,,249,0.14999999,20.0,-13.952744,inf,88.6427,4,inf,,,4.8534514e-35,-23.04229,88.6427,22.26548,1.5,749.0,18.952744,-1.7583429,3,3,5.4752973e-37,-3.0248864
1.7073445320129395,88.6427,,1.0,2433,-2.253224,0.030393993,-123.663345,0.0015198176,86.805115,,186,0.14999999,,-30.915836,1408183.2,88.6427,4,1408183.1,,0.030393993,-0.06642744,-23.04229,88.6427,1.4278784,1.5,608.25,35.915836,-2.234388,4,4,0.0075984984,-3.0430233
2.3226990699768066,88.6427,,-1.0,3432,-2.4687977,4.9999995,-42.22307,0.0009726833,-76.44028,,186,0.14999999,20.0,-8.444613,407.95212,88.6427,4,477.82455,,,69.87243,-76.44028,88.6427,19.586231,1.5,686.4,13.444613,-2.9583912,5,5,0.9999999,-3.2030978
2.494537830352783,88.6427,,1.0,3678,-2.6511192,6.0,-122.69888,0.0006754746,85.475815,,186,0.14999999,20.0,-20.449814,418.53912,88.6427,4,486.96307,,,68.42396,-76.44028,88.6427,19.232811,1.5,613.0,25.449814,-1.547362,6,6,1.0,-2.9635518
2.625195264816284,90.12784,,-1.0,3865,-2.80527,6.999999,-207.82672,0.00049626693,90.12784,,186,0.14999999,,-29.689533,434.44458,90.12784,4,416.28156,,1.3708754e-21,-18.163038,-76.44028,90.12784,-0.48785836,1.5,552.1428571428571,34.689533,-2.6797645,7,7,0.9999999,-2.956119
3.194988489151001,90.12784,,1.0,4864,-2.9388013,4.0,-187.14072,0.0003799544,-15.685999,,186,0.14999999,20.0,-23.39259,312.5437,90.12784,4,401.0102,,,88.46648,-76.44028,90.12784,20.84891,1.5,608.0,28.39259,-2.0216358,8,8,0.99999994,-2.8695052
3.353404998779297,90.12784,1.059627e-18,,5171,-3.0565844,4.9730064e-12,-260.2491,0.00015010545,78.10838,,186,0.14999999,10.0,-28.916569,1509822200000.0,90.12784,9,1509822200000.0,,4.9730064e-12,-3.273964e-12,-76.44028,90.12784,12.542808,1.5,574.5555555555555,33.91657,-1.4709375,9,9,5.6984793e-13,-2.7287014
3.5690011978149414,97.244965,1.6951577e-13,-1.0,5486,-3.1619449,1.04444126e-07,-352.49408,0.00012158541,97.244965,,186,0.14999999,10.0,-35.24941,1021597250000.0,97.244965,9,1021597250000.0,,1.988911e-31,9.158199e-07,-76.44028,97.244965,8.617501,1.5,548.6,40.24941,-4.8669386,10,10,1.112892e-08,-3.0373497
3.727548599243164,97.244965,6.091708e-34,1.0,5747,-3.257255,3.237456e-05,-439.0845,0.00010048381,91.59041,,186,0.14999999,10.0,-39.916775,1032313700000.0,97.244965,9,1032313700000.0,,8.42462e-12,0.0002950501,-76.44028,97.244965,12.152365,1.5,522.4545454545455,44.916775,-3.0804064,11,11,3.0423719e-06,-3.1279097
4.201342821121216,97.244965,5.8676007e-18,,6746,-3.3442664,8.401046e-05,-357.23706,8.443432e-05,-76.84745,,186,0.14999999,20.0,-29.769756,951262840000.0,97.244965,9,951262840000.0,,,0.00068636966,-76.84745,97.244965,21.243086,1.5,562.1666666666666,34.769756,-3.17218,12,12,7.062805e-06,-3.211359
4.36426305770874,97.244965,,,7042,-3.4243093,0.07072975,-445.3034,7.1944036e-05,93.06636,,186,0.14999999,,-34.25411,22243.906,97.244965,9,22243.86,,0.07072975,-0.047564212,-76.84745,97.244965,0.39620063,1.5,541.6923076923077,39.25411,-3.316979,13,13,0.0054407623,-3.2933683
4.8616721630096436,97.244965,1.1025582e-08,,8041,-3.4929912,13.999857,-440.08942,6.203337e-05,-0.21398582,,186,0.14999999,10.0,-31.43496,528.94366,97.244965,9,605.5968,,7.693914e-12,76.653145,-76.84745,97.244965,11.215758,1.5,574.3571428571429,36.43496,-3.0550075,14,14,0.9999898,-3.3447697
5.013544321060181,98.437164,4.439284e-07,,8278,-3.561984,15.000001,-533.52655,5.403797e-05,98.437164,,186,0.14999999,20.0,-35.568436,539.22797,98.437164,9,612.5877,,,73.359726,-76.84745,98.437164,18.44577,1.5,551.8666666666667,40.568436,-2.7463582,15,15,1.0000036,-3.3230596
