TimestepsSoFar,Regret,IWMean,MinEpLen,Delta,ReturnMean,DenMISEMeanLog,ReturnStepMax,BoundBonus,NumTrainableParams,MountainCar_mu1_higher,DenMISELogLast,TimeElapsed,IWMax,DenMISELogFirst,ReturnMin,AvgEpLen,IWLastEpisode,ActionIn1,IWMin,MountainCar_std1_higher,ReturnAbsMax,GridSize,NumTrajectories,Iteration,IWFirstEpisode,MountainCar_std0_higher,MountainCar_mu0_higher,Bound,BoundMISE,Regret/t,ReturnLastEpisode,ReturnMax
675374,-66846.2,1.000151,100,6.3884686e-10,58.51978,-4.0510564,160.43874,274.36588,,16.0,-3.7218113,1247.2899053096771,26.312832,-4.225411,-160.43874,540.7317854283426,9.566689e-08,16.139996,,1.5,160.43874,121,1249,1249,1.626185e-22,0.14999999,-0.2,369.70093,95.33504,-53.51978,98.25049,99.30726
675707,-66935.69,0.8980982,100,6.378251e-10,58.54855,-4.050726,160.43874,370.07196,,,-3.6317108,1248.5520424842834,72.30535,-4.226211,-160.43874,540.5656,2.6577316e-25,0.56746864,,1.5,160.43874,121,1250,1250,0.0015839485,0.14999999,,369.62485,-0.4471252,-53.54855,94.47871,99.30726
676706,-66930.195,0.8966284,100,6.3680583e-10,58.501354,-4.051007,160.43874,357.2044,,2.0,-4.287818,1250.1556520462036,62.040127,-4.22701,-160.43874,540.9320543565148,2.3103264e-06,-0.36767668,,1.5,160.43874,121,1251,1251,3.769885,0.14999999,-1.0,369.43518,12.230785,-53.501354,-0.48793098,99.30726
677705,-66906.96,0.8977628,100,6.35789e-10,58.440063,-4.051414,160.43874,285.18063,,20.0,-4.446384,1251.7533693313599,44.461815,-4.2247996,-160.43874,541.2979233226837,,19.752253,,1.5,160.43874,121,1252,1252,1.551801e-35,0.14999999,-0.2,369.43878,84.25814,-53.440063,-18.238407,99.30726
677932,-66996.44,0.9093882,100,6.347745e-10,58.468826,-4.051359,160.43874,282.2242,,14.0,-3.8737683,1253.0143146514893,29.369444,-4.225598,-160.43874,541.047086991221,0.0036684922,16.988195,,1.5,160.43874,121,1253,1253,9.99916e-16,0.14999999,-0.4,368.8909,86.66669,-53.468826,94.48069,99.30726
678220,-67083.81,0.96758306,100,6.3376254e-10,58.495865,-4.051101,160.43874,324.7763,,4.0,-3.632569,1254.267420053482,38.18425,-4.2263956,-160.43874,540.8452950558213,7.6903154e-17,6.523319,,1.5,160.43874,121,1254,1254,1.5090315,0.14999999,-0.4,368.7379,43.96162,-53.495865,92.37953,99.30726
678705,-67175.14,0.98863006,100,6.3275296e-10,58.52601,-4.0508914,160.43874,274.38486,,10.0,-3.7486832,1255.6603887081146,27.405464,-4.2259903,-160.43874,540.800796812749,3.5767288,10.444232,,1.5,160.43874,121,1255,1255,2.441901e-07,0.14999999,-0.4,368.8979,94.513016,-53.52601,96.32593,99.30726
679007,-67267.55,0.8836382,100,6.317458e-10,58.556965,-4.050552,160.43874,322.3817,,18.0,-3.6073606,1256.942731142044,40.121964,-4.2267866,-160.43874,540.6106687898089,2.6343087e-14,22.524487,,1.5,160.43874,121,1256,1256,,0.14999999,0.8,368.27335,45.891632,-53.556965,97.402534,99.30726
679201,-67346.33,1.1831385,100,6.30741e-10,58.57703,-4.0514536,160.43874,369.36334,,20.0,-5.061902,1258.1685526371002,110.85493,-4.2275825,-160.43874,540.33492442323,49.345173,20.925632,,1.5,160.43874,121,1257,1257,,0.14999999,1.0,369.36298,-0.00036242354,-53.57703,83.77808,99.30726
679391,-67428.86,1.009299,100,6.297387e-10,58.600048,-4.051544,160.43874,298.53912,,20.0,-4.318339,1259.3858544826508,51.249096,-4.228378,-160.43874,540.056438791733,37.347855,23.429647,,1.5,160.43874,121,1258,1258,,0.14999999,0.8,369.6883,71.149185,-53.600048,87.53032,99.30726
679549,-67514.31,0.92258435,100,6.2873867e-10,58.625347,-4.0532613,160.43874,284.65726,,20.0,-6.211223,1260.6069700717926,46.268646,-4.2291727,-160.43874,539.7529785544083,46.268646,21.213987,,1.5,160.43874,121,1259,1259,,0.14999999,0.4,370.26987,85.61262,-53.625347,90.448784,99.30726
679879,-67602.19,0.9950718,100,6.2774114e-10,58.65253,-4.053425,160.43874,275.65332,,20.0,-4.1746864,1261.8923201560974,43.269394,-4.2299666,-160.43874,539.5865079365079,7.31671e-06,19.707712,,1.5,160.43874,121,1260,1260,4.264622e-34,0.14999999,-0.4,368.17883,92.52552,-53.65253,92.882256,99.30726
680136,-67692.875,1.099178,100,6.2674593e-10,58.6819,-4.0533204,160.43874,306.74454,,14.0,-3.9091408,1263.1518218517303,35.56891,-4.2307596,-160.43874,539.3624107850912,2.7545044e-14,14.646242,,1.5,160.43874,121,1261,1261,1.2514612e-30,0.14999999,0.6,368.15012,61.405567,-53.6819,95.69009,99.30726
681135,-67626.17,1.029788,100,6.2575306e-10,58.586506,-4.0535436,160.43874,268.58447,,14.0,-4.426247,1264.7287437915802,26.863005,-4.2315526,-160.43874,539.7266244057053,6.219138e-07,14.533859,,1.5,160.43874,121,1262,1262,2.2744215e-19,0.14999999,,368.1126,99.528145,-53.586506,-61.704674,99.30726
681520,-67718.79,0.94326293,100,6.247625e-10,58.61741,-4.053179,160.43874,279.04138,,20.0,-3.6170514,1266.0412497520447,41.949795,-4.2323446,-160.43874,539.6041171813143,0.020332722,21.629631,,1.5,160.43874,121,1263,1263,,0.14999999,0.2,367.7343,88.69294,-53.61741,97.621765,99.30726
681674,-67806.04,0.9858758,100,6.2377437e-10,58.64402,-4.0535865,160.43874,275.2915,,16.0,-4.504686,1267.287936449051,27.671318,-4.233136,-160.43874,539.2990506329114,2.9675984e-08,15.402097,,1.5,160.43874,121,1264,1264,2.070354e-20,0.14999999,-0.6,367.6608,92.3693,-53.64402,92.250206,99.30726
681856,-67895.234,0.9509888,100,6.2278854e-10,58.672123,-4.0532804,160.43874,295.1216,,6.0,-3.6468813,1268.5333669185638,49.229694,-4.233927,-160.43874,539.0166007905138,5.0016247e-10,7.2419415,,1.5,160.43874,121,1265,1265,0.023354622,0.14999999,-1.0,367.3437,72.222084,-53.672123,94.19486,99.30726
682184,-67984.31,1.1247771,100,6.2180505e-10,58.70009,-4.0530787,160.43874,264.43488,,12.0,-3.740486,1269.807358264923,27.074314,-4.234699,-160.43874,538.8499210110584,0.84423923,14.339901,,1.5,160.43874,121,1266,1266,1.3839323e-10,0.14999999,-0.8,367.3668,102.93192,-53.70009,94.07342,99.30726
682370,-68074.734,0.9502723,100,6.208239e-10,58.729073,-4.0526905,160.43874,405.45712,,6.0,-3.6786757,1271.0329704284668,58.147842,-4.235488,-160.43874,538.5714285714286,5.8518225e-32,5.8460135,,1.5,160.43874,121,1267,1267,3.084227e-22,0.14999999,0.8,367.3396,-38.117523,-53.729073,95.42111,99.30726
683369,-68049.29,0.9976013,100,6.198451e-10,58.666634,-4.052975,160.43874,275.81497,,16.0,-4.353248,1272.6144366264343,27.83046,-4.236277,-160.43874,538.9345425867508,6.711151e-30,13.830166,,1.5,160.43874,121,1268,1268,1.6219986e-20,0.14999999,-0.8,367.27435,91.4594,-53.666634,-20.443012,99.30726
683694,-68139.42,1.0877359,100,6.1886857e-10,58.69537,-4.05269,160.43874,263.31165,,18.0,-3.6830187,1273.8926451206207,27.015108,-4.2370653,-160.43874,538.7659574468086,0.0020424807,15.586276,,1.5,160.43874,121,1269,1269,7.6447194e-31,0.14999999,,366.94434,103.63268,-53.69537,95.13242,99.30726
684070,-68230.875,0.9880396,100,6.1789435e-10,58.725098,-4.0522842,160.43874,271.07983,,12.0,-3.6194756,1275.2031209468842,27.246674,-4.237853,-160.43874,538.6377952755905,0.512934,12.410262,,1.5,160.43874,121,1270,1270,1.4070954e-12,0.14999999,-0.2,366.90158,95.821754,-53.725098,96.45422,99.30726
684334,-68322.84,1.0186586,100,6.1692246e-10,58.755188,-4.052004,160.43874,271.1427,,14.0,-3.6802375,1276.466058731079,27.550587,-4.2386403,-160.43874,538.4217151848937,1.8539065,15.069783,,1.5,160.43874,121,1271,1271,4.681101e-15,0.14999999,-0.6,366.91013,95.767426,-53.755188,96.96706,99.30726
684515,-68412.0,1.0880822,100,6.159528e-10,58.78302,-4.051675,160.43874,262.56534,,14.0,-3.6462207,1277.7216897010803,25.780313,-4.2394266,-160.43874,538.1407232704403,1.2832024e-08,15.673577,,1.5,160.43874,121,1272,1272,2.3951544e-22,0.14999999,0.2,366.7113,104.14596,-53.78302,94.15344,99.30726
684783,-68502.17,1.0923325,100,6.1498545e-10,58.811604,-4.0512667,160.43874,262.7176,,16.0,-3.6137323,1278.9869401454926,25.966242,-4.2402124,-160.43874,537.9285153181461,25.269775,16.960054,,1.5,160.43874,121,1273,1273,1.0202789e-24,0.14999999,,367.34195,104.62436,-53.811604,95.17056,99.30726
685160,-68590.08,0.8318729,100,6.140204e-10,58.838367,-4.050834,160.43874,353.60168,,8.0,-3.587554,1280.336541891098,37.14978,-4.240998,-160.43874,537.8021978021978,4.3079487e-07,10.25423,,1.5,160.43874,121,1274,1274,1.1226636e-14,0.14999999,0.4,366.41895,12.81726,-53.838367,92.90668,99.30726
686159,-68569.484,0.9754943,100,6.130576e-10,58.779987,-4.050934,160.43874,281.80472,,8.0,-4.00498,1281.9294836521149,30.274607,-4.2417827,-160.43874,538.1639215686274,1.08230916e-13,7.0686636,,1.5,160.43874,121,1275,1275,0.0009719063,0.14999999,-0.8,366.41556,84.61083,-53.779987,-15.593626,99.30726
686628,-68657.31,0.9729779,100,6.120971e-10,58.80667,-4.050704,160.43874,276.38898,,20.0,-3.7279124,1283.300267457962,42.070206,-4.2425656,-160.43874,538.1097178683385,8.530554e-14,18.209032,,1.5,160.43874,121,1276,1276,1.9955967e-33,0.14999999,-0.6,366.28897,89.9,-53.80667,92.82975,99.30726
687015,-68742.375,1.0860999,100,6.111388e-10,58.831146,-4.050505,160.43874,280.29468,,6.0,-3.7616217,1284.6337454319,31.40527,-4.243349,-160.43874,537.9913860610807,2.6577902e-19,6.1100035,,1.5,160.43874,121,1277,1277,0.001810266,0.14999999,-0.2,366.18,85.8853,-53.831146,90.06234,99.30726
687521,-68836.39,0.98293364,100,6.101828e-10,58.86259,-4.050225,160.43874,380.14948,,,-3.770971,1286.0392997264862,79.77617,-4.2441306,-160.43874,537.9663536776213,3.1060328e-08,-1.9598175,,1.5,160.43874,121,1278,1278,8.879983e-15,0.14999999,0.6,366.1336,-14.015874,-53.86259,99.01739,99.30726
688520,-68825.9,1.0219872,100,6.09229e-10,58.812275,-4.051699,160.43874,272.97742,,18.0,-5.9021783,1287.6437149047852,28.067368,-4.2449126,-160.43874,538.3268178264269,,17.968615,,1.5,160.43874,121,1279,1279,1.2297185e-26,0.14999999,-0.8,366.10956,93.13214,-53.812275,-5.489553,99.30726
688700,-68914.67,0.8893963,100,6.082775e-10,58.83959,-4.051426,160.43874,283.1881,,10.0,-3.7176874,1288.8737425804138,28.77534,-4.245694,-160.43874,538.046875,4.3597564e-07,8.113236,,1.5,160.43874,121,1280,1280,1.1508149e-06,0.14999999,-0.6,366.01047,82.822365,-53.83959,93.776344,99.30726
689069,-69005.85,0.93393725,100,6.0732813e-10,58.868736,-4.051252,160.43874,279.1221,,16.0,-3.7147174,1290.2127358913422,27.882362,-4.246475,-160.43874,537.9149102263856,7.3610004e-13,18.283073,,1.5,160.43874,121,1281,1281,1.894288e-31,0.14999999,0.4,365.92407,86.80196,-53.868736,96.17529,99.30726
689233,-69096.8,1.1093876,100,6.06381e-10,58.89766,-4.050977,160.43874,261.0688,,18.0,-3.6285574,1291.4494936466217,26.57412,-4.2472553,-160.43874,537.6232449297972,26.57412,19.4202,,1.5,160.43874,121,1282,1282,8.069155e-34,0.14999999,0.2,366.3432,105.2744,-53.89766,95.94175,99.30726
689466,-69185.08,1.131463,100,6.0543615e-10,58.924458,-4.050637,160.43874,256.85632,,10.0,-3.7183044,1292.7186467647552,26.129354,-4.248035,-160.43874,537.385814497272,4.713263e-08,7.07676,,1.5,160.43874,121,1283,1283,5.6444835e-11,0.14999999,,365.87024,109.01393,-53.924458,93.286064,99.30726
689943,-69278.42,1.0335468,100,6.0449346e-10,58.95516,-4.050275,160.43874,271.24066,,8.0,-3.7111804,1294.09268784523,25.428755,-4.248814,-160.43874,537.338785046729,4.287471,9.440991,,1.5,160.43874,121,1284,1284,0.00027121705,0.14999999,-0.4,365.65253,94.41185,-53.95516,98.34367,99.30726
690414,-69367.4,1.0409077,100,6.03553e-10,58.98241,-4.049985,160.43874,266.90002,,16.0,-3.7059996,1295.4740505218506,26.838562,-4.249593,-160.43874,537.2871595330739,0.005749054,14.289482,,1.5,160.43874,121,1285,1285,4.5548224e-21,0.14999999,-0.4,365.51694,98.616905,-53.98241,93.97635,99.30726
690669,-69456.34,0.9531322,100,6.026147e-10,59.009598,-4.0496664,160.43874,276.98123,,20.0,-3.6760302,1296.764722108841,44.956207,-4.2503705,-160.43874,537.0676516329704,2.0828184e-09,20.419197,,1.5,160.43874,121,1286,1286,,0.14999999,0.4,365.43134,88.45011,-54.009598,93.94022,99.30726
690869,-69547.56,0.9542332,100,6.0167865e-10,59.03851,-4.0495977,160.43874,280.19092,,16.0,-3.9072423,1298.0419375896454,43.313972,-4.2511477,-160.43874,536.8057498057498,1.823444e-15,12.9540205,,1.5,160.43874,121,1287,1287,2.1730576e-21,0.14999999,-1.0,365.1118,84.92087,-54.03851,96.224785,99.30726
691050,-69635.125,1.1126323,100,6.0074473e-10,59.064537,-4.0501823,160.43874,266.70782,,12.0,-4.7496433,1299.2795913219452,39.981182,-4.2519245,-160.43874,536.52950310559,15.738928,11.177553,,1.5,160.43874,121,1288,1288,1.858476e-11,0.14999999,-1.0,365.85684,99.14902,-54.064537,92.55756,99.30726
691308,-69721.33,1.0111051,100,5.99813e-10,59.08947,-4.049784,160.43874,409.04114,,10.0,-3.640925,1300.5788640975952,61.932182,-4.252701,-160.43874,536.3134212567882,4.805703e-26,10.531939,,1.5,160.43874,121,1289,1289,1.575235e-27,0.14999999,0.8,365.0442,-43.99696,-54.08947,91.207504,99.30726
692307,-69649.5,0.8999748,100,5.988834e-10,58.99186,-4.050359,160.43874,297.78464,,6.0,-4.791055,1302.1648740768433,29.98763,-4.253476,-160.43874,536.6720930232558,1.889294e-31,6.5466075,,1.5,160.43874,121,1290,1290,0.18042682,0.14999999,-0.8,365.04947,67.26484,-53.99186,-66.83674,99.30726
693087,-69734.36,1.0155905,100,5.9795596e-10,59.01577,-4.0501986,160.43874,274.57263,,8.0,-3.7383235,1303.6826004981995,28.709848,-4.2541113,-160.43874,536.8605731990705,19.331553,8.820625,,1.5,160.43874,121,1291,1291,0.0012599053,0.14999999,-0.6,365.26953,90.69689,-54.01577,89.86134,99.30726
693453,-69824.91,0.94606555,100,5.9703065e-10,59.044044,-4.049913,160.43874,278.4962,,20.0,-3.6914604,1305.0084691047668,40.17229,-4.2548842,-160.43874,536.7283281733746,1.7949187e-10,17.641039,,1.5,160.43874,121,1292,1292,1.5778402e-33,0.14999999,-0.8,364.65192,86.15572,-54.044044,95.55064,99.30726
693568,-69914.805,1.0316117,100,5.9610755e-10,59.071774,-4.049846,160.43874,372.64926,,2.0,-3.9028223,1306.2244668006897,50.974983,-4.255658,-160.43874,536.4021655065739,,2.4360378,,1.5,160.43874,121,1293,1293,3.397618e-10,0.14999999,0.4,364.62384,-8.025422,-54.071774,94.900505,99.30726
694567,-69907.56,0.94756365,100,5.9518657e-10,59.02439,-4.049984,160.43874,357.85544,,2.0,-4.2488494,1307.8256397247314,43.009785,-4.256431,-160.43874,536.7596599690881,0.3850082,2.4684544,,1.5,160.43874,121,1294,1294,0.2981144,0.14999999,-0.2,364.5348,6.6793447,-54.02439,-2.2426875,99.30726
695566,-69900.16,0.9005151,100,5.942677e-10,58.976955,-4.050063,160.43874,277.86853,,14.0,-4.0920463,1309.4183158874512,28.007233,-4.2569733,-160.43874,537.1166023166023,2.2579192e-11,12.887744,,1.5,160.43874,121,1295,1295,3.773899e-17,0.14999999,-0.2,364.47766,86.609116,-53.976955,-2.4110224,99.30726
696006,-69991.03,0.97464424,100,5.93351e-10,59.005424,-4.04986,160.43874,272.54602,,12.0,-3.6833284,1310.7853696346283,28.099144,-4.2577453,-160.43874,537.0416666666666,1.4574693,11.984052,,1.5,160.43874,121,1296,1296,1.8133525e-10,0.14999999,-0.6,364.01624,91.470215,-54.005424,95.8731,99.30726
696297,-70080.18,1.0813545,100,5.924364e-10,59.03252,-4.0495834,160.43874,262.54187,,18.0,-3.6602633,1312.0905714035034,26.792467,-4.258517,-160.43874,536.851966075559,0.019101571,19.77275,,1.5,160.43874,121,1297,1297,3.454267e-27,0.14999999,-0.4,363.8833,101.341446,-54.03252,94.15449,99.30726
696512,-70166.01,0.9919958,100,5.915239e-10,59.05702,-4.0494375,160.43874,304.18677,,6.0,-3.9371047,1313.3498117923737,34.56966,-4.2592874,-160.43874,536.6040061633282,1.1957946e-21,4.8680854,,1.5,160.43874,121,1298,1298,1.1370665e-05,0.14999999,,363.82544,59.638664,-54.05702,90.832466,99.30726
697122,-70258.81,0.98789674,100,5.906135e-10,59.086845,-4.049296,160.43874,270.8925,,20.0,-3.8500245,1314.779586315155,41.05965,-4.2600574,-160.43874,536.6605080831408,1.0414514e-22,19.11963,,1.5,160.43874,121,1299,1299,,0.14999999,0.2,363.7857,92.89323,-54.086845,97.80323,99.30726
697392,-70348.05,1.052577,100,5.8970523e-10,59.113884,-4.049025,160.43874,281.77454,,6.0,-3.6775804,1316.059913635254,31.63574,-4.260827,-160.43874,536.4553846153846,1.0100772e-19,5.7322593,,1.5,160.43874,121,1300,1300,0.050365414,0.14999999,-0.4,363.6788,81.90427,-54.113884,94.23603,99.30726
698115,-70433.78,1.0988777,100,5.88799e-10,59.138187,-4.048783,160.43874,256.7924,,10.0,-3.7804985,1317.5462627410889,25.629185,-4.261557,-160.43874,536.5987701767871,0.015431436,9.140076,,1.5,160.43874,121,1301,1301,9.254962e-09,0.14999999,-0.2,363.29755,106.505165,-54.138187,90.72412,99.30726
698957,-70526.09,1.0148666,100,5.878949e-10,59.167507,-4.048367,160.43874,272.92273,,18.0,-3.600428,1319.0713534355164,41.802887,-4.2623253,-160.43874,536.8333333333334,1.449335e-12,19.26677,,1.5,160.43874,121,1302,1302,1.651695e-27,0.14999999,-1.0,363.23602,90.3133,-54.167507,97.314766,99.30726
699276,-70604.65,0.9502225,100,5.8699284e-10,59.186222,-4.0484195,160.43874,278.65097,,20.0,-4.1229734,1320.382734298706,65.61723,-4.263093,-160.43874,536.6661550268611,42.778294,20.270844,,1.5,160.43874,121,1303,1303,2.099848e-34,0.14999999,-1.0,363.19537,84.54439,-54.186222,83.556274,99.30726
699387,-70694.336,1.0036988,100,5.86093e-10,59.213448,-4.048668,160.43874,368.13742,,6.0,-4.3113823,1321.6119735240936,49.89352,-4.26386,-160.43874,536.3397239263803,2.69744e-35,6.0320926,,1.5,160.43874,121,1304,1304,2.1075476e-12,0.14999999,0.4,362.9434,-5.194021,-54.213448,94.68898,99.30726
700386,-70675.52,1.1266627,100,5.851951e-10,59.15749,-4.048881,160.43874,288.73013,,12.0,-4.3203936,1323.2105362415314,33.100597,-4.264627,-160.43874,536.6942528735632,0.004153921,13.903201,,1.5,160.43874,121,1305,1305,1.6484584e-21,0.14999999,0.4,362.83563,74.10551,-54.15749,-13.810515,99.30726
700563,-70767.29,1.0411278,100,5.842993e-10,59.186287,-4.0485415,160.43874,272.072,,14.0,-3.7257602,1324.474178314209,29.500769,-4.265393,-160.43874,536.4188361408882,27.670645,13.226121,,1.5,160.43874,121,1306,1306,4.3408458e-26,0.14999999,0.4,362.70273,90.630745,-54.186287,96.76436,99.30726
700888,-70857.69,1.0894083,100,5.834055e-10,59.213993,-4.048296,160.43874,428.21014,,2.0,-3.7623386,1325.776038646698,94.89166,-4.2661586,-160.43874,536.257077276205,7.217603e-14,2.3917978,,1.5,160.43874,121,1307,1307,4.4070516e-26,0.14999999,1.0,362.67688,-65.53327,-54.213993,95.39411,99.30726
701887,-70801.82,0.9284048,100,5.825138e-10,59.129833,-4.048839,160.43874,278.58487,,20.0,-4.8255563,1327.3974869251251,43.56526,-4.266923,-160.43874,536.6108562691131,2.8876795e-34,18.803648,,1.5,160.43874,121,1308,1308,,0.14999999,0.6,362.4696,83.88475,-54.129833,-50.86521,99.30726
702069,-70888.766,1.1614362,100,5.816241e-10,59.1549,-4.0487933,160.43874,384.73114,,4.0,-3.9107368,1328.6610012054443,54.12991,-4.2676873,-160.43874,536.3399541634835,1.8605974e-18,5.934729,,1.5,160.43874,121,1309,1309,1.9581439e-15,0.14999999,0.6,362.45422,-22.276932,-54.1549,91.947395,99.30726
703068,-70870.0,1.0815214,100,5.8073646e-10,59.099236,-4.048881,160.43874,262.92123,,14.0,-4.3128114,1330.2849714756012,26.942667,-4.268451,-160.43874,536.6931297709924,1.5762789e-22,12.808705,,1.5,160.43874,121,1310,1310,3.766482e-15,0.14999999,-0.8,362.40045,99.47923,-54.099236,-13.771238,99.30726
703355,-70959.234,0.9351627,100,5.798509e-10,59.126038,-4.0484905,160.43874,272.94382,,12.0,-3.6131632,1331.596586227417,28.522602,-4.269214,-160.43874,536.5026697177727,2.3330564,10.450111,,1.5,160.43874,121,1311,1311,3.969565e-11,0.14999999,-0.4,362.4172,89.4734,-54.126038,94.23376,99.30726
703727,-71050.74,1.090411,100,5.789673e-10,59.15453,-4.0482416,160.43874,261.25494,,8.0,-3.6513894,1332.942979335785,27.053143,-4.2699766,-160.43874,536.3772865853658,2.7185028,6.53411,,1.5,160.43874,121,1312,1312,1.0132306e-05,0.14999999,-0.2,362.3518,101.09685,-54.15453,96.51396,99.30726
704647,-71144.44,1.1045022,100,5.780857e-10,59.184643,-4.0479875,160.43874,256.82715,,16.0,-3.7997732,1334.5325887203217,25.792727,-4.2707386,-160.43874,536.6694592536177,2.2881316e-08,15.391046,,1.5,160.43874,121,1313,1313,1.0990538e-27,0.14999999,0.2,362.2574,105.43023,-54.184643,98.70076,99.30726
705055,-71235.61,0.9385589,100,5.772061e-10,59.21279,-4.0476093,160.43874,355.95975,,2.0,-3.6501057,1335.900496006012,45.00393,-4.2714996,-160.43874,536.5715372907154,9.1270025e-18,2.9012375,,1.5,160.43874,121,1314,1314,8.274214,0.14999999,-0.4,362.14944,6.189708,-54.21279,96.17105,99.30726
706054,-71228.65,1.1046492,100,5.7632865e-10,59.16627,-4.0476675,160.43874,254.63437,,12.0,-4.054687,1337.5188138484955,25.617626,-4.2659836,-160.43874,536.9231939163498,3.1839036e-07,12.617919,,1.5,160.43874,121,1315,1315,8.946661e-15,0.14999999,,362.07288,107.43852,-54.16627,-1.9639814,99.30726
706332,-71322.19,1.0110635,100,5.754531e-10,59.19619,-4.047243,160.43874,270.65588,,10.0,-3.5885403,1338.8238124847412,28.353336,-4.2667437,-160.43874,536.726443768997,3.6981212e-06,10.229001,,1.5,160.43874,121,1316,1316,9.17886e-07,0.14999999,-0.8,361.8376,91.1817,-54.19619,98.53502,99.30726
706591,-71412.24,0.9046532,100,5.745795e-10,59.22342,-4.046963,160.43874,363.66895,,2.0,-3.6847897,1340.1246030330658,46.844864,-4.2675033,-160.43874,536.5155656795748,7.8069224e-13,1.3592759,,1.5,160.43874,121,1317,1317,1.9469544e-06,0.14999999,0.2,361.66666,-2.0022798,-54.22342,95.05543,99.30726
707590,-71404.41,0.9375024,100,5.7370797e-10,59.176334,-4.0472264,160.43874,290.739,,6.0,-4.290632,1341.7713134288788,32.762436,-4.268262,-160.43874,536.8664643399089,4.536279e-09,5.7997084,,1.5,160.43874,121,1318,1318,0.2344669,0.14999999,-0.6,361.63144,70.89242,-54.176334,-2.8323731,99.30726
708072,-71492.03,0.92003906,100,5.7283833e-10,59.20169,-4.0470643,160.43874,291.08014,,16.0,-3.7669272,1343.1633372306824,33.05669,-4.2688427,-160.43874,536.8248673237301,9.731861e-24,16.668438,,1.5,160.43874,121,1319,1319,5.7815614e-36,0.14999999,0.6,361.57367,70.493546,-54.20169,92.6235,99.30726
708248,-71581.33,0.9887451,100,5.719707e-10,59.22828,-4.0469575,160.43874,269.0401,,18.0,-3.8205307,1344.420358657837,28.14667,-4.2696004,-160.43874,536.5515151515151,5.5190024,17.796873,,1.5,160.43874,121,1320,1320,1.4571135e-37,0.14999999,0.4,361.28552,92.24541,-54.22828,94.29694,99.30726
708659,-71668.11,1.0202973,100,5.7110516e-10,59.252922,-4.0466504,160.43874,272.77905,,8.0,-3.6246626,1345.7993047237396,27.299297,-4.2703576,-160.43874,536.4564723694172,5.113279e-09,8.226813,,1.5,160.43874,121,1321,1321,6.266071e-08,0.14999999,,361.1721,88.39303,-54.252922,91.78007,99.30726
709052,-71761.77,0.8757438,100,5.7024147e-10,59.282734,-4.0464106,160.43874,373.49503,,,-3.7441618,1347.157713651657,107.63653,-4.2711143,-160.43874,536.3479576399395,1.5562028e-16,-1.7609364,,1.5,160.43874,121,1322,1322,3.490145,0.14999999,-1.0,360.928,-12.567009,-54.282734,98.66406,99.30726
710051,-71744.984,0.93661416,100,5.6937965e-10,59.22901,-4.0471306,160.43874,273.51648,,10.0,-4.8585205,1348.7999258041382,28.036127,-4.269234,-160.43874,536.697656840514,1.0885548e-10,8.498602,,1.5,160.43874,121,1323,1323,1.178226e-06,0.14999999,-0.6,360.87927,87.36278,-54.22901,-11.78971,99.30726
710662,-71832.875,0.8459624,100,5.6851995e-10,59.254436,-4.0469065,160.43874,280.8602,,20.0,-3.6821172,1350.2314083576202,42.01613,-4.2699895,-160.43874,536.7537764350453,5.6182133e-14,19.510128,,1.5,160.43874,121,1324,1324,1.0036538e-37,0.14999999,,360.82364,79.96345,-54.254436,92.88513,99.30726
710886,-71922.34,0.9969768,100,5.6766214e-10,59.281013,-4.0468616,160.43874,266.93292,,18.0,-3.8282833,1351.5195698738098,27.792141,-4.270745,-160.43874,536.5177358490566,14.69607,17.614342,,1.5,160.43874,121,1325,1325,1.2789817e-28,0.14999999,-0.2,361.15457,94.22165,-54.281013,94.476395,99.30726
711074,-72014.12,0.9970321,100,5.668062e-10,59.309288,-4.046559,160.43874,268.07004,,20.0,-3.637623,1352.8125133514404,43.20587,-4.271499,-160.43874,536.2549019607843,10.682799,18.577847,,1.5,160.43874,121,1326,1326,4.4454804e-34,0.14999999,-0.4,360.83755,92.767525,-54.309288,96.76984,99.30726
711259,-72104.45,0.9582166,100,5.659523e-10,59.336437,-4.046295,160.43874,274.63254,,14.0,-3.6868503,1354.102255821228,44.281105,-4.272253,-160.43874,535.9902034664657,1.7128992e-05,14.740595,,1.5,160.43874,121,1327,1327,4.9905747e-16,0.14999999,-1.0,360.68137,86.04883,-54.336437,95.340454,99.30726
711505,-72190.3,1.0184784,100,5.6510024e-10,59.360165,-4.046342,160.43874,265.9982,,18.0,-4.0597944,1355.4048478603363,27.472446,-4.2730064,-160.43874,535.7718373493976,0.136923,20.4512,,1.5,160.43874,121,1328,1328,1.6194464e-26,0.14999999,-0.6,360.57092,94.572716,-54.360165,90.83901,99.30726
711622,-72279.53,0.9834234,100,5.642502e-10,59.386406,-4.047051,160.43874,272.64612,,20.0,-5.0022826,1356.669941663742,63.717422,-4.273759,-160.43874,535.4567343867569,57.555275,19.243914,,1.5,160.43874,121,1329,1329,2.1223647e-34,0.14999999,-1.0,360.47046,87.824326,-54.386406,94.232445,99.30726
711731,-72367.766,1.041993,100,5.63402e-10,59.411854,-4.0472393,160.43874,259.66254,,14.0,-4.2687917,1357.9183745384216,26.512606,-4.2745113,-160.43874,535.1360902255639,1.956466e-13,13.567435,,1.5,160.43874,121,1330,1330,2.3742625e-19,0.14999999,,360.37704,100.7145,-54.411854,93.23692,99.30726
