Regret/t,ReturnLastEpisode,Iteration,LQGmu1_actor,TimeElapsed,Regret,LQGmu1_higher,LQGsigma_higher,ReturnMean
0.05427947140409761,0.9108405285959024,1,-1.0614133,0.057518959045410156,0.05427947140409761,-1.0,0.14999999,0.9108405285959024
0.3532662962639073,0.3128668788762829,2,0.6000062,0.0765385627746582,0.7065325925278146,0.5959596,0.14999999,0.6118537037360926
0.25075617572095427,0.9193840653649519,3,-0.4114228,0.1011805534362793,0.7522685271628627,-0.2929293,0.14999999,0.7143638242790457
0.19896503340109176,0.9215283935584957,4,-0.5349772,0.12489104270935059,0.795860133604367,-0.65656567,0.14999999,0.7661549665989082
0.1686589755054843,0.9176852560769454,5,-0.8606753,0.14730453491210938,0.8432948775274216,-0.45454547,0.14999999,0.7964610244945157
0.14843138339542003,0.9178265771549013,6,-0.88485086,0.17441201210021973,0.8905883003725202,-0.83838385,0.14999999,0.8166886166045799
0.14362279949736398,0.8503487038909724,7,-0.11775014,0.1943678855895996,1.0053595964815478,0.030303031,0.14999999,0.821497200502636
0.2451279207339656,0.00945623060982279,8,1.0067016,0.2155468463897705,1.9610233658717249,1.0,0.14999999,0.7199920792660344
0.22282071886540417,0.9207568960830873,9,-0.7583988,0.23858952522277832,2.0053864697886374,-0.7373737,0.14999999,0.7422992811345959
0.20507845781036393,0.9197218916849981,10,-0.8040356,0.261228084564209,2.0507845781036393,-0.7373737,0.14999999,0.760041542189636
0.19072782875358033,0.9178984618142557,11,-0.8769742,0.2843167781829834,2.0980061162893837,-0.7777778,0.14999999,0.7743921712464197
0.17844019572210046,0.9218437676241781,12,-0.6203132,0.30887317657470703,2.1412823486652055,-0.65656567,0.14999999,0.7866798042778996
0.16818779281303453,0.9199610420957566,13,-0.8075079,0.33704495429992676,2.186441306569449,-0.67676765,0.14999999,0.7969322071869656
0.15937955106667948,0.9202475916359365,14,-0.7909433,0.36574745178222656,2.2313137149335125,-0.7777778,0.14999999,0.8057404489333206
0.151814918127691,0.9192099430181477,15,-0.83701766,0.3860800266265869,2.2772237719153647,-0.67676765,0.14999999,0.8133050818723091
0.14516574222112516,0.919691896377362,16,-0.8076677,0.4014568328857422,2.3226518755380026,-0.7979798,0.14999999,0.8199542577788749
0.14015062059573755,0.9052113254104641,17,-0.22444746,0.4194643497467041,2.3825605501275384,-0.67676765,0.14999999,0.8249693794042625
0.1347501670754928,0.9221775427686675,18,-0.58422524,0.4366152286529541,2.425503007358871,-0.7373737,0.14999999,0.8303698329245072
0.13151557707739492,0.8918270428883676,19,-0.1950589,0.452223539352417,2.4987959644705033,-0.25252524,0.14999999,0.8336044229226051
0.1270868001651561,0.9221799611673813,20,-0.6364082,0.4716312885284424,2.541736003303122,-0.45454547,0.14999999,0.8380331998348438
0.12320049361113193,0.9196456374693515,21,-0.40291858,0.4926300048828125,2.5872103658337706,-0.5555556,0.14999999,0.841919506388868
0.11956157166915705,0.9219757891123155,22,-0.4775544,0.5134320259094238,2.630354576721455,-0.5151515,0.14999999,0.8455584283308429
0.11620495646230221,0.9227605780885041,23,-0.60732096,0.5392372608184814,2.672713998632951,-0.5151515,0.14999999,0.8489150435376978
0.11320714961891472,0.9208624077789977,24,-0.52020663,0.5640883445739746,2.7169715908539533,-0.5151515,0.14999999,0.8519128503810852
0.11039388911319616,0.9222443630240492,25,-0.5209648,0.5967304706573486,2.759847227829904,-0.43434343,0.14999999,0.8547261108868038
0.10800139243216036,0.9169310245937345,26,-0.9085757,0.6352300643920898,2.8080362032361696,-0.4949495,0.14999999,0.8571186075678395
0.10604327375302833,0.9099878119044049,27,-0.29332632,0.6750454902648926,2.8631683913317647,-0.5151515,0.14999999,0.8590767262469716
0.1039829946521775,0.916764541070795,28,-0.9168628,0.7088015079498291,2.91152385026097,-0.8181818,0.14999999,0.8611370053478223
0.10196286204360452,0.919720850996439,29,-0.49851012,0.7350366115570068,2.956922999264531,-0.47474748,0.14999999,0.8631571379563954
