LQGmu1_higher,ReturnLastEpisode,Regret,Regret/t,TimeElapsed,LQGmu1_actor,ReturnMean,Iteration,LQGsigma_higher
-1.0,0.9202797447432859,0.04484025525671409,0.04484025525671409,0.08424949645996094,-1.0618188,0.9202797447432859,1,0.14999999
0.5959596,0.33591531397385493,0.6740449412828592,0.3370224706414296,0.11103034019470215,0.5688451,0.6280975293585704,2,0.14999999
-0.2929293,0.9271995260549145,0.7119654152279447,0.23732180507598155,0.13406133651733398,-0.43535036,0.7277981949240185,3,0.14999999
-0.65656567,0.9289220109269611,0.7481634043009835,0.18704085107524587,0.1580977439880371,-0.6657143,0.7780791489247542,4,0.14999999
-0.45454547,0.9297471917007616,0.7835362126002219,0.15670724252004437,0.18150758743286133,-0.62014675,0.8084127574799556,5,0.14999999
-0.8181818,0.9251478732977826,0.8235083393024393,0.1372513898837399,0.2028179168701172,-0.9072759,0.8278686101162601,6,0.14999999
-0.5151515,0.9193619867787047,0.8692663525237345,0.12418090750339064,0.22525763511657715,-0.28661925,0.8409390924966093,7,0.14999999
1.0,0.1883553065830421,1.6460310459406924,0.20575388074258655,0.24664807319641113,0.79877454,0.7593661192574134,8,0.14999999
-0.3131313,0.913820536479058,1.6973305094616342,0.18859227882907048,0.2698323726654053,-0.25684127,0.7765277211709294,9,0.14999999
0.05050505,0.46500428381130354,2.1974462256503307,0.21974462256503308,0.2950446605682373,0.22317898,0.7453753774349668,10,0.14999999
0.83838385,0.17531995846210238,2.9872462671882283,0.2715678424716571,0.3211965560913086,0.8159777,0.6935521575283429,11,0.14999999
-0.37373737,0.9230335245016866,3.0293327426865417,0.25244439522387846,0.34401750564575195,-0.34129563,0.7126756047761215,12,0.14999999
-0.35353535,0.9240886571064859,3.0703640855800556,0.23618185273692735,0.3671088218688965,-0.33016568,0.7289381472630725,13,0.14999999
-0.75757575,0.9292218063822464,3.106262279197809,0.22187587708555778,0.3903210163116455,-0.6748402,0.7432441229144421,14,0.14999999
-0.3939394,0.9258802146441015,3.1455020645537073,0.2097001376369138,0.416698694229126,-0.4686654,0.755419862363086,15,0.14999999
-0.7171717,0.9280378018708609,3.1825842626828464,0.1989115164176779,0.44314122200012207,-0.76785004,0.766208483582322,16,0.14999999
-0.3939394,0.9287627376952234,3.218941524987623,0.18934950146986018,0.4708290100097656,-0.5550269,0.7757704985301397,17,0.14999999
-0.75757575,0.9280316850788712,3.256029839908752,0.18089054666159735,0.5047588348388672,-0.74020797,0.7842294533384025,18,0.14999999
-0.3939394,0.9259703376516081,3.295179502257144,0.17343050011879704,0.5366983413696289,-0.48085752,0.7916894998812027,19,0.14999999
-0.3939394,0.8958194171356915,3.3644800851214525,0.16822400425607262,0.5616376399993896,-0.14108837,0.7968959957439272,20,0.14999999
-0.35353535,0.9201638096818745,3.409436275439578,0.1623541083542656,0.5888750553131104,-0.33944154,0.8027658916457343,21,0.14999999
-0.7777778,0.9264993398965711,3.448056935543007,0.1567298607065003,0.6176176071166992,-0.8533944,0.8083901392934995,22,0.14999999
-0.67676765,0.9282342646946408,3.484942670848366,0.15151924655862462,0.6442615985870361,-0.63802284,0.8136007534413752,23,0.14999999
-0.7373737,0.9284952245991537,3.5215674462492124,0.1467319769270505,0.6633386611938477,-0.64463,0.8183880230729493,24,0.14999999
-0.7171717,0.9273827242169148,3.5593047220322975,0.1423721888812919,0.6962618827819824,-0.73440266,0.822747811118708,25,0.14999999
-0.7373737,0.9279400151054947,3.5964847069268027,0.1383263348818001,0.7280642986297607,-0.7866252,0.8267936651181997,26,0.14999999
-0.7171717,0.9285097366712356,3.6330949702555673,0.13455907297242842,0.7598788738250732,-0.633178,0.8305609270275714,27,0.14999999
-0.75757575,0.9285358918153577,3.6696790784402094,0.13105996708715034,0.7818794250488281,-0.7221185,0.8340600329128495,28,0.14999999
-0.75757575,0.9267431364798067,3.708055941960403,0.12786399799863457,0.8023865222930908,-0.49113402,0.8372560020013653,29,0.14999999
-0.7373737,0.9272667388449228,3.74590920311548,0.12486364010384934,0.8248205184936523,-0.8055228,0.8402563598961506,30,0.14999999
-0.75757575,0.9263300517329791,3.784699151382501,0.12208706939943552,0.8501667976379395,-0.8439163,0.8430329306005644,31,0.14999999
