LQGmu1_actor,Iteration,ReturnMean,ReturnLastEpisode,TimeElapsed,Regret,Regret/t,LQGmu1_higher,LQGsigma_higher
-0.8594285,1,0.9565974109947115,0.9565974109947115,0.06670832633972168,0.008522589005288461,0.008522589005288461,-1.0,0.14999999
0.21882424,2,0.8519134443113843,0.747229477628057,0.08724141120910645,0.2264131113772314,0.1132065556886157,0.57575756,0.14999999
-0.11206682,3,0.8866451779598895,0.9561086452568996,0.10438227653503418,0.23542446612033174,0.07847482204011058,-0.25252524,0.14999999
0.992004,4,0.7705855814545931,0.4224067919387039,0.1263127326965332,0.7781376741816278,0.19453441854540696,1.0,0.14999999
-0.82697487,5,0.8077640506541888,0.9564779274525713,0.150376558303833,0.7867797467290565,0.1573559493458113,-0.67676765,0.14999999
-0.1020305,6,0.8322917001791724,0.9549299478040902,0.17355585098266602,0.7969697989249662,0.1328282998208277,0.01010101,0.14999999
-0.6985927,7,0.8500306050280956,0.9564640341216345,0.1978445053100586,0.8056257648033317,0.11508939497190453,-0.8787879,0.14999999
-0.08515275,8,0.8632844219573629,0.9560611404622337,0.22394371032714844,0.814684624341098,0.10183557804263725,-0.11111111,0.14999999
-0.37860218,9,0.8736730135064972,0.9567817458995714,0.2489619255065918,0.8230228784415266,0.09144698649350295,-0.45454547,0.14999999
-0.23028472,10,0.8818843629176201,0.9557865076177251,0.27156519889831543,0.8323563708238014,0.08323563708238015,-0.3131313,0.14999999
-0.5820801,11,0.8886314622712831,0.956102455807913,0.2960379123687744,0.8413739150158884,0.07648853772871712,-0.8787879,0.14999999
-1.1751472,12,0.8942545975327318,0.9561090854086688,0.32061290740966797,0.8503848296072196,0.0708654024672683,-0.959596,0.14999999
-0.20989749,13,0.8990517328384281,0.9566173565067831,0.34392666816711426,0.8588874731004364,0.06606826716157203,-0.15151516,0.14999999
-0.2864434,14,0.9031634300247795,0.9566154934473473,0.3688483238220215,0.8673919796530891,0.06195656997522065,-0.17171717,0.14999999
-0.62547874,15,0.9066845320068013,0.9559799597551064,0.4003260135650635,0.8765320198979827,0.05843546799319885,-0.57575756,0.14999999
-0.16668168,16,0.9097570598393145,0.955844977327013,0.4332692623138428,0.8858070425709696,0.0553629401606856,-0.25252524,0.14999999
0.028017193,17,0.9124138410540066,0.9549223404890783,0.46109485626220703,0.8960047020818913,0.052706158945993606,-0.15151516,0.14999999
-0.25771987,18,0.9148725151062291,0.9566699739940117,0.4921281337738037,0.9044547280878796,0.050247484893771094,-0.25252524,0.14999999
-0.92857987,19,0.9170616587292569,0.956466243943759,0.5209493637084961,0.9131084841441206,0.04805834127074319,-0.6969697,0.14999999
-0.46096906,20,0.919040303854427,0.9566345612326594,0.5469365119934082,0.9215939229114611,0.04607969614557306,-0.35353535,0.14999999
-0.45307493,21,0.9208313398199831,0.9566520591311045,0.5711734294891357,0.9300618637803566,0.04428866018001698,-0.53535354,0.14999999
-0.79900986,22,0.9224593407632963,0.9566473605728715,0.5943963527679443,0.9385345032074851,0.04266065923670387,-0.6363636,0.14999999
-0.50725114,23,0.9239355950298586,0.956413188894229,0.6204895973205566,0.9472413143132561,0.04118440497014157,-0.43434343,0.14999999
-0.07003077,24,0.9252364110667136,0.955155179914383,0.6524417400360107,0.957206134398873,0.039883588933286376,-0.1919192,0.14999999
-0.34903738,25,0.9264988043666803,0.9567962435658794,0.6809513568878174,0.9655298908329936,0.03862119563331974,-0.25252524,0.14999999
-0.29208428,26,0.9276388059850724,0.9561388464448759,0.6990079879760742,0.9745110443881176,0.0374811940149276,-0.09090909,0.14999999
-0.4676834,27,0.9287032279709339,0.9563781996033306,0.7134907245635986,0.983252844784787,0.03641677202906619,-0.41414142,0.14999999
-0.9672452,28,0.9297039595530622,0.9567237122705269,0.7306694984436035,0.9916491325142601,0.035416040446937865,-0.7979798,0.14999999
-0.39437178,29,0.9306306171784793,0.9565770306901561,0.7489867210388184,1.000192101824104,0.03448938282152083,-0.27272728,0.14999999
-0.31765896,30,0.9314858113445137,0.9562864421595132,0.7714705467224121,1.0090256596645908,0.03363418865548636,-0.33333334,0.14999999
-0.7697813,31,0.9322811044301855,0.95613989700034,0.795130729675293,1.018005762664251,0.03283889556981454,-0.53535354,0.14999999
-0.5361886,32,0.9330407817640026,0.9565907791123307,0.8136134147644043,1.0265349835519202,0.032079218235997506,-0.47474748,0.14999999
-0.23555215,33,0.933762356894705,0.9568527610771801,0.8438417911529541,1.03480222247474,0.03135764310529515,-0.3939394,0.14999999
-0.8756025,34,0.9344249062712963,0.9562890356988093,0.8706555366516113,1.0436331867759305,0.03069509372870384,-0.9191919,0.14999999
0.11376094,35,0.9348330269092866,0.948709128600954,0.8977854251861572,1.0600440581749764,0.030286973090713612,0.05050505,0.14999999
-0.9934559,36,0.9354299859358053,0.9563235518639567,0.9217941761016846,1.0688405063110196,0.029690014064194987,-0.9191919,0.14999999
-0.64591366,37,0.9359993817431823,0.9564976308087525,0.947361946105957,1.077462875502267,0.02912061825681803,-0.7171717,0.14999999
-0.6635616,38,0.9365377491034682,0.9564573414340426,0.9743106365203857,1.0861255340682243,0.02858225089653222,-0.65656567,0.14999999
-0.24954131,39,0.9370516672513836,0.9565805568721703,1.0022239685058594,1.0946649771960542,0.028068332748616774,-0.43434343,0.14999999
-0.5644497,40,0.9375304987494953,0.9562049271758514,1.0301027297973633,1.1035800500202027,0.027589501250505067,-0.6363636,0.14999999
-0.52997684,41,0.9379951950482752,0.9565830469994687,1.055542230606079,1.112117003020734,0.02712480495172522,-0.57575756,0.14999999
-0.4499496,42,0.9384411374556908,0.9567247761597287,1.080742597579956,1.1205122268610053,0.02667886254430965,-0.5555556,0.14999999
-0.5525852,43,0.938864218796667,0.9566336351176715,1.111325979232788,1.1289985917433336,0.02625578120333334,-0.43434343,0.14999999
-0.30117553,44,0.939261429421661,0.9563414862964038,1.1396260261535645,1.1377771054469297,0.02585857057833931,-0.33333334,0.14999999
-0.16015926,45,0.9396414322936013,0.9563615586589791,1.159670352935791,1.1465355467879506,0.025478567706398902,-0.27272728,0.14999999
-0.2038442,46,0.9400090946939951,0.9565539027117096,1.1844148635864258,1.155101644076241,0.025110905306005238,-0.41414142,0.14999999
-1.0241549,47,0.9403542228690884,0.9562301189233874,1.2054243087768555,1.1639915251528534,0.024765777130911774,-0.7373737,0.14999999
-0.1197763,48,0.9406481556444919,0.9544629960884501,1.2317924499511719,1.1746485290644033,0.024471844355508404,-0.17171717,0.14999999
-0.29438087,49,0.9409740686013853,0.9566178905322714,1.2669570446014404,1.183150638532132,0.02414593139861494,-0.43434343,0.14999999
-0.031845238,50,0.9411735683561822,0.9509490563412226,1.3052518367767334,1.1973215821909093,0.023946431643818187,-0.09090909,0.14999999
-0.55253077,51,0.9414735369149231,0.9564719648519704,1.341404914855957,1.205969617338939,0.023646463085077233,-0.43434343,0.14999999
-0.48047572,52,0.9417553081891433,0.9561256431743728,1.369504690170288,1.2149639741645661,0.02336469181085704,-0.47474748,0.14999999
-0.029825121,53,0.9419456391059442,0.9518428467795892,1.3900306224822998,1.228241127384977,0.023174360894056167,-0.23232323,0.14999999
-0.6080471,54,0.9422173088943642,0.9566158076806193,1.4104175567626953,1.2367453197043576,0.022902691105636253,-0.5151515,0.14999999
-0.14751127,55,0.9424704722270036,0.9561412921895366,1.4311304092407227,1.2457240275148211,0.02264952777299675,-0.07070707,0.14999999
-0.9140918,56,0.9427212790991261,0.9565156570658625,1.451551914215088,1.2543283704489587,0.022398720900874265,-0.5555556,0.14999999
-0.10864127,57,0.9429494859828038,0.9557290714687531,1.4720118045806885,1.2637192989802055,0.022170514017196587,-0.15151516,0.14999999
-0.33781695,58,0.9431824606057382,0.9564620141130004,1.4934370517730713,1.272377284867205,0.021937539394262157,-0.21212122,0.14999999
-0.6884986,59,0.94341212697759,0.9567327765449964,1.5134730339050293,1.2807645083222086,0.021707873022410316,-0.47474748,0.14999999
0.024674222,60,0.9434643524233657,0.9465456537241282,1.5287771224975586,1.2993388545980804,0.021655647576634674,-0.09090909,0.14999999
-0.37803942,61,0.9436837343725182,0.956846651321671,1.5487468242645264,1.3076122032764093,0.021436265627482118,-0.15151516,0.14999999
-0.4285671,62,0.9438899690250643,0.9564702828303707,1.564401388168335,1.3162619204460384,0.021230030974936104,-0.23232323,0.14999999
-0.4763109,63,0.9440754651713691,0.9555762262422701,1.5862855911254883,1.3258056942037681,0.02104453482863124,-0.3939394,0.14999999
-0.5823191,64,0.9442728372367982,0.9567072773588289,1.6058728694915771,1.3342184168449394,0.020847162763202177,-0.37373737,0.14999999
-0.6165848,65,0.9444629615469639,0.9566309173975625,1.6277153491973877,1.3427074994473769,0.02065703845303657,-0.45454547,0.14999999
-0.50290865,66,0.9446446177281941,0.9564522695081641,1.6484651565551758,1.3513752299392128,0.020475382271806255,-0.45454547,0.14999999
-0.40578088,67,0.9448250270060881,0.9567320393470907,1.6703441143035889,1.3597631905921221,0.02029497299391227,-0.45454547,0.14999999
-0.8526305,68,0.9449982051297307,0.956601139413787,1.6882824897766113,1.3682820511783351,0.020121794870269633,-0.85858583,0.14999999
-0.30008015,69,0.9451612971878794,0.9562515571419904,1.7138488292694092,1.3771504940363446,0.019958702812120935,-0.41414142,0.14999999
-0.31563884,70,0.9453238123036676,0.9565373552930442,1.738468885421753,1.3857331387433005,0.019796187696332863,-0.11111111,0.14999999
-0.3326564,71,0.9454785903402952,0.956313052904235,1.761336326599121,1.3945400858390655,0.019641409659705147,-0.41414142,0.14999999
-0.48581243,72,0.9456293224035558,0.9563312988950492,1.785856008529663,1.4033287869440163,0.01949067759644467,-0.5555556,0.14999999
-0.98800737,73,0.9457802667638571,0.9566482607055458,1.8084604740142822,1.4118005262384705,0.019339733236143433,-0.9191919,0.14999999
-0.5005563,74,0.9459246605598535,0.956465407667594,1.8309004306793213,1.4204551185708765,0.01919533944014698,-0.1919192,0.14999999
-0.3832757,75,0.9460664859502042,0.956561564836148,1.855527639389038,1.4290135537347286,0.019053514049796383,-0.33333334,0.14999999
-0.1336348,76,0.9462000814303818,0.9562197424437124,1.8851087093353271,1.4379138112910161,0.018919918569618634,-0.05050505,0.14999999
-0.41915512,77,0.9463282960549817,0.9560726075245819,1.9085173606872559,1.4469612037664343,0.01879170394501863,-0.3939394,0.14999999
-0.71390307,78,0.9464609197573168,0.9566729448371272,1.9314696788787842,1.4554082589293071,0.018659080242683423,-0.6363636,0.14999999
-0.3677637,79,0.9465868224928984,0.9564072358682485,1.9582409858703613,1.4641210230610586,0.018533177507102008,-0.13131313,0.14999999
-0.3648966,80,0.9467084860622107,0.9563199080378805,1.9922466278076172,1.472921115023178,0.018411513937789725,-0.5959596,0.14999999
-0.80271703,81,0.946825645875888,0.9561984309700726,2.021174192428589,1.4818426840531054,0.018294354124112414,-0.65656567,0.14999999
0.13157424,82,0.9468970237854308,0.9526786344583896,2.0479576587677,1.4942840495947158,0.018222976214569704,-0.17171717,0.14999999
0.008100599,83,0.9469837470452903,0.9540950543537788,2.0807645320892334,1.505308995240937,0.018136252954710084,-0.11111111,0.14999999
-0.22660224,84,0.9470947599151109,0.9563088281102264,2.109931468963623,1.5141201671307107,0.018025240084889413,-0.35353535,0.14999999
-0.40872693,85,0.9472025418728258,0.9562562263208703,2.1381287574768066,1.5229839408098405,0.017917458127174594,-0.4949495,0.14999999
-0.4990057,86,0.9473129596379378,0.9566984696724553,2.172128677368164,1.531405471137385,0.017807040362062616,-0.4949495,0.14999999
-0.43919924,87,0.947411546111252,0.9558899828162782,2.205880880355835,1.5406354883211066,0.01770845388874835,-0.4949495,0.14999999
-0.28951234,88,0.9475120741779152,0.9562580159776105,2.238481044769287,1.549497472343496,0.01760792582208518,-0.4949495,0.14999999
-0.6139999,89,0.947615276643379,0.9566970936041914,2.27384614944458,1.5579203787393046,0.0175047233566214,-0.4949495,0.14999999
-0.56705934,90,0.9477128655265427,0.9563982761281173,2.3041133880615234,1.5666421026111872,0.017407134473457635,-0.4949495,0.14999999
0.056340426,91,0.9477515810919354,0.9512359819772777,2.334991693496704,1.5805261206339094,0.01736841890806494,-0.07070707,0.14999999
0.03729739,92,0.9477951558235829,0.9517604564035125,2.3648338317871094,1.593885664230397,0.01732484417641736,-0.07070707,0.14999999
-0.16845393,93,0.9478900577629633,0.9566210361859648,2.396512746810913,1.602384628044432,0.017229942237036902,-0.09090909,0.14999999
-0.5672661,94,0.9479834478124067,0.9566687224106386,2.4248924255371094,1.6108359056337935,0.017136552187593548,-0.45454547,0.14999999
