LQGmu1_actor,ReturnLastEpisode,ReturnMean,Regret,Iteration,LQGmu1_higher,Regret/t,LQGsigma_higher,TimeElapsed
-0.7972617,0.9426760066686248,0.9426760066686248,0.022443993331375145,1,-1.0,0.022443993331375145,0.14999999,0.03720259666442871
0.736374,0.24808319482240287,0.5953796007455139,0.7394807985089722,2,0.57575756,0.3697403992544861,0.14999999,0.05255722999572754
-0.25183615,0.9378290677435412,0.7095294230781897,0.7667717307654309,3,-0.3131313,0.2555905769218103,0.14999999,0.06950211524963379
-0.64203346,0.9436937123021613,0.7680704953841826,0.7881980184632696,4,-0.67676765,0.1970495046158174,0.14999999,0.0856630802154541
-0.59514374,0.9440362941520087,0.8032636551377479,0.8092817243112609,5,-0.47474748,0.16185634486225217,0.14999999,0.10120344161987305
-0.96254086,0.9405352111436657,0.8261422478054009,0.8338665131675952,6,-0.8787879,0.1389777521945992,0.14999999,0.11668586730957031
-0.44337204,0.9412783683440875,0.8425902650252132,0.8577081448235077,7,-0.5555556,0.12252973497478681,0.14999999,0.13070464134216309
1.1581932,0.03353485902172461,0.7414583392747771,1.789293285801783,8,1.0,0.22366166072522287,0.14999999,0.14559364318847656
-0.48774287,0.9436295642164285,0.7639218087127384,1.8107837215853544,9,-0.47474748,0.2011981912872616,0.14999999,0.15987730026245117
-0.9306834,0.9414586619828803,0.7816754940397526,1.8344450596024742,10,-0.45454547,0.18344450596024742,0.14999999,0.17467355728149414
-0.57067657,0.9425666353632879,0.7963019614328012,1.8569984242391864,11,-0.57575756,0.16881803856719876,0.14999999,0.19005799293518066
-0.7174617,0.9430952252217836,0.8085347334152164,1.8790231990174027,12,-0.5959596,0.15658526658478356,0.14999999,0.20697522163391113
-0.35501808,0.940286939337449,0.8186695184861574,1.9038562596799538,13,-0.5151515,0.1464504815138426,0.14999999,0.2231755256652832
-0.5732511,0.9435587665442181,0.8275901790617332,1.9254174931357357,14,-0.65656567,0.13752982093826685,0.14999999,0.24056625366210938
-0.80318785,0.9420540319175565,0.8352211025854548,1.9484834612181792,15,-0.6363636,0.12989889741454527,0.14999999,0.26059985160827637
-0.4048826,0.9441326655995738,0.8420280752738372,1.9694707956186055,16,-0.67676765,0.12309192472616284,0.14999999,0.2765238285064697
-0.7103448,0.943018200854069,0.8479686708962038,1.9915725947645364,17,-0.67676765,0.11715132910379626,0.14999999,0.29544782638549805
-0.34612608,0.9393283795414469,0.8530442102653839,2.0173642152230897,18,-0.7979798,0.1120757897346161,0.14999999,0.31316232681274414
-0.6414698,0.9432306368636396,0.857790864296871,2.03925357835945,19,-0.6363636,0.10732913570312895,0.14999999,0.3261280059814453
-0.82693946,0.9426749065664046,0.8620350664103478,2.0616986717930454,20,-0.75757575,0.10308493358965228,0.14999999,0.3408050537109375
-0.8532761,0.9424587589899769,0.8658647660569967,2.0843599128030688,21,-0.65656567,0.09925523394300327,0.14999999,0.35901880264282227
-0.9800382,0.9404441119210492,0.8692547363235446,2.10903580088202,22,-0.6363636,0.09586526367645544,0.14999999,0.3724098205566406
-0.4668181,0.9421963059091136,0.8724261089142216,2.1319594949729064,23,-0.6363636,0.09269389108577854,0.14999999,0.38699769973754883
-0.5340408,0.9433407954340408,0.875380887519214,2.1537386995388657,24,-0.57575756,0.08973911248078607,0.14999999,0.40441298484802246
-1.0296698,0.9396924523779896,0.877953350113565,2.179166247160876,25,-0.61616164,0.08716664988643505,0.14999999,0.42304539680480957
-0.7773197,0.9430601036062392,0.8804574560171294,2.2012261435546367,26,-0.67676765,0.08466254398287064,0.14999999,0.4428064823150635
-0.44958377,0.9421237581382047,0.8827413931327248,2.2242223854164322,27,-0.61616164,0.08237860686727527,0.14999999,0.461090087890625
-0.97138816,0.9406784819268079,0.8848105748753705,2.248663903489624,28,-1.0,0.08030942512462944,0.14999999,0.48104238510131836
-0.8768585,0.9421050233737376,0.8867862455132453,2.2716788801158865,29,-0.7171717,0.07833375448675471,0.14999999,0.507828950881958
-0.5902761,0.9434309924354868,0.8886744037439868,2.2933678876804,30,-0.61616164,0.07644559625601333,0.14999999,0.5345640182495117
-1.008313,0.939895317931812,0.8903266912984327,2.3185925697485876,31,-0.7979798,0.07479330870156735,0.14999999,0.5603883266448975
-0.7775228,0.9426674832018455,0.8919623410454143,2.341045086546742,32,-0.67676765,0.07315765895458569,0.14999999,0.5846805572509766
-0.53594905,0.9438091315155405,0.8935334559081454,2.3623559550312017,33,-0.5151515,0.0715865440918546,0.14999999,0.6085891723632812
-0.57347214,0.944188584111338,0.8950233126200039,2.383287370919864,34,-0.5959596,0.070096687379996,0.14999999,0.6329717636108398
-0.6373423,0.9439518588230983,0.8964212710829494,2.4044555120967654,35,-0.5555556,0.06869872891705044,0.14999999,0.6530399322509766
-0.6243328,0.9429128663958192,0.8977127042860847,2.4266626457009464,36,-0.57575756,0.06740729571391518,0.14999999,0.6745481491088867
-0.70155644,0.9433768911841314,0.8989468714995454,2.448405754516815,37,-0.6363636,0.06617312850045445,0.14999999,0.6955509185791016
-0.5535263,0.9431502170413575,0.9001101174348562,2.4703755374754577,38,-0.57575756,0.06500988256514362,0.14999999,0.7143371105194092
-0.4942236,0.9433888211232443,0.9012198277858405,2.4921067163522133,39,-0.57575756,0.06390017221415932,0.14999999,0.7346930503845215
-0.46542475,0.9429814529689802,0.902263868415419,2.5142452633832333,40,-0.37373737,0.06285613158458084,0.14999999,0.7556262016296387
-0.8056575,0.9425592773691928,0.90324668326795,2.5368059860140404,41,-0.5555556,0.061873316732049766,0.14999999,0.8094260692596436
-0.6881859,0.9422712955502466,0.9041758407032429,2.559654690463794,42,-0.43434343,0.06094415929675699,0.14999999,0.83634352684021
-0.4555745,0.9442172149846882,0.9051070354539742,2.5805574754791056,43,-0.5555556,0.06001296454602571,0.14999999,0.8605079650878906
-0.7258091,0.9436674046002665,0.9059834074800264,2.602010070878839,44,-0.61616164,0.059136592519973614,0.14999999,0.8841941356658936
-0.40964,0.9435084114493824,0.9068172964571231,2.623621659429457,45,-0.5555556,0.05830270354287682,0.14999999,0.9066379070281982
-0.49843204,0.9413459873971919,0.9075679201732115,2.647395672032265,46,-0.5959596,0.057552079826788366,0.14999999,0.926321268081665
-0.8347423,0.9423838581142715,0.9083086848102553,2.6701318139179935,47,-0.6969697,0.05681131518974454,0.14999999,0.9629929065704346
-0.41429067,0.942098083198795,0.9090126306100165,2.6931537307191986,48,-0.5959596,0.05610736938998331,0.14999999,0.9838089942932129
-0.5707132,0.9430740591590793,0.9097077618048953,2.715199671560119,49,-0.7171717,0.05541223819510448,0.14999999,1.0101344585418701
-0.43137264,0.9438953245489993,0.9103915130597774,2.73642434701112,50,-0.61616164,0.05472848694022239,0.14999999,1.0324547290802002
-0.90419817,0.9415764781614991,0.9110029829637327,2.7599678688496208,51,-0.5555556,0.054117017036267076,0.14999999,1.0620355606079102
-0.37861764,0.9408200199118305,0.911576387520427,2.78426784893779,52,-0.5151515,0.053543612479572886,0.14999999,1.0869696140289307
-0.5881799,0.9434589713574919,0.9121779457060321,2.805928877580298,53,-0.47474748,0.05294205429396789,0.14999999,1.1115546226501465
-0.55300015,0.9439067094796312,0.9127655154055432,2.827142168100667,54,-0.67676765,0.052354484594456796,0.14999999,1.1295912265777588
-0.6938704,0.9429798778847095,0.913314867450619,2.8492822902159576,55,-0.57575756,0.051805132549381044,0.14999999,1.1589250564575195
-0.5303944,0.9435974851708211,0.9138556284813368,2.8708048050451365,56,-0.61616164,0.05126437151866315,0.14999999,1.1925654411315918
-0.5794818,0.9425309650203818,0.9143587045609691,2.8933938400247547,57,-0.57575756,0.05076129543903078,0.14999999,1.2174134254455566
-0.48481637,0.9424993842688143,0.914843888693863,2.91601445575594,58,-0.65656567,0.0502761113061369,0.14999999,1.2395427227020264
-0.43119484,0.9412129256729321,0.9152908215240166,2.939921530083008,59,-0.53535354,0.04982917847598319,0.14999999,1.2642822265625
-0.930641,0.9415344014136285,0.9157282145221769,2.9635071286693795,60,-0.75757575,0.04939178547782299,0.14999999,1.285121202468872
-0.92369074,0.94171653268092,0.9161542525247792,2.9869105959884594,61,-0.75757575,0.048965747475220645,0.14999999,1.3068666458129883
-0.18729517,0.9327226941330687,0.9164214854539452,3.0193079018553908,62,-0.47474748,0.04869851454605469,0.14999999,1.322523832321167
-0.6055124,0.9436020088231896,0.9168529223328221,3.040825893032201,63,-0.47474748,0.04826707766717779,0.14999999,1.3440964221954346
-0.6299693,0.9431331100549594,0.9172635502659805,3.0628127829772414,64,-0.65656567,0.047856449734019396,0.14999999,1.362621545791626
-0.60473025,0.9432330517602064,0.9176630810581994,3.084699731217035,65,-0.65656567,0.04745691894180054,0.14999999,1.3901078701019287
-0.6070174,0.9443538705752565,0.918067486959973,3.1054658606417784,66,-0.41414142,0.047052513040026944,0.14999999,1.4189035892486572
-0.38374478,0.9423967284538239,0.9184306099673438,3.1281891321879547,67,-0.6969697,0.04668939003265604,0.14999999,1.4521172046661377
-0.34186742,0.9391728690487687,0.9187356431891295,3.154136263139186,68,-0.7171717,0.04638435681087038,0.14999999,1.4801721572875977
-0.633756,0.9434734987446605,0.9190941628348618,3.1757827643945253,69,-0.6363636,0.04602583716513805,0.14999999,1.5067987442016602
-0.9888033,0.9402454913020547,0.9193963246701073,3.2006572730924705,70,-0.85858583,0.04572367532989244,0.14999999,1.538074016571045
-0.6111985,0.9438486141770851,0.9197407231138677,3.2219286589153855,71,-0.6969697,0.04537927688613219,0.14999999,1.5619380474090576
-0.21104129,0.934424370578288,0.9199446626619845,3.2526242883370973,72,-0.41414142,0.04517533733801524,0.14999999,1.5892212390899658
-0.8943744,0.942012432819832,0.920246960883325,3.2757318555172654,73,-0.93939394,0.04487303911667487,0.14999999,1.6166667938232422
-0.43849197,0.9433697587311564,0.9205594311245118,3.297482096786109,74,-0.5151515,0.04456056887548796,0.14999999,1.6448264122009277
-0.41811684,0.9418878776180599,0.9208438104110924,3.3207142191680488,75,-0.5959596,0.04427618958890732,0.14999999,1.6731197834014893
-1.1456031,0.9374222272670684,0.9210619474749868,3.3484119919009805,76,-0.97979796,0.0440580525250129,0.14999999,1.7040202617645264
-0.63864243,0.9424160553270471,0.9213392735509875,3.3711159365739336,77,-0.5959596,0.043780726449012125,0.14999999,1.7304770946502686
-0.34304413,0.9393314265601972,0.9215699421793108,3.3969045100137363,78,-0.5151515,0.04355005782068893,0.14999999,1.7600529193878174
-0.79554653,0.9427572524967748,0.9218381359807977,3.4192672575169616,79,-0.61616164,0.043281864019202046,0.14999999,1.7890543937683105
-0.60606545,0.9435579626533698,0.9221096338142049,3.4408292948635917,80,-0.4949495,0.043010366185794895,0.14999999,1.8200123310089111
-0.63147455,0.9438289536404771,0.9223777735651465,3.4621203412231143,81,-0.47474748,0.042742226434853266,0.14999999,1.8552312850952148
-0.35750553,0.9409718613709562,0.92260453073351,3.486268479852158,82,-0.3939394,0.04251546926648973,0.14999999,1.8907701969146729
