TimeElapsed,Iteration,LQGsigma_higher,LQGmu1_higher,ReturnMean,LQGmu1_actor,ReturnLastEpisode,Regret,Regret/t
0.10040521621704102,1,0.14999999,-1.0,0.9545198525175239,-1.1225296,0.9545198525175239,0.010600147482476063,0.010600147482476063
0.12282681465148926,2,0.14999999,0.57575756,0.6859108963808991,0.62872046,0.4173019402442743,0.5584182072382017,0.27920910361910084
0.13820552825927734,3,0.14999999,-0.2929293,0.7757225714942709,-0.60087144,0.9553459217210146,0.568192285517187,0.18939742850572902
0.15723228454589844,4,0.14999999,-0.67676765,0.8206652679143541,-0.5986585,0.9554933571746038,0.5778189283425832,0.1444547320856458
0.18141460418701172,5,0.14999999,-0.45454547,0.8475802632783316,-0.2537058,0.9552402447342415,0.5876986836083417,0.11753973672166833
0.19983792304992676,6,0.14999999,-0.8787879,0.865549850314835,-0.8900404,0.955397785497352,0.5974208981109896,0.09957014968516494
0.22391247749328613,7,0.14999999,-0.75757575,0.8783861746092682,-0.6489431,0.9554041203758669,0.6071367777351228,0.08673382539073182
0.23956775665283203,8,0.14999999,-0.7373737,0.8880313665618651,-0.5159689,0.9555477102300437,0.616709067505079,0.07708863343813488
0.2532789707183838,9,0.14999999,-0.75757575,0.8955003844603654,-0.74312496,0.9552525276483678,0.6265765398567112,0.06961961553963458
0.28089070320129395,10,0.14999999,-0.9191919,0.9014819926057918,-0.88295126,0.95531646591463,0.6363800739420812,0.06363800739420812
0.3062746524810791,11,0.14999999,-0.7979798,0.9063773570696579,-0.60204345,0.9553310017083199,0.6461690722337613,0.05874264293034193
0.3354179859161377,12,0.14999999,-0.83838385,0.9104580262102763,-0.75781965,0.9553453867570771,0.6559436854766841,0.05466197378972368
0.36777615547180176,13,0.14999999,-0.7777778,0.913904904654282,-0.5865189,0.9552674459823508,0.6657962394943333,0.05121509534571795
0.4052736759185791,14,0.14999999,-0.7171717,0.9168605537675883,-0.69642,0.9552839922405726,0.6756322472537607,0.048259446232411476
0.44032740592956543,15,0.14999999,-0.7373737,0.9194431958287352,-0.84022605,0.9556001846847911,0.6851520625689695,0.045676804171264636
0.46463513374328613,16,0.14999999,-0.37373737,0.9216362750990407,-0.41864353,0.954532464153623,0.6957395984153465,0.043483724900959156
0.4821135997772217,17,0.14999999,0.13131313,0.9043746681410914,0.23185411,0.6281889568139024,1.032670641601444,0.060745331858908465
0.5046272277832031,18,0.14999999,1.0,0.8613490492380647,1.0116076,0.12991352788661065,1.8678771137148333,0.10377095076193518
0.5297303199768066,19,0.14999999,-0.3939394,0.8661977956087973,-0.14624463,0.9534752302819833,1.87952188343285,0.09892220439120263
0.5592803955078125,20,0.14999999,-0.8989899,0.8706569236506757,-0.57047546,0.9553803564463672,1.8892615269864828,0.09446307634932413
0.5788953304290771,21,0.14999999,-0.75757575,0.8746778897177692,-0.5805577,0.9550972110596376,1.899284315926845,0.09044211028223072
0.5969505310058594,22,0.14999999,-0.75757575,0.8783545588517285,-0.6067328,0.9555646106648742,1.908839705261971,0.08676544114827141
0.6150088310241699,23,0.14999999,-0.83838385,0.8816985509368658,-0.63584787,0.9552663768098857,1.9186933284520853,0.08342144906313415
0.6346361637115479,24,0.14999999,-0.75757575,0.8847636800967771,-0.78053236,0.9552616507747375,1.9285516776773477,0.08035631990322283
0.6561365127563477,25,0.14999999,-0.75757575,0.8875757934425887,-0.80715436,0.9550665137420676,1.93860516393528,0.07754420655741119
0.6790392398834229,26,0.14999999,-0.37373737,0.8901749117098935,-0.32558227,0.9551528683925136,1.9485722955427662,0.07494508829010639
0.6995127201080322,27,0.14999999,-0.7979798,0.8925838378105001,-0.8693443,0.9552159164262727,1.9584763791164934,0.07253616218949975
0.7200760841369629,28,0.14999999,-0.2929293,0.894752131412347,-0.24036638,0.9532960586622127,1.9703003204542808,0.07036786858765288
