LQGsigma_higher,Regret,LQGmu1_higher,ReturnMean,Iteration,ReturnLastEpisode,LQGmu1_actor,Regret/t,TimeElapsed
0.14999999,0.05797458282891044,-1.0,0.9071454171710895,1,0.9071454171710895,-1.270925,0.05797458282891044,0.042351484298706055
0.14999999,0.8045130137289224,0.5959596,0.5628634931355387,2,0.21858156909998805,0.744369,0.4022565068644612,0.05409812927246094
0.14999999,0.8646941801200345,-0.3131313,0.6768886066266551,3,0.9049388336088878,-0.26882243,0.28823139337334486,0.06470704078674316
0.14999999,0.9121380267758483,-0.67676765,0.7370854933060378,4,0.9176761533441862,-0.7852963,0.22803450669396208,0.07708859443664551
0.14999999,0.9579829461614683,-0.4949495,0.7735234107677063,5,0.91927508061438,-0.43689972,0.19159658923229367,0.09372639656066895
0.14999999,1.0047703314556775,-0.5555556,0.7976582780907203,6,0.9183326147057908,-0.54525745,0.16746172190927958,0.1090860366821289
0.14999999,1.9665390125659585,1.0,0.68418585534772,7,0.003351318889718927,1.1209792,0.2809341446522798,0.1248319149017334
0.14999999,2.011015821217259,-0.8787879,0.7137430223478425,8,0.9206431913486995,-0.5731063,0.2513769776521574,0.14491057395935059
0.14999999,2.058965103804752,-0.8181818,0.7363460995772496,9,0.9171707174125071,-0.7899081,0.22877390042275023,0.16453957557678223
0.14999999,2.106471871522099,-0.8787879,0.75447281284779,10,0.9176132322826529,-0.7766386,0.2106471871522099,0.18709897994995117
0.14999999,2.1529135134911277,-0.5151515,0.7694005896826247,11,0.9186783580309714,-0.69390714,0.19571941031737525,0.21058869361877441
0.14999999,2.1991792582032517,-0.5151515,0.7818550618163956,12,0.9188542552878759,-0.70220363,0.18326493818360431,0.2324519157409668
0.14999999,2.244650054740715,-0.5959596,0.7924546111737911,13,0.9196492034625364,-0.654202,0.17266538882620885,0.24851346015930176
0.14999999,2.2901087494070906,-0.57575756,0.8015408036137792,14,0.9196613053336243,-0.63605565,0.16357919638622076,0.2650430202484131
0.14999999,2.338445775810729,-0.8989899,0.8092236149459514,15,0.9167829735963616,-0.8242834,0.1558963850540486,0.2973055839538574
0.14999999,2.3851198486375482,-0.4949495,0.8160500094601533,16,0.9184459271731809,-0.50988066,0.14906999053984676,0.3152315616607666
0.14999999,2.4376712925399264,-0.5555556,0.8217275710270632,17,0.912568556097622,-0.41786057,0.14339242897293686,0.3336663246154785
0.14999999,2.4837585993801725,-0.85858583,0.827133411145546,18,0.9190326931597539,-0.73608476,0.13798658885445403,0.3510289192199707
0.14999999,2.5307448582543692,-0.53535354,0.8319229021971385,19,0.918133741125803,-0.7332181,0.13319709780286154,0.3702993392944336
0.14999999,2.5843927241565883,-0.8181818,0.8359003637921706,20,0.9114721340977809,-0.9790197,0.12921963620782942,0.3889331817626953
0.14999999,2.6307159680811796,-0.8787879,0.8398478110437534,21,0.9187967560754088,-0.654523,0.12527218895624664,0.4084799289703369
0.14999999,2.677658138508967,-0.53535354,0.8434082664314105,22,0.9181778295722124,-0.5316556,0.12171173356858941,0.43109869956970215
0.14999999,2.7356133864186734,-0.7979798,0.8461802875470141,23,0.9071647520902936,-1.0947298,0.1189397124529858,0.44826626777648926
0.14999999,3.2384053873687177,0.17171717,0.83018644219297,24,0.4623279990499555,0.20273831,0.1349335578070299,0.4643115997314453
0.14999999,3.283298698823927,-0.5151515,0.8337880520470428,25,0.9202266885447905,-0.5799798,0.13133194795295708,0.48143577575683594
0.14999999,3.331043030200995,-0.7979798,0.8370029603768846,26,0.917375668622932,-0.5104389,0.1281170396231152,0.5044021606445312
0.14999999,3.3768198251227437,-0.47474748,0.8400525990695279,27,0.9193432050782512,-0.612,0.125067400930472,0.5313668251037598
0.14999999,3.4337215267004746,-0.8989899,0.8424870883321258,28,0.908218298422269,-1.0506016,0.12263291166787409,0.552793025970459
0.14999999,3.4808782597521994,-0.47474748,0.8450897151809585,29,0.9179632669482752,-0.5372948,0.12003028481904136,0.5748047828674316
0.14999999,3.525155597661098,-0.5555556,0.8476148134112965,30,0.9208426620911011,-0.6075211,0.11750518658870328,0.6002271175384521
0.14999999,3.572402005770474,-0.47474748,0.8498812256203072,31,0.9178735918906242,-0.7800832,0.11523877437969271,0.630587100982666
0.14999999,3.6178978974955536,-0.5959596,0.8520606907032638,32,0.9196241082749204,-0.6842025,0.11305930929673605,0.6604351997375488
0.14999999,3.67604710228659,-0.5151515,0.8537246332640426,33,0.9069707952089637,-0.3128923,0.11139536673595728,0.6900036334991455
0.14999999,3.7245067024992347,-0.57575756,0.8555756852206106,34,0.916660399787355,-0.8459822,0.10954431477938925,0.706268310546875
0.14999999,3.77164700747968,-0.7777778,0.8573586569291518,35,0.9179796950195545,-0.7498236,0.107761343070848,0.7286529541015625
0.14999999,3.81914108190274,-0.3939394,0.8590327477249237,36,0.9176259255769402,-0.41366568,0.10608725227507611,0.7461698055267334
0.14999999,3.866745361612405,-0.75757575,0.86061336860507,37,0.9175157202903348,-0.7789485,0.10450663139492986,0.7611279487609863
0.14999999,3.9144906952003957,-0.61616164,0.8621070869684105,38,0.9173746664120089,-0.56340075,0.10301291303158937,0.7744617462158203
0.14999999,3.962562622204559,-0.5555556,0.8635158301998831,39,0.9170480729958366,-0.4070246,0.1016041698001169,0.7922122478485107
0.14999999,4.009114988398104,-0.7373737,0.8648921252900473,40,0.9185676338064551,-0.74000126,0.1002278747099526,0.809765100479126
0.14999999,4.05713916703603,-0.4949495,0.866165386169853,41,0.9170958213620743,-0.41972086,0.09895461383014707,0.8258471488952637
0.14999999,4.103607363740873,-0.4949495,0.8674150627680743,42,0.9186518032951565,-0.49278116,0.09770493723192555,0.8416798114776611
0.14999999,4.150906478869334,-0.61616164,0.8685872911890852,43,0.9178208848715392,-0.77929497,0.09653270881091475,0.8677072525024414
0.14999999,4.199215063624686,-0.61616164,0.8696832940085298,44,0.9168114152446485,-0.46560553,0.09543670599147012,0.884772777557373
0.14999999,4.247347406261843,-0.7777778,0.8707345020830701,45,0.9169876573628422,-0.812573,0.09438549791692985,0.9039583206176758
0.14999999,4.297187405882477,-0.53535354,0.8717028824808157,46,0.9152800003793664,-0.4286807,0.09341711751918429,0.9203500747680664
0.14999999,4.343210640744557,-0.57575756,0.8727112629628818,47,0.9190967651379205,-0.5731234,0.09240873703711823,0.9327137470245361
0.14999999,4.395284724611226,-0.43434343,0.8735515682372661,48,0.913045916133331,-0.3669027,0.09156843176273388,0.9469711780548096
0.14999999,4.44385710622895,-0.83838385,0.8744290386483887,49,0.9165476183822769,-0.8603681,0.09069096135161121,0.9629828929901123
0.14999999,4.488842487669325,-0.7979798,0.8753431502466134,50,0.9201346185596242,-0.7042413,0.08977684975338651,0.9843554496765137
0.14999999,4.540872895196839,-0.8181818,0.8760832765647678,51,0.9130895924724868,-0.9456101,0.08903672343523213,1.0070254802703857
0.14999999,4.585566683279587,-0.5959596,0.8769360253215464,52,0.920426211917252,-0.59479105,0.0881839746784536,1.0486023426055908
0.14999999,4.630697797570684,-0.5959596,0.8777483434420625,53,0.9199888857089026,-0.6123731,0.08737165655793742,1.0720081329345703
0.14999999,4.675199151203249,-0.67676765,0.8785422379406805,54,0.9206186463674348,-0.6744124,0.08657776205931943,1.0987153053283691
0.14999999,4.724309529005889,-0.61616164,0.8792234631089838,55,0.91600962219736,-0.4249705,0.08589653689101616,1.1221997737884521
0.14999999,4.775608546189698,-0.53535354,0.8798412759608982,56,0.9138209828161903,-0.39330292,0.08527872403910175,1.1441941261291504
0.14999999,4.821724809051891,-0.65656567,0.8805283366833001,57,0.919003737137807,-0.66695637,0.08459166331669984,1.1607387065887451
0.14999999,4.871162495222119,-0.7777778,0.8811344397375496,58,0.9156823138297714,-0.8653102,0.08398556026245033,1.1835198402404785
0.14999999,4.9193463392192,-0.57575756,0.8817412484878101,59,0.916936156002919,-0.42177975,0.08337875151218983,1.2111248970031738
0.14999999,4.964503797022,-0.7979798,0.8823782700496332,60,0.9199625421972,-0.52084845,0.08274172995036667,1.2608036994934082
0.14999999,5.010340500358626,-0.8181818,0.882983270485924,61,0.9192832966633738,-0.5895657,0.08213672951407583,1.3003239631652832
