Iteration,LQGsigma_higher,Regret/t,ReturnMean,Regret,LQGmu1_actor,ReturnLastEpisode,TimeElapsed,LQGmu1_higher
1,0.14999999,0.03837487096677905,0.9267451290332209,0.03837487096677905,-1.1408191,0.9267451290332209,0.049910545349121094,-1.0
2,0.14999999,0.3341168958447348,0.6310031041552652,0.6682337916894696,0.5810993,0.33526107927730947,0.0654301643371582,0.57575756
3,0.14999999,0.23284471211594196,0.732275287884058,0.6985341363478259,-0.40791577,0.9348196553416437,0.09188079833984375,-0.2929293
4,0.14999999,0.18197770415325978,0.7831422958467402,0.7279108166130391,-0.7590087,0.9357433197347867,0.11635208129882812,-0.65656567
5,0.14999999,0.15364776415489695,0.8114722358451031,0.7682388207744847,-0.26460218,0.9247919958385544,0.13928651809692383,-0.45454547
6,0.14999999,0.20442528444801367,0.7606947155519864,1.226551706688082,0.096995205,0.5068071140864026,0.1634831428527832,0.01010101
7,0.14999999,0.28222805769483533,0.6828919423051648,1.9755964038638472,0.7707787,0.21607530282423473,0.18812894821166992,1.0
8,0.14999999,0.2510661680483659,0.7140538319516342,2.008529344386927,-0.9633894,0.9321870594769199,0.2134416103363037,-0.8787879
9,0.14999999,0.32739165590404506,0.637728344095955,2.9465249031364054,1.0113982,0.027124441250521752,0.23772478103637695,0.83838385
10,0.14999999,0.297598520485119,0.6675214795148812,2.97598520485119,-0.75477535,0.9356596982852153,0.2668929100036621,-0.7979798
11,0.14999999,0.27406483180495234,0.6910551681950478,3.014713149854476,-0.25676563,0.9263920549967138,0.29195404052734375,-0.37373737
12,0.14999999,0.25374827568428665,0.7113717243157134,3.04497930821144,-0.7548859,0.9348538416430358,0.3225727081298828,-0.7777778
13,0.14999999,0.2365916751276424,0.7285283248723575,3.075691776659351,-0.5590298,0.9344075315520888,0.3475375175476074,-0.7979798
14,0.14999999,0.22181655430365851,0.7433034456963414,3.105431760251219,-0.74993664,0.9353800164081318,0.3785433769226074,-0.7777778
15,0.14999999,0.20890042865048739,0.7562195713495127,3.1335064297573108,-0.6441816,0.9370453304939085,0.4096527099609375,-0.35353535
16,0.14999999,0.1979399807350129,0.7671800192649871,3.1670396917602064,-0.9954735,0.9315867379971042,0.44009900093078613,-0.8181818
17,0.14999999,0.18808989226294934,0.7770301077370506,3.197528168470139,-0.8220603,0.9346315232900675,0.47069478034973145,-0.7777778
18,0.14999999,0.1792327602632768,0.7858872397367231,3.2261896847389826,-0.5093353,0.936458483731156,0.5019032955169678,-0.35353535
19,0.14999999,0.17128078934522759,0.7938392106547724,3.254334997559324,-0.5916488,0.9369746871796586,0.5322847366333008,-0.75757575
20,0.14999999,0.16486589197093754,0.8002541080290625,3.2973178394187506,-0.21671946,0.9221371581405735,0.5582804679870605,-0.37373737
21,0.14999999,0.15838243793987622,0.8067375620601238,3.3260311967374006,-0.67181975,0.9364066426813499,0.5841901302337646,-0.7777778
