Bound,ReturnAbsMax,Iteration,DenMISELogLast,DenMISELogFirst,ReturnMax,LQGsigma_higher,TimestepsSoFar,DenMISEMeanLog,ReturnStepMax,delta,IWMin,LQGmu1_actor,LQGmu1_higher,IWLastEpisode,TimeElapsed,ReturnMean,IWFirstEpisode,ReturnLastEpisode,IWMax,ReturnMin,IWMean
289.19785,17.408606,135,14.921017,-5.8322287,17.408606,4.6626876e-09,2700,14.647444,19.197115,2.0085326e-14,,-0.3469388,-0.3469388,,31112.60137319565,11.237187,,7.735732,35.844913,,0.5310358
284.48895,17.408606,136,14.913636,-5.8396087,17.408606,4.6626876e-09,2720,14.645537,19.197115,1.9215339e-14,,0.3469388,0.3469388,,31574.715993642807,11.282026,,17.33526,36.110413,,0.5310355
287.64493,17.408606,137,14.90631,-5.846935,17.408606,7.0129262e-09,2740,14.643604,19.197115,1.8388999e-14,,-0.9591837,-0.9591837,,32066.274090766907,11.258133,,8.008758,19.11098,,0.41848862
289.73648,17.408606,138,15.029624,-5.8542075,17.408606,4.6626876e-09,2760,14.642021,19.197115,1.7603823e-14,,-0.30612245,-0.30612245,,32536.29428911209,11.30148,,17.240099,36.64145,,0.5310355
281.1209,17.408606,139,14.891817,-5.861428,17.408606,7.0129262e-09,2780,14.6400385,19.197115,1.6857482e-14,,0.9591837,0.9591837,,32951.47028303146,11.343902,,17.19801,19.389973,,0.41848862
285.3884,17.408606,140,15.015235,-5.868596,17.408606,4.6626876e-09,2800,14.638398,19.197115,1.6147797e-14,,0.30612245,0.30612245,,33376.71944594383,11.268075,,0.72806853,37.172497,,0.53103566
290.2613,17.408606,141,14.877531,-5.875714,17.408606,4.6626876e-09,2820,14.636369,19.197115,1.5472725e-14,,-0.26530612,-0.26530612,,33812.27993798256,11.24668,,8.251448,37.438007,,0.53103554
285.8774,17.408606,142,14.870464,-5.882781,17.408606,4.6626876e-09,2840,14.634318,19.197115,1.4830351e-14,,0.26530612,0.26530612,,34246.57354736328,11.287502,,17.043406,37.703506,,0.5310353
290.56885,17.408606,143,14.863446,-5.8897986,17.408606,4.6626876e-09,2860,14.632244,19.197115,1.4218874e-14,,-0.22448978,-0.2244898,,34683.523645401,11.2677555,,8.4638,37.969044,,0.5310356
286.34467,17.408606,144,8.19064,-5.896767,17.408606,4.6626876e-09,2880,14.58386,19.197115,1.3636615e-14,,0.2244898,0.2244898,,35116.737835884094,11.306172,,16.799717,38.234554,,0.5310355
289.16522,17.408606,145,14.849557,-5.9036875,17.408606,7.0129262e-09,2900,14.582071,19.197115,1.308198e-14,,-0.9183673,-0.9183673,,35556.05309391022,11.287826,,8.645818,20.226955,,0.41848874
290.9185,17.408606,146,14.97327,-5.9105606,17.408606,4.6626876e-09,2920,14.580604,19.197115,1.2553486e-14,,-0.18367347,-0.18367347,,35988.20500302315,11.328839,,17.275719,38.76558,,0.5310353
286.97055,17.408606,147,14.835858,-5.9173865,17.408606,4.6626876e-09,2940,14.578766,19.197115,1.2049733e-14,,0.18367347,0.18367347,,36441.581630945206,11.366021,,16.794674,39.031113,,0.53103554
291.0064,17.408606,148,14.829079,-5.924166,17.408606,4.6626876e-09,2960,14.576904,19.197115,1.15694096e-14,,-0.14285715,-0.14285715,,36916.260154008865,11.348666,,8.797499,39.29663,,0.53103554
287.39188,17.408606,149,14.822345,-5.9309,17.408606,4.6626876e-09,2980,14.575024,19.197115,1.1111275e-14,,0.14285715,0.14285715,,37415.37375617027,11.381473,,16.236872,39.56214,,0.5310355
283.42883,17.408606,150,14.815656,-5.937589,17.408606,7.0129262e-09,3000,14.573125,19.197115,1.0674164e-14,,0.9183673,0.9183673,,37889.940529346466,11.365055,,8.918844,20.92443,,0.41848862
307.1508,17.408606,151,14.939597,-5.944234,17.408606,4.6626876e-09,3020,14.571545,19.197115,1.0256987e-14,,-0.10204081,-0.10204082,,38369.34023690224,11.2992325,,1.4258019,483.94144,,3.4704278
287.9658,17.408606,152,12.235756,-5.9508343,17.408606,4.6626876e-09,3040,14.56062,19.197115,9.858707e-15,,0.10204082,0.10204082,,38857.05871248245,11.3285475,,15.75515,40.35871,,0.53103566
296.36246,17.408606,153,14.795853,-5.9573917,17.408606,4.6626876e-09,3060,14.558719,19.197115,9.478353e-15,,-0.0612245,-0.06122449,,39375.43600654602,11.313393,,9.009852,94.84321,,0.8854081
294.77087,17.408606,154,10.394574,-5.9639063,17.408606,4.6626876e-09,3080,14.529869,19.197115,9.115011e-15,,0.061224494,0.06122449,,39875.84309434891,11.338912,,15.24323,95.46318,,1.2397816
290.22772,17.408606,155,13.862714,-5.970379,17.408606,4.6626876e-09,3100,14.525359,19.197115,8.767814e-15,,-0.020408168,-0.020408163,,40352.67518162727,11.324277,,9.070525,51.862602,,0.6001153
291.96466,17.408606,156,13.042095,-5.97681,17.408606,4.6626876e-09,3120,14.512817,19.197115,8.4359476e-15,,0.020408157,0.020408163,,40827.00874996185,11.329636,,12.1602,96.70294,,0.88540846
291.2728,17.408606,157,13.035706,-5.9831996,17.408606,7.0129262e-09,3140,14.501636,19.197115,8.118646e-15,,-0.877551,-0.877551,,41289.56205868721,11.316246,,9.227522,21.900902,,0.41848856
285.07523,17.408606,158,14.894282,-5.9895487,17.408606,7.0129262e-09,3160,14.500294,19.197115,7.81518e-15,,0.877551,0.877551,,41748.05541920662,11.35414,,17.303501,22.040405,,0.4184887
291.61798,17.408606,159,14.887973,-5.995858,17.408606,7.0129262e-09,3180,14.498922,19.197115,7.524865e-15,,-0.8367347,-0.8367347,,42194.65915060043,11.295895,,2.093198,22.179888,,0.41848847
285.6718,17.408606,160,14.881703,-6.0021276,17.408606,7.0129262e-09,3200,14.497533,19.197115,7.2470555e-15,,0.8367347,0.8367347,,42633.6330268383,11.333521,,17.315989,22.319382,,0.4184884
291.95526,17.408606,161,14.875473,-6.008358,17.408606,7.0129262e-09,3220,14.496121,19.197115,6.9811384e-15,,-0.79591835,-0.79591835,,43077.3141169548,11.280084,,2.730258,22.458893,,0.41848868
286.2512,17.408606,162,14.869281,-6.01455,17.408606,7.0129262e-09,3240,14.494691,19.197115,6.726535e-15,,0.79591835,0.79591835,,43524.4602792263,11.317517,,17.344255,22.598373,,0.41848838
292.287,17.408606,163,14.863127,-6.020704,17.408606,7.0129262e-09,3260,14.493239,19.197115,6.4827e-15,,-0.75510204,-0.75510204,,43947.40978860855,11.268557,,3.3369827,22.737873,,0.41848847
286.81354,17.408606,164,14.857011,-6.02682,17.408606,7.0129262e-09,3280,14.491766,19.197115,6.249114e-15,,0.75510204,0.75510204,,44366.43823289871,11.305682,,17.357046,22.877384,,0.41848877
292.60776,17.408606,165,14.850932,-6.0328994,17.408606,7.0129262e-09,3300,14.490275,19.197115,6.025288e-15,,-0.71428573,-0.71428573,,44788.7392539978,11.2608795,,3.9133704,23.016874,,0.41848862
287.35895,17.408606,166,14.84489,-6.0389414,17.408606,7.0129262e-09,3320,14.488767,19.197115,5.8107604e-15,,0.71428573,0.71428573,,45208.81724667549,11.297805,,17.390247,23.156374,,0.4184887
292.92944,17.408606,167,14.838883,-6.0449476,17.408606,7.0129262e-09,3340,14.487237,19.197115,5.6050906e-15,,-0.67346936,-0.67346936,,45630.80788040161,11.256856,,4.4594216,23.295876,,0.41848877
287.8875,17.408606,168,14.832913,-6.0509176,17.408606,7.0129262e-09,3360,14.485695,19.197115,5.407864e-15,,0.67346936,0.67346936,,46057.29999709129,11.29339,,17.39463,23.435368,,0.41848874
293.23605,17.408606,169,14.826979,-6.0568523,17.408606,7.0129262e-09,3380,14.484129,19.197115,5.218687e-15,,-0.63265306,-0.63265306,,46486.3669629097,11.256003,,4.9751377,23.574863,,0.4184887
288.39935,17.408606,170,14.821079,-6.0627522,17.408606,7.0129262e-09,3400,14.482552,19.197115,5.0371864e-15,,0.63265306,0.63265306,,46917.28865337372,11.291924,,17.362572,23.714352,,0.41848853
293.55023,17.408606,171,14.815214,-6.0686173,17.408606,7.0129262e-09,3420,14.480958,19.197115,4.8630067e-15,,-0.59183675,-0.59183675,,47353.30611753464,11.257823,,5.460517,23.853848,,0.41848853
288.89456,17.408606,172,14.809382,-6.074448,17.408606,7.0129262e-09,3440,14.47935,19.197115,4.6958134e-15,,0.59183675,0.59183675,,47789.01560950279,11.293406,,17.378021,23.99334,,0.41848847
293.84674,17.408606,173,14.803586,-6.0802455,17.408606,7.0129262e-09,3460,14.477725,19.197115,4.535288e-15,,-0.5510204,-0.5510204,,48230.40664768219,11.26232,,5.91556,24.132843,,0.41848862
289.4941,17.415945,174,14.797822,-6.086009,17.415945,7.0129262e-09,3480,14.476083,19.20448,4.3811284e-15,,0.5510204,0.5510204,,48671.95853114128,11.297686,,17.415945,24.272346,,0.41848874
294.25677,17.415945,175,14.792091,-6.0917397,17.415945,7.0129262e-09,3500,14.474426,19.20448,4.233048e-15,,-0.5102041,-0.5102041,,49110.99762678146,11.269357,,6.3402667,24.411842,,0.4184887
289.95648,17.415945,176,14.786393,-6.097438,17.415945,7.0129262e-09,3520,14.472763,19.20448,4.090774e-15,,0.5102041,0.5102041,,49551.85278367996,11.303847,,17.339457,24.551342,,0.41848877
294.5483,17.415945,177,14.780727,-6.1031036,17.415945,7.0129262e-09,3540,14.471084,19.20448,3.954048e-15,,-0.46938777,-0.46938777,,49995.709522247314,11.278032,,6.7346373,24.69084,,0.4184888
290.40244,17.415945,178,14.775094,-6.1087375,17.415945,7.0129262e-09,3560,14.469388,19.20448,3.8226237e-15,,0.46938777,0.46938777,,50441.0100069046,11.312244,,17.367908,24.830326,,0.41848865
293.17606,17.415945,179,14.769491,-6.11434,17.415945,1.0547809e-08,3580,14.467684,19.20448,3.696267e-15,,-1.0,-1.0,,50889.88260102272,11.288705,,7.0986714,14.569333,,0.3255717
294.98013,17.415945,180,14.842171,-6.1199107,17.415945,7.0129262e-09,3600,14.46596,19.20448,3.574757e-15,,-0.42857143,-0.42857143,,51344.242168188095,11.321537,,17.198296,25.109316,,0.41848862
290.9759,17.415945,181,14.75838,-6.1254506,17.415945,7.0129262e-09,3620,14.464234,19.20448,3.457881e-15,,0.42857143,0.42857143,,51804.50848031044,11.354775,,17.337679,25.248806,,0.41848847
288.0084,17.415945,182,14.752871,-6.1309605,17.415945,1.0547809e-08,3640,14.462491,19.20448,3.3454392e-15,,1.0,1.0,,52273.15151119232,11.333223,,7.4323697,14.813508,,0.3255716
295.38898,17.415945,183,14.825641,-6.13644,17.415945,7.0129262e-09,3660,14.460734,19.20448,3.2372403e-15,,-0.3877551,-0.3877551,,52785.2608628273,11.271294,,,25.5278,,0.4184885
291.52887,17.415945,184,14.741941,-6.1418896,17.415945,7.0129262e-09,3680,14.458977,19.20448,3.1331025e-15,,0.3877551,0.3877551,,53304.81952261925,11.304078,,17.303787,25.667313,,0.4184888
295.66162,17.415945,185,14.736522,-6.14731,17.415945,7.0129262e-09,3700,14.457202,19.20448,3.0328512e-15,,-0.3469388,-0.3469388,,53845.81125545502,11.284789,,7.735732,25.8068,,0.41848865
291.92297,17.415945,186,14.731131,-6.1527004,17.415945,7.0129262e-09,3720,14.45542,19.20448,2.9363231e-15,,0.3469388,0.3469388,,54358.567781209946,11.316451,,17.17388,25.946302,,0.41848874
294.32254,17.415945,187,14.725769,-6.1580625,17.415945,1.0547809e-08,3740,14.453627,19.20448,2.8433598e-15,,-0.9591837,-0.9591837,,54883.20504403114,11.298763,,8.008758,15.220467,,0.32557148
296.03433,17.415945,188,14.798685,-6.163396,17.415945,7.0129262e-09,3760,14.451818,19.20448,2.7538125e-15,,-0.30612245,-0.30612245,,55416.3034389019,11.330312,,17.23004,26.225275,,0.41848844
289.2221,17.415945,189,14.71513,-6.1687007,17.415945,1.0547809e-08,3780,14.450009,19.20448,2.667538e-15,,0.9591837,0.9591837,,55922.166548490524,11.360876,,17.106802,15.383265,,0.32557175
292.5745,17.415945,190,14.788103,-6.173978,17.415945,7.0129262e-09,3800,14.448186,19.20448,2.5844006e-15,,0.30612245,0.30612245,,56467.03544998169,11.3049135,,0.72806853,26.504288,,0.41848874
296.39737,17.415945,191,14.704604,-6.1792274,17.415945,7.0129262e-09,3820,14.446358,19.20448,2.5042711e-15,,-0.26530612,-0.26530612,,56999.689274549484,11.288927,,8.251448,26.643776,,0.41848862
292.93362,17.415945,192,14.699382,-6.184449,17.415945,7.0129262e-09,3840,14.444522,19.20448,2.4270245e-15,,0.26530612,0.26530612,,57494.170776844025,11.318779,,17.020414,26.783283,,0.41848883
315.95944,17.415945,193,14.694187,-6.189644,17.415945,7.0129262e-09,3860,14.442677,19.20448,2.3525434e-15,,-0.2244898,-0.2244898,,58003.25466680527,11.303986,,8.4638,2211.4246,,11.737152
293.277,17.415945,194,14.689019,-6.194812,17.415945,7.0129262e-09,3880,14.453157,19.20448,2.2807154e-15,,0.2244898,0.2244898,,58550.51492738724,11.332326,,16.801975,27.062271,,0.41848874
295.41522,17.415945,195,14.683878,-6.1999536,17.415945,1.0547809e-08,3900,14.451232,19.20448,2.211433e-15,,-0.9183673,-0.9183673,,59100.87839651108,11.31855,,8.645818,15.871612,,0.3255715
296.88928,17.415945,196,14.757012,-6.2050686,17.415945,7.0129262e-09,3920,14.449301,19.20448,2.1445938e-15,,-0.18367347,-0.18367347,,59707.39638733864,11.348945,,17.275991,27.341244,,0.4184884
293.73575,17.415945,197,14.673674,-6.2101574,17.415945,7.0129262e-09,3940,14.447366,19.20448,2.0800995e-15,,0.18367347,0.18367347,,60327.598423719406,11.376249,,16.727942,27.480759,,0.4184887
296.93008,17.415945,198,14.668611,-6.215221,17.415945,7.0129262e-09,3960,14.445423,19.20448,2.017857e-15,,-0.14285715,-0.14285715,,60923.977712869644,11.363225,,8.797499,27.620249,,0.41848862
294.04642,17.415945,199,14.663572,-6.2202587,17.415945,7.0129262e-09,3980,14.443476,19.20448,1.9577763e-15,,0.14285715,0.14285715,,61534.57973408699,11.388365,,16.36618,27.759731,,0.41848838
290.90707,17.415945,200,14.65856,-6.225271,17.415945,1.0547809e-08,4000,14.441524,19.20448,1.899772e-15,,0.9183673,0.9183673,,62065.43445754051,11.376019,,8.918844,16.278582,,0.32557163
325.00372,17.415945,201,14.731822,-6.2302585,17.415945,7.0129262e-09,4020,14.439558,19.20448,1.8437633e-15,,-0.10204083,-0.10204082,,62593.907084703445,11.326514,,1.4258019,207.65665,,2.2057314
294.46906,17.415945,202,12.660939,-6.2352214,17.415945,7.0129262e-09,4040,14.433491,19.20448,1.7896711e-15,,0.10204082,0.10204082,,63158.771371126175,11.347013,,15.467382,28.178228,,0.41848853
317.0339,17.415945,203,14.643671,-6.2401595,17.415945,7.0129262e-09,4060,14.431543,19.20448,1.7374218e-15,,-0.061224476,-0.06122449,,63698.89939403534,11.3355,,9.009852,644.4862,,3.6183271
299.2244,17.415945,204,10.364709,-6.245074,17.415945,7.0129262e-09,4080,14.415665,19.20448,1.6869431e-15,,0.06122449,0.06122449,,64196.578047037125,11.352291,,14.760797,62.020515,,0.91206646
301.4881,17.415945,205,14.633867,-6.2499638,17.415945,7.0129262e-09,4100,14.415748,19.20448,1.6381676e-15,,-0.02040814,-0.020408163,,64761.58317089081,11.341161,,9.070525,117.94078,,0.8890957
300.56824,17.415945,206,7.4519796,-6.25483,17.415945,7.0129262e-09,4120,14.380714,19.20448,1.5910293e-15,,0.020408163,0.020408163,,65350.38554978371,11.345372,,12.208711,118.51604,,1.0188389
296.95874,17.415945,207,14.624159,-6.2596726,17.415945,1.0547809e-08,4140,14.381182,19.20448,1.5454659e-15,,-0.877551,-0.877551,,65858.55028152466,11.334932,,9.1844635,16.848324,,0.32557148
292.1308,17.415945,208,14.697589,-6.264492,17.415945,1.0547809e-08,4160,14.379411,19.20448,1.5014175e-15,,0.877551,0.877551,,66370.93432807922,11.363607,,17.29932,16.929726,,0.32557166
