ReturnMean,Regret/t,TimestepsSoFar,ReturnAbsMax,AvgEpLen,IWMax,DenMISEMeanLog,TimeElapsed,MinEpLen,IWMin,NumTrainableParams,ReturnLastEpisode,Delta,DenMISELogFirst,Bound,GridSize,NumTrajectories,IWLastEpisode,LQGsigma_higher,Iteration,Regret,BoundBonus,ReturnMin,DenMISELogLast,ReturnStepMax,LQGmu1_actor,ReturnMax,IWMean,LQGmu1_higher,BoundMISE,IWFirstEpisode
14.713607,-9.713607,560,18.196562,20.0,5.044945,-0.79035294,0.9965064525604248,20,,,7.6463118,2.2154774e-05,-1.249322,81.32952,6,28,2.6554503e-07,0.14999999,28,-271.981,64.9973,,-1.3369942,19.98662,-0.2468107,18.196562,0.90373486,-0.2,16.33222,4.8814517e-13
14.833718,-9.833718,580,18.19684,20.0,5.649375,-0.7859848,1.0282220840454102,20,,,18.19684,2.0653208e-05,-1.2844135,75.27418,6,29,0.054075032,0.14999999,29,-285.17783,59.37821,,-0.54087687,19.986897,0.16032264,18.19684,1.018476,0.2,15.895967,1.6445227e-05
14.908779,-9.908779,600,18.19684,20.0,5.0623326,-0.78172076,1.0666661262512207,20,,,17.085537,1.9299276e-05,-1.3183144,74.9403,6,30,1.3064634e-05,0.14999999,30,-297.26337,63.304394,,-0.6226749,19.986897,-0.5401322,18.19684,0.6396679,-0.6,11.635905,1.31203014e-23
15.014776,-10.014776,620,18.19684,20.0,4.631494,-0.7875393,1.0992743968963623,20,,,18.19471,1.8074239e-05,-1.3511043,72.81511,6,31,0.3671021,0.14999999,31,-310.45807,55.642838,,-0.5905909,19.986897,0.15187268,18.19684,0.9495014,-0.2,17.172274,5.4044594e-13
15.047001,-10.047001,640,18.19684,20.0,5.184972,-0.78656423,1.1325881481170654,20,,,16.045925,1.696225e-05,-1.3828529,70.786224,6,32,4.9805746,0.14999999,32,-321.50403,52.08319,,-0.6788358,19.986897,0.49358732,18.19684,1.1825552,0.2,18.703035,1.8146442e-05
14.893326,-9.893326,660,18.19684,20.0,10.099975,-0.7812775,1.1680383682250977,20,,,9.9757395,1.5949812e-05,-1.413624,71.30143,6,33,4.3196406,0.14999999,33,-326.47974,60.461185,,-0.73662776,19.986897,0.7893282,18.19684,1.2449284,0.6,10.840245,0.49669516
14.63858,-9.63858,680,18.19684,20.0,4.8526697,-0.80181175,1.2079815864562988,20,,,6.232,1.5025385e-05,-1.4285377,67.67383,6,34,3.1746201e-18,0.14999999,34,-327.71173,54.797443,,-1.6245468,19.986897,-0.4281597,18.19684,0.7078278,-0.6,12.876381,1.464921e-23
14.740007,-9.740007,700,18.19684,20.0,11.633042,-0.7999194,1.2457547187805176,20,,,18.188517,1.4179057e-05,-1.4575253,66.47431,6,35,8.4333e-20,0.14999999,35,-340.90027,61.326447,,-0.42765144,19.986897,0.8465094,18.19684,1.1531374,1.0,5.147868,11.240175
14.484467,-9.484467,720,18.19684,20.0,4.6026525,-0.8175686,1.2797443866729736,20,,,5.540525,1.3402273e-05,-1.2071953,65.71197,6,36,3.1235795e-10,0.14999999,36,-341.4408,49.83486,,-1.4723264,19.986897,-0.14243124,18.19684,0.8786178,-0.2,15.877106,4.680079e-13
14.584592,-9.584592,740,18.19684,20.0,10.466799,-0.8156004,1.3216583728790283,20,,,18.189117,1.1101663e-05,-1.2345942,77.76916,7,37,2.3385699e-06,0.14999999,37,-354.62988,67.067986,,-0.60339385,19.986897,0.9994619,18.19684,1.4204495,0.6666667,10.701175,1.1360763
14.275063,-9.275063,760,18.19684,20.0,3.5832677,-0.81842107,1.4852080345153809,20,,,2.822498,1.0525054e-05,-1.2310196,73.24504,7,38,1.4798818e-26,0.14999999,38,-352.4524,63.548637,,-1.2351199,19.986897,-0.45014054,18.19684,0.53304493,-0.6666667,9.696407,1.03043625e-25
14.375508,-9.375508,780,18.19684,20.0,8.599804,-0.8216878,1.5277113914489746,20,,,18.19244,9.992227e-06,-1.2569952,66.22424,7,39,3.9317586e-12,0.14999999,39,-365.64484,57.15023,,-0.4767411,19.986897,0.7117525,18.19684,1.2136854,0.6666667,9.074015,1.1618128
14.201337,-9.201337,800,18.19684,20.0,7.906846,-0.82364666,1.5666372776031494,20,,,7.4085917,9.498861e-06,-1.2529579,65.54489,7,40,3.976639e-28,0.14999999,40,-368.05347,48.31876,,-1.0431343,19.986897,-0.9521943,18.19684,0.94707805,-1.0,17.226131,2.515823e-37
14.298695,-9.298695,820,18.19684,20.0,3.528956,-0.8293548,1.6155154705047607,20,,,18.193058,9.041153e-06,-1.2776506,65.02782,7,41,1.10964,0.14999999,41,-381.24646,55.03653,,-0.93754315,19.986897,-0.6443842,18.19684,0.54924554,-0.6666667,9.991285,1.0796243e-25
14.391497,-9.391497,840,18.19684,20.0,5.490993,-0.8388304,1.6574888229370117,20,,,18.196354,8.615746e-06,-1.3017482,64.46756,7,42,0.00056765694,0.14999999,42,-394.44287,48.25561,,-0.77518266,19.986897,0.040064566,18.19684,0.94187474,,16.211946,7.136473e-09
14.47519,-9.47519,860,18.19684,20.0,4.6835046,-0.8376338,1.7067677974700928,20,,,17.990314,8.219675e-06,-1.3252786,63.207756,7,43,0.2420056,0.14999999,43,-407.43317,42.163906,,-0.70138,19.986897,-0.26437753,18.19684,1.1574337,-0.33333334,21.043852,3.397504e-16
14.559705,-9.559705,880,18.19684,20.0,7.220338,-0.82792,1.7492973804473877,20,,,18.19384,7.850297e-06,-1.3482682,61.57653,7,44,2.7168133e-05,0.14999999,44,-420.627,44.450897,,-0.53369683,19.986897,-1.0123446,18.19684,0.9415125,-1.0,17.125631,2.767395e-37
14.64031,-9.64031,900,18.19684,20.0,5.385667,-0.8310991,1.7848520278930664,20,,,18.18691,7.505273e-06,-1.370741,61.44732,7,45,8.06653e-10,0.14999999,45,-433.81396,44.3318,,-0.8579498,19.986897,-0.20632486,18.19684,0.98937863,,17.115522,7.64622e-09
14.7174,-9.7174,920,18.19684,20.0,4.4799595,-0.82672715,1.8221688270568848,20,,,18.186432,7.1825043e-06,-1.39272,61.646133,7,46,3.3578186,0.14999999,46,-447.00037,39.52287,,-0.59158015,19.986897,-0.1883419,18.19684,1.2167177,-0.33333334,22.123266,3.6345347e-16
14.790577,-9.790577,940,18.19684,20.0,8.491398,-0.8171109,1.859870433807373,20,,,18.156765,6.880116e-06,-1.4142262,60.54583,7,47,4.0925158e-07,0.14999999,47,-460.1571,51.31571,,-0.55820966,19.986897,0.8033396,18.19684,1.2353703,0.6666667,9.230121,1.3596299
14.604718,-9.604718,960,18.19684,20.0,6.2734523,-0.8237745,1.895270824432373,20,,,5.8693466,6.5964314e-06,-1.4067618,60.605198,7,48,1.3724458e-20,0.14999999,48,-461.0265,49.6233,,-1.3071228,19.986897,-0.7956092,18.19684,0.60366637,-0.6666667,10.981898,1.2284158e-25
14.677961,-9.677961,980,18.19684,20.0,12.079196,-0.8370287,1.9333302974700928,20,,,18.193651,6.329936e-06,-1.427381,60.094227,7,49,5.923177e-31,0.14999999,49,-474.2201,54.851852,,-1.0697347,19.986897,0.7265576,18.19684,1.2170935,1.0,5.242375,10.9064045
14.528552,-9.528552,1000,18.19684,20.0,6.828822,-0.83992314,1.9727051258087158,20,,,7.207485,5.4037964e-06,-1.2466207,64.059586,8,50,7.4488086e-20,0.14999999,50,-476.4276,51.936684,,-1.112168,19.986897,-0.8201471,18.19684,0.66638833,-0.71428573,12.122906,3.0962195e-27
14.600432,-9.600432,1020,18.19684,20.0,6.109454,-0.8497276,2.172714948654175,20,,,18.19441,5.1939596e-06,-1.2664233,63.357025,8,51,8.067688e-09,0.14999999,51,-489.62207,46.69932,,-0.9948035,19.986897,0.21831664,18.19684,1.017309,0.14285715,16.657703,2.109253e-06
14.596389,-9.596389,1040,18.19684,20.0,8.478319,-0.8489586,2.2137153148651123,20,,,14.390162,4.9961136e-06,-1.2858413,63.111263,8,52,0.024775641,0.14999999,52,-499.0122,53.21492,,-0.7902658,19.986897,0.7882948,18.19684,1.4274533,0.71428573,9.896343,2.1743717
14.436461,-9.436461,1060,18.19684,20.0,5.3296127,-0.8480187,2.2529163360595703,20,,,6.1202536,4.80936e-06,-1.2639253,62.156334,8,53,3.603171e-08,0.14999999,53,-500.13245,44.43863,,-1.1505971,19.986897,-0.14026168,18.19684,0.9852948,-0.14285715,17.717707,9.060461e-12
14.505851,-9.505851,1080,18.19684,20.0,7.4944825,-0.84444666,2.2975354194641113,20,,,18.183521,4.632884e-06,-1.2826174,60.79264,8,54,3.6308995e-07,0.14999999,54,-513.3159,41.973778,,-0.61876076,19.986897,-1.0348545,18.19684,1.0345895,-1.0,18.818863,2.5915484e-37
14.572846,-9.572846,1100,18.19684,20.0,6.264401,-0.84644717,2.3390581607818604,20,,,18.190578,4.4659473e-06,-1.3009666,60.17713,8,55,0.694278,0.14999999,55,-526.50653,47.27751,,-0.94058865,19.986897,-0.53564286,18.19684,0.7090709,-0.71428573,12.89962,3.2691494e-27
14.63741,-9.63741,1120,18.19684,20.0,5.1197205,-0.84752554,2.381202459335327,20,,,18.18839,4.307873e-06,-1.3189851,59.75673,8,56,0.15773198,0.14999999,56,-539.69495,41.45458,,-0.60341924,19.986897,-0.40105075,18.19684,1.017204,-0.14285715,18.302153,9.573314e-12
14.699848,-9.699848,1140,18.19684,20.0,4.7227483,-0.84266734,2.4224865436553955,20,,,18.196428,4.1580456e-06,-1.3366847,60.295197,8,57,4.606302,0.14999999,57,-552.89136,38.66,,-0.56607467,19.986897,-0.22468457,18.19684,1.1893934,-0.42857143,21.635197,1.1147706e-18
14.759955,-9.759955,1160,18.19684,20.0,6.0351214,-0.8347847,2.464463472366333,20,,,18.186064,4.0159016e-06,-1.3540764,59.42269,8,58,0.22809507,0.14999999,58,-566.0774,43.320293,,-0.5457576,19.986897,0.20310234,18.19684,0.99620044,0.14285715,16.102396,2.3024807e-06
14.723176,-9.723176,1180,18.19684,20.0,8.283704,-0.8346608,2.50750470161438,20,,,12.589958,3.8809226e-06,-1.3711708,58.105255,8,59,0.017662112,0.14999999,59,-573.66736,48.487785,,-0.79234046,19.986897,0.9171507,18.19684,1.4030956,0.71428573,9.617471,2.3680553
14.554732,-9.554732,1200,18.19684,20.0,7.2447414,-0.836896,2.5511162281036377,20,,,4.616542,3.752637e-06,-1.3486259,57.9453,8,60,3.3094893e-35,0.14999999,60,-573.28394,39.550518,,-1.3051938,19.986897,-0.96318823,18.19684,1.0112702,-1.0,18.394783,2.7683873e-37
14.614364,-9.614364,1220,18.19684,20.0,4.6669426,-0.83760405,2.594585418701172,20,,,18.192303,3.6306074e-06,-1.3651552,57.562798,8,61,0.010849898,0.14999999,61,-586.4762,36.741405,,-0.8496674,19.986897,-0.15469173,18.19684,1.1446679,-0.42857143,20.821394,1.1469633e-18
14.671731,-9.671731,1240,18.19684,20.0,4.991159,-0.8322062,2.638284683227539,20,,,18.171114,3.5144358e-06,-1.3814157,58.019897,8,62,4.9400992,0.14999999,62,-599.64734,38.999043,,-0.6223163,19.986897,-0.28398085,18.19684,1.0578035,-0.14285715,19.020855,1.019004e-11
14.727481,-9.727481,1260,18.19684,20.0,5.864538,-0.8264566,2.682285785675049,20,,,18.183975,3.4037516e-06,-1.3974161,56.451702,8,63,0.077027984,0.14999999,63,-612.8313,40.605663,,-0.5069143,19.986897,0.27081984,18.19684,1.0001856,0.14285715,15.846038,2.4044634e-06
14.685995,-9.685995,1280,18.19684,20.0,7.163488,-0.8276806,2.726698160171509,20,,,12.072385,3.2982155e-06,-1.4131644,56.326874,8,64,3.6752906,0.14999999,64,-619.9037,47.707397,,-0.87646323,19.986897,0.48238742,18.19684,0.76603127,0.42857143,8.619474,0.015068836
14.61275,-9.61275,1300,18.19684,20.0,6.943283,-0.83250374,2.770732879638672,20,,,9.925067,2.8777615e-06,-1.4284332,60.61448,9,65,1.4261345e-14,0.14999999,65,-624.82874,47.743286,,-0.89123666,19.986897,-0.7066604,18.19684,0.70752305,-0.75,12.871192,2.4794015e-28
14.667054,-9.667054,1320,18.19684,20.0,8.817478,-0.8369278,3.0463473796844482,20,,,18.196836,2.7912172e-06,-1.4437007,58.28258,9,66,2.0093522e-20,0.14999999,66,-638.0256,49.222588,,-0.8203656,19.987062,0.59846735,18.19684,1.4038497,0.75,9.059995,3.7318175
14.581401,-9.581401,1340,18.19684,20.0,6.4662046,-0.83221036,3.092737913131714,20,,,8.928278,2.708519e-06,-1.4037366,57.90252,9,67,1.7815895e-17,0.14999999,67,-641.95386,44.117725,,-0.86347646,19.987062,-0.48475584,18.19684,0.7577213,-0.75,13.784793,2.4189194e-28
14.634416,-9.634416,1360,18.19684,20.0,4.8158097,-0.83238333,3.1384589672088623,20,,,18.1864,2.6294422e-06,-1.4185517,57.410545,9,68,1.4081354,0.14999999,68,-655.14026,36.023335,,-0.5887585,19.987062,-0.057077438,18.19684,1.1781546,-0.25,21.387213,4.0352246e-14
14.685498,-9.685498,1380,18.19684,20.0,6.4468784,-0.827263,3.185439348220825,20,,,18.159098,2.553779e-06,-1.4331504,55.41155,9,69,0.61709255,0.14999999,69,-668.2994,41.65662,,-0.63456136,19.987062,0.44229764,18.19684,0.9584211,0.25,13.754929,0.00010058199
14.618855,-9.618855,1400,18.19684,20.0,4.628311,-0.82953805,3.2325916290283203,20,,,10.020492,2.481335e-06,-1.4475377,55.274544,9,70,0.0001583293,0.14999999,70,-673.3199,34.42623,,-0.92156434,19.987062,-0.27082908,18.19684,1.1484349,-0.25,20.848312,4.153901e-14
14.668923,-9.668923,1420,18.19684,20.0,7.44309,-0.8230624,3.2816038131713867,20,,,18.17361,2.4119304e-06,-1.4617224,55.10131,9,71,3.234333e-05,0.14999999,71,-686.4935,37.705044,,-0.4980552,19.987062,-0.89563483,18.19684,0.95636016,-1.0,17.396265,3.0998794e-37
14.717839,-9.717839,1440,18.19684,20.0,13.8302965,-0.82467645,3.3298144340515137,20,,,18.190939,2.3453977e-06,-1.4757086,55.10124,9,72,1.3157166e-34,0.14999999,72,-699.68445,50.508083,,-0.86234915,19.987062,0.9444455,18.19684,1.0426743,1.0,4.5931554,11.446426
14.568752,-9.568752,1460,18.19684,20.0,6.197851,-0.83152646,3.3798248767852783,20,,,3.834544,2.2815805e-06,-1.3419632,54.911224,9,73,1.9329286e-27,0.14999999,73,-698.5189,41.244534,,-1.314293,19.987062,-0.7291356,18.19684,0.75123876,-0.75,13.666689,2.2740206e-28
14.617827,-9.617827,1480,18.200357,20.0,4.94271,-0.83432555,3.428706407546997,20,,,18.200357,2.2203328e-06,-1.3555689,54.52478,9,74,1.8044416,0.14999999,74,-711.71924,36.053013,,-0.7788057,19.99088,-0.29640374,18.200357,1.0154462,-0.5,18.47177,1.1852138e-20
14.665397,-9.665397,1500,18.200357,20.0,4.581948,-0.8302341,3.477060556411743,20,,,18.185535,2.1615185e-06,-1.3689919,54.542824,9,75,4.2885594,0.14999999,75,-724.9048,33.05884,,-0.52562064,19.99088,-0.2018087,18.200357,1.1834236,-0.25,21.48398,3.8401116e-14
14.71183,-9.71183,1520,18.200357,20.0,8.566866,-0.8240921,3.5284817218780518,20,,,18.194326,2.1050107e-06,-1.3822371,54.14395,9,76,8.1346245e-09,0.14999999,76,-738.0991,45.45464,,-0.5266805,19.99088,0.78122735,18.200357,1.3291388,0.75,8.68931,3.5093532
14.602518,-9.602518,1540,18.200357,20.0,4.4332914,-0.82397884,3.5784912109375,20,,,6.2948036,2.0506905e-06,-1.3501679,53.38331,9,77,4.3473772e-10,0.14999999,77,-739.3939,31.833494,,-1.0973172,19.99088,-0.36621037,18.200357,1.1870013,-0.25,21.549812,3.768503e-14
14.64857,-9.64857,1560,18.200357,20.0,6.0318756,-0.8173879,3.6292319297790527,20,,,18.19458,1.9984454e-06,-1.3630712,52.95724,9,78,0.16243155,0.14999999,78,-752.5885,38.874844,,-0.4775306,19.99088,-0.7204219,18.200357,0.77405775,-0.75,14.082397,2.3225278e-28
14.693467,-9.693467,1580,18.200357,20.0,6.7427397,-0.8193925,3.6825928688049316,20,,,18.195448,1.9481722e-06,-1.3758103,52.711304,9,79,4.5384168e-09,0.14999999,79,-765.78394,39.547607,,-0.7382124,19.99088,0.32023367,18.200357,0.930279,0.25,13.163694,9.497688e-05
14.664996,-9.664996,1600,18.200357,20.0,7.409396,-0.8217801,3.7329964637756348,20,,,12.415752,1.8997721e-06,-1.3883879,52.542698,9,80,1.005784e-16,0.14999999,80,-773.1997,35.92675,,-0.9199359,19.99088,-1.3153415,18.200357,0.9134494,-1.0,16.615948,2.8806887e-37
14.708341,-9.708341,1620,18.200357,20.0,4.854305,-0.8528386,3.785053014755249,20,,,18.175814,1.8531539e-06,-1.4008104,52.403847,9,81,2.5672472e-05,0.14999999,81,-786.3756,34.346886,,-3.2246568,19.99088,-0.5605852,18.200357,0.9926344,-0.5,18.05696,1.240067e-20
14.750907,-9.750907,1640,18.200357,20.0,8.660977,-0.8500327,3.839228391647339,20,,,18.198692,1.6438461e-06,-1.4130805,53.638073,10,82,2.5056867e-17,0.14999999,82,-799.57434,45.18551,,-0.6012271,19.99088,0.9829424,18.200357,1.3523595,0.7777778,8.452565,4.685274
14.61523,-9.61523,1660,18.200357,20.0,5.9546266,-0.85285556,4.208136796951294,20,,,3.489779,1.6044737e-06,-1.369637,53.0643,10,83,1.285315e-29,0.14999999,83,-798.0641,38.323074,,-1.3897704,19.99088,-1.022201,18.200357,0.8102673,-0.7777778,14.741227,2.7387985e-29
14.657764,-9.657764,1680,18.200357,20.0,6.9747643,-0.8562417,4.262267827987671,20,,,18.188042,1.5664993e-06,-1.3816133,52.441486,10,84,1.25216666e-17,0.14999999,84,-811.2522,40.799713,,-0.93548495,19.99088,0.44894338,18.200357,0.91936177,0.33333334,11.641774,0.0011913645
14.603154,-9.603154,1700,18.200357,20.0,7.689958,-0.8589948,4.323040008544922,20,,,10.015999,1.5298575e-06,-1.3934336,52.42967,10,85,3.924273e-20,0.14999999,85,-816.26807,34.41589,,-0.99145603,19.99088,-1.0693728,18.200357,0.990376,-1.0,18.013779,2.8952528e-37
14.644856,-9.644856,1720,18.200357,20.0,5.3164988,-0.8613853,4.380633592605591,20,,,18.189545,1.4944864e-06,-1.4051296,52.419075,10,86,1.02080495e-08,0.14999999,86,-829.45764,35.027523,,-1.0276303,19.99088,-0.19381769,18.200357,0.97103775,-0.11111111,17.39155,4.9260238e-11
14.685255,-9.685255,1740,18.200357,20.0,4.490196,-0.85839826,4.435353755950928,20,,,18.159597,1.4603277e-06,-1.4166903,52.470642,10,87,3.0184999,0.14999999,87,-842.6172,30.8901,,-0.5591255,19.99088,-0.4493212,18.200357,1.1869614,-0.33333334,21.58054,3.7227127e-16
14.725081,-9.725081,1760,18.200357,20.0,4.3189034,-0.8529673,4.492471694946289,20,,,18.18995,1.4273269e-06,-1.4281191,51.348206,10,88,3.4191194,0.14999999,88,-855.8071,29.885214,,-0.5501613,19.99088,-0.4934401,18.200357,1.1804936,-0.33333334,21.46299,3.765503e-16
