IWLastEpisode,IWMin,Regret/t,ReturnMax,Delta,AvgEpLen,GridSize,MountainCar_mu0_higher,MountainCar_mu1_higher,IWFirstEpisode,Regret,ReturnMin,ReturnMean,ReturnStepMax,DenMISEMeanLog,TimeElapsed,DenMISELogFirst,Bound,ReturnAbsMax,MountainCar_std1_higher,Iteration,ReturnLastEpisode,TimestepsSoFar,IWMean,MinEpLen,NumTrainableParams,NumTrajectories,IWMax,ActionIn1,MountainCar_std0_higher,DenMISELogLast
0.10563654,,6.986321,,3.368017e-05,999.0,9,-1.0,-10.0,3.2186158e-18,132.7401,-2.616518,-1.9863211,26.36336,-26.58581,8.007376909255981,-5.7518244,inf,2.616518,1.5,19,-2.2655072,18981,7.438667e+23,999,,19,4.4725725e+24,-10.4307165,0.14999999,1.5557702
5327.6606,,7.003942,,3.0396353e-05,999.0,9,-1.0,-10.0,3.3880137e-18,140.07884,-2.616518,-2.003942,26.36336,-25.741268,8.416900157928467,-5.8031178,inf,2.616518,1.5,20,-2.338743,19980,7.4309286e+23,999,,20,4.7079668e+24,-10.836445,0.14999999,-9.425864
0.11759361,,6.985169,,2.7570388e-05,999.0,9,-1.0,-10.0,3.557414e-18,146.68855,-2.616518,-1.985169,26.36336,-24.451166,8.827404737472534,-5.8519077,inf,2.616518,1.5,21,-1.6097074,20979,7.42337e+23,999,,21,4.943364e+24,-10.21519,0.14999999,1.6058834
45760.406,,6.978217,,2.5120953e-05,999.0,9,-1.0,-10.0,3.7268296e-18,153.52078,-2.616518,-1.978217,26.36336,-23.860527,9.226072311401367,-5.898428,inf,2.616518,1.5,22,-1.8322232,21978,7.415959e+23,999,,22,5.178764e+24,-11.653087,0.14999999,-11.214617
108.89368,,6.986002,,2.2984013e-05,999.0,9,-1.0,-10.0,3.8962196e-18,160.67804,-2.616518,-1.9860018,26.36336,-23.063206,9.627533674240112,-5.9428797,inf,2.616518,1.5,23,-2.157271,22977,7.408689e+23,999,,23,5.4141667e+24,-11.799674,0.14999999,-5.291164
29646.691,,6.9871535,,2.110858e-05,999.0,9,-1.0,-10.0,4.065624e-18,167.69168,-2.616518,-1.9871536,26.36336,-22.561989,10.036070585250854,-5.9854393,inf,2.616518,1.5,24,-2.0136478,23976,7.40154e+23,999,,24,5.649571e+24,-11.854681,0.14999999,-10.813533
917.93744,,7.0098486,,1.9453666e-05,999.0,9,-1.0,-10.0,4.2350212e-18,175.24622,-2.616518,-2.0098486,26.36336,-21.998343,10.456047058105469,-6.0262613,inf,2.616518,1.5,25,-2.5545259,24975,7.394492e+23,999,,25,5.8849645e+24,-7.039444,0.14999999,-8.259852
3.3171706e+23,,6.9833107,,1.7986009e-05,999.0,9,-1.0,-10.0,4.404431e-18,181.56607,-2.616518,-1.9833105,26.36336,-23.410805,10.866484880447388,-6.065482,inf,2.616518,1.5,26,-1.3198568,25974,7.515122e+23,999,,26,6.120352e+24,-10.427804,0.14999999,-58.520138
10.837835,,6.968398,,1.6678383e-05,999.0,9,-1.0,-10.0,4.573825e-18,188.14674,-2.616518,-1.968398,26.36336,-22.665632,11.28605055809021,-6.1032224,inf,2.616518,1.5,27,-1.5806718,26973,7.508287e+23,999,,27,6.3557646e+24,-10.467114,0.14999999,-3.0577493
35.671047,,6.9644804,,9.122555e-06,999.0,16,-1.0,-10.0,4.743234e-18,195.00545,-2.616518,-1.9644803,26.36336,-22.00653,11.714648723602295,-6.13959,inf,2.616518,1.5,28,-1.8587003,27972,7.501518e+23,999,,28,6.591149e+24,-11.233729,0.14999999,-3.9864705
0.10918728,,6.9822545,,8.504261e-06,999.0,16,-1.0,-10.0,4.9126356e-18,202.48538,-2.616518,-1.9822545,26.36336,-21.216877,12.392428398132324,-6.174681,inf,2.616518,1.5,29,-2.479938,28971,7.494832e+23,999,,29,6.8265474e+24,-13.713,0.14999999,1.1095312
2.597617e+24,,6.997312,,7.94676e-06,999.0,16,-1.0,-10.0,5.082035e-18,209.91936,-2.616518,-1.997312,26.36336,-22.472038,12.826527833938599,-6.208583,inf,2.616518,1.5,30,-2.433975,29970,8.354095e+23,999,,30,7.0619434e+24,-11.411412,0.14999999,-58.66324
0.26120317,,7.015564,,7.4423347e-06,999.0,16,-1.0,-10.0,5.251423e-18,217.48248,-2.616518,-2.0155642,26.36336,-21.753336,13.24348759651184,-6.2413726,inf,2.616518,1.5,31,-2.5631347,30969,8.347567e+23,999,,31,7.297351e+24,-11.925203,0.14999999,0.042898882
509018.53,,7.0200615,,6.984457e-06,999.0,16,-1.0,-10.0,5.4208297e-18,224.64197,-2.616518,-2.0200615,26.36336,-21.512371,13.65829348564148,-6.2731214,inf,2.616518,1.5,32,-2.1594715,31968,8.341093e+23,999,,32,7.5327573e+24,-12.087051,0.14999999,-13.815169
58300.156,,7.0473824,,6.5675695e-06,999.0,16,-1.0,-10.0,5.5902388e-18,232.56361,-2.9216533,-2.0473824,29.309286,-21.279406,14.087615251541138,-6.303893,inf,2.9216533,1.5,33,-2.9216533,32967,8.334677e+23,999,,33,7.7681384e+24,-12.309204,0.14999999,-13.604535
31279933000.0,,7.0631914,,6.186923e-06,999.0,16,-1.0,-10.0,5.759645e-18,240.14851,-2.9216533,-2.0631917,29.309286,-21.418259,14.515670537948608,-6.333746,inf,2.9216533,1.5,34,-2.5849,33966,8.328332e+23,999,,34,8.003543e+24,-12.164582,0.14999999,-25.787262
4.4853344e+16,,7.0411844,,5.8384353e-06,999.0,16,-1.0,-10.0,5.929026e-18,246.44145,-2.9216533,-2.0411844,29.309286,-21.953255,14.935005187988281,-6.3627334,inf,2.9216533,1.5,35,-1.2929354,34965,8.322042e+23,999,,35,8.238944e+24,-11.391451,0.14999999,-39.936363
13.835982,,7.0307837,,5.5185833e-06,999.0,16,-1.0,-10.0,6.0984304e-18,253.10822,-2.9216533,-2.0307837,29.309286,-21.43699,15.37887167930603,-6.3909044,inf,2.9216533,1.5,36,-1.666762,35964,8.3158016e+23,999,,36,8.4743483e+24,-12.582559,0.14999999,-3.1672628
6.332169e+24,,7.0113645,,5.224312e-06,999.0,16,-1.0,-10.0,6.267844e-18,259.42047,-2.9216533,-2.0113645,29.309286,-22.454039,15.815292835235596,-6.4183035,inf,2.9216533,1.5,37,-1.3122678,36963,1.0021006e+24,999,,37,8.709731e+24,-12.710035,0.14999999,-58.87284
1.502473e+23,,7.0173197,,4.9529667e-06,999.0,16,-1.0,-10.0,6.437247e-18,266.65814,-2.9216533,-2.01732,29.309286,-23.305487,16.23945641517639,-6.4449716,inf,2.9216533,1.5,38,-2.2376783,37962,1.0054405e+24,999,,38,8.945132e+24,-11.455833,0.14999999,-54.59228
5.384823,,7.0162654,,4.7022245e-06,999.0,16,-1.0,-10.0,6.6066403e-18,273.63434,-2.9216533,-2.0162654,29.309286,-22.76697,16.667011976242065,-6.4709473,inf,2.9216533,1.5,39,-1.9761971,38961,1.0047301e+24,999,,39,9.180554e+24,-11.099652,0.14999999,-2.091941
0.582752,,6.9998903,,4.4700523e-06,999.0,16,-1.0,-10.0,6.7760435e-18,279.9956,-2.9216533,-1.9998903,29.309286,-22.216806,17.091195821762085,-6.496265,inf,2.9216533,1.5,40,-1.3612571,39960,1.00402674e+24,999,,40,9.4159203e+24,-11.759758,0.14999999,-0.55468357
1766856.0,,6.9892364,,4.2546603e-06,999.0,16,-1.0,-10.0,6.945444e-18,286.5587,-2.9216533,-1.9892364,29.309286,-22.049839,17.512736320495605,-6.5209575,inf,2.9216533,1.5,41,-1.5630785,40959,1.0033336e+24,999,,41,9.6513175e+24,-9.261305,0.14999999,-15.1707
6.205984e+19,,6.9682045,,4.0544687e-06,999.0,16,-1.0,-10.0,7.114844e-18,292.66458,-2.9216533,-1.9682043,29.309286,-22.671196,17.9334237575531,-6.545055,inf,2.9216533,1.5,42,-1.1058869,41958,1.00265145e+24,999,,42,9.886715e+24,-12.491995,0.14999999,-47.95136
9.8812045e+23,,6.9566245,,3.868082e-06,999.0,16,-1.0,-10.0,7.284235e-18,299.13486,-2.9216533,-1.9566244,29.309286,-23.46311,18.36222267150879,-6.5685854,inf,2.9216533,1.5,43,-1.4702677,42957,1.02495695e+24,999,,43,1.0122137e+25,-12.520832,0.14999999,-56.5328
3.9523943e+16,,6.9663944,,3.6942577e-06,999.0,16,-1.0,-10.0,7.453648e-18,306.52136,-2.9216533,-1.9663944,29.309286,-23.833435,18.803227186203003,-6.591575,inf,2.9216533,1.5,44,-2.386504,43956,1.023797e+24,999,,44,1.0357512e+25,-9.867755,0.14999999,-39.569443
65772126000.0,,6.9636946,,3.5318933e-06,999.0,16,-1.0,-10.0,7.623046e-18,313.36627,-2.9216533,-1.9636946,29.309286,-23.875431,19.220003843307495,-6.614048,inf,2.9216533,1.5,45,-1.8448987,44955,1.0226678e+24,999,,45,1.0592946e+25,-12.050718,0.14999999,-25.539701
548626600.0,,6.9655404,,3.3800018e-06,999.0,16,-1.0,-10.0,7.7924574e-18,320.41486,-2.9216533,-1.9655405,29.309286,-23.811035,19.647995233535767,-6.636027,inf,2.9216533,1.5,46,-2.0486128,45954,1.02156325e+24,999,,46,1.0828318e+25,-11.126299,0.14999999,-20.733885
0.9264058,,6.95255,,3.2377015e-06,999.0,16,-1.0,-10.0,7.961837e-18,326.76984,-2.9216533,-1.95255,29.309286,-23.331478,20.074260473251343,-6.657533,inf,2.9216533,1.5,47,-1.3549846,46953,1.0204847e+24,999,,47,1.1063729e+25,-10.582005,0.14999999,-1.0964806
8190.864,,6.9716153,,3.1042032e-06,999.0,16,-1.0,-10.0,8.131237e-18,334.6375,-2.9216533,-1.9716152,29.309286,-23.087524,20.498511791229248,-6.6785865,inf,2.9216533,1.5,48,-2.8676817,47952,1.01943e+24,999,,48,1.1299125e+25,-9.893068,0.14999999,-11.450371
132501710000.0,,6.9710674,,2.9787932e-06,999.0,16,-1.0,-10.0,8.300662e-18,341.5823,-2.9216533,-1.9710673,29.309286,-23.155405,20.928328275680542,-6.699206,inf,2.9216533,1.5,49,-1.9447699,48951,1.0183968e+24,999,,49,1.1534514e+25,-12.181524,0.14999999,-26.245874
4812683000000000.0,,6.960701,,2.8608335e-06,999.0,16,-1.0,-10.0,8.470063e-18,348.03503,-2.9216533,-1.960701,29.309286,-23.44111,21.34719443321228,-6.7194085,inf,2.9216533,1.5,50,-1.452746,49950,1.0173864e+24,999,,50,1.1769912e+25,-10.756307,0.14999999,-37.276512
16.700478,,6.9743075,,2.7497433e-06,999.0,16,-1.0,-10.0,8.63946e-18,355.6897,-2.9216533,-1.9743075,29.309286,-23.072256,21.77611541748047,-6.739211,inf,2.9216533,1.5,51,-2.6546376,50949,1.01639535e+24,999,,51,1.2005304e+25,-10.997198,0.14999999,-4.4687157
0.10603137,,6.9698896,,2.6450014e-06,999.0,16,-1.0,-10.0,8.80885e-18,362.43427,-2.9216533,-1.9698898,29.309286,-22.595966,22.215612649917603,-6.7586293,inf,2.9216533,1.5,52,-1.7445883,51948,1.01542495e+24,999,,52,1.2240732e+25,-13.011893,0.14999999,1.8524334
1.5385623e+25,,6.9702125,,2.5461316e-06,999.0,16,-1.0,-10.0,8.978272e-18,369.42126,-2.9216533,-1.9702126,29.309286,-23.29013,22.670006275177002,-6.7776775,inf,2.9216533,1.5,53,-1.9869919,52947,1.3047652e+24,999,,53,1.5385623e+25,-10.360857,0.14999999,-59.232334
50893.332,,6.9762907,,2.4527033e-06,999.0,16,-1.0,-10.0,9.147672e-18,376.7197,-2.9216533,-1.9762907,29.309286,-23.078844,23.142393112182617,-6.7963696,inf,2.9216533,1.5,54,-2.2984278,53946,1.3038294e+24,999,,54,1.5675916e+25,-11.405129,0.14999999,-11.710188
40.71997,,6.967706,,2.3643252e-06,999.0,16,-1.0,-10.0,9.31707e-18,383.22385,-2.9216533,-1.9677063,29.309286,-22.74256,23.58723473548889,-6.8147187,inf,2.9216533,1.5,55,-1.504153,54945,1.3029101e+24,999,,55,1.5966203e+25,-11.420644,0.14999999,-4.41615
0.63471913,,6.973797,,2.2806387e-06,999.0,16,-1.0,-10.0,9.486455e-18,390.5326,-2.9216533,-1.9737966,29.309286,-22.344706,24.05854034423828,-6.832737,inf,2.9216533,1.5,56,-2.3087652,55944,1.302009e+24,999,,56,1.6256533e+25,-8.860321,0.14999999,-0.29869413
7.777923e+24,,6.980977,,2.2013185e-06,999.0,16,-1.0,-10.0,9.655861e-18,397.9157,-2.9216533,-1.9809773,29.309286,-22.995958,24.51350712776184,-6.8504367,inf,2.9216533,1.5,57,-2.3830981,56943,1.4375732e+24,999,,57,1.6546776e+25,-9.534457,0.14999999,-59.30509
8.343517e+19,,6.9806023,,2.1260653e-06,999.0,16,-1.0,-10.0,9.825257e-18,404.87494,-2.9216533,-1.9806024,29.309286,-23.407812,24.993062257766724,-6.8678284,inf,2.9216533,1.5,58,-1.9592308,57942,1.4367046e+24,999,,58,1.6837125e+25,-10.05676,0.14999999,-46.70757
4200286700.0,,6.9848437,,2.0546058e-06,999.0,16,-1.0,-10.0,9.9946505e-18,412.10577,-2.9216533,-1.9848439,29.309286,-23.404242,25.467725038528442,-6.884923,inf,2.9216533,1.5,59,-2.2308571,58941,1.4358454e+24,999,,59,1.7127408e+25,-10.167364,0.14999999,-23.024565
1121.1283,,6.9747367,,1.98669e-06,999.0,16,-1.0,-10.0,1.0164056e-17,418.4842,-2.9216533,-1.9747367,29.309286,-23.153664,25.94174075126648,-6.90173,inf,2.9216533,1.5,60,-1.3784059,59940,1.4349996e+24,999,,60,1.741771e+25,-11.448158,0.14999999,-8.199926
0.46830648,,6.982772,,1.9220863e-06,999.0,16,-1.0,-10.0,1.03334545e-17,425.94907,-2.9216533,-1.9827716,29.309286,-22.782743,26.414170026779175,-6.918259,inf,2.9216533,1.5,61,-2.4648643,60939,1.4341666e+24,999,,61,1.7708002e+25,-9.601253,0.14999999,-0.36082375
4.830868e+20,,6.986574,,1.8605837e-06,999.0,16,-1.0,-10.0,1.0502871e-17,433.1676,-2.9216533,-1.9865743,29.309286,-23.203957,26.88992953300476,-6.93452,inf,2.9216533,1.5,62,-2.2185426,61938,1.433352e+24,999,,62,1.7998255e+25,-12.369325,0.14999999,-48.733917
602271300000.0,,6.9955893,,1.8019862e-06,999.0,16,-1.0,-10.0,1.0672256e-17,440.7221,-2.9216533,-1.9955893,29.309286,-23.294966,27.35158896446228,-6.95052,inf,2.9216533,1.5,63,-2.5545204,62937,1.4325452e+24,999,,63,1.8288592e+25,-11.640174,0.14999999,-28.776468
0.6044271,,7.0123334,,1.7461142e-06,999.0,16,-1.0,-10.0,1.0841685e-17,448.78934,-3.067201,-2.0123334,30.85928,-22.975159,27.817708015441895,-6.9662685,inf,3.067201,1.5,64,-3.067201,63936,1.431747e+24,999,,64,1.8578863e+25,-8.808953,0.14999999,-2.6685882
3.9744087e+24,,6.9988136,,1.1068314e-06,999.0,25,-1.0,-10.0,1.1011073e-17,454.9229,-3.067201,-1.9988137,30.85928,-23.538502,28.299789428710938,-6.981773,inf,3.067201,1.5,65,-1.1335671,64935,1.4921044e+24,999,,65,1.8869134e+25,-11.70896,0.14999999,-59.436428
58.865906,,7.0055313,,1.073545e-06,999.0,25,-1.0,-10.0,1.1180462e-17,462.36508,-3.067201,-2.0055315,30.85928,-23.26225,29.997490644454956,-6.9970403,inf,3.067201,1.5,66,-2.4421937,65934,1.4913316e+24,999,,66,1.9159481e+25,-9.42399,0.14999999,-5.136909
9.762462e+21,,7.0023723,,1.0417382e-06,999.0,25,-1.0,-10.0,1.1349859e-17,469.15894,-3.067201,-2.0023723,30.85928,-23.686604,30.528939247131348,-7.0120783,inf,3.067201,1.5,67,-1.793847,66933,1.4907112e+24,999,,67,1.944977e+25,-10.553053,0.14999999,-51.527546
2.8052387,,6.997817,,1.011324e-06,999.0,25,-1.0,-10.0,1.1519274e-17,475.85156,-3.067201,-1.997817,30.85928,-23.362555,31.00312638282776,-7.026893,inf,3.067201,1.5,68,-1.692618,67932,1.4899512e+24,999,,68,1.9740013e+25,-9.512533,0.14999999,-1.4873428
6.6803777e+24,,7.007798,,9.822227e-07,999.0,25,-1.0,-10.0,1.1688676e-17,483.5381,-3.067201,-2.0077984,30.85928,-23.888548,31.520519971847534,-7.041492,inf,3.067201,1.5,69,-2.6865394,68931,1.5860206e+24,999,,69,2.003031e+25,-10.22232,0.14999999,-59.494633
840212800.0,,7.0172186,,9.543596e-07,999.0,25,-1.0,-10.0,1.185808e-17,491.20532,-3.067201,-2.0172188,30.85928,-23.870028,32.0396785736084,-7.0558805,inf,3.067201,1.5,70,-2.6672223,69930,1.5852808e+24,999,,70,2.0320608e+25,-11.317743,0.14999999,-22.418612
173.35535,,7.004259,,9.276656e-07,999.0,25,-1.0,-10.0,1.2027462e-17,497.30243,-3.067201,-2.0042593,30.85928,-23.63659,32.512250900268555,-7.0700655,inf,3.067201,1.5,71,-1.0970955,70929,1.5845507e+24,999,,71,2.0610948e+25,-10.350649,0.14999999,-7.1248217
670.0487,,7.001615,,9.020761e-07,999.0,25,-1.0,-10.0,1.2196891e-17,504.11627,-3.067201,-2.001615,30.85928,-23.407156,33.027106523513794,-7.0840516,inf,3.067201,1.5,72,-1.8138735,71928,1.5838269e+24,999,,72,2.0901212e+25,-13.847017,0.14999999,-6.9488735
4.4964538e+24,,6.9944,,8.775309e-07,999.0,25,-1.0,-10.0,1.2366299e-17,510.5912,-3.067201,-1.9943998,30.85928,-23.904575,33.53814172744751,-7.097845,inf,3.067201,1.5,73,-1.4748943,72927,1.6447081e+24,999,,73,2.119152e+25,-9.315624,0.14999999,-59.5525
1.6042519e+25,,6.99208,,8.539741e-07,999.0,25,-1.0,-10.0,1.253567e-17,517.41394,-3.067201,-1.9920803,30.85928,-24.381342,34.02229309082031,-7.1114507,inf,3.067201,1.5,74,-1.822767,73926,1.8607937e+24,999,,74,2.1481845e+25,-11.573231,0.14999999,-59.007736
820.74286,,6.9877906,,8.3135325e-07,999.0,25,-1.0,-10.0,1.2705082e-17,524.0843,-3.067201,-1.9877906,30.85928,-24.155296,34.5483341217041,-7.1248736,inf,3.067201,1.5,75,-1.6703426,74925,1.8588282e+24,999,,75,2.1772076e+25,-12.312995,0.14999999,-7.2451606
1925519100000.0,,6.9918237,,8.096195e-07,999.0,25,-1.0,-10.0,1.2874476e-17,531.3786,-3.067201,-1.9918237,30.85928,-24.225904,35.09746980667114,-7.1381187,inf,3.067201,1.5,76,-2.2942975,75924,1.8568926e+24,999,,76,2.206244e+25,-14.377519,0.14999999,-29.340887
1.7356415e+24,,6.983781,,7.88727e-07,999.0,25,-1.0,-10.0,1.3043888e-17,537.7511,-3.067201,-1.9837809,30.85928,-24.687693,35.604124546051025,-7.1511908,inf,3.067201,1.5,77,-1.3725284,76923,1.8775141e+24,999,,77,2.2352671e+25,-10.213166,0.14999999,-59.605846
482.5009,,6.975894,,7.6863284e-07,999.0,25,-1.0,-10.0,1.32132615e-17,544.11975,-3.067201,-1.9758939,30.85928,-24.466244,36.0910210609436,-7.1640944,inf,3.067201,1.5,78,-1.3686186,77922,1.8756198e+24,999,,78,2.2643005e+25,-11.771013,0.14999999,-7.2260485
5293.6416,,6.9777617,,7.49297e-07,999.0,25,-1.0,-10.0,1.33826904e-17,551.24316,-3.067201,-1.9777616,30.85928,-24.274519,36.586891889572144,-7.176833,inf,3.067201,1.5,79,-2.1234426,78921,1.873743e+24,999,,79,2.293326e+25,-7.595904,0.14999999,-9.133848
1.7412519e+24,,6.983634,,7.306816e-07,999.0,25,-1.0,-10.0,1.3552068e-17,558.69073,-3.067201,-1.9836342,30.85928,-24.718933,37.08263301849365,-7.189412,inf,3.067201,1.5,80,-2.4475567,79920,1.8936563e+24,999,,80,2.3223602e+25,-9.2764015,0.14999999,-59.64407
2.7569872e+25,,6.9813104,,7.1275144e-07,999.0,25,-1.0,-10.0,1.3721495e-17,565.48615,-3.067201,-1.9813105,30.85928,-25.15171,37.57585883140564,-7.2018347,inf,3.067201,1.5,81,-1.7954164,80919,2.2321895e+24,999,,81,2.7569872e+25,-12.538041,0.14999999,-59.58003
1.3032876e+25,,6.975937,,6.954733e-07,999.0,25,-1.0,-10.0,1.3890869e-17,572.02686,-3.067201,-1.9759369,30.85928,-25.568842,38.08362150192261,-7.2141047,inf,3.067201,1.5,82,-1.5406768,81918,2.3890025e+24,999,,82,2.7884645e+25,-10.279806,0.14999999,-59.153526
16546.283,,6.9753637,,6.788158e-07,999.0,25,-1.0,-10.0,1.4060294e-17,578.9552,-3.067201,-1.9753639,30.85928,-25.386042,38.610939502716064,-7.226226,inf,3.067201,1.5,83,-1.9283603,82917,2.386106e+24,999,,83,2.8198708e+25,-10.159831,0.14999999,-10.1889925
7119.6445,,6.969532,,6.627497e-07,999.0,25,-1.0,-10.0,1.4229669e-17,585.4407,-3.067201,-1.969532,30.85928,-25.20166,39.146160364151,-7.238202,inf,3.067201,1.5,84,-1.485503,83916,2.3832421e+24,999,,84,2.8512281e+25,-9.216753,0.14999999,-9.693091
2.9694828e+25,,6.967458,,6.472474e-07,999.0,25,-1.0,-10.0,1.4399107e-17,592.2339,-3.067201,-1.9674575,30.85928,-25.609943,39.688605546951294,-7.2500367,inf,3.067201,1.5,85,-1.7931968,84915,2.729753e+24,999,,85,2.9694828e+25,-14.178253,0.14999999,-59.703274
6.568534e+24,,6.967412,,6.3228265e-07,999.0,25,-1.0,-10.0,1.4568505e-17,599.19745,-3.067201,-1.967412,30.85928,-26.008991,40.27515196800232,-7.2617326,inf,3.067201,1.5,86,-1.9635512,85914,2.8033108e+24,999,,86,3.00436e+25,-11.744583,0.14999999,-59.71639
