DenMISELogLast,MountainCar_mu1_higher,NumTrajectories,IWLastEpisode,AvgEpLen,Regret/t,NumTrainableParams,ActionIn1,MountainCar_std0_higher,ReturnMin,ReturnStepMax,ReturnLastEpisode,Regret,IWMean,Bound,DenMISELogFirst,MinEpLen,MountainCar_std1_higher,IWMin,ReturnMax,TimeElapsed,IWFirstEpisode,GridSize,ReturnAbsMax,Iteration,ReturnMean,TimestepsSoFar,IWMax,Delta,MountainCar_mu0_higher,DenMISEMeanLog
-3.85408,-10.0,907,31.430004,999.0,6.8871326,,-11.965809,0.14999999,-3.3746362,33.976494,-1.8984495,6246.6294,3.8401152e+25,inf,-31.692469,999,1.5,,,814.8091511726379,0.00021914949,100,3.3746362,907,-1.8871328,906093,3.1877125e+26,1.463341e-09,-1.0,-29.344767
-19.362991,-10.0,908,146063070.0,999.0,6.8870525,,-11.548486,0.14999999,-3.3746362,33.976494,-1.8144399,6253.444,3.8400156e+25,inf,-31.693571,999,1.5,,,815.9153256416321,0.00021939122,100,3.3746362,908,-1.8870525,907092,3.1912045e+26,1.4601197e-09,-1.0,-29.334082
-5.3257256,-10.0,909,133.56783,999.0,6.886942,,-11.193129,0.14999999,-3.3746362,33.976494,-1.7862556,6260.23,3.83991e+25,inf,-31.694672,999,1.5,,,817.0149130821228,0.00021963281,100,3.3746362,909,-1.8869417,908091,3.1947e+26,1.4569088e-09,-1.0,-29.307997
-6.594159,-10.0,910,42.446888,999.0,6.88589,,-9.795179,0.14999999,-3.3746362,33.976494,-0.92962277,6266.1597,3.8398071e+25,inf,-31.69577,999,1.5,,,818.2363088130951,0.00021987423,100,3.3746362,910,-1.8858898,909090,3.1981995e+26,1.4537086e-09,-1.0,-29.283344
-32.903614,-10.0,911,92728235000000.0,999.0,6.886036,,-12.847245,0.14999999,-3.3746362,33.976494,-2.0191782,6273.1787,3.8397085e+25,inf,-31.696869,999,1.5,,,819.475664138794,0.00022011594,100,3.3746362,911,-1.8860362,910089,3.2016907e+26,1.4505188e-09,-1.0,-29.287647
-62.04082,-10.0,912,2.4269439e+26,999.0,6.886386,,-10.612376,0.14999999,-3.3746362,33.976494,-2.2052557,6280.384,3.866224e+25,inf,-31.697966,999,1.5,,,820.6797692775726,0.00022035747,100,3.3746362,912,-1.886386,911088,3.2051856e+26,1.4473396e-09,-1.0,-29.323868
-0.53403765,-10.0,913,1.0930004,999.0,6.886223,,-10.525128,0.14999999,-3.3746362,33.976494,-1.7373308,6287.1216,3.8661205e+25,inf,-31.699062,999,1.5,,,821.8137066364288,0.00022059926,100,3.3746362,913,-1.8862228,912087,3.2086842e+26,1.4441709e-09,-1.0,-29.292665
-6.265826,-10.0,914,248.23613,999.0,6.886639,,-10.736408,0.14999999,-3.3746362,33.976494,-2.26651,6294.388,3.8660202e+25,inf,-31.700157,999,1.5,,,822.955046415329,0.00022084091,100,3.3746362,914,-1.886639,913086,3.2121747e+26,1.4410124e-09,-1.0,-29.267775
-0.85774004,-10.0,915,1.396055,999.0,6.88691,,-10.172418,0.14999999,-3.3746362,33.976494,-2.1347022,6301.5225,3.8659238e+25,inf,-31.70125,999,1.5,,,824.1011664867401,0.00022108242,100,3.3746362,915,-1.8869101,914085,3.215669e+26,1.4378644e-09,-1.0,-29.237055
-11.392915,-10.0,916,51427.88,999.0,6.8867054,,-9.588553,0.14999999,-3.3746362,33.976494,-1.6993668,6308.222,3.8658194e+25,inf,-31.702343,999,1.5,,,825.2980444431305,0.00022132417,100,3.3746362,916,-1.8867054,915084,3.2191668e+26,1.4347267e-09,-1.0,-29.217878
-42.6093,-10.0,917,1.448343e+18,999.0,6.8867054,,-10.978273,0.14999999,-3.3746362,33.976494,-1.8866255,6315.1084,3.8657195e+25,inf,-31.703434,999,1.5,,,826.4490654468536,0.00022156576,100,3.3746362,917,-1.8867052,916083,3.222656e+26,1.4315992e-09,-1.0,-29.232807
0.56817126,-10.0,918,0.21640646,999.0,6.8872724,,-7.2784166,0.14999999,-3.3746362,33.976494,-2.4071496,6322.5156,3.8656222e+25,inf,-31.704523,999,1.5,,,827.6587271690369,0.0002218072,100,3.3746362,918,-1.8872722,917082,3.2261496e+26,1.4284819e-09,-1.0,-29.20065
-62.085327,-10.0,919,2.9128255e+25,999.0,6.887317,,-9.33441,0.14999999,-3.3746362,33.976494,-1.9286501,6329.4443,3.8686876e+25,inf,-31.705612,999,1.5,,,828.888993024826,0.0002220489,100,3.3746362,919,-1.8873172,918081,3.2296464e+26,1.4253748e-09,-1.0,-29.236748
-42.568542,-10.0,920,2.5542059e+17,999.0,6.8864326,,-12.388453,0.14999999,-3.3746362,33.976494,-1.0735365,6335.518,3.868586e+25,inf,-31.7067,999,1.5,,,830.0621960163116,0.00022229044,100,3.3746362,920,-1.8864326,919080,3.233135e+26,1.4222779e-09,-1.0,-29.251554
-53.963287,-10.0,921,5.1205135e+22,999.0,6.885793,,-9.715615,0.14999999,-3.3746362,33.976494,-1.2976652,6341.8154,3.868494e+25,inf,-31.707787,999,1.5,,,831.2770109176636,0.00022253225,100,3.3746362,921,-1.8857933,920079,3.2366395e+26,1.419191e-09,-1.0,-29.278692
-32.025578,-10.0,922,38714424000000.0,999.0,6.8856206,,-13.361668,0.14999999,-3.3746362,33.976494,-1.7265054,6348.542,3.8684e+25,inf,-31.708872,999,1.5,,,832.4614427089691,0.00022277389,100,3.3746362,922,-1.8856206,921078,3.2401234e+26,1.4161141e-09,-1.0,-29.281992
-62.089672,-10.0,923,1.4497915e+26,999.0,6.8860674,,-10.30326,0.14999999,-3.3746362,33.976494,-2.2978702,6355.84,3.8840067e+25,inf,-31.709955,999,1.5,,,833.6279010772705,0.00022301536,100,3.3746362,923,-1.8860673,922077,3.243623e+26,1.4130473e-09,-1.0,-29.317842
-5.1899047,-10.0,924,72.10583,999.0,6.8855968,,-10.795971,0.14999999,-3.3746362,33.976494,-1.4513882,6362.2915,3.8839085e+25,inf,-31.711039,999,1.5,,,834.776059627533,0.00022325711,100,3.3746362,924,-1.8855969,923076,3.2471143e+26,1.4099905e-09,-1.0,-29.292048
0.9525663,-10.0,925,0.26973745,999.0,6.8856096,,-10.190514,0.14999999,-3.3746362,33.976494,-1.8975855,6369.189,3.8838033e+25,inf,-31.71212,999,1.5,,,835.9550385475159,0.00022349868,100,3.3746362,925,-1.8856097,924075,3.2506092e+26,1.4069435e-09,-1.0,-29.259653
-10.312405,-10.0,926,16922.65,999.0,6.8853693,,-8.288929,0.14999999,-3.3746362,33.976494,-1.6629864,6375.852,3.8837014e+25,inf,-31.7132,999,1.5,,,837.1940333843231,0.00022374009,100,3.3746362,926,-1.8853694,925074,3.254108e+26,1.4039063e-09,-1.0,-29.239513
-62.093994,-10.0,927,9.320437e+25,999.0,6.8857055,,-9.444135,0.14999999,-3.3746362,33.976494,-2.1969132,6383.049,3.8936576e+25,inf,-31.71428,999,1.5,,,838.3994979858398,0.00022398177,100,3.3746362,927,-1.8857054,926073,3.257598e+26,1.400879e-09,-1.0,-29.275257
-46.95487,-10.0,928,9.482436e+19,999.0,6.8854623,,-6.7182245,0.14999999,-3.3746362,33.976494,-1.6602207,6389.709,3.8935626e+25,inf,-31.715359,999,1.5,,,839.7103095054626,0.0002242237,100,3.3746362,928,-1.8854624,927072,3.2610918e+26,1.3978617e-09,-1.0,-29.294615
-62.09615,-10.0,929,8.33371e+24,999.0,6.8849497,,-13.79376,0.14999999,-3.3746362,33.976494,-1.4092518,6396.118,3.894357e+25,inf,-31.716434,999,1.5,,,840.9797027111053,0.00022446504,100,3.3746362,929,-1.8849498,928071,3.2645893e+26,1.394854e-09,-1.0,-29.330244
-62.097225,-10.0,930,8.299134e+25,999.0,6.885445,,-10.346052,0.14999999,-3.3746362,33.976494,-2.3454962,6403.464,3.9031816e+25,inf,-31.71751,999,1.5,,,842.1946270465851,0.00022470663,100,3.3746362,930,-1.885445,929070,3.268078e+26,1.3918557e-09,-1.0,-29.365772
-11.534305,-10.0,931,46862.605,999.0,6.885838,,-12.23348,0.14999999,-3.3746362,33.976494,-2.2514386,6410.7153,3.9030866e+25,inf,-31.718586,999,1.5,,,843.4366488456726,0.00022494848,100,3.3746362,931,-1.8858382,930069,3.2715706e+26,1.3888675e-09,-1.0,-29.346947
-29.652365,-10.0,932,3747165000000.0,999.0,6.885951,,-11.705681,0.14999999,-3.3746362,33.976494,-1.991194,6417.7065,3.9029935e+25,inf,-31.71966,999,1.5,,,844.6590259075165,0.00022519018,100,3.3746362,932,-1.8859513,931068,3.275067e+26,1.3858886e-09,-1.0,-29.347576
-6.6237555,-10.0,933,407.21613,999.0,6.886235,,-11.849161,0.14999999,-3.3746362,33.976494,-2.1510253,6424.8574,3.9028943e+25,inf,-31.720732,999,1.5,,,845.9655709266663,0.0002254317,100,3.3746362,933,-1.8862354,932067,3.2785546e+26,1.3829193e-09,-1.0,-29.323526
-30.199585,-10.0,934,781163560000.0,999.0,6.885324,,-11.413831,0.14999999,-3.3746362,33.976494,-1.0349432,6430.8926,3.902798e+25,inf,-31.721802,999,1.5,,,847.1659047603607,0.00022567304,100,3.3746362,934,-1.885324,933066,3.282058e+26,1.3799596e-09,-1.0,-29.324787
-0.4192818,-10.0,935,0.82849765,999.0,6.8856597,,-10.547654,0.14999999,-3.3746362,33.976494,-2.1994102,6438.092,3.902694e+25,inf,-31.722872,999,1.5,,,848.3673179149628,0.00022591464,100,3.3746362,935,-1.8856598,934065,3.2855407e+26,1.3770094e-09,-1.0,-29.294163
-1.1370714,-10.0,936,1.7860147,999.0,6.8853445,,-10.349386,0.14999999,-3.3746362,33.976494,-1.5903294,6444.682,3.902594e+25,inf,-31.723942,999,1.5,,,849.6333582401276,0.00022615651,100,3.3746362,936,-1.8853443,935064,3.2890393e+26,1.3740686e-09,-1.0,-29.264404
-12.703186,-10.0,937,124080.33,999.0,6.885873,,-10.565748,0.14999999,-3.3746362,33.976494,-2.3806405,6452.063,3.9024973e+25,inf,-31.72501,999,1.5,,,850.8187961578369,0.0002263982,100,3.3746362,937,-1.8858728,936063,3.292529e+26,1.3711373e-09,-1.0,-29.247032
-2.033405,-10.0,938,5.179798,999.0,6.885815,,-9.38147,0.14999999,-3.3746362,33.976494,-1.8316922,6458.8945,3.902403e+25,inf,-31.726076,999,1.5,,,852.0560092926025,0.0002266397,100,3.3746362,938,-1.885815,937062,3.2960225e+26,1.3682152e-09,-1.0,-29.21832
-52.17257,-10.0,939,1.7362623e+22,999.0,6.885619,,-9.703174,0.14999999,-3.3746362,33.976494,-1.7019621,6465.5967,3.9023045e+25,inf,-31.727142,999,1.5,,,853.2417778968811,0.00022688149,100,3.3746362,939,-1.8856193,938061,3.2995197e+26,1.3653026e-09,-1.0,-29.24308
-32.531082,-10.0,940,63376437000000.0,999.0,6.885433,,-9.305644,0.14999999,-3.3746362,33.976494,-1.7107359,6472.3076,3.9022067e+25,inf,-31.728207,999,1.5,,,854.4268853664398,0.00022712309,100,3.3746362,940,-1.8854333,939060,3.3030083e+26,1.3623993e-09,-1.0,-29.246878
-62.10898,-10.0,941,1.9288705e+26,999.0,6.885963,,-11.153214,0.14999999,-3.3746362,33.976494,-2.384009,6479.6914,3.9226097e+25,inf,-31.729269,999,1.5,,,855.6209971904755,0.00022736451,100,3.3746362,941,-1.8859631,940059,3.3065003e+26,1.3595051e-09,-1.0,-29.2821
-0.62250805,-10.0,942,0.774227,999.0,6.8854785,,-10.8692,0.14999999,-3.3746362,33.976494,-1.4292074,6486.1206,3.9225074e+25,inf,-31.730331,999,1.5,,,856.8421244621277,0.00022760619,100,3.3746362,942,-1.8854784,941058,3.309996e+26,1.3566204e-09,-1.0,-29.251993
-1.5373684,-10.0,943,0.25741258,999.0,6.8844404,,-17.465595,0.14999999,-3.3746362,33.976494,-0.9069101,6492.0273,3.922409e+25,inf,-31.731392,999,1.5,,,858.0625522136688,0.00022784769,100,3.3746362,943,-1.8844405,942057,3.3134953e+26,1.3537447e-09,-1.0,-29.222897
-62.112167,-10.0,944,3.0089202e+22,999.0,6.883971,,-11.002805,0.14999999,-3.3746362,33.976494,-1.4411811,6498.4688,3.9223174e+25,inf,-31.732452,999,1.5,,,859.3416292667389,0.00022808944,100,3.3746362,944,-1.883971,943056,3.3169858e+26,1.3508781e-09,-1.0,-29.258036
1.5700295,-10.0,945,0.12044533,999.0,6.8842764,,-9.839588,0.14999999,-3.3746362,33.976494,-2.172391,6505.641,3.922225e+25,inf,-31.733511,999,1.5,,,860.5668349266052,0.00022833102,100,3.3746362,945,-1.8842762,944055,3.32048e+26,1.3480206e-09,-1.0,-29.225733
-37.341427,-10.0,946,4490690800000000.0,999.0,6.8848343,,-14.668266,0.14999999,-3.3746362,33.976494,-2.412501,6513.0537,3.922126e+25,inf,-31.73457,999,1.5,,,861.7749354839325,0.00022857286,100,3.3746362,946,-1.8848345,945054,3.3239653e+26,1.345172e-09,-1.0,-29.234602
-62.11534,-10.0,947,1.2026847e+25,999.0,6.884288,,-11.250475,0.14999999,-3.3746362,33.976494,-1.366868,6519.4204,3.9232987e+25,inf,-31.735624,999,1.5,,,862.9861607551575,0.00022881408,100,3.3746362,947,-1.8842877,946053,3.3274665e+26,1.3423326e-09,-1.0,-29.269625
1.2290646,-10.0,948,0.1651499,999.0,6.884654,,-9.890888,0.14999999,-3.3746362,33.976494,-2.231504,6526.652,3.923206e+25,inf,-31.736681,999,1.5,,,864.3592703342438,0.00022905598,100,3.3746362,948,-1.8846538,947052,3.3309592e+26,1.3395022e-09,-1.0,-29.237774
-35.763977,-10.0,949,802879200000000.0,999.0,6.8852797,,-13.014586,0.14999999,-3.3746362,33.976494,-2.4787652,6534.131,3.9231055e+25,inf,-31.737736,999,1.5,,,865.6304941177368,0.00022929772,100,3.3746362,949,-1.8852799,948051,3.3344552e+26,1.3366805e-09,-1.0,-29.24494
-62.118504,-10.0,950,2.0720222e+26,999.0,6.885755,,-13.648666,0.14999999,-3.3746362,33.976494,-2.3367844,6541.4673,3.9448187e+25,inf,-31.738789,999,1.5,,,866.875164270401,0.00022953926,100,3.3746362,950,-1.8857552,949050,3.3379424e+26,1.3338681e-09,-1.0,-29.27984
-62.119556,-10.0,951,1.2581312e+26,999.0,6.885559,,-8.600348,0.14999999,-3.3746362,33.976494,-1.6993842,6548.167,3.957954e+25,inf,-31.73984,999,1.5,,,868.1337983608246,0.00022978062,100,3.3746362,951,-1.8855592,950049,3.3414333e+26,1.3310644e-09,-1.0,-29.314686
-62.120605,-10.0,952,7.386445e+25,999.0,6.8848653,,-12.981064,0.14999999,-3.3746362,33.976494,-1.2249149,6554.3916,3.9656114e+25,inf,-31.74089,999,1.5,,,869.4304020404816,0.00023002223,100,3.3746362,952,-1.8848653,951048,3.3449274e+26,1.3282695e-09,-1.0,-29.349445
-62.12166,-10.0,953,2.79541e+26,999.0,6.884805,,-11.645727,0.14999999,-3.3746362,33.976494,-1.827527,6561.219,3.9948564e+25,inf,-31.741941,999,1.5,,,870.6227848529816,0.0002302641,100,3.3746362,953,-1.8848051,952047,3.3484257e+26,1.3254833e-09,-1.0,-29.38413
-7.622719,-10.0,954,1310.5443,999.0,6.8847685,,-11.382102,0.14999999,-3.3746362,33.976494,-1.849898,6568.0693,3.9947614e+25,inf,-31.74299,999,1.5,,,871.861754655838,0.00023050579,100,3.3746362,954,-1.8847685,953046,3.3519143e+26,1.3227061e-09,-1.0,-29.361633
-2.9585176,-10.0,955,11.228922,999.0,6.8844843,,-12.713304,0.14999999,-3.3746362,33.976494,-1.6135818,6574.6826,3.994659e+25,inf,-31.744038,999,1.5,,,873.0137414932251,0.00023074728,100,3.3746362,955,-1.8844845,954045,3.355407e+26,1.3199376e-09,-1.0,-29.33429
-61.003593,-10.0,956,1.1535489e+26,999.0,6.8845353,,-11.9017315,0.14999999,-3.3746362,33.976494,-1.9330734,6581.6157,4.0066365e+25,inf,-31.745085,999,1.5,,,874.2021703720093,0.00023098903,100,3.3746362,956,-1.8845353,955044,3.358903e+26,1.3171776e-09,-1.0,-29.367706
-18.834204,-10.0,957,79527560.0,999.0,6.8843284,,-8.336669,0.14999999,-3.3746362,33.976494,-1.686343,6588.3022,4.0065314e+25,inf,-31.74613,999,1.5,,,875.3632504940033,0.00023123059,100,3.3746362,957,-1.8843282,956043,3.3623902e+26,1.3144263e-09,-1.0,-29.357
-62.12689,-10.0,958,1.1207651e+26,999.0,6.88391,,-12.085148,0.14999999,-3.3746362,33.976494,-1.4839629,6594.786,4.0181178e+25,inf,-31.747173,999,1.5,,,876.5226669311523,0.00023147196,100,3.3746362,958,-1.8839104,957042,3.3658807e+26,1.3116837e-09,-1.0,-29.391518
-23.977482,-10.0,959,14127719000.0,999.0,6.8838983,,-11.652186,0.14999999,-3.3746362,33.976494,-1.872426,6601.6587,4.01802e+25,inf,-31.748217,999,1.5,,,877.6386413574219,0.0002317136,100,3.3746362,959,-1.8838984,958041,3.369375e+26,1.3089495e-09,-1.0,-29.386171
-2.8014162,-10.0,960,1.5370216,999.0,6.8849354,,-10.404437,0.14999999,-3.3746362,33.976494,-2.8791473,6609.5376,4.0179135e+25,inf,-31.74926,999,1.5,,,878.7784888744354,0.00023195546,100,3.3746362,960,-1.8849351,959040,3.3728728e+26,1.3062241e-09,-1.0,-29.358776
-8.967272,-10.0,961,4016.3396,999.0,6.8852673,,-11.511868,0.14999999,-3.3746362,33.976494,-2.2039068,6616.7417,4.0178106e+25,inf,-31.750301,999,1.5,,,879.9319913387299,0.00023219716,100,3.3746362,961,-1.885267,960039,3.3763614e+26,1.303507e-09,-1.0,-29.337872
-2.1200116,-10.0,962,4.6565104,999.0,6.8856034,,-11.036035,0.14999999,-3.3746362,33.976494,-2.208921,6623.95,4.017711e+25,inf,-31.75134,999,1.5,,,881.2764811515808,0.00023243864,100,3.3746362,962,-1.8856033,961038,3.3798538e+26,1.3007985e-09,-1.0,-29.309877
1.6443598,-10.0,963,0.12457289,999.0,6.885378,,-10.237969,0.14999999,-3.3746362,33.976494,-1.6684443,6630.619,4.017604e+25,inf,-31.75238,999,1.5,,,882.9693644046783,0.0002326804,100,3.3746362,963,-1.8853779,962037,3.3833494e+26,1.2980983e-09,-1.0,-29.27802
-6.7794313,-10.0,964,337.46722,999.0,6.8849077,,-10.730187,0.14999999,-3.3746362,33.976494,-1.4321578,6637.051,4.0175003e+25,inf,-31.753418,999,1.5,,,884.3508534431458,0.00023292196,100,3.3746362,964,-1.8849077,963036,3.3868362e+26,1.2954064e-09,-1.0,-29.254982
1.0762823,-10.0,965,0.19581941,999.0,6.884602,,-11.2168665,0.14999999,-3.3746362,33.976494,-1.5900798,6643.641,4.017399e+25,inf,-31.754454,999,1.5,,,885.6036741733551,0.00023316331,100,3.3746362,965,-1.8846022,964035,3.3903264e+26,1.292723e-09,-1.0,-29.223862
1.4011976,-10.0,966,0.14955123,999.0,6.884849,,-11.433025,0.14999999,-3.3746362,33.976494,-2.1229281,6650.764,4.01729e+25,inf,-31.75549,999,1.5,,,886.8780059814453,0.00023340492,100,3.3746362,966,-1.8848491,965034,3.39382e+26,1.2900481e-09,-1.0,-29.192457
-6.8281713,-10.0,967,312.66266,999.0,6.8842907,,-13.615801,0.14999999,-3.3746362,33.976494,-1.3449303,6657.109,4.0171954e+25,inf,-31.756525,999,1.5,,,888.0633444786072,0.00023364679,100,3.3746362,967,-1.8842906,966033,3.3973173e+26,1.2873812e-09,-1.0,-29.169615
-62.137276,-10.0,968,6.862583e+25,999.0,6.8849998,,-11.773493,0.14999999,-3.3746362,33.976494,-2.5708194,6664.6797,4.0241826e+25,inf,-31.757559,999,1.5,,,889.2366173267365,0.00023388845,100,3.3746362,968,-1.8849998,967032,3.4008052e+26,1.2847227e-09,-1.0,-29.203968
-9.305076,-10.0,969,6338.9893,999.0,6.885191,,-9.407284,0.14999999,-3.3746362,33.976494,-2.0700173,6671.75,4.0240733e+25,inf,-31.75859,999,1.5,,,890.7675015926361,0.00023412991,100,3.3746362,969,-1.8851907,968031,3.4042968e+26,1.2820724e-09,-1.0,-29.183731
-59.57191,-10.0,970,2.5464333e+25,999.0,6.885412,,-9.181068,0.14999999,-3.3746362,33.976494,-2.1003194,6678.85,4.026602e+25,inf,-31.759623,999,1.5,,,892.0762810707092,0.00023437163,100,3.3746362,970,-1.8854125,969030,3.407792e+26,1.2794303e-09,-1.0,-29.215359
-59.94259,-10.0,971,2.4073488e+25,999.0,6.8849163,,-13.7312,0.14999999,-3.3746362,33.976494,-1.4034425,6685.254,4.028975e+25,inf,-31.760653,999,1.5,,,893.5891749858856,0.00023461315,100,3.3746362,971,-1.8849162,970029,3.4112778e+26,1.2767964e-09,-1.0,-29.247301
-62.1414,-10.0,972,4.339005e+25,999.0,6.8842955,,-9.320935,0.14999999,-3.3746362,33.976494,-1.2815673,6691.535,4.0333336e+25,inf,-31.761683,999,1.5,,,895.106321811676,0.00023485492,100,3.3746362,972,-1.8842955,971028,3.41478e+26,1.2741707e-09,-1.0,-29.281427
-61.171795,-10.0,973,1.3754655e+26,999.0,6.884325,,-10.511136,0.14999999,-3.3746362,33.976494,-1.9130573,6698.448,4.0473563e+25,inf,-31.76271,999,1.5,,,896.5725650787354,0.0002350965,100,3.3746362,973,-1.884325,972027,3.41826e+26,1.271553e-09,-1.0,-29.314499
-4.2787547,-10.0,974,46.347343,999.0,6.884436,,-11.404774,0.14999999,-3.3746362,33.976494,-1.9925268,6705.441,4.047238e+25,inf,-31.763737,999,1.5,,,897.9991228580475,0.00023533787,100,3.3746362,974,-1.8844361,973026,3.4217563e+26,1.2689432e-09,-1.0,-29.289103
-0.39375654,-10.0,975,0.8457146,999.0,6.884748,,-9.208965,0.14999999,-3.3746362,33.976494,-2.1886435,6712.6294,4.047122e+25,inf,-31.764763,999,1.5,,,899.3555908203125,0.00023557947,100,3.3746362,975,-1.8847481,974025,3.425243e+26,1.2663415e-09,-1.0,-29.259764
-58.978302,-10.0,976,1.0235594e+25,999.0,6.884303,,-11.912921,0.14999999,-3.3746362,33.976494,-1.4501688,6719.0796,4.0480587e+25,inf,-31.765789,999,1.5,,,900.8114829063416,0.00023582134,100,3.3746362,976,-1.8843029,975024,3.4287465e+26,1.263748e-09,-1.0,-29.290497
-29.588306,-10.0,977,907339900000.0,999.0,6.8835917,,-10.875426,0.14999999,-3.3746362,33.976494,-1.1897484,6725.2695,4.047948e+25,inf,-31.766813,999,1.5,,,902.1775665283203,0.000236063,100,3.3746362,977,-1.8835919,976023,3.4322274e+26,1.2611623e-09,-1.0,-29.29109
-3.0271032,-10.0,978,2.904747,999.0,6.884487,,-12.748976,0.14999999,-3.3746362,33.976494,-2.7589643,6733.0283,4.04783e+25,inf,-31.767836,999,1.5,,,903.4680666923523,0.00023630446,100,3.3746362,978,-1.884487,977022,3.4357253e+26,1.2585846e-09,-1.0,-29.264526
-62.057537,-10.0,979,3.225005e+26,999.0,6.884547,,-9.743101,0.14999999,-3.3746362,33.976494,-1.943346,6739.9717,4.0806564e+25,inf,-31.768858,999,1.5,,,904.6972796916962,0.00023654617,100,3.3746362,979,-1.8845471,978021,3.439213e+26,1.2560146e-09,-1.0,-29.298332
-30.54516,-10.0,980,8945128000000.0,999.0,6.884428,,-10.053687,0.14999999,-3.3746362,33.976494,-1.767526,6746.7393,4.0805305e+25,inf,-31.769878,999,1.5,,,906.0012514591217,0.00023678767,100,3.3746362,980,-1.8844278,979020,3.4427048e+26,1.2534527e-09,-1.0,-29.29989
-20.448402,-10.0,981,400683900.0,999.0,6.8845954,,-11.701175,0.14999999,-3.3746362,33.976494,-2.0489821,6753.788,4.080419e+25,inf,-31.770899,999,1.5,,,907.3098618984222,0.00023702942,100,3.3746362,981,-1.8845954,980019,3.4461997e+26,1.2508985e-09,-1.0,-29.29116
-7.3978224,-10.0,982,984.5477,999.0,6.884797,,-12.253613,0.14999999,-3.3746362,33.976494,-2.082839,6760.871,4.0802985e+25,inf,-31.771917,999,1.5,,,908.6466615200043,0.00023727097,100,3.3746362,982,-1.8847973,981018,3.4496854e+26,1.2483521e-09,-1.0,-29.26915
-36.8436,-10.0,983,4369078600000000.0,999.0,6.8845596,,-11.871942,0.14999999,-3.3746362,33.976494,-1.6512678,6767.5225,4.080182e+25,inf,-31.772936,999,1.5,,,910.0415930747986,0.00023751275,100,3.3746362,983,-1.8845598,982017,3.4531744e+26,1.2458137e-09,-1.0,-29.27715
-8.905207,-10.0,984,1889.5466,999.0,6.885211,,-12.577347,0.14999999,-3.3746362,33.976494,-2.5252755,6775.0474,4.0800573e+25,inf,-31.773952,999,1.5,,,911.5648245811462,0.00023775434,100,3.3746362,984,-1.8852109,983016,3.456667e+26,1.2432828e-09,-1.0,-29.25673
-49.468662,-10.0,985,1.1994934e+21,999.0,6.8853655,,-13.754209,0.14999999,-3.3746362,33.976494,-2.0372124,6782.085,4.079936e+25,inf,-31.774967,999,1.5,,,913.0745537281036,0.00023799571,100,3.3746362,985,-1.8853652,984015,3.460163e+26,1.2407597e-09,-1.0,-29.277554
-62.155697,-10.0,986,9.271961e+25,999.0,6.885021,,-13.094862,0.14999999,-3.3746362,33.976494,-1.5463303,6788.631,4.089222e+25,inf,-31.775982,999,1.5,,,914.4532508850098,0.00023823733,100,3.3746362,986,-1.8850214,985014,3.4636496e+26,1.2382443e-09,-1.0,-29.311184
-62.156708,-10.0,987,7.769683e+25,999.0,6.885839,,-11.322622,0.14999999,-3.3746362,33.976494,-2.6921945,6796.323,4.0969794e+25,inf,-31.776997,999,1.5,,,915.7961387634277,0.0002384792,100,3.3746362,987,-1.8858391,986013,3.4671393e+26,1.2357364e-09,-1.0,-29.344753
0.46590713,-10.0,988,0.38674843,999.0,6.886068,,-9.885529,0.14999999,-3.3746362,33.976494,-2.1117792,6803.435,4.0968674e+25,inf,-31.77801,999,1.5,,,917.2634263038635,0.00023872085,100,3.3746362,988,-1.8860679,987012,3.4706328e+26,1.2332362e-09,-1.0,-29.314865
-14.58842,-10.0,989,159369.55,999.0,6.885208,,-11.649205,0.14999999,-3.3746362,33.976494,-1.0355052,6809.4707,4.096748e+25,inf,-31.77902,999,1.5,,,918.6471605300903,0.0002389623,100,3.3746362,989,-1.8852079,988011,3.47413e+26,1.2307436e-09,-1.0,-29.30026
-7.420666,-10.0,990,1075.6511,999.0,6.885179,,-11.255133,0.14999999,-3.3746362,33.976494,-1.856627,6816.327,4.096631e+25,inf,-31.780031,999,1.5,,,919.9094841480255,0.00023920398,100,3.3746362,990,-1.8851789,989010,3.477617e+26,1.2282585e-09,-1.0,-29.278448
0.26952744,-10.0,991,0.5267342,999.0,6.885092,,-14.005341,0.14999999,-3.3746362,33.976494,-1.7990645,6823.126,4.096506e+25,inf,-31.78104,999,1.5,,,921.3418581485748,0.00023944545,100,3.3746362,991,-1.885092,990009,3.481108e+26,1.2257808e-09,-1.0,-29.248917
-62.161766,-10.0,992,9.5858275e+25,999.0,6.885188,,-11.095062,0.14999999,-3.3746362,33.976494,-1.9804589,6830.1064,4.1060585e+25,inf,-31.78205,999,1.5,,,922.6798422336578,0.00023968717,100,3.3746362,992,-1.8851882,991008,3.484602e+26,1.2233107e-09,-1.0,-29.2824
1.6608417,-10.0,993,0.100861855,999.0,6.8855343,,-11.0609665,0.14999999,-3.3746362,33.976494,-2.2286067,6837.3354,4.1059395e+25,inf,-31.783056,999,1.5,,,924.0183870792389,0.00023992868,100,3.3746362,993,-1.885534,992007,3.4880864e+26,1.2208481e-09,-1.0,-29.251522
1.9102138,-10.0,994,0.10109379,999.0,6.8856864,,-10.301262,0.14999999,-3.3746362,33.976494,-2.036839,6844.372,4.105824e+25,inf,-31.784063,999,1.5,,,925.5128843784332,0.00024017043,100,3.3746362,994,-1.8856863,993006,3.4915875e+26,1.2183929e-09,-1.0,-29.22046
