IWMean,MinEpLen,IWFirstEpisode,NumTrainableParams,GridSize,IWLastEpisode,TimeElapsed,ReturnAbsMax,DenMISELogLast,ReturnMin,MountainCar_mu1_higher,DenMISELogFirst,IWMin,MountainCar_std0_higher,ReturnMax,Iteration,ActionIn1,AvgEpLen,ReturnMean,Delta,IWMax,TimestepsSoFar,MountainCar_mu0_higher,Regret,ReturnStepMax,ReturnLastEpisode,MountainCar_std1_higher,Bound,DenMISEMeanLog,Regret/t,NumTrajectories
1.1134098e-12,999,1.1134098e-12,2,1,1.1134098e-12,0.39406847953796387,0.14093085,-5.1927404,-0.14093085,-10.0,-5.1927404,,0.14999999,,1,-11.232451,999.0,-0.14093085,0.060792707,1.1134098e-12,999,-1.0,5.1409307,1.402732,-0.14093085,1.5,inf,-5.1927404,5.1409307,1
2.7340343,999,2.2268164e-12,,4,5.4680686,0.8624005317687988,1.3934602,-2.6147816,-1.3934602,-10.0,-5.8858876,,0.14999999,,2,-9.83816,999.0,-0.7671955,0.0060792705,5.4680686,1998,-1.0,11.534391,14.239214,-1.3934602,1.5,inf,-4.2503347,5.7671957,2
484698620000.0,999,3.3402278e-12,,4,1454095900000.0,1.2899765968322754,1.9000374,-28.65403,-1.9000374,-10.0,-6.2913527,,0.14999999,,3,-11.780437,999.0,-1.1448094,0.0027018983,1454095900000.0,2997,-1.0,18.43443,19.060976,-1.9000374,1.5,inf,-12.42416,6.1448092,3
323131930000.0,999,4.453635e-12,,4,7662.07,1.7211112976074219,2.1178796,-9.524798,-2.1178796,-10.0,-6.579035,,0.14999999,,4,-10.88453,999.0,-1.388077,0.0015198176,1292527700000.0,3996,-1.0,25.552307,21.309307,-2.1178796,1.5,inf,-11.712349,6.388077,4
242349330000.0,999,5.5670386e-12,,4,0.43765083,2.156965970993042,2.2709496,0.13020648,-2.2709496,-10.0,-6.8021784,,0.14999999,,5,-11.395708,999.0,-1.5646515,0.0009726833,1211746600000.0,4995,-1.0,32.823257,22.893787,-2.2709496,1.5,inf,-9.349744,6.5646515,5
193879260000.0,999,6.680459e-12,,4,1.2815881,2.5732502937316895,2.2709496,-0.7198061,-2.2709496,-10.0,-6.9845,,0.14999999,,6,-10.508775,999.0,-1.6502422,0.0006754746,1163275500000.0,5994,-1.0,39.90145,22.893787,-2.0781963,1.5,inf,-7.9145927,6.6502423,6
161565930000.0,999,7.793864e-12,,4,379.40958,2.9566519260406494,2.2709496,-6.6607714,-2.2709496,-10.0,-7.1386504,,0.14999999,,7,-13.236959,999.0,-1.7344091,0.00049626693,1130961600000.0,6993,-1.0,47.14086,22.893787,-2.2394094,1.5,inf,-7.737375,6.7344093,7
1.3342889e+23,999,8.907274e-12,,4,1.06743115e+24,3.43887996673584,2.2709496,-57.341484,-2.2709496,-10.0,-7.272182,,0.14999999,,8,-12.043905,999.0,-1.696985,0.0003799544,1.06743115e+24,7992,-1.0,53.575882,22.893787,-1.4350164,1.5,inf,-13.939116,6.6969852,8
1.3342884e+23,999,1.0020679e-11,,9,483278.97,3.93107533454895,2.5696642,-14.575371,-2.5696642,-10.0,-7.389965,,0.14999999,,9,-12.712056,999.0,-1.7939491,0.00015010545,1.20085955e+24,8991,-1.0,61.145542,25.834408,-2.5696642,1.5,inf,-14.025486,6.793949,9
4.1616453e+23,999,1.1134083e-11,,9,2.8273552e+24,4.4747233390808105,2.5696642,-57.333282,-2.5696642,-10.0,-7.4953256,,0.14999999,,10,-13.028551,999.0,-1.8186508,0.00012158541,2.8273552e+24,9990,-1.0,68.18651,25.834408,-2.0409644,1.5,inf,-18.36864,6.8186507,10
5.4365787e+23,999,1.2247491e-11,,9,1.4721996e+24,4.916851758956909,2.5696642,-57.65994,-2.5696642,-10.0,-7.590636,,0.14999999,,11,-10.655633,999.0,-1.885661,0.00010048381,3.040318e+24,10989,-1.0,75.74227,25.834408,-2.5557637,1.5,inf,-21.958113,6.885661,11
5.3759332e+23,999,1.3360899e-11,,9,30.644558,5.386041164398193,2.5696642,-4.407876,-2.5696642,-10.0,-7.677647,,0.14999999,,12,-8.148852,999.0,-1.9291614,8.443432e-05,3.2439415e+24,11988,-1.0,83.14993,25.834408,-2.407665,1.5,inf,-20.517908,6.9291615,12
6.0003295e+23,999,1.4474323e-11,,9,8.871657e+23,5.889885425567627,2.5696642,-57.826992,-2.5696642,-10.0,-7.75769,,0.14999999,,13,-10.240778,999.0,-1.9594363,7.1944036e-05,3.438816e+24,12987,-1.0,90.47267,25.834408,-2.3227334,1.5,inf,-23.406507,6.9594364,13
5.9447277e+23,999,1.5587734e-11,,9,218316.5,6.321280479431152,2.5696642,-12.8496065,-2.5696642,-10.0,-7.8317976,,0.14999999,,14,-13.132195,999.0,-1.9650642,6.203337e-05,3.6254969e+24,13986,-1.0,97.510895,25.834408,-2.038228,1.5,inf,-22.674002,6.965064,14
8.4866905e+23,999,1.670114e-11,,9,3.8929153e+24,6.803316831588745,2.5696642,-57.970093,-2.5696642,-10.0,-7.9007907,,0.14999999,,15,-14.341848,999.0,-1.9667424,5.403797e-05,3.8929153e+24,14985,-1.0,104.50114,25.834408,-1.9902382,1.5,inf,-25.045618,6.9667425,15
8.9988175e+23,999,1.7814522e-11,,9,9.012671e+23,7.2894861698150635,2.5696642,-58.03463,-2.5696642,-10.0,-7.965329,,0.14999999,,16,-10.211511,999.0,-1.9780693,4.74943e-05,4.152437e+24,15984,-1.0,111.64911,25.834408,-2.1479714,1.5,inf,-27.127851,6.9780693,16
8.949693e+23,999,1.8927976e-11,,9,317.063,7.758608818054199,2.5696642,-6.9502077,-2.5696642,-10.0,-8.025954,,0.14999999,,17,-12.380652,999.0,-1.9421811,4.2071075e-05,4.4119746e+24,16983,-1.0,118.017075,25.834408,-1.3679693,1.5,inf,-25.96265,6.942181,17
8.902442e+23,999,2.004133e-11,,9,2.8639268e+17,8.258650541305542,2.5696642,-40.97259,-2.5696642,-10.0,-8.083112,,0.14999999,,18,-11.049159,999.0,-1.9358453,3.7526363e-05,4.6714895e+24,17982,-1.0,124.845215,25.834408,-1.8281385,1.5,inf,-26.815748,6.9358454,18
8.857027e+23,999,2.1154786e-11,,9,0.15800709,8.6907639503479,2.5696642,1.3294928,-2.5696642,-10.0,-8.137179,,0.14999999,,19,-11.443892,999.0,-1.9189686,3.368017e-05,4.931028e+24,18981,-1.0,131.4604,25.834408,-1.6151892,1.5,inf,-25.351538,6.9189687,19
8.8132815e+23,999,2.2268177e-11,,9,0.77202094,9.13491415977478,2.5696642,-0.5616586,-2.5696642,-10.0,-8.188473,,0.14999999,,20,-10.675747,999.0,-1.939904,3.0396353e-05,5.190551e+24,19980,-1.0,138.79808,25.834408,-2.3376737,1.5,inf,-24.127392,6.939904,20
8.771142e+23,999,2.3381581e-11,,9,0.10883781,9.593214750289917,2.5696642,-1.0835418,-2.5696642,-10.0,-8.237263,,0.14999999,,21,-9.926014,999.0,-1.8876412,2.7570388e-05,5.450078e+24,20979,-1.0,144.64047,25.834408,-0.84238446,1.5,inf,-23.0439,6.887641,21
8.730522e+23,999,2.4494995e-11,,9,107452050000.0,10.048154592514038,2.5696642,-26.075445,-2.5696642,-10.0,-8.283783,,0.14999999,,22,-9.367619,999.0,-1.8939719,2.5120953e-05,5.709606e+24,21978,-1.0,151.66739,25.834408,-2.026917,1.5,inf,-23.194227,6.893972,22
8.691347e+23,999,2.5608427e-11,,9,1.3934265e+18,10.495169162750244,2.5696642,-43.62138,-2.5696642,-10.0,-8.328235,,0.14999999,,23,-10.299695,999.0,-1.8650552,2.2984013e-05,5.969139e+24,22977,-1.0,157.89627,25.834408,-1.2288883,1.5,inf,-24.093771,6.865055,23
8.653527e+23,999,2.672181e-11,,9,110097.68,10.944734811782837,2.5696642,-12.290469,-2.5696642,-10.0,-8.370794,,0.14999999,,24,-9.077817,999.0,-1.8779712,2.110858e-05,6.2286734e+24,23976,-1.0,165.0713,25.834408,-2.1750388,1.5,inf,-23.612387,6.877971,24
1.1318528e+24,999,2.7835248e-11,,9,6.75384e+24,11.425713300704956,2.5696642,-58.48092,-2.5696642,-10.0,-8.411616,,0.14999999,,25,-10.110823,999.0,-1.8858658,1.9453666e-05,6.75384e+24,24975,-1.0,172.14664,25.834408,-2.075338,1.5,inf,-25.016687,6.8858657,25
1.1283206e+24,999,2.8948604e-11,,9,698523.56,11.927315950393677,2.5696642,-14.004498,-2.5696642,-10.0,-8.450837,,0.14999999,,26,-12.964651,999.0,-1.8800449,1.7986009e-05,7.0239806e+24,25974,-1.0,178.88116,25.834408,-1.7345244,1.5,inf,-24.603512,6.880045,26
1.3701119e+24,999,3.0062022e-11,,9,6.620481e+24,12.385467529296875,2.5696642,-58.55788,-2.5696642,-10.0,-8.488577,,0.14999999,,27,-11.130139,999.0,-1.8930007,1.6678383e-05,7.2941504e+24,26973,-1.0,186.11102,25.834408,-2.2298503,1.5,inf,-25.870659,6.8930006,27
1.366806e+24,999,3.1175423e-11,,16,0.53675437,12.858170986175537,2.5696642,-0.19645643,-2.5696642,-10.0,-8.524945,,0.14999999,,28,-8.398048,999.0,-1.8770313,9.122555e-06,7.564288e+24,27972,-1.0,192.55688,25.834408,-1.4458579,1.5,inf,-24.963945,6.8770313,28
1.5228908e+24,999,3.2288835e-11,,16,4.6191789e+24,13.692265748977661,2.5696642,-58.629337,-2.5696642,-10.0,-8.560037,,0.14999999,,29,-9.926611,999.0,-1.8737465,8.504261e-06,7.8344423e+24,28971,-1.0,199.33865,25.834408,-1.7817719,1.5,inf,-26.13432,6.8737464,29
1.5197934e+24,999,3.3402232e-11,,16,9415238000.0,14.229122161865234,2.5696642,-23.566837,-2.5696642,-10.0,-8.593938,,0.14999999,,30,-10.806455,999.0,-1.8735133,7.94676e-06,8.1045926e+24,29970,-1.0,206.2054,25.834408,-1.8667463,1.5,inf,-26.058756,6.873513,30
1.5167946e+24,999,3.4515685e-11,,16,0.3318175,14.71560001373291,2.5696642,0.7151784,-2.5696642,-10.0,-8.626728,,0.14999999,,31,-10.953077,999.0,-1.8769509,7.4423347e-06,8.3747567e+24,30969,-1.0,213.18549,25.834408,-1.9800817,1.5,inf,-25.204441,6.8769507,31
1.5138862e+24,999,3.5629062e-11,,16,0.17229539,15.18914008140564,2.5696642,0.5225192,-2.5696642,-10.0,-8.658476,,0.14999999,,32,-10.15752,999.0,-1.8579673,6.984457e-06,8.644919e+24,31968,-1.0,219.45496,25.834408,-1.269474,1.5,inf,-24.40923,6.8579674,32
1.5110611e+24,999,3.6742456e-11,,16,53218.133,15.686007261276245,2.5696642,-11.467767,-2.5696642,-10.0,-8.689248,,0.14999999,,33,-12.66958,999.0,-1.8518206,6.5675695e-06,8.915052e+24,32967,-1.0,226.11008,25.834408,-1.6551287,1.5,inf,-24.025278,6.8518205,33
1.6116175e+24,999,3.78559e-11,,16,3.5119822e+24,16.182822942733765,2.5696642,-58.788403,-2.5696642,-10.0,-8.719101,,0.14999999,,34,-9.761481,999.0,-1.8336585,6.186923e-06,9.185213e+24,33966,-1.0,232.34439,25.834408,-1.2343081,1.5,inf,-25.055445,6.833658,34
1.6089593e+24,999,3.896932e-11,,16,9635385000000.0,16.68768858909607,2.5696642,-30.586678,-2.5696642,-10.0,-8.748089,,0.14999999,,35,-10.90095,999.0,-1.8321651,5.8384353e-06,9.45537e+24,34965,-1.0,239.12578,25.834408,-1.781392,1.5,inf,-25.2216,6.8321652,35
1.6063782e+24,999,4.0082757e-11,,16,0.1908919,17.1706702709198,2.5696642,1.1989917,-2.5696642,-10.0,-8.776259,,0.14999999,,36,-11.537681,999.0,-1.8391126,5.5185833e-06,9.725529e+24,35964,-1.0,246.20805,25.834408,-2.0822773,1.5,inf,-24.495358,6.8391128,36
1.6038663e+24,999,4.1196088e-11,,16,1.9399695,17.63864254951477,2.5696642,-1.6979092,-2.5696642,-10.0,-8.8036585,,0.14999999,,37,-13.25039,999.0,-1.8550328,5.224312e-06,9.995665e+24,36963,-1.0,253.63622,25.834408,-2.428155,1.5,inf,-23.886448,6.855033,37
1.7576483e+24,999,4.230951e-11,,16,5.936372e+24,18.094666481018066,2.5696642,-58.899628,-2.5696642,-10.0,-8.830327,,0.14999999,,38,-12.040315,999.0,-1.8683712,4.9529667e-06,1.0265821e+25,37962,-1.0,260.9981,25.834408,-2.3618922,1.5,inf,-24.814695,6.868371,38
1.7552789e+24,999,4.342295e-11,,16,4311088.5,18.54791235923767,2.5696642,-16.280916,-2.5696642,-10.0,-8.856302,,0.14999999,,39,-11.004662,999.0,-1.8803071,4.7022245e-06,1.0536002e+25,38961,-1.0,268.33197,25.834408,-2.3338733,1.5,inf,-24.603056,6.880307,39
1.7529679e+24,999,4.4536288e-11,,16,0.16561377,19.078468322753906,2.5696642,0.9319661,-2.5696642,-10.0,-8.881619,,0.14999999,,40,-10.394383,999.0,-1.8922716,4.4700523e-06,1.0806118e+25,39960,-1.0,275.69086,25.834408,-2.3588862,1.5,inf,-23.97149,6.8922715,40
1.7507223e+24,999,4.564978e-11,,16,164.42862,19.592872142791748,2.5696642,-5.5387564,-2.5696642,-10.0,-8.906313,,0.14999999,,41,-10.326665,999.0,-1.8897076,4.2546603e-06,1.107627e+25,40959,-1.0,282.47803,25.834408,-1.7871512,1.5,inf,-23.528383,6.8897076,41
1.748536e+24,999,4.6763184e-11,,16,6.778059,20.045644760131836,2.5696642,-3.548467,-2.5696642,-10.0,-8.93041,,0.14999999,,42,-9.223459,999.0,-1.8726876,4.0544687e-06,1.1346422e+25,41958,-1.0,288.6529,25.834408,-1.1748614,1.5,inf,-23.058826,6.8726873,42
2.0964141e+24,999,4.7876612e-11,,16,1.5050157e+25,20.52753233909607,2.5696642,-59.021587,-2.5696642,-10.0,-8.95394,,0.14999999,,43,-9.822995,999.0,-1.8702174,3.868082e-06,1.5050157e+25,42957,-1.0,295.41934,25.834408,-1.7664733,1.5,inf,-23.901037,6.8702173,43
2.0943233e+24,999,4.898992e-11,,16,311575250000.0,20.999348878860474,2.5696642,-27.127094,-2.5696642,-10.0,-8.97693,,0.14999999,,44,-11.1308365,999.0,-1.867838,3.6942577e-06,1.539954e+25,43956,-1.0,302.18488,25.834408,-1.7655303,1.5,inf,-23.980482,6.867838,44
2.0922918e+24,999,5.0103397e-11,,16,0.13247676,21.541808366775513,2.5696642,1.6613779,-2.5696642,-10.0,-8.999403,,0.14999999,,45,-12.472736,999.0,-1.8692787,3.5318933e-06,1.5748922e+25,44955,-1.0,309.11755,25.834408,-1.9326544,1.5,inf,-23.416515,6.869279,45
2.0903052e+24,999,5.121678e-11,,16,263504980000000.0,22.07164740562439,2.5696642,-34.82283,-2.5696642,-10.0,-9.021381,,0.14999999,,46,-10.594964,999.0,-1.8833869,3.3800018e-06,1.6098244e+25,45954,-1.0,316.6358,25.834408,-2.5182586,1.5,inf,-23.67007,6.8833866,46
2.088371e+24,999,5.2330244e-11,,16,0.36058527,22.588817834854126,2.5696642,0.051521745,-2.5696642,-10.0,-9.042888,,0.14999999,,47,-11.330621,999.0,-1.8726635,3.2377015e-06,1.6447533e+25,46953,-1.0,323.0152,25.834408,-1.379389,1.5,inf,-23.170706,6.8726635,47
