InvPendulum_std1_higher,InvPendulum_mu1_higher,InvPendulum_std2_higher,InvPendulum_std3_higher,TimestepsSoFar,Iteration,MinEpLen,AvgRet,NatGradInftyNorm,InvPendulum_mu3_higher,ActionIn1,BatchSize,InvPendulum_std0_higher,NumTrajectories,ReturnMean,InvPendulum_mu2_higher,J,AvgEpLen,InvPendulum_mu0_higher,VarJ,NatGrad2Norm,StepSize,ReturnMax
0.14999999,-2.3856363,0.14999999,0.14999999,34335,11,10,-108.2111588763296,2.1641576,4.3889637,-45.75903,100,0.14999999,1100,-120.15507015388911,-54.194794,-108.2111588763296,31.213636363636365,6.441293,0.08619433910989233,2.4732802,2.0,-101.9649561866502
0.14999999,-2.2165663,0.14999999,0.14999999,35975,12,10,-107.87217673129474,0.77158815,0.06064844,-52.640415,100,0.14999999,1200,-119.13149570200626,-54.87324,-107.87217673129474,29.979166666666668,4.151037,0.07730700514099657,1.1060747,2.0,-101.9649561866502
0.14999999,-2.7667773,0.14999999,0.14999999,37633,13,10,-108.50918352949002,1.6585691,-1.4825279,-56.733807,100,0.14999999,1300,-118.31439476565886,-56.325584,-108.50918352949002,28.948461538461537,3.8345222,0.09654451365604143,2.5089617,2.0,-101.9649561866502
0.14999999,0.5503609,0.14999999,0.14999999,39266,14,10,-108.47806860090239,2.9351265,-3.0761676,-56.622215,100,0.14999999,1400,-117.61180003960484,-54.726116,-108.47806860090239,28.047142857142855,0.8215239,0.10815004398586449,4.460985,2.0,-101.9649561866502
0.14999999,-2.471085,0.14999999,0.14999999,40857,15,10,-108.0906690368379,0.95576847,-8.946421,-73.5545,100,0.14999999,1500,-116.9770579727537,-59.465828,-108.0906690368379,27.238,-2.8591938,0.09214018191053608,1.4152001,2.0,-101.9649561866502
0.14999999,-0.71661496,0.14999999,0.14999999,42449,16,10,-108.16500648119802,1.7644775,-9.840963,-71.9222,100,0.14999999,1600,-116.42630475453147,-57.55429,-108.16500648119802,26.530625,-3.5511622,0.09900710602319956,3.079185,2.0,-101.9649561866502
0.14999999,2.81234,0.14999999,0.14999999,44081,17,10,-107.95045434039697,2.6544023,-12.538791,-76.263626,100,0.14999999,1700,-115.9277253184059,-60.334892,-107.95045434039697,25.93,-6.785662,0.09090942559839346,3.515672,2.0,-101.9649561866502
0.14999999,7.061492,0.14999999,0.14999999,45732,18,10,-108.16453692257326,3.0226066,-13.567342,-69.30917,100,0.14999999,1800,-115.496437074193,-61.798855,-108.16453692257326,25.406666666666666,-1.4768577,0.0909572093418713,3.0937066,2.0,-101.9649561866502
0.14999999,6.2434464,0.14999999,0.14999999,47357,19,10,-108.14232160639405,2.662284,-12.535299,-63.179058,100,0.14999999,1900,-115.10937836536145,-55.753643,-108.14232160639405,24.924736842105265,-1.4049631,0.07709676045285259,3.0216947,2.0,-101.9649561866502
0.14999999,7.335001,0.14999999,0.14999999,48921,20,10,-107.48995762887105,2.0053093,-13.9761095,-66.86339,100,0.14999999,2000,-114.72840732853693,-53.53912,-107.48995762887105,24.4605,-6.729531,0.06925460276570926,2.6747718,2.0,-101.9649561866502
0.14999999,4.195779,0.14999999,0.14999999,50537,21,10,-107.82466877363295,1.0904974,-14.993631,-73.33748,100,0.14999999,2100,-114.39965787354151,-57.54974,-107.82466877363295,24.065238095238094,-5.4479337,0.08925432116129145,1.7134261,2.0,-101.9649561866502
0.14999999,6.376774,0.14999999,0.14999999,52190,22,10,-107.98019439988398,2.4112337,-15.055844,-70.92944,100,0.14999999,2200,-114.10786407928435,-55.509666,-107.98019439988398,23.722727272727273,-7.1274595,0.0775356539299847,3.3221447,2.0,-101.9649561866502
0.14999999,9.85808,0.14999999,0.14999999,53839,23,10,-107.83492349916246,2.026396,-10.233377,-63.989357,100,0.14999999,2300,-113.83512753232253,-54.109737,-107.83492349916246,23.40826086956522,-9.737267,0.08615286411802557,2.9194472,2.0,-101.9649561866502
0.14999999,13.9108715,0.14999999,0.14999999,55451,24,10,-107.65362551175929,1.5416641,-6.181151,-55.367527,100,0.14999999,2400,-113.57756494813239,-54.629246,-107.65362551175929,23.104583333333334,-8.748767,0.07919571833042388,1.9503429,2.0,-101.9649561866502
0.14999999,10.827543,0.14999999,0.14999999,57084,25,10,-107.87081740569269,4.6037407,-6.7630634,-62.19108,100,0.14999999,2500,-113.3492950464348,-54.97423,-107.87081740569269,22.8336,-11.040229,0.09241055044952137,5.2133975,2.0,-101.9649561866502
0.14999999,10.394558,0.14999999,0.14999999,58741,26,10,-108.20006997163073,0.9705326,-9.012521,-51.16568,100,0.14999999,2600,-113.15124792817313,-45.76675,-108.20006997163073,22.592692307692307,-6.7167106,0.08711523999611297,1.2503033,2.0,-101.9649561866502
0.14999999,11.640917,0.14999999,0.14999999,60366,27,10,-107.88089492572162,3.1797278,-8.05444,-46.677475,100,0.14999999,2700,-112.95604966882306,-45.64856,-107.88089492572162,22.357777777777777,-4.7756453,0.07331647099122365,3.690917,2.0,-101.9649561866502
0.14999999,9.86001,0.14999999,0.14999999,62010,28,10,-108.22934334294992,1.2287664,-1.694984,-46.564533,100,0.14999999,2800,-112.7872387286133,-46.335873,-108.22934334294992,22.146428571428572,-8.001287,0.08954805961723913,1.7986689,2.0,-101.9649561866502
0.14999999,10.998185,0.14999999,0.14999999,63650,29,10,-107.59001853479573,2.8952198,-4.0456805,-45.150814,100,0.14999999,2900,-112.6080242391713,-46.618984,-107.59001853479573,21.948275862068964,-5.5437546,0.07617595686393491,3.972114,2.0,-101.9649561866502
0.14999999,9.62462,0.14999999,0.14999999,65297,30,10,-107.7500244163208,2.79393,-9.836121,-47.178074,100,0.14999999,3000,-112.44609091174296,-41.375423,-107.7500244163208,21.765666666666668,-5.990906,0.07481621633690057,4.1695423,2.0,-101.9649561866502
0.14999999,6.948826,0.14999999,0.14999999,66949,31,10,-108.32648286278902,1.376329,-15.423981,-51.115093,100,0.14999999,3100,-112.31320032951865,-35.83202,-108.32648286278902,21.596451612903227,-6.6443224,0.09000988231208394,2.0639024,2.0,-101.9649561866502
0.14999999,8.215246,0.14999999,0.14999999,68604,32,10,-108.30914399109608,4.154797,-18.17664,-56.428463,100,0.14999999,3200,-112.18807356894293,-37.143917,-108.30914399109608,21.43875,-9.121569,0.08411854691409941,5.210755,2.0,-101.9649561866502
0.14999999,14.424993,0.14999999,0.14999999,70228,33,10,-107.93617039504905,1.8945067,-9.867045,-42.96593,100,0.14999999,3300,-112.05922801821887,-38.126415,-107.93617039504905,21.28121212121212,-8.942005,0.07607254893041086,2.2653155,2.0,-101.9649561866502
0.14999999,13.891044,0.14999999,0.14999999,71881,34,10,-107.95736796877138,2.3092382,-10.899248,-45.705936,100,0.14999999,3400,-111.93858507558807,-35.93109,-107.95736796877138,21.141470588235293,-12.731018,0.09239273644134448,3.4814534,2.0,-101.9649561866502
0.14999999,10.569221,0.14999999,0.14999999,73511,35,10,-108.03506715062016,2.859286,-6.2807717,-39.14121,100,0.14999999,3500,-111.82705599201755,-32.61973,-108.03506715062016,21.00314285714286,-10.4611845,0.08479273624151273,3.101937,2.0,-101.9649561866502
0.14999999,16.287792,0.14999999,0.14999999,75147,36,10,-108.25082725216095,3.4486394,-5.438457,-34.900078,100,0.14999999,3600,-111.72771630479932,-32.873505,-108.25082725216095,20.874166666666667,-12.699954,0.08147613957942884,4.3100214,2.0,-101.9649561866502
0.14999999,16.21795,0.14999999,0.14999999,76827,37,10,-108.75817494841641,2.5129747,1.4588218,-33.093998,100,0.14999999,3700,-111.64745843030248,-38.042984,-108.75817494841641,20.764054054054053,-12.76527,0.08519235067990671,3.5089595,2.0,-101.9649561866502
0.14999999,17.056822,0.14999999,0.14999999,78496,38,10,-107.78758090177644,4.107962,6.4847713,-32.648388,100,0.14999999,3800,-111.54588270586758,-39.450672,-107.78758090177644,20.65684210526316,-17.381083,0.06838167926869718,4.6846952,2.0,-101.9649561866502
0.14999999,8.840898,0.14999999,0.14999999,80101,39,10,-107.67976322572764,2.0576563,7.7150083,-38.16926,100,0.14999999,3900,-111.44675143714605,-35.481857,-107.67976322572764,20.53871794871795,-19.118635,0.06465039091763808,2.6029742,2.0,-101.9649561866502
0.14999999,4.725585,0.14999999,0.14999999,81712,40,10,-107.76666627236378,0.7300525,6.300515,-47.40228,100,0.14999999,4000,-111.35474930802648,-38.00695,-107.76666627236378,20.428,-20.45625,0.09476651818017012,0.9577775,2.0,-101.9649561866502
0.14999999,3.26548,0.14999999,0.14999999,83295,41,10,-107.99839699584035,2.451356,5.80408,-50.39199,100,0.14999999,4100,-111.27288705650976,-38.353508,-107.99839699584035,20.315853658536586,-21.538328,0.07221707946387071,3.0958438,2.0,-101.9649561866502
0.14999999,4.8133135,0.14999999,0.14999999,84906,42,10,-108.13759431705188,3.1294022,6.004244,-47.323032,100,0.14999999,4200,-111.19823722937981,-33.450798,-108.13759431705188,20.215714285714284,-24.982824,0.06596445556125456,3.6241283,2.0,-101.9649561866502
0.14999999,5.824331,0.14999999,0.14999999,86568,43,10,-108.2990609413807,1.6297799,4.332391,-57.03541,100,0.14999999,4300,-111.13081452500774,-39.709602,-108.2990609413807,20.132093023255813,-28.072702,0.08446453605547083,2.3777542,2.0,-101.9649561866502
0.14999999,8.885191,0.14999999,0.14999999,88214,44,10,-108.53701046011294,2.165861,5.8238754,-49.061897,100,0.14999999,4400,-111.07186443262377,-36.450043,-108.53701046011294,20.048636363636362,-27.442833,0.08521147037554766,2.4051633,2.0,-101.9649561866502
0.14999999,13.216913,0.14999999,0.14999999,89886,45,10,-107.72731518413673,2.2363203,4.669795,-45.54658,100,0.14999999,4500,-110.99754111599073,-34.788155,-107.72731518413673,19.974666666666668,-27.973545,0.07016074123101369,2.5689213,2.0,-101.9649561866502
0.14999999,11.865916,0.14999999,0.14999999,91516,46,10,-108.2879431273125,2.1907578,6.021552,-47.672653,100,0.14999999,4600,-110.93863681188901,-39.260796,-108.2879431273125,19.894782608695653,-26.318108,0.09291919876424708,2.6410096,2.0,-101.9649561866502
0.14999999,9.931291,0.14999999,0.14999999,93143,47,10,-107.69304002913482,2.4383636,8.160659,-44.242603,100,0.14999999,4700,-110.86958156119212,-34.87928,-107.69304002913482,19.817659574468085,-26.937378,0.06818859677965307,3.0171392,2.0,-101.9649561866502
0.14999999,14.808018,0.14999999,0.14999999,94741,48,10,-108.28070783615536,1.8379278,7.56282,-38.500423,100,0.14999999,4800,-110.81564669192053,-37.161816,-108.28070783615536,19.737708333333334,-24.279808,0.07059244146102801,2.0489442,2.0,-101.9649561866502
0.14999999,18.483873,0.14999999,0.14999999,96314,49,10,-108.0360787914193,1.7028016,6.976233,-38.255127,100,0.14999999,4900,-110.75892081640009,-38.30001,-108.0360787914193,19.65591836734694,-25.560905,0.08806255936858885,2.4897113,2.0,-101.9649561866502
0.14999999,21.889477,0.14999999,0.14999999,97961,50,10,-108.15589114818509,2.2333138,8.418392,-38.35159,100,0.14999999,5000,-110.70686022303578,-40.15589,-108.15589114818509,19.5922,-28.330814,0.08234602428584469,3.620013,2.0,-101.9649561866502
