ReturnMax,BatchSize,InvPendulum_std0_higher,InvPendulum_std3_higher,ActionIn1,Iteration,AvgRet,J,InvPendulum_std1_higher,MinEpLen,InvPendulum_mu0_higher,ReturnMean,InvPendulum_std2_higher,InvPendulum_mu3_higher,AvgEpLen,NatGrad2Norm,InvPendulum_mu1_higher,StepSize,TimestepsSoFar,InvPendulum_mu2_higher,VarJ,NumTrajectories,NatGradInftyNorm
-43.64646492871437,100,0.14999999,0.14999999,-1.6026189,1,-108.89924047406988,-108.89924047406988,0.14999999,15,-0.74931115,-108.89924047406988,0.14999999,-0.5202909,78.67,3.6689935,-0.3516885,0.1,7867,0.21010771,5.240870760127406,100,2.3024366
9.595381560023315,100,0.14999999,0.14999999,-1.2471206,2,-102.70216379769207,-102.70216379769207,0.14999999,15,-0.5292603,-105.80070213588098,0.14999999,-0.67666465,76.085,2.5735424,-0.5819322,0.1,15217,0.11668468,10.317286255192814,200,1.6562722
13.860730133185598,100,0.14999999,0.14999999,-1.8067122,3,-123.4154970210773,-123.4154970210773,0.14999999,15,-0.3870312,-111.67230043094642,0.14999999,-0.5595938,117.11333333333333,7.0438666,-0.7475594,0.1,35134,0.046941362,46.92556401116342,300,6.8609834
13.860730133185598,100,0.14999999,0.14999999,-2.570435,4,-101.71826043472647,-101.71826043472647,0.14999999,13,-0.45033967,-109.18379043189142,0.14999999,-1.2456921,97.6225,2.0614557,-0.6015838,0.1,39049,0.057560228,0.8726238442955544,400,1.445558
13.860730133185598,100,0.14999999,0.14999999,-1.7699991,5,-103.21342614144532,-103.21342614144532,0.14999999,12,-0.3341821,-107.9897175738022,0.14999999,-1.390248,85.306,2.1705997,-0.5788803,0.1,42653,0.14468996,0.5343462076816577,500,1.5177476
13.860730133185598,100,0.14999999,0.14999999,-2.3479948,6,-99.96522843171226,-99.96522843171226,0.14999999,12,-0.24114671,-106.6523027167872,0.14999999,-1.465557,77.38833333333334,3.0155778,-0.6776346,0.1,46433,0.29646474,0.7684359673700746,600,2.1567116
13.860730133185598,100,0.14999999,0.14999999,-1.7636942,7,-104.54525830284534,-104.54525830284534,0.14999999,12,-0.15597665,-106.35129637193837,0.14999999,-1.34331,70.65285714285714,3.474746,-0.46196342,0.1,49457,0.147385,0.3348278192594195,700,2.5416753
13.860730133185598,100,0.14999999,0.14999999,-2.3825092,8,-102.89682048474396,-102.89682048474396,0.14999999,12,0.02812177,-105.91948688603907,0.14999999,-1.5974776,66.1025,4.2831254,-0.60782206,0.1,52882,0.17853788,0.841197903694093,800,2.7256067
13.860730133185598,100,0.14999999,0.14999999,-2.461518,9,-106.28282500104808,-106.28282500104808,0.14999999,12,0.20736043,-105.95985778770675,0.14999999,-1.85855,61.30777777777778,5.463128,-0.33526137,0.1,55177,0.08431996,0.08349598966278104,900,4.8277984
13.860730133185598,100,0.14999999,0.14999999,-2.1028926,10,-105.99352763487826,-105.99352763487826,0.14999999,11,0.13132676,-105.96322477242389,0.14999999,-1.3757701,58.028,2.8741288,-0.26747355,0.1,58028,-0.15021151,0.1709148615003269,1000,2.5558293
13.860730133185598,100,0.14999999,0.14999999,-1.7718148,11,-104.55760239964263,-104.55760239964263,0.14999999,11,0.3869097,-105.83544092035287,0.14999999,-1.3567067,55.11727272727273,1.8819034,-0.39042896,0.1,60629,-0.19266249,0.6416999491806387,1100,1.3297625
13.860730133185598,100,0.14999999,0.14999999,-1.0590769,12,-105.70897669005281,-105.70897669005281,0.14999999,11,0.2885165,-105.82490223449453,0.14999999,-1.2237304,52.49666666666667,2.1151934,-0.31534255,0.1,62996,-0.1435327,0.14436307030944534,1200,1.5421025
13.860730133185598,100,0.14999999,0.14999999,-1.5352162,13,-105.26321456201796,-105.26321456201796,0.14999999,10,0.35801202,-105.78169549045786,0.14999999,-1.140831,50.40923076923077,2.701167,-0.46955281,0.1,65532,-0.23974961,0.1990262067707749,1300,2.6762621
13.860730133185598,100,0.14999999,0.14999999,-2.0190508,14,-105.29661816085458,-105.29661816085458,0.14999999,10,0.3243367,-105.74704710977191,0.14999999,-1.4084573,48.712857142857146,2.482953,-0.47118327,0.1,68198,-0.2539817,0.42048922855406645,1400,2.148979
13.860730133185598,100,0.14999999,0.14999999,-2.0951505,15,-105.31078273350258,-105.31078273350258,0.14999999,10,0.10943881,-105.71796281802062,0.14999999,-1.47102,47.15266666666667,2.969595,-0.4588981,0.1,70729,-0.36077327,0.304584250803672,1500,1.8805549
13.860730133185598,100,0.14999999,0.14999999,-1.6156185,16,-106.74247777851868,-106.74247777851868,0.14999999,10,-0.07861669,-105.78199500305175,0.14999999,-1.3638227,45.633125,1.8783152,-0.2723465,0.1,73013,-0.44156516,0.12158209171602823,1600,1.5420945
13.860730133185598,100,0.14999999,0.14999999,-2.4028034,17,-106.02261693482328,-106.02261693482328,0.14999999,10,-0.0189402,-105.79614923433243,0.14999999,-1.3294669,44.576470588235296,3.1075222,-0.42655593,0.1,75780,-0.5237754,0.23062041638499273,1700,2.1729932
13.860730133185598,100,0.14999999,0.14999999,-3.041453,18,-105.31905666151962,-105.31905666151962,0.14999999,10,-0.20774016,-105.76964409139839,0.14999999,-1.5467663,43.532222222222224,3.0934277,-0.5375812,0.1,78358,-0.5608686,0.29853332660589,1800,1.9546057
