InvPendulum_std2_higher,InvPendulum_mu3_higher,InvPendulum_mu2_higher,VarJ,StepSize,BatchSize,InvPendulum_std3_higher,J,MinEpLen,NatGrad2Norm,ReturnMax,AvgRet,NumTrajectories,InvPendulum_mu0_higher,InvPendulum_std0_higher,ReturnMean,TimestepsSoFar,InvPendulum_std1_higher,AvgEpLen,Iteration,ActionIn1,NatGradInftyNorm,InvPendulum_mu1_higher
0.14999999,-0.78106064,-0.018107984,0.5454853188022841,0.01,100,0.14999999,-101.68489524924092,12,2.2086942,56.40904374325052,-101.68489524924092,2300,-0.43308628,0.14999999,-101.66265398533847,109448,0.14999999,47.58608695652174,23,-1.5357703,1.607387,-0.66100514
0.14999999,-0.78486264,-0.034181856,0.9149663742630137,0.01,100,0.14999999,-98.75852713670375,12,4.268335,56.40904374325052,-98.75852713670375,2400,-0.42305735,0.14999999,-101.54164869997868,114726,0.14999999,47.8025,24,-2.070486,3.1197195,-0.65030795
0.14999999,-0.77587175,-0.0029846616,2.3913955374187346,0.01,100,0.14999999,-100.3445643617437,12,1.9718399,56.40904374325052,-100.3445643617437,2500,-0.41766965,0.14999999,-101.49376532644928,120028,0.14999999,48.0112,25,-1.7116125,1.7877805,-0.6231282
0.14999999,-0.7753807,-0.00825252,0.6094576204608662,0.01,100,0.14999999,-102.58852025890002,12,1.8854159,56.40904374325052,-102.58852025890002,2600,-0.43554747,0.14999999,-101.5358712853897,124769,0.14999999,47.988076923076925,26,-1.9546479,1.1577426,-0.62954754
0.14999999,-0.76380324,-0.002582604,9.49807232997347,0.01,100,0.14999999,-103.71071519332705,12,4.5041027,56.40904374325052,-103.71071519332705,2700,-0.427877,0.14999999,-101.61642105975774,131059,0.14999999,48.54037037037037,27,-1.8819337,3.2809305,-0.6409694
0.14999999,-0.79661256,-0.0044233785,2.4007587511590875,0.01,100,0.14999999,-100.13757150249339,12,3.9494026,56.40904374325052,-100.13757150249339,2800,-0.39803895,0.14999999,-101.56360500414115,136314,0.14999999,48.683571428571426,28,-2.2453003,2.7065072,-0.6486209
0.14999999,-0.76954746,0.008569583,1.0184143206501062,0.01,100,0.14999999,-101.08419681696472,12,6.5191493,56.40904374325052,-101.08419681696472,2900,-0.41923764,0.14999999,-101.54707368734196,141453,0.14999999,48.776896551724136,29,-2.0817504,4.4496636,-0.63416207
0.14999999,-0.7558478,-0.00777168,0.6235402320246372,0.01,100,0.14999999,-101.22157060465472,12,4.8756385,56.40904374325052,-101.22157060465472,3000,-0.37663174,0.14999999,-101.53622358458574,145873,0.14999999,48.62433333333333,30,-1.3020277,2.805336,-0.5896654
0.14999999,-0.72779447,0.020194955,2.1103639983017324,0.01,100,0.14999999,-100.67455978616698,12,2.9202094,56.40904374325052,-100.67455978616698,3100,-0.39929065,0.14999999,-101.50842797818513,152406,0.14999999,49.163225806451614,31,-1.9507263,2.850559,-0.60683036
0.14999999,-0.75630003,0.024509482,4.544394372048425,0.01,100,0.14999999,-101.23049536105692,12,6.47759,56.40904374325052,-101.23049536105692,3200,-0.39469796,0.14999999,-101.49974258389986,158654,0.14999999,49.579375,32,-1.5371006,5.546028,-0.6061334
0.14999999,-0.7549767,0.01771159,2.2582543054914503,0.01,100,0.14999999,-101.9892079908459,12,1.1484749,56.40904374325052,-101.9892079908459,3300,-0.3392377,0.14999999,-101.51457486895883,165158,0.14999999,50.04787878787879,33,-1.9003849,0.8651691,-0.6388765
0.14999999,-0.76362836,0.016151479,2.784994680408944,0.01,100,0.14999999,-98.02049328175521,12,3.9700928,56.40904374325052,-98.02049328175521,3400,-0.34037486,0.14999999,-101.41180776345287,170603,0.14999999,50.17735294117647,34,-1.7138298,2.8353333,-0.6315744
0.14999999,-0.73527503,-0.0057068225,3.9839922233136535,0.01,100,0.14999999,-100.34943316265898,12,2.9880478,58.2929767035528,-100.34943316265898,3500,-0.35682374,0.14999999,-101.38145420343017,176969,0.14999999,50.56257142857143,35,-1.9881439,1.8744352,-0.62668556
0.14999999,-0.7165307,-0.018007904,4.5205683085561965,0.01,100,0.14999999,-99.02924141564006,12,2.422545,85.2731798705786,-99.02924141564006,3600,-0.3426645,0.14999999,-101.31611495932489,182993,0.14999999,50.83138888888889,36,-1.6928239,2.1589756,-0.6129127
0.14999999,-0.70729625,-0.01324583,5.4871441570990465,0.01,100,0.14999999,-101.85454207181343,12,4.6818247,85.2731798705786,-101.85454207181343,3700,-0.32107475,0.14999999,-101.33066704344621,190794,0.14999999,51.56594594594595,37,-1.8951153,3.3674262,-0.60933465
0.14999999,-0.7409705,-0.019611673,4.323425323302041,0.01,100,0.14999999,-98.62516922053037,12,2.9014063,85.2731798705786,-98.62516922053037,3800,-0.3255392,0.14999999,-101.25946973231684,198112,0.14999999,52.13473684210526,38,-1.5897905,1.825292,-0.64091843
0.14999999,-0.7592234,-0.014571045,1.3589478907576649,0.01,100,0.14999999,-102.35227716354888,12,2.940895,85.2731798705786,-102.35227716354888,3900,-0.31303665,0.14999999,-101.28749043568176,203830,0.14999999,52.264102564102565,39,-2.2983315,2.4505305,-0.6589995
0.14999999,-0.7837287,-0.0021721395,1.8309129817839898,0.01,100,0.14999999,-99.58039701090982,12,3.3227036,85.2731798705786,-99.58039701090982,4000,-0.32149708,0.14999999,-101.24481310006246,209479,0.14999999,52.36975,40,-1.4779567,2.1161292,-0.65274936
0.14999999,-0.76534534,0.018989153,1.318603230772103,0.01,100,0.14999999,-100.88251809521513,12,6.1609364,85.2731798705786,-100.88251809521513,4100,-0.31624234,0.14999999,-101.23597663652961,215943,0.14999999,52.669024390243905,41,-1.77912,4.5354886,-0.66979855
0.14999999,-0.75046706,0.05030154,5.5159415679550134,0.01,100,0.14999999,-100.06431565959298,12,2.009775,109.83822690928122,-100.06431565959298,4200,-0.27088746,0.14999999,-101.20807994660254,222140,0.14999999,52.89047619047619,42,-1.3449522,1.355156,-0.6466292
0.14999999,-0.7507623,0.057087086,0.7790518365640301,0.01,100,0.14999999,-101.27942562308135,12,3.3996415,109.83822690928122,-101.27942562308135,4300,-0.2573359,0.14999999,-101.20973914838112,226941,0.14999999,52.776976744186044,43,-1.5762596,2.6881168,-0.65982556
0.14999999,-0.7321237,0.050841052,5.75273137385233,0.01,100,0.14999999,-99.52821687179527,12,1.5297358,112.92462480818013,-99.52821687179527,4400,-0.2504986,0.14999999,-101.17152273300417,233097,0.14999999,52.97659090909091,44,-1.329453,1.2189453,-0.6867067
0.14999999,-0.7245297,0.04695166,11.897914397438432,0.01,100,0.14999999,-103.76802646839462,12,3.6769538,112.92462480818013,-103.76802646839462,4500,-0.26268804,0.14999999,-101.22922281601284,240845,0.14999999,53.52111111111111,45,-1.1192992,2.962214,-0.68315285
0.14999999,-0.7356293,0.01732952,3.2710461459657574,0.01,100,0.14999999,-99.7626400499993,12,5.067517,112.92462480818013,-99.7626400499993,4600,-0.27399668,0.14999999,-101.19734058196907,246854,0.14999999,53.66391304347826,46,-1.9657564,4.807182,-0.66820496
0.14999999,-0.7247287,-0.030742297,4.594005012236715,0.01,100,0.14999999,-103.29340241373379,12,3.3946533,112.92462480818013,-103.29340241373379,4700,-0.27494267,0.14999999,-101.24193764221938,252676,0.14999999,53.76085106382979,47,-1.7902071,2.2221014,-0.6799248
0.14999999,-0.7381304,-0.05296331,8.92938342089273,0.01,100,0.14999999,-98.59899865730986,12,1.2899209,112.92462480818013,-98.59899865730986,4800,-0.25347966,0.14999999,-101.1868764133671,259594,0.14999999,54.08208333333334,48,-1.5902059,0.68243515,-0.6756438
0.14999999,-0.731306,-0.046387076,2.973458055808811,0.01,100,0.14999999,-101.7988659364109,12,2.2504137,112.92462480818013,-101.7988659364109,4900,-0.24689887,0.14999999,-101.19936599547003,266087,0.14999999,54.3034693877551,49,-1.2202785,1.3344377,-0.6814113
0.14999999,-0.7186726,-0.03460155,1.9610337540437603,0.01,100,0.14999999,-101.46227797605685,12,2.9076447,112.92462480818013,-101.46227797605685,5000,-0.26024324,0.14999999,-101.20462423508177,272595,0.14999999,54.519,50,-1.233127,2.71068,-0.68687594
