InvPendulum_std2_higher,InvPendulum_mu3_higher,InvPendulum_mu2_higher,VarJ,StepSize,BatchSize,InvPendulum_std3_higher,J,MinEpLen,NatGrad2Norm,ReturnMax,AvgRet,NumTrajectories,InvPendulum_mu0_higher,InvPendulum_std0_higher,ReturnMean,TimestepsSoFar,InvPendulum_std1_higher,AvgEpLen,Iteration,ActionIn1,NatGradInftyNorm,InvPendulum_mu1_higher
0.14999999,-0.8075896,-0.10657271,2.4431217381725356,0.01,100,0.14999999,-99.88856848344018,14,1.5812865,11.634517010751145,-99.88856848344018,100,-0.35728163,0.14999999,-99.88856848344018,4490,0.14999999,44.9,1,-2.1377952,1.0822275,-0.45693675
0.14999999,-0.8087502,-0.095750436,0.35121033175581684,0.01,100,0.14999999,-104.19104475354222,13,3.407734,11.634517010751145,-104.19104475354222,200,-0.35222182,0.14999999,-102.0398066184912,8106,0.14999999,40.53,2,-1.6112069,2.6261413,-0.44664228
0.14999999,-0.8110102,-0.07856251,0.9076432981087694,0.01,100,0.14999999,-102.01157333110761,13,2.9567704,11.634517010751145,-102.01157333110761,300,-0.3259604,0.14999999,-102.03039552269667,12418,0.14999999,41.39333333333333,3,-1.2361205,1.9546474,-0.45972168
0.14999999,-0.8167855,-0.090280935,0.7643274067558085,0.01,100,0.14999999,-102.59790432826264,13,3.5323803,11.634517010751145,-102.59790432826264,400,-0.34550688,0.14999999,-102.17227272408816,16426,0.14999999,41.065,4,-1.5494734,2.4150155,-0.44179103
0.14999999,-0.8368214,-0.084958024,0.7504508791947941,0.01,100,0.14999999,-101.1496546887415,13,3.661433,11.634517010751145,-101.1496546887415,500,-0.36082917,0.14999999,-101.96774911701883,20761,0.14999999,41.522,5,-2.1324613,2.856668,-0.4659412
0.14999999,-0.8307113,-0.07300517,0.4093962916608571,0.01,100,0.14999999,-103.75146589370851,12,2.8244739,11.634517010751145,-103.75146589370851,600,-0.3322625,0.14999999,-102.26503524646711,24463,0.14999999,40.77166666666667,6,-1.7866061,1.9687147,-0.44738454
0.14999999,-0.8238351,-0.058729835,1.791871556660552,0.01,100,0.14999999,-102.2115578945355,12,4.5428424,15.595884891196627,-102.2115578945355,700,-0.3448765,0.14999999,-102.2573956247626,28607,0.14999999,40.86714285714286,7,-1.9196905,3.7688937,-0.46707168
0.14999999,-0.8166379,-0.038122013,0.4433228728973436,0.01,100,0.14999999,-102.31020068339485,12,3.8600898,15.595884891196627,-102.31020068339485,800,-0.35779175,0.14999999,-102.26399625709163,32397,0.14999999,40.49625,8,-1.9364871,2.38493,-0.5047606
0.14999999,-0.8036243,-0.014272714,0.5096953227850868,0.01,100,0.14999999,-100.90215953906771,12,1.5918734,15.595884891196627,-100.90215953906771,900,-0.38065898,0.14999999,-102.11268106620008,36921,0.14999999,41.02333333333333,9,-1.7082651,1.424911,-0.5198926
0.14999999,-0.8095787,-2.360437e-05,0.4596318500631888,0.01,100,0.14999999,-102.7843429171346,12,3.241695,15.595884891196627,-102.7843429171346,1000,-0.37751523,0.14999999,-102.17984725129354,41193,0.14999999,41.193,10,-1.4155765,2.7937236,-0.51764977
0.14999999,-0.8084342,-0.02796084,0.39281100664293306,0.01,100,0.14999999,-102.31793630979166,12,3.0326612,15.595884891196627,-102.31793630979166,1100,-0.37108037,0.14999999,-102.1924008020661,45198,0.14999999,41.089090909090906,11,-1.5548983,2.193429,-0.5327379
0.14999999,-0.7983469,-0.009943642,0.8190458490095679,0.01,100,0.14999999,-100.62723159279938,12,2.0065093,15.595884891196627,-100.62723159279938,1200,-0.36758512,0.14999999,-102.0619700346272,49872,0.14999999,41.56,12,-1.9251318,1.5689836,-0.5546722
0.14999999,-0.79552644,0.005746193,3.7207921407181788,0.01,100,0.14999999,-99.11719373890628,12,3.1527243,56.25670490723192,-99.11719373890628,1300,-0.37816563,0.14999999,-101.83544878111019,55115,0.14999999,42.396153846153844,13,-2.0182958,2.0684981,-0.5607166
0.14999999,-0.7748415,-0.009008528,5.645111142557518,0.01,100,0.14999999,-101.7814086998219,12,2.7402089,56.25670490723192,-101.7814086998219,1400,-0.38457325,0.14999999,-101.83158877530391,60966,0.14999999,43.54714285714286,14,-1.5408543,1.7681687,-0.5782477
0.14999999,-0.7923567,0.0086731585,2.8108990746775646,0.01,100,0.14999999,-101.08803472222334,12,5.2730455,56.25670490723192,-101.08803472222334,1500,-0.38214684,0.14999999,-101.78201850509853,65796,0.14999999,43.864,15,-1.783828,4.3402143,-0.58945316
0.14999999,-0.7792053,0.03027432,0.5520197092817025,0.01,100,0.14999999,-100.97884877234698,12,1.2525287,56.25670490723192,-100.97884877234698,1600,-0.39818382,0.14999999,-101.73182039680155,70418,0.14999999,44.01125,16,-2.2262242,0.751448,-0.6328553
0.14999999,-0.7725072,0.02275984,0.7368551426222608,0.01,100,0.14999999,-100.1656367803468,12,3.466546,56.25670490723192,-100.1656367803468,1700,-0.4002384,0.14999999,-101.63969194877482,74950,0.14999999,44.088235294117645,17,-1.5853919,2.2035458,-0.6400197
0.14999999,-0.7564045,0.044048525,6.155832850658921,0.01,100,0.14999999,-104.31204072717686,12,5.1286683,56.25670490723192,-104.31204072717686,1800,-0.40214336,0.14999999,-101.78815576979714,82522,0.14999999,45.845555555555556,18,-1.391888,3.5323126,-0.6620552
0.14999999,-0.79172766,0.018306028,1.6795836722449409,0.01,100,0.14999999,-103.63685828217787,12,2.0169284,56.25670490723192,-103.63685828217787,1900,-0.3755099,0.14999999,-101.88545590202772,87715,0.14999999,46.165789473684214,19,-1.5309151,1.7591321,-0.66530824
0.14999999,-0.7921588,0.026031144,1.0036397738170715,0.01,100,0.14999999,-99.67075138511464,12,3.7486339,56.25670490723192,-99.67075138511464,2000,-0.39310122,0.14999999,-101.77472067618206,93604,0.14999999,46.802,20,-1.8456203,2.8632698,-0.6714305
0.14999999,-0.8057701,-0.0026015528,4.176782930816851,0.01,100,0.14999999,-100.16996500450719,12,3.4026399,56.40904374325052,-100.16996500450719,2100,-0.41297114,0.14999999,-101.69830373943564,99672,0.14999999,47.462857142857146,21,-2.0710106,2.0222814,-0.6737353
0.14999999,-0.7890266,-0.014182186,3.084466194823955,0.01,100,0.14999999,-100.8917678853955,12,1.0476044,56.40904374325052,-100.8917678853955,2200,-0.43319395,0.14999999,-101.66164301879743,104531,0.14999999,47.51409090909091,22,-1.6162562,0.7965996,-0.65544933
