Delta,ReturnMin,DenMISELogLast,ReturnLastEpisode,LQGmu1_actor,TimestepsSoFar,LQGmu1_higher,IWLastEpisode,ReturnAbsMax,IWMean,IWFirstEpisode,Bound,IWMin,Iteration,IWMax,Regret/t,ReturnStepMax,Regret,ReturnMax,LQGsigma_higher,TimeElapsed,DenMISEMeanLog,DenMISELogFirst,ReturnMean
7.754172e-09,,-1.3607304,0.27026185,-1.0417218,5600,-1.0,1.1874774e-26,0.92289567,1.0280551,8.122873e-07,1.9186295,,280,6.4415283,0.23959577,0.9674849,67.08682,0.92289567,0.14999999,352.596556186676,-0.81557465,-0.62568796,0.72552425
7.6990805e-09,,-0.66142756,0.91177994,0.26037347,5620,0.27272728,1.0897335e-16,0.92289567,0.9657339,0.0757007,1.9158611,,281,8.806165,0.23893297,0.9674849,67.14017,0.92289567,0.14999999,353.6317219734192,-0.8149466,-0.62925303,0.72618705
7.644575e-09,,-1.1611019,0.4512692,-1.0668106,5640,-1.0,3.9635496e-15,0.92289567,1.0307503,8.178692e-07,1.9119272,,282,6.341646,0.23990786,0.9674849,67.65402,0.92289567,0.14999999,354.67667150497437,-0.8163249,-0.63253605,0.72521216
7.590645e-09,,-0.75645614,0.9107876,0.15087868,5660,0.030303031,1.3704092e-11,0.92289567,1.0012125,2.2199306,1.9109561,,283,6.729697,0.23925209,0.9674849,67.70834,0.92289567,0.14999999,355.71990275382996,-0.8160246,-0.6360759,0.7258679
7.537283e-09,,-1.0581359,0.47259697,0.61156666,5680,1.0,8.432005e-07,0.92289567,0.86809915,4.7991765e-13,1.9096951,,284,21.796469,0.2401439,0.9674849,68.20087,0.92289567,0.14999999,356.7578954696655,-0.81689537,-0.63178957,0.7249761
7.484482e-09,,-1.3343619,0.306233,-0.98687726,5700,-1.0,8.695339e-25,0.92289567,1.034124,8.201366e-07,1.9062686,,285,6.268152,0.24161315,0.9674849,68.85974,0.92289567,0.14999999,357.80238103866577,-0.8192417,-0.6353045,0.72350687
7.432235e-09,,-0.47850692,0.91428065,0.11306438,5720,0.47474748,1.0345982e-20,0.92289567,1.1089923,0.0006258762,1.9061286,,286,9.445689,0.24094611,0.9674849,68.91058,0.92289567,0.14999999,358.8088562488556,-0.81795067,-0.6388071,0.7241739
7.3805317e-09,,-1.0176275,0.47761232,0.028609507,5740,0.11111111,7.3575296,0.92289567,0.99130154,0.9704863,1.9009249,,287,7.456324,0.24180526,0.9674849,69.3981,0.92289567,0.14999999,359.8501000404358,-0.8183056,-0.64229536,0.72331476
7.3293682e-09,,-0.8731934,0.48750907,-1.0134323,5760,-0.8181818,7.6514795e-07,0.92289567,1.0521538,0.00034745905,1.9009061,,288,3.7427804,0.24262398,0.9674849,69.8757,0.92289567,0.14999999,360.88722348213196,-0.8185496,-0.6423978,0.72249603
7.278733e-09,,-0.55230474,0.9132819,-0.81054986,5780,-1.0,4.6019344,0.92289567,1.0428481,8.288416e-07,1.9039214,,289,6.2174964,0.24196386,0.9674849,69.92755,0.92289567,0.14999999,361.97126865386963,-0.8174596,-0.6458628,0.72315615
7.228622e-09,,-0.33189857,0.9196687,0.0737586,5800,-0.13131313,0.00013072406,0.92289567,1.0360488,4.989645,1.8985647,,290,5.2731595,0.24128622,0.9674849,69.97299,0.92289567,0.14999999,362.8371558189392,-0.81565654,-0.6493171,0.7238338
7.1790263e-09,,-0.9415673,0.48320118,-0.60211664,5820,-0.57575756,0.00057844404,0.92289567,0.92646754,0.1106641,1.896632,,291,4.4836526,0.24211311,0.9674849,70.45491,0.92289567,0.14999999,363.9899356365204,-0.8159834,-0.6357001,0.7230069
7.129939e-09,,-0.47969273,0.92076,-0.7051275,5840,-0.7979798,1.8319427,0.92289567,1.0522829,0.0006187004,1.8924704,,292,3.7332008,0.24143589,0.9674849,70.49927,0.92289567,0.14999999,365.35402250289917,-0.8150936,-0.6387504,0.72368413
7.081353e-09,,-0.38177708,0.92029047,-0.3343236,5860,-0.61616164,3.267651,0.92289567,0.96524566,0.051041305,1.8929381,,293,4.2707467,0.24076492,0.9674849,70.5441,0.92289567,0.14999999,366.6887001991272,-0.8134477,-0.6421671,0.7243551
7.033262e-09,,-0.6017075,0.91243225,-0.32833686,5880,-0.33333334,4.854311,0.92289567,0.92278886,2.6294386,1.8970783,,294,4.854311,0.24012512,0.9674849,70.5968,0.92289567,0.14999999,368.0261609554291,-0.8128562,-0.64540005,0.7249949
6.985661e-09,,-0.58895206,0.9145701,-0.26859635,5900,-0.3131313,4.7683268,0.92289567,0.93899524,3.0239208,1.8902733,,295,4.7961974,0.23948258,0.9674849,70.64737,0.92289567,0.14999999,369.418958902359,-0.812371,-0.63989174,0.72563744
6.93854e-09,,-0.58180565,0.90501624,1.0244689,5920,0.7979798,4.996626e-11,0.92289567,1.0195409,6.5561947e-09,1.8843608,,296,12.064756,0.23887652,0.9674849,70.70746,0.92289567,0.14999999,370.8013651371002,-0.8118105,-0.63307744,0.7262435
6.891894e-09,,-1.8564615,0.008683717,0.11926777,5940,0.01010101,1.9987447e-09,0.92289567,1.0451776,2.6140919,1.8843321,,297,6.4636736,0.2412926,0.9674849,71.66391,0.92289567,0.14999999,372.21116518974304,-0.81530607,-0.6364501,0.7238274
6.8457173e-09,,-1.0122986,0.47681487,0.55149937,5960,0.25252524,4.9326067,0.92289567,0.98998284,0.110976085,1.8835615,,298,8.573164,0.24212146,0.9674849,72.15221,0.92289567,0.14999999,373.27154755592346,-0.8158371,-0.6310483,0.72299856
6.8000032e-09,,-1.3041474,0.33932218,-1.0373436,5980,-1.0,5.7520336e-23,0.92289567,1.0264184,8.190884e-07,1.880537,,299,6.296116,0.24340469,0.9674849,72.778,0.92289567,0.14999999,374.4768223762512,-0.817529,-0.63402605,0.72171533
6.754745e-09,,-0.63171303,0.9121593,-0.47099295,6000,-0.3131313,4.3389427e-05,0.92289567,0.93954915,3.0162897,1.8800812,,300,4.791789,0.24276984,0.9674849,72.83096,0.92289567,0.14999999,375.8253483772278,-0.8168392,-0.637365,0.7223502
6.7099384e-09,,-0.5649909,0.9211616,-0.4631124,6020,-0.4949495,4.6201105,0.92289567,0.90041983,0.42177987,1.8821332,,301,4.6413503,0.2421093,0.9674849,72.87491,0.92289567,0.14999999,377.0230920314789,-0.81621546,-0.63068867,0.7230107
6.6655748e-09,,-0.5555803,0.92057085,-0.24724966,6040,-0.4949495,4.5323358,0.92289567,0.9064021,0.42258897,1.8759947,,302,4.5860543,0.2414552,0.9674849,72.919464,0.92289567,0.14999999,377.6638443470001,-0.8156916,-0.63260514,0.7236648
6.6216503e-09,,-0.5838552,0.9049633,-0.22961251,6060,-0.25252524,4.7655754,0.92289567,0.978572,4.1712627,1.8738859,,303,4.7666073,0.24085683,0.9674849,72.979614,0.92289567,0.14999999,378.56843972206116,-0.815245,-0.6345126,0.7242632
6.578159e-09,,-0.57881,0.90092134,-0.754091,6080,-1.0,8.87894e-06,0.92289567,1.0275586,8.110271e-07,1.8739436,,304,6.269387,0.24027574,0.9674849,73.04382,0.92289567,0.14999999,379.20281291007996,-0.8145505,-0.62413484,0.7248443
6.535094e-09,,-0.36686122,0.92088777,-0.76142454,6100,-0.75757575,3.8373146,0.92289567,1.0370492,0.0018503274,1.8743016,,305,3.842923,0.23963296,0.9674849,73.08804,0.92289567,0.14999999,380.30821681022644,-0.8130095,-0.62741894,0.72548705
6.49245e-09,,-0.35413638,0.9201326,0.7336099,6120,0.57575756,2.0994737e-17,0.92289567,1.1195936,2.8455943e-05,1.8702849,,306,10.201158,0.2389968,0.9674849,73.133026,0.92289567,0.14999999,381.67062306404114,-0.8113996,-0.63068616,0.7261232
6.450223e-09,,-1.4304932,0.2284765,-0.80948657,6140,-0.7979798,2.553288e-22,0.92289567,1.0460597,0.0006157367,1.8693607,,307,3.754941,0.24061787,0.9674849,73.869675,0.92289567,0.14999999,383.06668615341187,-0.8130644,-0.63394874,0.72450215
6.408407e-09,,-0.3328391,0.91936797,-0.32858747,6160,-0.21212122,0.001334928,0.92289567,1.0021083,4.750455,1.8678246,,308,4.8698373,0.23998517,0.9674849,73.91542,0.92289567,0.14999999,384.47328662872314,-0.8113661,-0.63719875,0.72513485
6.366996e-09,,-0.5603233,0.91573346,-0.004584849,6180,-0.37373737,4.451337,0.92289567,0.9266157,1.8248626,1.8650379,,309,4.657291,0.23936838,0.9674849,73.96481,0.92289567,0.14999999,385.59580302238464,-0.8105603,-0.62513447,0.72575164
6.3259846e-09,,-0.83693206,0.6137605,-0.74000245,6200,-0.7979798,5.166919e-06,0.92289567,1.0472095,0.0006087135,1.863337,,310,3.7449026,0.23972958,0.9674849,74.31616,0.92289567,0.14999999,386.81204056739807,-0.8108926,-0.6224771,0.72539043
6.2853682e-09,,-0.35763177,0.9213211,0.1389788,6220,0.01010101,1.4123974e-05,0.92289567,1.0463936,2.5861297,1.8633213,,311,6.5052576,0.23909956,0.9674849,74.359955,0.92289567,0.14999999,387.8286030292511,-0.80929357,-0.62569577,0.72602046
6.245142e-09,,-1.0474182,0.4746434,-1.0102763,6240,-0.67676765,2.8676814e-06,0.92289567,1.0018061,0.013525251,1.8597004,,312,4.0226865,0.2399053,0.9674849,74.85043,0.92289567,0.14999999,388.6874680519104,-0.80992794,-0.6206249,0.7252147
6.2053003e-09,,-0.55420595,0.9134204,-1.2081679,6260,-1.0,4.618365,0.92289567,1.0228424,8.1074023e-07,1.8595798,,313,6.322235,0.239304,0.9674849,74.90216,0.92289567,0.14999999,389.4326572418213,-0.80911505,-0.62378156,0.725816
6.165839e-09,,-1.757459,0.9073041,-0.8374292,6280,-1.0,5.8865223,0.92289567,1.02845,8.1333064e-07,1.8568134,,314,6.2168617,0.23872602,0.9674849,74.95999,0.92289567,0.14999999,390.14662075042725,-0.8120784,-0.62697136,0.726394
6.1267533e-09,,-0.32213333,0.91922057,0.08018294,6300,0.21212122,8.5824986e-11,0.92289567,0.9824033,0.22485687,1.8531314,,315,8.439485,0.23811388,0.9674849,75.00589,0.92289567,0.14999999,390.87806129455566,-0.8104485,-0.63015103,0.72700614
6.0880376e-09,,-0.95798135,0.48078218,-0.56467533,6320,-0.8181818,1.1270509e-07,0.92289567,1.0476986,0.0003440737,1.8502922,,316,3.6860113,0.23889309,0.9674849,75.49022,0.92289567,0.14999999,391.5510928630829,-0.81099266,-0.632607,0.7262269
6.049688e-09,,-0.5000229,0.9228097,0.086128145,6340,-0.07070707,0.019368226,0.92289567,1.0522771,4.183344,1.849561,,317,5.6835527,0.23827296,0.9674849,75.53253,0.92289567,0.14999999,392.8065848350525,-0.80987096,-0.6357655,0.72684705
6.0116996e-09,,-0.960199,0.47986552,-0.43197763,6360,-0.57575756,0.00041096,0.92289567,0.9281295,0.109574415,1.8484465,,318,4.38664,0.23904961,0.9674849,76.01779,0.92289567,0.14999999,393.88278579711914,-0.8101956,-0.6258047,0.7260704
5.9740675e-09,,-0.55959004,0.92049325,-0.45149565,6380,-0.3939394,4.5069385,0.92289567,0.9145856,1.4996951,1.849284,,319,4.6785088,0.23844016,0.9674849,76.06241,0.92289567,0.14999999,395.0891020298004,-0.8096434,-0.62859994,0.72667986
5.9367875e-09,,-0.5445634,0.9231305,0.9359696,6400,1.0,2.1292728e-20,0.9231305,0.8691255,4.776429e-13,1.8484027,,320,22.686605,0.23782623,0.9676046,76.1044,0.9231305,0.14999999,395.7874665260315,-0.80909157,-0.6270396,0.7272938
5.899856e-09,,-1.6626935,0.068456315,-0.68477273,6420,-0.45454547,3.0649048e-18,0.9231305,0.9071216,0.73997724,1.8442267,,321,4.5984254,0.23987865,0.9676046,77.00105,0.9231305,0.14999999,396.47225308418274,-0.812215,-0.63015974,0.72524136
5.8632685e-09,,-0.39251733,0.9228392,-0.6977993,6440,-0.65656567,3.8690846,0.9231305,0.9892138,0.02151072,1.8439969,,322,4.053255,0.23926502,0.9676046,77.043335,0.9231305,0.14999999,397.28870463371277,-0.8112088,-0.63096756,0.725855
5.8270193e-09,,-0.37454912,0.9228776,0.45133692,6460,0.41414142,4.5173375e-12,0.9231305,1.032149,0.003185254,1.8409858,,323,9.574636,0.23865503,0.9676046,77.08557,0.9231305,0.14999999,398.3627438545227,-0.8098991,-0.63400155,0.726465
5.791106e-09,,-1.2703456,0.38689718,-0.6487153,6480,-0.7979798,8.19096e-15,0.9231305,1.0454526,0.0006176696,1.8400471,,324,3.7074041,0.23970306,0.9676046,77.66379,0.9231305,0.14999999,399.42713618278503,-0.81124926,-0.6370829,0.72541696
5.755523e-09,,-0.40970513,0.92259896,-0.56553143,6500,-0.6363636,3.9928143,0.9231305,0.9832316,0.03355744,1.8402959,,325,4.0790377,0.23909634,0.9676046,77.706314,0.9231305,0.14999999,400.49713015556335,-0.8098832,-0.64016265,0.7260237
5.720268e-09,,-0.4694672,0.92155886,0.7503711,6520,0.6969697,1.7616011e-15,0.9231305,1.1065408,3.918069e-07,1.8386741,,326,11.413124,0.2384966,0.9676046,77.74988,0.9231305,0.14999999,401.59373688697815,-0.80889875,-0.6431316,0.7266234
5.685335e-09,,-1.4625549,0.21669564,0.010803409,6540,0.09090909,0.00072925445,0.9231305,1.036975,1.2331381,1.8376467,,327,7.3429213,0.24005598,0.9676046,78.49829,0.9231305,0.14999999,402.6795120239258,-0.8106102,-0.6461944,0.72506404
5.650721e-09,,-0.85567725,0.5426713,-0.8272644,6560,-0.61616164,0.0010064075,0.9231305,0.9730029,0.051210884,1.8355553,,328,4.1352096,0.24061203,0.9676046,78.920746,0.9231305,0.14999999,403.76307225227356,-0.8106548,-0.64548385,0.724508
5.616422e-09,,-0.32444215,0.91961426,-1.0095153,6580,-1.0,1.8956584,0.9231305,1.0112048,8.3092385e-07,1.8327677,,329,6.384683,0.24001902,0.9676046,78.96625,0.9231305,0.14999999,404.83264088630676,-0.80926716,-0.6483719,0.725101
5.582434e-09,,-0.5479767,0.913036,-0.9222338,6600,-0.8181818,2.0393598,0.9231305,1.0446814,0.0003506034,1.8292077,,330,3.6631145,0.23944956,0.9676046,79.01834,0.9231305,0.14999999,405.9214861392975,-0.80845577,-0.65140676,0.72567046
5.548755e-09,,-0.36842814,0.91674197,-0.36854106,6620,-0.15151516,7.113226e-06,0.9231305,1.0144163,5.106099,1.8290222,,331,5.2131405,0.23887229,0.9676046,79.06671,0.9231305,0.14999999,407.0136823654175,-0.8069999,-0.65443146,0.7262477
5.5153784e-09,,-0.5656471,0.9168798,-0.41756257,6640,-0.3939394,4.6158385,0.9231305,0.9164271,1.5201385,1.8310765,,332,4.6625986,0.23829812,0.9676046,79.11499,0.9231305,0.14999999,408.0593180656433,-0.80624235,-0.64213955,0.7268219
5.482303e-09,,-0.5445546,0.9184104,-1.0844847,6660,-1.0,0.0024399376,0.9231305,1.0162609,8.244741e-07,1.8287921,,333,6.33762,0.23772275,0.9676046,79.16168,0.9231305,0.14999999,409.15030002593994,-0.8057164,-0.64057875,0.72739726
5.4495244e-09,,-0.8425824,0.9098489,-0.3962529,6680,-0.41414142,0.0002844315,0.9231305,0.91713464,1.2243279,1.8257258,,334,4.604489,0.23717648,0.9676046,79.21695,0.9231305,0.14999999,410.2377095222473,-0.805792,-0.6435773,0.72794354
5.417038e-09,,-0.54184604,0.9192914,-0.9405863,6700,-1.0,0.0013875596,0.9231305,1.0195771,8.2639644e-07,1.8247823,,335,6.256611,0.23660529,0.9676046,79.26279,0.9231305,0.14999999,411.31769132614136,-0.8052601,-0.64290786,0.72851473
5.384841e-09,,-0.3861775,0.91634095,-0.28099898,6720,-0.33333334,0.0010806171,0.9231305,0.9409467,2.6307235,1.8216779,,336,4.6502323,0.23604625,0.9676046,79.311554,0.9231305,0.14999999,412.40352988243103,-0.8039683,-0.6458885,0.72907376
5.352931e-09,,-0.56288403,0.9135137,-1.1751187,6740,-0.8181818,0.0076618674,0.9231305,1.0423944,0.00034699496,1.8184571,,337,3.66116,0.23549896,0.9676046,79.36316,0.9231305,0.14999999,413.5031578540802,-0.80343753,-0.6410612,0.72962105
5.321304e-09,,-1.4511771,0.9076876,-0.87661743,6760,-1.0,5.742413,0.9231305,1.0288032,8.273182e-07,1.8248413,,338,6.195336,0.23497218,0.9676046,79.42059,0.9231305,0.14999999,414.5990471839905,-0.80523664,-0.6440231,0.73014784
5.289956e-09,,-0.3192163,0.9184283,-0.2908571,6780,-0.27272728,0.0011063623,0.9231305,0.9635606,3.856684,1.8168162,,339,4.719082,0.23441678,0.9676046,79.467285,0.9231305,0.14999999,415.67458963394165,-0.8037316,-0.64697737,0.73070323
5.2588853e-09,,-0.55452394,0.910184,-0.8076267,6800,-1.0,6.491132e-05,0.9231305,1.024351,8.228528e-07,1.8141961,,340,6.1198215,0.23388886,0.9676046,79.52222,0.9231305,0.14999999,416.71689558029175,-0.80311567,-0.6386104,0.73123115
5.2280864e-09,,-0.31283325,0.9199144,0.81171876,6820,0.83838385,2.5868022e-26,0.9231305,1.0093443,1.1385854e-09,1.8144237,,341,13.141772,0.2333355,0.9676046,79.56741,0.9231305,0.14999999,417.9108338356018,-0.80161965,-0.6415473,0.7317845
5.1975575e-09,,-1.5266534,0.17130695,-0.40025207,6840,-0.4949495,4.072971e-16,0.9231305,0.9146227,0.4276352,1.8139361,,342,4.4617887,0.23497438,0.9676046,80.36124,0.9231305,0.14999999,419.01793098449707,-0.80374753,-0.6444756,0.73014563
5.167295e-09,,-0.5317898,0.9170024,-0.15899077,6860,-0.2929293,3.504373,0.9231305,0.96581674,3.45548,1.815136,,343,4.650408,0.23442966,0.9676046,80.40936,0.9231305,0.14999999,420.12360095977783,-0.8032108,-0.64614564,0.73069036
5.1372964e-09,,-0.6416309,0.8714061,0.03997083,6880,0.030303031,2.2785573,0.9231305,1.0469371,2.226505,1.8143551,,344,6.842553,0.23402053,0.9676046,80.50307,0.9231305,0.14999999,421.2097146511078,-0.80285007,-0.639033,0.7310995
5.107558e-09,,-0.91613066,0.4849432,0.22809301,6900,0.45454547,0.1458658,0.9231305,1.0450531,0.0010943835,1.8113987,,345,10.012112,0.234734,0.9676046,80.98323,0.9231305,0.14999999,422.3186056613922,-0.8030599,-0.6354842,0.730386
5.0780775e-09,,-1.1749003,0.45873743,0.49714485,6920,0.21212122,8.562676,0.9231305,0.9870076,0.2267138,1.8104795,,346,8.567704,0.23551911,0.9676046,81.48961,0.9231305,0.14999999,423.4360771179199,-0.80403113,-0.6383754,0.7296009
5.0488507e-09,,-1.3153979,0.3663187,-1.0469232,6940,-0.8181818,1.9909605e-16,0.9231305,1.0412807,0.00034683713,1.8094447,,347,3.6890168,0.23656607,0.9676046,82.08841,0.9231305,0.14999999,424.53463530540466,-0.80556065,-0.64060634,0.72855395
5.019876e-09,,-0.6583949,0.91103,-1.0139966,6960,-1.0,4.8922286,0.9231305,1.0245984,8.2687177e-07,1.8071978,,348,6.1515656,0.23604172,0.9676046,82.1425,0.9231305,0.14999999,425.64734292030334,-0.80502695,-0.6434831,0.7290783
4.99115e-09,,-0.53273386,0.9130958,-0.24922554,6980,-0.23232323,5.7451316e-06,0.9231305,0.9835649,4.5394044,1.8052349,,349,4.8161864,0.2355144,0.9676046,82.19452,0.9231305,0.14999999,426.7513818740845,-0.8041889,-0.6463525,0.7296056
4.96267e-09,,-0.56837356,0.9050721,-0.93589973,7000,-1.0,1.7051476e-05,0.9231305,1.0258644,8.2094573e-07,1.8020562,,350,6.0794544,0.23501307,0.9676046,82.25456,0.9231305,0.14999999,428.3023855686188,-0.80357206,-0.6362907,0.73010695
4.934433e-09,,-0.36572894,0.91635877,-0.41975188,7020,-0.3131313,0.00069280027,0.9231305,0.95992076,3.0216599,1.8009409,,351,4.6013246,0.23448241,0.9676046,82.303345,0.9231305,0.14999999,429.39967608451843,-0.8022633,-0.63914376,0.7306376
4.906436e-09,,-0.52838326,0.91739976,-0.4867607,7040,-0.4949495,3.978501,0.9231305,0.91433984,0.42293215,1.8018045,,352,4.461447,0.23395187,0.9676046,82.351074,0.9231305,0.14999999,430.48935198783875,-0.8016079,-0.6334169,0.73116815
4.8786775e-09,,-0.50971764,0.91953194,-1.1794338,7060,-0.8181818,0.3855868,0.9231305,1.0374787,0.0003449164,1.7976213,,353,3.6740534,0.23341829,0.9676046,82.39667,0.9231305,0.14999999,431.43145084381104,-0.8010306,-0.635053,0.73170173
4.8511537e-09,,-1.4648714,0.9082742,-0.8041458,7080,-1.0,5.626992,0.9231305,1.0337371,8.222527e-07,1.8018188,,354,6.0425277,0.23291951,0.9676046,82.45352,0.9231305,0.14999999,432.6547291278839,-0.80280733,-0.63788086,0.7322005
4.8238613e-09,,-0.3170161,0.92042816,0.794883,7100,0.61616164,1.2411278e-19,0.9231305,1.1154243,7.376726e-06,1.7979522,,355,10.970518,0.23238927,0.9676046,82.4982,0.9231305,0.14999999,434.0886740684509,-0.8013562,-0.6407017,0.73273075
4.796799e-09,,-1.5327786,0.18411799,-0.62894654,7120,-0.47474748,3.4156468e-15,0.9231305,0.91892797,0.5711838,1.7964399,,356,4.4757113,0.23393035,0.9676046,83.279205,0.9231305,0.14999999,435.41131567955017,-0.8031167,-0.64351463,0.73118967
4.7699635e-09,,-0.4339955,0.9234225,-0.69602615,7140,-0.65656567,4.035885,0.9234225,0.98009545,0.021808513,1.7975941,,357,4.04653,0.23339182,0.9679737,83.32089,0.9234225,0.14999999,436.34206318855286,-0.80231684,-0.6447165,0.7317282
4.7433533e-09,,-0.37562022,0.92110246,-0.9576514,7160,-0.67676765,3.8403354,0.9234225,0.99476844,0.013893015,1.793288,,358,3.9512718,0.23286283,0.9679737,83.3649,0.9234225,0.14999999,437.3013029098511,-0.80118734,-0.64745265,0.7322572
4.7169646e-09,,-0.39783183,0.9155602,-1.1626394,7180,-1.0,3.804406,0.9234225,1.0341802,8.3244754e-07,1.7968271,,359,6.025003,0.23235226,0.9679737,83.41446,0.9234225,0.14999999,438.5956861972809,-0.80008554,-0.6502032,0.73276776
4.6907958e-09,,-1.3109848,0.9083283,-0.53238094,7200,-1.0,5.4813614,0.9234225,1.0381603,8.3476573e-07,1.7943981,,360,5.9420624,0.23186457,0.9679737,83.47125,0.9234225,0.14999999,440.01750802993774,-0.8014216,-0.65298486,0.73325545
4.664844e-09,,-0.48675832,0.9211813,-0.10920512,7220,-0.030303031,0.015972458,0.9234225,1.0409163,3.4971292,1.7932432,,361,6.3057566,0.23134404,0.9679737,83.5152,0.9234225,0.14999999,440.96759152412415,-0.8004559,-0.6557588,0.733776
4.639107e-09,,-0.7096913,0.8612005,1.1420063,7240,1.0,7.228922e-12,0.9234225,0.87119204,4.881917e-13,1.791488,,362,23.717701,0.23099202,0.9679737,83.61911,0.9234225,0.14999999,442.2853169441223,-0.80010647,-0.64888436,0.734128
4.613582e-09,,-2.5395715,0.00487205,0.008169875,7260,-0.17171717,7.4369556e-16,0.9234225,1.002268,5.0909534,1.7899625,,363,5.1106906,0.233001,0.9679737,84.579346,0.9234225,0.14999999,443.45185923576355,-0.80529785,-0.651643,0.732119
4.588267e-09,,-0.8784436,0.54321456,-0.5896161,7280,-0.53535354,0.009020872,0.9234225,0.9253948,0.22566262,1.7868139,,364,4.3626623,0.23351991,0.9679737,85.00125,0.9234225,0.14999999,444.2163302898407,-0.8055028,-0.64046675,0.7316001
4.5631605e-09,,-0.45135733,0.92301977,-0.6514504,7300,-0.6363636,3.978783,0.9234225,0.9735308,0.03363901,1.7850566,,365,4.0606728,0.23299557,0.9679737,85.043365,0.9234225,0.14999999,444.9063696861267,-0.804743,-0.64259046,0.73212445
4.538259e-09,,-0.39927715,0.922564,0.3354838,7320,0.3131313,4.156892e-09,0.9234225,0.9668168,0.03401802,1.7830951,,366,9.482404,0.23247516,0.9679737,85.08591,0.9234225,0.14999999,445.9175567626953,-0.8037139,-0.6452343,0.73264486
4.513562e-09,,-1.2576375,0.43007165,-1.0243595,7340,-0.67676765,1.2080621e-09,0.9234225,0.9981018,0.013898812,1.781944,,367,3.926791,0.23329967,0.9679737,85.62097,0.9234225,0.14999999,446.94407057762146,-0.8050601,-0.6478699,0.73182034
4.489065e-09,,-0.5590415,0.91241175,-0.9723751,7360,-1.0,4.5907187,0.9234225,1.0356404,8.327381e-07,1.7869744,,368,5.975457,0.23280895,0.9679737,85.673676,0.9234225,0.14999999,448.3970913887024,-0.80440354,-0.6505531,0.73231107
4.464767e-09,,-0.41682202,0.91479284,-1.0901163,7380,-1.0,3.9671376,0.9234225,1.0353631,8.350014e-07,1.7809939,,369,5.895959,0.23231441,0.9679737,85.724,0.9234225,0.14999999,449.7380156517029,-0.80326784,-0.6532668,0.7328056
4.4406656e-09,,-0.81644475,0.909072,-0.16345784,7400,0.01010101,1.2505046e-11,0.9234225,1.0473489,2.6656284,1.7797676,,370,6.703574,0.23183805,0.9679737,85.78009,0.9234225,0.14999999,450.55555963516235,-0.803219,-0.65597314,0.73328197
4.416759e-09,,-0.6494964,0.8864995,-0.35923493,7420,-0.21212122,4.830997,0.9234225,0.987568,4.8188496,1.7798135,,371,4.918441,0.23142499,0.9679737,85.85867,0.9234225,0.14999999,451.45072770118713,-0.80269194,-0.65149367,0.73369503
4.393045e-09,,-0.54031795,0.91924906,-0.32465267,7440,-0.3939394,4.4448004,0.9234225,0.93388265,1.5188327,1.7809714,,372,4.5387945,0.23092616,0.9679737,85.90454,0.9234225,0.14999999,452.1701412200928,-0.80202913,-0.64128023,0.73419386
4.3695207e-09,,-0.53907114,0.9123387,-0.97861314,7460,-1.0,0.00018079032,0.9234225,1.037928,8.239066e-07,1.7780018,,373,5.866141,0.2304486,0.9679737,85.95734,0.9234225,0.14999999,452.9202892780304,-0.80150855,-0.63989025,0.7346714
4.346186e-09,,-0.42100787,0.9147351,-0.34122843,7480,-0.35353535,0.00068675884,0.9234225,0.94831777,2.2266703,1.7765436,,374,4.543113,0.22996712,0.9679737,86.00772,0.9234225,0.14999999,453.8215732574463,-0.8004007,-0.64256763,0.7351529
4.323037e-09,,-0.5282439,0.916259,-0.30520958,7500,-0.33333334,4.5043344,0.9234225,0.9580516,2.6134527,1.772569,,375,4.5227637,0.2294842,0.9679737,86.05658,0.9234225,0.14999999,454.5451719760895,-0.7998201,-0.63930184,0.7356358
4.3000723e-09,,-0.52940136,0.91119677,-0.7026273,7520,-1.0,9.9055e-05,0.9234225,1.0377259,8.1990356e-07,1.7725477,,376,5.821764,0.22901726,0.9679737,86.110504,0.9234225,0.14999999,455.7098615169525,-0.7992201,-0.6350199,0.73610276
4.277291e-09,,-0.37538445,0.92170095,-1.0231906,7540,-0.7979798,3.162995,0.9234225,1.0293792,0.0006180358,1.7724389,,377,3.6851761,0.22852498,0.9679737,86.15393,0.9234225,0.14999999,456.8874671459198,-0.7980065,-0.63767594,0.73659503
4.254689e-09,,-0.5296098,0.9126132,-0.031625643,7560,-0.27272728,1.6574224e-05,0.9234225,0.97818965,3.8311067,1.7689675,,378,4.618929,0.22805929,0.9679737,86.20642,0.9234225,0.14999999,457.93056535720825,-0.7972251,-0.64032334,0.7370607
4.232267e-09,,-0.8209148,0.6986434,0.753174,7580,0.7979798,1.3774988e-06,0.9234225,1.0579404,6.554907e-09,1.7685914,,379,13.07011,0.22816068,0.9679737,86.4729,0.9234225,0.14999999,459.1074016094208,-0.79735315,-0.63288116,0.73695934
4.2100208e-09,,-1.5187263,0.2146996,-0.34406835,7600,-0.07070707,3.4158122e-06,0.9234225,1.0365516,4.1823015,1.766588,,380,5.8578935,0.2295351,0.9679737,87.22333,0.9234225,0.14999999,460.55444598197937,-0.7991304,-0.6355162,0.7355849
4.187951e-09,,-0.51864344,0.9160462,-0.4270419,7620,-0.47474748,3.0566983,0.9234225,0.92532647,0.56193984,1.7678258,,381,4.407404,0.22906142,0.9679737,87.2724,0.9234225,0.14999999,462.30852794647217,-0.79830986,-0.6271984,0.7360586
