IWMin,ReturnMax,DenMISELogFirst,TimestepsSoFar,ReturnStepMax,Regret/t,ReturnMin,ReturnMean,IWMean,Delta,Iteration,Bound,TimeElapsed,ReturnAbsMax,LQGmu1_higher,IWFirstEpisode,LQGmu1_actor,Regret,DenMISELogLast,IWLastEpisode,LQGsigma_higher,DenMISEMeanLog,ReturnLastEpisode,IWMax
,0.9368113,-0.74929094,920,0.9807254,0.29397643,,0.6711436,1.138453,2.8730017e-07,46,3.5170221,34.137561559677124,0.9368113,-0.61616164,0.23953307,-0.54886544,13.522915,-0.94357026,1.6289034e-12,0.14999999,-0.8671248,0.36261064,4.7220674
,0.9368113,-0.7656034,940,0.9807254,0.28834915,,0.67677087,0.9747032,2.7520463e-07,47,3.4670892,34.908649921417236,0.9368113,0.07070707,0.6760326,0.25086296,13.55241,-0.56927013,0.00092751975,0.14999999,-0.8584352,0.93562716,6.5212965
,0.9368113,-0.7723756,960,0.9807254,0.2926793,,0.6724407,0.8653748,2.6385726e-07,48,3.4331055,35.675713300704956,0.9368113,-0.3939394,3.383709,-0.6316268,14.048607,-0.8882384,0.0006280343,0.14999999,-0.8603487,0.46892083,5.5447154
,0.9368113,-0.72487473,980,0.9807254,0.2872964,,0.6778236,1.2831038,2.531974e-07,49,3.421989,36.443689823150635,0.9368113,-0.67676765,0.07805922,-0.6179112,14.077526,-0.5060649,4.2163258,0.14999999,-0.85631764,0.93620586,4.3330774
,0.9368113,-0.7434856,1000,0.9807254,0.28214365,,0.68297637,1.5764139,2.4317083e-07,50,3.4187198,37.212974071502686,0.9368113,1.0,8.427758e-15,0.94977957,14.107182,-0.4528374,2.284022e-25,0.14999999,-0.8432481,0.93546015,14.696876
,0.9368113,-0.76328826,1020,0.9807254,0.29411358,,0.67100644,0.8729583,2.3372819e-07,51,3.3531423,37.98067092895508,0.9368113,-1.0,1.483365e-05,-0.9456091,14.999794,-1.1874008,1.782021e-36,0.14999999,-0.84181017,0.07251142,8.816833
,0.9368113,-0.7827061,1040,0.9807254,0.28908688,,0.67603314,1.0121646,2.248251e-07,52,3.3149793,38.742369413375854,0.9368113,0.3939394,0.0007853941,0.47957948,15.0325165,-0.62206864,2.384194e-17,0.14999999,-0.84062535,0.93239456,7.12277
,0.9368113,-0.80173916,1060,0.9807254,0.2945773,,0.6705427,1.1739967,2.1642118e-07,53,3.3071337,39.5055205821991,0.9368113,-0.5959596,0.3508876,-0.5064611,15.612595,-0.94874936,4.706967e-11,0.14999999,-0.8431748,0.38504305,4.4691186
,0.9368113,-0.8138326,1080,0.9807254,0.2896685,,0.6754515,0.6415917,2.0847979e-07,54,3.2931566,40.28427720069885,0.9368113,0.7373737,3.7389576e-09,0.76774627,15.642101,-0.55249256,5.413481e-15,0.14999999,-0.8350435,0.9356143,8.646582
,0.9368113,-0.83218175,1100,0.9807254,0.29798764,,0.6671324,0.8249434,2.0096763e-07,55,3.2934623,41.11505746841431,0.9368113,-0.11111111,4.2433176,-0.068715155,16.38932,-1.0685388,2.7198746e-07,0.14999999,-0.84604317,0.21789792,6.4250717
,0.9368113,-0.77588046,1120,0.9807254,0.29478395,,0.67033607,1.1713644,1.9385428e-07,56,3.2378078,42.09354257583618,0.9368113,-0.8181818,0.0033682587,-0.85860765,16.507904,-0.8014863,2.2487224e-05,0.14999999,-0.8487899,0.84653777,4.4283376
,0.9368113,-0.79351985,1140,0.9807254,0.29016328,,0.67495674,0.9264579,1.8711206e-07,57,3.22246,43.038642168045044,0.9368113,0.17171717,0.13780126,0.1826288,16.539307,-0.49387646,2.4780628e-10,0.14999999,-0.83998716,0.9337193,6.841325
,0.9368113,-0.80849695,1160,0.9807254,0.29344165,,0.67167836,0.92292,1.8071556e-07,58,3.2027473,44.074790239334106,0.9368113,-0.45454547,2.131579,-0.63693655,17.019615,-0.86049515,0.0007591226,0.14999999,-0.8420774,0.48480865,5.252506
,0.9368113,-0.7894993,1180,0.9807254,0.28895974,,0.6761603,1.2733175,1.7464151e-07,59,3.1741145,44.996423959732056,0.9368113,-0.7171717,0.036605243,-0.61707133,17.048626,-0.45458925,3.6317368,0.14999999,-0.8371279,0.9361126,4.1241784
,0.9368113,-0.8056861,1200,0.9807254,0.28463197,,0.68048805,0.85414666,1.6886865e-07,60,3.1404505,45.714853286743164,0.9368113,-1.0,1.5476082e-05,-0.9593017,17.077915,-0.42548907,0.1564731,0.14999999,-0.8261392,0.9358266,8.648922
,0.9368113,-0.8222152,1220,0.9807254,0.28050703,,0.684613,0.73578256,1.6337734e-07,61,3.1221333,46.187320709228516,0.9368113,-0.23232323,6.045553,-0.08643782,17.110931,-0.6374321,3.991412e-05,0.14999999,-0.82583517,0.9321041,6.045553
,0.9368113,-0.7439773,1240,0.9807254,0.27724487,,0.68787515,0.9719726,1.581496e-07,62,3.1402485,46.65513730049133,0.9368113,-0.01010101,1.7420092,-0.02025858,17.189182,-0.80711085,5.23725,0.14999999,-0.8300156,0.8868697,6.030405
,0.9368113,-0.7322682,1260,0.9807254,0.2758754,,0.6892446,0.87977743,1.5316883e-07,63,3.1216877,47.1310133934021,0.9368113,0.57575756,2.1473825e-06,0.5993711,17.38015,-0.7606346,0.002122199,0.14999999,-0.8297727,0.7741561,7.9954257
,0.9368113,-0.74801654,1280,0.9807254,0.28156763,,0.6835524,1.167664,1.484197e-07,64,3.0979102,47.60183310508728,0.9368113,-0.5959596,0.3325344,-0.7324037,18.020329,-1.0329777,1.2132621e-13,0.14999999,-0.8353076,0.32493985,4.3742766
,0.9368113,-0.7583383,1300,0.9807254,0.27768737,,0.68743265,1.1703883,1.4388809e-07,65,3.078664,48.06930994987488,0.9368113,-0.83838385,0.0019503358,-0.7418115,18.049679,-0.4151428,3.138449,0.14999999,-0.8265957,0.93577063,4.41061
,0.9368113,-0.7735758,1320,0.9807254,0.27394336,,0.69117665,1.4141407,1.3956085e-07,66,3.0787017,48.53420615196228,0.9368113,1.0,8.685206e-15,1.008418,18.080261,-0.3843657,2.0489815e-29,0.14999999,-0.81762904,0.93453485,14.861378
,0.9368113,-0.7886136,1340,0.9807254,0.28386003,,0.68126,0.9350529,1.3542595e-07,67,3.027392,49.035781145095825,0.9368113,0.27272728,0.017272107,0.32302898,19.01862,-1.3573484,6.1773e-05,0.14999999,-0.8211151,0.026761176,7.1203203
,0.9368113,-0.803171,1360,0.9807254,0.2872694,,0.6778506,1.2718625,1.3147212e-07,68,3.0230236,49.509514808654785,0.9368113,-0.6969697,0.056479782,-0.69432545,19.534317,-0.939131,6.191764e-10,0.14999999,-0.824159,0.4494194,4.0332556
,0.9368113,-0.81693953,1380,0.9807254,0.28352022,,0.6815998,0.93615013,1.2768895e-07,69,3.0120099,49.98232936859131,0.9368113,-0.07070707,3.2016902,-0.13300957,19.562897,-0.37344143,0.00068192085,0.14999999,-0.8140105,0.9365512,6.0971575
,0.9368113,-0.78597134,1400,0.9807254,0.28045917,,0.68466085,0.85066473,1.2406676e-07,70,2.9871836,50.452659368515015,0.9368113,0.8181818,9.42533e-11,1.0573254,19.632145,-0.761239,1.0557047e-08,0.14999999,-0.8145049,0.8958677,8.426273
,0.9368113,-0.80015594,1420,0.9807254,0.28974354,,0.6753765,0.8325001,1.2059652e-07,71,2.9619575,50.928858041763306,0.9368113,-1.0,1.5390731e-05,-1.1051303,20.571793,-1.5231514,,0.14999999,-0.8269292,0.025469057,8.7352495
,0.9368113,-0.814142,1440,0.9807254,0.2862414,,0.6788786,0.7124046,1.1726989e-07,72,2.9625375,51.404381275177,0.9368113,-0.3131313,5.318037,0.04916191,20.609379,-1.2609041,8.293148e-06,0.14999999,-0.8355555,0.927532,5.318037
,0.9368113,-0.7566742,1460,0.9807254,0.28795213,,0.6771679,1.0300765,1.1407902e-07,73,2.9504464,51.884886741638184,0.9368113,0.09090909,0.5026635,-0.115666315,21.0205,-0.8444172,5.952845,0.14999999,-0.8397414,0.55399555,6.3986387
,0.9368113,-0.7634176,1480,0.9807254,0.28498143,,0.6801386,0.9893662,1.1101664e-07,74,2.9419498,52.86882662773132,0.9368113,0.45454547,0.00012897824,0.5589972,21.088627,-0.7509951,0.0041023716,0.14999999,-0.83845747,0.89700276,7.772412
,0.9368113,-0.7768389,1500,0.9807254,0.2894274,,0.6756926,1.2489866,1.0807592e-07,75,2.9405751,53.852882623672485,0.9368113,-0.7171717,0.036144726,-0.5932676,21.707058,-1.0452756,1.449131e-15,0.14999999,-0.84177333,0.3466877,4.143081
,0.9368113,-0.7896023,1520,0.9807254,0.2859925,,0.6791275,0.97255546,1.0525054e-07,76,2.9259205,54.8237099647522,0.9368113,-0.11111111,4.066432,-0.11885675,21.735432,-0.49062505,0.024790294,0.14999999,-0.83414876,0.9367453,5.7852054
,0.9368113,-0.75055104,1540,0.9807254,0.28294516,,0.68217486,1.013195,1.02534514e-07,77,2.916425,55.312758445739746,0.9368113,-0.53535354,0.80305433,-0.5245692,21.786774,-0.71760917,0.11543019,0.14999999,-0.8332708,0.9137797,4.853882
,0.9368113,-0.7530792,1560,0.9807254,0.27969182,,0.6854282,0.8603781,9.9922275e-08,78,2.883762,55.78530478477478,0.9368113,-1.0,1.46829825e-05,-1.169318,21.815956,-0.5476233,0.030282559,0.14999999,-0.8296219,0.93593484,8.524311
,0.9368113,-0.765818,1580,0.9807254,0.27667183,,0.6884482,1.1068125,9.74086e-08,79,2.8520007,56.76709723472595,0.9368113,-0.57575756,0.4620772,-0.4547286,21.857079,-1.717354,0.0058949213,0.14999999,-0.8428842,0.92399895,4.438099
,0.9368113,-0.77256477,1600,0.9807254,0.27360106,,0.69151896,0.96268046,9.49886e-08,80,2.845746,57.75672388076782,0.9368113,-0.13131313,4.4447904,-0.43106967,21.888084,-0.61958826,0.4835402,0.14999999,-0.8389579,0.93411404,5.6579065
,0.9368113,-0.73091596,1620,0.9807254,0.2705989,,0.6945211,0.86917067,9.265769e-08,81,2.869876,58.75071096420288,0.9368113,-0.41414142,2.7998745,-0.47482494,21.91851,-0.6563655,5.0945883,0.14999999,-0.83740556,0.934691,5.288774
,0.9368113,-0.70920366,1640,0.9807254,0.26766384,,0.6974562,0.82706714,9.041153e-08,82,2.8486958,59.76397490501404,0.9368113,0.6363636,2.1528089e-07,0.769272,21.948433,-0.5571429,5.6275496e-12,0.14999999,-0.8357219,0.93519837,8.231999
,0.9368113,-0.72132504,1660,0.9807254,0.2734548,,0.69166523,0.9007651,8.8246054e-08,83,2.8310425,60.82907056808472,0.9368113,-1.0,1.4224057e-05,-1.0280085,22.69675,-1.1809843,5.333234e-30,0.14999999,-0.8422214,0.2168074,8.229899
,0.9368113,-0.73330104,1680,0.9807254,0.2706145,,0.6945055,1.1001352,8.6157456e-08,84,2.8206537,61.86955118179321,0.9368113,-0.53535354,0.78932047,-0.6568489,22.73162,-0.85601664,0.02845779,0.14999999,-0.84382266,0.93025106,4.497778
,0.9368113,-0.73578274,1700,0.9807254,0.2677769,,0.6973431,1.1436305,8.4142165e-08,85,2.7946472,62.887041091918945,0.9368113,-0.7777778,0.00882496,-0.57163215,22.76104,-0.40287474,2.875087,0.14999999,-0.8376341,0.9356984,4.162228
,0.9368113,-0.74737495,1720,0.9807254,0.26499397,,0.70012605,1.4507656,8.219674e-08,86,2.7910395,63.912349462509155,0.9368113,1.0,8.460614e-15,1.1950121,22.789482,-0.43257684,5.9493984e-24,0.14999999,-0.8314182,0.9366725,15.385971
,0.9368113,-0.75893575,1740,0.9807254,0.2727943,,0.6923257,0.87797284,8.031802e-08,87,2.7834501,64.76400923728943,0.9368113,0.23232323,0.04055085,0.33603936,23.7331,-2.4754095,3.594426e-08,0.14999999,-0.846159,0.02150283,7.5102267
,0.9368113,-0.7698985,1760,0.9807254,0.27564377,,0.68947625,1.1941844,7.850298e-08,88,2.7789025,65.81904768943787,0.9368113,-0.5959596,0.33989105,-0.8770236,24.256657,-1.0221913,3.0597686e-08,0.14999999,-0.8497528,0.44156885,4.1395874
,0.9368113,-0.77734303,1780,0.9807254,0.2728998,,0.6922202,0.9290154,7.674878e-08,89,2.771585,68.18382692337036,0.9368113,-1.0,1.5043599e-05,-0.9576985,24.288086,-0.5309733,3.2319436,0.14999999,-0.84416586,0.9336892,7.982506
,0.9368113,-0.7885162,1800,0.9807254,0.27023983,,0.6948802,0.97925365,7.505273e-08,90,2.7462733,70.96292734146118,0.9368113,0.41414142,0.00044336042,0.46061802,24.321583,-0.63589185,3.4542434e-18,0.14999999,-0.84286535,0.9316219,7.7871504
,0.9368113,-0.7995611,1820,0.9807254,0.2735535,,0.6915665,0.743147,7.3412274e-08,91,2.7471662,72.83016991615295,0.9368113,-0.2929293,5.5498323,-0.2827865,24.893368,-1.0278013,2.4605437e-05,0.14999999,-0.84539336,0.3933332,5.5498323
,0.9368113,-0.7512904,1840,0.9807254,0.27096003,,0.69416,1.0818168,7.182504e-08,92,2.7303514,75.17200636863708,0.9368113,-0.83838385,0.0019366379,-0.7922339,24.928318,-0.7367372,0.0058294944,0.14999999,-0.84707725,0.930168,4.3786077
,0.9368113,-0.76208025,1860,0.9807254,0.26837665,,0.69674337,0.9475806,7.028872e-08,93,2.7205846,77.0227861404419,0.9368113,0.01010101,1.4309027,0.22145142,24.95903,-0.41687688,2.4724377e-06,0.14999999,-0.84170616,0.93441266,6.2844577
,0.9368113,-0.75750667,1880,0.9807254,0.27073222,,0.6943878,0.8208724,6.880116e-08,94,2.7050834,78.929771900177,0.9368113,0.7979798,2.3460572e-10,0.7383251,25.44883,-0.9604641,0.004306249,0.14999999,-0.8437117,0.47532278,9.277067
,0.9368113,-0.76808876,1900,0.9807254,0.275531,,0.689589,1.1942945,6.736033e-08,95,2.699,80.91711902618408,0.9368113,-0.67676765,0.08150643,-0.53214926,26.175446,-1.1748028,4.0648467e-19,0.14999999,-0.84927684,0.23850304,4.00504
,0.9368113,-0.7777025,1920,0.9807254,0.2729795,,0.6921405,0.88416696,6.5964315e-08,96,2.7028847,82.9164035320282,0.9368113,-0.41414142,2.9339838,-0.6528999,26.206032,-0.4912683,3.18989,0.14999999,-0.84367114,0.9345272,5.2160487
,0.9368113,-0.7579607,1940,0.9807254,0.27047443,,0.6946456,1.2001281,6.461123e-08,97,2.669423,84.91316246986389,0.9368113,-0.6363636,0.17069837,-0.71347886,26.236015,-0.38365084,3.8796916,0.14999999,-0.8402226,0.93513393,3.9302714
,0.9368113,-0.7664589,1960,0.9807254,0.26802152,,0.6970985,0.90927994,6.329935e-08,98,2.6671712,87.1085901260376,0.9368113,-1.0,1.4880748e-05,-0.85664594,26.266113,-0.3594999,0.61468947,0.14999999,-0.8334154,0.9350269,7.949842
,0.9368113,-0.77661115,1980,0.9807254,0.26562816,,0.69949186,1.1482693,6.2027055e-08,99,2.6656575,89.45817399024963,0.9368113,-0.7979798,0.005617235,-0.7299426,26.297188,-0.46716103,3.9308665,0.14999999,-0.83080703,0.934046,4.0429554
,0.9368113,-0.78660476,2000,0.9807254,0.26326388,,0.70185614,0.94738555,6.079271e-08,100,2.6549082,91.52624154090881,0.9368113,0.57575756,2.267292e-06,0.6637102,26.326385,-0.34452936,1.3210798e-16,0.14999999,-0.82457954,0.9359199,8.518685
