IWMin,ReturnMax,DenMISELogFirst,TimestepsSoFar,ReturnStepMax,Regret/t,ReturnMin,ReturnMean,IWMean,Delta,Iteration,Bound,TimeElapsed,ReturnAbsMax,LQGmu1_higher,IWFirstEpisode,LQGmu1_actor,Regret,DenMISELogLast,IWLastEpisode,LQGsigma_higher,DenMISEMeanLog,ReturnLastEpisode,IWMax
,0.92637587,0.5471298,20,0.9704957,0.03874415,,0.92637587,2.318489e-15,0.0006079271,1,2097441800000.0,0.08047819137573242,0.92637587,1.0,2.318489e-15,1.1491854,0.03874415,0.5471298,2.318489e-15,0.14999999,0.5471298,0.92637587,2.318489e-15
,0.92637587,-0.14601734,40,0.9704957,0.4904937,,0.4746263,4.0007412e-06,0.00015198177,2,315177540.0,0.9246714115142822,0.92637587,-1.0,8.0014825e-06,-1.1621425,0.9809874,-0.20955001,,0.14999999,-0.17778367,0.02287676,8.0014825e-06
,0.92637587,-0.55147845,60,0.9704957,0.34038568,,0.62473434,7.091893e-05,6.754746e-05,3,2912.0754,1.561591625213623,0.92637587,0.45454547,0.00010434523,0.49444002,1.021157,-0.70465744,3.2081114e-25,0.14999999,-0.623717,0.9249504,0.00010841157
,0.92637587,-0.83912575,80,0.9704957,0.40199125,,0.56312877,0.16713719,3.7995444e-05,4,325.12115,1.9987328052520752,0.92637587,-0.5555556,0.6665317,-0.6935753,1.607965,-0.43954894,9.4533256e-11,0.14999999,-0.79341877,0.37831217,0.6665317
,0.9358124,-0.9081476,100,0.9797777,0.3274545,,0.6376655,0.13288453,2.4317082e-05,5,20.79208,2.421025037765503,0.9358124,0.17171717,0.15453804,0.13491337,1.6372726,-0.8805168,3.8126439e-07,0.14999999,-0.958428,0.9358124,0.5098842
,0.9358124,-1.0600295,120,0.9797777,0.35039198,,0.61472803,0.33726338,1.6886865e-05,6,19.886145,2.9135594367980957,0.9358124,0.7171717,1.1391095e-08,0.76695204,2.1023517,-0.50094306,0.0023466665,0.14999999,-1.0128577,0.5000407,1.8657408
,0.9358124,-1.2141802,140,0.9797777,0.40700102,,0.558119,1.1284577,1.2406674e-05,7,13.324371,3.383822202682495,0.9358124,-0.33333334,7.357787,-0.40768468,2.8490071,-0.66007584,1.0659289e-11,0.14999999,-1.0521989,0.21846473,7.357787
,0.9358124,-0.62932926,160,0.9797777,0.3599115,,0.6052085,1.120282,9.498861e-06,8,12.826514,3.8807194232940674,0.9358124,-0.7777778,0.007933788,-0.78462195,2.879292,-0.6172797,0.23497117,0.14999999,-1.0155171,0.9348346,8.1813345
,0.9358124,-0.7461211,180,0.9797777,0.32330793,,0.6418121,0.7113423,7.505273e-06,9,6.5024343,4.538976192474365,0.9358124,0.3131313,0.006365562,0.20018718,2.909771,-0.7013663,1.2571169e-11,0.14999999,-0.9964803,0.9346408,3.231034
,0.9358124,-0.8507746,200,0.9797777,0.33943146,,0.62568855,0.878109,6.0792704e-06,10,6.395834,5.5129234790802,0.9358124,0.85858583,1.4521055e-11,0.9413381,3.3943148,-0.57667303,0.00031021965,0.14999999,-0.98825455,0.48057655,6.054505
,0.9358124,-0.94608474,220,0.9797777,0.38904548,,0.57607454,0.8054707,5.0241906e-06,11,6.4320765,6.237144231796265,0.9358124,0.030303031,1.3625181,0.048425246,4.2795005,-0.6692874,5.073538e-08,0.14999999,-0.98046017,0.07993486,4.615155
,0.9358124,-0.91632223,240,0.9797777,0.39225185,,0.57286817,1.205538,4.221716e-06,12,6.425735,6.951155662536621,0.9358124,-0.6969697,0.06324614,-0.91565883,4.7070217,-0.5531851,2.0083655e-05,0.14999999,-0.9660805,0.53759813,7.100741
,0.9358124,-0.9911083,260,0.9797777,0.36455125,,0.6005688,1.558419,3.5972016e-06,13,6.7294245,7.679531574249268,0.9358124,-1.0,1.8628967e-05,-1.0647621,4.7391663,-0.93899393,5.8072033,0.14999999,-0.96256196,0.9329758,12.010063
,0.9358124,-1.0652148,280,0.9797777,0.34112233,,0.6239977,0.94156307,3.1016684e-06,14,6.279401,8.493995428085327,0.9358124,-0.25252524,7.686721,-0.14118354,4.775713,-0.9503631,2.9547468e-06,0.14999999,-0.94469863,0.92857355,7.686721
,0.9358124,-0.69656485,300,0.9797777,0.3225482,,0.6425718,0.69339526,2.7018984e-06,15,6.0578165,9.129324913024902,0.9358124,0.57575756,2.0720656e-06,0.55005324,4.8382225,-0.68961555,5.80313e-05,0.14999999,-0.9396315,0.9026098,6.666888
,0.9358124,-0.7611032,320,0.9797777,0.34075266,,0.62436736,0.6945639,2.3747152e-06,16,5.6102133,9.867336988449097,0.9358124,-0.45454547,2.032912,-0.38988888,5.4520426,-0.7638538,1.0389584e-09,0.14999999,-0.95175827,0.3513004,6.2809143
,0.9358124,-0.70211804,340,0.9797777,0.32263213,,0.6424879,1.3958898,2.103554e-06,17,5.3496428,10.304373979568481,0.9358124,-1.0,1.3953462e-05,-0.9762309,5.484746,-0.6378607,0.0012864614,0.14999999,-0.9538921,0.93241566,8.163451
,0.9358124,-0.7592756,360,0.9797777,0.30656934,,0.6585507,1.3277698,1.8763183e-06,18,5.024382,10.830831527709961,0.9358124,1.0,8.561912e-15,1.0524243,5.5182476,-0.63734007,1.0227777e-37,0.14999999,-0.9245524,0.93161803,14.083203
,0.9358124,-0.81334287,380,0.9797777,0.3398825,,0.6252375,0.99163055,1.6840087e-06,19,5.0314116,11.583097219467163,0.9358124,-0.13131313,4.6297865,-0.100212775,6.4577675,-1.0889356,2.368322e-13,0.14999999,-0.9293771,0.0256013,6.4425917
,0.9358124,-0.64656705,400,0.9797777,0.32619315,,0.63892686,1.0373437,1.5198176e-06,20,5.0125556,12.334997177124023,0.9358124,-0.8181818,0.0029596838,-0.7143256,6.523863,-0.6699006,5.5063578e-05,0.14999999,-0.920241,0.89902395,5.8657646
,0.9358124,-0.69520926,420,0.9797777,0.3120849,,0.6530351,1.1008148,1.3785193e-06,21,4.9137716,13.296300888061523,0.9358124,0.13131313,0.25195637,0.33174652,6.5537834,-0.6732255,6.5422483e-07,0.14999999,-0.91007113,0.9352008,7.215898
,0.9358124,-0.7298027,440,0.9797777,0.32155406,,0.64356595,0.9862841,1.2560477e-06,22,4.6715574,14.246182441711426,0.9358124,0.3939394,0.00074492383,0.32344168,7.07419,-0.96666205,6.416604,0.14999999,-0.91274565,0.44471392,6.416604
,0.9358124,-0.77422065,460,0.9797777,0.3300553,,0.6350647,0.7649746,1.1492007e-06,23,4.665186,14.999417543411255,0.9358124,-0.57575756,0.46597624,-0.66471845,7.5912714,-0.75374484,8.8872845e-08,0.14999999,-0.9096247,0.44803616,4.287277
,0.9358124,-0.79672295,480,0.9797777,0.31753868,,0.64758134,0.73446244,1.055429e-06,24,4.5438843,15.717329263687134,0.9358124,0.6969697,2.0475266e-08,0.51933897,7.620928,-0.6602939,6.5579284e-18,0.14999999,-0.9101918,0.9354637,7.2019763
,0.9358124,-0.8375449,500,0.9797777,0.32877898,,0.63634104,0.8756517,9.726833e-07,25,4.5009503,16.858729362487793,0.9358124,-0.33333334,5.0486655,-0.6217134,8.219475,-0.84212506,5.9401293e-07,0.14999999,-0.91975546,0.36657417,5.696391
,0.9358124,-0.69282323,520,0.9797777,0.31727862,,0.6478414,1.1924821,8.993004e-07,26,4.4835625,17.8611798286438,0.9358124,-0.7979798,0.0051657567,-0.81512886,8.249245,-0.7150206,2.7257977,0.14999999,-0.9185614,0.9353516,5.5208936
,0.9358124,-0.73036486,540,0.9797777,0.30665737,,0.65846264,1.163149,8.3391916e-07,27,4.3419685,18.846237182617188,0.9358124,-1.0,1.4353223e-05,-0.89401543,8.279749,-0.58222026,2.2275562,0.14999999,-0.9013214,0.9346161,8.164816
,0.9358124,-0.766732,560,0.9797777,0.2968365,,0.6682835,0.90734136,7.754171e-07,28,4.2379885,19.824263095855713,0.9358124,-0.030303031,2.169489,0.035416603,8.311422,-0.5338231,2.86434e-07,0.14999999,-0.88550824,0.9334459,5.8222938
,0.9358124,-0.7271967,580,0.9797777,0.2992609,,0.6658591,1.1092054,7.2286224e-07,29,4.2072434,20.767049551010132,0.9358124,-0.65656567,0.11483894,-0.66860014,8.678566,-0.7578978,0.0001357359,0.14999999,-0.88587505,0.59797513,5.300443
,0.9368113,-0.7571461,600,0.9807254,0.2902292,,0.6748908,1.1107839,6.754746e-07,30,4.182455,21.69534683227539,0.9368113,0.25252524,0.026265725,-0.04556489,8.706875,-0.5480669,2.9802136e-08,0.14999999,-0.87270695,0.9368113,6.423084
,0.9368113,-0.7890608,620,0.9807254,0.2840075,,0.6811125,0.9550455,6.325984e-07,31,4.0555105,22.169291496276855,0.9368113,0.53535354,9.472066e-06,1.0572975,8.804232,-0.7589783,0.0031445306,0.14999999,-0.8675013,0.8677637,7.389023
,0.9368113,-0.8208092,640,0.9807254,0.30449635,,0.66062367,1.5503395,5.936788e-07,32,4.0230103,23.015366554260254,0.9368113,1.0,9.105282e-15,1.0256743,9.743883,-1.6054671,12.313461,0.14999999,-0.89392126,0.025469812,13.937725
,0.9368113,-0.85158086,660,0.9807254,0.32371783,,0.6414022,0.9057875,5.582434e-07,33,4.0071983,23.93993067741394,0.9368113,-0.1919192,5.929435,-0.1850215,10.68269,-1.2040285,4.3631765e-14,0.14999999,-0.893016,0.026312254,5.929435
,0.9368113,-0.7161907,680,0.9807254,0.31553185,,0.64958817,1.2184819,5.258885e-07,34,3.999288,24.881471157073975,0.9368113,-0.83838385,0.001869842,-0.7309859,10.728081,-0.7012497,0.00040693983,0.14999999,-0.89126843,0.91972816,5.005476
,0.9368113,-0.74512327,700,0.9807254,0.3073581,,0.65776193,0.7676902,4.9626703e-07,35,3.9533424,25.847089052200317,0.9368113,-0.47474748,1.6341699,-0.5492654,10.757534,-0.56537634,1.0881603,0.14999999,-0.87711763,0.9356674,5.550434
,0.9368113,-0.7276608,720,0.9807254,0.29962415,,0.6654959,1.2043893,4.6907957e-07,36,3.8609672,26.834553480148315,0.9368113,-0.65656567,0.11489224,-0.70291555,10.7864685,-0.66114044,3.9887173,0.14999999,-0.8781035,0.936184,4.811148
,0.9368113,-0.7518734,740,0.9807254,0.2923258,,0.6727942,1.0621208,4.4406656e-07,37,3.8599632,27.713050365447998,0.9368113,0.030303031,1.1220117,0.0997583,10.816055,-0.48400152,2.7961125e-05,0.14999999,-0.8631701,0.93553543,6.3964834
,0.9368113,-0.7486677,760,0.9807254,0.29642934,,0.6686907,0.72847766,4.2100217e-07,38,3.7982707,28.180316925048828,0.9368113,0.7979798,2.3254126e-10,1.1002283,11.264315,-0.78680867,0.00011522349,0.14999999,-0.8607822,0.5168591,8.281899
,0.9368113,-0.7746432,780,0.9807254,0.31295258,,0.65216744,0.9814981,3.996891e-07,39,3.7679327,28.663147926330566,0.9368113,-1.0,1.5003038e-05,-0.9151783,12.205149,-1.6301072,,0.14999999,-0.8881906,0.024285197,8.67864
,0.9368113,-0.7999606,800,0.9807254,0.30592698,,0.65919304,1.2844758,3.799544e-07,40,3.6818402,29.483686685562134,0.9368113,-0.75757575,0.015122714,-0.8086308,12.23708,-0.59433526,2.7747164,0.14999999,-0.8825613,0.9331924,4.4778566
,0.9368113,-0.8242752,820,0.9807254,0.29919994,,0.6659201,0.8574576,3.6164613e-07,41,3.627211,30.253193855285645,0.9368113,-0.21212122,5.965975,-0.40583953,12.267197,-0.45611018,0.0015447352,0.14999999,-0.86626005,0.9349997,5.965975
,0.9368113,-0.71252143,840,0.9807254,0.2927916,,0.6723284,0.82115054,3.4462983e-07,42,3.6341343,31.049792289733887,0.9368113,-0.43434343,2.3282182,-0.4128394,12.297249,-0.76220393,5.597558,0.14999999,-0.86786324,0.9350684,5.6085634
,0.9368113,-0.6821001,860,0.9807254,0.2867086,,0.6784114,0.9056274,3.2878697e-07,43,3.6225297,31.819593906402588,0.9368113,0.2929293,0.009716251,0.44150627,12.32847,-0.65855956,8.008999e-05,0.14999999,-0.86765677,0.9338974,7.52266
,0.9368113,-0.70486367,880,0.9807254,0.29297972,,0.6721403,1.191168,3.140119e-07,44,3.5260139,32.59073853492737,0.9368113,-0.85858583,0.001069869,-0.73275185,12.891109,-1.0022856,3.5287641e-16,0.14999999,-0.8736954,0.402484,4.677704
,0.9368113,-0.7273122,900,0.9807254,0.28712016,,0.67799985,0.848247,3.0021093e-07,45,3.5264199,33.36462044715881,0.9368113,0.53535354,8.904873e-06,0.52748114,12.920408,-0.46500725,1.2796686e-15,0.14999999,-0.86112535,0.93581945,7.8993545
