LQGsigma_higher,IWFirstEpisode,ReturnMean,Iteration,IWMax,DenMISEMeanLog,IWMin,IWLastEpisode,ReturnLastEpisode,LQGmu1_higher,Regret/t,TimeElapsed,DenMISELogFirst,ReturnStepMax,IWMean,ReturnMin,Delta,Bound,Regret,DenMISELogLast,ReturnAbsMax,LQGmu1_actor,TimestepsSoFar,ReturnMax
0.14999999,7.008029,0.629231,11,7.008029,-0.7317244,,0.64506215,0.4586137,0.030303031,0.33588904,7.23572564125061,-0.98293877,0.9862475,0.7328383,,5.0241906e-06,6.5551014,3.6947799,-0.574846,0.9426324,0.021132717,220,0.9426324
0.14999999,4.4262043e-07,0.6379151,12,9.023441,-0.748782,,7.982698e-07,0.73344004,0.85858583,0.32720494,8.01922869682312,-0.5770277,0.9862475,1.3712382,,4.221716e-06,6.5248346,3.9264593,-0.5660631,0.9426324,0.9791556,240,0.9426324
0.14999999,0.0036969578,0.59297645,13,5.654849,-0.7553004,,0.18069464,0.053713113,0.57575756,0.37214357,8.763282060623169,-0.65707034,0.9862475,0.84480566,,3.5972016e-06,6.1347938,4.837867,-0.9270937,0.9426324,0.43655908,260,0.9426324
0.14999999,1.5905337e-07,0.58044654,14,8.405065,-0.7626201,,1.0079233e-16,0.41755846,-0.8787879,0.38467348,9.210413694381714,-0.73089397,0.9862475,0.6245471,,3.1016684e-06,6.0212255,5.3854294,-0.6358545,0.9426324,-0.83617854,280,0.9426324
0.14999999,2.0731425,0.60446906,15,2.335436,-0.79373944,,0.000989435,0.94078374,-0.21212122,0.36065096,9.992005348205566,-0.7998869,0.9862475,0.7239124,,2.7018984e-06,5.8373003,5.4097643,-0.7578325,0.9426324,-0.41035587,300,0.9426324
0.14999999,0.00059196155,0.62555444,16,3.2507763,-0.80351233,,1.6605706,0.9418356,-0.6363636,0.33956558,10.951416730880737,-0.73496896,0.9862475,0.9685857,,2.3747152e-06,5.893862,5.433049,-0.6640803,0.9426324,-0.48891693,320,0.9426324
0.14999999,0.080579594,0.64410204,17,4.951886,-0.7962762,,4.6039834,0.9408636,-0.43434343,0.32101798,11.894190549850464,-0.7955566,0.9862475,1.7290016,,2.103554e-06,5.43615,5.457305,-0.61492413,0.9426324,-0.57101226,340,0.9426324
0.14999999,1.742535e-09,0.660673,18,9.242328,-0.7491872,,6.654424e-24,0.9423796,1.0,0.304447,12.494303464889526,-0.8479862,0.9862475,1.3499181,,1.8763183e-06,5.079929,5.4800453,-0.50127065,0.9426324,1.1261326,360,0.9426324
0.14999999,1.1641244e-09,0.6276003,19,4.131713,-0.7802168,,,0.032292265,-1.0,0.3375197,13.367627620697021,-0.9020535,0.9862475,0.4020714,,1.6840087e-06,5.0757456,6.412874,-1.4753927,0.9426324,-0.92924196,380,0.9426324
0.14999999,0.46501082,0.64321697,20,7.239104,-0.809285,,7.4378355e-16,0.9399328,0.35353535,0.32190305,14.076733350753784,-0.9533467,0.9862475,1.2995121,,1.5198176e-06,4.9246426,6.4380608,-0.7540967,0.9426324,0.07511395,400,0.9426324
0.14999999,6.7639933,0.63900995,21,6.9690704,-0.8096889,,6.9690704,0.5548692,0.05050505,0.32611006,14.558521747589111,-0.97915256,0.9862475,1.0711267,,1.3785193e-06,5.014209,6.8483124,-0.9767581,0.9426324,0.099646404,420,0.9426324
0.14999999,5.172049e-05,0.6338917,22,4.41964,-0.8082806,,2.0246512e-06,0.5264092,-0.7171717,0.33122832,15.004763126373291,-0.746455,0.9862475,0.9030049,,1.2560477e-06,4.8195405,7.2870235,-0.7381936,0.9426324,-0.6452942,440,0.9426324
0.14999999,0.022627346,0.6473015,23,4.878559,-0.8052516,,2.9621553,0.9423154,-0.4949495,0.31781852,15.488517999649048,-0.7909044,0.9862475,1.5524162,,1.1492007e-06,4.7438173,7.309826,-0.6100364,0.9426324,-0.4155622,460,0.9426324
0.14999999,0.000490895,0.6595607,24,3.7304974,-0.77442646,,3.5683265e-11,0.9415229,0.65656567,0.30555934,15.930329084396362,-0.8324807,0.9862475,0.49652088,,1.055429e-06,4.5222306,7.3334236,-0.508993,0.9426324,0.5571965,480,0.9426324
0.14999999,1.81905,0.64753395,25,2.2927954,-0.79766387,,5.99949e-06,0.35889193,-0.23232323,0.31758606,16.449715614318848,-0.87328225,0.9862475,0.70082945,,9.726833e-07,4.4616747,7.9396515,-0.8500142,0.9426324,-0.18987137,500,0.9426324
0.14999999,3.332998,0.6582709,26,5.7318735,-0.80584615,,0.29532152,0.9266952,0.17171717,0.30684912,17.203040838241577,-0.8422663,0.9862475,1.0105945,,8.993004e-07,4.356003,7.978077,-0.7076008,0.9426324,0.13795155,520,0.9426324
0.14999999,1.0093486e-09,0.6532662,27,6.161164,-0.80402994,,1.7319688e-12,0.52314234,-1.0,0.31185383,17.95168900489807,-0.7593901,0.9862475,0.51853603,,8.3391916e-07,4.2639704,8.4200535,-0.71636975,0.9426324,-0.76682365,540,0.9426324
0.14999999,0.0011089281,0.6635539,28,5.100162,-0.819632,,3.357279,0.94132286,-0.61616164,0.30156612,18.716562509536743,-0.7957578,0.9862475,1.2162956,,7.754171e-07,4.2972455,8.443851,-0.7373726,0.9426324,-0.31535006,560,0.9426324
0.14999999,0.34995434,0.67306364,29,4.9895744,-0.8083047,,4.9895744,0.93933624,-0.35353535,0.29205638,19.47545289993286,-0.8308095,0.9862475,1.3066075,,7.2286224e-07,4.2721305,8.469635,-0.6615716,0.9426324,-0.557265,580,0.9426324
0.14999999,5.490597,0.6819807,30,5.490597,-0.7886089,,0.02196277,0.940577,-0.07070707,0.2831393,20.242641925811768,-0.85271585,0.9862475,0.89951426,,6.754746e-07,4.1888328,8.494179,-0.46427065,0.9426324,0.023873247,600,0.9426324
0.14999999,0.040561013,0.6851799,31,7.468369,-0.7909359,,0.059862453,0.78115416,0.47474748,0.27994013,21.008054733276367,-0.7174353,0.9862475,1.065961,,6.325984e-07,4.1625113,8.678144,-0.7236152,0.9426324,0.5354526,620,0.9426324
0.14999999,1.6125387e-06,0.67531353,32,5.9531813,-0.7941073,,1.3269785e-17,0.36945757,-0.8181818,0.2898065,21.770914554595947,-0.7478764,0.9862475,0.8819926,,5.936788e-07,4.1368403,9.273808,-0.87913924,0.9426324,-0.61288035,640,0.9426324
0.14999999,1.154635e-06,0.68343,33,8.904685,-0.791623,,2.1762941e-20,0.94315684,0.83838385,0.28169,22.537188053131104,-0.778648,0.98679155,0.86778235,,5.582434e-07,4.1188765,9.295771,-0.5514622,0.94315684,0.8412638,660,0.94315684
0.14999999,0.014565643,0.6683137,34,4.513795,-0.8039461,,1.2901171e-17,0.16947465,-0.5151515,0.29680634,23.279688358306885,-0.80850095,0.98679155,1.440948,,5.258885e-07,4.0572033,10.0914135,-1.0184435,0.94315684,-0.6092618,680,0.94315684
0.14999999,1.7236009e-09,0.6761247,35,13.653215,-0.7843697,,4.452204e-25,0.9416972,1.0,0.28899533,24.03220820426941,-0.8370602,0.98679155,1.2367556,,4.9626703e-07,3.8668633,10.114838,-0.5000065,0.94315684,0.9696484,700,0.94315684
0.14999999,4.9228554,0.65907276,36,6.5310445,-0.78854924,,5.802261e-07,0.062257368,0.11111111,0.30604726,24.793877601623535,-0.8652311,0.98679155,1.1216291,,4.6907957e-07,3.8704207,11.0177,-1.0416683,0.94315684,0.11871118,720,0.94315684
0.14999999,0.00033963472,0.6555284,37,4.778455,-0.7862976,,9.051498e-06,0.52793264,-0.65656567,0.3095916,25.56406593322754,-0.76446027,0.98679155,1.1709993,,4.4406656e-07,3.832446,11.454891,-0.76599747,0.94315684,-0.48355645,740,0.94315684
0.14999999,0.08022283,0.66302454,38,4.4903197,-0.7744531,,4.0405974,0.94038075,-0.43434343,0.30209547,26.336711883544922,-0.79111934,0.98679155,1.3760798,,4.2100217e-07,3.804011,11.479628,-0.4720316,0.94315684,-0.5263379,760,0.94315684
0.14999999,0.72999465,0.67017925,39,6.965982,-0.7563177,,6.2318077e-07,0.9420572,0.3131313,0.29494077,27.113394498825073,-0.81498593,0.98679155,0.99040985,,3.996891e-07,3.7228298,11.502689,-0.39358184,0.94315684,0.27848893,780,0.94315684
0.14999999,3.9993706,0.6652645,40,5.5516176,-0.7586697,,0.14234725,0.4735914,-0.13131313,0.29985553,27.894530296325684,-0.8217589,0.98679155,0.75408965,,3.799544e-07,3.690065,11.994221,-0.8042827,0.94315684,-0.17536032,800,0.94315684
0.14999999,0.002411364,0.6716519,41,7.3734527,-0.7639551,,9.853356e-06,0.92714643,0.5959596,0.29346812,28.657806158065796,-0.7511557,0.98679155,0.8028568,,3.6164613e-07,3.6620238,12.032192,-0.714888,0.94315684,0.5493295,820,0.94315684
0.14999999,0.014088508,0.6643779,42,4.2204537,-0.7728573,,7.6471454e-11,0.3661469,-0.5151515,0.3007421,29.390299320220947,-0.7751944,0.98679155,1.3997883,,3.4462983e-07,3.6320958,12.631168,-0.90815824,0.94315684,-0.73929614,840,0.94315684
0.14999999,1.6960855e-06,0.67083764,43,6.1121798,-0.7620124,,4.488581,0.9421434,-0.8181818,0.29428238,30.305339097976685,-0.7983895,0.98679155,0.85932136,,3.2878697e-07,3.6838717,12.65414,-0.66164297,0.94315684,-0.8219596,860,0.94315684
0.14999999,1.073897e-09,0.676972,44,5.8843074,-0.764457,,2.6463385,0.9407475,-1.0,0.28814805,31.076107025146484,-0.821379,0.98679155,0.4210688,,3.140119e-07,3.5342953,12.678516,-0.69940406,0.94315684,-0.90397316,880,0.94315684
0.14999999,1.1120154,0.682812,45,5.01824,-0.7773475,,0.00081170385,0.93977237,-0.27272728,0.28230804,31.846917867660522,-0.84385186,0.98679155,0.8742471,,3.0021093e-07,3.526415,12.703863,-0.760363,0.94315684,-0.31232026,900,0.94315684
0.14999999,2.9465034e-05,0.688367,46,4.9096704,-0.775654,,0.08377729,0.938344,-0.7373737,0.276753,32.62195801734924,-0.8414197,0.98679155,1.0695174,,2.8730017e-07,3.5178735,12.730637,-0.55712456,0.94315684,-0.89267075,920,0.94315684
0.14999999,6.215481,0.6937274,47,6.341623,-0.773494,,3.2721008e-08,0.94030195,0.030303031,0.27139264,33.393537521362305,-0.86292523,0.98679155,1.0593541,,2.7520463e-07,3.5072012,12.755455,-0.7172505,0.94315684,-0.015644848,940,0.94315684
0.14999999,9.852247e-06,0.6963206,48,8.048632,-0.77280587,,4.760252e-06,0.81820375,0.7777778,0.26879942,34.168107748031616,-0.75977695,0.98679155,0.7843849,,2.6385726e-07,3.457696,12.90237,-0.7559329,0.94315684,0.86217105,960,0.94315684
0.14999999,0.096811906,0.6852335,49,7.2996454,-0.78399783,,0.1340074,0.1530507,0.43434343,0.27988654,35.02682089805603,-0.780396,0.98679155,1.0329618,,2.531974e-07,3.3971043,13.714443,-1.0794361,0.94315684,0.68423724,980,0.94315684
0.14999999,3.729926e-07,0.677171,50,5.6525636,-0.7884927,,7.6747e-23,0.2821092,-0.85858583,0.28794903,36.12217354774475,-0.79862493,0.98679155,0.93388015,,2.4317083e-07,3.3927007,14.3974495,-0.9959204,0.94315684,-0.7410501,1000,0.94315684
0.14999999,0.0033384026,0.68235165,51,4.326539,-0.7855319,,2.4899132,0.9413888,-0.57575756,0.28276837,37.169838428497314,-0.81842756,0.98679155,1.2516462,,2.3372819e-07,3.3897066,14.421188,-0.5412138,0.94315684,-0.8502371,1020,0.94315684
0.14999999,1.7248407e-09,0.6873132,52,14.198654,-0.77825445,,4.5682106e-33,0.9403528,1.0,0.27780682,37.90712833404541,-0.8377802,0.98679155,1.1913486,,2.248251e-07,3.372039,14.445953,-0.63070107,0.94315684,0.8056874,1040,0.94315684
0.14999999,2.4182384,0.6780525,53,6.239895,-0.7814039,,0.0030203257,0.19649534,0.21212122,0.28706753,38.60748553276062,-0.85682833,0.98679155,0.9500771,,2.1642118e-07,3.3419905,15.214577,-1.0487794,0.94315684,0.23997293,1060,0.94315684
0.14999999,0.84760803,0.67455417,54,5.241302,-0.78398097,,0.011242004,0.48913878,-0.2929293,0.29056585,39.08211708068848,-0.83090365,0.98679155,0.9158273,,2.0847979e-07,3.338646,15.690556,-0.84449494,0.94315684,-0.062618196,1080,0.94315684
0.14999999,5.7146673,0.678949,55,6.0711827,-0.78664577,,6.0711827,0.9162684,-0.05050505,0.28617102,39.93656826019287,-0.83367825,0.98679155,1.0121714,,2.0096763e-07,3.3744683,15.739407,-0.8286326,0.94315684,-0.24133301,1100,0.94315684
0.14999999,3.3633905e-06,0.6835074,56,5.1186156,-0.7849104,,0.00532383,0.93421835,-0.7979798,0.28161263,40.9131498336792,-0.75284463,0.98679155,1.0737525,,1.9385428e-07,3.299192,15.770309,-0.67193794,0.94315684,-1.0883439,1120,0.94315684
0.14999999,1.0206701e-09,0.68795013,57,9.846499,-0.7963531,,9.846499,0.93674314,-1.0,0.27716988,41.89252591133118,-0.7705442,0.98679155,0.6922609,,1.8711206e-07,3.3554118,15.798683,-1.4823711,0.94315684,-0.8023015,1140,0.94315684
0.14999999,0.24076264,0.69231915,58,4.690049,-0.7979114,,0.078533985,0.9413533,-0.37373737,0.27280086,42.871556758880615,-0.7879359,0.98679155,1.0758989,,1.8071556e-07,3.2213078,15.822449,-0.55908924,0.94315684,-0.3587229,1160,0.94315684
0.14999999,0.00084594754,0.6965133,59,7.9414725,-0.79262906,,1.2670818e-09,0.93977845,0.6363636,0.26860672,43.84882664680481,-0.8008878,0.98679155,0.9121632,,1.7464151e-07,3.1971152,15.847797,-0.5396532,0.94315684,0.8183099,1180,0.94315684
0.14999999,3.9830937,0.6880221,60,5.3484225,-0.7998038,,1.5937124e-08,0.18704201,-0.13131313,0.27709794,44.91613507270813,-0.81768066,0.98679155,0.89584416,,1.6886865e-07,3.195756,16.625874,-1.106847,0.94315684,0.02487205,1200,0.94315684
0.14999999,0.00018682065,0.6869129,61,4.4501767,-0.8015122,,0.000103200306,0.620361,-0.67676765,0.27820712,45.787522315979004,-0.7699356,0.98679155,1.0920035,,1.6337734e-07,3.1728883,16.970634,-0.78294396,0.94315684,-0.5507053,1220,0.94315684
0.14999999,4.0985737,0.69103056,62,6.435434,-0.7950526,,0.00013861529,0.9422031,0.13131313,0.27408946,46.7640814781189,-0.7861931,0.98679155,1.0624841,,1.581496e-07,3.1452558,16.993546,-0.4746611,0.94315684,0.11873553,1240,0.94315684
0.14999999,0.03332758,0.68834454,63,4.4026265,-0.7944337,,0.0023330434,0.52181405,-0.47474748,0.27677548,47.73439383506775,-0.73818064,0.98679155,1.1803248,,1.5316883e-07,3.1356325,17.436855,-0.788395,0.94315684,-0.40228093,1260,0.94315684
0.14999999,1.0033216e-09,0.6922859,64,9.388677,-0.7873258,,0.0015569198,0.9405909,-1.0,0.27283412,48.71231651306152,-0.7534001,0.98679155,0.6471902,,1.484197e-07,3.1216085,17.461384,-0.4960648,0.94315684,-0.91565514,1280,0.94315684
0.14999999,2.3943448e-06,0.69610184,65,8.730935,-0.7918071,,5.258109e-29,0.94032234,0.8181818,0.26901817,49.57911038398743,-0.7689043,0.98679155,1.1418816,,1.4388809e-07,3.0699718,17.48618,-0.710858,0.94315684,0.6987595,1300,0.94315684
0.14999999,1.6721423e-06,0.6896846,66,4.9227304,-0.794313,,4.7086827e-22,0.27256337,-0.8181818,0.2754354,50.046966314315796,-0.78417176,0.98679155,1.0312549,,1.3956085e-07,3.067768,18.178738,-1.0501571,0.94315684,-0.82515955,1320,0.94315684
0.14999999,0.3985861,0.69344056,67,7.32025,-0.7906246,,1.8114484e-13,0.941333,0.35353535,0.27167946,50.587421894073486,-0.7992096,0.98679155,0.9011431,,1.3542595e-07,3.0610833,18.202522,-0.5561596,0.94315684,0.37119135,1340,0.94315684
0.14999999,0.46781158,0.689748,68,5.0029726,-0.7948825,,0.00011229809,0.44234467,-0.33333334,0.27537203,51.064255714416504,-0.80809325,0.98679155,1.0242859,,1.3147212e-07,3.061113,18.725296,-0.9575798,0.94315684,-0.45761544,1360,0.94315684
0.14999999,0.0055589285,0.6934108,69,4.3315387,-0.79033417,,3.4991667,0.9424821,-0.5555556,0.2717092,51.63804006576538,-0.815836,0.98679155,1.1574353,,1.2768895e-07,3.037955,18.74794,-0.48750496,0.94315684,-0.42087817,1380,0.94315684
0.14999999,6.0687914,0.69690335,70,6.0687914,-0.7838212,,0.10043077,0.93789023,-0.01010101,0.26821667,52.172409772872925,-0.8301442,0.98679155,1.0288165,,1.2406676e-07,3.0254471,18.77517,-0.47326255,0.94315684,-0.14457715,1400,0.94315684
0.14999999,1.597662e-09,0.7001209,71,14.662402,-0.7829488,,1.2478782e-12,0.92535245,1.0,0.2649991,52.64434885978699,-0.761186,0.98679155,1.0288016,,1.2059652e-07,3.0087862,18.814938,-0.72461826,0.94315684,0.9336246,1420,0.94315684
0.14999999,1.6490581,0.6917008,72,5.2224817,-0.78868324,,6.5088966e-13,0.09387613,-0.23232323,0.2734192,53.120471239089966,-0.77517223,0.98679155,0.91603345,,1.1726989e-07,2.9967613,19.68618,-1.1710421,0.94315684,-0.28171393,1440,0.94315684
0.14999999,0.11507031,0.69503546,73,4.3506427,-0.78718823,,3.2277946,0.935128,-0.41414142,0.27008456,53.75501775741577,-0.76632035,0.98679155,1.1845416,,1.1407902e-07,2.9913287,19.716171,-0.5833297,0.94315684,-0.1973402,1460,0.94315684
0.14999999,0.0112141855,0.6982192,74,8.163179,-0.7830124,,3.3321903e-05,0.93062866,0.53535354,0.26690084,54.23082947731018,-0.7783509,0.98679155,0.9397719,,1.1101664e-07,2.9840293,19.750664,-0.64230305,0.94315684,0.32106057,1480,0.94315684
0.14999999,7.971165e-07,0.6950474,75,5.2693973,-0.78690344,,7.5720853e-13,0.46033654,-0.83838385,0.27007264,54.733871936798096,-0.7916224,0.98679155,1.0010871,,1.0807592e-07,2.9669993,20.255447,-0.9862707,0.94315684,-0.7770993,1500,0.94315684
0.14999999,1.8892372,0.6982897,76,6.976202,-0.7842535,,6.8638617e-10,0.94146144,0.23232323,0.26683033,55.43687987327576,-0.8048676,0.98679155,1.0009198,,1.0525054e-07,2.9443831,20.279106,-0.56521606,0.94315684,0.42129484,1520,0.94315684
0.14999999,2.934219,0.6946836,77,5.4035416,-0.7871791,,0.0028852616,0.42062446,-0.17171717,0.2704364,56.25511026382446,-0.79338527,0.98679155,0.937433,,1.02534514e-07,2.9363818,20.8236,-0.9884182,0.94315684,-0.13843639,1540,0.94315684
0.14999999,0.00018662549,0.6976396,78,4.4337664,-0.7867137,,0.008338333,0.92524534,-0.67676765,0.26748043,57.06256580352783,-0.76889,0.98679155,1.039735,,9.9922275e-08,2.9135485,20.863472,-0.6749398,0.94315684,-0.41926643,1560,0.94315684
0.14999999,0.23924838,0.7007231,79,4.4178386,-0.78250146,,4.1075673,0.94124085,-0.37373737,0.2643969,57.92047905921936,-0.7816267,0.98679155,1.1536523,,9.74086e-08,2.9153204,20.88736,-0.48071384,0.94315684,-0.3112909,1580,0.94315684
0.14999999,1.0419531e-09,0.70367813,80,9.548639,-0.7773561,,0.00011678969,0.937125,-1.0,0.2614419,58.90436363220215,-0.79118156,0.98679155,0.62887937,,9.49886e-08,2.8895836,20.915352,-0.5071332,0.94315684,-1.0494641,1600,0.94315684
0.14999999,5.5453625,0.70656574,81,5.7053213,-0.7865935,,1.9520865e-09,0.93757415,-0.05050505,0.25855428,59.74962544441223,-0.8036041,0.98679155,1.0014677,,9.265769e-08,2.877565,20.942894,-1.1434367,0.94315684,0.004176777,1620,0.94315684
0.14999999,0.16341177,0.70711386,82,4.246753,-0.7863362,,0.16612211,0.75151116,-0.3939394,0.25800616,60.57969260215759,-0.74965465,0.98679155,1.1592938,,9.041153e-08,2.846497,21.156502,-0.7489313,0.94315684,-0.35118973,1640,0.94315684
0.14999999,0.06392606,0.70989805,83,7.7406445,-0.78063613,,2.2759684e-06,0.93820024,0.45454547,0.25522196,61.44724678993225,-0.7597852,0.98679155,0.9958258,,8.8246054e-08,2.83795,21.183426,-0.455589,0.94315684,0.5286592,1660,0.94315684
0.14999999,3.8477727e-05,0.70587796,84,8.366712,-0.7841548,,2.87018,0.3722127,0.7373737,0.25924206,62.263325214385986,-0.77099144,0.98679155,1.001075,,8.6157456e-08,2.8379445,21.776333,-1.0442319,0.94315684,0.6076362,1680,0.94315684
0.14999999,1.0332827e-09,0.7014888,85,9.063588,-0.78764737,,8.71317e-25,0.33279878,-1.0,0.26363122,63.08676552772522,-0.78282547,0.98679155,0.69221324,,8.4142165e-08,2.8301504,22.408653,-1.0552347,0.94315684,-0.9992912,1700,0.94315684
0.14999999,2.0620492,0.7042501,86,4.9836016,-0.7928781,,6.9594503e-06,0.93895435,-0.21212122,0.26086992,63.90409445762634,-0.7945215,0.98679155,1.0045893,,8.219674e-08,2.8263755,22.434814,-0.9161113,0.94315684,-0.25202557,1720,0.94315684
0.14999999,7.897895e-07,0.70690286,87,5.1062403,-0.79003036,,0.0021881848,0.9350442,-0.83838385,0.25821716,64.66362071037292,-0.782388,0.98679155,0.9772597,,8.031802e-08,2.798714,22.46489,-0.53749365,0.94315684,-1.0727669,1740,0.94315684
0.14999999,4.9955497,0.70951825,88,6.4254246,-0.79533124,,7.663827e-13,0.93705785,0.09090909,0.25560176,65.1436357498169,-0.7938166,0.98679155,1.0089737,,7.850298e-08,2.7958825,22.492958,-1.2167692,0.94315684,0.11106832,1760,0.94315684
0.14999999,9.998161e-10,0.7074706,89,8.33732,-0.7958886,,7.462875e-12,0.5272749,-1.0,0.25764942,65.67827463150024,-0.74990135,0.98679155,0.7889841,,7.674878e-08,2.7874594,22.930801,-0.83347267,0.94315684,-1.0725697,1780,0.94315684
0.14999999,0.16528863,0.71002364,90,4.3316855,-0.802366,,0.00030213312,0.93725014,-0.3939394,0.25509638,66.60099291801453,-0.76107466,0.98679155,1.1616467,,7.505273e-08,2.7867842,22.958672,-1.151381,0.94315684,-0.42375225,1800,0.94315684
0.14999999,1.6122732e-09,0.7125533,91,15.443281,-0.7969299,,1.143952e-19,0.940223,1.0,0.2525667,70.83494567871094,-0.77028966,0.98679155,0.9682279,,7.3412274e-08,2.785794,22.983566,-0.45321357,0.94315684,1.0170491,1820,0.94315684
0.14999999,0.00880355,0.70518196,92,4.4538765,-0.80476,,6.210185e-23,0.034380924,-0.53535354,0.25993806,73.21860647201538,-0.7812187,0.98679155,1.0660745,,7.182504e-08,2.7509615,23.914299,-1.4430807,0.94315684,-0.5143351,1840,0.94315684
0.14999999,0.9321051,0.7077281,93,7.361953,-0.8005059,,2.170092e-06,0.94197774,0.2929293,0.25739193,75.49358296394348,-0.79193395,0.98679155,0.96386147,,7.028872e-08,2.7411861,23.937454,-0.4627652,0.94315684,0.06797576,1860,0.94315684
0.14999999,1.0434904e-09,0.70630354,94,8.050532,-0.8014049,,5.99435e-11,0.57382,-1.0,0.25881648,77.84552049636841,-0.7926565,0.98679155,0.8255905,,6.880116e-08,2.7382352,24.32875,-0.83025235,0.94315684,-1.1645435,1880,0.94315684
0.14999999,2.5053415,0.7087106,95,5.12441,-0.8132556,,1.1188363e-08,0.9349752,-0.1919192,0.2564094,80.30461287498474,-0.80323863,0.98679155,0.9906071,,6.736033e-08,2.7382002,24.358894,-1.7356069,0.94315684,-0.23991723,1900,0.94315684
0.14999999,0.24070093,0.7110641,96,4.239465,-0.8107972,,3.1175766,0.93464446,-0.37373737,0.25405592,82.5798590183258,-0.7876796,0.98679155,1.163524,,6.5964315e-08,2.7212582,24.389366,-0.55682623,0.94315684,-0.07894462,1920,0.94315684
0.14999999,5.889518,0.71280503,97,5.9629865,-0.80828315,,4.5629683,0.8799386,0.01010101,0.25231498,85.20465922355652,-0.79553825,0.98679155,1.0910518,,6.461123e-08,2.7503228,24.474548,-0.7159946,0.94315684,0.07798257,1940,0.94315684
0.14999999,0.0024010036,0.7113154,98,8.6679325,-0.807551,,0.015355238,0.566814,0.5959596,0.25380462,88.15964341163635,-0.74684995,0.98679155,0.9614517,,6.329935e-08,2.7081807,24.872856,-0.80774784,0.94315684,0.6198814,1960,0.94315684
0.14999999,1.0069162e-09,0.70740825,99,8.613874,-0.81129146,,3.848963e-25,0.32451662,-1.0,0.25771177,90.31636810302734,-0.75697786,0.98679155,0.8681941,,6.2027055e-08,2.7044988,25.513466,-1.1164567,0.94315684,-1.1987178,1980,0.94315684
0.14999999,5.039713,0.70967543,100,5.420883,-0.8247455,,1.0381155e-11,0.93412864,-0.07070707,0.2554446,91.87844967842102,-0.76702815,0.98679155,1.0497729,,6.079271e-08,2.6728334,25.544456,-2.0065312,0.94315684,-0.03543209,2000,0.94315684
