TimestepsSoFar,ReturnMax,Regret/t,IWMean,Iteration,ReturnMin,ReturnAbsMax,IWMin,DenMISELogFirst,ReturnMean,IWFirstEpisode,ReturnStepMax,Delta,LQGmu1_higher,TimeElapsed,LQGmu1_actor,IWMax,Regret,ReturnLastEpisode,LQGsigma_higher,DenMISEMeanLog,Bound,DenMISELogLast,IWLastEpisode
13840,0.9447293,0.15433758,1.0384527,692,,0.9447293,,-1.1267643,0.81078243,2.3236991e-08,0.9882658,1.2695194e-09,-0.83838385,870.0774440765381,-0.6530193,3.4427338,106.801575,0.9397768,0.14999999,-0.7328964,1.599893,-0.53203267,2.1455035
13860,0.9447293,0.15414536,0.92683727,693,,0.9447293,,-1.1282084,0.81097466,6.2997465,0.9882658,1.2658581e-09,0.21212122,871.4155588150024,0.35259354,10.359752,106.822754,0.94395787,0.14999999,-0.73214257,1.599432,-0.24780564,2.0369541e-07
13880,0.9447293,0.15466279,1.0340118,694,,0.9447293,,-1.1206009,0.8104572,8.388645e-05,0.9882658,1.2622127e-09,-0.61616164,873.1466138362885,-0.7472318,3.4416745,107.33594,0.4519257,0.14999999,-0.7333632,1.5980608,-1.5022184,1.046886e-08
13900,0.9447293,0.1544717,1.0401989,695,,0.9447293,,-1.1220406,0.8106483,5.3354306e-08,0.9882658,1.2585831e-09,-0.8181818,874.0688555240631,-1.1475434,3.4101412,107.35785,0.9432525,0.14999999,-0.7326042,1.5983748,-0.23876971,3.019486
13920,0.9447293,0.1542899,1.0192581,696,,0.9447293,,-1.1234784,0.8108301,1.5025559e-11,0.9882658,1.254969e-09,-1.0,875.4039599895477,-1.0465506,5.953427,107.38574,0.9371658,0.14999999,-0.7332149,1.6006968,-1.1966268,5.425181
13940,0.9447293,0.15410608,1.0204034,697,,0.9447293,,-1.1249142,0.81101394,1.5047154e-11,0.9882658,1.2513706e-09,-1.0,876.9679365158081,-0.87950575,5.9114137,107.41193,0.9389929,0.14999999,-0.7330251,1.5994532,-0.6180303,4.702325
13960,0.9447293,0.15391874,0.91768193,698,,0.9447293,,-1.1263479,0.8112013,0.7124326,0.9882658,1.2477875e-09,0.43434343,878.736186504364,0.60026795,13.009855,107.43524,0.94174445,0.14999999,-0.732333,1.595854,-0.26831195,7.6174685e-17
13980,0.9447293,0.15459591,1.0184367,699,,0.9447293,,-1.1267594,0.8105241,1.5074933e-11,0.9882658,1.24422e-09,-1.0,880.7080156803131,-1.2510686,5.87852,108.06256,0.33785275,0.14999999,-0.73383766,1.5953674,-1.6964651,2.797547e-24
14000,0.9447293,0.1544196,1.0210131,700,,0.9447293,,-1.128189,0.8107004,1.5096513e-11,0.9882658,1.2406675e-09,-1.0,882.4494442939758,-0.93435514,5.8378344,108.09369,0.9339464,0.14999999,-0.7358476,1.5954771,-2.1571279,5.666218
14020,0.9447293,0.15423357,0.981261,701,,0.9447293,,-1.1296165,0.81088644,9.450497e-05,0.9882658,1.2371303e-09,0.8181818,884.005117893219,0.96268755,17.719482,108.11774,0.9411272,0.14999999,-0.7352247,1.5947617,-0.3182346,8.338982e-30
14040,0.9447293,0.15528888,0.9593502,702,,0.9447293,,-1.1310419,0.80983114,0.2541759,0.9882658,1.2336082e-09,-0.2929293,885.7023830413818,-0.23792097,4.442597,109.01282,0.070021324,0.14999999,-0.7371456,1.5940733,-2.056908,1.2665615e-14
14060,0.9447293,0.15510643,0.95454454,703,,0.9447293,,-1.1321034,0.8100136,0.49935883,0.9882658,1.2301011e-09,-0.25252524,887.5315372943878,-0.007785067,4.6383743,109.039795,0.93818116,0.14999999,-0.73694956,1.5930891,-0.5573421,4.6217985
14080,0.9447293,0.15503263,0.97476804,704,,0.9447293,,-1.1328148,0.8100874,6.8229537,0.9882658,1.226609e-09,0.01010101,888.7011859416962,-0.16698025,7.1714683,109.143005,0.8618836,0.14999999,-0.73726344,1.598334,-0.9109558,6.5668097
14100,0.9447293,0.15485895,0.9655203,705,,0.9447293,,-1.1245892,0.8102611,2.963922,0.9882658,1.2231317e-09,-0.11111111,890.0763885974884,-0.077602506,5.6423984,109.17554,0.9325829,0.14999999,-0.73716706,1.5937389,-0.6413552,4.7122855
14120,0.9447293,0.15473723,1.0202166,706,,0.9447293,,-1.1218113,0.8103828,1.5000532e-11,0.9882658,1.2196694e-09,-1.0,891.6729452610016,-0.96131384,5.839176,109.24451,0.8961776,0.14999999,-0.73726547,1.5927148,-0.7701012,3.532179e-08
14140,0.9447293,0.15455276,0.96794003,707,,0.9447293,,-1.1232268,0.81056726,2.9598866,0.9882658,1.2162217e-09,-0.11111111,893.6646242141724,-0.2723026,5.6134777,109.2688,0.9407908,0.14999999,-0.73671246,1.5920584,-0.3644627,4.0451607e-07
14160,0.9447293,0.1543724,1.0375738,708,,0.9447293,,-1.1204623,0.8107476,5.327021e-08,0.9882658,1.2127884e-09,-0.8181818,895.6101038455963,-1.0325776,3.4151447,109.295654,0.9382995,0.14999999,-0.73644,1.5919425,-0.5097363,0.005893218
14180,0.9447293,0.1541906,1.0235331,709,,0.9447293,,-1.1218737,0.8109294,1.5001476e-11,0.9882658,1.2093697e-09,-1.0,896.9681630134583,-1.0643077,5.81483,109.321106,0.93966293,0.14999999,-0.73613065,1.5931851,-0.5534958,4.518106
14200,0.9447293,0.15401006,1.0248109,710,,0.9447293,,-1.1232833,0.81110996,1.5022636e-11,0.9882658,1.2059653e-09,-1.0,898.5719215869904,-0.89733344,5.7756615,109.34717,0.9390319,0.14999999,-0.7360164,1.5921929,-0.6765283,4.772213
14220,0.9447293,0.15382665,0.96438104,711,,0.9447293,,-1.1246907,0.81129336,0.2525667,0.9882658,1.2025755e-09,-0.2929293,899.7951877117157,-0.25550875,4.405068,109.37073,0.9415459,0.14999999,-0.73533785,1.5918386,-0.2763843,0.0010454474
14240,0.9447293,0.15364742,0.966397,712,,0.9447293,,-1.125741,0.8114726,0.2528321,0.9882658,1.1991997e-09,-0.2929293,901.297602891922,-0.3504292,4.3841014,109.39697,0.9389019,0.14999999,-0.73509747,1.5907774,-0.5272059,4.3678446
14260,0.9447293,0.15346867,0.98788935,713,,0.9447293,,-1.1267895,0.81165135,0.0528594,0.9882658,1.1958383e-09,-0.37373737,902.705902338028,-0.20732774,4.030637,109.42316,0.9389607,0.14999999,-0.73471534,1.5898069,-0.42763126,4.029894
14280,0.9447293,0.15329397,0.9626952,714,,0.9447293,,-1.1281168,0.81182605,0.9077959,0.9882658,1.1924909e-09,-0.21212122,904.3816990852356,-0.3324609,4.786783,109.451904,0.9363547,0.14999999,-0.73451144,1.5896546,-0.57571036,4.7274275
14300,0.9447293,0.1531117,1.0232158,715,,0.9447293,,-1.1282458,0.8120083,1.5097376e-11,0.9882658,1.1891577e-09,-1.0,905.8552918434143,-0.924797,5.7694035,109.47485,0.9421116,0.14999999,-0.73415,1.5887069,-0.43732014,0.00020614911
14320,0.9447293,0.15293115,1.199839,716,,0.9447293,,-1.1296434,0.81218886,1.3983409e-07,0.9882658,1.1858383e-09,1.0,907.3346717357635,0.7492323,33.30639,109.49872,0.9412586,0.14999999,-0.73352146,1.588792,-0.3052466,6.33838e-36
14340,0.9447293,0.15372956,0.98479843,717,,0.9447293,,-1.1310391,0.81139046,0.080691025,0.9882658,1.1825328e-09,-0.35353535,908.7831101417542,-0.5739864,4.0895147,110.22406,0.23983456,0.14999999,-0.73479027,1.588601,-1.8250583,3.026188e-11
14360,0.9447293,0.15354455,1.0381626,718,,0.9447293,,-1.1323204,0.8115755,5.3905648e-08,0.9882658,1.1792411e-09,-0.8181818,910.2179009914398,-0.7523942,3.4220479,110.244995,0.94414556,0.14999999,-0.73419136,1.589433,-0.28831923,0.94304496
14380,0.9447293,0.15336198,1.0281398,719,,0.9447293,,-1.1337122,0.81175804,4.416932e-05,0.9882658,1.1759631e-09,-0.6363636,911.6738033294678,-0.53828627,3.4886167,110.26721,0.9428508,0.14999999,-0.73346573,1.5889528,-0.24943236,2.5305429
14400,0.9447293,0.15317833,1.0227467,720,,0.9447293,,-1.1351019,0.8119417,0.0009733709,0.9882658,1.1726989e-09,-0.53535354,913.1469674110413,-0.43965405,3.597472,110.28839,0.94399875,0.14999999,-0.7328244,1.5879664,-0.2987243,3.5848427
14420,0.9447293,0.1529975,1.0118767,721,,0.9447293,,-1.1364886,0.8121225,0.008339272,0.9882658,1.1694481e-09,-0.45454547,914.6195859909058,-0.46390676,3.751049,110.31122,0.9423393,0.14999999,-0.7322617,1.5870185,-0.34877837,3.7510357
14440,0.9447293,0.15281665,1.0171142,722,,0.9447293,,-1.1378629,0.81230336,0.005017408,0.9882658,1.166211e-09,-0.47474748,916.4473233222961,-0.5145773,3.6880383,110.33362,0.9426774,0.14999999,-0.73168886,1.5861025,-0.32933402,3.687335
14460,0.9447293,0.15263468,1.0269216,723,,0.9447293,,-1.13924,0.81248534,0.00054616027,0.9882658,1.162987e-09,-0.5555556,918.0607771873474,-0.36212984,3.5341873,110.35492,0.9438295,0.14999999,-0.7310683,1.5854094,-0.298974,3.455059
14480,0.9447293,0.15245765,0.99406457,724,,0.9447293,,-1.1406215,0.81266236,0.053595632,0.9882658,1.1597767e-09,-0.37373737,919.6476967334747,-0.46429193,3.9745936,110.37933,0.94068146,0.14999999,-0.7305792,1.5852495,-0.40270925,3.9665494
14500,0.9447293,0.15227723,0.9319668,725,,0.9447293,,-1.1419277,0.8128428,0.037409503,0.9882658,1.1565794e-09,0.5959596,921.8390712738037,0.41078168,14.97618,110.401,0.9434973,0.14999999,-0.7300223,1.5846626,-0.31971106,5.1840574e-11
14520,0.9447293,0.15280497,0.91097057,726,,0.9447293,,-1.1432545,0.81231505,3.734448,0.9882658,1.1533955e-09,0.2929293,924.0163626670837,0.31475607,11.648904,110.9364,0.42969978,0.14999999,-0.7312865,1.5848672,-1.5737658,9.424367
14540,0.9447293,0.15328693,1.016682,727,,0.9447293,,-1.1395003,0.8118331,0.008364425,0.9882658,1.1502247e-09,-0.45454547,925.4898881912231,-0.51901674,3.7120614,111.43964,0.4618971,0.14999999,-0.732437,1.5842648,-1.4744589,2.2566905e-05
14560,0.9447293,0.15310597,1.0280387,728,,0.9447293,,-1.1408633,0.81201404,0.0009789953,0.9882658,1.1470668e-09,-0.53535354,926.9186716079712,-0.40772516,3.5433626,111.46112,0.9435795,0.14999999,-0.73181015,1.5834637,-0.29156914,3.5389132
14580,0.9447293,0.1529268,1.0142511,729,,0.9447293,,-1.1422347,0.8121932,0.01370856,0.9882658,1.1439221e-09,-0.43434343,928.4027330875397,-0.2907141,3.744019,111.48364,0.94266295,0.14999999,-0.7312578,1.5827003,-0.35609305,3.7379203
14600,0.9447293,0.152758,0.97354424,730,,0.9447293,,-1.1435866,0.812362,0.25738457,0.9882658,1.1407901e-09,-0.2929293,930.2536373138428,-0.3348783,4.3130894,111.513306,0.935378,0.14999999,-0.7308823,1.5823439,-0.4701237,4.2554317
14620,0.9447293,0.1525827,1.0184327,731,,0.9447293,,-1.1446031,0.8125373,1.5346361e-11,0.9882658,1.1376711e-09,-1.0,932.2178454399109,-0.8539022,5.8502493,111.537964,0.9405231,0.14999999,-0.730491,1.5821917,-0.41710922,0.0002170179
14640,0.9447293,0.15240556,1.0332742,732,,0.9447293,,-1.1459701,0.81271446,5.464645e-08,0.9882658,1.1345648e-09,-0.8181818,933.709226846695,-0.7296857,3.4442914,111.56085,0.9422215,0.14999999,-0.72983557,1.5822084,-0.26721388,3.3771799
14660,0.9447293,0.15222824,0.99906623,733,,0.9447293,,-1.1473353,0.8128918,0.053956665,0.9882658,1.1314713e-09,-0.37373737,935.7342660427094,-0.36447477,3.935767,111.58331,0.9426727,0.14999999,-0.7291404,1.581424,-0.25239092,0.20495462
14680,0.9447293,0.15205514,1.0005612,734,,0.9447293,,-1.148625,0.8130649,0.054026294,0.9882658,1.1283905e-09,-0.37373737,937.2369282245636,-0.23921974,3.9200876,111.60846,0.93992776,0.14999999,-0.72867626,1.5804919,-0.3863759,3.9065354
14700,0.9447293,0.15189117,0.9659252,735,,0.9447293,,-1.149913,0.81322885,0.69300985,0.9882658,1.1253221e-09,-0.23232323,938.7087595462799,0.096977085,4.6411433,111.640015,0.93361884,0.14999999,-0.7284013,1.5806292,-0.5258506,4.495043
14720,0.9447293,0.15222561,0.9498346,736,,0.9447293,,-1.1503301,0.8128944,8.251266,0.9882658,1.1222663e-09,0.13131313,940.1952569484711,-0.23443232,9.260743,112.038025,0.56707984,0.14999999,-0.72900665,1.5829532,-1.1384169,8.088144
14740,0.9447293,0.1520617,1.0328054,737,,0.9447293,,-1.1405393,0.8130583,5.435051e-08,0.9882658,1.1192228e-09,-0.8181818,941.6426341533661,-0.81611794,3.4511995,112.06946,0.9336734,0.14999999,-0.7288072,1.5799675,-0.5284912,0.0023207872
14760,0.9447293,0.15188617,1.0338719,738,,0.9447293,,-1.1418952,0.81323385,5.442427e-08,0.9882658,1.1161917e-09,-0.8181818,943.1182291507721,-0.7161937,3.4397745,112.09198,0.94258994,0.14999999,-0.72812444,1.5790329,-0.25658685,3.4372568
14780,0.9447293,0.15171051,0.97057456,739,,0.9447293,,-1.1432493,0.8134095,0.5049557,0.9882658,1.113173e-09,-0.25252524,944.5894775390625,-0.25237283,4.505625,112.114075,0.94304895,0.14999999,-0.7274374,1.5790157,-0.25318447,0.028835293
14800,0.9447293,0.15154248,0.98099554,740,,0.9447293,,-1.1439185,0.81357753,0.25747,0.9882658,1.1101664e-09,-0.2929293,946.0629258155823,-0.5100224,4.2563167,112.14148,0.93770915,0.14999999,-0.7271761,1.5780911,-0.5032837,4.2414846
14820,0.9447293,0.15136671,1.0282861,741,,0.9447293,,-1.1449211,0.8137533,2.2795299e-05,0.9882658,1.1071719e-09,-0.65656567,947.553793668747,-0.78447586,3.4552956,112.16272,0.9438906,0.14999999,-0.72661406,1.5796636,-0.29037175,2.2063346
14840,0.9447293,0.15119189,1.0362797,742,,0.9447293,,-1.1462697,0.8139281,1.2383887e-07,0.9882658,1.1041897e-09,-0.7979798,949.056726694107,-0.8814197,3.423449,112.18439,0.9435076,0.14999999,-0.72593683,1.5788671,-0.25142658,3.406058
14860,0.9447293,0.15101945,1.0370091,743,,0.9447293,,-1.1476165,0.81410056,5.4736578e-08,0.9882658,1.1012194e-09,-0.8181818,950.5246181488037,-0.7147819,3.4226685,112.20746,0.94199455,0.14999999,-0.72528446,1.5777178,-0.27646643,3.2084262
14880,0.9447293,0.15084559,1.0286558,744,,0.9447293,,-1.1489614,0.81427443,2.2887572e-05,0.9882658,1.0982613e-09,-0.65656567,952.0213346481323,-0.79015106,3.4344168,112.229126,0.943449,0.14999999,-0.72459483,1.5766785,-0.24805672,3.1611135
14900,0.9447293,0.15067273,1.038993,745,,0.9447293,,-1.1503047,0.8144473,5.4883877e-08,0.9882658,1.0953147e-09,-0.8181818,953.5044801235199,-0.81428635,3.407659,112.25116,0.94306016,0.14999999,-0.7239121,1.5771549,-0.24362704,3.3345842
14920,0.9447293,0.15050113,1.0399871,746,,0.9447293,,-1.151646,0.8146189,5.4957518e-08,0.9882658,1.0923802e-09,-0.8181818,955.0007271766663,-0.63409215,3.3966966,112.273865,0.9424413,0.14999999,-0.72321737,1.5762355,-0.24341628,3.3914602
14940,0.9447293,0.15032893,1.0304823,747,,0.9447293,,-1.1529856,0.8147911,2.2979868e-05,0.9882658,1.0894574e-09,-0.65656567,956.5137114524841,-0.75234866,3.4153047,112.295715,0.9432227,0.14999999,-0.7225371,1.5753129,-0.25406113,3.3906412
14960,0.9447293,0.1501581,0.9229491,748,,0.9447293,,-1.1543233,0.8149619,0.7326446,0.9882658,1.0865465e-09,0.43434343,957.9803371429443,0.4289359,13.349792,112.3183,0.9425841,0.14999999,-0.721846,1.5746956,-0.23498492,8.629382e-14
14980,0.9447293,0.15068269,1.0406706,749,,0.9447293,,-1.1546804,0.8144373,1.248848e-07,0.9882658,1.0836471e-09,-0.7979798,959.4651908874512,-1.0488337,3.374185,112.86133,0.4221073,0.14999999,-0.7231097,1.5742166,-1.5863309,3.85398e-14
15000,0.9447293,0.15051568,1.0131902,750,,0.9447293,,-1.1560146,0.81460434,1.5522493e-11,0.9882658,1.0807593e-09,-1.0,960.9719769954681,-0.981888,5.947094,112.88678,0.93966806,0.14999999,-0.72292894,1.5722165,-0.6271277,4.72239
15020,0.9447293,0.15034801,0.9593505,751,,0.9447293,,-1.1573471,0.814772,3.0626216,0.9882658,1.077883e-09,-0.11111111,962.7725434303284,-0.11574497,5.7137814,112.911316,0.9406006,0.14999999,-0.72249466,1.5717282,-0.4080591,1.9237586e-07
15040,0.9447293,0.15021658,0.9657153,752,,0.9447293,,-1.1546079,0.81490344,0.6962712,0.9882658,1.0750181e-09,-0.23232323,964.5441625118256,-0.15623975,4.637595,112.96289,0.9135516,0.14999999,-0.7225377,1.5711389,-0.71226054,4.008556
15060,0.9447293,0.15006018,1.0388981,753,,0.9447293,,-1.1550114,0.81505984,5.5142845e-08,0.9882658,1.0721648e-09,-0.8181818,966.0205566883087,-0.7964405,3.3819575,112.9953,0.932678,0.14999999,-0.722476,1.5707636,-0.64037275,0.00029797648
15080,0.9447293,0.1498906,0.9637194,754,,0.9447293,,-1.1563385,0.8152294,2.5022357,0.9882658,1.0693227e-09,-0.13131313,967.3578548431396,-0.023770705,5.45465,113.01752,0.94290286,0.14999999,-0.7217775,1.570702,-0.23359124,0.00018060197
15100,0.9447293,0.14982921,0.9608029,755,,0.9447293,,-1.1543508,0.8152908,7.5077453,0.9882658,1.0664919e-09,0.030303031,968.9001979827881,-0.06789793,7.603746,113.12103,0.86161345,0.14999999,-0.72204006,1.5714,-0.8819259,6.020259
15120,0.9447293,0.14971781,0.96815306,756,,0.9447293,,-1.1457795,0.8154022,2.4759536,0.9882658,1.0636723e-09,-0.13131313,970.9836564064026,-0.20087108,5.4005356,113.186646,0.89951533,0.14999999,-0.7221821,1.570434,-0.7875452,5.346062
15140,0.9447293,0.14956522,1.0397778,757,,0.9447293,,-1.1438316,0.8155548,5.4529732e-08,0.9882658,1.060864e-09,-0.8181818,973.0777411460876,-0.7457191,3.3847198,113.220825,0.93093693,0.14999999,-0.7220194,1.5699122,-0.56539226,0.0009831898
15160,0.9447293,0.14939713,1.0286591,758,,0.9447293,,-1.1451517,0.8157229,2.280056e-05,0.9882658,1.0580667e-09,-0.65656567,974.5443975925446,-0.7244115,3.421847,113.24304,0.9429229,0.14999999,-0.7213262,1.5700592,-0.23531649,2.8203707
15180,0.9447293,0.14922976,1.0417771,759,,0.9447293,,-1.1464702,0.81589025,1.2386369e-07,0.9882658,1.0552804e-09,-0.7979798,976.2786586284637,-0.6348407,3.3582318,113.26544,0.9427442,0.14999999,-0.72064924,1.5691642,-0.23523381,2.983634
15200,0.9447293,0.14906085,1.0292969,760,,0.9447293,,-1.1477867,0.8160592,4.479541e-05,0.9882658,1.0525052e-09,-0.6363636,977.8139169216156,-0.382667,3.4247818,113.286255,0.9442468,0.14999999,-0.7199797,1.5698931,-0.25241956,3.4231098
15220,0.9447293,0.14889681,0.9847992,761,,0.9447293,,-1.1491016,0.8162232,0.17978467,0.9882658,1.049741e-09,-0.3131313,979.4017169475555,-0.19755492,4.1782837,113.310486,0.9409808,0.14999999,-0.71949154,1.5717182,-0.3768923,3.4820619
15240,0.9447293,0.14874107,0.97285664,762,,0.9447293,,-1.1501787,0.81637895,1.2201318,0.9882658,1.0469877e-09,-0.1919192,981.5007684230804,-0.12005032,4.865129,113.3407,0.9348431,0.14999999,-0.71931916,1.5716375,-0.5717122,4.7076454
15260,0.9447293,0.14860076,0.9745822,763,,0.9447293,,-1.1498902,0.81651926,1.5748575,0.9882658,1.0442451e-09,-0.17171717,983.4034972190857,-0.21578942,4.999404,113.382385,0.9234699,0.14999999,-0.7193136,1.5704529,-0.68632424,4.978777
15280,0.9447293,0.14844811,0.97923183,764,,0.9447293,,-1.149138,0.8166719,0.507938,0.9882658,1.0415132e-09,-0.25252524,984.7438316345215,0.015970975,4.4277487,113.41437,0.93312246,0.14999999,-0.7191119,1.5693259,-0.538145,4.420873
15300,0.9447293,0.14849508,0.9745457,765,,0.9447293,,-1.1497815,0.81662494,5.666829,0.9882658,1.0387922e-09,-0.030303031,986.571099281311,0.019839074,6.5899577,113.598755,0.78076756,0.14999999,-0.71944904,1.5682468,-0.9549496,6.5899577
15320,0.9447293,0.14852619,0.9651033,766,,0.9447293,,-1.1437075,0.8165938,0.00018055754,0.9882658,1.0360817e-09,0.7979798,988.3898994922638,1.0409573,18.170603,113.77106,0.79273653,0.14999999,-0.7197945,1.5672282,-0.9563793,9.9189565e-06
15340,0.9447293,0.14954436,0.97864366,767,,0.9447293,,-1.1450119,0.81557566,4.95966,0.9882658,1.0333818e-09,-0.05050505,989.3223989009857,-0.025545277,6.2641053,114.70056,0.035629366,0.14999999,-0.72195786,1.5659873,-2.3368676,8.76151e-11
15360,0.9447293,0.14947599,0.90971804,768,,0.9447293,,-1.1398693,0.815644,3.7218275,0.9882658,1.0306924e-09,0.2929293,990.8018906116486,0.23394018,11.851388,114.79755,0.8681139,0.14999999,-0.7221567,1.5645795,-0.8510158,0.65395594
15380,0.9447293,0.14989,1.007792,769,,0.9447293,,-1.1363361,0.81523,1.5219995e-11,0.9882658,1.0280136e-09,-1.0,991.8842406272888,-1.0798416,6.047027,115.26544,0.49721715,0.14999999,-0.7231407,1.564471,-1.3846946,2.1454023e-14
15400,0.9447293,0.14972979,0.9815996,770,,0.9447293,,-1.1376357,0.8153902,4.251617,0.9882658,1.0253451e-09,-0.07070707,993.328253030777,-0.2043824,5.9640536,115.29193,0.93863726,0.14999999,-0.7232046,1.5643394,-0.77822137,8.6037283e-10
15420,0.9447293,0.14957881,0.98750883,771,,0.9447293,,-1.1334271,0.8155412,0.12073759,0.9882658,1.0226872e-09,-0.33333334,994.3181879520416,-0.23806286,4.0585127,115.32526,0.9318549,0.14999999,-0.723001,1.5643749,-0.5457416,3.1721327
15440,0.9447293,0.14942044,0.97928435,772,,0.9447293,,-1.1345667,0.8156996,0.91366994,0.9882658,1.0200393e-09,-0.21212122,995.3528237342834,-0.41639134,4.6193724,115.35254,0.93775934,0.14999999,-0.72273344,1.5648246,-0.5027441,4.331746
15460,0.9447293,0.14925683,1.0073576,773,,0.9447293,,-1.1346784,0.8158632,0.013605362,0.9882658,1.0174019e-09,-0.43434343,996.5003380775452,-0.3943444,3.7487218,115.37555,0.9421532,0.14999999,-0.72228026,1.5641832,-0.35028672,3.7483153
15480,0.9447293,0.14909434,1.0091844,774,,0.9447293,,-1.1359537,0.8160257,1.5214191e-11,0.9882658,1.0147746e-09,-1.0,998.1775224208832,-0.68116295,6.038858,115.39899,0.9416849,0.14999999,-0.72180474,1.5638936,-0.3604876,0.0010995442
15500,0.9447293,0.14893019,1.026864,775,,0.9447293,,-1.1372448,0.8161898,4.432566e-05,0.9882658,1.0121575e-09,-0.6363636,1000.0513548851013,-0.8507161,3.46347,115.4209,0.94321096,0.14999999,-0.72119075,1.5658848,-0.2532781,3.2767763
15520,0.9447293,0.14876795,1.0387855,776,,0.9447293,,-1.1385342,0.81635207,1.2288464e-07,0.9882658,1.0095504e-09,-0.7979798,1001.335042476654,-0.551678,3.3886156,115.44391,0.94206285,0.14999999,-0.72055787,1.5634842,-0.25596842,3.2295642
15540,0.9447293,0.14860576,1.0132202,777,,0.9447293,,-1.139822,0.81651425,0.0083671175,0.9882658,1.0069535e-09,-0.45454547,1002.8506865501404,-0.49306783,3.7001472,115.466675,0.942382,0.14999999,-0.7199487,1.5646601,-0.28498057,2.8676744
15560,0.9447293,0.148444,1.0220772,778,,0.9447293,,-1.1410974,0.816676,0.0009792246,0.9882658,1.0043667e-09,-0.53535354,1004.0232706069946,-0.72125727,3.5536702,115.48944,0.94239426,0.14999999,-0.71939987,1.5639205,-0.30510715,3.4679148
15580,0.9447293,0.1482808,1.0319101,779,,0.9447293,,-1.1423807,0.8168392,1.1395187e-05,0.9882658,1.0017897e-09,-0.67676765,1005.5257210731506,-0.5188214,3.4081736,115.51074,0.9437938,0.14999999,-0.7187587,1.5634713,-0.24095893,3.238646
15600,0.9447293,0.14811897,1.0170647,780,,0.9447293,,-1.1436635,0.81700104,0.005046597,0.9882658,9.992226e-10,-0.47474748,1006.9897811412811,-0.5824674,3.636615,115.53284,0.9430365,0.14999999,-0.71816915,1.5620255,-0.28987166,3.4037786
15620,0.9447293,0.14795667,1.030057,781,,0.9447293,,-1.1449383,0.81716335,4.4667988e-05,0.9882658,9.966655e-10,-0.6363636,1008.526006937027,-0.59661984,3.4230993,115.55414,0.9437726,0.14999999,-0.7175688,1.5627468,-0.2652986,3.2508903
15640,0.9447293,0.14779419,1.0299709,782,,0.9447293,,-1.1462178,0.81732583,8.6063104e-05,0.9882658,9.94118e-10,-0.61616164,1010.0822558403015,-0.6705121,3.4288435,115.57507,0.94422275,0.14999999,-0.7169444,1.5619967,-0.25841716,3.4147775
15660,0.9447293,0.14763212,1.0335383,783,,0.9447293,,-1.1474957,0.8174879,2.2854048e-05,0.9882658,9.915805e-10,-0.65656567,1011.6260313987732,-0.7066916,3.3882055,115.59595,0.94426686,0.14999999,-0.7162975,1.561281,-0.23940654,3.3644543
15680,0.9447293,0.14747173,1.0359368,784,,0.9447293,,-1.148772,0.8176483,1.1468253e-05,0.9882658,9.890524e-10,-0.67676765,1013.3353192806244,-0.80565137,3.3665528,115.61786,0.94317037,0.14999999,-0.71563846,1.5604322,-0.23210512,3.2883563
15700,0.9447293,0.1473127,1.1865628,785,,0.9447293,,-1.1500467,0.8178073,1.427164e-07,0.9882658,9.865342e-10,1.0,1014.7478840351105,0.82014245,34.865154,115.64044,0.94251686,0.14999999,-0.7149826,1.5601351,-0.23591791,1.1518841e-31
15720,0.9447293,0.14811516,1.039979,786,,0.9447293,,-1.1513197,0.81700486,1.2446581e-07,0.9882658,9.840255e-10,-0.7979798,1016.1433990001678,-0.8596032,3.3674593,116.41852,0.1870768,0.14999999,-0.7163053,1.5596402,-1.9240465,9.795956e-25
15740,0.9447293,0.14795637,0.9199729,787,,0.9447293,,-1.1525912,0.81716365,0.13156566,0.9882658,9.815264e-10,0.53535354,1017.243203163147,0.70070946,14.810256,116.44165,0.9419465,0.14999999,-0.715672,1.5587441,-0.2569115,5.7080663e-19
15760,0.9447293,0.14864463,1.039402,788,,0.9447293,,-1.1536939,0.8164754,5.5070217e-08,0.9882658,9.790369e-10,-0.8181818,1018.2298243045807,-0.7649291,3.382455,117.13196,0.27483886,0.14999999,-0.7171944,1.5587443,-1.8296862,9.001367e-22
15780,0.9447293,0.14848399,1.0414977,789,,0.9447293,,-1.1549622,0.816636,1.2492006e-07,0.9882658,9.76557e-10,-0.7979798,1019.3914613723755,-0.7633427,3.3516507,117.15387,0.94318026,0.14999999,-0.71652335,1.5577931,-0.22614528,3.2545447
15800,0.9447293,0.14832348,0.9371466,790,,0.9447293,,-1.1562288,0.81679654,8.300081,0.9882658,9.740861e-10,0.13131313,1021.190993309021,0.059492245,9.416899,117.17554,0.9434715,0.14999999,-0.7158477,1.5577766,-0.22319894,6.266334e-08
15820,0.9447293,0.1486516,1.0390203,791,,0.9447293,,-1.1470422,0.8164684,5.634403e-06,0.9882658,9.716247e-10,-0.6969697,1022.7154493331909,-0.3605821,3.3407307,117.583374,0.55724126,0.14999999,-0.71635395,1.5573796,-1.0504271,2.2823533e-05
15840,0.9447293,0.14849323,0.9847429,792,,0.9447293,,-1.1483055,0.8166268,0.1796416,0.9882658,9.691727e-10,-0.3131313,1025.2045645713806,-0.26580116,4.1525025,117.60663,0.94186836,0.14999999,-0.7158953,1.5583365,-0.39108145,3.740532
