ReturnLastEpisode,TimestepsSoFar,ReturnAbsMax,LQGsigma_higher,IWLastEpisode,IWMax,ReturnMax,TimeElapsed,LQGmu1_higher,Bound,Iteration,ReturnStepMax,DenMISELogLast,Regret,Delta,Regret/t,IWMin,ReturnMin,IWMean,IWFirstEpisode,DenMISEMeanLog,ReturnMean,LQGmu1_actor,DenMISELogFirst
0.38307995,400,0.9567116,0.14999999,0.03446841,7.579255,0.9567116,14.712770938873291,0.33333334,5.1442785,20,0.9996789,-0.87469774,3.4731178,1.5198176e-06,0.17365587,,,0.92111427,0.012731074,-0.8547066,0.79146415,0.20470229,-0.5849297
0.86146307,420,0.9567116,0.14999999,4.690975,4.826247,0.9567116,15.151813268661499,0.09090909,5.113331,21,0.9996789,-0.8552122,3.5767765,1.3785193e-06,0.17032266,,,0.82678425,0.9443651,-0.8632277,0.79479736,0.13993517,-0.6330835
0.9551506,440,0.9567116,0.14999999,1.5192899e-12,10.382803,0.9567116,15.904812335968018,-1.0,4.9781065,22,0.9996789,-0.68575585,3.5867462,1.2560477e-06,0.1630339,,,0.9986715,1.8220601e-06,-0.8645245,0.8020861,-1.0311964,-0.6356156
0.95639074,460,0.9567116,0.14999999,0.01074414,6.336795,0.9567116,16.864296913146973,-0.4949495,4.925578,23,0.9996789,-0.87866324,3.5954742,1.1492007e-06,0.15632498,,,0.9912324,0.60482335,-0.8701347,0.80879503,-0.5019369,-0.68006724
0.95653856,480,0.9567116,0.14999999,5.866653e-13,6.0608387,0.9567116,17.821155309677124,0.65656567,4.8529963,24,0.9996789,-0.6825719,3.6040554,1.055429e-06,0.15016901,,,0.7527134,8.375415e-07,-0.8652261,0.814951,0.5707647,-0.69667
0.63105386,500,0.9567116,0.14999999,1.8805853e-06,5.5420794,0.9567116,18.814646244049072,-0.25252524,4.7765512,25,0.9996789,-0.9002576,3.9381218,9.726833e-07,0.15752488,,,1.2973422,4.995691,-0.87795275,0.80759513,-0.21768178,-0.73749197
0.9560992,520,0.9567116,0.14999999,0.044066854,6.046916,0.9567116,19.71505880355835,-0.67676765,4.543064,26,0.9996789,-0.5833234,3.9471436,8.993004e-07,0.15181321,,,0.9114865,0.021430537,-0.85831743,0.8133068,-0.71957564,-0.5945348
0.9563736,540,0.9567116,0.14999999,4.957948e-08,6.5177126,0.9567116,20.643906593322754,0.1919192,4.519223,27,0.9996789,-0.6648598,3.9558887,8.3391916e-07,0.14651436,,,0.9644554,0.21964477,-0.8561189,0.81860566,0.19616319,-0.6314512
0.93545395,560,0.9567116,0.14999999,0.7500218,6.8019857,0.9567116,21.557337760925293,0.4949495,4.492004,28,0.9996789,-0.7180157,3.9855556,7.754171e-07,0.14234126,,,0.8171839,0.00018803272,-0.85457027,0.82277876,0.24846365,-0.6597168
0.8064323,580,0.9567116,0.14999999,0.7530773,5.4746866,0.9567116,22.55138325691223,-0.05050505,4.4396954,29,0.9996789,-0.7245046,4.1442413,7.2286224e-07,0.14290488,,,1.0940229,3.6047943,-0.8578852,0.82221514,-0.050070267,-0.6948014
0.9554194,600,0.9567116,0.14999999,9.5968025e-09,9.606418,0.9567116,23.38445806503296,-1.0,4.4102077,30,0.9996789,-0.6125737,4.153944,6.754746e-07,0.13846481,,,1.0145879,1.7787169e-06,-0.84794885,0.8266552,-1.0831711,-0.6115394
0.95631766,620,0.9567116,0.14999999,1.0484607e-34,8.158148,0.9567116,24.30256700515747,0.8181818,4.37467,31,0.9996789,-1.1177692,4.1627464,6.325984e-07,0.13428217,,,1.0612853,1.0686477e-09,-0.8589683,0.83083785,0.58473516,-0.6443292
0.56216383,640,0.9567116,0.14999999,8.721754e-09,5.42562,0.9567116,25.218108892440796,-0.37373737,4.2773857,32,0.9996789,-0.87925225,4.5657024,5.936788e-07,0.1426782,,,1.0155269,2.3318787,-0.86044765,0.8224418,-0.26315337,-0.67607784
0.9564537,660,0.9567116,0.14999999,0.013521846,6.0843787,0.9567116,26.16236972808838,0.25252524,4.178133,33,0.9996789,-0.62780327,4.5743694,5.582434e-07,0.13861722,,,1.1366142,0.07409037,-0.85394615,0.8265028,0.16180637,-0.6365111
0.903519,680,0.9567116,0.14999999,0.4458128,5.15219,0.9567116,27.0860333442688,-0.17171717,4.1813574,34,0.9996789,-0.6859173,4.6359673,5.258885e-07,0.136352,,,1.313511,5.15219,-0.84681743,0.828768,-0.42005867,-0.6641214
0.9566326,700,0.9567116,0.14999999,0.15728746,5.6823883,0.9567116,28.014705657958984,-0.8181818,4.175565,35,0.9996789,-0.6944063,4.644459,4.9626703e-07,0.13269877,,,0.87137115,0.00059166073,-0.83528036,0.83242124,-0.6953985,-0.5520131
0.95667034,720,0.9567116,0.14999999,4.2135744,5.517638,0.9567116,28.960880041122437,-0.57575756,4.167325,36,0.9996789,-0.77821785,4.6529064,4.6907957e-07,0.12924743,,,1.0568519,0.15446082,-0.83818144,0.8358726,-0.91806626,-0.5801671
0.956492,740,0.9567116,0.14999999,5.0265408,8.804281,0.9567116,29.97470211982727,-1.0,4.049892,37,0.9996789,-0.78573143,4.661537,4.4406656e-07,0.12598747,,,1.1127572,1.764094e-06,-0.83639723,0.83913255,-0.8734538,-0.60328466
0.9564593,760,0.9567116,0.14999999,6.9984728e-34,9.67691,0.9567116,30.95530891418457,1.0,4.025497,38,0.9996789,-0.6758256,4.6701965,4.2100217e-07,0.12289989,,,0.64775133,1.5473614e-13,-0.8311222,0.8422201,0.8419266,-0.62995285
0.33404452,780,0.9567116,0.14999999,1.33815465e-05,5.373946,0.9567116,31.886263370513916,0.07070707,4.0255365,39,0.9996789,-1.0175097,5.3012695,3.996891e-07,0.13593006,,,1.0413778,1.2245338,-0.84590846,0.82918996,0.075663075,-0.6559284
0.95635384,800,0.9567116,0.14999999,0.10626628,7.275965,0.9567116,32.803919076919556,0.4949495,3.9265418,40,0.9996789,-0.686703,5.3100395,3.799544e-07,0.13275099,,,0.8321373,0.00018627608,-0.8417301,0.832369,0.5706674,-0.6503307
0.5148347,820,0.9567116,0.14999999,1.9311769e-17,5.372114,0.9567116,33.79384112358093,-0.7777778,3.8788757,41,0.9996789,-0.942771,5.7603188,3.6164613e-07,0.1404956,,,1.0085531,0.0020184675,-0.8491569,0.8246244,-0.9573153,-0.67501867
0.956504,840,0.9567116,0.14999999,0.0009828969,4.9159756,0.9567116,34.790252923965454,-0.33333334,3.8627582,42,0.9996789,-0.749114,5.76894,3.4462983e-07,0.13735569,,,1.0614573,3.2404554,-0.84737253,0.82776433,-0.15432036,-0.699067
0.95659566,860,0.9567116,0.14999999,4.045917,5.4047813,0.9567116,35.72517704963684,-0.05050505,3.8229904,43,0.9996789,-0.6590294,5.777462,3.2878697e-07,0.1343596,,,1.1308517,3.4409196,-0.8423182,0.8307604,0.09830644,-0.6482754
0.9522353,880,0.9567116,0.14999999,0.0010822497,6.526166,0.9567116,36.67511558532715,0.7171717,3.8173835,44,0.9996789,-0.7040908,5.790348,3.140119e-07,0.13159877,,,0.9812473,7.2582544e-08,-0.8369178,0.83352125,0.77382743,-0.59428406
0.3718126,900,0.9567116,0.14999999,0.0022572568,5.8287573,0.9567116,37.615445137023926,0.17171717,3.8000345,45,0.9996789,-0.98458713,6.3836555,3.0021093e-07,0.141859,,,1.1661565,0.30035627,-0.8415112,0.823261,0.16849416,-0.6167569
0.9540805,920,0.9567116,0.14999999,3.4860418e-13,8.779478,0.9567116,38.53877305984497,-1.0,3.7854745,46,0.9996789,-0.67873263,6.3946953,2.8730017e-07,0.13901514,,,1.115812,1.8156369e-06,-0.835339,0.8261049,-0.85597086,-0.6320834
0.95651436,940,0.9567116,0.14999999,1.1936476,5.655347,0.9567116,39.405786752700806,-0.5959596,3.656414,47,0.9996789,-0.7011847,6.4032974,2.7520463e-07,0.13624036,,,0.88798124,0.11578581,-0.8312448,0.82887965,-0.72590077,-0.65358955
0.95678264,960,0.95678264,0.14999999,4.0567107,5.304028,0.95678264,39.8967924118042,-0.83838385,3.667286,48,0.9997621,-0.70335644,6.4116364,2.6385726e-07,0.1335758,,,1.1104909,0.00037383556,-0.83144957,0.8315442,-1.1486164,-0.6721825
0.95615125,980,0.95678264,0.14999999,2.0088913e-21,6.3334303,0.95678264,40.35406470298767,0.35353535,3.6374896,49,0.9997621,-1.5086652,6.4206085,2.531974e-07,0.13103282,,,0.9139285,0.008838777,-0.8437061,0.8340872,0.39308482,-0.69279397
0.6583066,1000,0.95678264,0.14999999,0.0030741962,5.4375906,0.95678264,40.831944704055786,-0.1919192,3.614727,50,0.9997621,-0.84221226,6.727421,2.4317083e-07,0.13454843,,,1.1240754,5.4155297,-0.84587234,0.8305716,-0.3171661,-0.7128163
0.9559624,1020,0.95678264,0.14999999,0.00016860577,8.027706,0.95678264,41.278738260269165,-1.0,3.5609183,51,0.9997621,-0.6952545,6.73658,2.3372819e-07,0.1320898,,,1.1434456,1.8114617e-06,-0.84121156,0.8330302,-1.0660042,-0.6297821
0.9563197,1040,0.95678264,0.14999999,8.3074145e-13,5.4912033,0.95678264,41.72853899002075,0.09090909,3.553346,52,0.9997621,-0.94866043,6.7453766,2.248251e-07,0.12971878,,,1.1005542,0.95970833,-0.8414593,0.83540124,0.09308632,-0.64920014
0.95413876,1060,0.95678264,0.14999999,5.8405423e-08,10.234701,0.95678264,42.197589635849,1.0,3.551076,53,0.9997621,-0.64357096,6.7563553,2.1642118e-07,0.12747842,,,0.64524287,1.5786329e-13,-0.8364037,0.8376416,1.0768753,-0.64996064
0.21337102,1080,0.95678264,0.14999999,4.3880397e-21,6.0055313,0.95678264,42.66189408302307,-0.41414142,3.5198495,54,0.9997621,-1.5493262,7.508106,2.0847979e-07,0.13903898,,,0.888281,1.5850933,-0.8566735,0.82608104,-0.5067359,-0.6686528
0.956075,1100,0.95678264,0.14999999,1.043565e-11,7.866907,0.95678264,43.13534092903137,0.5959596,3.497239,55,0.9997621,-0.75685674,7.517151,2.0096763e-07,0.13667548,,,0.9014162,7.1293757e-06,-0.8572597,0.82844454,0.6660284,-0.6580709
0.78368837,1120,0.95678264,0.14999999,4.976244,7.9316993,0.95678264,43.593167781829834,0.7979798,3.4452739,56,0.9997621,-1.0134088,7.6985855,1.9385428e-07,0.13747472,,,1.0586358,2.6861495e-09,-0.86241114,0.8276453,1.0586429,-0.6760893
0.33543786,1140,0.95678264,0.14999999,9.979584e-29,5.7809324,0.95678264,44.59204030036926,-0.67676765,3.4250953,57,0.9997621,-1.4729433,8.328266,1.8711206e-07,0.14610994,,,0.9302781,0.023666741,-0.87288374,0.8190101,-0.837752,-0.6937888
0.9567152,1160,0.95678264,0.14999999,2.9027808,7.883648,0.95678264,45.100691080093384,-1.0,3.4532194,58,0.9997621,-0.67247474,8.33667,1.8071556e-07,0.1437357,,,1.1784028,1.9642653e-06,-0.8710215,0.8213843,-1.1432394,-0.7107655
0.9556359,1180,0.95678264,0.14999999,6.6829655e-17,5.894433,0.95678264,45.59257125854492,0.1919192,3.4182584,59,0.9997621,-1.3918483,8.346157,1.7464151e-07,0.1414603,,,1.118963,0.24187481,-0.87758714,0.8236597,0.047089115,-0.72785985
0.9463226,1200,0.95678264,0.14999999,4.3394136,5.491164,0.95678264,46.35244083404541,-0.05050505,3.4260027,60,0.9997621,-0.701216,8.364952,1.6886865e-07,0.13941586,,,1.0739378,3.7736366,-0.87322766,0.82570416,-0.0955877,-0.7405758
0.95499575,1220,0.95678264,0.14999999,2.9887972,5.542918,0.95678264,46.80693793296814,-0.25252524,3.370614,61,0.9997621,-0.6640094,8.37508,1.6337734e-07,0.13729638,,,1.0494193,4.793177,-0.868944,0.82782364,0.11673623,-0.6961098
0.9334502,1240,0.95678264,0.14999999,4.80758e-12,7.4189296,0.95678264,47.66959476470947,-1.0,3.340739,62,0.9997621,-0.67432034,8.40675,1.581496e-07,0.13559276,,,1.189809,1.824089e-06,-0.8654235,0.82952726,-0.6739565,-0.63672805
0.95666564,1260,0.95678264,0.14999999,4.9369686e-05,5.190483,0.95678264,48.56677603721619,0.05050505,3.3405402,63,0.9997621,-0.76885754,8.415203,1.5316883e-07,0.1335746,,,1.1599463,1.5191922,-0.8615454,0.8315454,0.32253906,-0.6527283
0.69038177,1280,0.95678264,0.14999999,5.7044616,6.9941015,0.95678264,49.36723351478577,0.3939394,3.3536608,64,0.9997621,-0.8763562,8.689938,1.484197e-07,0.13578027,,,0.90615046,0.0030989558,-0.8596796,0.82933974,0.48559472,-0.6446487
0.6381369,1300,0.95678264,0.14999999,1.4996027e-09,6.1919456,0.95678264,50.34274172782898,-0.5151515,3.3209786,65,0.9997621,-0.9591582,9.016922,1.4388809e-07,0.13872188,,,0.8643344,0.44403717,-0.8629689,0.82639813,-0.3866253,-0.66010445
0.9565444,1320,0.95678264,0.14999999,0.18769349,5.3151064,0.95678264,51.407442569732666,-0.7777778,3.278408,66,0.9997621,-0.74887985,9.025501,1.3956085e-07,0.13674998,,,0.986028,0.0020054805,-0.8635795,0.82837003,-0.74386525,-0.6685638
0.9564397,1340,0.95678264,0.14999999,2.3514642e-29,13.068806,0.95678264,51.912907123565674,1.0,3.2457795,67,0.9997621,-0.68113977,9.03418,1.3542595e-07,0.13483852,,,0.89085096,1.6325915e-13,-0.8613722,0.8302815,1.3792083,-0.6835713
0.18412663,1360,0.95678264,0.14999999,0.00019048066,7.6835017,0.95678264,52.3743941783905,0.57575756,3.2333367,68,0.9997621,-4.8010426,9.81517,1.3147212e-07,0.14434075,,,0.9181706,1.4805003e-05,-0.92160755,0.82077926,0.86396277,-0.6983864
0.32783878,1380,0.95678264,0.14999999,1.3221803e-14,5.8414683,0.95678264,53.31601619720459,-0.37373737,3.2031682,69,0.9997621,-1.1071665,10.452457,1.2768895e-07,0.15148485,,,0.9114912,2.4195495,-0.92589337,0.8136352,-0.11741629,-0.712985
0.9561704,1400,0.95678264,0.14999999,5.222058,5.295695,0.95678264,54.23776578903198,-0.09090909,3.224054,70,0.9997621,-0.69032407,10.461403,1.2406676e-07,0.14944857,,,1.0863508,4.4026475,-0.9240398,0.81567144,0.17186776,-0.6929086
0.90875226,1420,0.95678264,0.14999999,5.34553,5.771562,0.95678264,54.70451235771179,0.21212122,3.2473588,71,0.9997621,-0.7340868,10.517769,1.2059652e-07,0.14813757,,,1.1544511,0.15772727,-0.92043775,0.81698245,0.11129015,-0.64609694
0.9495049,1440,0.95678264,0.14999999,1.1917979e-07,5.4849205,0.95678264,55.17621183395386,-0.7777778,3.171065,72,0.9997621,-0.64456224,10.533386,1.1726989e-07,0.14629704,,,0.9994131,0.0019841366,-0.91483986,0.818823,-0.86952686,-0.6578641
0.9563412,1460,0.95678264,0.14999999,6.444955e-09,5.108726,0.95678264,56.07926321029663,0.09090909,3.1606045,73,0.9997621,-0.6604578,10.54216,1.1407902e-07,0.14441317,,,1.1798728,0.9814776,-0.911642,0.82070684,-0.022880092,-0.6716299
0.95614576,1480,0.95678264,0.14999999,2.9702358e-09,7.846441,0.95678264,57.05696749687195,-1.0,3.138223,74,0.9997621,-0.6041593,10.551144,1.1101664e-07,0.14258295,,,1.095598,1.8893505e-06,-0.90538055,0.82253706,-1.2874577,-0.67188025
0.95609576,1500,0.95678264,0.14999999,,8.487562,0.95678264,57.60396933555603,0.7979798,3.1275747,75,0.9997621,-2.848546,10.560165,1.0807592e-07,0.1408022,,,1.0053595,2.7110154e-09,-0.9304483,0.8243178,0.86923563,-0.6853032
0.31018737,1520,0.95678264,0.14999999,7.0802175e-10,5.2751207,0.95678264,58.07660245895386,-0.15151516,3.1013184,76,0.9997621,-1.1073235,11.2150955,1.0525054e-07,0.14756703,,,1.0500259,5.2307587,-0.93315744,0.817553,-0.16681492,-0.69854844
0.9564393,1540,0.95678264,0.14999999,0.08394414,5.60078,0.95678264,59.01960849761963,-0.5959596,3.0732884,77,0.9997621,-0.6367747,11.223774,1.02534514e-07,0.14576334,,,0.84089464,0.1148024,-0.92891276,0.8193567,-0.60431147,-0.6450599
0.95648,1560,0.95678264,0.14999999,7.871426e-09,6.6818967,0.95678264,59.70993971824646,0.35353535,3.0726357,78,0.9997621,-0.7500288,11.232414,9.9922275e-08,0.14400536,,,0.89978683,0.008523511,-0.9288431,0.82111466,0.31793016,-0.65647346
0.779717,1580,0.95678264,0.14999999,1.02468276e-16,7.709143,0.95678264,60.68035936355591,-1.0,3.0659153,79,0.9997621,-0.8035137,11.417824,9.74086e-08,0.1445294,,,1.1110361,1.8841109e-06,-0.92873245,0.8205906,-1.1414589,-0.6691032
0.95642173,1600,0.95678264,0.14999999,5.893323e-13,4.992136,0.95678264,61.65014934539795,0.030303031,3.0495872,80,0.9997621,-1.3737204,11.426521,9.49886e-08,0.1428315,,,1.132919,1.9113551,-0.93329954,0.8222885,-0.15075642,-0.681682
0.9558508,1620,0.95678264,0.14999999,4.3867006,5.4040527,0.95678264,62.61535954475403,-0.23232323,3.0485678,81,0.9997621,-0.6482436,11.435791,9.265769e-08,0.1411826,,,1.0255042,4.927538,-0.9283626,0.8239374,-0.19868237,-0.6704935
0.9564402,1640,0.95678264,0.14999999,6.8025914e-14,15.931384,0.95678264,63.60823082923889,1.0,3.015239,82,0.9997621,-0.6326939,11.444466,9.041153e-08,0.13956666,,,1.061926,1.5377288e-13,-0.9246705,0.82555336,1.2778195,-0.6237084
0.17506547,1660,0.95678264,0.14999999,,7.3793716,0.95678264,64.51091814041138,-1.0,2.9983783,83,0.9997621,-3.3162427,12.234528,8.8246054e-08,0.1474039,,,1.1216304,1.822451e-06,-0.95336705,0.8177161,-1.0684043,-0.63582975
0.9563791,1680,0.95678264,0.14999999,0.0027006732,6.043206,0.95678264,65.40838623046875,-0.47474748,2.9828022,84,0.9997621,-0.93930775,12.243271,8.6157456e-08,0.1457532,,,0.80474675,0.76785624,-0.95210713,0.8193668,-0.6248966,-0.6478059
0.9566701,1700,0.95678264,0.14999999,4.7896957,5.6273823,0.95678264,66.62633180618286,-0.7171717,3.0040534,85,0.9997621,-0.7775011,12.251717,8.4142165e-08,0.14413786,,,0.95424473,0.009007474,-0.9524948,0.82098216,-0.76054674,-0.65054077
0.9564283,1720,0.95678264,0.14999999,0.0004460986,5.0364122,0.95678264,69.33689141273499,-0.11111111,2.9744368,86,0.9997621,-0.67944217,12.2604065,8.219674e-08,0.14256287,,,1.0987701,4.595774,-0.95004344,0.82255715,0.037799217,-0.66213083
0.93964356,1740,0.95678264,0.14999999,2.4947577,5.741372,0.95678264,71.83434891700745,0.21212122,2.9834728,87,0.9997621,-0.6113027,12.285881,8.031802e-08,0.14121705,,,1.0917157,0.15391521,-0.94521624,0.82390296,0.37029898,-0.6216314
0.7571641,1760,0.95678264,0.14999999,4.1812897,7.9232335,0.95678264,73.35892653465271,0.5151515,2.994263,88,0.9997621,-0.9187106,12.493843,7.850298e-08,0.14197546,,,0.8396974,9.8525896e-05,-0.9441008,0.82314456,0.5225918,-0.6312925
0.5808016,1780,0.95678264,0.14999999,1.09149334e-16,5.2633567,0.95678264,74.37309432029724,-0.7979798,2.9386897,89,0.9997621,-1.0215521,12.878159,7.674878e-08,0.14469838,,,0.9904042,0.001135308,-0.9469853,0.82042164,-0.6582749,-0.64259094
0.95633143,1800,0.95678264,0.14999999,5.28905,5.6633763,0.95678264,75.12575912475586,-0.61616164,2.918146,90,0.9997621,-0.72686887,12.88694,7.505273e-08,0.14318824,,,0.9275133,0.079213254,-0.9448174,0.8219318,-0.7364185,-0.6537515
0.95649743,1820,0.95678264,0.14999999,2.0666612e-20,8.08546,0.95678264,76.80352568626404,0.7171717,2.9173148,91,0.9997621,-0.6499242,12.895561,7.3412274e-08,0.1417095,,,0.90123355,7.781714e-08,-0.9425376,0.8234105,0.98674953,-0.6639216
0.2058844,1840,0.95678264,0.14999999,8.199649e-38,7.4900417,0.95678264,79.15357685089111,-1.0,2.9084783,92,0.9997621,-1.3426682,13.6548,7.182504e-08,0.14842176,,,1.1069392,1.8949697e-06,-0.948185,0.81669825,-0.94990635,-0.67485064
0.9562792,1860,0.95678264,0.14999999,2.0462691e-16,6.6493134,0.95678264,81.39006447792053,0.35353535,2.9023094,93,0.9997621,-0.6511519,13.6636505,7.028872e-08,0.14692092,,,0.9473311,0.008775963,-0.94412583,0.8181991,0.27577305,-0.68566155
0.7631825,1880,0.95678264,0.14999999,1.5113693,5.109195,0.95678264,83.49147748947144,0.030303031,2.9018505,94,0.9997621,-0.7738464,13.865585,6.880116e-08,0.14750624,,,1.1004715,1.9394277,-0.94304776,0.8176138,0.02815152,-0.6962625
0.956402,1900,0.95678264,0.14999999,0.6550504,5.6259565,0.95678264,85.19918084144592,-0.27272728,2.8698533,95,0.9997621,-0.61051005,13.874298,6.736033e-08,0.14604527,,,0.91467893,4.4198465,-0.9386484,0.81907475,-0.15475266,-0.68642235
0.9556115,1920,0.95678264,0.14999999,0.0005111513,5.0922427,0.95678264,86.48610162734985,-0.7979798,2.862333,96,0.9997621,-0.63722134,13.883804,6.5964315e-08,0.14462298,,,1.0167583,0.0011453745,-0.93653345,0.82049704,-1.0464795,-0.65141875
0.9560384,1940,0.95678264,0.14999999,6.1692333,7.285815,0.95678264,88.60392045974731,-1.0,2.865768,97,0.9997621,-0.88940066,13.892883,6.461123e-08,0.14322561,,,1.134975,1.8703438e-06,-0.9360233,0.8218944,-0.9674289,-0.6617696
0.9564077,1960,0.95678264,0.14999999,3.894716e-08,4.994824,0.95678264,90.92495226860046,-0.05050505,2.862093,98,0.9997621,-0.64408183,13.901604,6.329935e-08,0.1418531,,,1.1077195,3.5236223,-0.9319236,0.8232669,-0.102688864,-0.6720261
0.95499736,1980,0.95678264,0.14999999,8.9423755e-12,16.101456,0.95678264,93.28819227218628,1.0,2.8522453,99,0.9997621,-0.6021082,13.911728,6.2027055e-08,0.14052248,,,1.1843827,1.5737356e-13,-0.9276493,0.82459754,0.9794654,-0.64685446
0.21613783,2000,0.95678264,0.14999999,1.0143773e-05,5.541964,0.95678264,95.05664896965027,0.1919192,2.8351178,100,0.9997621,-1.3060368,14.660706,6.079271e-08,0.14660704,,,1.0869641,0.22530727,-0.93014234,0.818513,0.22748604,-0.65690476
