ReturnLastEpisode,TimestepsSoFar,ReturnAbsMax,LQGsigma_higher,IWLastEpisode,IWMax,ReturnMax,TimeElapsed,LQGmu1_higher,Bound,Iteration,ReturnStepMax,DenMISELogLast,Regret,Delta,Regret/t,IWMin,ReturnMin,IWMean,IWFirstEpisode,DenMISEMeanLog,ReturnMean,LQGmu1_actor,DenMISELogFirst
0.25969127,23760,0.9568778,0.14999999,1.4502255e-23,4.339697,0.9568778,1789.9302985668182,-0.6363636,1.5098814,1188,0.99986076,-2.0039134,108.815796,4.3074339e-10,0.09159577,,,1.0006782,0.042894933,-0.7992928,0.87352425,-0.7350491,-0.43825954
0.95648414,23780,0.9568778,0.14999999,4.1712637,4.3654213,0.9568778,1791.8567106723785,-0.7777778,1.5095112,1189,0.99986076,-0.49060953,108.82434,4.3001913e-10,0.09152591,,,0.989784,0.0015942203,-0.7990334,0.8735941,-0.61064225,-0.43906483
0.95651954,23800,0.9568778,0.14999999,4.326053,4.327251,0.9568778,1794.202759027481,-0.61616164,1.5097294,1190,0.99986076,-0.48715115,108.83301,4.292967e-10,0.09145635,,,1.0009607,0.06396247,-0.7987806,0.87366366,-0.45287418,-0.43990418
0.95636755,23820,0.9568778,0.14999999,4.362171,4.363271,0.9568778,1797.2443573474884,-0.45454547,1.5096838,1191,0.99986076,-0.49485046,108.841675,4.2857615e-10,0.091386855,,,0.9856361,0.8037398,-0.7985256,0.87373316,-0.35619366,-0.44069043
0.95616764,23840,0.9568778,0.14999999,4.132741,4.311784,0.9568778,1799.98198056221,-0.3939394,1.5089847,1192,0.99986076,-0.47242033,108.85083,4.2785733e-10,0.09131777,,,0.9908348,1.5391307,-0.79826456,0.87380224,-0.5309301,-0.4408551
0.95626783,23860,0.9568778,0.14999999,4.31439,4.3427563,0.9568778,1802.8249385356903,-0.5151515,1.5085144,1193,0.99986076,-0.48930717,108.85962,4.2714035e-10,0.09124863,,,0.9900017,0.35645464,-0.798014,0.8738714,-0.4416991,-0.44040328
0.9565618,23880,0.9568778,0.14999999,4.318656,4.320707,0.9568778,1805.2318935394287,-0.43434343,1.5081235,1194,0.99986076,-0.48596516,108.86804,4.2642517e-10,0.09117931,,,0.98871523,1.0165575,-0.7977617,0.8739407,-0.123927176,-0.4409424
0.95510125,23900,0.9568778,0.14999999,4.201168,4.202078,0.9568778,1808.060873746872,-0.13131313,1.5087926,1195,0.99986076,-0.45839345,108.87805,4.257118e-10,0.0911113,,,1.0208682,3.894265,-0.7974879,0.8740087,-0.56892604,-0.44092855
0.9563233,23920,0.9568778,0.14999999,4.305223,4.307879,0.9568778,1811.038498878479,-0.57575756,1.5078584,1196,0.99986076,-0.48268464,108.88684,4.250002e-10,0.09104246,,,0.99842924,0.13405968,-0.79720795,0.87407756,-0.73809135,-0.43851152
0.95644057,23940,0.9568778,0.14999999,3.73375,4.2900944,0.9568778,1813.8637659549713,-0.65656567,1.5068352,1197,0.99986076,-0.48693025,108.89551,4.2429038e-10,0.090973675,,,1.0036182,0.028323498,-0.7969507,0.87414634,-0.6075493,-0.4392352
0.9565749,23960,0.9568778,0.14999999,3.6060138e-10,9.808661,0.9568778,1816.81924533844,0.41414142,1.5064214,1198,0.99986076,-0.47528404,108.90405,4.2358234e-10,0.09090489,,,0.9676626,0.0014907622,-0.79668,0.8742151,0.44597146,-0.4400466
0.6388897,23980,0.9568778,0.14999999,4.9296706e-11,4.2794023,0.9568778,1818.948783159256,-0.6363636,1.5063164,1199,0.99986076,-1.3208656,109.23047,4.2287604e-10,0.09110129,,,1.0041903,0.043007474,-0.79714596,0.8740187,-0.66926986,-0.44087973
0.95657295,24000,0.9568778,0.14999999,1.8961411e-21,16.275078,0.9568778,1821.0316417217255,0.8181818,1.5059663,1200,0.99986076,-0.47429642,109.23901,4.2217158e-10,0.091032505,,,1.0788515,8.7261753e-10,-0.79687417,0.8740875,0.7662226,-0.44167754
0.44132596,24020,0.9568778,0.14999999,4.2295138e-19,4.2739472,0.9568778,1823.6548054218292,-0.65656567,1.505902,1201,0.99986076,-1.6998203,109.762695,4.214688e-10,0.091392756,,,1.005342,0.02841642,-0.7975645,0.87372726,-0.53419673,-0.44251055
0.9567478,24040,0.9568778,0.14999999,4.2916956,4.2916956,0.9568778,1825.715579509735,-0.53535354,1.5054846,1202,0.99986076,-0.4785301,109.770996,4.2076784e-10,0.09132367,,,0.9951438,0.26293787,-0.79729533,0.87379634,-0.7576585,-0.44331917
0.9559324,24060,0.9568778,0.14999999,4.282949,4.34285,0.9568778,1827.7673726081848,-0.7777778,1.5055733,1203,0.99986076,-0.48545563,109.78027,4.200686e-10,0.09125537,,,0.9900317,0.0016019985,-0.7970409,0.87386465,-0.7814718,-0.44393206
0.956308,24080,0.9568778,0.14999999,4.3307257,4.3308263,0.9568778,1829.8529675006866,-0.7777778,1.5051575,1204,0.99986076,-0.48785678,109.78906,4.1937115e-10,0.09118694,,,0.9910789,0.0016033282,-0.7967931,0.8739331,-0.610718,-0.44476163
0.95667905,24100,0.9568778,0.14999999,4.18178,4.239225,0.9568778,1831.9158244132996,-0.6363636,1.5047461,1205,0.99986076,-0.46717107,109.797485,4.186754e-10,0.091118276,,,1.0072017,0.043210544,-0.7965275,0.87400174,-0.574533,-0.44559053
0.9565305,24120,0.9568778,0.14999999,4.247195,4.2474027,0.9568778,1834.3307552337646,-0.57575756,1.504323,1206,0.99986076,-0.4681105,109.80603,4.1798134e-10,0.09104979,,,1.0023316,0.13511924,-0.79625005,0.8740702,-0.7014189,-0.4463842
0.9563602,24140,0.9568778,0.14999999,1.48165855e-05,5.1496935,0.9568778,1836.3998746871948,0.05050505,1.5042903,1207,0.99986076,-0.46626943,109.81494,4.1728906e-10,0.09098166,,,0.993378,1.2368298,-0.7959753,0.87413836,0.039543014,-0.447101
0.94161963,24160,0.9568778,0.14999999,3.7559128,4.3994164,0.9568778,1838.504433631897,-0.07070707,1.5040736,1208,0.99986076,-0.6152629,109.83838,4.1659842e-10,0.09092581,,,1.0125625,3.1404145,-0.79583216,0.8741942,-0.10988641,-0.44690496
0.95601964,24180,0.9568778,0.14999999,3.472061e-05,12.419488,0.9568778,1840.6263172626495,0.61616164,1.5039802,1209,0.99986076,-0.4679931,109.84741,4.1590958e-10,0.0908581,,,1.0710272,2.8369354e-06,-0.7955514,0.8742619,0.3526306,-0.44513613
0.66136664,24200,0.9568778,0.14999999,8.388394,8.388511,0.9568778,1843.1198098659515,0.3131313,1.5054631,1210,0.99986076,-1.1833388,110.15112,4.152224e-10,0.091034055,,,0.9585665,0.017456342,-0.79581606,0.87408596,0.3196049,-0.4459629
0.7147536,24220,0.9568778,0.14999999,5.1797633e-09,4.233888,0.9568778,1845.2380921840668,-0.65656567,1.5038488,1211,0.99986076,-1.1190689,110.40161,4.1453696e-10,0.0911656,,,1.0088801,0.028537842,-0.79611874,0.8739544,-0.6624891,-0.4467746
0.95677257,24240,0.9568778,0.14999999,7.911785e-08,7.2014403,0.9568778,1847.35835647583,0.23232323,1.5037092,1212,0.99986076,-0.462586,110.410034,4.1385315e-10,0.091097414,,,0.9661281,0.08987486,-0.7958369,0.8740226,-0.06229037,-0.44757646
0.9557032,24260,0.9568778,0.14999999,4.16799,4.271038,0.9568778,1849.4812533855438,-0.11111111,1.5059237,1213,0.99986076,-0.5022183,110.41931,4.1317108e-10,0.09102994,,,1.0192659,3.711119,-0.795624,0.8740901,-0.1548271,-0.44832703
0.9560273,24280,0.9568778,0.14999999,4.124883,4.2154174,0.9568778,1851.6043736934662,-0.13131313,1.5054548,1214,0.99986076,-0.4511431,110.42847,4.1249065e-10,0.09096247,,,1.021035,3.914442,-0.79532516,0.87415755,0.0034324229,-0.44609633
0.95529175,24300,0.9568778,0.14999999,3.8346534,4.305688,0.9568778,1853.7367742061615,-0.09090909,1.5043968,1215,0.99986076,-0.5636825,110.43823,4.1181195e-10,0.09089565,,,1.0187197,3.4315014,-0.795118,0.87422436,0.22656924,-0.44370046
0.7146912,24320,0.9568778,0.14999999,9.062346e-08,4.243384,0.9568778,1855.8618848323822,-0.67676765,1.5033436,1216,0.99986076,-0.93899184,110.68872,4.1113493e-10,0.0910269,,,1.008853,0.01839327,-0.7952216,0.8740931,-0.7494706,-0.44170287
0.95645154,24340,0.9568778,0.14999999,4.212725,4.3234315,0.9568778,1858.039052248001,-0.7777778,1.5031509,1217,0.99986076,-0.47773483,110.697266,4.1045956e-10,0.09095919,,,0.99273956,0.0015997214,-0.7949543,0.8741608,-0.70858586,-0.4425098
0.95647186,24360,0.9568778,0.14999999,4.1466966,4.2237964,0.9568778,1860.1542718410492,-0.67676765,1.5028911,1218,0.99986076,-0.4666283,110.70618,4.0978582e-10,0.09089172,,,1.0105321,0.018423218,-0.79469115,0.8742283,-0.5677851,-0.44332984
0.9566497,24380,0.9568778,0.14999999,0.00027544817,5.486232,0.9568778,1862.2687838077545,0.09090909,1.5022337,1219,0.99986076,-0.4664403,110.71448,4.0911374e-10,0.09082401,,,0.9895464,0.7817732,-0.79441404,0.874296,0.083290726,-0.4441354
0.95335704,24400,0.9568778,0.14999999,5.241646e-05,4.2107058,0.9568778,1864.3841145038605,-0.6363636,1.5019594,1220,0.99986076,-0.67446995,110.7262,4.0844336e-10,0.09075916,,,1.0108485,0.04315543,-0.79432535,0.87436086,-0.43316698,-0.44431427
0.9564256,24420,0.9568778,0.14999999,0.03647286,4.9428105,0.9568778,1868.328516960144,0.030303031,1.5018841,1221,0.99986076,-0.48406515,110.734985,4.077746e-10,0.0906921,,,1.0010988,1.5086704,-0.794063,0.8744279,-0.14113684,-0.44509825
0.955912,24440,0.9568778,0.14999999,4.0941854,4.154379,0.9568778,1872.019244670868,-0.17171717,1.502049,1222,0.99986076,-0.45216748,110.74414,4.071075e-10,0.090625286,,,1.0198709,4.1370482,-0.79378325,0.87449473,0.056961447,-0.44468206
0.9567851,24460,0.9568778,0.14999999,4.759314,4.77942,0.9568778,1875.7200663089752,0.01010101,1.5013564,1223,0.99986076,-0.63071984,110.75244,4.0644196e-10,0.09055799,,,1.0056593,1.8054185,-0.7936343,0.874562,-0.1861163,-0.4421203
0.9566298,24480,0.9568778,0.14999999,4.1160626,4.1402063,0.9568778,1879.024153470993,-0.17171717,1.5008605,1224,0.99986076,-0.441323,110.76099,4.0577813e-10,0.090491,,,1.0201477,4.12375,-0.7933427,0.874629,-0.092204034,-0.4414625
0.95666105,24500,0.9568778,0.14999999,4.2108,4.214108,0.9568778,1882.4515562057495,-0.11111111,1.5003695,1225,0.99986076,-0.46741512,110.76941,4.0511594e-10,0.09042406,,,1.020824,3.676356,-0.7930608,0.87469596,-0.11713015,-0.43891576
0.95647275,24520,0.9568778,0.14999999,4.160681,4.1625977,0.9568778,1886.6744692325592,-0.13131313,1.4999948,1226,0.99986076,-0.45196736,110.7782,4.044553e-10,0.09035736,,,1.0223371,3.8779688,-0.79276633,0.87476265,-0.20681366,-0.43673512
0.95665485,24540,0.9568778,0.14999999,0.6493618,4.3109026,0.9568778,1890.9095387458801,-0.4949495,1.4997616,1227,0.99986076,-0.43499234,110.78662,4.037963e-10,0.090290666,,,0.98899674,0.47307858,-0.79245716,0.87482935,-0.22519743,-0.43439233
0.9565933,24560,0.9568778,0.14999999,4.01869,4.1076303,0.9568778,1895.1531624794006,-0.1919192,1.5017921,1228,0.99986076,-0.4373844,110.795044,4.0313894e-10,0.09022397,,,1.0229974,4.101185,-0.79217786,0.87489605,-0.3976537,-0.43482152
0.9567978,24580,0.9568778,0.14999999,3.922668,4.2383647,0.9568778,1898.9839398860931,-0.33333334,1.5001595,1229,0.99986076,-0.48052633,110.803345,4.0248313e-10,0.09015739,,,0.9973528,2.4817111,-0.7919063,0.8749626,-0.41189843,-0.43230137
0.95662534,24600,0.9568778,0.14999999,4.2983985,4.3005486,0.9568778,1902.4994099140167,-0.41414142,1.4998665,1230,0.99986076,-0.4801729,110.81201,4.01829e-10,0.09009105,,,0.9876806,1.2499305,-0.7916555,0.87502897,-0.4829418,-0.43109745
0.9561527,24620,0.9568778,0.14999999,4.276938,4.2861037,0.9568778,1906.0110194683075,-0.4949495,1.4995911,1231,0.99986076,-0.47825986,110.82092,4.011764e-10,0.09002513,,,0.99175894,0.47142667,-0.7914116,0.8750949,-0.50452965,-0.43089443
0.95673436,24640,0.9568778,0.14999999,4.2606,4.274701,0.9568778,1909.4627842903137,-0.4949495,1.4992691,1232,0.99986076,-0.473268,110.829346,4.0052545e-10,0.089958906,,,0.99283993,0.47162902,-0.79116064,0.8751611,-0.35805693,-0.43132356
0.95649,24660,0.9568778,0.14999999,4.2286487,4.2286854,0.9568778,1913.5146548748016,-0.35353535,1.499212,1233,0.99986076,-0.4641553,110.83801,3.9987602e-10,0.089892924,,,0.9963632,2.147798,-0.79090196,0.8752271,-0.3220117,-0.43175218
0.95659065,24680,0.9568778,0.14999999,4.173926,4.1746674,0.9568778,1918.0677137374878,-0.3131313,1.4988978,1234,0.99986076,-0.45242816,110.846436,3.992282e-10,0.08982688,,,1.0041257,2.810288,-0.79063123,0.87529314,-0.6232604,-0.43082246
0.9567601,24700,0.9568778,0.14999999,4.202728,4.207463,0.9568778,1922.3674404621124,-0.61616164,1.4984612,1235,0.99986076,-0.4586722,110.85474,3.9858195e-10,0.0897609,,,1.0090729,0.06329144,-0.79035974,0.8753591,-0.61747795,-0.4293577
0.9566538,24720,0.9568778,0.14999999,2.2487316e-10,9.899878,0.9568778,1926.662081003189,0.41414142,1.4981604,1236,0.99986076,-0.45607677,110.86316,3.9793724e-10,0.089695156,,,0.9692673,0.0014760307,-0.7900825,0.87542486,0.47036526,-0.43011585
0.61743087,24740,0.9568778,0.14999999,4.1999477e-11,4.1999683,0.9568778,1930.980710029602,-0.61616164,1.498112,1237,0.99986076,-1.3626959,111.21094,3.972941e-10,0.08990371,,,1.0099709,0.06339061,-0.7905721,0.8752163,-0.6453988,-0.4309234
0.95675385,24760,0.9568778,0.14999999,4.1855435,4.1908426,0.9568778,1934.7029705047607,-0.6363636,1.4977462,1238,0.99986076,-0.45526922,111.21924,3.9665254e-10,0.08983779,,,1.0117599,0.042613637,-0.7902939,0.8752822,-0.44656134,-0.43168023
0.95669216,24780,0.9568778,0.14999999,4.2461185,4.2511983,0.9568778,1936.784910440445,-0.45454547,1.4974124,1239,0.99986076,-0.46924028,111.22778,3.960125e-10,0.089772224,,,0.9915557,0.79714644,-0.79002607,0.8753478,-0.23269078,-0.43245324
0.9564477,24800,0.9568778,0.14999999,4.061095,4.094193,0.9568778,1938.9596030712128,-0.21212122,1.497547,1240,0.99986076,-0.43267354,111.23633,3.9537404e-10,0.08970678,,,1.0196297,4.0232353,-0.78974515,0.87541324,0.015355676,-0.43261686
0.9516066,24820,0.9568778,0.14999999,2.0743658e-09,35.771374,0.9568778,1941.060954093933,1.0,1.4972116,1241,0.99986076,-0.5731958,111.24988,3.947371e-10,0.089645326,,,0.9878376,1.2671639e-13,-0.7895555,0.8754747,0.8372124,-0.43018368
0.38033983,24840,0.9568778,0.14999999,4.373293e-32,7.0028934,0.9568778,1943.1623265743256,-1.0,1.4970242,1242,0.99986076,-1.8223833,111.834595,3.9410172e-10,0.09004396,,,0.9846779,1.4848915e-06,-0.7904034,0.87507606,-1.0010166,-0.43098915
0.9562002,24860,0.9568778,0.14999999,7.23682e-10,4.797317,0.9568778,1945.2631554603577,0.01010101,1.4966483,1243,0.99986076,-0.6942341,111.843506,3.9346784e-10,0.089978695,,,1.0039477,1.7868711,-0.7903396,0.8751413,-0.12756602,-0.431794
0.9563122,24880,0.9568778,0.14999999,4.0997214,4.121794,0.9568778,1947.3606870174408,-0.15151516,1.4968009,1244,0.99986076,-0.44548342,111.852295,3.9283551e-10,0.08991349,,,1.0233632,4.003502,-0.79006004,0.87520653,-0.11753532,-0.43116164
0.9558574,24900,0.9568778,0.14999999,4.1435175,4.144324,0.9568778,1949.4654233455658,-0.13131313,1.496399,1245,0.99986076,-0.447582,111.861694,3.922047e-10,0.0898487,,,1.0238322,3.8471344,-0.7897669,0.8752713,-0.07479523,-0.4287521
0.9549981,24920,0.9568778,0.14999999,2.3365434e-08,6.9860535,0.9568778,1951.6308846473694,-1.0,1.4961137,1246,0.99986076,-0.47212005,111.871826,3.915754e-10,0.08978474,,,0.9851136,1.4781957e-06,-0.78949344,0.8753353,-0.90066004,-0.42646968
0.9564735,24940,0.9568778,0.14999999,4.4223248e-06,4.18323,0.9568778,1953.7755644321442,-0.11111111,1.4959795,1247,0.99986076,-0.54603106,111.88049,3.909476e-10,0.08971971,,,1.0235488,3.6337976,-0.7893114,0.8754003,-0.2384668,-0.42727193
0.9566017,24960,0.9568778,0.14999999,3.8887167,4.06676,0.9568778,1955.8804643154144,-0.1919192,1.4951662,1248,0.99986076,-0.42804623,111.888916,3.903214e-10,0.089654624,,,1.0231662,4.061767,-0.7890038,0.8754654,-0.047117308,-0.42516375
0.95573026,24980,0.9568778,0.14999999,1.5770955e-05,4.384783,0.9568778,1957.9899263381958,-0.7979798,1.4950287,1249,0.99986076,-0.49324617,111.898315,3.896966e-10,0.08959031,,,0.98340106,0.0009112191,-0.788749,0.8755297,-0.75457436,-0.42271537
0.9565385,25000,0.9568778,0.14999999,1.9921721e-20,13.940281,0.9568778,1961.4645192623138,0.6969697,1.495058,1250,0.99986076,-0.48112574,111.90686,3.8907333e-10,0.08952546,,,1.0978876,1.3607618e-07,-0.788517,0.87559456,0.81539464,-0.42351496
0.37841254,25020,0.9568778,0.14999999,4.2033943e-07,4.309061,0.9568778,1963.569866657257,-0.07070707,1.4947164,1251,0.99986076,-1.7879791,112.49353,3.8845158e-10,0.089922905,,,1.0199107,3.0702667,-0.7892409,0.8751971,-0.12736055,-0.42431465
0.9563337,25040,0.9568778,0.14999999,0.00018785938,4.379938,0.9568778,1965.7492306232452,-0.7979798,1.4944937,1252,0.99986076,-0.4360068,112.50244,3.8783127e-10,0.089858115,,,0.9842426,0.00091117085,-0.7889436,0.8752619,-1.0138619,-0.42266244
0.9564174,25060,0.9568778,0.14999999,5.4862947,6.9853144,0.9568778,1969.043654680252,-1.0,1.4953706,1253,0.99986076,-0.7283417,112.51123,3.8721248e-10,0.08979344,,,0.98612297,1.4737533e-06,-0.78890836,0.8753266,-0.84763277,-0.42346013
0.95659715,25080,0.9568778,0.14999999,4.959975e-05,4.121532,0.9568778,1974.9447293281555,-0.13131313,1.494333,1254,0.99986076,-0.51282364,112.519775,3.8659514e-10,0.08972871,,,1.0259486,3.8298829,-0.7887006,0.8753913,-0.20913458,-0.42425787
0.9557902,25100,0.9568778,0.14999999,4.0301337,4.0546074,0.9568778,1979.3702502250671,-0.1919192,1.4939079,1255,0.99986076,-0.42220408,112.52905,3.859793e-10,0.08966464,,,1.0245407,4.0489593,-0.7883885,0.8754554,-0.11892307,-0.42200553
0.9558957,25120,0.9568778,0.14999999,0.0001459714,4.37197,0.9568778,1983.7584772109985,-0.7979798,1.4936442,1256,0.99986076,-0.4367871,112.53821,3.8536493e-10,0.089600444,,,0.9849594,0.00090836757,-0.78808975,0.8755196,-0.6910537,-0.41958097
0.9561706,25140,0.9568778,0.14999999,0.006559048,4.073605,0.9568778,1986.199045419693,-0.15151516,1.4934493,1257,0.99986076,-0.46383852,112.54724,3.8475204e-10,0.08953637,,,1.0273964,3.960554,-0.7878443,0.87558365,-0.15219465,-0.4203761
0.95574534,25160,0.9568778,0.14999999,4.059269,4.0636764,0.9568778,1988.3730487823486,-0.15151516,1.4930716,1258,0.99986076,-0.4228317,112.55652,3.8414058e-10,0.08947259,,,1.0281532,3.9512553,-0.7875331,0.8756474,-0.057386972,-0.4180255
0.95310336,25180,0.9568778,0.14999999,4.2689085,4.2761717,0.9568778,1990.5456256866455,-0.07070707,1.4927535,1259,0.99986076,-0.47711954,112.56848,3.835306e-10,0.08941108,,,1.0225751,3.0438826,-0.7872648,0.87570894,-0.089338765,-0.4156841
0.95623326,25200,0.9568778,0.14999999,0.0019459642,4.2308125,0.9568778,1992.7240481376648,-0.67676765,1.4925839,1260,0.99986076,-0.44810328,112.57739,3.8292208e-10,0.089347124,,,1.008022,0.017891852,-0.78697836,0.8757729,-0.8186755,-0.41406327
0.95663154,25220,0.9568778,0.14999999,4.348949,4.363713,0.9568778,1994.8942699432373,-0.7979798,1.4930654,1261,0.99986076,-0.5012709,112.58594,3.82315e-10,0.08928305,,,0.98643714,0.0009040736,-0.7867462,0.87583697,-0.88366735,-0.41484243
0.95645833,25240,0.9568778,0.14999999,3.3454628,6.9956574,0.9568778,1997.0700242519379,-1.0,1.4926429,1262,0.99986076,-0.53016317,112.59448,3.8170936e-10,0.08921909,,,0.98501086,1.4622649e-06,-0.78655416,0.8759009,-0.95856553,-0.41563442
0.95626384,25260,0.9568778,0.14999999,2.7471428,4.349028,0.9568778,1999.24134349823,-0.7979798,1.4925691,1263,0.99986076,-0.6054418,112.60327,3.8110518e-10,0.089155436,,,0.9875339,0.00090550684,-0.78642386,0.8759646,-0.54105407,-0.41642648
0.9565835,25280,0.9568778,0.14999999,6.6486523e-09,10.021607,0.9568778,2001.4251382350922,0.41414142,1.4925373,1264,0.99986076,-0.46849114,112.61194,3.8050235e-10,0.08909172,,,0.96778196,0.0014571145,-0.7861828,0.8760283,0.36512598,-0.41721722
0.6954742,25300,0.9568778,0.14999999,0.058277924,4.1396575,0.9568778,2003.7567946910858,-0.11111111,1.4923246,1265,0.99986076,-1.2193267,112.88159,3.79901e-10,0.08923447,,,1.0280501,3.600286,-0.7865525,0.87588555,-0.22278541,-0.4180069
0.95610684,25320,0.9568778,0.14999999,3.9593775,4.031265,0.9568778,2007.5976169109344,-0.1919192,1.4917012,1266,0.99986076,-0.41907698,112.890625,3.7930112e-10,0.08917111,,,1.026851,4.024535,-0.7862407,0.8759489,-0.3471039,-0.41595507
0.9568067,25340,0.9568778,0.14999999,4.20426,4.2227564,0.9568778,2011.1536173820496,-0.35353535,1.4918034,1267,0.99986076,-0.458836,112.8988,3.7870257e-10,0.089107215,,,0.9947821,2.1091008,-0.7859616,0.8760128,-0.23327786,-0.41357076
0.9564151,25360,0.9568778,0.14999999,4.0372386,4.0387716,0.9568778,2013.3310322761536,-0.23232323,1.4912789,1268,0.99986076,-0.41739973,112.907715,3.781055e-10,0.089043915,,,1.0218331,3.8077652,-0.7856758,0.8760761,-0.08988565,-0.41269645
0.95502305,25380,0.9568778,0.14999999,0.16005072,8.242643,0.9568778,2015.5815529823303,0.2929293,1.4907191,1269,0.99986076,-0.4461602,112.917725,3.7750983e-10,0.08898163,,,0.9546439,0.02606803,-0.78539175,0.8761384,0.36958608,-0.4104863
0.6540874,25400,0.9568778,0.14999999,0.10337107,16.646446,0.9568778,2017.7625074386597,0.8181818,1.4904082,1270,0.99986076,-1.2243476,113.22876,3.7691555e-10,0.08915651,,,1.0806926,8.464687e-10,-0.7857744,0.8759635,0.79728335,-0.41125348
0.38986003,25420,0.9568778,0.14999999,3.185846e-08,4.0396824,0.9568778,2019.943797826767,-0.15151516,1.4903427,1271,0.99986076,-1.764717,113.80408,3.763227e-10,0.08953893,,,1.0302395,3.927678,-0.78648484,0.8755811,-0.28439456,-0.41204056
0.95661986,25440,0.9568778,0.14999999,4.0172663,4.146215,0.9568778,2022.1228630542755,-0.3131313,1.4899547,1272,0.99986076,-0.4307713,113.8125,3.7573122e-10,0.089475214,,,1.0039079,2.7516646,-0.78618205,0.8756448,-0.22824423,-0.40974158
0.9562318,25460,0.9568778,0.14999999,3.9910288,4.004875,0.9568778,2024.291758775711,-0.21212122,1.4899645,1273,0.99986076,-0.41164428,113.82141,3.7514114e-10,0.089411974,,,1.0266025,3.926844,-0.78588545,0.87570804,-0.25946784,-0.4083665
0.955091,25480,0.9568778,0.14999999,2.0589261e-05,7.0228367,0.9568778,2026.4660756587982,-1.0,1.4896185,1274,0.99986076,-0.4174764,113.83142,3.7455244e-10,0.08934963,,,0.98326486,1.4483487e-06,-0.7855759,0.8757704,-0.81751347,-0.40607178
0.95670515,25500,0.9568778,0.14999999,4.3551464,4.368507,0.9568778,2028.6329228878021,-0.7979798,1.4907753,1275,0.99986076,-0.50165594,113.83984,3.7396514e-10,0.08928609,,,0.98705155,0.0008968824,-0.78536755,0.8758339,-0.7359176,-0.40685642
0.9564499,25520,0.9568778,0.14999999,4.112867,4.3289633,0.9568778,2030.7988448143005,-0.7777778,1.4901185,1276,0.99986076,-0.47487825,113.84851,3.7337922e-10,0.08922297,,,0.99238306,0.0015449002,-0.78513503,0.87589705,-0.7907843,-0.4076397
0.95643896,25540,0.9568778,0.14999999,4.314249,4.3177075,0.9568778,2032.972146987915,-0.7777778,1.4897604,1277,0.99986076,-0.48750106,113.85718,3.7279468e-10,0.089159906,,,0.99334663,0.0015461096,-0.7849086,0.8759601,-0.7408566,-0.40842187
0.9564584,25560,0.9568778,0.14999999,3.8885925,4.2178855,0.9568778,2035.1495957374573,-0.67676765,1.4895627,1278,0.99986076,-0.47114104,113.86572,3.7221148e-10,0.089096844,,,1.0093557,0.01780511,-0.7846689,0.8760232,-0.4197401,-0.40920347
0.9567326,25580,0.9568778,0.14999999,2.995244,4.1099515,0.9568778,2037.3282392024994,-0.2929293,1.4908993,1279,0.99986076,-0.47619954,113.87427,3.716297e-10,0.08903378,,,1.0118054,3.0652053,-0.7844211,0.87608624,-0.25547102,-0.40997168
0.9563082,25600,0.9568778,0.14999999,4.038057,4.0394626,0.9568778,2039.5036206245422,-0.25252524,1.4906124,1280,0.99986076,-0.41777498,113.882935,3.7104922e-10,0.08897102,,,1.0220149,3.5946379,-0.784126,0.876149,0.014189094,-0.40835956
0.95203954,25620,0.9568778,0.14999999,2.9269629,4.060507,0.9568778,2041.6748139858246,-0.13131313,1.4888394,1281,0.99986076,-0.56624824,113.89612,3.7047018e-10,0.08891189,,,1.0313239,3.7618563,-0.7839393,0.8762081,-0.20281744,-0.40633613
0.9560227,25640,0.9568778,0.14999999,3.9755983,3.9866471,0.9568778,2043.8452665805817,-0.21212122,1.4884597,1282,0.99986076,-0.40391734,113.90515,3.6989242e-10,0.088849604,,,1.0287312,3.9104548,-0.7836191,0.8762704,-0.24113077,-0.4041841
0.95565957,25660,0.9568778,0.14999999,3.9911368,3.992058,0.9568778,2046.020712852478,-0.23232323,1.4880966,1283,0.99986076,-0.40761843,113.914795,3.6931602e-10,0.088787794,,,1.0262073,3.7669444,-0.7833043,0.8763322,-0.14272067,-0.4019182
0.9562341,25680,0.9568778,0.14999999,0.0024476822,10.328632,0.9568778,2048.2029044628143,0.43434343,1.4880226,1284,0.99986076,-0.40927202,113.923584,3.68741e-10,0.08872551,,,0.9764051,0.0008300159,-0.78299314,0.8763945,0.5661221,-0.39976558
0.49200013,25700,0.9568778,0.14999999,0.0001268248,4.0008683,0.9568778,2050.382895708084,-0.15151516,1.4877565,1285,0.99986076,-1.4936328,114.39673,3.681673e-10,0.08902472,,,1.0337193,3.8827796,-0.7835663,0.8760953,-0.0396201,-0.40054345
0.95529807,25720,0.9568778,0.14999999,4.2485433,4.2505903,0.9568778,2052.584928750992,-0.07070707,1.4873629,1286,0.99986076,-0.48987013,114.406494,3.6759495e-10,0.08896309,,,1.0245272,2.991438,-0.7833123,0.8761569,-0.2027284,-0.39830428
0.95671624,25740,0.9568778,0.14999999,3.9442701,3.953419,0.9568778,2054.767437696457,-0.1919192,1.4868307,1287,0.99986076,-0.3966788,114.41492,3.6702397e-10,0.08890045,,,1.0329533,3.9480135,-0.7829936,0.8762196,-0.12479706,-0.39675814
0.95578367,25760,0.9568778,0.14999999,4.0107694,4.0139413,0.9568778,2056.9630777835846,-0.13131313,1.4864919,1288,0.99986076,-0.41174522,114.424194,3.6645428e-10,0.08883864,,,1.0343254,3.7174888,-0.7826804,0.8762814,0.08756982,-0.3944719
