IWMean,Delta,ReturnMin,ReturnStepMax,DenMISELogLast,TimestepsSoFar,Regret/t,ReturnMean,ReturnAbsMax,ReturnLastEpisode,LQGsigma_higher,IWMax,Iteration,IWLastEpisode,IWFirstEpisode,LQGmu1_actor,LQGmu1_higher,TimeElapsed,IWMin,ReturnMax,DenMISEMeanLog,DenMISELogFirst,Bound,Regret
5.256943e-15,0.0006079271,,0.9969419,0.64454794,20,0.011216819,0.9539032,0.9539032,0.9539032,0.14999999,5.256943e-15,1,5.256943e-15,5.256943e-15,1.0529629,1.0,0.07178854942321777,,0.9539032,0.64454794,0.64454794,2159767500000.0,0.011216819
2.0476548e-06,0.00015198177,,0.9969419,0.22269942,40,0.42393082,0.5411892,0.9539032,0.12847514,0.14999999,4.0953096e-06,2,,4.0953096e-06,-1.3079422,-1.0,1.047177791595459,,0.9539032,0.087050095,-0.048599232,324543040.0,0.84786165
0.00042496013,6.754746e-05,,0.99747586,-2.227728,60,0.28619206,0.67892796,0.9544055,0.9544055,0.14999999,0.001117226,3,2.5872323e-29,0.00015765443,0.5326546,0.45454547,1.6710176467895508,,0.9544055,-0.9548519,-0.45406228,3000.187,0.85857606
0.11874617,3.7995444e-05,,0.99747586,-0.5346426,80,0.33741945,0.62770057,0.9544055,0.4740185,0.14999999,0.47487146,4,1.6916002e-11,0.47487146,-0.3547159,-0.5555556,2.097942352294922,,0.9544055,-1.065455,-0.7416918,334.91217,1.3496778
0.10549247,2.4317082e-05,,0.9985448,-1.0703027,100,0.27185792,0.6932621,0.9555083,0.9555083,0.14999999,0.3137839,5,0.016407749,0.1972705,0.16046463,0.17171717,2.568800687789917,,0.9555083,-1.222497,-0.85265213,21.231579,1.3592896
0.58869624,1.6886865e-05,,0.9985448,-0.50243944,120,0.2655977,0.6995223,0.9555083,0.7308233,0.14999999,3.0066671,6,0.0044870814,2.1642162e-08,0.82580435,0.7171717,3.0018179416656494,,0.9555083,-1.2372823,-0.996278,20.433002,1.593586
2.4475791,1.2406674e-05,,0.9985448,-0.6858247,140,0.3273834,0.6377366,0.9555083,0.26702255,0.14999999,10.713665,7,5.6963483e-13,6.3966703,-0.11192858,-0.33333334,3.687858819961548,,0.9555083,-1.2205998,-1.1504287,14.87566,2.2916842
0.028087202,9.498861e-06,,0.9985448,-0.686502,160,0.2877522,0.6773678,0.9555083,0.9547858,0.14999999,0.12753236,8,0.00027806533,0.0053104553,-0.763327,-0.7777778,4.401135683059692,,0.9555083,-1.0730821,-0.634864,12.053637,2.3020177
1.098549,7.505273e-06,,0.9985448,-0.6984519,180,0.2568776,0.7082424,0.9555083,0.95523906,0.14999999,4.5068946,9,4.461598e-06,1.3629119,0.06654367,0.030303031,5.285529136657715,,0.9555083,-1.1330531,-0.75198346,7.034354,2.3118982
0.65419316,6.0792704e-06,,0.9985448,-0.46686822,200,0.23352128,0.73159873,0.9555083,0.94180596,0.14999999,2.8966274,10,1.0983588,0.009262655,0.5090676,0.3131313,5.993037462234497,,0.9555083,-1.0689245,-0.7163353,6.708978,2.3352127
1.366075,5.0241906e-06,,0.9985448,-0.8126744,220,0.2561664,0.7089536,0.9555083,0.48250255,0.14999999,5.9701357,11,2.9716104e-05,5.9701357,-0.151759,-0.23232323,6.790093660354614,,0.9555083,-1.0788431,-0.8107196,6.735854,2.8178306
1.247654,4.221716e-06,,0.9985448,-0.44188643,240,0.23565835,0.72946167,0.9555083,0.9550495,0.14999999,8.819202,12,5.8214183e-10,2.2193506e-11,1.0498447,0.85858583,7.4604105949401855,,0.9555083,-1.0105823,-0.4641712,6.768491,2.8279
1.1552548,3.5972016e-06,,0.9985448,-1.1976112,260,0.2825088,0.6826112,0.9555083,0.12040668,0.14999999,12.795649,13,,6.722481e-06,-0.9792483,-1.0,8.246651887893677,,0.9555083,-1.0225865,-0.5442139,6.4843936,3.672614
1.1224568,3.1016684e-06,,0.9985448,-0.7831936,280,0.26304567,0.70207435,0.9555083,0.95509434,0.14999999,7.275514,14,2.6819428e-23,3.49252e-06,0.47290525,0.57575756,8.96697998046875,,0.9555083,-1.0140802,-0.61832136,6.436703,3.68264
0.53017896,2.7018984e-06,,0.9985448,-0.69982207,300,0.276886,0.68823403,0.9555083,0.49446926,0.14999999,6.436777,15,9.388019e-13,0.053951792,-0.72167385,-0.67676765,9.699593544006348,,0.9555083,-0.995593,-0.687314,6.009236,4.15329
0.65899336,2.3747152e-06,,0.9985448,-0.754857,320,0.26021028,0.70490974,0.9555083,0.9550455,0.14999999,5.5383654,16,0.90338975,2.0739224,-0.33380246,-0.43434343,10.44112491607666,,0.9555083,-1.0125614,-0.74826217,5.699561,4.1633644
1.3132732,2.103554e-06,,0.9985448,-0.64063567,340,0.24554366,0.71957636,0.9555083,0.954242,0.14999999,5.676512,17,1.6766284,4.0121136,-0.09950342,-0.11111111,11.319847345352173,,0.9555083,-1.0125598,-0.6870054,5.4250493,4.174242
0.8369508,1.8763183e-06,,0.9985448,-0.53362185,360,0.23250622,0.7326138,0.9555083,0.95425093,0.14999999,5.457916,18,2.4415469e-05,0.0009899013,-0.59068906,-0.83838385,12.345569610595703,,0.9555083,-0.97448754,-0.53227806,5.296033,4.185112
1.486627,1.6840087e-06,,0.9985448,-0.7239418,380,0.220783,0.744337,0.9555083,0.955356,0.14999999,12.22923,19,2.0864365e-24,1.8000267e-14,1.3285145,1.0,13.090694665908813,,0.9555083,-0.97335243,-0.58629024,5.2887883,4.1948767
0.874812,1.5198176e-06,,0.9985448,-3.681477,400,0.25324613,0.7118739,0.9555083,0.09507413,0.14999999,6.7649174,20,1.5523373e-12,0.31143588,0.3083312,0.13131313,13.825407028198242,,0.9555083,-1.0986042,-0.63758355,5.0814223,5.0649223
1.1941178,1.3785193e-06,,0.9985448,-0.8921085,420,0.25905108,0.70606893,0.9555083,0.5899693,0.14999999,6.7563715,21,5.060647,0.00063704106,0.5649844,0.41414142,14.772397756576538,,0.9555083,-1.0976965,-0.6709219,4.963896,5.440073
1.1630887,1.2560477e-06,,0.9985448,-0.87987316,440,0.27049625,0.69462377,0.9555083,0.45427588,0.14999999,5.7105484,22,5.0543105e-07,4.881523,-0.09039332,-0.2929293,15.693502426147461,,0.9555083,-1.0839629,-0.7174116,4.87644,5.950918
0.9228056,1.1492007e-06,,0.9985448,-0.61239576,460,0.25932872,0.7057913,0.9555083,0.9514776,0.14999999,11.066086,23,5.078108e-08,6.8394634e-06,-1.0229566,-1.0,16.755680322647095,,0.9555083,-1.0597448,-0.56146663,4.8388696,5.9645596
0.8949656,1.055429e-06,,0.9985448,-0.8714568,480,0.24894464,0.7161754,0.9555083,0.95500994,0.14999999,5.2983117,24,8.336383e-28,7.621587e-08,0.62718904,0.67676765,17.844480991363525,,0.9555083,-1.0597558,-0.60402596,4.7779818,5.9746704
0.7074859,9.726833e-07,,0.9985448,-0.82312065,500,0.26165962,0.7034604,0.9555083,0.39830026,0.14999999,6.8582706,25,6.554428e-14,0.3167518,-0.52760243,-0.57575756,18.809239625930786,,0.9555083,-1.0563898,-0.6448479,4.731402,6.5414906
1.205707,8.993004e-07,,0.9985808,-0.74015915,520,0.25196373,0.7131563,0.955552,0.955552,0.14999999,5.3478055,26,0.035439607,2.696756,-0.12186957,-0.05050505,19.746434688568115,,0.955552,-1.0567864,-0.6714782,4.6206307,6.551058
1.264775,8.3391916e-07,,0.9985808,-0.58099604,540,0.24302697,0.72209305,0.955552,0.9544487,0.14999999,4.7965174,27,4.2636867,4.7965174,-0.13935629,-0.1919192,20.57357382774353,,0.955552,-1.0341191,-0.610531,4.317129,6.5617294
