TimeElapsed,Regret/t,ReturnMean,ReturnLastEpisode,IWFirstEpisode,LQGsigma_higher,DenMISEMeanLog,DenMISELogFirst,IWLastEpisode,Bound,TimestepsSoFar,DenMISELogLast,ReturnAbsMax,IWMin,Regret,ReturnMax,LQGmu1_higher,ReturnStepMax,ReturnMin,Iteration,LQGmu1_actor,IWMax,Delta,IWMean
0.037095069885253906,0.48642153,0.4786985,0.4786985,2.4445732e-09,0.14999999,0.5148256,0.5148256,2.4445732e-09,1083838960000.0,20,0.5148256,0.4786985,,0.48642153,0.4786985,1.0,0.5001017,,1,0.912537,2.4445732e-09,0.0006079271,2.4445732e-09
1.0363044738769531,0.68476045,0.28035957,0.08202062,9.446369e-11,0.14999999,-0.031641215,-0.17832159,1.18438216e-35,162865870.0,40,0.115039155,0.4786985,,1.3695209,0.4786985,-1.0,0.5001017,,2,-0.5490607,9.446369e-11,0.00015198177,4.7231843e-11
1.8240854740142822,0.47318992,0.4919301,0.9150711,0.11346507,0.14999999,-1.6004466,-0.58378667,2.5681837e-08,2876.5579,60,-3.9271274,0.9150711,,1.4195697,0.9150711,0.45454547,0.95990574,,3,0.5437136,0.11346507,6.754746e-05,0.049028266
2.5168004035949707,0.5115608,0.45355922,0.3384467,0.0020575118,0.14999999,-1.5472972,-0.8343448,1.0268689e-11,362.14194,80,-0.5730709,0.9150711,,2.0462432,0.9150711,-0.5555556,0.95990574,,4,-0.70747316,179.83743,3.7995444e-05,44.959873
3.214237689971924,0.41920793,0.5459121,0.9153235,5.338443,0.14999999,-0.834918,-1.056974,2.3166905e-07,20.800655,100,-0.92109907,0.9153235,,2.0960398,0.9153235,0.17171717,0.9602721,,5,-0.0848417,5.338443,2.4317082e-05,1.1221696
4.0110509395599365,0.37333322,0.5917868,0.8211602,0.0001902343,0.14999999,-0.81815815,-0.5128643,3.0102437e-06,19.570065,120,-0.6022318,0.9153235,,2.2399993,0.9153235,0.7171717,0.9602721,,6,0.6440708,3.43861,1.6886865e-05,1.0750494
4.990728855133057,0.41765475,0.54746526,0.28153604,1.5511922e-06,0.14999999,-0.8002377,-0.66698325,1.536182e-19,12.767191,140,-0.627634,0.9153235,,2.9235835,0.9153235,-0.7777778,0.9602721,,7,-0.75933295,8.380554,1.2406674e-05,1.5034313
5.711150884628296,0.37178493,0.5933351,0.91442394,0.24857612,0.14999999,-0.7591108,-0.8005144,0.0851125,12.61013,160,-0.5908304,0.9153235,,2.9742794,0.9153235,-0.33333334,0.9602721,,8,-0.42124385,2.132024,9.498861e-06,0.5405654
6.406020402908325,0.33629137,0.62882864,0.91277695,6.4331512,0.14999999,-0.8031781,-0.8876984,0.0579318,6.6023703,180,-0.7043213,0.9153235,,3.0266223,0.9153235,0.030303031,0.9602721,,9,-0.18638672,6.4331512,7.505273e-06,1.2240075
7.105074405670166,0.31097364,0.6541464,0.8820063,7.583361e-05,0.14999999,-0.78924143,-0.45376557,0.038196575,6.645081,200,-0.6694374,0.9153235,,3.1097364,0.9153235,-0.65656567,0.9602721,,10,-0.2549926,5.589533,6.0792704e-06,1.6639144
7.826069593429565,0.28925347,0.67586654,0.893068,0.6492428,0.14999999,-0.7549889,-0.54906815,6.094625,6.646443,220,-0.8293611,0.9153235,,3.181789,0.9153235,-0.25252524,0.9602721,,11,-0.1255882,6.094625,5.0241906e-06,1.6537224
8.517024755477905,0.27514267,0.68997735,0.8451969,1.8989462e-06,0.14999999,-0.69487476,-0.5787336,1.9167812e-09,6.36126,240,-0.4736129,0.9153235,,3.301712,0.9153235,0.85858583,0.9602721,,12,0.8927297,8.778693,4.221716e-06,1.0658532
9.229777097702026,0.32059538,0.64452463,0.0990922,0.8039454,0.14999999,-0.70884526,-0.6587762,0.0054760603,6.276,260,-0.7683242,0.9153235,,4.16774,0.9153235,0.33333334,0.9602721,,13,0.2876682,3.1988583,3.5972016e-06,0.3866178
