ReturnMax,IWMax,ReturnAbsMax,Regret/t,DenMISEMeanLog,Delta,IWFirstEpisode,ReturnStepMax,ReturnMin,Iteration,IWMean,ReturnMean,LQGmu1_higher,Bound,IWMin,Regret,LQGmu1_actor,ReturnLastEpisode,LQGsigma_higher,TimestepsSoFar,DenMISELogFirst,DenMISELogLast,TimeElapsed,IWLastEpisode
0.9563978,7.3678284,0.9563978,0.19124734,-0.85016537,4.9626703e-07,5.383524e-09,0.99939334,,35,0.7701557,0.7738727,0.83838385,4.1348634,,6.693657,0.68489325,0.6041782,0.14999999,700,-0.69269365,-0.81683546,25.54537606239319,0.016580582
0.9563978,6.2488723,0.9563978,0.2010712,-0.85913074,4.6907957e-07,0.032302804,0.99939334,,36,1.2108333,0.7640488,0.35353535,3.9945562,,7.2385616,0.4111041,0.42021203,0.14999999,720,-0.72086453,-0.9109656,26.0120747089386,0.5764826
0.9563978,5.7185993,0.9563978,0.2056213,-0.8517481,4.4406656e-07,0.0024436996,0.99939334,,37,0.98237395,0.7594987,-0.7171717,3.989745,,7.6079903,-0.3843765,0.59569275,0.14999999,740,-0.7473666,-0.7421599,26.47721767425537,2.893098e-12
0.9563978,5.652688,0.9563978,0.20044243,-0.8506072,4.2100217e-07,1.4909129,0.99939334,,38,1.0843712,0.7646776,-0.37373737,4.0250335,,7.6168118,-0.15721121,0.9562977,0.14999999,760,-0.7739688,-0.7564652,27.295438051223755,5.652688
0.9563978,5.696702,0.9563978,0.19555593,-0.84681547,3.996891e-07,4.6265554,0.99939334,,39,0.9847469,0.7695641,-0.030303031,3.9399848,,7.6266785,0.014782749,0.95525026,0.14999999,780,-0.7614598,-0.74465674,28.222504138946533,3.9154644
0.9563978,14.6537695,0.9563978,0.19098759,-0.8443718,3.799544e-07,2.8813848e-12,0.99939334,,40,0.8625685,0.77413243,1.0,3.9364228,,7.6395035,1.0478057,0.9522956,0.14999999,800,-0.67467326,-0.69821554,29.17696237564087,2.292381e-09
0.9563978,7.018955,0.9563978,0.20623529,-0.8627193,3.6164613e-07,4.831894e-05,0.99939334,,41,1.3141875,0.7588847,0.5959596,3.8492866,,8.4556465,0.6182421,0.1489778,0.14999999,820,-0.69936585,-1.3613868,30.134840488433838,0.11108838
0.9563978,5.469697,0.9563978,0.2133938,-0.8564255,3.4462983e-07,4.6677103,0.99939334,,42,1.0058254,0.7517262,-0.21212122,3.7599602,,8.962542,-0.17205665,0.45822817,0.14999999,840,-0.7234622,-0.8458934,31.10363507270813,1.3734009e-06
0.9563978,8.106647,0.9563978,0.20870346,-0.8516913,3.2878697e-07,2.2301822e-07,0.99939334,,43,0.83156186,0.75641656,-1.0,3.7260747,,8.974247,-0.93104416,0.95341194,0.14999999,860,-0.64160985,-0.62795717,32.07525086402893,1.2074777e-06
0.9563978,5.953149,0.9563978,0.2041623,-0.85467285,3.140119e-07,1.7994356,0.99939334,,44,0.9818752,0.7609577,0.09090909,3.7196157,,8.983143,0.07856448,0.95622754,0.14999999,880,-0.66459936,-0.7719979,33.04114103317261,4.794143e-10
0.9563978,5.745819,0.9563978,0.19995421,-0.8521331,3.0021093e-07,0.17858565,0.99939334,,45,0.9432237,0.7651658,-0.5151515,3.6758485,,8.99794,-0.7214764,0.9503212,0.14999999,900,-0.6469901,-0.69279605,34.047632455825806,0.002107344
0.9563978,5.7720695,0.9563978,0.19580054,-0.8519984,2.8730017e-07,0.00012681658,0.99939334,,46,1.0078614,0.7693195,-0.8181818,3.7389488,,9.0068245,-0.67319036,0.95623606,0.14999999,920,-0.6650083,-0.7596525,35.009713649749756,4.6182365
0.9563978,6.26121,0.9563978,0.1918304,-0.8490731,2.7520463e-07,0.10495965,0.99939334,,47,1.0890812,0.7732896,0.2929293,3.6335225,,9.016029,0.42960224,0.9559151,0.14999999,940,-0.68651175,-0.68958366,35.98681688308716,5.2022586e-09
0.9563978,7.618504,0.9563978,0.19694483,-0.8476506,2.6385726e-07,3.3136956e-07,0.99939334,,48,1.0224453,0.7681752,0.7373737,3.5830438,,9.45335,0.6084312,0.52779573,0.14999999,960,-0.7053344,-0.83258927,37.02073049545288,0.745134
0.9563978,5.4920197,0.9563978,0.20358443,-0.8487687,2.531974e-07,0.010806361,0.99939334,,49,0.9878814,0.7615356,-0.65656567,3.5863655,,9.975639,-0.93000805,0.44283387,0.14999999,980,-0.72595376,-0.88293743,37.99758744239807,2.3152367e-15
0.9563978,5.5368285,0.9563978,0.19968843,-0.8481839,2.4317083e-07,5.2261343,0.99939334,,50,1.0264235,0.7654316,-0.07070707,3.5708919,,9.984421,-0.17656843,0.9563366,0.14999999,1000,-0.7459359,-0.7796932,38.85280108451843,4.3367334e-07
0.9563978,6.4656878,0.9563978,0.19595611,-0.8449611,2.3372819e-07,0.00095690717,0.99939334,,51,1.3681296,0.7691639,0.4949495,3.5531826,,9.993763,0.570409,0.95578045,0.14999999,1020,-0.6663253,-0.680355,39.541364431381226,0.00023351358
0.9563978,5.7457027,0.9563978,0.20165187,-0.8385125,2.248251e-07,1.854293e-05,0.99939334,,52,1.0359496,0.76346815,-0.8787879,3.5276988,,10.485897,-0.8047788,0.47298446,0.14999999,1040,-0.6857246,-0.8268775,40.038732051849365,3.2748652e-20
0.9563978,5.5487266,0.9563978,0.1980198,-0.83479375,2.1642118e-07,3.3571734,0.99939334,,53,0.9823224,0.7671002,-0.27272728,3.5132294,,10.4950485,-0.2701318,0.955967,0.14999999,1060,-0.7047724,-0.6434942,40.514776945114136,0.009381958
0.9563978,14.242479,0.9563978,0.1945154,-0.832519,2.0847979e-07,2.8452314e-12,0.99939334,,54,0.8645763,0.7706046,1.0,3.4556434,,10.503834,0.96514547,0.9563391,0.14999999,1080,-0.66204697,-0.66967195,40.989392042160034,1.4006828e-15
0.9563978,5.483789,0.9563978,0.20491964,-0.8425247,2.0096763e-07,1.0781192,0.99939334,,55,0.9298104,0.7602004,-0.3939394,3.3821514,,11.27058,-0.2152965,0.19836985,0.14999999,1100,-0.6803961,-1.1727183,41.47926139831543,1.2813574e-17
0.9563978,5.242362,0.9563978,0.20144379,-0.8407122,1.9385428e-07,5.242362,0.99939334,,56,1.0914297,0.7636762,-0.13131313,3.416212,,11.280853,-0.38950676,0.95484775,0.14999999,1120,-0.67900205,-0.64968497,42.25523233413696,4.354146
0.9563978,5.488448,0.9563978,0.19806725,-0.8361222,1.8711206e-07,6.377091e-05,0.99939334,,57,1.0395721,0.76705277,-0.83838385,3.3738332,,11.289833,-0.634497,0.95614094,0.14999999,1140,-0.6072142,-0.64275753,42.79492545127869,0.05746198
0.9563978,5.371129,0.9563978,0.19480318,-0.83355147,1.8071556e-07,0.024372363,0.99939334,,58,0.9695201,0.77031684,-0.61616164,3.3588595,,11.298584,-0.5559165,0.95636505,0.14999999,1160,-0.6246048,-0.6978681,43.30215573310852,5.3046236
0.9563978,6.113392,0.9563978,0.19165683,-0.83119005,1.7464151e-07,0.69516367,0.99939334,,59,0.888637,0.7734632,0.17171717,3.3433514,,11.3077545,0.3745821,0.9559532,0.14999999,1180,-0.64127916,-0.64272624,43.77126741409302,3.928508e-05
0.9563978,6.6935587,0.9563978,0.19436997,-0.8342833,1.6886865e-07,0.0016247692,0.99939334,,60,1.3826909,0.77075005,0.47474748,3.3633852,,11.662197,0.51155925,0.61067474,0.14999999,1200,-0.6463727,-0.8851283,44.289121866226196,5.1569843
0.9563978,5.241518,0.9563978,0.19835144,-0.8290173,1.6337734e-07,1.3341506,0.99939334,,61,1.013643,0.7667686,-0.37373737,3.2858121,,12.099438,-0.09985766,0.5278818,0.14999999,1220,-0.66287494,-0.8497436,44.88271927833557,1.6978309e-07
0.9563978,7.553545,0.9563978,0.19532233,-0.8265835,1.581496e-07,1.4384515e-06,0.99939334,,62,1.1335435,0.7697977,0.6969697,3.2686458,,12.109985,0.555846,0.95457244,0.14999999,1240,-0.65749985,-0.6711563,45.65580725669861,3.8775606e-06
0.9563978,8.186244,0.9563978,0.19996971,-0.8253593,1.5316883e-07,2.3024486e-07,0.99939334,,63,0.78359646,0.7651503,-1.0,3.2652082,,12.598095,-0.8720373,0.4770123,0.14999999,1260,-0.6735002,-0.8457414,46.43558859825134,2.69395e-23
0.9563978,5.228298,0.9563978,0.19699144,-0.8269471,1.484197e-07,5.228298,0.99939334,,64,1.072438,0.7681286,-0.15151516,3.2577562,,12.607452,-0.097699165,0.9557592,0.14999999,1280,-0.68924856,-0.6858359,47.2149293422699,5.1563286e-05
0.9563978,5.3410306,0.9563978,0.19410849,-0.8233909,1.4388809e-07,0.0060247094,0.99939334,,65,0.988362,0.77101153,-0.67676765,3.224801,,12.61705,-0.63342804,0.9555226,0.14999999,1300,-0.62622607,-0.6437164,47.99748945236206,0.0029390608
0.95640934,5.7562733,0.95640934,0.19129944,-0.8210967,1.3956085e-07,2.9143257,0.9994012,,66,0.9331349,0.7738206,0.030303031,3.222109,,12.625763,-0.12122963,0.95640934,0.14999999,1320,-0.6414009,-0.6402959,48.91412925720215,0.00028265628
0.95640934,6.515588,0.95640934,0.18858117,-0.8192914,1.3542595e-07,0.018671228,0.9994012,,67,1.1952522,0.77653885,0.37373737,3.199137,,12.634937,0.6389815,0.9559419,0.14999999,1340,-0.6132294,-0.6145013,50.079954624176025,0.02124589
0.95640934,4.9516344,0.95640934,0.19350755,-0.8187256,1.3147212e-07,4.537251,0.9994012,,68,1.1039757,0.77161247,-0.1919192,3.1680589,,13.158512,0.0010033697,0.44154269,0.14999999,1360,-0.6277659,-0.9439846,51.334163188934326,1.4851875e-06
0.95640934,14.314893,0.95640934,0.19096494,-0.81537044,1.2768895e-07,2.6152771e-12,0.9994012,,69,0.843187,0.7741551,1.0,3.1463258,,13.176582,1.1922977,0.9470584,0.14999999,1380,-0.57777214,-0.66836554,52.33382606506348,1.2118654e-09
0.95640934,5.401804,0.95640934,0.20006883,-0.8409796,1.2406676e-07,0.081203744,0.9994012,,70,0.9555396,0.7650512,-0.5555556,3.1384773,,14.004822,-0.57638466,0.13687828,0.14999999,1400,-0.5921609,-2.394334,53.400426149368286,9.571387e-29
0.95640934,6.901915,0.95640934,0.19738352,-0.83912826,1.2059652e-07,4.397602e-05,0.9994012,,71,1.4021596,0.7677365,0.5959596,3.135922,,14.014229,0.7003248,0.9557092,0.14999999,1420,-0.6051861,-0.647328,54.33547782897949,2.765139e-13
0.95640934,5.401682,0.95640934,0.20244104,-0.8359883,1.1726989e-07,0.00022327776,0.9994012,,72,1.0051951,0.762679,-0.7979798,3.1251595,,14.575752,-0.85353434,0.40359908,0.14999999,1440,-0.61917174,-0.9692832,55.130149126052856,1.5139343e-21
0.95640934,5.485082,0.95640934,0.1997931,-0.8341424,1.1407902e-07,3.6966066,0.9994012,,73,1.0060172,0.7653269,-0.01010101,3.1104858,,14.584892,0.0107634375,0.9559745,0.14999999,1460,-0.632962,-0.68676627,55.92183256149292,7.203759e-07
0.95640934,8.192773,0.95640934,0.1972934,-0.8321735,1.1101664e-07,2.1332423e-07,0.9994012,,74,0.7647889,0.7678266,-1.0,3.0816379,,14.599716,-0.79640377,0.95030093,0.14999999,1480,-0.59716964,-0.6749382,56.717066049575806,7.212361e-10
0.95640934,5.058773,0.95640934,0.19478393,-0.8330911,1.0807592e-07,0.0021313147,0.9994012,,75,1.0549158,0.7703361,-0.7171717,3.0641036,,14.608795,-0.6689804,0.9560417,0.14999999,1500,-0.6105926,-0.64645517,57.512953758239746,4.4155474
0.95640934,7.7427707,0.95640934,0.19233567,-0.82957757,1.0525054e-07,1.1848322e-08,0.9994012,,76,0.82309073,0.77278435,0.8181818,3.0473404,,14.617512,0.84940916,0.95640343,0.14999999,1520,-0.62380946,-0.60243505,58.315706968307495,2.1969961e-21
0.95640934,5.3837805,0.95640934,0.19862425,-0.83546054,1.02534514e-07,0.34229764,0.9994012,,77,0.92586726,0.76649576,-0.47474748,3.0362089,,15.294067,-0.5909578,0.2885629,0.14999999,1540,-0.63688153,-1.0897235,59.11572337150574,9.465096e-17
0.95640934,6.6517663,0.95640934,0.19619,-0.8337848,9.9922275e-08,0.39366668,0.9994012,,78,0.8371631,0.76893,0.21212122,3.0337634,,15.3028145,0.24169934,0.9563713,0.14999999,1560,-0.6453493,-0.6164159,59.92190098762512,2.939376e-06
0.95640934,5.075468,0.95640934,0.1968615,-0.8363296,9.74086e-08,4.4869256,0.9994012,,79,1.0506183,0.7682585,-0.05050505,3.0129704,,15.552063,0.019728623,0.715877,0.14999999,1580,-0.65305406,-0.85843927,60.722917318344116,0.9410224
0.95640934,4.972925,0.95640934,0.19465846,-0.8338663,9.49886e-08,0.0059300577,0.9994012,,80,1.0818553,0.77046156,-0.67676765,3.0067797,,15.572678,-0.9921092,0.9445045,0.14999999,1600,-0.61039066,-0.67040867,61.51950645446777,0.000108195905
0.95640934,5.5045104,0.95640934,0.19236994,-0.8344658,9.265769e-08,1.7411017e-05,0.9994012,,81,1.0095803,0.7727501,-0.8787879,2.9878612,,15.581963,-0.9393731,0.9558352,0.14999999,1620,-0.622739,-0.9459897,62.32001304626465,5.1489854
0.95640934,6.760637,0.95640934,0.19013238,-0.8335893,9.041153e-08,0.0009274048,0.9994012,,82,1.3115711,0.77498764,0.4949495,2.969358,,15.590851,0.70011413,0.9562316,0.14999999,1640,-0.63500893,-0.7522384,63.12377095222473,7.883402e-20
0.95640934,5.2514625,0.95640934,0.19485384,-0.83232164,8.8246054e-08,3.9702847,0.9994012,,83,0.9733988,0.7702662,-0.23232323,2.952556,,16.172874,-0.47674638,0.3831019,0.14999999,1660,-0.647119,-1.0067543,63.926048040390015,2.9586632e-08
0.95640934,7.804737,0.95640934,0.19263953,-0.8309978,8.6157456e-08,2.1659145e-07,0.9994012,,84,0.8109625,0.7724805,-1.0,2.9446921,,16.181725,-0.88438994,0.9562658,0.14999999,1680,-0.6123693,-0.6794986,64.9949803352356,0.011954589
0.95640934,5.236697,0.95640934,0.19048095,-0.8312428,8.4142165e-08,0.17456234,0.9994012,,85,0.9665928,0.77463907,-0.5151515,2.9348416,,16.19088,-0.5845242,0.95596576,0.14999999,1700,-0.62420374,-0.64515615,66.32108354568481,0.24502999
0.95640934,5.95109,0.95640934,0.18836832,-0.82909924,8.219674e-08,1.744943,0.9994012,,86,0.90298975,0.7767517,0.09090909,2.9321952,,16.199677,0.008202516,0.9563156,0.14999999,1720,-0.6338482,-0.5990028,69.20338368415833,0.0001914623
0.95640934,4.9116735,0.95640934,0.18643838,-0.828591,8.031802e-08,0.00012188227,0.9994012,,87,1.0748272,0.77868164,-0.8181818,2.9144664,,16.220139,-0.9341697,0.94466215,0.14999999,1740,-0.6253221,-0.6739182,71.8029203414917,1.3388433e-06
0.95640934,7.9250627,0.95640934,0.18442601,-0.8265139,7.850298e-08,6.662572e-07,0.9994012,,88,1.1542792,0.780694,0.7171717,2.8965564,,16.229492,0.55706495,0.9557734,0.14999999,1760,-0.6367494,-0.7039122,72.95339035987854,2.5880064e-26
0.95640934,15.953056,0.95640934,0.18753976,-0.8261112,7.674878e-08,2.8056813e-12,0.9994012,,89,0.9229476,0.77758026,1.0,2.8850625,,16.69104,0.8694176,0.5035667,0.14999999,1780,-0.64804894,-0.9149975,74.58299732208252,0.08487027
0.95640934,5.2549744,0.95640934,0.19322687,-0.83097786,7.505273e-08,4.1769238,0.9994012,,90,1.0326121,0.77189314,-0.030303031,2.884468,,17.390419,0.2050954,0.26573694,0.14999999,1800,-0.65922225,-1.1356026,76.50536513328552,1.2751346e-07
0.95640934,6.7194395,0.95640934,0.19390088,-0.8313106,7.3412274e-08,0.09868874,0.9994012,,91,0.96259636,0.77121913,0.2929293,2.9154398,,17.644981,0.37145817,0.7105581,0.14999999,1820,-0.62490654,-0.8764581,78.20989322662354,5.3827515
0.95640934,5.07874,0.95640934,0.19571364,-0.83262,7.182504e-08,0.037853416,0.9994012,,92,1.0208681,0.7694064,-0.5959596,2.8607447,,18.005653,-0.56165606,0.6044505,0.14999999,1840,-0.63475174,-0.89700943,80.31108593940735,6.054117e-09
0.95640934,5.125436,0.95640934,0.19370323,-0.8302675,7.028872e-08,3.4655113e-05,0.9994012,,93,1.0532637,0.7714168,-0.85858583,2.8437011,,18.014404,-0.5983877,0.9563718,0.14999999,1860,-0.64515126,-0.6196608,83.12894010543823,0.6966785
0.95644975,5.4788074,0.95644975,0.19173479,-0.82742536,6.880116e-08,0.820314,0.99943924,,94,0.90330255,0.7733852,-0.41414142,2.8552144,,18.023071,-0.34151015,0.95644975,0.14999999,1880,-0.6558462,-0.59914213,85.77216291427612,2.277213
0.95644975,6.903143,0.95644975,0.1898098,-0.8271745,6.736033e-08,0.0002994567,0.99943924,,95,1.3477243,0.7753102,0.53535354,2.8362482,,18.031929,0.43151492,0.9562663,0.14999999,1900,-0.6577394,-0.69600993,88.30197334289551,2.0255482e-07
0.95644975,5.3762474,0.95644975,0.19195104,-0.82456326,6.5964315e-08,3.2366357,0.99943924,,96,0.90864223,0.773169,-0.27272728,2.8154154,,18.4273,-0.11316985,0.56975096,0.14999999,1920,-0.6682075,-0.89269525,90.95655846595764,0.00010617781
0.95644975,6.621437,0.95644975,0.19007963,-0.82379216,6.461123e-08,0.0684673,0.99943924,,97,1.0243192,0.7750404,0.3131313,2.8148918,,18.437721,0.3752242,0.95469284,0.14999999,1940,-0.64541125,-0.647345,93.63266825675964,0.08954821
0.95644975,4.8795314,0.95644975,0.19214666,-0.82410336,6.329935e-08,0.025123589,0.99943924,,98,1.0501398,0.77297336,-0.61616164,2.803189,,18.830376,-0.7223687,0.5724729,0.14999999,1960,-0.6549622,-0.86071014,95.38156867027283,2.056771e-09
0.95644975,5.318111,0.95644975,0.19029707,-0.8210696,6.2027055e-08,4.2005315,0.99943924,,99,1.0135275,0.77482295,-0.030303031,2.7947798,,18.839409,0.073639534,0.95608044,0.14999999,1980,-0.6648582,-0.5595805,98.07300329208374,0.000111032976
0.95644975,7.916957,0.95644975,0.18854433,-0.8202098,6.079271e-08,2.2118456e-07,0.99943924,,100,0.7861805,0.7765757,-1.0,2.7784898,,18.854431,-1.180311,0.95009995,0.14999999,2000,-0.6333544,-0.73323524,100.18295431137085,4.1547557e-11
