DenMISELogFirst,LQGmu1_higher,IWFirstEpisode,ReturnMax,Bound,LQGsigma_higher,Regret,DenMISEMeanLog,Iteration,TimestepsSoFar,IWMean,IWLastEpisode,DenMISELogLast,LQGmu1_actor,ReturnAbsMax,IWMin,ReturnMean,TimeElapsed,ReturnLastEpisode,Regret/t,ReturnMin,ReturnStepMax,Delta,IWMax
-0.7743435,-0.25252524,3.6617553,0.92234474,1.7919691,0.14999999,82.70062,-0.8034418,363,7260,0.9530029,3.2024662,-0.46812475,-0.23845448,0.92234474,,0.7372946,420.20869851112366,0.9167083,0.2278254,,0.96694005,4.613582e-09,4.8822913
-0.7670576,0.57575756,0.00016828883,0.92234474,1.7892935,0.14999999,82.762054,-0.80301124,364,7280,0.92585635,1.9316685e-06,-0.5967211,0.75434095,0.92234474,,0.7377517,421.86264729499817,0.90369,0.2273683,,0.96694005,4.588267e-09,11.30707
-0.7698006,-0.3131313,2.285357,0.92234474,1.7881484,0.14999999,83.51459,-0.8053564,365,7300,0.9730328,1.294845e-10,-1.5765156,-0.25889257,0.92234474,,0.7363129,423.38723826408386,0.21255249,0.22880709,,0.96694005,4.5631605e-09,4.5043793
-0.7662949,-0.09090909,5.6791177,0.92234474,1.7877929,0.14999999,83.5748,-0.8047819,366,7320,0.97153795,2.5000837,-0.56521934,0.054793403,0.92234474,,0.73677355,425.00634765625,0.9049432,0.22834647,,0.96694005,4.538259e-09,5.989333
-0.7536258,1.0,7.444564e-12,0.92234474,1.7821774,0.14999999,84.05548,-0.80528444,367,7340,0.98939824,1.6519252e-08,-0.9567606,0.98791146,0.92234474,,0.73608595,426.5041193962097,0.48442274,0.22903407,,0.96694005,4.513562e-09,24.044937
-0.75634694,-1.0,1.2593814e-07,0.92234474,1.782165,0.14999999,85.00113,-0.80818444,368,7360,0.9954874,1.2171574e-37,-1.840299,-1.1460149,0.92234474,,0.73413867,427.97031021118164,0.019471318,0.23098135,,0.96694005,4.489065e-09,6.3629766
-0.7590606,-0.37373737,1.2040087,0.92234474,1.7798365,0.14999999,85.0589,-0.80941266,369,7380,0.9870409,1.6323584e-05,-1.2525346,-0.33791888,0.92234474,,0.73460805,429.42142963409424,0.9073561,0.23051196,,0.96694005,4.464767e-09,4.2263627
-0.7585094,-1.0,1.2621084e-07,0.92234474,1.7795818,0.14999999,85.1095,-0.80855656,370,7400,0.9996972,0.0002520219,-0.4769674,-0.9925367,0.92234474,,0.73509437,430.80568289756775,0.91456825,0.23002565,,0.96694005,4.4406656e-09,6.2888203
-0.7612085,0.3131313,0.10754094,0.92234474,1.7797548,0.14999999,85.162384,-0.80782133,371,7420,1.1383747,1.595053e-16,-0.5311168,0.63838285,0.92234474,,0.73557186,432.20443892478943,0.9122222,0.22954816,,0.96694005,4.416759e-09,8.780505
-0.7636104,-0.3131313,2.271254,0.92234474,1.7763397,0.14999999,85.83832,-0.80929023,372,7440,0.9755062,2.1458755e-08,-1.4842223,-0.13470215,0.92234474,,0.7343719,433.2658715248108,0.2891786,0.23074812,,0.96694005,4.393045e-09,4.464655
-0.760208,-0.05050505,5.26482,0.92234474,1.7793131,0.14999999,85.93585,-0.80913556,373,7460,0.99687535,4.687376,-0.72422826,-0.20104066,0.92234474,,0.734729,434.3334527015686,0.8675838,0.23039103,,0.96694005,4.3695207e-09,6.2910624
-0.7488693,-0.21212122,4.450544,0.92234474,1.7772058,0.14999999,86.00537,-0.8086645,374,7480,0.9638112,4.9574504,-0.62543845,-0.081465736,0.92234474,,0.73515916,435.0219249725342,0.8956131,0.22996086,,0.96694005,4.346186e-09,4.995226
-0.7397099,-1.0,1.2386026e-07,0.92234474,1.7744567,0.14999999,86.159454,-0.80869,375,7500,1.0004853,4.173888e-08,-0.77899456,-1.3263603,0.92234474,,0.7353615,435.7187180519104,0.81103545,0.2297585,,0.96694005,4.323037e-09,6.267281
-0.74237305,-1.0,1.241906e-07,0.92234474,1.7728734,0.14999999,86.217224,-0.81507,376,7520,1.005622,6.141167,-3.2037463,-1.254244,0.92234474,,0.7358189,436.81207489967346,0.9073263,0.2293011,,0.96694005,4.3000723e-09,6.180696
-0.7450291,-1.0,1.245209e-07,0.92234474,1.7709783,0.14999999,86.27481,-0.8188556,377,7540,1.0102619,5.961661,-2.243612,-1.0170429,0.92234474,,0.73627436,437.8493664264679,0.90751576,0.22884566,,0.96694005,4.277291e-09,6.0969133
-0.7476781,-0.15151516,5.4012556,0.92234474,1.7708764,0.14999999,86.32886,-0.8182006,378,7560,0.96957415,2.7897943e-07,-0.57721055,-0.082305476,0.92234474,,0.7367368,438.82852053642273,0.91108567,0.22838324,,0.96694005,4.254689e-09,5.4144053
-0.7361322,0.030303031,3.5965762,0.92234474,1.7682142,0.14999999,86.47919,-0.81817496,379,7580,1.0448024,4.3537474,-0.77464825,-0.103003174,0.92234474,,0.73694277,440.24201560020447,0.81479937,0.22817725,,0.96694005,4.232267e-09,6.8400583
-0.7293223,-0.17171717,5.060586,0.92234474,1.7694659,0.14999999,86.590576,-0.8178598,380,7600,0.9767578,5.0092354,-0.73802656,-0.34402642,0.92234474,,0.7372501,441.47610354423523,0.85371643,0.22786993,,0.96694005,4.2100208e-09,5.17607
-0.71872103,-0.45454547,0.3872078,0.92234474,1.7687554,0.14999999,86.64316,-0.81701386,381,7620,0.994887,3.240758,-0.46905822,-0.5061466,0.92234474,,0.7377101,442.4223663806915,0.9125401,0.2274099,,0.96694005,4.187951e-09,4.038474
-0.7203265,-0.6363636,0.011446707,0.92234474,1.7684078,0.14999999,86.68921,-0.81593317,382,7640,0.9967041,2.712749,-0.39659154,-0.6911405,0.92234474,,0.7381849,443.22845363616943,0.91908,0.22693509,,0.96694005,4.166053e-09,3.906124
-0.7229109,-1.0,1.2179692e-07,0.92234474,1.7661319,0.14999999,86.733795,-0.81479526,383,7660,1.0108457,0.46434754,-0.37456825,-1.2238353,0.92234474,,0.738661,444.14204144477844,0.9205195,0.22645903,,0.96694005,4.1443267e-09,6.09536
-0.72551847,0.67676765,5.9361173e-06,0.92234474,1.7655928,0.14999999,86.79141,-0.81759816,384,7680,0.87285835,2.4367215e-34,-1.8977468,0.50218296,0.92234474,,0.7391007,444.8579227924347,0.9075047,0.22601932,,0.96694005,4.1227697e-09,12.619916
-0.7281192,-1.0,1.2243288e-07,0.92234474,1.764185,0.14999999,87.39365,-0.81936747,385,7700,1.0150267,1.7335175e-21,-1.3633267,-1.1121005,0.92234474,,0.73812354,445.62053060531616,0.36288548,0.22699648,,0.96694005,4.1013806e-09,6.0312033
-0.73071325,-0.61616164,0.018394874,0.92234474,1.7619574,0.14999999,87.45145,-0.8197678,386,7720,0.9953014,0.030113675,-0.9847176,-0.74197185,0.92234474,,0.7385618,446.7713258266449,0.9073178,0.22655821,,0.96694005,4.080157e-09,3.9079885
-0.73325294,-1.0,1.2306303e-07,0.92234474,1.7620633,0.14999999,87.497894,-0.8186293,387,7740,1.0188832,0.8789111,-0.37227002,-1.0652621,0.92234474,,0.73902726,448.3099060058594,0.9186572,0.22609276,,0.96694005,4.0590984e-09,5.969021
-0.7358336,0.45454547,0.0047200876,0.92234474,1.7600937,0.14999999,87.55426,-0.8183811,388,7760,1.0520971,2.8373264e-22,-0.7370426,0.2558655,0.92234474,,0.7394647,449.4046747684479,0.90876776,0.22565532,,0.96694005,4.0382018e-09,10.053127
-0.7383954,-1.0,1.2369759e-07,0.92234474,1.7585381,0.14999999,88.06793,-0.819118,389,7780,1.0210477,5.0377454e-15,-1.1488551,-0.97168255,0.92234474,,0.73872435,450.5170707702637,0.45147923,0.22639567,,0.96694005,4.017467e-09,5.908734
-0.7409628,-0.2929293,2.6417701,0.92234474,1.758368,0.14999999,88.11984,-0.81814855,390,7800,0.97347456,0.0001504682,-0.45797276,-0.23934576,0.92234474,,0.73917174,451.57578325271606,0.9131975,0.22594827,,0.96694005,3.9968904e-09,4.5339837
-0.7367727,-0.75757575,0.000491313,0.92234474,1.7564714,0.14999999,88.185486,-0.8175854,391,7820,0.99634373,0.012020421,-0.56872237,-0.689018,0.92234474,,0.7395817,453.0732533931732,0.8994687,0.22553831,,0.96694005,3.976472e-09,3.8756752
-0.7393257,-0.21212122,4.4082713,0.92234474,1.754843,0.14999999,88.23215,-0.8164718,392,7840,0.97124183,0.024703622,-0.37502638,-0.10657594,0.92234474,,0.74003804,454.45883655548096,0.918488,0.22508198,,0.96694005,3.9562096e-09,4.9457593
-0.73069066,-0.030303031,4.8042006,0.92234474,1.7545273,0.14999999,88.346985,-0.8163449,393,7860,1.0170718,4.8736687,-0.73494446,0.042281896,0.92234474,,0.74031854,455.8994719982147,0.8502887,0.22480148,,0.96694005,3.936102e-09,6.3514814
-0.7210816,-0.67676765,0.004289082,0.92234474,1.7534361,0.14999999,88.830414,-0.8166167,394,7880,0.99788713,6.941848e-05,-0.9360677,-0.5365043,0.92234474,,0.7396621,457.2937948703766,0.48169333,0.2254579,,0.96694005,3.9161474e-09,3.8937488
-0.72360563,0.1919192,0.7281985,0.92234474,1.7533312,0.14999999,88.87683,-0.8155593,395,7900,1.1153629,2.9879475e-05,-0.39461115,0.042379573,0.92234474,,0.7401154,458.7061848640442,0.9186957,0.22500461,,0.96694005,3.8963446e-09,8.118797
-0.7242922,-0.4949495,0.20207636,0.92234474,1.7531135,0.14999999,89.35617,-0.81557614,396,7920,0.99122363,0.011031142,-0.93084294,-0.41392678,0.92234474,,0.7394731,459.93219447135925,0.48576444,0.22564691,,0.96694005,3.876691e-09,4.0012193
-0.7263041,-0.41414142,0.69915795,0.92234474,1.7502327,0.14999999,89.4046,-0.81463313,397,7940,0.99046755,4.088949,-0.43010747,-0.47419325,0.92234474,,0.73991954,460.86484837532043,0.9166628,0.22520047,,0.96694005,3.8571852e-09,4.099296
-0.7270603,-1.0,1.2230335e-07,0.92234474,1.7484202,0.14999999,89.450714,-0.8136201,398,7960,1.0155011,0.008512792,-0.39947328,-0.7643875,0.92234474,,0.7403695,461.55882358551025,0.9190196,0.22475052,,0.96694005,3.837827e-09,5.9545126
-0.7295697,-0.6363636,0.011553004,0.92234474,1.7503294,0.14999999,89.4975,-0.8124868,399,7980,1.0006518,2.6829157,-0.37294745,-0.50234234,0.92234474,,0.7408155,462.2671482563019,0.91834,0.2243045,,0.96694005,3.818614e-09,3.8812158
-0.73204386,-0.47474748,0.2852624,0.92234474,1.7510414,0.14999999,89.542786,-0.8114359,400,8000,1.0015535,3.8642764,-0.39051467,-0.29235244,0.92234474,,0.74126303,463.6616315841675,0.9198321,0.22385699,,0.96694005,3.7995442e-09,3.9643295
-0.7338278,-0.27272728,3.0646696,0.92234474,1.7489575,0.14999999,89.59979,-0.8106822,401,8020,0.98095125,4.3846126,-0.5084786,-0.20142822,0.92234474,,0.74167913,465.15661573410034,0.90811956,0.22344089,,0.96694005,3.7806176e-09,4.5705857
-0.728705,-0.11111111,5.511456,0.92234474,1.7479916,0.14999999,89.67734,-0.81021726,402,8040,1.0006583,4.051124,-0.6020837,-0.39898038,0.92234474,,0.74204206,466.6765983104706,0.8875871,0.22307795,,0.96694005,3.7618317e-09,5.6322823
-0.7175725,-0.3939394,0.9028929,0.92234474,1.7487824,0.14999999,89.7251,-0.8092606,403,8060,1.0020344,4.0525393,-0.421727,-0.36454162,0.92234474,,0.74247706,468.16048431396484,0.9173585,0.22264296,,0.96694005,3.7431858e-09,4.079669
-0.7178129,-0.3939394,0.90310997,0.92234474,1.7454596,0.14999999,89.77969,-0.80833286,404,8080,1.0046575,4.026912,-0.43402344,-0.7244266,0.92234474,,0.74289304,469.5330288410187,0.91051203,0.22222698,,0.96694005,3.7246783e-09,4.0488048
-0.7180522,-0.75757575,0.00048220108,0.92234474,1.745744,0.14999999,89.824036,-0.8072625,405,8100,0.998314,3.7841523,-0.37705958,-0.76471144,0.92234474,,0.74333227,470.6820812225342,0.9207657,0.22178775,,0.96694005,3.7063073e-09,3.8823051
-0.7205171,-0.7777778,0.00026770087,0.92234474,1.7426193,0.14999999,89.86984,-0.80619925,406,8120,0.99837893,3.8422518,-0.3716712,-0.83332944,0.92234474,,0.7437657,471.90386509895325,0.91929924,0.2213543,,0.96694005,3.6880723e-09,3.8589585
-0.72297645,0.8181818,2.7115908e-08,0.92234474,1.7421699,0.14999999,89.91681,-0.80513716,407,8140,0.8421532,1.8305148e-26,-0.3700836,0.9150476,0.92234474,,0.74419415,473.248831987381,0.9181492,0.22092587,,0.96694005,3.669971e-09,14.640925
-0.7254304,-0.7777778,0.00026901942,0.92234474,1.7390323,0.14999999,90.79669,-0.8079068,408,8160,1.0002756,3.4386874e-27,-1.7683887,-0.8593231,0.92234474,,0.74257916,474.37402510643005,0.085260205,0.22254086,,0.96694005,3.652003e-09,3.841456
-0.72787774,-1.0,1.2240335e-07,0.92234474,1.7371264,0.14999999,90.84433,-0.8068469,409,8180,1.0095347,2.4864326,-0.3724452,-0.71903455,0.92234474,,0.74300677,475.2617070674896,0.91750336,0.22211325,,0.96694005,3.6341672e-09,6.02696
-0.73031974,-0.67676765,0.004328887,0.92234474,1.7388873,0.14999999,90.88977,-0.8057452,410,8200,1.0072882,3.666706,-0.36081204,-0.5272515,0.92234474,,0.7434377,476.01054430007935,0.9196756,0.22168231,,0.96694005,3.6164611e-09,3.8218386
-0.73274523,-0.5151515,0.14287162,0.92234474,1.7375065,0.14999999,90.93497,-0.80468136,411,8220,1.0023189,3.8520029,-0.37366527,-0.7687566,0.92234474,,0.7438671,476.80810260772705,0.9199103,0.22125292,,0.96694005,3.598884e-09,3.8767595
-0.7348278,-0.7777778,0.00027155946,0.92234474,1.7373414,0.14999999,90.98059,-0.80358946,412,8240,1.0084809,3.7861931,-0.35498798,-0.7114279,0.92234474,,0.74429333,478.04328989982605,0.9194996,0.22082669,,0.96694005,3.5814351e-09,3.7953851
-0.7372514,0.11111111,1.8849342,0.92234474,1.7337973,0.14999999,91.02615,-0.80246896,413,8260,1.0772426,1.1117198e-06,-0.3471184,-0.08192428,0.92234474,,0.7447177,479.0874276161194,0.91956276,0.2204023,,0.96694005,3.5641123e-09,7.6592693
-0.7351162,-0.17171717,5.0899916,0.92234474,1.7360415,0.14999999,91.17255,-0.8022296,414,8280,0.9818132,4.82542,-0.77488875,-0.17958874,0.92234474,,0.7448965,480.5538184642792,0.8187259,0.22022355,,0.96694005,3.5469154e-09,5.190765
-0.725309,-0.75757575,0.00048571292,0.92234474,1.7336679,0.14999999,91.2471,-0.80185956,415,8300,1.0124222,0.0029731044,-0.6274258,-0.7238978,0.92234474,,0.7452475,481.9863603115082,0.8905743,0.21987253,,0.96694005,3.5298422e-09,3.7831
-0.7277146,-0.23232323,3.9379566,0.92234474,1.7327356,0.14999999,91.29303,-0.8007378,416,8320,0.98171437,0.017487476,-0.34544984,-0.2407399,0.92234474,,0.7456656,483.49428153038025,0.9191683,0.21945441,,0.96694005,3.5128922e-09,4.751743
-0.7206938,1.0,7.2033902e-12,0.92234474,1.7325295,0.14999999,91.35974,-0.800176,417,8340,0.99729264,6.3773987e-15,-0.5454838,1.2788388,0.92234474,,0.7460319,485.02713418006897,0.8984078,0.21908814,,0.96694005,3.4960643e-09,25.457054
-0.72308904,-0.65656567,0.0070875594,0.92234474,1.7313702,0.14999999,92.3208,-0.8078247,418,8360,1.0110219,1.0007688e-34,-3.9744895,-0.4442133,0.92234474,,0.74425685,486.2071466445923,0.004034651,0.22086316,,0.96694005,3.4793566e-09,3.7887444
-0.7254616,-0.3131313,2.1862402,0.92234474,1.7334883,0.14999999,92.36899,-0.8068236,419,8380,0.994131,2.7012582,-0.39736933,-0.50806165,0.92234474,,0.74466896,487.5837559700012,0.9169729,0.22045106,,0.96694005,3.4627683e-09,4.328861
-0.72264117,-0.5151515,0.14143531,0.92234474,1.731767,0.14999999,92.41498,-0.8058124,420,8400,1.0051681,3.8608732,-0.37382892,-0.62622887,0.92234474,,0.74508435,488.9452066421509,0.9191097,0.22003567,,0.96694005,3.4462986e-09,3.8610568
-0.7246826,0.41414142,0.01239479,0.92234474,1.7296915,0.14999999,92.46036,-0.80471665,421,8420,1.0520239,1.3483842e-10,-0.34755018,0.26075324,0.92234474,,0.7454992,490.65081810951233,0.919729,0.21962082,,0.96694005,3.429946e-09,10.200571
-0.7270256,-0.61616164,0.018327162,0.92234474,1.7290767,0.14999999,92.97522,-0.8055119,422,8440,1.0120652,3.2951533e-07,-1.1846129,-1.0150343,0.92234474,,0.74479955,492.12512493133545,0.45028114,0.22032046,,0.96694005,3.4137095e-09,3.7766073
-0.7293491,-1.0,1.225836e-07,0.92234474,1.7277842,0.14999999,93.02878,-0.8049791,423,8460,1.0047574,4.7747874,-0.5901909,-0.6987914,0.92234474,,0.7451938,493.7082600593567,0.9115705,0.21992624,,0.96694005,3.3975887e-09,6.1414967
-0.7317104,-0.7777778,0.00027071417,0.92234474,1.7265911,0.14999999,93.07492,-0.80388767,424,8480,1.0121455,3.263,-0.34310678,-1.0239199,0.92234474,,0.7456037,495.2871766090393,0.9189477,0.21951634,,0.96694005,3.381581e-09,3.7734144
-0.7340654,-0.030303031,4.820441,0.92234474,1.722122,0.14999999,93.12918,-0.8034016,425,8500,1.0156329,1.4467547e-09,-0.6073123,0.07344534,0.92234474,,0.7459925,496.654723405838,0.91084635,0.21912754,,0.96694005,3.3656866e-09,6.4253826
-0.72513723,-1.0,1.2206843e-07,0.92234474,1.7210945,0.14999999,93.61432,-0.80381995,426,8520,1.00346,5.4379255e-11,-0.99311334,-1.0171734,0.92234474,,0.74536806,497.7572946548462,0.47998217,0.21975195,,0.96694005,3.3499037e-09,6.095809
-0.7274819,0.25252524,0.29914308,0.92234474,1.7193131,0.14999999,93.66797,-0.80329704,427,8540,1.1094373,1.3126763e-15,-0.580321,0.17619823,0.92234474,,0.7457571,499.1444296836853,0.911506,0.21936291,,0.96694005,3.3342316e-09,8.778228
-0.7291208,-0.5151515,0.14235471,0.92234474,1.7187417,0.14999999,94.16528,-0.8037533,428,8560,0.999593,0.0001950413,-1.1009542,-0.4694116,0.92234474,,0.7451077,500.6949234008789,0.4678112,0.2200123,,0.96694005,3.3186691e-09,3.8638563
-0.73112196,-1.0,1.2280113e-07,0.92234474,1.7170124,0.14999999,94.20984,-0.80277437,429,8580,1.0042664,0.0074724415,-0.38137582,-1.143755,0.92234474,,0.7455167,501.86421942710876,0.9205834,0.2196033,,0.96694005,3.3032155e-09,6.0521345
-0.73345023,-0.3939394,0.9173432,0.92234474,1.7169518,0.14999999,94.267914,-0.80368894,430,8600,0.9943583,3.2998516e-05,-1.1966246,-0.28483686,0.92234474,,0.74589235,502.98081159591675,0.90705556,0.21922767,,0.96694005,3.2878698e-09,4.0719147
-0.73364204,-0.25252524,3.5157092,0.92234474,1.715894,0.14999999,94.32687,-0.8030122,431,8620,0.9795104,4.3022275,-0.5041524,-0.31684667,0.92234474,,0.74626416,504.0499722957611,0.9061515,0.21885586,,0.96694005,3.2726304e-09,4.636879
-0.72783554,-1.0,1.2239822e-07,0.92234474,1.7150774,0.14999999,94.37875,-0.8022859,432,8640,1.0073904,0.00013280305,-0.46625337,-0.98796576,0.92234474,,0.7466507,505.18483233451843,0.91324085,0.21846932,,0.96694005,3.2574967e-09,6.009675
-0.73014766,0.61616164,4.569334e-05,0.92234474,1.714659,0.14999999,94.43112,-0.80157715,433,8660,0.87204945,6.4179766e-25,-0.49907064,0.5477357,0.92234474,,0.7470343,506.6544826030731,0.91272813,0.2180857,,0.96694005,3.2424676e-09,12.5721035
-0.73245436,-0.35353535,1.4728966,0.92234474,1.7137933,0.14999999,95.05603,-0.8033802,434,8680,0.9944895,1.6392708e-07,-1.4488521,-0.17476547,0.92234474,,0.7460969,508.3986768722534,0.34019306,0.21902311,,0.96694005,3.227543e-09,4.162385
-0.7313678,-0.11111111,5.526151,0.92234474,1.7134717,0.14999999,95.138824,-0.80300516,435,8700,0.99578744,4.574886,-0.632442,-0.22741781,0.92234474,,0.7464101,509.9624423980713,0.8823369,0.21870995,,0.96694005,3.2127205e-09,5.6686354
-0.72104025,-0.27272728,3.0257294,0.92234474,1.7125717,0.14999999,95.207794,-0.8024538,436,8720,0.9905792,4.4266453,-0.55508167,-0.52711165,0.92234474,,0.7467535,511.4511523246765,0.8961357,0.2183665,,0.96694005,3.1980005e-09,4.4610863
-0.7164154,-0.61616164,0.018133737,0.92234474,1.7130249,0.14999999,95.252686,-0.8014834,437,8740,1.0044675,3.2168314,-0.3664354,-0.72243845,0.92234474,,0.7471505,512.9735391139984,0.92024416,0.21796954,,0.96694005,3.1833811e-09,3.8026388
-0.71865964,-0.7979798,0.00014531732,0.92234474,1.7142255,0.14999999,95.29715,-0.80045164,438,8760,1.0025767,3.3318741,-0.3521644,-0.6255839,0.92234474,,0.7475466,514.0653762817383,0.9206377,0.2175734,,0.96694005,3.1688618e-09,3.8118448
-0.7209398,-0.61616164,0.018215964,0.92234474,1.7117656,0.14999999,95.34033,-0.79942137,439,8780,1.009288,3.761678,-0.34865654,-0.63380176,0.92234474,,0.7479439,515.5347690582275,0.9219316,0.21717614,,0.96694005,3.1544416e-09,3.7712712
-0.7231736,-0.6363636,0.011479344,0.92234474,1.70935,0.14999999,95.3862,-0.7983647,440,8800,1.0131851,3.742999,-0.34185147,-0.440734,0.92234474,,0.74833316,517.1213684082031,0.9192769,0.21678686,,0.96694005,3.1401193e-09,3.7431002
-0.72541773,-0.45454547,0.38980952,0.92234474,1.7088554,0.14999999,95.43591,-0.7973948,441,8820,1.0049641,3.8801048,-0.3819197,-0.75339925,0.92234474,,0.74871206,518.6814506053925,0.91540504,0.21640795,,0.96694005,3.1258947e-09,3.881519
-0.7267992,-0.7979798,0.00014650497,0.92234474,1.7076905,0.14999999,95.48172,-0.7963587,442,8840,1.0032369,3.5836518,-0.34236577,-0.8780528,0.92234474,,0.749098,519.9428901672363,0.9193119,0.21602201,,0.96694005,3.1117664e-09,3.7785134
-0.72905874,-1.0,1.2254807e-07,0.92234474,1.7084663,0.14999999,95.53073,-0.79539996,443,8860,1.006159,2.7747293,-0.37284124,-1.1896969,0.92234474,,0.749475,521.0031471252441,0.91608584,0.21564502,,0.96694005,3.0977334e-09,6.0757666
-0.7313135,-1.0,1.2282466e-07,0.92234474,1.7068965,0.14999999,95.58823,-0.7971359,444,8880,1.0096622,5.738676,-1.568712,-1.029372,0.92234474,,0.7498312,522.2751932144165,0.90763175,0.21528882,,0.96694005,3.0837952e-09,6.0070953
-0.73356324,0.13131313,1.5266193,0.92234474,1.7053769,0.14999999,95.64255,-0.79669607,445,8900,1.080485,4.86332e-13,-0.607486,0.34069875,0.92234474,,0.75019294,523.5767908096313,0.91081524,0.21492708,,0.96694005,3.069951e-09,8.005764
-0.7323832,0.37373737,0.030846423,0.92234474,1.7037263,0.14999999,96.18024,-0.7975969,446,8920,1.0820813,9.274195,-1.273311,0.34799924,0.92234474,,0.7494693,524.749454498291,0.4274669,0.21565074,,0.96694005,3.0562e-09,9.89812
-0.7345537,-1.0,1.2322322e-07,0.92234474,1.7036972,0.14999999,96.720245,-0.7984674,447,8940,1.0110401,2.727742e-17,-1.2613915,-0.8096417,0.92234474,,0.74874365,525.8563616275787,0.42508134,0.21637636,,0.96694005,3.0425409e-09,5.9669538
-0.73678833,-0.7777778,0.00027209244,0.92234474,1.7031302,0.14999999,96.76706,-0.79744273,448,8960,1.0089195,3.678628,-0.3469208,-0.9291739,0.92234474,,0.74912214,526.6696920394897,0.9183047,0.21599787,,0.96694005,3.028973e-09,3.7489445
-0.73901737,-0.7979798,0.00014830602,0.92234474,1.6980965,0.14999999,96.81705,-0.7965398,449,8980,1.0047532,2.7037787,-0.39895546,-0.7715191,0.92234474,,0.7494919,527.9993424415588,0.91513276,0.21562815,,0.96694005,3.015496e-09,3.734758
-0.7412417,-0.2929293,2.642507,0.92234474,1.6966338,0.14999999,96.86365,-0.7954983,450,9000,0.9813548,0.022796823,-0.33064547,-0.29092798,0.92234474,,0.7498675,528.7435040473938,0.91851145,0.21525252,,0.96694005,3.0021092e-09,4.427476
-0.7376064,-1.0,1.2359996e-07,0.92234474,1.6956766,0.14999999,96.92407,-0.79487115,451,9020,1.0082718,6.109555e-05,-0.49170712,-0.9314355,0.92234474,,0.75021076,530.1920053958893,0.9047188,0.21490926,,0.96694005,2.988811e-09,5.939284
-0.73982126,-0.7979798,0.0001484253,0.92234474,1.6962898,0.14999999,96.97421,-0.7939741,452,9040,1.0082551,2.655444,-0.39421794,-0.7700739,0.92234474,,0.7505753,531.7806704044342,0.91498363,0.21454471,,0.96694005,2.9756007e-09,3.7159636
-0.74203086,-0.47474748,0.2881256,0.92234474,1.6944058,0.14999999,97.01904,-0.7929284,453,9060,0.9953693,0.5307718,-0.3265665,-0.49637428,0.92234474,,0.75095,533.2350764274597,0.92027384,0.21417004,,0.96694005,2.9624778e-09,3.8899245
-0.74360013,-0.6363636,0.011716241,0.92234474,1.6937766,0.14999999,97.065796,-0.79200095,454,9080,1.0092624,2.4792833,-0.36527744,-0.7730022,0.92234474,,0.7513187,534.0454971790314,0.9183605,0.21380132,,0.96694005,2.9494418e-09,3.7161117
-0.7457745,-0.7979798,0.00014931148,0.92234474,1.6949657,0.14999999,97.11185,-0.7909573,455,9100,1.0129167,3.628856,-0.3245999,-0.6628753,0.92234474,,0.7516874,535.2116215229034,0.91908836,0.21343261,,0.96694005,2.9364913e-09,3.6906989
-0.74796957,1.0,7.402567e-12,0.92234474,1.6931093,0.14999999,97.15613,-0.7899049,456,9120,1.0115483,7.554317e-27,-0.32202083,1.1003708,0.92234474,,0.7520583,535.951253414154,0.9208335,0.21306169,,0.96694005,2.923626e-09,27.436152
-0.75016016,0.5555556,0.00030337984,0.92234474,1.6913121,0.14999999,98.11719,-0.79341483,457,9140,0.92961806,0.03946678,-2.3856034,0.48988447,0.92234474,,0.7504216,536.9396524429321,0.004034651,0.21469843,,0.96694005,2.9108451e-09,12.013663
-0.75234526,-0.65656567,0.007297975,0.92234474,1.6912181,0.14999999,98.71362,-0.794918,458,9160,1.0150867,2.2381515e-12,-1.404185,-0.7671977,0.92234474,,0.7495881,538.0827624797821,0.3686745,0.21553195,,0.96694005,2.898148e-09,3.6897323
-0.7545104,-0.7979798,0.00015062168,0.92234474,1.6912918,0.14999999,98.75943,-0.793852,459,9180,1.0152007,3.5823789,-0.3189019,-0.58780074,0.92234474,,0.74995786,539.3237886428833,0.91929394,0.21516216,,0.96694005,2.8855336e-09,3.6745977
-0.75668633,-0.1919192,4.8739963,0.92234474,1.6907271,0.14999999,98.80505,-0.79282427,460,9200,0.9720288,0.1141579,-0.33436146,-0.03794095,0.92234474,,0.7503264,540.8740780353546,0.9194931,0.21479362,,0.96694005,2.8730012e-09,5.117593
-0.74831796,0.030303031,3.6406715,0.92234474,1.6923327,0.14999999,99.07303,-0.79304904,461,9220,1.0314604,5.7003665,-0.86584324,-0.007530853,0.92234474,,0.75021106,542.2450413703918,0.6971808,0.21490896,,0.96694005,2.8605502e-09,7.178592
-0.7426185,-0.57575756,0.044590935,0.92234474,1.6883352,0.14999999,99.426025,-0.793228,462,9240,1.0053564,0.005020505,-0.9027407,-0.91312444,0.92234474,,0.74991214,543.4771649837494,0.61211723,0.21520787,,0.96694005,2.8481808e-09,3.7476892
-0.74468416,0.2929293,0.15320016,0.92234474,1.6883813,0.14999999,99.47583,-0.7923223,463,9260,1.1117392,3.5542807e-14,-0.37745965,0.51810163,0.92234474,,0.7502694,545.003012418747,0.9153165,0.2148506,,0.96694005,2.8358909e-09,9.267626
-0.74651086,-1.0,1.2470545e-07,0.92234474,1.6883994,0.14999999,100.085754,-0.793487,464,9280,1.0064251,6.4145595e-22,-1.4375846,-1.0769746,0.92234474,,0.7494179,546.5288498401642,0.3551793,0.21570212,,0.96694005,2.8236806e-09,6.0277057
