Delta,LQGsigma_higher,LQGmu1_actor,LQGmu1_higher,ReturnLastEpisode,IWFirstEpisode,IWMean,DenMISELogLast,ReturnMin,DenMISELogFirst,TimestepsSoFar,Iteration,ReturnMax,IWMax,IWMin,Bound,ReturnStepMax,ReturnAbsMax,TimeElapsed,DenMISEMeanLog,Regret,ReturnMean,Regret/t,IWLastEpisode
3.0425409e-09,0.14999999,-0.8285245,-1.0,0.94817597,0.00010953102,1.0260222,-0.42746174,,-0.5457595,8940,447,0.95022494,6.1242943,,1.7826748,0.99351037,0.95022494,541.5966053009033,-0.79979336,76.325775,0.79436886,0.17075115,3.7027109
3.028973e-09,0.14999999,-0.7130498,-0.6363636,0.9488099,0.41863838,0.9937026,-0.38319615,,-0.5479939,8960,448,0.95022494,4.0995035,,1.7811886,0.99351037,0.95022494,542.8169071674347,-0.7988134,76.34207,0.7947136,0.1704064,1.7173877
3.015496e-09,0.14999999,-0.6737214,-0.8181818,0.94933933,0.014150672,1.0199413,-0.40466747,,-0.5492895,8980,449,0.95022494,3.8987098,,1.7823744,0.99351037,0.95022494,544.0442235469818,-0.7979542,76.35785,0.795058,0.170062,3.1181273
3.0021092e-09,0.14999999,-0.4626906,-0.65656567,0.94908035,0.309992,1.0019721,-0.41165593,,-0.55148274,9000,450,0.95022494,4.0395036,,1.7802577,0.99351037,0.95022494,545.3342716693878,-0.7970562,76.3739,0.79540026,0.16971976,3.9880283
2.988811e-09,0.14999999,-0.61694694,-0.41414142,0.94947743,3.5986562,0.96412176,-0.485748,,-0.55301386,9020,451,0.95022494,4.4289575,,1.7799519,0.99351037,0.95022494,546.5357990264893,-0.79636616,76.38953,0.7957419,0.1693781,4.102314
2.9756007e-09,0.14999999,0.75090075,0.8181818,0.9499823,2.6520067e-12,1.006469,-0.42139533,,-0.5472811,9040,452,0.95022494,14.384412,,1.7786669,0.99351037,0.95022494,547.2574400901794,-0.7956208,76.40466,0.79608315,0.16903687,5.3790492e-20
2.9624778e-09,0.14999999,-0.7084102,-0.61616164,0.2612345,0.5579755,1.0012096,-1.6029917,,-0.549491,9060,453,0.95022494,4.0653048,,1.7784289,0.99351037,0.95022494,548.0732717514038,-0.7974115,77.10855,0.79490244,0.17021757,1.2151981e-17
2.9494418e-09,0.14999999,-0.63209003,-0.7979798,0.9488349,0.022197906,1.0196527,-0.3934019,,-0.5504651,9080,454,0.95022494,3.8804803,,1.7762194,0.99351037,0.95022494,548.7921257019043,-0.7965236,77.12482,0.7952416,0.16987842,3.2979498
2.9364913e-09,0.14999999,-0.41140223,-0.61616164,0.9493497,0.5597221,1.006523,-0.40991583,,-0.5526164,9100,455,0.95022494,4.0313187,,1.777276,0.99351037,0.95022494,549.5799515247345,-0.7956351,77.140594,0.79558027,0.16953975,3.984689
2.923626e-09,0.14999999,0.009406984,-0.45454547,0.94841045,2.8695161,0.9775709,-0.50371027,,-0.55358243,9120,456,0.95022494,4.3130083,,1.7739204,0.99351037,0.95022494,550.2993054389954,-0.7949852,77.15729,0.7959154,0.1692046,4.2229276
2.9108451e-09,0.14999999,0.18495281,0.01010101,0.882017,0.48669824,1.0757729,-0.7186265,,-0.5494999,9140,457,0.95022494,5.596691,,1.7786341,0.99351037,0.95022494,551.0235712528229,-0.79487205,77.24039,0.79610384,0.16901618,5.456444
2.898148e-09,0.14999999,0.61563605,0.35353535,0.53527904,0.00027615463,0.9882997,-1.0247879,,-0.5506213,9160,458,0.95022494,9.868771,,1.7730725,0.99351037,0.95022494,551.7701888084412,-0.7952171,77.67023,0.7955344,0.16958565,3.9409115
2.8855336e-09,0.14999999,0.30189863,0.5959596,0.3460781,6.021311e-08,1.0010828,-1.5193273,,-0.5528017,9180,459,0.95022494,12.04992,,1.7715695,0.99351037,0.95022494,552.4994251728058,-0.7968339,78.289276,0.7945551,0.17056489,12.048079
2.8730012e-09,0.14999999,0.22859192,0.15151516,0.4965714,0.042512868,1.045406,-1.2106385,,-0.554978,9200,460,0.95022494,7.200909,,1.7719468,0.99351037,0.95022494,553.2476525306702,-0.7977484,78.75784,0.7939073,0.17121273,5.399251
2.8605502e-09,0.14999999,-0.3096168,-0.23232323,0.53825134,4.0884724,0.9371884,-1.085582,,-0.55705714,9220,461,0.95022494,4.7537937,,1.766321,0.99351037,0.95022494,553.9658863544464,-0.7982838,79.18472,0.7933527,0.1717673,0.07014525
2.8481808e-09,0.14999999,-0.783345,-0.65656567,0.947197,0.30965477,1.002884,-0.5497719,,-0.55039436,9240,462,0.95022494,3.9926207,,1.7643211,0.99351037,0.95022494,555.3051965236664,-0.79788643,79.20264,0.79368573,0.17143428,0.31758365
2.8358909e-09,0.14999999,-0.7620448,-0.8181818,0.94922423,0.014187466,1.0162386,-0.3793128,,-0.5518865,9260,463,0.95022494,3.8830369,,1.7658138,0.99351037,0.95022494,556.3328633308411,-0.79698044,79.21854,0.79402167,0.17109835,3.78303
2.8236806e-09,0.14999999,-0.5999187,-0.7979798,0.94886327,0.022276806,1.0176374,-0.3753953,,-0.5540134,9280,464,0.95022494,3.8604665,,1.7626483,0.99351037,0.95022494,557.6461701393127,-0.7960413,79.23477,0.7943554,0.17076463,3.7617366
2.8115488e-09,0.14999999,-0.5865455,-0.35353535,0.9496642,4.428685,0.9429613,-0.4127884,,-0.5561182,9300,465,0.95022494,4.558205,,1.7634933,0.99351037,0.95022494,559.4677238464355,-0.7951836,79.250244,0.7946894,0.1704306,1.0428684
2.799495e-09,0.14999999,-0.7301637,-0.5959596,0.94944555,0.72871566,1.0061218,-0.41758358,,-0.5487875,9320,466,0.95022494,4.030118,,1.7670844,0.99351037,0.95022494,561.214257478714,-0.7945002,79.26593,0.7950215,0.17009854,4.030118
2.7875182e-09,0.14999999,-0.354152,-0.67676765,0.9488996,0.22415653,1.0170527,-0.37313163,,-0.54936856,9340,467,0.95022494,3.905813,,1.7635887,0.99351037,0.95022494,562.6545975208282,-0.7935891,79.282166,0.79535097,0.16976905,3.6253636
2.7756186e-09,0.14999999,0.22339807,0.13131313,0.94817144,0.06339076,1.0545278,-0.5291496,,-0.5510277,9360,468,0.95022494,6.9497166,,1.7605957,0.99351037,0.95022494,564.3404421806335,-0.7929918,79.2991,0.7956775,0.16944253,0.023994701
2.7637947e-09,0.14999999,-0.344172,-0.45454547,0.532013,2.8679218,0.97371507,-1.0796304,,-0.55302674,9380,469,0.95022494,4.290539,,1.7580875,0.99351037,0.95022494,565.5434265136719,-0.79349583,79.73224,0.79511523,0.17000479,0.00028709788
2.7520466e-09,0.14999999,-0.11771889,-0.27272728,0.9480578,4.4802833,0.9358999,-0.5310669,,-0.5490603,9400,470,0.95022494,4.6787734,,1.7600838,0.99351037,0.95022494,566.7483205795288,-0.79299784,79.7493,0.7954407,0.16967934,4.0382786
2.740373e-09,0.14999999,-0.30196258,-0.11111111,0.92598206,1.9327573,1.0064458,-0.6082158,,-0.54169834,9420,471,0.95022494,4.915453,,1.759592,0.99351037,0.95022494,567.9241299629211,-0.7927461,79.78839,0.7957179,0.16940212,4.8813753
2.7287737e-09,0.14999999,-0.43799865,-0.3131313,0.9479268,4.5599284,0.94283533,-0.5420886,,-0.5397241,9440,472,0.95022494,4.5613613,,1.7565418,0.99351037,0.95022494,569.1210513114929,-0.7922072,79.8056,0.79604036,0.16907966,4.5607996
2.7172475e-09,0.14999999,-0.46065345,-0.47474748,0.9499098,2.440215,0.9836831,-0.4712444,,-0.532226,9460,473,0.95022494,4.196367,,1.7551193,0.99351037,0.95022494,570.3100974559784,-0.7916538,79.8208,0.7963657,0.16875434,4.1347017
2.7057943e-09,0.14999999,-0.8919906,-1.0,0.9486523,0.00010773134,1.0032588,-0.4535009,,-0.5291922,9480,474,0.95022494,6.399791,,1.7547207,0.99351037,0.95022494,571.5240461826324,-0.790979,79.83725,0.796687,0.16843301,0.0065215337
2.6944136e-09,0.14999999,0.20849243,0.33333334,0.9483446,0.00048613577,1.0005177,-0.3993581,,-0.5312994,9500,475,0.95022494,9.591919,,1.754148,0.99351037,0.95022494,572.7321035861969,-0.7901551,79.854034,0.79700625,0.16811377,1.2825697e-14
2.6831044e-09,0.14999999,-0.6530401,-0.7979798,0.5403628,0.02182234,1.0159343,-1.0542475,,-0.5334015,9520,476,0.95022494,3.8726542,,1.7535071,0.99351037,0.95022494,573.8878982067108,-0.7907212,80.27878,0.7964671,0.16865289,1.2774704e-09
2.6718663e-09,0.14999999,-0.76101965,-0.5151515,0.9492999,1.7497913,0.99615735,-0.3883331,,-0.5354543,9540,477,0.95022494,4.112281,,1.755182,0.99351037,0.95022494,575.088342666626,-0.78984827,80.29462,0.7967875,0.16833252,2.5702353
2.6606988e-09,0.14999999,-0.89738,-0.7171717,0.94943476,0.10975705,1.0191883,-0.37072235,,-0.5338869,9560,478,0.95022494,3.8686662,,1.7536306,0.99351037,0.95022494,576.2922685146332,-0.7889837,80.3103,0.7971068,0.16801322,3.6920378
2.649601e-09,0.14999999,1.1896225,1.0,0.9486962,1.4042827e-16,0.98287255,-0.40031302,,-0.5357472,9580,479,0.95022494,26.968155,,1.7526734,0.99351037,0.95022494,577.5241343975067,-0.7881361,80.32672,0.7974233,0.16769671,7.1551744e-35
2.6385727e-09,0.14999999,-0.7476441,-0.8181818,0.044544164,0.013989473,1.0210993,-3.02688,,-0.5378327,9600,480,0.95022494,3.8505502,,1.7518512,0.99351037,0.95022494,578.6993315219879,-0.7928701,81.247314,0.79585475,0.16926527,6.816288e-38
2.627613e-09,0.14999999,0.36142832,0.13131313,0.9488894,0.062688306,1.0596316,-0.36280936,,-0.5398847,9620,481,0.95022494,6.958592,,1.7495109,0.99351037,0.95022494,579.9164371490479,-0.79193634,81.26355,0.7961729,0.1689471,1.3377029e-07
2.6167213e-09,0.14999999,-0.9801011,-0.8181818,0.47875345,0.014045518,1.022149,-1.2888843,,-0.5418312,9640,482,0.95022494,3.8358238,,1.7486386,0.99351037,0.95022494,581.0535221099854,-0.7928524,81.74991,0.79551435,0.16960567,3.5926486e-13
2.605897e-09,0.14999999,-0.97854406,-1.0,0.9478231,0.00010932481,1.0049412,-0.51329905,,-0.5438746,9660,483,0.95022494,6.429034,,1.7493074,0.99351037,0.95022494,582.2724251747131,-0.7922318,81.76718,0.7958298,0.16929024,4.4047403
2.5951399e-09,0.14999999,-1.0464892,-1.0,0.9478936,0.00010955108,1.0052248,-0.50291127,,-0.54594266,9680,484,0.95022494,6.3577194,,1.7450588,0.99351037,0.95022494,583.4691364765167,-0.79163074,81.784424,0.79614395,0.16897607,4.3529887
2.5844493e-09,0.14999999,0.39166263,0.4949495,0.94731057,2.763567e-06,0.97942775,-0.6980555,,-0.5480064,9700,485,0.95022494,11.322044,,1.7450093,0.99351037,0.95022494,584.6534786224365,-0.7914338,81.802246,0.7964556,0.1686644,6.26484e-23
2.5738245e-09,0.14999999,-0.39585328,-0.2929293,0.46023092,4.5870624,0.9347077,-1.3177313,,-0.5500661,9720,486,0.95022494,4.651662,,1.744076,0.99351037,0.95022494,585.8666632175446,-0.7925727,82.30713,0.7957638,0.16935623,0.00029785917
2.5632652e-09,0.14999999,-0.67795515,-0.45454547,0.94848216,2.8385363,0.9776828,-0.49802566,,-0.5427275,9740,487,0.95022494,4.2553625,,1.7435222,0.99351037,0.95022494,587.0345480442047,-0.79210603,82.32376,0.79607743,0.16904259,4.0538073
2.5527709e-09,0.14999999,-0.8677444,-0.8181818,0.9488208,0.014005351,1.0245326,-0.37833986,,-0.5389671,9760,488,0.95022494,3.8208811,,1.7451065,0.99351037,0.95022494,588.250895023346,-0.79130805,82.34009,0.79639035,0.16872966,2.508172
2.5423406e-09,0.14999999,-1.1060802,-1.0,0.94871014,0.00010900936,1.0085217,-0.36921358,,-0.54098547,9780,489,0.95022494,6.338176,,1.7430375,0.99351037,0.95022494,589.8438241481781,-0.79039866,82.356476,0.7967019,0.16841811,2.6082878
2.5319744e-09,0.14999999,-1.1288155,-1.0,0.9465841,0.000109232264,1.011308,-0.9842269,,-0.5430281,9800,490,0.95022494,6.26987,,1.7413142,0.99351037,0.95022494,591.3622441291809,-0.7907835,82.375,0.7970078,0.16811222,5.541923
2.521671e-09,0.14999999,0.472861,0.27272728,0.94655615,0.0025554164,1.0287721,-1.117264,,-0.54506665,9820,491,0.95022494,8.818422,,1.7405348,0.99351037,0.95022494,592.8226380348206,-0.7914319,82.393585,0.7973123,0.1678077,8.961638e-19
2.5114313e-09,0.14999999,-1.1331034,-1.0,0.42440462,0.00010967757,1.0142725,-1.4015968,,-0.547096,9840,492,0.95022494,6.215925,,1.7399126,0.99351037,0.95022494,594.0019280910492,-0.7926245,82.934296,0.7965544,0.16856563,1.2515296e-20
2.5012534e-09,0.14999999,0.7615218,0.7979798,0.9461057,7.237006e-12,0.9889123,-1.1388297,,-0.54912627,9860,493,0.95022494,14.5471325,,1.7386949,0.99351037,0.95022494,595.4716105461121,-0.79330415,82.95331,0.7968577,0.1682623,8.512775e-36
2.491137e-09,0.14999999,-0.7310657,-1.0,0.25728345,0.00011012332,1.0171845,-1.6384304,,-0.5511526,9880,494,0.95022494,6.163325,,1.7385257,0.99351037,0.95022494,596.3893620967865,-0.79505616,83.66113,0.7957655,0.1693545,1.5479274e-29
2.4810822e-09,0.14999999,-0.8788434,-0.65656567,0.9493914,0.3105169,1.0107759,-0.36892825,,-0.5531746,9900,495,0.95022494,3.9374812,,1.7429385,0.99351037,0.95022494,598.0482275485992,-0.794167,83.67685,0.7960759,0.16904414,3.3999844
2.4710876e-09,0.14999999,-0.6677004,-0.7979798,0.9481987,0.022289116,1.0236235,-0.36374733,,-0.55456567,9920,496,0.95022494,3.7848113,,1.7360871,0.99351037,0.95022494,599.6213319301605,-0.7932812,83.69379,0.79638255,0.16873747,3.3089113
2.4611535e-09,0.14999999,-0.6064246,-0.6363636,0.94946605,0.42222923,1.0076289,-0.3783379,,-0.5565348,9940,497,0.95022494,3.9318118,,1.7372446,0.99351037,0.95022494,600.8734757900238,-0.79240257,83.70944,0.7966905,0.1684295,3.7988458
2.4512794e-09,0.14999999,-0.1860137,-0.11111111,0.9496698,1.9639249,0.98677194,-0.39542675,,-0.5576957,9960,498,0.95022494,5.0764203,,1.7357749,0.99351037,0.95022494,601.92289686203,-0.7915937,83.724884,0.7969977,0.16812229,0.016936362
2.4414646e-09,0.14999999,-0.49664026,-0.6363636,0.94025654,0.42190468,1.0096116,-0.6032113,,-0.55576587,9980,499,0.95022494,3.9165602,,1.7349658,0.99351037,0.95022494,603.3223352432251,-0.7912479,83.749725,0.7972849,0.16783512,0.05363204
2.4317084e-09,0.14999999,-0.29517025,-0.35353535,0.9490627,4.43225,0.9466615,-0.44634297,,-0.55692273,10000,500,0.95022494,4.5460186,,1.7358589,0.99351037,0.95022494,604.6898169517517,-0.79054254,83.76581,0.7975884,0.16753161,2.636455
2.4220106e-09,0.14999999,-0.17450108,-0.21212122,0.94691867,3.7593486,0.9431498,-0.5564535,,-0.55009526,10020,501,0.95022494,4.814833,,1.7348067,0.99351037,0.95022494,606.1857500076294,-0.7901857,83.784,0.7978865,0.16723353,3.9803324
2.4123707e-09,0.14999999,-0.1951583,-0.17171717,0.9451787,3.0356324,0.96109325,-0.59901214,,-0.5446136,10040,502,0.95022494,4.856096,,1.732366,0.99351037,0.95022494,607.2854585647583,-0.7899222,83.803955,0.79817986,0.16694015,4.840516
2.4027882e-09,0.14999999,-0.3720116,-0.33333334,0.9457336,4.5015774,0.9466486,-0.5834075,,-0.5405748,10060,503,0.95022494,4.5253954,,1.7311394,0.99351037,0.95022494,608.1627762317657,-0.7895934,83.823364,0.7984732,0.16664684,3.1183832
2.393263e-09,0.14999999,-0.4135549,-0.47474748,0.94854045,2.4436955,0.9814336,-0.5037135,,-0.53365123,10080,504,0.95022494,4.1937566,,1.7306204,0.99351037,0.95022494,609.4195852279663,-0.789136,83.839935,0.79877096,0.16634905,3.4810953
2.3837938e-09,0.14999999,0.5794445,0.4949495,0.94941354,2.7164128e-06,0.99271566,-0.47720543,,-0.5307965,10100,505,0.95022494,11.404773,,1.7290857,0.99351037,0.95022494,610.682327747345,-0.78855866,83.85565,0.7990692,0.16605079,4.6380052e-08
2.3743814e-09,0.14999999,-0.35479486,-0.35353535,0.36654687,4.326502,0.95628566,-1.5029598,,-0.53277475,10120,506,0.95022494,4.443016,,1.7288535,0.99351037,0.95022494,611.9036016464233,-0.78999805,84.45422,0.79821444,0.16690558,4.751471e-08
2.3650242e-09,0.14999999,-0.49226844,-0.45454547,0.94601357,2.792106,0.98137856,-0.50291336,,-0.52623504,10140,507,0.95022494,4.196711,,1.7269845,0.99351037,0.95022494,613.9745569229126,-0.78952175,84.47333,0.79850596,0.16661406,3.5253496
2.3557225e-09,0.14999999,-0.7226471,-1.0,0.9480197,0.00010703568,1.0081475,-0.43102375,,-0.5227135,10160,508,0.95022494,6.2587576,,1.7261019,0.99351037,0.95022494,615.711268901825,-0.7888565,84.49042,0.7988003,0.16631973,0.013306644
2.346475e-09,0.14999999,-0.5630453,-0.6363636,0.9495376,0.4089911,1.0103657,-0.36643842,,-0.52467984,10180,509,0.95022494,3.9132612,,1.7295904,0.99351037,0.95022494,617.6050057411194,-0.7880168,84.50598,0.79909647,0.16602355,3.2517037
2.3372821e-09,0.14999999,-0.9169514,-0.53535354,0.94965404,1.4258444,1.00084,-0.40193596,,-0.5258393,10200,510,0.95022494,4.0181317,,1.7281797,0.99351037,0.95022494,618.8439512252808,-0.7872429,84.521454,0.7993917,0.16572833,3.908199
2.3281435e-09,0.14999999,-0.8962069,-0.8181818,0.9484465,0.013811183,1.0196263,-0.40165114,,-0.52500635,10220,511,0.95022494,3.8015013,,1.7251189,0.99351037,0.95022494,620.1011264324188,-0.78649026,84.53815,0.79968333,0.16543669,3.199662
2.3190578e-09,0.14999999,-0.39099813,-0.13131313,0.9484487,2.252051,0.9786405,-0.37992996,,-0.5269344,10240,512,0.95022494,4.9670005,,1.7237151,0.99351037,0.95022494,621.3319954872131,-0.78566146,84.55478,0.79997396,0.16514605,8.77785e-06
2.3100255e-09,0.14999999,-0.30188334,-0.3939394,0.947476,3.8126638,0.9717363,-0.4790846,,-0.5244967,10260,513,0.95022494,4.3018293,,1.7234447,0.99351037,0.95022494,622.6858973503113,-0.7851101,84.57245,0.80026144,0.16485858,4.2933784
2.3010458e-09,0.14999999,0.8676939,0.67676765,0.9467564,1.9594988e-09,1.0007776,-0.5223306,,-0.5190395,10280,514,0.95022494,13.317864,,1.722527,0.99351037,0.95022494,623.9644253253937,-0.78465766,84.59082,0.8005464,0.16457361,2.5606792e-09
2.2921185e-09,0.14999999,-0.76380944,-0.8181818,0.1728173,0.013755731,1.0200791,-1.7523676,,-0.5209831,10300,515,0.95022494,3.802512,,1.7219005,0.99351037,0.95022494,625.2222788333893,-0.7865511,85.38312,0.79932755,0.16579247,5.702232e-27
2.2832425e-09,0.14999999,-0.20680597,-0.2929293,0.94915086,4.4641113,0.9492919,-0.352338,,-0.5228963,10320,516,0.95022494,4.5373907,,1.7213888,0.99351037,0.95022494,626.4813945293427,-0.7856742,85.39908,0.7996179,0.16550213,0.027412053
2.2744187e-09,0.14999999,-0.58882177,-0.8181818,0.94421655,0.013690341,1.0211331,-0.5688501,,-0.51621825,10340,517,0.95022494,3.789249,,1.7191685,0.99351037,0.95022494,627.7447788715363,-0.7853566,85.41998,0.7998976,0.1652224,0.0011601568
2.2656454e-09,0.14999999,-0.485103,-0.53535354,0.94900703,1.414886,0.998942,-0.3901784,,-0.5181241,10360,518,0.95022494,4.002894,,1.7202911,0.99351037,0.95022494,628.9963240623474,-0.7845563,85.436066,0.8001855,0.16493452,3.6870615
2.2569233e-09,0.14999999,-0.108648345,-0.27272728,0.94920534,4.340333,0.9502022,-0.4229611,,-0.51732504,10380,519,0.95022494,4.5573664,,1.719202,0.99351037,0.95022494,630.2264683246613,-0.783865,85.451996,0.8004726,0.1646474,1.4901006
2.2482514e-09,0.14999999,-0.20874326,-0.07070707,0.93836284,1.2692668,1.0122161,-0.6292617,,-0.51092184,10400,520,0.95022494,5.225857,,1.7200985,0.99351037,0.95022494,631.4746515750885,-0.78366715,85.47876,0.80073774,0.16438228,4.8329315
2.2396291e-09,0.14999999,-0.19230768,-0.21212122,0.9460571,3.613062,0.9584156,-0.56057847,,-0.5104052,10420,521,0.95022494,4.66436,,1.7178297,0.99351037,0.95022494,632.4942123889923,-0.7832208,85.49783,0.8010167,0.16410333,4.6576285
2.2310565e-09,0.14999999,-0.21187004,-0.1919192,0.94574875,3.2689192,0.9661225,-0.5621498,,-0.5054118,10440,522,0.95022494,4.680431,,1.7156318,0.99351037,0.95022494,633.28231549263,-0.78288084,85.51721,0.80129397,0.16382605,4.6661205
2.2225326e-09,0.14999999,1.1634057,1.0,0.9452688,1.3564384e-16,1.0041747,-0.54519093,,-0.5010829,10460,523,0.95022494,27.818466,,1.7150863,0.99351037,0.95022494,634.0501596927643,-0.78249496,85.53705,0.8015693,0.16355073,3.07517e-14
2.2140578e-09,0.14999999,0.31481692,0.3131313,0.049753804,0.00083288155,1.0055285,-2.8364565,,-0.5029931,10480,524,0.95022494,9.61427,,1.7149444,0.99351037,0.95022494,634.8391978740692,-0.7864374,86.45242,0.8001345,0.16498554,4.778979e-06
2.2056312e-09,0.14999999,-0.9379363,-0.6363636,0.495784,0.40098006,1.0068407,-1.2552305,,-0.50489813,10500,525,0.95022494,3.9021268,,1.7150146,0.99351037,0.95022494,635.6153213977814,-0.78733003,86.92178,0.7995547,0.16556531,1.7309288e-08
2.1972526e-09,0.14999999,-1.178842,-1.0,0.94771755,0.00010526556,1.0072495,-0.4355401,,-0.5060376,10520,526,0.95022494,6.396119,,1.7196031,0.99351037,0.95022494,636.4113447666168,-0.7866515,86.93918,0.7998364,0.16528362,3.7739556
2.188922e-09,0.14999999,-0.9226464,-1.0,0.94554096,0.000105465624,1.0105522,-1.5172353,,-0.5079367,10540,527,0.95022494,6.3312917,,1.7187417,0.99351037,0.95022494,637.5320506095886,-0.7880299,86.95877,0.8001129,0.16500711,5.9575024
2.1806383e-09,0.14999999,-0.89666307,-1.0,0.9480397,0.000105665764,1.0091939,-0.4069544,,-0.50983226,10560,528,0.95022494,6.268003,,1.7135524,0.99351037,0.95022494,638.9818015098572,-0.787294,86.97583,0.8003931,0.16472691,3.4979162
2.1724016e-09,0.14999999,-0.13738674,-0.27272728,0.9483913,4.316091,0.9575493,-0.3800978,,-0.5117242,10580,529,0.95022494,4.515263,,1.7130344,0.99351037,0.95022494,640.1923229694366,-0.7865125,86.99255,0.8006728,0.16444719,0.0006804592
2.1642117e-09,0.14999999,0.1564687,-0.13131313,0.9395604,2.2042644,0.9920066,-0.59542435,,-0.5054869,10600,530,0.95022494,4.879145,,1.7136528,0.99351037,0.95022494,641.0389685630798,-0.7862355,87.01813,0.80093485,0.16418517,4.820059
2.156068e-09,0.14999999,0.43626606,0.15151516,0.5912832,0.040368527,1.0343828,-1.0172305,,-0.5032216,10620,531,0.95022494,7.553907,,1.715386,0.99351037,0.95022494,641.8230137825012,-0.78669006,87.39197,0.8005401,0.16457993,7.3512235
2.1479698e-09,0.14999999,-1.0713276,-0.8181818,0.4418645,0.013537982,1.0190781,-1.3978355,,-0.505027,10640,532,0.95022494,3.8117104,,1.710882,0.99351037,0.95022494,642.5954041481018,-0.7877817,87.91522,0.79986584,0.16525418,6.9937897e-15
2.1399178e-09,0.14999999,-0.8791084,-1.0,0.947056,0.000105354244,1.0129042,-0.79854876,,-0.5068795,10660,533,0.95022494,6.251395,,1.7126119,0.99351037,0.95022494,643.8953280448914,-0.78776956,87.93329,0.80014205,0.16497797,5.2786584
2.1319106e-09,0.14999999,0.26855993,0.43434343,0.94880545,2.1291571e-05,1.0127633,-0.36736518,,-0.5087537,10680,534,0.95022494,10.874248,,1.7083166,0.99351037,0.95022494,645.1391186714172,-0.7869636,87.949585,0.8004204,0.16469961,8.608015e-17
2.1239486e-09,0.14999999,-1.0374337,-1.0,0.51524305,0.00010574954,1.01028,-1.1901225,,-0.5106246,10700,535,0.95022494,6.2021093,,1.7064284,0.99351037,0.95022494,646.8865985870361,-0.78770506,88.399475,0.7998874,0.1652326,2.5756309e-15
2.1160305e-09,0.14999999,-0.97560084,-0.8181818,0.947209,0.013639418,1.0180919,-0.6449608,,-0.5124918,10720,536,0.95022494,3.7874994,,1.7048126,0.99351037,0.95022494,648.4898653030396,-0.78742504,88.41736,0.80016226,0.16495776,1.741747
2.108157e-09,0.14999999,-1.0019943,-1.0,0.9478298,0.00010614208,1.0155288,-0.4714815,,-0.51433027,10740,537,0.95022494,6.152289,,1.706887,0.99351037,0.95022494,650.188485622406,-0.78680617,88.43469,0.8004372,0.1646828,4.2056704
2.1003272e-09,0.14999999,0.20836966,0.15151516,0.9473277,0.040895477,1.0348452,-0.5263525,,-0.5161905,10760,538,0.95022494,7.518995,,1.704459,0.99351037,0.95022494,651.8371062278748,-0.7862986,88.45245,0.80071026,0.16440976,6.485735e-13
2.092541e-09,0.14999999,-1.014625,-1.0,0.5439453,0.000106529355,1.0162252,-1.0916055,,-0.5179716,10780,539,0.95022494,6.105257,,1.7039654,0.99351037,0.95022494,653.3892741203308,-0.7868077,88.87366,0.80023384,0.16488618,6.4111734e-14
2.0847981e-09,0.14999999,-0.3841573,-0.3939394,0.9471952,3.7948933,0.9653682,-0.5567331,,-0.5198249,10800,540,0.95022494,4.3251925,,1.7028643,0.99351037,0.95022494,654.5756800174713,-0.786357,88.89154,0.80050606,0.16461396,0.00088829093
2.0770978e-09,0.14999999,-0.9629239,-1.0,0.9485559,0.00010617842,1.017086,-0.48231468,,-0.51467204,10820,541,0.95022494,6.0592766,,1.7012515,0.99351037,0.95022494,655.7884137630463,-0.7858624,88.90814,0.8007797,0.16434032,0.0009419522
2.0694404e-09,0.14999999,-0.56414616,-0.3939394,0.9480548,3.7823672,0.9677632,-0.43459427,,-0.5165186,10840,542,0.95022494,4.306884,,1.7008587,0.99351037,0.95022494,656.5668811798096,-0.785188,88.92517,0.8010514,0.16406864,0.003084017
2.0618252e-09,0.14999999,-0.9979924,-0.83838385,0.9491872,0.00853932,1.0203918,-0.4157192,,-0.5114076,10860,543,0.95022494,3.7710571,,1.6994463,0.99351037,0.95022494,658.146017074585,-0.78457034,88.9411,0.80132425,0.16379577,0.75778866
2.0542519e-09,0.14999999,-0.8972142,-1.0,0.94768846,0.000106025625,1.0206335,-0.50608546,,-0.5132318,10880,544,0.95022494,6.0228243,,1.7000878,0.99351037,0.95022494,659.8594856262207,-0.78402406,88.958496,0.8015933,0.16352671,4.411335
2.0467203e-09,0.14999999,0.5268518,0.2929293,0.94825643,0.0014590458,1.0327282,-0.35714376,,-0.5150682,10900,545,0.95022494,9.289874,,1.6978605,0.99351037,0.95022494,661.4175271987915,-0.7832082,88.9754,0.8018624,0.1632576,8.1257185e-14
2.03923e-09,0.14999999,0.8586261,0.6363636,0.40124676,1.1051289e-08,0.99363524,-1.4835547,,-0.5168987,10920,546,0.95022494,13.168268,,1.6977959,0.99351037,0.95022494,662.7300705909729,-0.7844404,89.539246,0.8011287,0.16399133,8.982054
2.0317807e-09,0.14999999,-0.7906584,-0.5151515,0.18488884,1.7207681,0.98270565,-1.7736399,,-0.5187285,10940,547,0.95022494,4.122662,,1.6976676,0.99351037,0.95022494,663.5803287029266,-0.78627384,90.31952,0.8000021,0.16511792,9.574764e-18
2.0243724e-09,0.14999999,-0.92676884,-0.83838385,0.9495188,0.008590763,1.026804,-0.3516674,,-0.5174141,10960,548,0.95022494,3.7623606,,1.7012119,0.99351037,0.95022494,664.3839066028595,-0.78551555,90.33508,0.8002749,0.16484511,3.593882
