LQGsigma_higher,TimeElapsed,LQGmu1_actor,ReturnLastEpisode,IWMean,DenMISEMeanLog,Bound,ReturnStepMax,ReturnMax,LQGmu1_higher,ReturnMin,DenMISELogFirst,ReturnMean,ReturnAbsMax,Delta,IWMax,IWFirstEpisode,Regret/t,TimestepsSoFar,Regret,IWMin,Iteration,DenMISELogLast,IWLastEpisode
0.14999999,2882.2783069610596,-0.8670882,0.9335746,0.99968976,-0.6691658,1.3751118,0.98907465,0.9456084,-1.0,,-0.59667385,0.83715063,0.9456084,2.573379e-10,5.669199,5.216154e-07,0.12796938,30740,196.68896,,1537,-2.5401757,5.499515
0.14999999,2884.6944947242737,-0.9365529,0.9426901,0.99878573,-0.66887516,1.373599,0.98907465,0.9456084,-1.0,,-0.59732425,0.8372193,0.9456084,2.570034e-10,5.65204,5.219548e-07,0.12790072,30760,196.7113,,1538,-0.22113441,2.2406101
0.14999999,2887.1124284267426,0.40060514,0.9421819,1.0670581,-0.66862196,1.373474,0.98907465,0.9456084,0.1919192,,-0.59797424,0.8372875,0.9456084,2.566695e-10,11.157222,0.3578647,0.12783253,30780,196.73425,,1539,-0.2770927,1.799342e-12
0.14999999,2891.3367886543274,0.26301345,0.43696943,1.0191007,-0.6692735,1.3739738,0.98907465,0.9456084,0.45454547,,-0.5983913,0.8370275,0.9456084,2.5633629e-10,16.612701,0.0014225224,0.12809253,30800,197.26245,,1540,-1.7366052,14.155876
0.14999999,2896.2833800315857,-0.80760735,0.49284777,1.0076122,-0.6698133,1.373431,0.98907465,0.9456084,-0.8181818,,-0.5990395,0.8368041,0.9456084,2.5600372e-10,3.2874036,0.00024045553,0.12831593,30820,197.73486,,1541,-1.5167168,6.333977e-11
0.14999999,2900.6738407611847,-0.7835224,0.9432433,1.0081444,-0.6695107,1.3733172,0.98907465,0.9456084,-0.8181818,,-0.59968805,0.83687323,0.9456084,2.556718e-10,3.2825344,0.00024061152,0.12824678,30840,197.75659,,1542,-0.21027619,3.27387
0.14999999,2903.1094558238983,-0.6255573,0.943331,1.0086255,-0.66920805,1.3731586,0.98907465,0.9456084,-0.8181818,,-0.60033625,0.83694226,0.9456084,2.5534047e-10,3.2776856,0.00024076761,0.12817776,30860,197.77832,,1543,-0.21025056,3.1954794
0.14999999,2905.53670501709,-0.61628664,0.94441944,0.995808,-0.6689228,1.373567,0.98907465,0.9456084,-0.5555556,,-0.6009839,0.83701175,0.9456084,2.5500982e-10,3.400844,0.12631336,0.12810826,30880,197.79907,,1544,-0.23700564,3.0231304
0.14999999,2907.9635050296783,-0.49359137,0.9439578,0.99548537,-0.66864616,1.3734295,0.98907465,0.9456084,-0.5959596,,-0.6015496,0.837081,0.9456084,2.546798e-10,3.3799856,0.05887797,0.128039,30900,197.82031,,1545,-0.23697776,3.3400214
0.14999999,2910.385739803314,-0.52806926,0.9448908,0.9976328,-0.66837966,1.3732767,0.98907465,0.9456084,-0.53535354,,-0.60215855,0.8371507,0.9456084,2.5435049e-10,3.3990936,0.1803077,0.12796932,30920,197.84058,,1546,-0.2517166,3.290833
0.14999999,2912.815310239792,-0.31126446,0.9448768,0.9991311,-0.6681076,1.3732285,0.98907465,0.9456084,-0.5151515,,-0.60268855,0.8372204,0.9456084,2.5402175e-10,3.4038248,0.25259334,0.12789965,30940,197.86072,,1547,-0.2445559,3.3839011
0.14999999,2917.773186683655,-0.1980141,0.9428003,0.9978862,-0.667905,1.372775,0.98907465,0.9456084,-0.37373737,,-0.60317147,0.8372886,0.9456084,2.5369365e-10,3.6071784,1.6043568,0.1278314,30960,197.88293,,1548,-0.35314286,3.471525
0.14999999,2923.768033027649,-0.34677982,0.9352439,0.9879892,-0.66780627,1.3725438,0.98907465,0.9456084,-0.27272728,,-0.6027814,0.83735186,0.9456084,2.533662e-10,4.0457063,3.4844966,0.12776816,30980,197.91296,,1549,-0.51222736,3.921064
0.14999999,2927.8845994472504,-0.3355737,0.9424005,0.9949304,-0.6675876,1.3722537,0.98907465,0.9456084,-0.33333334,,-0.6011798,0.83741957,0.9456084,2.5303937e-10,3.7332048,2.3060675,0.12770045,31000,197.93567,,1550,-0.3161974,3.634098
0.14999999,2930.32537317276,-0.20881295,0.9400037,0.9974588,-0.6673698,1.3721455,0.98907465,0.9456084,-0.35353535,,-0.60033804,0.8374858,0.9456084,2.5271318e-10,3.652431,1.937435,0.12763423,31020,197.9607,,1551,-0.3242458,3.6519377
0.14999999,2936.3681902885437,-0.3257512,0.9324807,0.9895815,-0.66725683,1.3720088,0.98907465,0.9456084,-0.27272728,,-0.5997342,0.8375469,0.9456084,2.523876e-10,4.0260215,3.4738946,0.12757313,31040,197.99341,,1552,-0.48911974,3.961103
0.14999999,2942.022911310196,-0.3339589,0.9397607,0.994483,-0.6670469,1.3717517,0.98907465,0.9456084,-0.3131313,,-0.5981425,0.83761275,0.9456084,2.520627e-10,3.8008053,2.6850643,0.12750727,31060,198.0188,,1553,-0.33012468,3.68683
0.14999999,2945.773846387863,-0.28655764,0.942183,0.99710804,-0.6668279,1.3716304,0.98907465,0.9456084,-0.33333334,,-0.5970587,0.83768004,0.9456084,2.5173838e-10,3.707416,2.2965837,0.12743998,31080,198.04175,,1554,-0.32077765,3.6654475
0.14999999,2948.213701248169,-0.4369485,0.93751276,0.99574864,-0.6666387,1.3715272,0.98907465,0.9456084,-0.3131313,,-0.59622526,0.83774424,0.9456084,2.5141472e-10,3.7874656,2.6799212,0.12737578,31100,198.06934,,1555,-0.36919338,3.7874103
0.14999999,2952.260528087616,-0.16204892,0.9423852,1.0018418,-0.6663787,1.3711553,0.98907465,0.9456084,-0.3939394,,-0.59514624,0.83781147,0.9456084,2.5109168e-10,3.514091,1.290569,0.12730855,31120,198.09216,,1556,-0.2569757,3.3004239
0.14999999,2957.3177633285522,-0.43289644,0.93448985,0.989139,-0.6663164,1.3705122,0.98907465,0.9456084,-0.25252524,,-0.5949596,0.8378735,0.9456084,2.5076924e-10,4.130321,3.82395,0.1272465,31140,198.1228,,1557,-0.5708636,3.9240909
0.14999999,2961.3530621528625,-0.4629163,0.9428573,1.002094,-0.6660606,1.3703396,0.98907465,0.9456084,-0.43434343,,-0.5931487,0.83794093,0.9456084,2.504474e-10,3.4395604,0.8020702,0.12717909,31160,198.14502,,1558,-0.25637618,3.436698
0.14999999,2965.9090600013733,0.57449985,0.9439975,1.0666823,-0.6657908,1.370292,0.98907465,0.9456084,0.27272728,,-0.59327567,0.838009,0.9456084,2.5012623e-10,12.848091,0.0901061,0.12711102,31180,198.16602,,1559,-0.24703942,2.0382873e-05
0.14999999,2968.3413729667664,0.6160285,0.3550025,0.9612732,-0.6665862,1.3729916,0.98907465,0.9456084,0.65656567,,-0.59385914,0.83769935,0.9456084,2.4980565e-10,21.546036,2.5024865e-06,0.12742066,31200,198.77625,,1560,-1.9707541,16.432703
0.14999999,2972.5976977348328,-0.4354141,0.33042958,1.0020771,-0.66747624,1.3702619,0.98907465,0.9456084,-0.45454547,,-0.59449995,0.8373743,0.9456084,2.494857e-10,3.4177198,0.6167825,0.12774569,31220,199.41101,,1561,-2.01294,1.7288351e-10
0.14999999,2975.342400074005,-0.40530515,0.9442745,1.0026548,-0.66721046,1.3701797,0.98907465,0.9456084,-0.45454547,,-0.5947453,0.8374428,0.9456084,2.4916638e-10,3.412438,0.6169338,0.1276772,31240,199.43176,,1562,-0.25376192,3.400117
0.14999999,2978.121725797653,-0.3313532,0.94335675,1.0038676,-0.6669511,1.3701088,0.98907465,0.9456084,-0.41414142,,-0.59499043,0.8375106,0.9456084,2.4884764e-10,3.4569526,1.0275468,0.12760943,31260,199.45349,,1563,-0.2638751,3.4567246
0.14999999,2980.8030910491943,-1.0935042,0.9410484,0.99577236,-0.6667228,1.3699535,0.98907465,0.9456084,-1.0,,-0.5949728,0.8375768,0.9456084,2.485295e-10,5.725958,5.207287e-07,0.12754321,31280,199.47766,,1564,-0.3134822,0.00017624411
0.14999999,2983.3221292495728,-0.70606375,0.9392155,0.99653304,-0.66680586,1.370007,0.98907465,0.9456084,-1.0,,-0.595612,0.8376417,0.9456084,2.48212e-10,5.70872,5.2106157e-07,0.1274783,31300,199.50354,,1565,-0.7916062,4.833148
0.14999999,2985.915230512619,-0.27997786,0.9441386,1.0040753,-0.66652846,1.3701177,0.98907465,0.9456084,-0.3939394,,-0.5962508,0.8377098,0.9456084,2.4789512e-10,3.494095,1.2919952,0.12741023,31320,199.52441,,1566,-0.22808628,0.38340747
0.14999999,2990.7100348472595,-0.524124,0.9403822,1.0002186,-0.6663375,1.3699784,0.98907465,0.9456084,-0.33333334,,-0.59606445,0.83777523,0.9456084,2.4757882e-10,3.673112,2.2943013,0.12734479,31340,199.5492,,1567,-0.37083966,3.6174116
0.14999999,2998.716957807541,-0.35254034,0.9431358,0.996614,-0.6660642,1.3695405,0.98907465,0.9456084,-0.5555556,,-0.59523934,0.83784246,0.9456084,2.472631e-10,3.3721356,0.12558983,0.12727755,31360,199.57129,,1568,-0.23756307,3.2995634
0.14999999,3003.8193147182465,-0.25930884,0.9432419,1.0027825,-0.6658289,1.3698527,0.98907465,0.9456084,-0.35353535,,-0.59579676,0.8379096,0.9456084,2.4694805e-10,3.5920892,1.9286566,0.12721044,31380,199.59314,,1569,-0.29303074,3.565093
0.14999999,3009.205796480179,-0.21518722,0.93692267,0.9990603,-0.66565603,1.369664,0.98907465,0.9456084,-0.3131313,,-0.5952054,0.83797264,0.9456084,2.4663355e-10,3.7505918,2.6771894,0.12714738,31400,199.62134,,1570,-0.39653882,3.707455
0.14999999,3011.700564146042,-0.46119016,0.93403924,0.9943986,-0.66553015,1.3695216,0.98907465,0.9456084,-0.27272728,,-0.59413844,0.83803385,0.9456084,2.4631966e-10,3.9713078,3.4545097,0.12708616,31420,199.65234,,1571,-0.46633127,3.939044
0.14999999,3014.1879575252533,1.1038531,0.9442918,0.97557384,-0.6652633,1.3694927,0.98907465,0.9456084,1.0,,-0.59257823,0.83810145,0.9456084,2.4600638e-10,47.83387,8.133817e-13,0.12701857,31440,199.67322,,1572,-0.2400562,8.384314e-21
0.14999999,3016.6753253936768,-0.34814695,0.03538994,1.0054593,-0.66676855,1.3687178,0.98907465,0.9456084,-0.3939394,,-0.5932142,0.8375912,0.9456084,2.456937e-10,3.4699516,1.288078,0.12752885,31460,200.6029,,1573,-2.9994652,1.1929203e-20
0.14999999,3019.830971479416,-0.38742676,0.9414847,1.0052595,-0.66652685,1.3686272,0.98907465,0.9456084,-0.37373737,,-0.59303117,0.8376572,0.9456084,2.453816e-10,3.5118802,1.5881703,0.1274628,31480,200.62646,,1574,-0.29113424,3.5070076
0.14999999,3024.7300395965576,-0.14602084,0.94332594,1.0065434,-0.66626745,1.3685178,0.98907465,0.9456084,-0.3939394,,-0.5926578,0.8377243,0.9456084,2.450701e-10,3.4590797,1.2873614,0.12739569,31500,200.64832,,1575,-0.2628962,3.4560807
0.14999999,3027.860226392746,-0.30025375,0.9272393,0.9893762,-0.666223,1.368209,0.98907465,0.9456084,-0.23232323,,-0.5924755,0.83778113,0.9456084,2.447592e-10,4.257391,4.1430945,0.12733889,31520,200.68616,,1576,-0.6020493,4.1153235
0.14999999,3030.8269579410553,-0.31329757,0.9412232,0.99825156,-0.6660197,1.3679332,0.98907465,0.9456084,-0.2929293,,-0.5904844,0.83784664,0.9456084,2.4444888e-10,3.8248978,3.0559971,0.12727338,31540,200.71008,,1577,-0.33425656,3.7107942
0.14999999,3033.31555891037,-0.24345812,0.9385386,1.0036036,-0.6658004,1.3678493,0.98907465,0.9456084,-0.33333334,,-0.5891823,0.8379104,0.9456084,2.4413924e-10,3.6243482,2.278566,0.1272096,31560,200.7367,,1578,-0.31800422,3.6228642
0.14999999,3035.808611869812,-0.38595086,0.9376833,0.9994972,-0.66563636,1.3677647,0.98907465,0.9456084,-0.2929293,,-0.58837295,0.83797365,0.9456084,2.438301e-10,3.8121085,3.0495515,0.12714636,31580,200.76416,,1579,-0.40957147,3.7937932
0.14999999,3038.9862835407257,-0.7606473,0.94323295,1.0032269,-0.6653789,1.3674504,0.98907465,0.9456084,-0.8181818,,-0.58707654,0.8380402,0.9456084,2.4352154e-10,3.3325982,0.00023759612,0.12707984,31600,200.78613,,1580,-0.25773028,0.054164797
0.14999999,3041.55352640152,-0.47350404,0.9439126,1.0059675,-0.66509944,1.3673257,0.98907465,0.9456084,-0.35353535,,-0.5877091,0.8381072,0.9456084,2.4321356e-10,3.5422146,1.9131212,0.12701279,31620,200.80725,,1581,-0.22651798,0.08387604
0.14999999,3044.5494816303253,-0.5631711,0.9435613,1.0025338,-0.66482323,1.36725,0.98907465,0.9456084,-0.7979798,,-0.5871321,0.83817387,0.9456084,2.4290617e-10,3.3285184,0.00042887116,0.12694615,31640,200.82874,,1582,-0.23346192,0.32367587
0.14999999,3047.1378061771393,-0.42169318,0.94412297,1.0050137,-0.6645511,1.3682861,0.98907465,0.9456084,-0.47474748,,-0.5877637,0.83824086,0.9456084,2.4259939e-10,3.3603206,0.46202126,0.12687916,31660,200.84973,,1583,-0.2362541,2.8311582
0.14999999,3050.6375682353973,-0.1294963,0.9421509,1.0072223,-0.6642812,1.3681469,0.98907465,0.9456084,-0.45454547,,-0.5881034,0.8383065,0.9456084,2.4229319e-10,3.3627377,0.61284983,0.12681353,31680,200.87268,,1584,-0.24150601,3.305883
0.14999999,3055.246973514557,-0.04858531,0.92313933,0.9941725,-0.664259,1.366734,0.98907465,0.9456084,-0.25252524,,-0.58834773,0.83835995,0.9456084,2.4198754e-10,4.070491,3.7987497,0.12676007,31700,200.91467,,1585,-0.6359921,3.588791
0.14999999,3060.3405632972717,0.07181146,0.8718871,0.99373454,-0.66437066,1.3676136,0.98907465,0.9456084,-0.05050505,,-0.5865846,0.83838105,0.9456084,2.4168248e-10,6.5737715,3.830892,0.12673897,31720,201.00793,,1586,-0.8348326,6.1283913
0.14999999,3064.282465696335,-0.1737934,0.58012086,1.0417413,-0.664674,1.3667144,0.98907465,0.9456084,0.09090909,,-0.5848024,0.8382183,0.9456084,2.41378e-10,9.221837,1.308907,0.12690175,31740,201.39307,,1587,-1.1384004,8.23569
0.14999999,3068.8396422863007,-0.006926939,0.9284775,0.98594517,-0.66456676,1.3668363,0.98907465,0.9456084,-0.17171717,,-0.5846079,0.83827513,0.9456084,2.4107408e-10,4.819565,4.724078,0.12684488,31760,201.42969,,1588,-0.53438765,4.537941
0.14999999,3072.2703890800476,-0.077158496,0.8469517,0.98897696,-0.66474605,1.3664924,0.98907465,0.9456084,-0.09090909,,-0.582267,0.83828056,0.9456084,2.4077074e-10,5.877656,4.4010897,0.12683946,31780,201.54785,,1589,-0.93451667,5.78903
0.14999999,3076.9322986602783,-0.24201277,0.9108491,0.9879531,-0.6648087,1.3663745,0.98907465,0.9456084,-0.11111111,,-0.5801302,0.8383262,0.9456084,2.4046798e-10,5.5651164,4.5907497,0.1267938,31800,201.60205,,1590,-0.7525955,5.502264
0.14999999,3079.4234421253204,-0.256975,0.9360127,0.9927405,-0.664653,1.3656837,0.98907465,0.9456084,-0.23232323,,-0.57787585,0.83838767,0.9456084,2.401658e-10,4.197384,4.083046,0.12673235,31820,201.63123,,1591,-0.40412983,3.9757957
0.14999999,3082.9889721870422,-0.41542858,0.9396282,1.0009052,-0.66447884,1.365567,0.98907465,0.9456084,-0.2929293,,-0.57594115,0.83845127,0.9456084,2.3986418e-10,3.7781355,3.0118747,0.12666875,31840,201.65662,,1592,-0.37952682,3.777194
0.14999999,3086.4133307933807,-0.35941204,0.94183195,1.0055918,-0.6642136,1.3657111,0.98907465,0.9456084,-0.45454547,,-0.57467896,0.8385162,0.9456084,2.3956312e-10,3.3627863,0.6046776,0.12660384,31860,201.67993,,1593,-0.24223246,3.275305
0.14999999,3092.5696501731873,-0.5054295,0.9424726,1.0084196,-0.6639619,1.3656385,0.98907465,0.9456084,-0.37373737,,-0.57492703,0.8385814,0.9456084,2.3926264e-10,3.4607773,1.5596765,0.12653863,31880,201.70264,,1594,-0.26785332,3.4607122
0.14999999,3097.442852973938,-1.1968725,0.94435215,0.99233407,-0.6636855,1.3654971,0.98907465,0.9456084,-1.0,,-0.5745762,0.83864766,0.9456084,2.389627e-10,5.7967033,5.102154e-07,0.12647235,31900,201.72339,,1595,-0.23132676,0.014610022
0.14999999,3102.6365699768066,-1.1640706,0.9373949,0.9934093,-0.66425747,1.3658463,0.98907465,0.9456084,-1.0,,-0.57520294,0.83870965,0.9456084,2.3866337e-10,5.779332,5.105352e-07,0.12641037,31920,201.75098,,1596,-1.567966,5.391596
0.14999999,3107.7847294807434,-1.1253164,0.9378158,0.9943981,-0.6646472,1.3661189,0.98907465,0.9456084,-1.0,,-0.5758293,0.83877164,0.9456084,2.3836458e-10,5.762088,5.1085516e-07,0.12634838,31940,201.77832,,1597,-1.2793406,5.255727
0.14999999,3112.684611558914,-0.73928285,0.93866676,0.9952632,-0.66485614,1.3662812,0.98907465,0.9456084,-1.0,,-0.5764553,0.8388341,0.9456084,2.3806632e-10,5.7449684,5.1117485e-07,0.12628591,31960,201.80493,,1598,-0.99193543,5.0588274
0.14999999,3117.9184517860413,-0.5003056,0.9436735,0.99567586,-0.6645908,1.3658205,0.98907465,0.9456084,-0.5555556,,-0.5770809,0.83889973,0.9456084,2.3776864e-10,3.376123,0.1233299,0.12622029,31980,201.8263,,1599,-0.23522532,1.589278
0.14999999,3120.4886951446533,-0.8369656,0.9432399,1.0053197,-0.66432357,1.365834,0.98907465,0.9456084,-0.47474748,,-0.57762897,0.83896494,0.9456084,2.3747151e-10,3.3537335,0.45736244,0.12615508,32000,201.84814,,1600,-0.23217185,3.3063252
0.14999999,3123.872890472412,0.3357093,0.94303566,0.9949153,-0.66405004,1.3655294,0.98907465,0.9456084,0.53535354,,-0.57796794,0.8390299,0.9456084,2.3717497e-10,18.775679,0.00013728773,0.12609011,32020,201.87024,,1601,-0.23129141,2.2384436e-18
0.14999999,3126.3984639644623,-1.034536,0.46201193,0.9943587,-0.66467553,1.3648281,0.98907465,0.9456084,-1.0,,-0.5785923,0.8387946,0.9456084,2.3687893e-10,5.7387176,5.122685e-07,0.12632543,32040,202.37341,,1602,-1.6573297,8.4346965e-17
0.14999999,3129.8347911834717,-0.84945416,0.9402748,0.99481124,-0.6645945,1.3646133,0.98907465,0.9456084,-1.0,,-0.5792163,0.8388579,0.9456084,2.365835e-10,5.721804,5.125881e-07,0.12626213,32060,202.3982,,1603,-0.5281197,4.3920493
0.14999999,3133.9314527511597,-0.67652065,0.94286996,0.9919706,-0.6643292,1.364845,0.98907465,0.9456084,-0.67676765,,-0.57983994,0.83892274,0.9456084,2.362886e-10,3.3900976,0.01005795,0.12619728,32080,202.42041,,1604,-0.2330384,1.7307227
0.14999999,3136.478047847748,-0.5990957,0.9438008,0.992617,-0.66407067,1.3648164,0.98907465,0.9456084,-0.67676765,,-0.5804569,0.83898807,0.9456084,2.3599422e-10,3.3850565,0.010064153,0.12613195,32100,202.44177,,1605,-0.24116866,3.3849826
0.14999999,3139.0195269584656,-0.83252746,0.9434086,0.992409,-0.6638112,1.3647429,0.98907465,0.9456084,-0.61616164,,-0.5810735,0.8390531,0.9456084,2.3570046e-10,3.3822136,0.038315322,0.12606692,32120,202.4635,,1606,-0.23943585,3.357327
0.14999999,3142.223755121231,-0.5487575,0.9431739,1.0016732,-0.6635455,1.3646678,0.98907465,0.9456084,-0.7979798,,-0.58167213,0.8391179,0.9456084,2.354072e-10,3.33909,0.00042653602,0.12600213,32140,202.48547,,1607,-0.22901903,3.2565792
0.14999999,3145.3364686965942,-0.3680737,0.9447261,1.0006564,-0.66327775,1.3643771,0.98907465,0.9456084,-0.5151515,,-0.5822939,0.8391835,0.9456084,2.3511448e-10,3.3530195,0.247494,0.12593651,32160,202.50586,,1608,-0.2339741,3.2774272
0.14999999,3147.828247308731,-0.44953027,0.941174,1.0086405,-0.6630297,1.3641634,0.98907465,0.9456084,-0.41414142,,-0.5827617,0.8392469,0.9456084,2.3482233e-10,3.392031,1.0150577,0.12587309,32180,202.52979,,1609,-0.26437002,3.3048487
0.14999999,3152.856455564499,-0.12075013,0.94398177,1.0084455,-0.66275656,1.3640385,0.98907465,0.9456084,-0.43434343,,-0.58275235,0.83931196,0.9456084,2.345307e-10,3.364441,0.7937748,0.12580806,32200,202.55103,,1610,-0.2314468,3.335101
0.14999999,3157.872900247574,-0.215132,0.9228717,0.9861066,-0.6627442,1.3639221,0.98907465,0.9456084,-0.15151516,,-0.5828804,0.8393638,0.9456084,2.3423966e-10,5.054949,4.763741,0.1257562,32220,202.59326,,1611,-0.65091306,4.993123
0.14999999,3162.996495246887,-0.3883304,0.93407613,0.9933422,-0.66262114,1.3636986,0.98907465,0.9456084,-0.23232323,,-0.5805483,0.8394226,0.9456084,2.339491e-10,4.2030635,4.093972,0.12569743,32240,202.62427,,1612,-0.44969308,4.1425314
0.14999999,3167.0570290088654,-0.2577038,0.9429303,1.008882,-0.6623693,1.3634614,0.98907465,0.9456084,-0.37373737,,-0.578632,0.8394868,0.9456084,2.3365912e-10,3.4561248,1.5654658,0.12563324,32260,202.64648,,1613,-0.24919927,3.3961701
0.14999999,3170.361625432968,0.17117926,0.93592864,1.0020756,-0.662187,1.3632876,0.98907465,0.9456084,-0.2929293,,-0.5782817,0.8395465,0.9456084,2.3336968e-10,3.7698267,3.0189323,0.12557352,32280,202.67566,,1614,-0.37635654,3.769581
0.14999999,3174.6914150714874,0.34550428,0.51693493,1.0594187,-0.6626249,1.3651003,0.98907465,0.9456084,0.3131313,,-0.5770324,0.8393468,0.9456084,2.3308075e-10,13.940451,0.039991923,0.12577319,32300,203.12366,,1615,-1.3710563,6.6956058
0.14999999,3183.360091686249,0.4583346,0.456745,1.0600595,-0.6632145,1.3627274,0.98907465,0.9456084,0.15151516,,-0.5776266,0.83911,0.9456084,2.327924e-10,10.507824,0.6252864,0.12601,32320,203.63208,,1616,-1.6720196,6.1345654
0.14999999,3186.847623348236,0.35028982,0.41253468,1.0411007,-0.6638993,1.3621914,0.98907465,0.9456084,0.41414142,,-0.5778584,0.8388462,0.9456084,2.3250456e-10,15.917891,0.003982496,0.12627381,32340,204.18481,,1617,-1.8285078,15.851886
0.14999999,3189.411281108856,-0.8624371,0.45821217,0.99264455,-0.6644969,1.3619894,0.98907465,0.9456084,-1.0,,-0.57847416,0.83861095,0.9456084,2.3221725e-10,5.754696,5.122079e-07,0.12650907,32360,204.69165,,1618,-1.6686653,3.5729742e-17
0.14999999,3191.917862892151,-0.80710334,0.9426298,1.0002024,-0.6642397,1.3626906,0.98907465,0.9456084,-0.7979798,,-0.57909197,0.8386752,0.9456084,2.3193046e-10,3.3522792,0.00042543688,0.12644482,32380,204.71411,,1619,-0.23989724,3.0825305
0.14999999,3196.132872581482,-1.0163423,0.943275,1.0007489,-0.6639718,1.3626094,0.98907465,0.9456084,-0.7979798,,-0.5797092,0.83873975,0.9456084,2.316442e-10,3.3474185,0.00042569946,0.12638026,32400,204.73596,,1620,-0.22992563,3.3409572
0.14999999,3198.6357872486115,-0.88450253,0.94077826,0.99313956,-0.66385156,1.3616378,0.98907465,0.9456084,-1.0,,-0.580326,0.83880275,0.9456084,2.3135849e-10,5.744727,5.1315743e-07,0.12631726,32420,204.76038,,1621,-0.46943295,4.2277904
0.14999999,3201.776216030121,-0.7925763,0.94266,1.0020481,-0.66359895,1.3620564,0.98907465,0.9456084,-0.8181818,,-0.58094275,0.8388667,0.9456084,2.310733e-10,3.3422909,0.00023614339,0.1262533,32440,204.78284,,1622,-0.24667135,3.0867224
0.14999999,3204.2909009456635,-0.7466608,0.94367164,1.001404,-0.6633292,1.3619651,0.98907465,0.9456084,-0.7979798,,-0.58155894,0.83893126,0.9456084,2.3078865e-10,3.337129,0.0004264878,0.12618876,32460,204.80432,,1623,-0.22716506,3.3357506
0.14999999,3207.5575857162476,-0.8602926,0.9437318,1.0018389,-0.66306204,1.3617878,0.98907465,0.9456084,-0.7979798,,-0.5821746,0.8389959,0.9456084,2.3050452e-10,3.3323338,0.00042675043,0.12612414,32480,204.82556,,1624,-0.23037153,3.1582806
0.14999999,3210.072074174881,-0.5044558,0.9428033,1.0022237,-0.66279584,1.3615639,0.98907465,0.9456084,-0.7979798,,-0.58278996,0.8390597,0.9456084,2.3022088e-10,3.3275576,0.000427013,0.1260603,32500,204.84802,,1625,-0.23191401,3.0765507
0.14999999,3212.987316131592,-0.33250284,0.94445187,1.0082879,-0.66252995,1.3616292,0.98907465,0.9456084,-0.3939394,,-0.58340484,0.83912456,0.9456084,2.299378e-10,3.4259105,1.2755045,0.12599546,32520,204.86865,,1626,-0.23222521,2.5573902
0.14999999,3216.307894229889,-0.35410166,0.94057685,1.0073876,-0.6622964,1.3615708,0.98907465,0.9456084,-0.35353535,,-0.58323556,0.8391869,0.9456084,2.2965523e-10,3.5207524,1.9045819,0.12593311,32540,204.89319,,1627,-0.29031953,3.5207381
0.14999999,3220.797583580017,-0.2103867,0.94037557,1.0079205,-0.6620518,1.3614802,0.98907465,0.9456084,-0.35353535,,-0.58268005,0.839249,0.9456084,2.2937319e-10,3.5153098,1.9035242,0.125871,32560,204.91797,,1628,-0.27105132,3.487641
0.14999999,3226.1175920963287,-0.4514755,0.9357282,0.9992949,-0.66192186,1.3613193,0.98907465,0.9456084,-0.27272728,,-0.58212554,0.83930826,0.9456084,2.2909168e-10,3.8986917,3.4132595,0.12581176,32580,204.94739,,1629,-0.45794,3.8564928
0.14999999,3230.0259778499603,-0.37107205,0.9432861,1.0090446,-0.6616579,1.360795,0.98907465,0.9456084,-0.41414142,,-0.58064616,0.8393721,0.9456084,2.2881065e-10,3.3777463,1.0129125,0.12574792,32600,204.96912,,1630,-0.23035248,3.2464428
0.14999999,3232.618876218796,0.476065,0.9406374,0.963131,-0.6614038,1.3608171,0.98907465,0.9456084,0.8181818,,-0.58063823,0.8394342,0.9456084,2.2853017e-10,26.42526,4.200208e-09,0.12568581,32620,204.99353,,1631,-0.25565174,7.69511e-14
0.14999999,3235.211428642273,0.35777247,0.40096867,1.0611347,-0.6621586,1.3607428,0.98907465,0.9456084,0.37373737,,-0.58125114,0.8391655,0.9456084,2.2825018e-10,15.049022,0.010620187,0.12595451,32640,205.55786,,1632,-1.8511453,13.418565
0.14999999,3238.6588435173035,-0.4666863,0.45675048,1.0099502,-0.66274625,1.3607259,0.98907465,0.9456084,-0.3939394,,-0.5818572,0.8389313,0.9456084,2.2797078e-10,3.406787,1.2735319,0.1261887,32660,206.06616,,1633,-1.6799886,5.022698e-05
0.14999999,3248.067949771881,-0.3390579,0.94370353,1.0071919,-0.66247445,1.3605716,0.98907465,0.9456084,-0.45454547,,-0.58168983,0.8389955,0.9456084,2.2769182e-10,3.3431118,0.60893184,0.1261245,32680,206.0874,,1634,-0.22796011,3.3296463
0.14999999,3253.386770248413,-0.51430905,0.94341207,1.0104316,-0.6622349,1.3604696,0.98907465,0.9456084,-0.37373737,,-0.581929,0.83905935,0.9456084,2.2741338e-10,3.440089,1.5706357,0.12606066,32700,206.10913,,1635,-0.27766827,3.4182334
0.14999999,3258.5584321022034,-0.4532803,0.942899,1.0029416,-0.6619634,1.3601464,0.98907465,0.9456084,-0.4949495,,-0.5815803,0.83912283,0.9456084,2.2713545e-10,3.3351169,0.3400592,0.12599719,32720,206.13147,,1636,-0.22811387,3.3133726
0.14999999,3262.0846989154816,-0.2768114,0.9422492,1.0082991,-0.66169477,1.3601111,0.98907465,0.9456084,-0.45454547,,-0.5819835,0.83918583,0.9456084,2.2685802e-10,3.329954,0.6091107,0.12593418,32740,206.1543,,1637,-0.22480331,3.329923
