TimestepsSoFar,ReturnAbsMax,IWLastEpisode,ReturnMean,DenMISELogLast,LQGmu1_higher,DenMISEMeanLog,ReturnStepMax,Bound,Iteration,IWMin,IWMax,DenMISELogFirst,Regret/t,IWMean,IWFirstEpisode,LQGmu1_actor,ReturnMin,ReturnLastEpisode,Regret,ReturnMax,TimeElapsed,Delta,LQGsigma_higher
23780,0.9533616,3.0139004e-06,0.84305435,-0.37926567,0.09090909,-0.72896653,0.9965011,1.4605188,1189,,6.965732,-0.6148642,0.12206566,1.0604153,3.221181,-0.053093135,,0.9524411,145.13611,0.9533616,1783.7349553108215,4.3001913e-10,0.14999999
23800,0.9533616,4.5091085,0.8431371,-0.60271996,-0.11111111,-0.7288111,0.9965011,1.4609463,1190,,4.5542216,-0.6129994,0.12198293,1.010118,4.482345,-0.2385273,,0.9415847,145.15967,0.9533616,1786.4902577400208,4.292967e-10,0.14999999
23820,0.9533616,6.1473492e-15,0.8432262,-0.38684112,1.0,-0.7285163,0.9965011,1.4603491,1191,,39.835564,-0.61007977,0.12189382,1.168692,1.2826579e-10,1.0665891,,0.9492624,145.17548,0.9533616,1789.2084414958954,4.2857615e-10,0.14999999
23840,0.9533616,7.8117933e-28,0.84258443,-2.5886934,-0.65656567,-0.7299459,0.9965011,1.4602704,1192,,3.8140023,-0.61091906,0.12253559,0.9895837,0.0012745968,-0.73562473,,0.07825683,146.06244,0.9533616,1791.428851366043,4.2785733e-10,0.14999999
23860,0.9533616,3.7859592,0.84267634,-0.3926041,-0.7777778,-0.72967243,0.9965011,1.4607434,1193,,3.9854743,-0.61175656,0.122443676,0.95886815,3.4516812e-05,-0.75005686,,0.9522053,146.07532,0.9533616,1794.6340675354004,4.2714035e-10,0.14999999
23880,0.9533616,3.8812935,0.84276825,-0.39506376,-0.7777778,-0.7294273,0.9965011,1.4604268,1194,,3.9755342,-0.61259437,0.122351766,0.9599475,3.454576e-05,-0.5881172,,0.95239943,146.08801,0.9533616,1797.6968178749084,4.2642517e-10,0.14999999
23900,0.9533616,3.6098368,0.84286046,-0.3229587,-0.61616164,-0.72912115,0.9965011,1.4604657,1195,,3.7205021,-0.6134315,0.12225956,1.0016283,0.0036813947,-0.5897383,,0.95294523,146.10022,0.9533616,1799.5951359272003,4.257118e-10,0.14999999
23920,0.9533616,3.6109946,0.8429525,-0.32131717,-0.61616164,-0.7287794,0.9965011,1.4601145,1196,,3.7120585,-0.6142649,0.12216753,1.0023723,0.0036844646,-0.54781353,,0.9528763,146.11243,0.9533616,1801.8670330047607,4.250002e-10,0.14999999
23940,0.9533616,3.6166735,0.843044,-0.30870518,-0.5555556,-0.7284272,0.9965011,1.45977,1197,,3.6282377,-0.6150976,0.122076035,1.0101223,0.01573899,-0.6318108,,0.9525119,146.125,0.9533616,1803.8537752628326,4.2429038e-10,0.14999999
23960,0.9533616,3.6098092,0.843136,-0.33403584,-0.5959596,-0.7280899,0.9965011,1.4594804,1198,,3.6652172,-0.61591953,0.121984005,1.0072174,0.0060960813,-0.7902868,,0.9533327,146.13678,0.9533616,1806.2308983802795,4.2358234e-10,0.14999999
23980,0.9533616,0.00045712435,0.8432269,-0.39858124,-0.15151516,-0.7278098,0.9965011,1.4589014,1199,,4.3150487,-0.6167488,0.12189311,1.0046008,3.867791,-0.4820298,,0.9521123,146.1499,0.9533616,1808.307988166809,4.2287604e-10,0.14999999
24000,0.9533616,2.4158134,0.84331775,-0.30366236,-0.61616164,-0.7274533,0.9965011,1.4596539,1200,,3.6913738,-0.6143618,0.12180227,1.0049802,0.0036848213,-0.45710284,,0.95230347,146.16272,0.9533616,1810.3422310352325,4.2217158e-10,0.14999999
24020,0.9533616,3.6119175,0.84340936,-0.3062026,-0.45454547,-0.72709894,0.9965011,1.4592369,1201,,3.6157625,-0.61519176,0.12171066,1.0053887,0.12298963,-0.53235865,,0.95327634,146.1745,0.9533616,1813.4395122528076,4.214688e-10,0.14999999
24040,0.9533616,3.5886502,0.8435008,-0.29979393,-0.53535354,-0.7267395,0.9965011,1.4590725,1202,,3.5908856,-0.6159217,0.121619225,1.0130806,0.024641126,-0.81446666,,0.9532725,146.18628,0.9533616,1815.448038816452,4.2076784e-10,0.14999999
24060,0.9533616,3.9546463,0.8435915,-0.40275005,-0.7979798,-0.7264599,0.9965011,1.4592587,1203,,3.970493,-0.6167328,0.12152851,0.9591801,1.7837545e-05,-0.44778502,,0.95258933,146.19885,0.9533616,1817.5400936603546,4.200686e-10,0.14999999
24080,0.9533616,3.5929353,0.84368145,-0.3048031,-0.43434343,-0.7261442,0.9965011,1.458405,1204,,3.6217499,-0.61756366,0.12143856,1.003851,0.17613122,-0.4129371,,0.95193297,146.21204,0.9533616,1820.3182468414307,4.1937115e-10,0.14999999
24100,0.9533616,3.5958698,0.8437715,-0.31178734,-0.43434343,-0.72579765,0.9965011,1.4581662,1205,,3.613887,-0.61824757,0.1213485,1.004692,0.1762517,-0.30279055,,0.9522838,146.22491,0.9533616,1822.3377146720886,4.186754e-10,0.14999999
24120,0.9533616,3.7101696,0.8438606,-0.35362634,-0.33333334,-0.7254857,0.9965011,1.4580226,1206,,3.7426617,-0.6189309,0.12125939,0.99686503,0.7997491,-0.293031,,0.95125675,146.23877,0.9533616,1824.390512228012,4.1798134e-10,0.14999999
24140,0.9533616,3.7643716,0.84395033,-0.35637775,-0.3131313,-0.725183,0.9965011,1.4577904,1207,,3.7705026,-0.6190968,0.12116969,0.997359,1.024939,-0.34836978,,0.95206094,146.25183,0.9533616,1826.7519361972809,4.1728906e-10,0.14999999
24160,0.9533616,3.67564,0.8440395,-0.32857016,-0.33333334,-0.72485745,0.9965011,1.4574673,1208,,3.7257388,-0.61907613,0.12108052,0.99855596,0.79986525,-0.1711419,,0.9516642,146.26526,0.9533616,1829.1939713954926,4.1659842e-10,0.14999999
24180,0.9533616,3.8156767,0.8441273,-0.4441178,-0.23232323,-0.724627,0.9965011,1.4567997,1209,,3.9549503,-0.6192417,0.12099272,0.999977,2.3050146,-0.1893813,,0.9501785,146.28015,0.9533616,1830.9878451824188,4.1590958e-10,0.14999999
24200,0.9533616,4.755787e-08,0.8442138,-0.42357847,0.7171717,-0.7243788,0.9965011,1.4565655,1210,,20.116209,-0.61816376,0.120906234,0.92841,1.1374483e-05,0.6733016,,0.94875693,146.29651,0.9533616,1833.0816066265106,4.152224e-10,0.14999999
24220,0.9533616,5.158182e-07,0.84379834,-1.965943,-0.21212122,-0.72546726,0.9965011,1.4565593,1211,,4.0193844,-0.6189898,0.12132168,1.001759,2.696799,-0.33609417,,0.34109318,146.9206,0.9533616,1835.1624128818512,4.1453696e-10,0.14999999
24240,0.9533616,0.00020605024,0.84388787,-0.3293403,-1.0,-0.72513974,0.9965011,1.4565418,1212,,5.672139,-0.61759084,0.12123215,0.99711686,8.50911e-09,-0.9668377,,0.95234776,146.93335,0.9533616,1838.0245599746704,4.1385315e-10,0.14999999
24260,0.9533616,0.0005677238,0.8439769,-0.46634004,-0.33333334,-0.72492975,0.9965011,1.4560763,1213,,3.7114246,-0.6184156,0.1211431,0.9994779,0.7993371,-0.11724359,,0.9519932,146.94653,0.9533616,1841.159910440445,4.1317108e-10,0.14999999
24280,0.9533616,4.2977433,0.8440581,-0.5060095,-0.15151516,-0.72475046,0.9965011,1.45595,1214,,4.2987,-0.6185809,0.12106192,1.0060318,3.8748834,-0.15676294,,0.9424591,146.96924,0.9533616,1844.4776062965393,4.1249065e-10,0.14999999
24300,0.9533616,0.02011521,0.8441416,-0.45319265,0.33333334,-0.7245226,0.9965011,1.4557283,1215,,12.339008,-0.6162175,0.120978415,0.98801047,0.19751737,0.40581417,,0.94556475,146.98877,0.9533616,1846.55801486969,4.1181195e-10,0.14999999
24320,0.9533616,1.1390798e-18,0.8438452,-1.6235873,-1.0,-0.7252744,0.9965011,1.4555435,1216,,5.6643496,-0.6168777,0.12127483,0.99712723,8.503058e-09,-0.91938686,,0.48362616,147.47021,0.9533616,1848.65234208107,4.1113493e-10,0.14999999
24340,0.9533616,1.6371274e-05,0.84393406,-0.42428258,-0.17171717,-0.7250305,0.9965011,1.455467,1217,,4.1830306,-0.6176997,0.12118596,1.0054252,3.4932067,-0.084707946,,0.95203006,147.48328,0.9533616,1850.7474055290222,4.1045956e-10,0.14999999
24360,0.9533616,5.6775734e-05,0.8440153,-0.5511249,-0.7979798,-0.72488385,0.9965011,1.4553673,1218,,3.9942849,-0.6156548,0.12110472,0.9566552,1.7818333e-05,-0.73741966,,0.94294506,147.50562,0.9533616,1852.8349602222443,4.0978582e-10,0.14999999
24380,0.9533616,0.0011158641,0.84410447,-0.3873629,-0.13131313,-0.72464305,0.9965011,1.4551187,1219,,4.4131474,-0.61647546,0.12101555,1.0090067,4.2084136,0.005501732,,0.9527201,147.51794,0.9533616,1854.9508237838745,4.0911374e-10,0.14999999
24400,0.9533616,5.4214993,0.8441625,-0.71760076,-0.01010101,-0.72463065,0.9965011,1.4550358,1220,,5.555561,-0.6138491,0.120957494,1.028101,4.7664356,0.05904984,,0.9148953,147.56812,0.9533616,1857.0378847122192,4.0844336e-10,0.14999999
24420,0.9533616,4.9820187e-07,0.84412754,-0.8317757,-0.7979798,-0.72469634,0.9965011,1.454861,1221,,3.991034,-0.6107691,0.12099248,0.95746386,1.773149e-05,-0.9944774,,0.8013322,147.73181,0.9533616,1859.15362906456,4.077746e-10,0.14999999
24440,0.9533616,4.437217,0.8442157,-0.51252365,-1.0,-0.72455823,0.9965011,1.4549725,1222,,5.6649117,-0.61158776,0.12090433,0.9979078,8.458187e-09,-1.1537894,,0.952014,147.74512,0.9533616,1861.2314004898071,4.071075e-10,0.14999999
24460,0.9533616,5.36452,0.8443031,-1.2272073,-1.0,-0.72497183,0.9965011,1.4549036,1223,,5.643386,-0.6124058,0.120816946,0.99894416,8.465111e-09,-1.0276481,,0.9509933,147.75916,0.9533616,1863.3083016872406,4.0644196e-10,0.14999999
24480,0.9533616,4.705022,0.84439087,-0.587436,-1.0,-0.7248613,0.9965011,1.4543343,1224,,5.622059,-0.6132231,0.12072915,0.9994439,8.472041e-09,-0.8028606,,0.95179135,147.77246,0.9533616,1865.3876497745514,4.0577813e-10,0.14999999
24500,0.9533616,1.6639117e-06,0.8444793,-0.40229407,0.01010101,-0.7245996,0.9965011,1.4542286,1225,,5.8127184,-0.6140398,0.120640695,1.0344081,4.5699115,0.10009998,,0.95274323,147.78479,0.9533616,1867.4709961414337,4.0511594e-10,0.14999999
24520,0.9533616,1.10565445e-07,0.8443245,-0.9274358,-0.7979798,-0.72473806,0.9965011,1.4527389,1226,,3.9784613,-0.61113214,0.12079549,0.95720184,1.7737917e-05,-0.88499266,,0.6547141,148.09534,0.9533616,1869.5510721206665,4.044553e-10,0.14999999
24540,0.9533616,1.4283929e-08,0.8444124,-0.40560064,0.05050505,-0.72451323,0.9965011,1.4526072,1227,,6.373746,-0.6119475,0.12070763,1.046976,3.9685225,0.1285918,,0.9521856,148.10828,0.9533616,1871.6439096927643,4.037963e-10,0.14999999
24560,0.9533616,3.658635e-12,0.84426016,-0.9927676,-1.0,-0.7246948,0.9965011,1.4521769,1228,,5.614156,-0.609533,0.12085986,0.99838704,8.44083e-09,-1.0247046,,0.6574902,148.4159,0.9533616,1873.6866793632507,4.0313894e-10,0.14999999
24580,0.9533616,2.657684e-15,0.84434736,-0.57425463,0.23232323,-0.7245746,0.9965011,1.4517875,1229,,9.886037,-0.61034703,0.12077266,1.0542018,0.86363196,0.044907287,,0.95131683,148.42957,0.9533616,1875.7650187015533,4.0248313e-10,0.14999999
24600,0.9533616,5.508211,0.8443717,-0.795301,-0.01010101,-0.72459006,0.9965011,1.4531267,1230,,5.5119243,-0.6104579,0.12074834,1.0328007,4.7502985,0.12294967,,0.87434703,148.52051,0.9533616,1877.8578066825867,4.01829e-10,0.14999999
24620,0.9533616,4.7579093e-12,0.8442187,-0.97318894,-1.0,-0.72476643,0.9965011,1.4516406,1231,,5.6022596,-0.607416,0.120901346,0.9988691,8.422979e-09,-0.8385053,,0.65596384,148.82959,0.9533616,1879.997286081314,4.011764e-10,0.14999999
24640,0.9533616,3.836308,0.84430665,-0.40282497,-0.7979798,-0.7245069,0.9965011,1.4529684,1232,,3.974513,-0.60822797,0.12081337,0.9591439,1.7686481e-05,-0.9287803,,0.9525478,148.84204,0.9533616,1882.1071422100067,4.0052545e-10,0.14999999
24660,0.9533616,2.7643964,0.844394,-0.41883606,-0.7979798,-0.72429276,0.9965011,1.4518074,1233,,3.9649477,-0.60903937,0.12072599,0.95927274,1.7700842e-05,-0.80050975,,0.95203054,148.85522,0.9533616,1884.2133374214172,3.9987602e-10,0.14999999
24680,0.9533616,3.9554288,0.84448165,-0.39704978,-0.7979798,-0.72406113,0.9965011,1.4515798,1234,,3.955444,-0.60985005,0.12063837,0.96037066,1.7715196e-05,-0.8194157,,0.9525247,148.8678,0.9533616,1886.3270881175995,3.992282e-10,0.14999999
24700,0.9533616,4.2501733e-07,0.8445691,-0.39561376,0.030303031,-0.72382784,0.9965011,1.4514048,1235,,6.0375004,-0.6106601,0.12055093,1.0453917,4.2873964,0.21509898,,0.95251644,148.88037,0.9533616,1888.4370257854462,3.9858195e-10,0.14999999
24720,0.9533616,1.0981146e-09,0.8443485,-1.1994491,-0.7979798,-0.72417694,0.9965011,1.4513438,1236,,3.949196,-0.60800385,0.12077153,0.96142876,1.768252e-05,-0.88009477,,0.5719491,149.27356,0.9533616,1890.5462183952332,3.9793724e-10,0.14999999
24740,0.9533616,3.4059339,0.84443575,-0.39717937,-0.7979798,-0.72394437,0.9965011,1.4507043,1237,,3.939803,-0.60881263,0.120684266,0.9620758,1.7696824e-05,-0.65932465,,0.9522498,149.2865,0.9533616,1892.6552300453186,3.972941e-10,0.14999999
24760,0.9533616,1.8344099e-13,0.84452325,-0.34814528,0.5151515,-0.723672,0.9965011,1.450423,1238,,16.677929,-0.6096207,0.12059677,0.873104,0.004350746,0.5110683,,0.9526843,149.29883,0.9533616,1894.7679526805878,3.9665254e-10,0.14999999
24780,0.9533616,4.654301e-16,0.84418535,-1.7984064,-0.7979798,-0.7246446,0.9965011,1.4493659,1239,,3.9336443,-0.6104246,0.120934665,0.9619574,1.7725386e-05,-0.77152395,,0.4259762,149.83801,0.9533616,1896.8888483047485,3.960125e-10,0.14999999
24800,0.9533616,2.6060753,0.84427273,-0.3856264,-0.6363636,-0.72440237,0.9965011,1.449551,1240,,3.7372162,-0.6112313,0.120847285,0.99512666,0.0021838455,-0.4957503,,0.95261693,149.85059,0.9533616,1899.0016136169434,3.9537404e-10,0.14999999
24820,0.9533616,3.3309793,0.84436005,-0.30888057,-0.43434343,-0.72407204,0.9965011,1.449423,1241,,3.651549,-0.6120357,0.120759964,0.9991665,0.17516026,-0.22397053,,0.9525558,149.86316,0.9533616,1901.1198236942291,3.947371e-10,0.14999999
24840,0.9533616,3.7329383,0.8444462,-0.3996901,-0.17171717,-0.7238119,0.9965011,1.4499216,1242,,4.195273,-0.61270005,0.120673835,1.0036458,3.4757855,-0.2755467,,0.9512966,149.87695,0.9533616,1903.2986543178558,3.9410172e-10,0.14999999
24860,0.9533616,3.812933,0.84453326,-0.36693177,-0.2929293,-0.7235226,0.9965011,1.4497799,1243,,3.8163617,-0.61071026,0.12058675,0.9961348,1.2789403,-0.5107931,,0.9528096,149.88928,0.9533616,1905.414449930191,3.9346784e-10,0.14999999
24880,0.9533616,3.5960917,0.84461963,-0.3072444,-0.4949495,-0.7231917,0.9965011,1.4488524,1244,,3.6159768,-0.61048603,0.120500386,1.0049828,0.056795996,-0.44549745,,0.95181674,149.90247,0.9533616,1907.5335011482239,3.9283551e-10,0.14999999
24900,0.9533616,3.6150875,0.84470624,-0.3096993,-0.43434343,-0.722856,0.9965011,1.4486916,1245,,3.6334434,-0.6112439,0.12041378,1.0007995,0.17502162,-0.340635,,0.952428,149.91516,0.9533616,1909.6311521530151,3.922047e-10,0.14999999
24920,0.9533616,3.7144327,0.8447916,-0.33522925,-0.33333334,-0.7225447,0.9965011,1.4486861,1246,,3.7349987,-0.61190623,0.12032843,0.99627715,0.79415077,-0.46541706,,0.9510075,149.9292,0.9533616,1911.78293633461,3.915754e-10,0.14999999
24940,0.9533616,3.5969307,0.8448775,-0.30383405,-0.47474748,-0.7222125,0.9965011,1.4484344,1247,,3.601407,-0.61207134,0.120242536,1.0054362,0.08427494,-0.41424936,,0.95210093,149.94238,0.9533616,1916.5955348014832,3.909476e-10,0.14999999
24960,0.9533616,3.6262448,0.84496355,-0.31001642,-0.41414142,-0.7218784,0.9965011,1.4482818,1248,,3.6284688,-0.61280537,0.12015647,1.0013796,0.24594039,-0.56914675,,0.95223075,149.9552,0.9533616,1921.0913569927216,3.903214e-10,0.14999999
24980,0.9533616,0.05856216,0.84504986,-0.30936438,-1.0,-0.7215475,0.9965011,1.4480174,1249,,5.65551,-0.6134093,0.12007016,0.9968726,8.4736085e-09,-1.1536576,,0.9527676,149.96765,0.9533616,1925.5525796413422,3.896966e-10,0.14999999
25000,0.9533616,1.00691644e-16,0.8451342,-1.223309,0.17171717,-0.7219523,0.9965011,1.4480257,1250,,8.574934,-0.6142096,0.11998582,1.0698938,1.6960524,-0.096453905,,0.95040107,149.9823,0.9533616,1930.3052055835724,3.8907333e-10,0.14999999
25020,0.9533616,5.992736e-08,0.84521717,-0.5338112,-1.0,-0.7217479,0.9965011,1.4479989,1251,,5.6390324,-0.61365336,0.11990285,0.9979044,8.475677e-09,-0.80506814,,0.94891727,149.99841,0.9533616,1934.7025434970856,3.8845158e-10,0.14999999
25040,0.9533616,1.4920006,0.84530306,-0.39363378,-0.5959596,-0.7214885,0.9965011,1.448429,1252,,3.6696308,-0.6144524,0.11981696,1.0038335,0.006087144,-0.6417035,,0.9528263,150.01086,0.9533616,1936.893798828125,3.8783127e-10,0.14999999
25060,0.9533616,3.6733387,0.845389,-0.33741695,-0.61616164,-0.7211794,0.9965011,1.4481685,1253,,3.6926193,-0.61524594,0.11973101,1.0010804,0.0036880802,-0.5305547,,0.9529982,150.02295,0.9533616,1939.0836505889893,3.8721248e-10,0.14999999
25080,0.9533616,3.5718246,0.84547347,-0.30016753,-0.5151515,-0.7208434,0.9965011,1.4478713,1254,,3.5858736,-0.61604077,0.11964655,1.0098137,0.0378582,-0.50753576,,0.9512684,150.03674,0.9533616,1941.2797877788544,3.8659514e-10,0.14999999
25100,0.9533616,3.5724654,0.84555876,-0.29636338,-0.5151515,-0.7204979,0.9965011,1.4476459,1255,,3.5785,-0.6168077,0.119561255,1.010559,0.03788725,-0.5970429,,0.95242304,150.04932,0.9533616,1943.554761648178,3.859793e-10,0.14999999
25120,0.9533616,3.6372983,0.8456444,-0.3130858,-0.5959596,-0.72016555,0.9965011,1.4474729,1256,,3.6421154,-0.61757404,0.1194756,1.0063387,0.0061061764,-0.6286037,,0.95324486,150.0614,0.9533616,1945.749388217926,3.8536493e-10,0.14999999
25140,0.9533616,3.6662555,0.8457292,-0.32442942,-0.61616164,-0.7198463,0.9965011,1.4472346,1257,,3.666474,-0.618365,0.119390845,1.0034283,0.0036996014,-0.6453556,,0.9521282,150.07434,0.9533616,1947.9505829811096,3.8475204e-10,0.14999999
25160,0.9533616,7.878828e-21,0.84581435,-0.33042285,0.8181818,-0.7195346,0.9965011,1.4469998,1258,,22.211311,-0.6191573,0.11930567,1.0000933,2.9361945e-07,0.8048217,,0.95292455,150.08655,0.9533616,1950.1515624523163,3.8414058e-10,0.14999999
25180,0.9533616,6.9809546e-19,0.8453311,-2.0868611,-0.61616164,-0.7206251,0.9965011,1.4470099,1259,,3.6616275,-0.6199519,0.119788945,1.0041859,0.0037054769,-0.6247388,,0.23744825,150.81421,0.9533616,1952.3518397808075,3.835306e-10,0.14999999
25200,0.9533616,3.653754,0.8454164,-0.31920844,-0.61616164,-0.7203038,0.9965011,1.4467868,1260,,3.6539092,-0.6207429,0.11970359,1.0049586,0.0037084094,-0.8267675,,0.95286435,150.82654,0.9533616,1954.56036734581,3.8292208e-10,0.14999999
25220,0.9533616,3.8738136,0.8455016,-0.3944742,-0.7979798,-0.72004193,0.9965011,1.4468704,1261,,3.931802,-0.62153333,0.119618416,0.9627848,1.7923385e-05,-0.9300301,,0.95273113,150.83887,0.9533616,1956.7677965164185,3.82315e-10,0.14999999
25240,0.9533616,3.6345685,0.84558606,-0.42110413,-1.0,-0.7198351,0.9965011,1.4462967,1262,,5.662593,-0.622326,0.119533956,0.997162,8.549504e-09,-1.0564561,,0.95210004,150.8518,0.9533616,1958.974347114563,3.8170936e-10,0.14999999
25260,0.9533616,4.9078374,0.84567004,-0.68348056,-1.0,-0.7198094,0.9965011,1.4459343,1263,,5.6417665,-0.6231181,0.11944997,0.9978323,8.556274e-09,-1.0436807,,0.9516165,150.86523,0.9533616,1961.1782388687134,3.8110518e-10,0.14999999
25280,0.9533616,3.6625505e-09,0.8457539,-0.63399327,-0.07070707,-0.7197443,0.9965011,1.4457743,1264,,4.9345236,-0.62390953,0.11936611,1.0143166,4.9023457,-0.22139835,,0.9517994,150.87878,0.9533616,1963.3711071014404,3.8050235e-10,0.14999999
25300,0.9533616,5.6193076e-06,0.8458355,-0.40408742,-1.0,-0.71948427,0.9965011,1.4455243,1265,,5.6255703,-0.6208294,0.11928451,0.9984266,8.536713e-09,-1.1187832,,0.94884086,150.8949,0.9533616,1965.568796157837,3.79901e-10,0.14999999
25320,0.9533616,5.202176,0.84591854,-0.98443913,-1.0,-0.7196958,0.9965011,1.4453998,1266,,5.6050906,-0.62161964,0.11920148,0.9993367,8.543473e-09,-0.71726376,,0.9510195,150.90906,0.9533616,1967.7763974666595,3.7930112e-10,0.14999999
25340,0.9533616,0.01319165,0.84600276,-0.3640708,-0.21212122,-0.7194165,0.9965011,1.445169,1267,,4.053024,-0.6224092,0.11911726,0.99812627,2.7060363,0.058935255,,0.95264643,150.92151,0.9533616,1969.9793636798859,3.7870257e-10,0.14999999
25360,0.9533616,6.136851,0.845985,-0.83770955,0.05050505,-0.7195119,0.9965011,1.4447887,1268,,6.4077253,-0.62106466,0.11913502,1.0483086,4.0048695,-0.2255342,,0.82350016,151.06323,0.9533616,1972.1874375343323,3.781055e-10,0.14999999
25380,0.9533616,0.06392503,0.84606886,-0.40039966,-0.65656567,-0.71922356,0.9965011,1.444647,1269,,3.7332916,-0.61869955,0.11905116,0.9943926,0.0012845525,-0.7213238,,0.9523642,151.07593,0.9533616,1974.392243862152,3.7750983e-10,0.14999999
25400,0.9533616,3.3636146,0.84615266,-0.3654156,-0.7979798,-0.71894985,0.9965011,1.4448737,1270,,3.9197316,-0.6194863,0.118967354,0.96316564,1.7886723e-05,-0.67903966,,0.95259,151.0885,0.9533616,1976.614989042282,3.7691555e-10,0.14999999
25420,0.9533616,3.7097814,0.8462362,-0.34401542,-0.65656567,-0.7186843,0.9965011,1.4450986,1271,,3.7207105,-0.6202733,0.11888379,0.9963368,0.0012865755,-0.68452185,,0.9523961,151.10132,0.9533616,1978.8269696235657,3.763227e-10,0.14999999
25440,0.9533616,3.689069,0.8463198,-0.34456035,-0.65656567,-0.71839356,0.9965011,1.4448771,1272,,3.7127695,-0.62105876,0.11880022,0.9971466,0.0012875869,-0.6305986,,0.95245445,151.11389,0.9533616,1982.9750335216522,3.7573122e-10,0.14999999
25460,0.9533616,3.6491752,0.8464033,-0.31705827,-0.6363636,-0.71808106,0.9965011,1.4446155,1273,,3.6692536,-0.62184364,0.11871672,1.0026966,0.0022071449,-0.79073375,,0.9527336,151.12634,0.9533616,1985.5118625164032,3.7514114e-10,0.14999999
25480,0.9533616,3.8773005,0.84648633,-0.38068783,-0.7777778,-0.7178146,0.9965011,1.4444131,1274,,3.8829355,-0.62262714,0.11863369,0.96790683,3.489409e-05,-0.74443406,,0.95213217,151.13928,0.9533616,1987.8124046325684,3.7455244e-10,0.14999999
25500,0.9533616,3.7385254,0.8465698,-0.36521652,-0.7777778,-0.71756375,0.9965011,1.4441234,1275,,3.8741758,-0.6234117,0.11855024,0.9688212,3.4921486e-05,-0.6543242,,0.9528344,151.15161,0.9533616,1990.0241630077362,3.7396514e-10,0.14999999
25520,0.9533616,3.6737914,0.846653,-0.32315445,-0.65656567,-0.7172796,0.9965011,1.4444577,1276,,3.6866546,-0.6241957,0.11846703,0.99979806,0.001291632,-0.61633116,,0.95270514,151.16394,0.9533616,1992.2368671894073,3.7337922e-10,0.14999999
25540,0.9533616,3.5784194,0.8467365,-0.30565742,-0.6363636,-0.7169579,0.9965011,1.4441998,1277,,3.645519,-0.62497807,0.11838353,1.0050268,0.0022140734,-0.70820034,,0.9532023,151.17578,0.9533616,1994.4480667114258,3.7279468e-10,0.14999999
25560,0.9533616,3.5369322,0.84681934,-0.3443258,-0.65656567,-0.7166629,0.9965011,1.4438236,1278,,3.6714168,-0.6257591,0.11830068,1.0011393,0.001293653,-0.7260388,,0.9525991,151.18823,0.9533616,1996.660616159439,3.7221148e-10,0.14999999
25580,0.9533616,3.5775578,0.84690225,-0.35044658,-0.67676765,-0.71637625,0.9965011,1.4434599,1279,,3.699173,-0.6265403,0.11821777,0.99671596,0.00074227905,-0.68351674,,0.9530236,151.20056,0.9533616,1998.87078332901,3.716297e-10,0.14999999
25600,0.9533616,0.0068547833,0.84698504,-0.3284711,-0.15151516,-0.71607625,0.9965011,1.4433177,1280,,4.356063,-0.62732124,0.118134975,1.002202,3.9088998,-0.124426894,,0.9527429,151.21277,0.9533616,2001.0879166126251,3.7104922e-10,0.14999999
25620,0.9533616,0.005020007,0.8470641,-0.5070579,-0.67676765,-0.715912,0.9965011,1.4431974,1281,,3.6942549,-0.62505305,0.11805594,0.99744976,0.00074117596,-0.47520995,,0.94830394,151.22961,0.9533616,2003.4246301651,3.7047018e-10,0.14999999
25640,0.9533616,0.46078053,0.8471468,-0.29382682,-0.17171717,-0.7155853,0.9965011,1.4432759,1282,,4.2420177,-0.6258328,0.11797321,1.0013624,3.5217335,-0.1651255,,0.9530807,151.24158,0.9533616,2006.780967950821,3.6989242e-10,0.14999999
25660,0.9533616,4.2009625,0.84722525,-0.4580977,-0.17171717,-0.7153842,0.9965011,1.4429998,1283,,4.2313256,-0.62386924,0.11789477,1.0022403,3.5148249,-0.38927156,,0.9478962,151.25903,0.9533616,2011.2562611103058,3.6931602e-10,0.14999999
25680,0.9533616,4.928106e-07,0.8473066,-0.32150364,0.45454547,-0.71507627,0.9965011,1.4426577,1284,,15.664838,-0.62191254,0.11781341,0.8971732,0.018458305,0.42699733,,0.95161825,151.27246,0.9533616,2015.8462600708008,3.68741e-10,0.14999999
25700,0.9533616,1.1435651e-09,0.847012,-1.6869507,-0.5959596,-0.71591496,0.9965011,1.442199,1285,,3.5757194,-0.6226767,0.118108034,1.0124116,0.006137414,-0.9058508,,0.46879643,151.7688,0.9533616,2020.3744912147522,3.681673e-10,0.14999999
25720,0.9533616,3.0684395,0.8470935,-0.40156907,-0.7979798,-0.7156614,0.9965011,1.4418173,1286,,3.8692598,-0.6234498,0.118026495,0.9677041,1.7957758e-05,-0.8672025,,0.9519146,151.78198,0.9533616,2024.8888318538666,3.6759495e-10,0.14999999
25740,0.9533616,3.5184662,0.8471752,-0.3863278,-0.7979798,-0.71543103,0.9965011,1.4413675,1287,,3.8606527,-0.6242271,0.11794484,0.9684351,1.7971739e-05,-0.82087505,,0.95204496,151.79504,0.9533616,2029.405109167099,3.6702397e-10,0.14999999
25760,0.9533616,3.8244114,0.84725684,-0.37487185,-0.7979798,-0.71519166,0.9965011,1.4411521,1288,,3.8520975,-0.6250038,0.11786318,0.96940374,1.7985694e-05,-0.84661967,,0.9523268,151.80774,0.9533616,2033.9532537460327,3.6645428e-10,0.14999999
