IWMin,Delta,Iteration,ReturnAbsMax,LQGmu1_actor,Bound,ReturnMin,DenMISELogLast,Regret,Regret/t,LQGmu1_higher,ReturnStepMax,TimeElapsed,DenMISELogFirst,LQGsigma_higher,IWLastEpisode,IWMean,IWMax,ReturnLastEpisode,ReturnMax,IWFirstEpisode,TimestepsSoFar,DenMISEMeanLog,ReturnMean
,6.6304e-11,3028,0.9512453,-0.869077,1.2626221,,-0.47011697,264.70068,0.08741772,-1.0,0.9944956,8854.771488904953,-1.7150977,0.14999999,3.8557098,1.0226585,4.5802245,0.94805306,0.9512453,2.0793558e-14,60560,-0.61983436,0.8777023
,6.6260226e-11,3029,0.9512453,-1.2773069,1.2620873,,-0.13421169,264.7163,0.08739394,-1.0,0.9944956,8858.967630147934,-1.7154279,0.14999999,2.0781662,1.0222926,4.5748158,0.94971454,0.9512453,2.0800419e-14,60580,-0.6196667,0.8777261
,6.62165e-11,3030,0.9512453,-0.91000336,1.2622893,,-2.2225041,264.73657,0.08737177,-1.0,0.9944956,8864.0513317585,-1.715758,0.14999999,4.445161,1.0227098,4.5694265,0.9448889,0.9512453,2.0807283e-14,60600,-0.6201885,0.87774825
,6.617282e-11,3031,0.9512453,0.021342436,1.2619643,,-0.13448389,264.75244,0.08734822,0.05050505,0.9944956,8869.225542068481,-1.7160879,0.14999999,3.7970698e-09,1.0019908,9.135167,0.9492701,0.9512453,6.6322355,60620,-0.62002087,0.8777718
,6.612917e-11,3032,0.9512453,-1.2072291,1.2619056,,-0.96949935,264.81958,0.08734155,-1.0,0.9944956,8873.573565721512,-1.7142321,0.14999999,6.0052363e-10,1.022499,4.5655565,0.89812034,0.9512453,2.0775558e-14,60640,-0.6201356,0.8777785
,6.608557e-11,3033,0.9512453,-1.073309,1.2620751,,-1.4414647,264.8379,0.08731878,-1.0,0.9944956,8876.326563835144,-1.7145618,0.14999999,4.329001,1.0228783,4.5601954,0.94656,0.9512453,2.0782414e-14,60660,-0.6203993,0.87780124
,6.604201e-11,3034,0.9512453,-0.9508802,1.2621049,,-0.49551493,264.85474,0.08729559,-1.0,0.9944956,8881.448650360107,-1.7148914,0.14999999,3.873931,1.0231075,4.5548515,0.94827217,0.9512453,2.0789273e-14,60680,-0.62035066,0.8778244
,6.59985e-11,3035,0.9512453,-0.36653966,1.2618892,,-0.16166115,264.8706,0.08727205,-0.23232323,0.9944956,8885.483582496643,-1.715221,0.14999999,3.250781e-05,1.0089916,3.7962875,0.9494137,0.9512453,0.102796264,60700,-0.62019193,0.87784797
,6.5955026e-11,3036,0.9512453,-0.24385786,1.2621245,,-0.320053,264.8877,0.08724886,-0.43434343,0.9944956,8889.636541128159,-1.7155166,0.14999999,3.307098,0.97185385,3.7543747,0.9481371,0.9512453,0.00059489,60720,-0.6200903,0.87787116
,6.59116e-11,3037,0.9512453,0.06613308,1.2621328,,-0.33424094,264.90552,0.08722603,-0.25252524,0.9944956,8894.697197675705,-1.7158457,0.14999999,3.7089655,1.0069604,3.71513,0.9470504,0.9512453,0.06667007,60740,-0.6200054,0.877894
,6.586822e-11,3038,0.9512453,0.043437347,1.2626572,,-1.1384368,265.2173,0.08729994,0.05050505,0.9944956,8899.230989217758,-1.716153,0.14999999,8.258069,1.0042043,9.125811,0.6533349,0.9512453,6.632667,60760,-0.62017393,0.8778201
,6.582488e-11,3039,0.9512453,-0.04959396,1.2623537,,-1.0507965,265.41553,0.08733648,0.01010101,0.9944956,8903.274309635162,-1.7143012,0.14999999,7.420766,1.0070276,7.8609223,0.76694274,0.9512453,4.5388136,60780,-0.6203146,0.87778354
,6.5781575e-11,3040,0.9512453,-0.018952176,1.2618966,,-0.71997017,265.45435,0.08732051,-0.01010101,0.9944956,8908.788545370102,-1.7131379,0.14999999,5.277707,1.0084037,7.2741613,0.9262358,0.9512453,3.6530023,60800,-0.62034535,0.8777995
,6.5738325e-11,3041,0.9512453,0.017230377,1.2618945,,-0.8204882,265.49048,0.0873037,-0.030303031,0.9944956,8912.304447174072,-1.7122658,0.14999999,6.0243316,1.0102762,6.7291718,0.92886543,0.9512453,2.8880625,60820,-0.6204084,0.8778163
,6.569511e-11,3042,0.9512453,0.06083773,1.2619743,,-0.9477299,265.58325,0.087305486,-0.05050505,0.9944956,8916.448250293732,-1.7116454,0.14999999,6.1963096,1.0122677,6.228384,0.87245023,0.9512453,2.2428226,60840,-0.62051296,0.87781453
,6.5651935e-11,3043,0.9512453,-1.1489795,1.2618611,,-1.1083449,265.8352,0.08735961,-1.0,0.9944956,8919.736684322357,-1.711237,0.14999999,1.1096034e-10,1.0230123,4.5615153,0.713064,0.9512453,2.0713439e-14,60860,-0.6206693,0.8777604
,6.560881e-11,3044,0.9512453,-0.83057225,1.2619845,,-0.94576055,265.85352,0.08733684,-1.0,0.9944956,8923.527060508728,-1.7115655,0.14999999,4.1817164,1.0233408,4.556183,0.94718266,0.9512453,2.0720235e-14,60880,-0.62076867,0.8777832
,6.556574e-11,3045,0.9512453,-0.010852216,1.2617818,,-0.15244706,265.86865,0.087313175,-0.030303031,0.9944956,8927.64781165123,-1.711894,0.14999999,2.042836e-06,1.0116875,6.7095203,0.9499066,0.9512453,2.8869889,60900,-0.6206075,0.87780684
,6.55227e-11,3046,0.9512453,0.016722836,1.2617798,,-0.8443195,265.94653,0.087310076,-0.05050505,0.9944956,8934.45442199707,-1.7112747,0.14999999,5.974856,1.0133916,6.2102823,0.88711303,0.9512453,2.2419915,60920,-0.6206771,0.87780994
,6.54797e-11,3047,0.9512453,-0.015887769,1.2618648,,-0.941319,266.04297,0.087313056,-0.030303031,0.9944956,8939.523465871811,-1.7108672,0.14999999,6.4906163,1.0128993,6.6856465,0.86848736,0.9512453,2.8840258,60940,-0.6207782,0.87780696
,6.543673e-11,3048,0.9512453,0.33593446,1.2619236,,-0.8235428,266.10132,0.08730358,-0.05050505,0.9944956,8944.45363521576,-1.7102493,0.14999999,5.900836,1.0145066,6.188272,0.90697664,0.9512453,2.2396936,60960,-0.6208407,0.87781644
,6.5393815e-11,3049,0.9512453,1.2285771,1.261696,,-1.9280832,266.57446,0.08743012,1.0,0.9944956,8948.52448129654,-1.7098428,0.14999999,0.0010144992,0.9350738,72.69007,0.49182066,0.9512453,3.9863073e-05,60980,-0.62126476,0.8776899
,6.535094e-11,3050,0.9512453,-1.1612456,1.261338,,-4.4078083,267.48657,0.087700546,-1.0,0.9944956,8953.405668497086,-1.7101706,0.14999999,,1.0228335,4.558341,0.0529186,0.9512453,2.0691365e-14,61000,-0.6225297,0.8774195
,6.530811e-11,3051,0.9512453,-1.281496,1.2614719,,-1.0383798,267.50464,0.08767772,-1.0,0.9944956,8958.51146030426,-1.7104985,0.14999999,4.2155514,1.0231727,4.553032,0.9470997,0.9512453,2.0698155e-14,61020,-0.6226586,0.8774423
,6.526532e-11,3052,0.9512453,-1.0221182,1.26167,,-2.2711525,267.5249,0.087655544,-1.0,0.9944956,8962.641072273254,-1.7108262,0.14999999,4.430198,1.0235821,4.5477376,0.9451299,0.9512453,2.0704946e-14,61040,-0.62319136,0.8774645
,6.522257e-11,3053,0.9512453,-1.0886178,1.2616031,,-0.30271357,267.54126,0.08763224,-1.0,0.9944956,8967.782043218613,-1.7111537,0.14999999,3.5609365,1.0237067,4.542458,0.9486921,0.9512453,2.07117e-14,61060,-0.62307876,0.8774878
,6.517986e-11,3054,0.9512453,-1.1641586,1.2616541,,-0.5673068,267.55835,0.08760917,-1.0,0.9944956,8973.430689573288,-1.7114812,0.14999999,3.9391878,1.0239557,4.537195,0.9481241,0.9512453,2.0718497e-14,61080,-0.62305284,0.87751085
,6.51372e-11,3055,0.9512453,-0.7989562,1.2617873,,-1.0571324,267.57593,0.087586224,-1.0,0.9944956,8977.802440404892,-1.7118087,0.14999999,4.2058167,1.0242922,4.5319476,0.94746375,0.9512453,2.0725294e-14,61100,-0.6231871,0.8775338
,6.5094576e-11,3056,0.9512453,0.3872146,1.2613752,,-0.17659216,267.59106,0.08756256,0.4949495,0.9944956,8983.129701852798,-1.7121359,0.14999999,2.2075198e-16,1.0093902,24.006714,0.9499452,0.9512453,3.4964476,61120,-0.6230332,0.87755746
,6.5052e-11,3057,0.9512453,0.1525351,1.261555,,-2.0163908,268.08423,0.08769524,0.2929293,0.9944956,8990.447653055191,-1.7113197,0.14999999,16.395761,1.0069824,17.538069,0.47194436,0.9512453,13.852377,61140,-0.62348676,0.8774248
,6.5009456e-11,3058,0.9512453,-1.0552658,1.261027,,-1.4381653,268.4629,0.08779037,-1.0,0.9944956,8994.73119854927,-1.7071255,0.14999999,1.6968343e-12,1.0236757,4.5296793,0.5864994,0.9512453,2.0628434e-14,61160,-0.6237515,0.87732965
,6.496697e-11,3059,0.9512453,-1.0633087,1.2610247,,-0.41403162,268.47998,0.087767184,-1.0,0.9944956,8998.641493797302,-1.7074525,0.14999999,3.7597017,1.0238672,4.5244594,0.9482022,0.9512453,2.0635203e-14,61180,-0.6236754,0.87735283
,6.492451e-11,3060,0.9512453,-0.99079907,1.2610362,,-0.44609278,268.49658,0.08774394,-1.0,0.9944956,9002.542504787445,-1.7077794,0.14999999,3.8007853,1.0240729,4.5192523,0.9483543,0.9512453,2.0641935e-14,61200,-0.6236096,0.8773761
,6.488209e-11,3061,0.9512453,-1.0255146,1.2608966,,-0.22091816,268.51318,0.08772075,-1.0,0.9944956,9006.04064130783,-1.7081062,0.14999999,3.3108945,1.0241187,4.514064,0.9484799,0.9512453,2.0648708e-14,61220,-0.62347037,0.87739927
,6.4839724e-11,3062,0.9512453,0.04526592,1.2608691,,-0.30762026,268.52954,0.08769745,-0.030303031,0.9944956,9010.04483127594,-1.7084328,0.14999999,9.991546e-10,1.0131984,6.685432,0.9487935,0.9512453,2.8770137,61240,-0.62335944,0.8774226
,6.47974e-11,3063,0.9512453,-0.20098136,1.2608851,,-1.0452018,268.66846,0.087714136,-0.030303031,0.9944956,9013.010320663452,-1.7078202,0.14999999,6.662398,1.0138884,6.673046,0.82610327,0.9512453,2.8752515,61260,-0.62349296,0.8774059
,6.4755104e-11,3064,0.9512453,-1.048296,1.2608454,,-0.37709165,268.6853,0.08769107,-1.0,0.9944956,9017.558433771133,-1.7072083,0.14999999,2.673613e-06,1.0242486,4.5118346,0.94814295,0.9512453,2.0630165e-14,61280,-0.6234083,0.87742895
,6.471286e-11,3065,0.9512453,-1.3387237,1.26083,,-0.38428,268.70215,0.08766794,-1.0,0.9944956,9021.135200023651,-1.7075347,0.14999999,3.708502,1.024425,4.50667,0.9483335,0.9512453,2.0636896e-14,61300,-0.6233224,0.8774521
,6.467065e-11,3066,0.9512453,-1.0773358,1.2610345,,-3.0613096,268.7234,0.087646306,-1.0,0.9944956,9024.371085882187,-1.7078608,0.14999999,4.4364395,1.0248392,4.5015216,0.9438164,0.9512453,2.0643628e-14,61320,-0.6241096,0.8774737
,6.462848e-11,3067,0.9512453,-1.220508,1.2610661,,-0.50475985,268.74048,0.08762318,-1.0,0.9944956,9029.193812608719,-1.708187,0.14999999,3.8575566,1.0250645,4.496388,0.9482159,0.9512453,2.0650362e-14,61340,-0.6240629,0.87749684
,6.4586364e-11,3068,0.9512453,-0.76998824,1.2612293,,-1.5594224,268.76025,0.087601125,-1.0,0.9944956,9034.46939110756,-1.7085129,0.14999999,4.293385,1.0254321,4.491269,0.9455251,0.9512453,2.0657097e-14,61360,-0.6243597,0.8775189
,6.454428e-11,3069,0.9512453,-1.094836,1.2603817,,-0.20356312,268.77563,0.08757758,-1.0,0.9944956,9038.015019655228,-1.7088388,0.14999999,1.0060871,1.0247287,4.4861665,0.94975203,0.9512453,2.0663836e-14,61380,-0.6242143,0.87754244
,6.450224e-11,3070,0.9512453,-1.006775,1.2604375,,-0.5895164,268.79248,0.087554574,-1.0,0.9944956,9042.585799217224,-1.7091646,0.14999999,3.9268367,1.0249785,4.481078,0.94794583,0.9512453,2.0670538e-14,61400,-0.62419516,0.87756544
,6.4460236e-11,3071,0.9512453,-0.92702156,1.2603366,,-0.25127798,268.80933,0.08753157,-1.0,0.9944956,9047.720573186874,-1.7094903,0.14999999,3.4158947,1.0250624,4.476004,0.948401,0.9512453,2.067728e-14,61420,-0.62406564,0.87758845
,6.4418276e-11,3072,0.9512453,-0.1980677,1.2601551,,-0.13556884,268.8252,0.0875082,-0.13131313,0.9944956,9051.77002286911,-1.7098159,0.14999999,2.3613077e-06,1.0152735,4.701161,0.9491371,0.9512453,0.6808564,61440,-0.6238987,0.8776118
,6.437636e-11,3073,0.9512453,-0.069333315,1.2600491,,-0.38244256,268.84424,0.08748597,-0.1919192,0.9944956,9055.85815191269,-1.7099197,0.14999999,3.895352,1.0124878,4.0423193,0.9461375,0.9512453,0.23050377,61460,-0.62381536,0.87763405
,6.4334475e-11,3074,0.9512453,-0.09647294,1.2600974,,-0.65249354,268.88452,0.08747053,-0.13131313,0.9944956,9059.90955400467,-1.71017,0.14999999,4.6894174,1.0158038,4.6915197,0.9249885,0.9512453,0.6810976,61480,-0.6238206,0.8776495
,6.429264e-11,3075,0.9512453,0.02325508,1.2601649,,-0.57618195,268.9077,0.08744961,-0.13131313,0.9944956,9063.97733092308,-1.7102737,0.14999999,4.606136,1.0161744,4.685894,0.941881,0.9512453,0.68116826,61500,-0.62380004,0.8776704
,6.425085e-11,3076,0.9512453,-0.08587918,1.2600518,,-0.9610117,269.06152,0.08747125,-0.07070707,0.9944956,9068.042462825775,-1.7103775,0.14999999,5.7144365,1.0162402,5.7321362,0.81131214,0.9512453,1.7093236,61520,-0.62390465,0.8776488
,6.4209096e-11,3077,0.9512453,-0.21600495,1.2600504,,-0.6020162,269.08813,0.08745146,-0.11111111,0.9944956,9072.068907260895,-1.7101469,0.14999999,4.7876983,1.0170456,4.9779687,0.9384014,0.9512453,0.94243616,61540,-0.62389237,0.87766856
,6.416737e-11,3078,0.9512453,-0.8085575,1.2600409,,-0.3588805,269.10596,0.08742887,-1.0,0.9944956,9076.091696739197,-1.7101656,0.14999999,4.453636e-06,1.0249144,4.4796786,0.94730765,0.9512453,2.0691246e-14,61560,-0.6238008,0.87769115
,6.4125705e-11,3079,0.9512453,-0.15006633,1.2597308,,-0.1703692,269.1211,0.08740538,-0.15151516,0.9944956,9080.26871418953,-1.7104905,0.14999999,0.00021499665,1.015975,4.411156,0.94995993,0.9512453,0.4835247,61580,-0.62364566,0.87771463
,6.408407e-11,3080,0.9512453,-0.3140294,1.2597615,,-0.45194462,269.1416,0.08738369,-0.17171717,0.9944956,9084.700012683868,-1.7106582,0.14999999,4.1359177,1.0151335,4.192089,0.94461024,0.9512453,0.33704203,61600,-0.62358475,0.87773633
,6.404247e-11,3081,0.9512453,-0.37080377,1.2595246,,-0.31728315,269.1577,0.08736056,-0.47474748,0.9944956,9088.793651103973,-1.7108734,0.14999999,2.0574307,0.9641122,3.8403478,0.94902045,0.9512453,0.00016996382,61620,-0.62348056,0.87775946
,6.400093e-11,3082,0.9512453,-0.26956326,1.2596786,,-0.32952774,269.17456,0.08733761,-0.23232323,0.9944956,9092.900579929352,-1.7111979,0.14999999,2.4146554,1.0090824,3.7842464,0.948369,0.9512453,0.10238354,61640,-0.6233969,0.8777824
,6.395941e-11,3083,0.9512453,0.047053814,1.2597021,,-0.32204518,269.19116,0.087314665,-0.27272728,0.9944956,9097.14844751358,-1.7114891,0.14999999,3.6693122,1.0029198,3.671496,0.948373,0.9512453,0.04225166,61660,-0.6232965,0.87780535
,6.391795e-11,3084,0.9512453,-0.81695276,1.2593015,,-1.0463865,269.3706,0.08734453,-1.0,0.9944956,9101.270823955536,-1.7117996,0.14999999,1.9891598e-10,1.0243025,4.481888,0.7858231,0.9512453,2.0725097e-14,61680,-0.62343264,0.8777755
,6.3876515e-11,3085,0.9512453,-0.18412931,1.2589455,,-0.16493392,269.386,0.08732122,-0.1919192,0.9944956,9105.335633516312,-1.7121239,0.14999999,0.0005322624,1.0134813,4.0117283,0.9498795,0.9512453,0.2310124,61700,-0.6232763,0.8777988
,6.383512e-11,3086,0.9512453,-0.35067225,1.2589675,,-0.3931203,269.40674,0.087299645,-0.21212122,0.9944956,9109.400819540024,-1.712373,0.14999999,3.872459,1.0116855,3.8740473,0.9441772,0.9512453,0.15530327,61720,-0.62319744,0.8778204
,6.379377e-11,3087,0.9512453,-0.5529932,1.2591529,,-0.32150373,269.42212,0.0872764,-0.43434343,0.9944956,9115.829668998718,-1.7126467,0.14999999,3.1396472,0.96944606,3.7928138,0.9497014,0.9512453,0.0005931851,61740,-0.6230959,0.8778436
,6.3752455e-11,3088,0.9512453,-0.5387958,1.2592244,,-0.36765748,269.43652,0.087252796,-0.6363636,0.9944956,9119.945379257202,-1.7129704,0.14999999,3.2916222,0.9707284,3.7138145,0.9506607,0.9512453,5.5964045e-07,61760,-0.62302333,0.8778672
,6.371118e-11,3089,0.9512453,-0.65796614,1.2594923,,-0.36928803,269.45068,0.08722913,-0.4949495,0.9944956,9124.167624950409,-1.7132943,0.14999999,3.686757,0.9632943,3.8465378,0.95091915,0.9512453,8.883002e-05,61780,-0.6229506,0.8778909
,6.366995e-11,3090,0.9512453,-0.80162,1.2595043,,-0.3115778,269.46558,0.08720565,-0.6363636,0.9944956,9128.422510385513,-1.7136178,0.14999999,3.5944426,0.9714498,3.708634,0.9502272,0.9512453,5.6000243e-07,61800,-0.62286186,0.87791437
,6.362877e-11,3091,0.9512453,-0.84996504,1.2591239,,-0.178339,269.48096,0.0871824,-0.67676765,0.9944956,9132.552085638046,-1.7139415,0.14999999,2.2481732,0.9781695,3.6005383,0.94987386,0.9512453,1.1187025e-07,61820,-0.62272745,0.8779376
,6.358762e-11,3092,0.9512453,-0.8210158,1.2591009,,-0.14357407,269.49634,0.08715922,-1.0,0.9944956,9137.47653579712,-1.7142649,0.14999999,1.8617601,1.0242522,4.486992,0.94983625,0.9512453,2.0776233e-14,61840,-0.62257946,0.8779608
,6.35465e-11,3093,0.9512453,-0.9273018,1.2595452,,-0.16214256,269.51172,0.08713603,-0.7777778,0.9944956,9141.893810510635,-1.7145883,0.14999999,3.0005004,0.9987336,3.2796655,0.94973505,0.9512453,1.4524449e-09,61860,-0.62242293,0.877984
,6.350544e-11,3094,0.9512453,-0.8945169,1.2592516,,-0.13904028,269.5276,0.08711302,-0.7979798,0.9944956,9146.356003761292,-1.7149116,0.14999999,2.1076488,1.0024847,3.2145662,0.9490091,0.9512453,5.7707306e-10,61880,-0.62226737,0.878007
,6.346441e-11,3095,0.9512453,-0.7358543,1.2590702,,-0.12970603,269.54346,0.087090015,-0.7979798,0.9944956,9150.01813697815,-1.7152346,0.14999999,2.4615455,1.0025249,3.2122679,0.9493833,0.9512453,5.7725913e-10,61900,-0.62210745,0.87803
,6.342341e-11,3096,0.9512453,-0.9261954,1.2590849,,-0.23762566,269.55835,0.08706671,-0.7979798,0.9944956,9154.275707244873,-1.7155577,0.14999999,3.095777,1.00277,3.209974,0.9500557,0.9512453,5.774452e-10,61920,-0.62198246,0.8780533
,6.338246e-11,3097,0.9512453,-1.0514852,1.2590878,,-0.13735013,269.57544,0.087044,-1.0,0.9944956,9158.722837209702,-1.7158806,0.14999999,2.7033303,1.0245255,4.487647,0.9485011,0.9512453,2.0809863e-14,61940,-0.62182516,0.878076
,6.334155e-11,3098,0.9512453,-0.94162244,1.2590795,,-0.39250225,269.5923,0.08702135,-1.0,0.9944956,9163.677738189697,-1.7162035,0.14999999,3.7127721,1.0247052,4.4825997,0.94811106,0.9512453,2.0816573e-14,61960,-0.62174326,0.87809867
,6.330068e-11,3099,0.9512453,-0.76631945,1.2588108,,-0.14692213,269.60815,0.0869984,-1.0,0.9944956,9167.980401277542,-1.7165263,0.14999999,2.855856,1.0246089,4.4775686,0.94903564,0.9512453,2.0823283e-14,61980,-0.6215822,0.8781216
,6.325984e-11,3100,0.9512453,-0.6809563,1.2591496,,-0.20730555,269.62305,0.08697516,-0.7979798,0.9944956,9171.983838558197,-1.7168489,0.14999999,3.200196,1.0031693,3.2074666,0.9502076,0.9512453,5.7819133e-10,62000,-0.6214408,0.87814486
,6.321905e-11,3101,0.9512453,-0.91120154,1.2590199,,-0.2889114,269.63745,0.08695179,-0.7979798,0.9944956,9177.557146072388,-1.7171714,0.14999999,2.6189427,1.0032606,3.2051852,0.95066005,0.9512453,5.7837773e-10,62020,-0.6213325,0.8781682
,6.3178296e-11,3102,0.9512453,-1.0184498,1.2587847,,-0.1288621,269.65332,0.086928904,-0.7979798,0.9944956,9183.464114665985,-1.7174939,0.14999999,2.275439,1.0032418,3.202908,0.94932777,0.9512453,5.785642e-10,62040,-0.62117285,0.8781911
,6.313758e-11,3103,0.9512453,-0.9270051,1.2584331,,-0.2815481,269.66968,0.086906135,-1.0,0.9944956,9188.33644914627,-1.7178161,0.14999999,3.4979088,1.0244788,4.4768043,0.948701,0.9512453,2.085015e-14,62060,-0.62106246,0.8782139
,6.30969e-11,3104,0.9512453,-0.8444203,1.2583597,,-0.1345281,269.68555,0.08688325,-0.7979798,0.9944956,9194.548406362534,-1.7181383,0.14999999,2.101737,1.003056,3.2005687,0.9492374,0.9512453,5.7893734e-10,62080,-0.6208979,0.8782368
,6.305627e-11,3105,0.9512453,-0.9076464,1.2583479,,-0.1404364,269.70117,0.08686024,-0.8181818,0.9944956,9198.598779201508,-1.7184604,0.14999999,3.0141528,1.0070727,3.139652,0.94970655,0.9512453,2.2588077e-10,62100,-0.62074226,0.8782598
,6.3015676e-11,3106,0.9512453,-0.97031415,1.2583754,,-0.12616467,269.7173,0.08683747,-1.0,0.9944956,9203.012545108795,-1.7187825,0.14999999,2.4962978,1.0246704,4.474604,0.9490573,0.9512453,2.0870323e-14,62120,-0.62058073,0.87828255
,6.297512e-11,3107,0.9512453,-0.86488557,1.2582145,,-0.1771141,269.7334,0.0868147,-0.8181818,0.9944956,9210.030002117157,-1.7191044,0.14999999,1.8983383,1.0071989,3.1371996,0.94898915,0.9512453,2.2602645e-10,62140,-0.62043023,0.8783053
,6.2934595e-11,3108,0.9512453,-0.83601713,1.2582489,,-0.1291289,269.74878,0.086791754,-1.0,0.9944956,9214.072870492935,-1.7194262,0.14999999,2.0170245,1.0247622,4.4709973,0.9496304,0.9512453,2.0883741e-14,62160,-0.6202698,0.87832826
,6.289412e-11,3109,0.9512453,-0.83700454,1.2585444,,-0.14381172,269.76416,0.086768806,-0.8181818,0.9944956,9218.145123720169,-1.7197479,0.14999999,3.0493374,1.007811,3.134754,0.9498795,0.9512453,2.2617178e-10,62180,-0.6201088,0.8783512
,6.285368e-11,3110,0.9512453,-0.7398996,1.2585558,,-0.1425156,269.77954,0.08674586,-0.8181818,0.9944956,9222.257239341736,-1.7200695,0.14999999,3.0429392,1.0080405,3.1326034,0.94970256,0.9512453,2.2624469e-10,62200,-0.6199528,0.87837416
,6.2813275e-11,3111,0.9512453,-0.79113257,1.258529,,-0.22828537,269.79468,0.08672285,-0.8181818,0.9944956,9226.407264947891,-1.720391,0.14999999,2.916215,1.0082295,3.1304576,0.9498566,0.9512453,2.263172e-10,62220,-0.61982435,0.87839717
,6.277292e-11,3112,0.9512453,-1.0688052,1.2585665,,-0.17754075,269.81006,0.08669984,-0.8181818,0.9944956,9230.47323012352,-1.7207124,0.14999999,3.12509,1.0084856,3.128316,0.95005214,0.9512453,2.2639017e-10,62240,-0.6196796,0.8784202
,6.273259e-11,3113,0.9512453,0.110495925,1.258164,,-0.45936403,269.8269,0.08667743,0.21212122,0.9944956,9234.554263591766,-1.7210337,0.14999999,6.1551597e-16,1.0016363,14.888405,0.94830334,0.9512453,14.604013,62260,-0.6196255,0.8784426
,6.269231e-11,3114,0.9512453,-0.9524023,1.2579722,,-1.2927185,270.18896,0.086765885,-0.8181818,0.9944956,9240.324252605438,-1.7166746,0.14999999,4.6006306e-08,1.0080725,3.127183,0.6030336,0.9512453,2.2547787e-10,62280,-0.61984164,0.87835413
,6.2652064e-11,3115,0.9512453,-0.92520314,1.2580191,,-0.15160148,270.2046,0.08674306,-1.0,0.9944956,9245.89247918129,-1.7169956,0.14999999,2.943024,1.0248986,4.474393,0.94943714,0.9512453,2.0833057e-14,62300,-0.6196887,0.87837696
,6.261185e-11,3116,0.9512453,-1.136752,1.257843,,-0.12885182,270.22046,0.08672029,-0.8181818,0.9944956,9250.433315038681,-1.7173165,0.14999999,2.345526,1.0081991,3.1247668,0.94925606,0.9512453,2.2562242e-10,62320,-0.6195234,0.8783997
,6.257169e-11,3117,0.9512453,-1.1288388,1.2583842,,-0.84084326,270.23853,0.08669829,-1.0,0.9944956,9254.523380756378,-1.7176374,0.14999999,4.0691924,1.0255098,4.470797,0.94692165,0.9512453,2.0846452e-14,62340,-0.61959183,0.8784217
,6.2531556e-11,3118,0.9512453,-0.62391317,1.2584822,,-0.7866549,270.2561,0.08667612,-1.0,0.9944956,9258.577034711838,-1.7179582,0.14999999,4.0388503,1.0257992,4.465826,0.9474238,0.9512453,2.0853133e-14,62360,-0.6196374,0.8784439
,6.249147e-11,3119,0.9512453,-0.14653543,1.2576871,,-0.33325374,270.27148,0.08665329,-0.05050505,0.9944956,9261.930564165115,-1.7182789,0.14999999,0.0024907722,1.0151638,6.2058964,0.94982976,0.9512453,2.25775,62380,-0.6195374,0.8784667
,6.245141e-11,3120,0.9512453,-0.22179364,1.2579416,,-0.46391952,270.2932,0.08663243,-0.1919192,0.9944956,9265.6549847126,-1.7178758,0.14999999,4.040345,1.0129749,4.0409155,0.94372815,0.9512453,0.23234501,62400,-0.6194828,0.8784876
,6.24114e-11,3121,0.9512453,-0.2672583,1.257925,,-0.35733286,270.312,0.086610675,-0.21212122,0.9944956,9270.496582746506,-1.7181219,0.14999999,3.7940547,1.0110916,3.9025779,0.9458667,0.9512453,0.15619867,62420,-0.6193947,0.87850934
,6.237143e-11,3122,0.9512453,-0.0064931363,1.257874,,-0.32831928,270.32935,0.0865885,-0.23232323,0.9944956,9274.897384643555,-1.7183921,0.14999999,3.5944088,1.0086812,3.800219,0.9480254,0.9512453,0.10312277,62440,-0.6192981,0.8785315
,6.2331494e-11,3123,0.9512453,-0.9878128,1.2574155,,-0.8553707,270.43652,0.08659512,-1.0,0.9944956,9277.497882604599,-1.7186793,0.14999999,1.8631026e-09,1.0248427,4.466591,0.857922,0.9512453,2.0868173e-14,62460,-0.61937094,0.8785249
,6.2291595e-11,3124,0.9512453,-0.10772327,1.2574042,,-0.20359907,270.45288,0.08657265,-0.1919192,0.9944956,9283.061520576477,-1.7189995,0.14999999,2.5110376e-06,1.0132468,4.0312285,0.94857264,0.9512453,0.23260623,62480,-0.61923003,0.8785474
,6.225173e-11,3125,0.9512453,-0.33300143,1.2574805,,-0.5458406,270.48608,0.08655554,-0.15151516,0.9944956,9287.227726221085,-1.7192451,0.14999999,4.3991265,1.0164367,4.417819,0.9319727,0.9512453,0.48777637,62500,-0.6192024,0.8785645
,6.221191e-11,3126,0.9512453,-0.88040376,1.2572834,,-0.3235305,270.5039,0.086533606,-1.0,0.9944956,9290.356322288513,-1.719409,0.14999999,0.00018695004,1.0248792,4.4644957,0.9472173,0.9512453,2.0883423e-14,62520,-0.6191028,0.8785864
,6.217212e-11,3127,0.9512453,-0.20851994,1.2570338,,-0.12139135,270.51953,0.0865109,-0.23232323,0.9944956,9292.955139636993,-1.7197288,0.14999999,0.0002654862,1.0085151,3.7926877,0.9493657,0.9512453,0.10326071,62540,-0.6189356,0.8786091
,6.2132376e-11,3128,0.9512453,-0.16765597,1.2570643,,-0.36659184,270.53857,0.08648926,-0.23232323,0.9944956,9297.098649263382,-1.7200155,0.14999999,3.7893038,1.0087975,3.7893047,0.9462413,0.9512453,0.10329031,62560,-0.61885226,0.87863076
