IWMin,Delta,Iteration,ReturnAbsMax,LQGmu1_actor,Bound,ReturnMin,DenMISELogLast,Regret,Regret/t,LQGmu1_higher,ReturnStepMax,TimeElapsed,DenMISELogFirst,LQGsigma_higher,IWLastEpisode,IWMean,IWMax,ReturnLastEpisode,ReturnMax,IWFirstEpisode,TimestepsSoFar,DenMISEMeanLog,ReturnMean
,2.8994418e-10,1448,0.9512453,-0.7279667,1.4050698,,-1.8849422,171.21472,0.118242204,-0.8181818,0.9944956,2610.460999250412,-1.4002213,0.14999999,1.21968435e-17,1.0158478,3.416616,0.38386935,0.9512453,1.6431217e-10,28960,-0.7014341,0.8468778
,2.8954408e-10,1449,0.9512453,-0.61477596,1.4047766,,-0.3124101,171.22986,0.118171096,-0.65656567,0.9944956,2614.6086118221283,-1.4009118,0.14999999,3.2456,0.9656482,3.9144046,0.9499812,0.9512453,1.8472028e-07,28980,-0.7011551,0.8469489
,2.8914485e-10,1450,0.9512453,-0.5756823,1.4047242,,-0.40984762,171.24524,0.11810011,-0.6363636,0.9944956,2617.387100458145,-1.4016017,0.14999999,3.9656625,0.9605929,3.9681792,0.9498594,0.9512453,4.0990506e-07,29000,-0.7009782,0.8470199
,2.8874644e-10,1451,0.9512453,-0.5602589,1.4045448,,-0.4314928,171.26013,0.118029,-0.61616164,0.9944956,2621.4843270778656,-1.402291,0.14999999,3.9482067,0.9563356,4.015615,0.9501693,0.9512453,8.932502e-07,29020,-0.70081997,0.847091
,2.8834887e-10,1452,0.9512453,-0.5152453,1.40439,,-0.43639752,171.2749,0.11795795,-0.5959596,0.9944956,2625.27051448822,-1.40298,0.14999999,3.9998465,0.9530433,4.0554285,0.950409,0.9512453,1.9115541e-06,29040,-0.70066845,0.84716207
,2.879521e-10,1453,0.9512453,-0.6132494,1.4044845,,-0.4461306,171.2898,0.11788702,-0.5151515,0.9944956,2627.5867264270782,-1.4036685,0.14999999,4.154998,0.94635457,4.1555495,0.9500883,0.9512453,3.3370718e-05,29060,-0.7005259,0.847233
,2.8755617e-10,1454,0.9512453,-0.65847325,1.4043183,,-0.40325245,171.30469,0.11781615,-0.61616164,0.9944956,2629.900949239731,-1.4043565,0.14999999,3.9798555,0.9587953,3.9923537,0.9503498,0.9512453,8.9509643e-07,29080,-0.70035875,0.84730387
,2.8716102e-10,1455,0.9512453,-0.68840647,1.4041709,,-0.36640415,171.31921,0.11774516,-0.6363636,0.9944956,2632.2163264751434,-1.405044,0.14999999,3.7951448,0.9644318,3.9303203,0.95058924,0.9512453,4.113183e-07,29100,-0.700158,0.84737486
,2.867667e-10,1456,0.9512453,-0.47722566,1.4039769,,-0.33880347,171.33435,0.11767471,-0.65656567,0.9944956,2634.560399055481,-1.4057311,0.14999999,3.6490078,0.9706971,3.863488,0.9499854,0.9512453,1.8561276e-07,29120,-0.69993454,0.8474453
,2.863732e-10,1457,0.9512453,0.7330568,1.4036943,,-0.44122368,171.35046,0.11760503,0.83838385,0.9944956,2636.875759124756,-1.4064176,0.14999999,8.170262e-17,1.001913,24.651142,0.9489363,0.9512453,0.0038541448,29140,-0.69977754,0.847515
,2.8598052e-10,1458,0.9512453,-0.25262552,1.4033372,,-2.0850666,172.0393,0.11799675,-0.4949495,0.9944956,2639.193109035492,-1.407101,0.14999999,5.979542e-14,0.9478487,4.1391654,0.2763677,0.9512453,6.540059e-05,29160,-0.7007305,0.84712327
,2.855886e-10,1459,0.9512453,-0.43269584,1.4030807,,-0.36836258,172.05762,0.117928445,-0.15151516,0.9944956,2641.758777856827,-1.4077866,0.14999999,3.0628915,1.0356069,4.069141,0.9468608,0.9512453,0.35723668,29180,-0.7005387,0.8471916
,2.8519753e-10,1460,0.9512453,-0.6844534,1.4035999,,-0.43168476,172.07385,0.11785883,-0.41414142,0.9944956,2646.2667379379272,-1.408227,0.14999999,4.0641956,0.9574324,4.0759788,0.9487515,0.9512453,0.00079469266,29200,-0.7003307,0.8472612
,2.8480726e-10,1461,0.9512453,-0.8274329,1.4034936,,-0.34149224,172.0885,0.117788136,-0.67676765,0.9944956,2650.821759700775,-1.4089111,0.14999999,3.737291,0.97739905,3.795749,0.95066506,0.9512453,8.2459636e-08,29220,-0.7001146,0.8473319
,2.8441777e-10,1462,0.9512453,-0.783428,1.4037862,,-0.24216036,172.1034,0.11771774,-0.8181818,0.9944956,2655.137055158615,-1.4095954,0.14999999,3.381908,1.0164708,3.405241,0.9501027,0.9512453,1.6585977e-10,29240,-0.6998172,0.8474023
,2.8402908e-10,1463,0.9512453,-0.94165397,1.4035834,,-0.26096144,172.11853,0.11764765,-0.8181818,0.9944956,2657.542674303055,-1.4102792,0.14999999,3.3612144,1.0169718,3.3996518,0.94995815,0.9512453,1.6597307e-10,29260,-0.69950634,0.84747237
,2.836412e-10,1464,0.9512453,-0.7570335,1.402839,,-0.2861638,172.13464,0.11757833,-0.8181818,0.9944956,2660.0880432128906,-1.4109625,0.14999999,2.5232792,1.0169008,3.3940883,0.9490362,0.9512453,1.6608676e-10,29280,-0.69921285,0.8475417
,2.8325411e-10,1465,0.9512453,-0.72024655,1.4025571,,-0.27582046,172.14966,0.11750829,-0.8181818,0.9944956,2664.3149785995483,-1.4116453,0.14999999,3.224928,1.0173113,3.3885508,0.9501108,0.9512453,1.662002e-10,29300,-0.6989127,0.8476117
,2.828678e-10,1466,0.9512453,0.32756168,1.4025493,,-0.30415767,172.16455,0.11743832,0.5151515,0.9944956,2671.996907234192,-1.4123276,0.14999999,6.721912e-15,1.00371,17.20053,0.9501743,0.9512453,2.0430086,29320,-0.6986319,0.8476817
,2.8248234e-10,1467,0.9512453,0.48122108,1.4036872,,-1.5958215,172.63806,0.11768103,0.23232323,0.9944956,2676.06054353714,-1.4116169,0.14999999,10.723519,1.0043356,11.364967,0.4916178,0.9512453,10.895023,29340,-0.6992436,0.847439
,2.8209762e-10,1468,0.9512453,-0.7424036,1.4021082,,-1.802389,173.17883,0.117969275,-0.7979798,0.9944956,2683.561456680298,-1.404899,0.14999999,2.6010258e-15,1.0140878,3.424613,0.42432156,0.9512453,4.2324705e-10,29360,-0.69999355,0.84715074
,2.817137e-10,1469,0.9512453,-0.8232801,1.4022958,,-0.28548193,173.19397,0.11789918,-0.67676765,0.9944956,2687.893615245819,-1.40558,0.14999999,3.2153244,0.97892773,3.7779405,0.9501481,0.9512453,8.218548e-08,29380,-0.6997023,0.84722084
,2.8133051e-10,1470,0.9512453,-0.66833663,1.4023657,,-0.2359944,173.20935,0.1178295,-0.8181818,0.9944956,2690.229608297348,-1.4062605,0.14999999,3.365573,1.0187528,3.3791027,0.94972056,0.9512453,1.6530771e-10,29400,-0.69940144,0.8472905
,2.8094815e-10,1471,0.9512453,-0.86966294,1.4019083,,-0.34711617,173.22388,0.11775929,-0.67676765,0.9944956,2692.568382024765,-1.4069406,0.14999999,3.7573657,0.9797717,3.7678933,0.95050246,0.9512453,8.229732e-08,29420,-0.6991498,0.84736073
,2.8056657e-10,1472,0.9512453,-0.943871,1.4019359,,-0.23060495,173.23962,0.11768997,-0.8181818,0.9944956,2694.902501821518,-1.4076201,0.14999999,3.1578476,1.0192746,3.3706617,0.94940805,0.9512453,1.6553237e-10,29440,-0.6988454,0.84743005
,2.8018576e-10,1473,0.9512453,-1.1036694,1.4011953,,-0.28599176,173.25562,0.117620885,-0.8181818,0.9944956,2697.2419786453247,-1.4082992,0.14999999,2.4920647,1.019188,3.365246,0.94918054,0.9512453,1.656448e-10,29460,-0.69855255,0.84749913
,2.798057e-10,1474,0.9512453,-0.88839465,1.4015868,,-0.8378111,173.27295,0.11755288,-1.0,0.9944956,2699.638643026352,-1.4089779,0.14999999,4.8412,1.0087173,5.658698,0.94765824,0.9512453,1.5310261e-14,29480,-0.6986343,0.84756714
,2.7942643e-10,1475,0.9512453,-0.68463683,1.400182,,-0.23289806,173.28833,0.117483616,-1.0,0.9944956,2701.977483510971,-1.409656,0.14999999,2.5453928,1.00798,5.6408825,0.94969356,0.9512453,1.5320661e-14,29500,-0.6983132,0.8476364
,2.7904792e-10,1476,0.9512453,-0.7135363,1.400271,,-0.329574,173.30347,0.117414296,-0.8181818,0.9944956,2704.8502736091614,-1.4103339,0.14999999,2.4878988,1.019198,3.3576646,0.95000327,0.9512453,1.6598226e-10,29520,-0.6980585,0.8477057
,2.786702e-10,1477,0.9512453,-0.7634075,1.4003096,,-0.302079,173.31836,0.117344856,-0.67676765,0.9944956,2707.243285894394,-1.4110111,0.14999999,3.491102,0.98002565,3.755829,0.950341,0.9512453,8.263298e-08,29540,-0.69777787,0.84777516
,2.7829325e-10,1478,0.9512453,-0.7165842,1.4002737,,-0.2593267,173.3335,0.117275715,-0.7979798,0.9944956,2709.935289144516,-1.411688,0.14999999,3.3566628,1.016931,3.3850758,0.9499395,0.9512453,4.2612994e-10,29560,-0.69749516,0.8478443
,2.7791702e-10,1479,0.9512453,-0.73742115,1.4001169,,-0.2962633,173.34888,0.11720681,-0.67676765,0.9944956,2712.275110721588,-1.4123642,0.14999999,3.4529006,0.98114854,3.7452016,0.94971883,0.9512453,8.274496e-08,29580,-0.6972128,0.8479132
,2.775416e-10,1480,0.9512453,-0.9442565,1.4002824,,-0.2766552,173.36487,0.117138386,-0.7979798,0.9944956,2715.577548980713,-1.4130402,0.14999999,3.2327724,1.0179902,3.375922,0.94921964,0.9512453,4.267066e-10,29600,-0.6969416,0.84798163
,2.7716693e-10,1481,0.9512453,-0.77214533,1.3994639,,-0.28018895,173.38062,0.11706996,-0.8181818,0.9944956,2719.722643136978,-1.4137156,0.14999999,2.472308,1.0209081,3.3359299,0.9492855,0.9512453,1.665445e-10,29620,-0.6966484,0.84805006
,2.7679298e-10,1482,0.9512453,-0.76213926,1.3992406,,-0.24725239,173.39575,0.117001176,-0.8181818,0.9944956,2724.324475288391,-1.4143907,0.14999999,3.2489667,1.0213449,3.33068,0.95010245,0.9512453,1.66657e-10,29640,-0.6963315,0.84811884
,2.7641986e-10,1483,0.9512453,-0.2175426,1.3991871,,-0.25281015,173.41089,0.11693251,-0.13131313,0.9944956,2729.059533596039,-1.4150652,0.14999999,0.0004944048,1.0364401,4.250639,0.9498114,0.9512453,0.5070455,29660,-0.6960184,0.8481875
,2.7604743e-10,1484,0.9512453,-0.11007868,1.3992016,,-0.3825503,173.43372,0.11686903,-0.25252524,0.9944956,2735.449298143387,-1.4153974,0.14999999,3.7944393,1.0009595,3.887735,0.94248277,0.9512453,0.04936827,29680,-0.6957832,0.848251
,2.756758e-10,1485,0.9512453,-0.55852675,1.3990245,,-0.47100422,173.46228,0.11680961,-0.7979798,0.9944956,2740.3933403491974,-1.4160378,0.14999999,0.00011546451,1.0186726,3.3646011,0.9365417,0.9512453,4.2798792e-10,29700,-0.6956316,0.8483104
,2.7530486e-10,1486,0.9512453,-0.15201426,1.3990674,,-0.4232223,173.47693,0.11674088,-0.15151516,0.9944956,2745.0527560710907,-1.416711,0.14999999,0.10229489,1.0330321,4.1107774,0.95036125,0.9512453,0.36043906,29720,-0.69543606,0.84837914
,2.749347e-10,1487,0.9512453,-0.44526812,1.3988304,,-0.41807336,173.50134,0.116678834,-0.15151516,0.9944956,2748.8590528964996,-1.4171411,0.14999999,4.0400186,1.0335855,4.1021957,0.9407203,0.9512453,0.36059412,29740,-0.6952277,0.8484412
,2.7456531e-10,1488,0.9512453,-1.0196378,1.3996356,,-0.44271246,173.51685,0.116610765,-0.6363636,0.9944956,2756.355433702469,-1.417571,0.14999999,1.8393164,0.96961516,3.872305,0.94968104,0.9512453,4.165035e-07,29760,-0.69503605,0.84850925
,2.7419664e-10,1489,0.9512453,0.3771553,1.398588,,-0.4558552,173.53333,0.11654353,0.41414142,0.9944956,2759.6105892658234,-1.4182427,0.14999999,6.0678396e-20,1.0005599,15.349581,0.9485295,0.9512453,5.621111,29780,-0.6948961,0.8485765
,2.7382868e-10,1490,0.9512453,-0.5676189,1.3976861,,-1.6750957,174.01709,0.11679,-0.43434343,0.9944956,2762.492693424225,-1.4151461,0.14999999,6.263753e-06,0.9494103,4.1341114,0.48131168,0.9512453,0.000440542,29800,-0.69555575,0.84833
,2.7346153e-10,1491,0.9512453,-0.35677576,1.3983526,,-0.41710556,174.03235,0.11672193,-0.6363636,0.9944956,2765.2609167099,-1.4158168,0.14999999,3.633762,0.9693181,3.8652136,0.94992757,0.9512453,4.1577368e-07,29820,-0.6954034,0.8483981
,2.7309505e-10,1492,0.9512453,-0.23665985,1.3981563,,-0.4099604,174.04846,0.116654456,-0.33333334,0.9944956,2768.361461162567,-1.4164872,0.14999999,3.9587555,0.9741145,3.975012,0.9490183,0.9512453,0.0072756885,29840,-0.6952328,0.84846556
,2.7272937e-10,1493,0.9512453,-0.15665683,1.3978701,,-0.37530872,174.06665,0.11658853,-0.27272728,0.9944956,2770.786614894867,-1.4171524,0.14999999,3.760614,0.99505603,3.882096,0.9469961,0.9512453,0.031478565,29860,-0.6950364,0.8485315
,2.7236435e-10,1494,0.9512453,-0.1444864,1.3977435,,-0.4118534,174.09167,0.11652726,-0.17171717,0.9944956,2773.200709104538,-1.4178008,0.14999999,3.9948044,1.0286337,3.9990427,0.9400818,0.9512453,0.25147668,29880,-0.6948505,0.84859276
,2.7200014e-10,1495,0.9512453,-0.59067154,1.3975506,,-0.4220869,174.11365,0.11646402,-0.17171717,0.9944956,2777.2916190624237,-1.4183017,0.14999999,3.9899962,1.0292146,3.9910364,0.9430201,0.9512453,0.25160268,29900,-0.6946494,0.848656
,2.7163663e-10,1496,0.9512453,-0.867853,1.3975426,,-0.40209472,174.12866,0.11639613,-0.65656567,0.9944956,2779.728126525879,-1.418802,0.14999999,3.6102843,0.9756279,3.8001573,0.95017195,0.9512453,1.8805484e-07,29920,-0.69443464,0.8487239
,2.712738e-10,1497,0.9512453,-0.9633955,1.3975614,,-0.22313252,174.14404,0.11632866,-0.8181818,0.9944956,2782.146500349045,-1.4194703,0.14999999,3.147117,1.0212498,3.3368683,0.9497387,0.9512453,1.6750565e-10,29940,-0.69413656,0.84879136
,2.7091177e-10,1498,0.9512453,-1.2041199,1.3978382,,-0.31643307,174.16016,0.11626178,-1.0,0.9944956,2786.39324259758,-1.420138,0.14999999,3.542523,1.0070212,5.706121,0.9489623,0.9512453,1.5482078e-14,29960,-0.69387054,0.84885824
,2.7055044e-10,1499,0.9512453,-1.0886954,1.3982003,,-1.6182941,174.17932,0.11619699,-1.0,0.9944956,2788.7681941986084,-1.4208053,0.14999999,5.3152914,1.0081459,5.688262,0.9461469,0.9512453,1.5492417e-14,29980,-0.6944831,0.848923
,2.7018981e-10,1500,0.9512453,-0.79556876,1.3982086,,-0.75317925,174.19641,0.11613095,-1.0,0.9944956,2792.767758846283,-1.4214723,0.14999999,4.7423897,1.008887,5.670537,0.94799715,0.9512453,1.5502763e-14,30000,-0.6945175,0.84898907
,2.6982994e-10,1501,0.9512453,1.3504765,1.3972741,,-0.23237228,174.2113,0.116063476,1.0,0.9944956,2797.3642048835754,-1.4221387,0.14999999,2.5721537e-31,0.9764034,45.878952,0.9501705,0.9512453,2.9896633e-05,30020,-0.69420433,0.84905654
,2.6947075e-10,1502,0.9512453,0.29054943,1.3961916,,-5.5780573,175.13,0.11659789,0.23232323,0.9944956,2802.1739554405212,-1.4228047,0.14999999,6.0398353e-10,1.001079,11.475895,0.046384167,0.9512453,11.017602,30040,-0.69747764,0.8485221
,2.6911226e-10,1503,0.9512453,-0.96637946,1.3960922,,-1.5277466,175.58215,0.11682111,-1.0,0.9944956,2805.683004617691,-1.4161618,0.14999999,1.0337526e-15,1.0073534,5.6604795,0.5131171,0.9512453,1.5420662e-14,30060,-0.6980307,0.8482989
,2.6875452e-10,1504,0.9512453,-0.4187172,1.3958714,,-0.31665367,175.59814,0.116754055,-0.8181818,0.9944956,2809.83486866951,-1.4168268,0.14999999,2.2406783,1.0206702,3.3317094,0.94912523,0.9512453,1.6706342e-10,30080,-0.69777274,0.84836596
,2.683975e-10,1505,0.9512453,-0.116285056,1.3966435,,-0.43618843,175.61255,0.116686106,-0.45454547,0.9944956,2813.2147121429443,-1.4174916,0.14999999,3.998199,0.9480905,4.149039,0.95051384,0.9512453,0.00023873315,30100,-0.6975856,0.8484339
,2.680412e-10,1506,0.9512453,-0.17761536,1.396914,,-0.4619002,175.64612,0.11663091,-0.17171717,0.9944956,2816.8795244693756,-1.4181556,0.14999999,3.9424367,1.0291537,4.007886,0.9315876,0.9512453,0.2515659,30120,-0.69746405,0.8484891
,2.6768557e-10,1507,0.9512453,-0.171987,1.3966872,,-0.39520362,175.67151,0.116570294,-0.1919192,0.9944956,2819.312439441681,-1.4186524,0.14999999,3.930782,1.023909,3.9308908,0.93983847,0.9512453,0.17225914,30140,-0.6972446,0.8485497
,2.6733069e-10,1508,0.9512453,-0.15961039,1.3965143,,-0.3972683,175.69128,0.11650616,-0.17171717,0.9944956,2821.734630584717,-1.4192014,0.14999999,3.9568498,1.0302757,3.992274,0.94528455,0.9512453,0.25182912,30160,-0.6970301,0.84861386
,2.6697647e-10,1509,0.9512453,0.05663754,1.3963106,,-0.40545,175.71582,0.11644524,-0.17171717,0.9944956,2824.1650907993317,-1.4196973,0.14999999,3.9763892,1.030836,3.984373,0.9405373,0.9512453,0.25195405,30180,-0.69681746,0.8486748
,2.6662297e-10,1510,0.9512453,-0.1342609,1.394861,,-0.8743293,175.95569,0.11652696,0.07070707,0.9944956,2826.588969707489,-1.4201928,0.14999999,6.3478227,1.0349418,7.459224,0.72516364,0.9512453,5.7984085,30200,-0.69691503,0.84859306
,2.6627017e-10,1511,0.9512453,-0.26802385,1.3959072,,-0.4298532,175.979,0.11646521,-0.17171717,0.9944956,2829.21474981308,-1.4170222,0.14999999,3.9624302,1.0313882,3.9754992,0.94197124,0.9512453,0.25128096,30220,-0.696716,0.8486548
,2.6591807e-10,1512,0.9512453,-0.3100973,1.3953415,,-0.3706414,175.99512,0.11639887,-0.21212122,0.9944956,2831.6593267917633,-1.4175175,0.14999999,3.5943966,1.0191227,3.8602123,0.9489058,0.9512453,0.11564492,30240,-0.6964801,0.84872115
,2.655667e-10,1513,0.9512453,-0.46897432,1.395055,,-0.38312423,176.01147,0.11633277,-0.2929293,0.9944956,2836.5466248989105,-1.4181023,0.14999999,3.8758147,0.9898494,3.88095,0.9488391,0.9512453,0.019694922,30260,-0.69626075,0.84878725
,2.65216e-10,1514,0.9512453,-0.59789336,1.3946497,,-0.44503593,176.02649,0.11626589,-0.47474748,0.9944956,2839.849940299988,-1.4187499,0.14999999,4.14738,0.94581723,4.1524773,0.9500235,0.9512453,0.00012690792,30280,-0.696102,0.8488541
,2.64866e-10,1515,0.9512453,-0.77289516,1.3942838,,-0.40083167,176.04163,0.116199076,-0.61616164,0.9944956,2842.9843242168427,-1.4194101,0.14999999,3.9416401,0.9618934,3.9419498,0.9499871,0.9512453,9.086729e-07,30300,-0.6959432,0.84892094
,2.645167e-10,1516,0.9512453,-0.9391764,1.3947899,,-0.25095814,176.05676,0.11613244,-0.8181818,0.9944956,2845.838315486908,-1.4200699,0.14999999,3.2659948,1.0201534,3.3465705,0.95010096,0.9512453,1.6760632e-10,30320,-0.695675,0.8489876
,2.6416805e-10,1517,0.9512453,-0.9454903,1.3951166,,-0.27728608,176.07263,0.11606634,-1.0,0.9944956,2848.52147936821,-1.4207294,0.14999999,3.232501,1.0072055,5.6914577,0.94917965,0.9512453,1.5491236e-14,30340,-0.69538635,0.8490537
,2.638201e-10,1518,0.9512453,-0.8926705,1.3943442,,-0.28479955,176.08887,0.11600053,-0.83838385,0.9944956,2852.8516511917114,-1.4213884,0.14999999,2.7402587,1.0226743,3.3204987,0.949051,0.9512453,6.428338e-11,30360,-0.69511163,0.8491195
,2.6347288e-10,1519,0.9512453,-1.1620471,1.3943297,,-0.23065901,176.10437,0.11593437,-1.0,0.9944956,2855.2846505641937,-1.4220469,0.14999999,2.5930867,1.0073081,5.6773686,0.94953626,0.9512453,1.5511667e-14,30380,-0.69479144,0.84918565
,2.631263e-10,1520,0.9512453,-1.0440433,1.3945932,,-1.241635,176.1228,0.1158703,-1.0,0.9944956,2857.72438788414,-1.422705,0.14999999,5.1360116,1.0083072,5.659953,0.94661206,0.9512453,1.5521877e-14,30400,-0.6951469,0.8492497
,2.6278044e-10,1521,0.9512453,-1.0111402,1.3943907,,-0.5407873,176.1394,0.11580503,-1.0,0.9944956,2860.168370962143,-1.4233627,0.14999999,4.3748045,1.0088053,5.6426663,0.9484235,0.9512453,1.5532094e-14,30420,-0.6950406,0.849315
,2.6243524e-10,1522,0.9512453,-0.9686199,1.393994,,-0.424014,176.15613,0.11573988,-1.0,0.9944956,2862.609334230423,-1.4240199,0.14999999,4.05292,1.0090945,5.6255045,0.9486472,0.9512453,1.5542318e-14,30440,-0.6948572,0.84938014
,2.620908e-10,1523,0.9512453,-0.93110704,1.3933053,,-0.31699225,176.17249,0.115674615,-1.0,0.9944956,2865.1173045635223,-1.4246768,0.14999999,3.5725915,1.0090727,5.608473,0.94871396,0.9512453,1.555252e-14,30460,-0.6946038,0.8494454
,2.6174693e-10,1524,0.9512453,-0.952982,1.3928752,,-0.25731996,176.18823,0.11560911,-0.83838385,0.9944956,2867.597028493881,-1.4253331,0.14999999,2.8418176,1.0227228,3.3067908,0.94927436,0.9512453,6.453744e-11,30480,-0.6943113,0.8495109
,2.6140376e-10,1525,0.9512453,-1.3192315,1.3929169,,-0.28647563,176.20447,0.11554396,-1.0,0.9944956,2870.082686185837,-1.4259892,0.14999999,3.372083,1.0095729,5.5949516,0.94879067,0.9512453,1.5572941e-14,30500,-0.69402933,0.84957606
,2.6106128e-10,1526,0.9512453,-1.0180552,1.3933995,,-2.9824953,176.22534,0.11548185,-1.0,0.9944956,2872.58988404274,-1.4266446,0.14999999,5.4522986,1.0107946,5.578156,0.94431275,0.9512453,1.5583163e-14,30520,-0.6955232,0.84963816
,2.6071945e-10,1527,0.9512453,-0.92465985,1.3930497,,-0.4367398,176.24194,0.11541712,-1.0,0.9944956,2875.1703004837036,-1.4272997,0.14999999,4.0864515,1.0111192,5.5614824,0.9485455,0.9512453,1.5593362e-14,30540,-0.69534725,0.8497029
,2.603783e-10,1528,0.9512453,0.84719294,1.3928871,,-0.24500594,176.25806,0.115352154,0.6363636,0.9944956,2877.6209528446198,-1.4279544,0.14999999,1.0321604e-23,0.9782595,20.199747,0.9490861,0.9512453,0.34097126,30560,-0.695046,0.84976786
,2.6003782e-10,1529,0.9512453,-0.3307557,1.3922789,,-2.2354186,177.02649,0.11577928,-0.25252524,0.9944956,2880.0682327747345,-1.4283855,0.14999999,5.2958204e-11,1.0027772,3.8644238,0.19665687,0.9512453,0.05001365,30580,-0.69607013,0.84934074
,2.5969804e-10,1530,0.9512453,-0.3093228,1.3922929,,-0.39702958,177.04187,0.1157136,-0.33333334,0.9944956,2882.5184664726257,-1.4290066,0.14999999,3.9553275,0.97415906,3.9714422,0.9497264,0.9512453,0.0073673483,30600,-0.6958733,0.8494064
,2.593589e-10,1531,0.9512453,-0.308709,1.3921787,,-0.38541114,177.05774,0.11564845,-0.3131313,0.9944956,2884.9807217121124,-1.4296552,0.14999999,3.9089558,0.98190224,3.9253378,0.9491525,0.9512453,0.012229847,30620,-0.6956877,0.84947157
,2.5902042e-10,1532,0.9512453,-0.3730331,1.3920801,,-0.38325915,177.0752,0.11558437,-0.2929293,0.9944956,2887.7985587120056,-1.4303001,0.14999999,3.88028,0.98991007,3.884243,0.9476402,0.9512453,0.019936632,30640,-0.695496,0.84953564
,2.586826e-10,1533,0.9512453,-0.96713674,1.3920659,,-0.4128011,177.09045,0.11551893,-1.0,0.9944956,2890.2834968566895,-1.4309397,0.14999999,0.0006462685,1.0107039,5.5630736,0.9498562,0.9512453,1.5650213e-14,30660,-0.6953186,0.8496011
,2.5834546e-10,1534,0.9512453,-0.5330735,1.3920203,,-0.30807573,177.10657,0.11545408,-0.35353535,0.9944956,2892.7659134864807,-1.4315917,0.14999999,0.0008413025,0.9698733,3.993269,0.9491844,0.9512453,0.004372486,30680,-0.6950596,0.84966594
,2.5800895e-10,1535,0.9512453,-0.48356763,1.3917308,,-0.44044614,177.1211,0.115388334,-0.47474748,0.9944956,2897.2076003551483,-1.4322406,0.14999999,3.8306298,0.94557667,4.1580453,0.9505939,0.9512453,0.0001286316,30700,-0.69491374,0.8497317
,2.576731e-10,1536,0.9512453,-0.43044406,1.3916751,,-0.44528428,177.13611,0.11532301,-0.47474748,0.9944956,2900.7686429023743,-1.4328917,0.14999999,4.144313,0.946541,4.149514,0.9499617,0.9512453,0.00012871542,30720,-0.694787,0.849797
,2.573379e-10,1537,0.9512453,-0.4839037,1.3915321,,-0.43309692,177.15198,0.11525822,-0.45454547,0.9944956,2903.935404062271,-1.4335425,0.14999999,4.0485954,0.94934654,4.1299205,0.9494478,0.9512453,0.00024259581,30740,-0.69465196,0.8498618
,2.570034e-10,1538,0.9512453,-0.30916741,1.3914555,,-0.44126144,177.1665,0.11519277,-0.47474748,0.9944956,2907.9986922740936,-1.4341928,0.14999999,4.12712,0.9483187,4.132711,0.9504802,0.9512453,0.00012888295,30760,-0.6945205,0.84992725
,2.566695e-10,1539,0.9512453,-0.2969513,1.3912377,,-0.37734637,177.18396,0.11512929,-0.33333334,0.9944956,2912.988402366638,-1.4348426,0.14999999,3.8287954,0.9779743,3.9262156,0.9476413,0.9512453,0.00741047,30780,-0.69434834,0.8499907
,2.5633629e-10,1540,0.9512453,-1.0534977,1.3911935,,-0.3713827,177.19922,0.11506444,-1.0,0.9944956,2915.5381031036377,-1.4354874,0.14999999,6.543971e-05,1.0103896,5.5682697,0.9498189,0.9512453,1.5721567e-14,30800,-0.69415313,0.8500556
,2.5600372e-10,1541,0.9512453,-0.62662905,1.3910979,,-0.5684287,177.21619,0.115000725,-0.3131313,0.9944956,2919.353753566742,-1.4361365,0.14999999,2.4075118e-05,0.9851459,3.886784,0.9482011,0.9512453,0.012309374,30820,-0.6940655,0.8501193
,2.556718e-10,1542,0.9512453,-1.234491,1.3911587,,-0.3811901,177.23047,0.11493546,-1.0,0.9944956,2921.902533054352,-1.4367772,0.14999999,0.17577736,1.0110245,5.555413,0.95090485,0.9512453,1.5741852e-14,30840,-0.6938726,0.85018456
,2.5534047e-10,1543,0.9512453,-0.9638265,1.3915335,,-1.905438,177.25037,0.114873886,-1.0,0.9944956,2924.290768623352,-1.4374255,0.14999999,5.268301,1.0121135,5.5390606,0.94510204,0.9512453,1.5752063e-14,30860,-0.6946511,0.85024613
,2.5500982e-10,1544,0.9512453,0.37767968,1.3908908,,-0.3015893,177.2666,0.11480999,0.35353535,0.9944956,2926.7454719543457,-1.4380734,0.14999999,6.413059e-17,0.99280345,14.421377,0.9487727,0.9512453,8.435167,30880,-0.6943894,0.85031
,2.546798e-10,1545,0.9512453,-0.9979707,1.390844,,-1.6934792,177.76233,0.115056515,-1.0,0.9944956,2931.454710960388,-1.4332726,0.14999999,6.961386e-18,1.0120506,5.5264025,0.46951908,0.9512453,1.5686791e-14,30900,-0.6950424,0.8500635
,2.5435049e-10,1546,0.9512453,-1.1197844,1.3903804,,-0.37534234,177.77893,0.11499286,-1.0,0.9944956,2933.8435909748077,-1.4339195,0.14999999,3.8706882,1.0122366,5.510267,0.94865644,0.9512453,1.5696938e-14,30920,-0.69482833,0.85012716
,2.5402175e-10,1547,0.9512453,-1.1725703,1.3904958,,-0.91123456,177.79651,0.114929855,-1.0,0.9944956,2936.526730775833,-1.4345663,0.14999999,4.809365,1.0130336,5.4942493,0.94753915,0.9512453,1.5707091e-14,30940,-0.69496095,0.85019016
