ReturnLastEpisode,IWMax,DenMISELogFirst,IWLastEpisode,LQGmu1_higher,IWMin,ReturnAbsMax,Iteration,IWFirstEpisode,DenMISEMeanLog,TimestepsSoFar,LQGmu1_actor,LQGsigma_higher,ReturnStepMax,DenMISELogLast,TimeElapsed,ReturnMean,Bound,ReturnMin,ReturnMax,IWMean
9.355251,2.2148052e-18,1.2803211,2.2148052e-18,-1.0,,9.355251,1,2.2148052e-18,1.2803211,20,-0.008053932,0.11,10.278814,1.2803211,0.12462306022644043,9.355251,1.1289789e+19,,9.355251,2.2148052e-18
17.196564,1.1701027e-18,0.58717394,,1.0,,17.196564,2,1.1701027e-18,0.5817356,40,-1.0213819,0.11,18.98611,0.5762973,1.5641391277313232,13.2759075,2.0752576e+19,,17.196564,5.8505135e-19
3.102379,0.00016833714,0.18170877,2.8869806e-30,-0.4949495,,17.196564,3,0.00016833714,-0.30636582,60,0.81194425,0.11,18.98611,-1.2716384,2.8823354244232178,9.884731,38.125515,,17.196564,6.694656e-05
17.400986,0.27126905,-0.10591714,1.9731752e-18,0.4949495,,17.400986,4,0.000116129304,-0.4742502,80,-0.51525724,0.11,19.189146,-0.11492419,4.328011512756348,11.763795,38.788677,,17.400986,0.0678463
7.5914345,17.868471,-0.32903168,0.043431886,0.75757575,,17.400986,5,1.5227844e-10,-0.6716016,100,0.40767974,0.11,19.189146,-0.6340785,5.822174310684204,10.929323,41.089397,,17.400986,3.5823808
2.5616248,0.79458076,-0.51135325,,-0.7373737,,17.400986,6,1.7217083e-09,-0.52416027,120,0.8477303,0.11,19.189146,-0.40431613,7.5900561809539795,9.534706,41.35866,,17.400986,0.16879316
17.409986,0.597,-0.665504,0.028669981,-0.25252524,,17.409986,7,0.597,-0.6399055,140,-0.6143499,0.11,19.198977,-0.5695563,9.353185892105103,10.659746,40.219864,,17.409986,0.14121066
17.175255,4.010921,-0.717192,2.9957923e-06,0.25252524,,17.409986,8,0.4491857,-0.74601555,160,-0.34385663,0.11,19.198977,-0.6905273,11.707145690917969,11.474185,42.78018,,17.409986,0.5575163
7.207731,8.094174,-0.7803465,1.0458682e-19,-0.5959596,,17.409986,9,4.96213e-06,-0.8026607,180,0.45644987,0.11,19.198977,-0.77456397,14.091390609741211,11.0001335,64.60526,,17.409986,1.6177595
17.396635,8.180379,-0.8857064,4.560491,-0.37373737,,17.409986,10,0.03502273,-0.749503,200,-0.45914614,0.11,19.198977,-0.53052616,16.63441777229309,11.639784,64.596,,17.409986,1.5473597
17.2809,4.665967,-0.97752047,0.00029717988,-0.8787879,,17.409986,11,2.3864645e-13,-0.6830459,220,-0.3943262,0.11,19.198977,-0.2889682,19.111327648162842,12.152613,46.225273,,17.409986,0.45186836
17.376572,10.332076,-1.0645318,1.8770688e-22,0.37373737,,17.409986,12,0.025464699,-0.7152309,240,-0.74598044,0.11,19.198977,-0.4931016,22.150700092315674,12.587944,49.18059,,17.409986,1.522533
7.0025196,7.3295627,-1.1424547,3.8331573e-06,-0.11111111,,17.409986,13,7.3295627,-0.7012698,260,0.48050562,0.11,19.198977,-0.70307994,25.611940383911133,12.158295,44.91311,,17.409986,0.63294345
15.710912,3.6880121,-0.769436,8.418723e-09,0.61616164,,17.409986,14,7.9632025e-07,-0.72862005,280,-0.08847131,0.11,19.198977,-0.6356967,28.87341284751892,12.412054,43.0434,,17.409986,0.8074669
5.768454,6.1721992,-0.83842885,2.8546143e-19,-0.43434343,,17.409986,15,0.0045965984,-0.74026364,300,0.6053329,0.11,19.198977,-0.6778836,32.492793560028076,11.969147,65.90374,,17.409986,1.5852326
17.360065,4.008378,-0.90266097,4.266281e-08,0.13131313,,17.409986,16,4.008378,-0.69371724,320,-0.54046726,0.11,19.198977,-0.39002758,35.76698613166809,12.30608,42.039917,,17.409986,0.3444921
8.655995,13.46348,-0.73972315,1.3613563e-07,0.8787879,,17.409986,17,5.83999e-14,-0.73425055,340,0.22198614,0.11,19.198977,-0.7280183,39.64922332763672,12.091369,42.519363,,17.409986,1.4358879
2.6459658,7.123528,-0.79688156,6.2708685e-37,-0.5959596,,17.409986,18,5.04486e-06,-0.7327675,360,0.84224886,0.11,19.198977,-0.82479745,43.42376160621643,11.566624,57.214622,,17.409986,1.3475965
