IWFirstEpisode,LQGmu1_higher,ReturnLastEpisode,Regret,ReturnMax,IWMax,DenMISELogFirst,TimeElapsed,Bound,ReturnMean,LQGsigma_higher,delta,ReturnStepMax,DenMISEMeanLog,DenMISELogLast,ReturnMin,IWMean,LQGmu1_actor,Regret/t,IWMin,TimestepsSoFar,IWLastEpisode,Iteration,ReturnAbsMax
2.318489e-15,1.0,17.005424,0.3545761,17.005424,2.318489e-15,0.5471298,0.14651775360107422,36656430000000.0,17.005424,0.14999999,0.0012158542,18.781359,0.5471298,0.5471298,,2.318489e-15,1.1491854,0.3545761,,20,2.318489e-15,1,17.005424
8.0014825e-06,-1.0,,17.714577,17.005424,8.0014825e-06,-0.14601734,1.6794145107269287,5552938000.0,8.502712,0.14999999,0.00030396355,18.781359,-0.17778367,-0.20955001,,4.0007412e-06,-1.1621425,8.857288,,40,,2,17.005424
6.5701846e-05,0.46938777,17.194685,17.87989,17.194685,0.00017059015,-0.55147845,2.353189706802368,43610.496,11.400037,0.14999999,0.00013509492,18.983978,-0.623717,-0.70465744,,7.8763995e-05,0.5092823,5.959964,,60,1.0989207e-25,3,17.194685
0.7100916,-0.5510204,6.743193,28.496696,17.194685,0.7100916,-0.8391386,2.943100929260254,5891.179,10.2358265,0.14999999,7.599089e-05,18.983978,-0.7931073,-0.43831053,,0.17796893,-0.6890401,7.124174,,80,5.822737e-11,4,17.194685
0.122680984,0.18367347,17.388205,28.46849,17.388205,0.48851296,-0.89886916,3.558685302734375,411.11523,11.666303,0.14999999,4.8634163e-05,19.177408,-0.95824975,-0.8901045,,0.12223885,0.14686967,5.693698,,100,2.8900996e-07,5,17.388205
1.2835917e-08,0.71428573,8.908259,36.920235,17.388205,2.2140367,-1.0569507,3.9021520614624023,316.9668,11.206628,0.14999999,3.377373e-05,19.177408,-1.019267,-0.53020453,,0.39410797,0.76406604,6.153373,,120,0.0035305445,6,17.388205
8.084743,-0.30612245,3.7893848,50.490852,17.388205,8.084743,-1.2111014,4.18838906288147,231.10437,10.147021,0.14999999,2.4813347e-05,19.177408,-1.049357,-0.6438844,,1.2126507,-0.3804738,7.2129793,,140,4.478605e-11,7,17.388205
0.012806384,-0.75510204,17.31212,50.538727,17.388205,8.959345,-0.57685906,4.475954294204712,231.15842,11.04266,0.14999999,1.8997722e-05,19.177408,-1.0122019,-0.6416256,,1.1945755,-0.7619462,6.317341,,160,0.22335322,8,17.388205
0.7150293,0.06122449,17.361116,50.537613,17.388205,5.7111254,-0.6930426,4.766994953155518,118.245155,11.74471,0.14999999,1.5010546e-05,19.177408,-0.99161595,-0.70932645,,0.7299973,-0.051719643,5.6152906,,180,1.5605162e-06,9,17.388205
0.0006405797,-0.877551,13.83033,54.06729,17.388205,4.463262,-0.7219536,5.056853532791138,117.70447,11.953272,0.14999999,1.2158541e-05,19.177408,-0.9807743,-0.51870054,,0.9967575,-0.79479873,5.4067287,,200,1.16987e-06,10,17.388205
2.7157898,-0.42857143,17.359844,54.067444,17.388205,6.352142,-0.8171997,5.349789381027222,118.07263,12.444778,0.14999999,1.0048381e-05,19.177408,-0.9466415,-0.507963,,1.001176,-0.4104492,4.915222,,220,0.22439341,11,17.388205
3.530308e-11,0.8367347,17.313791,54.113647,17.388205,7.719119,-0.68355864,5.643208742141724,117.42269,12.85053,0.14999999,8.443432e-06,19.177408,-0.92196494,-0.54083407,,0.88891286,0.61804557,4.509471,,240,4.4452687e-15,12,17.388205
0.0027537541,0.3469388,5.626855,65.8468,17.388205,4.6337624,-0.76360136,5.935441017150879,118.405846,12.294862,0.14999999,7.194403e-06,19.177408,-0.94483525,-0.9842868,,0.67329144,0.28217667,5.065139,,260,1.3897995,13,17.388205
0.093128525,-0.67346936,8.379707,74.8271,17.388205,5.818033,-0.8374975,6.229986667633057,106.69661,12.015207,0.14999999,6.203337e-06,19.177408,-0.95447004,-0.71689254,,1.1890167,-0.56212765,5.3447933,,280,8.361895e-09,14,17.388205
6.106434,-0.18367347,17.37092,74.81619,17.388205,6.106434,-0.8998604,6.5225465297698975,105.92365,12.372255,0.14999999,5.403797e-06,19.177408,-0.923312,-0.5567713,,1.018588,-0.20937781,4.9877453,,300,0.19245711,15,17.388205
1.0689328e-06,0.59183675,16.844284,75.331894,17.388205,7.793365,-0.62287116,6.819434404373169,105.21898,12.651757,0.14999999,4.7494304e-06,19.177408,-0.9089128,-0.62431616,,1.1703857,0.6564933,4.7082434,,320,3.1663094e-06,16,17.388205
1.3696021e-05,-1.0,5.1806984,87.511185,17.388205,12.582905,-0.6834957,7.122119665145874,99.71787,12.212283,0.14999999,4.207108e-06,19.177408,-0.8989814,-0.7618356,,0.9845379,-0.9762309,5.1477175,,340,1.8778242e-26,17,17.388205
8.4039365e-15,1.0,17.22448,87.64671,17.388205,14.832486,-0.74065334,7.427795171737671,93.62648,12.490739,0.14999999,3.7526365e-06,19.177408,-0.8997167,-0.7281488,,0.9662658,1.0524243,4.8692617,,360,1.120007e-37,18,17.388205
3.607368,-0.3877551,,105.00673,17.388205,5.993593,-0.79472053,7.735306739807129,93.64353,11.833331,0.14999999,3.3680174e-06,19.177408,-0.92381746,-1.1223397,,1.210946,-0.35665473,5.5266695,,380,7.851799e-20,19,17.388205
1.1639316,0.020408163,17.243143,105.12358,17.388205,5.8017626,-0.67217696,8.043338298797607,87.62848,12.103822,0.14999999,3.0396352e-06,19.177408,-0.9015086,-0.593431,,0.79461586,0.12426438,5.256179,,400,0.20436168,20,17.388205
0.165922,-0.63265306,8.964063,113.5195,17.388205,5.374036,-0.664401,8.350886106491089,87.03559,11.954309,0.14999999,2.7570386e-06,19.177408,-0.9092905,-0.8114991,,1.0500392,-0.43221968,5.405691,,420,1.769966e-05,21,17.388205
0.018749721,0.26530612,17.354603,113.52493,17.388205,7.4991956,-0.70305103,8.658441305160522,87.13603,12.199777,0.14999999,2.5120953e-06,19.177408,-0.8957275,-0.59977084,,0.89093435,0.1948084,5.160224,,440,9.76521e-05,22,17.388205
5.527708,-0.26530612,8.759129,122.12579,17.388205,5.527708,-0.7466509,8.97292160987854,85.42067,12.050184,0.14999999,2.2984013e-06,19.177408,-0.89698917,-0.75053746,,1.2269486,-0.354267,5.3098164,,460,0.051004298,23,17.388205
1.2273451e-05,-1.0,17.227812,122.257996,17.388205,10.192925,-0.5738289,9.286349773406982,83.82845,12.265918,0.14999999,2.110858e-06,19.177408,-0.8761487,-0.54857486,,0.9066966,-1.1776307,5.094083,,480,0.0004353898,24,17.388205
1.5160608,-0.46938777,17.19767,122.42029,17.388205,4.7725177,-0.61465037,9.599600791931152,80.9789,12.463188,0.14999999,1.9453666e-06,19.177408,-0.9182398,-1.7416297,,1.2276492,-0.7577678,4.8968124,,500,0.0002188694,25,17.388205
1.0395478e-06,0.59183675,17.356594,122.423706,17.388205,8.235605,-0.5949963,9.91288137435913,80.99269,12.651397,0.14999999,1.7986008e-06,19.177408,-0.90387726,-0.711422,,1.0895792,0.57468766,4.708604,,520,1.4294138e-17,26,17.388205
0.0051195063,-0.79591835,6.097697,133.68604,17.388205,5.714098,-0.63273656,10.228453874588013,81.02026,12.408667,0.14999999,1.6678383e-06,19.177408,-0.90405756,-0.89627206,,1.0090936,-0.6899338,4.951334,,540,4.831641e-18,27,17.388205
2.360992e-10,0.79591835,17.38473,133.66129,17.388205,7.559359,-0.6689146,10.544960498809814,76.44259,12.586383,0.14999999,1.5508342e-06,19.177408,-0.894596,-0.59180325,,0.81998414,0.86163795,4.7736177,,560,2.3702873e-21,28,17.388205
3.5384045,-0.10204082,2.345177,148.67609,17.388205,6.156002,-0.70400596,10.861373662948608,74.999084,12.233238,0.14999999,1.4457245e-06,19.177408,-0.9038707,-0.9417993,,0.80951625,-0.114075266,5.1267624,,580,7.43338e-09,29,17.388205
1.2889235e-05,-1.0,16.081106,149.95502,17.388205,8.823396,-0.6227823,11.180040836334229,74.86099,12.361501,0.14999999,1.3509492e-06,19.177408,-0.9038992,-0.6869074,,0.9970839,-1.2980901,4.9985,,600,1.4074627e-07,30,17.388205
0.00082241476,0.3877551,17.186005,150.129,17.388205,5.9465256,-0.65557164,11.498337507247925,74.36465,12.51713,0.14999999,1.2651968e-06,19.177408,-0.9741554,-3.000118,,0.7996733,0.90969896,4.8428707,,620,1.9903505e-26,31,17.388205
0.33395338,-0.59183675,1.5700774,165.91891,17.388205,5.235361,-0.6872938,11.811948776245117,73.17105,12.1750345,0.14999999,1.1873576e-06,19.177408,-0.9855875,-1.1104128,,1.0250568,-0.56616247,5.184966,,640,1.4055707e-21,32,17.388205
0.21032064,0.14285715,17.381708,165.89722,17.388205,7.020851,-0.7076835,12.126800775527954,72.85348,12.332811,0.14999999,1.1164868e-06,19.177408,-0.97345096,-0.57621163,,0.91129005,0.14975484,5.0271893,,660,6.659276e-05,33,17.388205
5.0031147,-0.30612245,8.900468,174.35672,17.388205,5.0031147,-0.73118335,12.446265935897827,72.695816,12.231861,0.14999999,1.051777e-06,19.177408,-0.9728066,-0.80852926,,1.1299032,-0.19872448,5.1281395,,680,0.0589183,34,17.388205
7.470311e-15,1.0,16.884836,174.83191,17.388205,15.101688,-0.6228899,12.763812065124512,72.66353,12.364803,0.14999999,9.925341e-07,19.177408,-0.96137214,-0.65529835,,1.2520328,0.92548215,4.9951973,,700,6.942465e-14,35,17.388205
0.013792782,-0.75510204,1.306361,190.88556,17.388205,5.4630036,-0.65106076,13.080239534378052,70.13237,12.057624,0.14999999,9.3815913e-07,19.177408,-0.9608965,-1.0510786,,0.95877403,-0.8014519,5.3023767,,720,4.2014196e-27,36,17.388205
1.3622005e-05,-1.0,17.343754,190.9018,17.388205,8.829784,-0.6780767,13.39841079711914,69.95976,12.200492,0.14999999,8.881331e-07,19.177408,-0.95392156,-0.6223434,,1.0622252,-0.93054473,5.1595087,,740,2.0636888,37,17.388205
4.3769073,-0.14285715,17.269104,190.99274,17.388205,5.869062,-0.7047446,13.719196796417236,68.581024,12.333877,0.14999999,8.4200434e-07,19.177408,-0.9456213,-0.6297361,,0.9693956,0.15939142,5.026124,,760,5.132595e-06,38,17.388205
1.5267903,-0.46938777,8.873343,199.47937,17.388205,4.9005494,-0.6217026,14.032843351364136,67.0993,12.245146,0.14999999,7.993782e-07,19.177408,-0.9467085,-0.92327565,,1.0118899,-0.38456607,5.114855,,780,0.0010236347,39,17.388205
0.19048405,0.14285715,17.300488,199.53888,17.388205,6.825555,-0.60861886,14.354863405227661,66.57473,12.371529,0.14999999,7.599088e-07,19.177408,-0.93730813,-0.55285174,,1.0932198,0.09180206,4.988472,,800,0.009555484,40,17.388205
2.2938485e-07,0.63265306,9.027923,207.87091,17.388205,8.24502,-0.62856066,14.678841352462769,66.441795,12.289978,0.14999999,7.2329226e-07,19.177408,-0.9328644,-0.7877088,,1.0210557,0.43893474,5.0700226,,820,0.008786393,41,17.388205
0.005222516,-0.79591835,7.350517,217.8804,17.388205,5.266831,-0.6526582,15.00499677658081,65.755806,12.172371,0.14999999,6.8925965e-07,19.177408,-0.9356303,-1.010207,,0.9655328,-0.77441436,5.1876297,,840,1.4031998e-14,42,17.388205
4.734811,-0.30612245,17.362581,217.87787,17.388205,4.7406273,-0.6760644,15.330255508422852,64.665146,12.293074,0.14999999,6.5757393e-07,19.177408,-0.9290774,-0.5870888,,1.0654044,-0.15754548,5.066927,,860,0.036589127,43,17.388205
0.00023907398,0.42857143,16.402933,218.8349,17.388205,7.6333075,-0.5945931,15.656926155090332,64.57449,12.38648,0.14999999,6.280238e-07,19.177408,-0.9225088,-0.6716024,,0.8310577,0.55440545,4.9735203,,880,0.0025180136,44,17.388205
1.28156935e-05,-1.0,6.3061976,229.88873,17.388205,8.625814,-0.6170605,15.98686408996582,64.39198,12.251362,0.14999999,6.0042186e-07,19.177408,-0.9273442,-0.94248134,,1.0066439,-1.0078725,5.108639,,900,3.27826e-23,45,17.388205
1.7379797,-0.020408163,17.19633,230.05243,17.388205,5.915419,-0.6390391,16.318361520767212,63.89405,12.358862,0.14999999,5.7460034e-07,19.177408,-0.9247528,-0.76354426,,0.97490877,0.046888076,5.0011387,,920,2.2175841e-09,46,17.388205
3.3243845e-11,0.8367347,9.084637,238.32776,17.388205,8.8478,-0.6234594,16.649582862854004,63.04422,12.289198,0.14999999,5.5040925e-07,19.177408,-0.92274624,-0.7789873,,1.061072,1.0168906,5.0708027,,940,5.524391e-06,47,17.388205
0.16265471,-0.63265306,,255.68774,17.388205,4.9197755,-0.64451283,16.978026390075684,62.822556,12.033173,0.14999999,5.277145e-07,19.177408,-0.9323514,-1.3894926,,0.94484663,-0.8703404,5.326828,,960,5.8611114e-26,48,17.388205
1.34013935e-05,-1.0,17.31071,255.737,17.388205,7.8812575,-0.6617492,17.311340808868408,62.16043,12.140878,0.14999999,5.063948e-07,19.177408,-0.9279192,-0.63759124,,1.0656545,-0.9411436,5.219123,,980,3.4631596,49,17.388205
0.005377765,-0.79591835,17.250982,255.84601,17.388205,4.8435464,-0.68195164,17.64442253112793,61.5626,12.24308,0.14999999,4.8634166e-07,19.177408,-0.92131025,-0.6175728,,1.0387199,-0.8461388,5.1169205,,1000,3.0866284,50,17.388205
0.018723411,0.26530612,17.32639,255.8797,17.388205,7.2539554,-0.70164675,17.977935791015625,61.221165,12.3427515,0.14999999,4.6745637e-07,19.177408,-0.9132957,-0.52359325,,0.9452265,0.31969702,5.017249,,1020,5.3734005e-12,51,17.388205
5.4413214,-0.2244898,8.174101,265.0656,17.388205,5.515906,-0.72069776,18.31372094154358,60.717033,12.262585,0.14999999,4.496502e-07,19.177408,-0.9149714,-0.9150503,,0.979976,-0.13884974,5.097416,,1040,0.009208368,52,17.388205
