IWFirstEpisode,LQGmu1_higher,ReturnLastEpisode,Regret,ReturnMax,IWMax,DenMISELogFirst,TimeElapsed,Bound,ReturnMean,LQGsigma_higher,delta,ReturnStepMax,DenMISEMeanLog,DenMISELogLast,ReturnMin,IWMean,LQGmu1_actor,Regret/t,IWMin,TimestepsSoFar,IWLastEpisode,Iteration,ReturnAbsMax
7.600931e-15,1.0,16.158035,266.26752,17.388205,15.102581,-0.64022577,18.652490377426147,60.635696,12.336085,0.14999999,4.3284237e-07,19.177408,-0.91177726,-0.6996982,,1.2153238,1.0894985,5.0239153,,1060,1.6276673e-12,53,17.388205
1.1486008,0.020408163,,283.62756,17.388205,6.1461673,-0.6589179,18.992000102996826,59.504513,12.107639,0.14999999,4.1695958e-07,19.177408,-0.92261285,-1.6144376,,1.0400177,0.05078073,5.2523613,,1080,1.2454328e-10,54,17.388205
0.0018399409,-0.8367347,9.081175,291.90637,17.388205,4.8321943,-0.65621966,19.334157705307007,59.386124,12.052612,0.14999999,4.0193527e-07,19.177408,-0.91955554,-0.76586527,,1.0581454,-0.79433876,5.3073883,,1100,1.4305503e-07,55,17.388205
1.6090916,-0.46938777,17.338537,291.92786,17.388205,5.246748,-0.67420477,19.675904989242554,59.10404,12.147003,0.14999999,3.8770855e-07,19.177408,-0.9121951,-0.5389293,,0.8619744,-0.5098136,5.2129974,,1120,0.43630922,56,17.388205
4.845389e-06,0.5510204,17.374413,291.9134,17.388205,8.21864,-0.6635756,20.01814866065979,59.07473,12.238712,0.14999999,3.7422413e-07,19.177408,-0.910166,-0.640692,,0.94482005,0.561932,5.1212883,,1140,6.9525996e-11,57,17.388205
1.3661438e-05,-1.0,6.2296987,303.0437,17.388205,7.9371533,-0.6809673,20.358888387680054,58.140537,12.135109,0.14999999,3.6143112e-07,19.177408,-0.9135946,-1.0133741,,1.0358305,-1.182391,5.2248917,,1160,2.0895998e-23,58,17.388205
4.9905396,-0.18367347,17.19561,303.20807,17.388205,5.4556365,-0.69806147,20.70200490951538,57.35919,12.22088,0.14999999,3.4928303e-07,19.177408,-0.92643636,-1.6723499,,0.96303755,-0.08357305,5.139121,,1180,3.3485767e-09,59,17.388205
0.16090073,-0.63265306,15.349279,305.21887,17.388205,4.7656994,-0.63367075,21.046321392059326,57.038765,12.273021,0.14999999,3.377373e-07,19.177408,-0.92382866,-0.7112298,,0.8922983,-0.59195477,5.08698,,1200,0.0066686217,60,17.388205
0.042690087,0.2244898,17.383528,305.19537,17.388205,6.7476077,-0.647522,21.39103603363037,56.774708,12.356798,0.14999999,3.2675467e-07,19.177408,-0.92071944,-0.6118007,,1.0168513,0.37037522,5.0032024,,1220,1.8086205e-06,61,17.388205
2.3278987,-0.42857143,7.8556967,314.69965,17.388205,5.171976,-0.6630829,21.735269784927368,56.439075,12.284201,0.14999999,3.162992e-07,19.177408,-0.9218489,-0.97649807,,0.90765965,-0.438729,5.0758,,1240,4.8812176e-06,62,17.388205
1.3142275e-05,-1.0,17.331259,314.72833,17.388205,7.5832443,-0.6422242,22.082322120666504,56.45351,12.364313,0.14999999,3.0633765e-07,19.177408,-0.91851187,-0.601206,,1.0533985,-0.9763865,4.9956875,,1260,0.0044219582,63,17.388205
8.61296e-09,0.71428573,17.22167,314.8667,17.388205,8.359433,-0.6579724,22.43126106262207,56.46392,12.440208,0.14999999,2.968394e-07,19.177408,-0.9136054,-0.62451786,,0.9315933,0.57784164,4.919792,,1280,1.2880109e-27,64,17.388205
0.00025869667,0.42857143,6.0646005,326.1621,17.388205,7.520836,-0.6734766,22.782264947891235,55.843876,12.342122,0.14999999,2.8777617e-07,19.177408,-0.91712385,-1.0446182,,0.9925408,0.5251438,5.0178785,,1300,4.6073513,65,17.388205
1.8265415,-0.020408163,6.593808,336.92822,17.388205,5.852804,-0.6887401,23.13473868370056,55.73502,12.255027,0.14999999,2.791217e-07,19.177408,-0.9184952,-0.9720777,,1.0102733,-0.011990141,5.104974,,1320,0.009431752,66,17.388205
0.005348414,-0.79591835,10.808873,343.47937,17.388205,4.8649926,-0.6764791,23.487194061279297,55.68929,12.233442,0.14999999,2.708519e-07,19.177408,-0.91632754,-0.7607675,,1.016743,-0.7456167,5.1265583,,1340,6.6721195e-06,67,17.388205
0.61245143,-0.5510204,17.375069,343.46423,17.388205,5.1043086,-0.6912143,23.840538501739502,54.907616,12.309055,0.14999999,2.6294424e-07,19.177408,-0.9112724,-0.56915003,,0.90795815,-0.54837614,5.0509453,,1360,2.0255203,68,17.388205
8.043725e-15,1.0,17.41608,343.40826,17.41608,15.216867,-0.69684684,24.19523811340332,54.77896,12.38307,0.14999999,2.553779e-07,19.204357,-0.9083001,-0.6000036,,1.176678,0.9376975,4.9769306,,1380,3.5273922e-23,69,17.41608
4.186331,-0.3469388,1.0991441,359.66913,17.41608,5.205394,-0.7112356,24.551295518875122,54.453842,12.22187,0.14999999,2.4813352e-07,19.204357,-0.91132617,-1.2163001,,0.92963934,-0.10779522,5.13813,,1400,1.0619839e-15,70,17.41608
3.4109998,-0.10204082,16.19085,360.83826,17.41608,5.6774106,-0.6673355,24.90888547897339,54.551037,12.277772,0.14999999,2.4119305e-07,19.204357,-0.9102806,-0.7502578,,1.0415363,-0.20717116,5.0822287,,1420,5.6277146,71,17.41608
1.3039814e-05,-1.0,16.734392,361.46387,17.41608,7.7134433,-0.63439786,25.26482391357422,54.231953,12.339669,0.14999999,2.3453978e-07,19.204357,-0.9063116,-0.64397913,,1.0272269,-0.63770676,5.0203314,,1440,4.346105e-06,72,17.41608
0.07706691,-0.67346936,17.38997,361.43384,17.41608,4.875119,-0.648191,25.62239980697632,54.701694,12.408852,0.14999999,2.2815804e-07,19.204357,-0.90243864,-0.62212855,,1.0152366,-0.88004476,4.951149,,1460,4.815735,73,17.41608
0.0052649025,-0.79591835,17.292965,361.50085,17.41608,4.5776787,-0.6607415,25.98315119743347,53.312138,12.4748535,0.14999999,2.2203328e-07,19.204357,-0.8977062,-0.5509263,,1.0379158,-0.69146657,4.885147,,1480,3.9425805,74,17.41608
0.39198753,0.10204082,17.384638,361.4762,17.41608,6.6060867,-0.67409337,26.34553599357605,53.168514,12.540318,0.14999999,2.1615185e-07,19.204357,-0.892464,-0.5250388,,1.0490706,0.2259449,4.819683,,1500,3.767523e-06,75,17.41608
4.9361142e-06,0.5510204,8.639851,370.19647,17.41608,8.159284,-0.6821257,26.706242322921753,53.138958,12.488996,0.14999999,2.1050109e-07,19.204357,-0.8928008,-0.94098395,,1.0961822,0.54327476,4.871005,,1520,0.65106386,76,17.41608
5.3043213,-0.2244898,6.417438,381.13904,17.41608,5.3376317,-0.6951977,27.06763243675232,52.839985,12.410144,0.14999999,2.0506903e-07,19.204357,-0.8938165,-1.0283964,,0.9591434,-0.21370548,4.9498568,,1540,1.5224746e-05,77,17.41608
0.58273834,-0.5510204,16.846443,381.6526,17.41608,4.9590273,-0.64148295,27.431458711624146,52.52151,12.467019,0.14999999,1.9984455e-07,19.204357,-0.89137775,-0.6465043,,0.9379294,-0.72033834,4.8929815,,1560,0.40503222,78,17.41608
0.013733847,-0.75510204,17.405952,381.60663,17.41608,4.527047,-0.64677876,27.794162273406982,52.398125,12.529537,0.14999999,1.948172e-07,19.204357,-0.88781285,-0.5346925,,1.0701344,-0.6340731,4.8304634,,1580,4.419463,79,17.41608
0.0069237063,0.30612245,17.380808,381.58582,17.41608,7.484863,-0.6591837,28.15988540649414,52.22992,12.590178,0.14999999,1.899772e-07,19.204357,-0.8825697,-0.52155274,,0.9524806,0.006365925,4.769823,,1600,1.318754e-08,80,17.41608
2.3671515e-10,0.79591835,9.527971,389.4178,17.41608,8.859689,-0.67151964,28.525707721710205,52.117397,12.552374,0.14999999,1.8531539e-07,19.204357,-0.8823242,-0.79523647,,0.9160776,0.73523486,4.8076267,,1620,5.673165e-06,81,17.41608
3.4675896,-0.10204082,4.182948,402.59485,17.41608,5.5914087,-0.68378973,28.89395260810852,51.857216,12.450307,0.14999999,1.8082306e-07,19.204357,-0.8865353,-1.1198282,,1.0605158,0.030867584,4.9096937,,1640,1.3980268e-06,82,17.41608
1.33045105e-05,-1.0,9.099595,410.85522,17.41608,8.001976,-0.65449315,29.262779474258423,51.369854,12.409937,0.14999999,1.7649211e-07,19.204357,-0.8848388,-0.78682345,,0.9560215,-1.0280085,4.9500637,,1660,3.2399775e-10,83,17.41608
0.16626549,-0.63265306,17.199644,411.0155,17.41608,4.690424,-0.66646916,29.632423877716064,51.204132,12.466958,0.14999999,1.7231491e-07,19.204357,-0.8846203,-0.7997629,,1.008124,-0.7541484,4.8930426,,1680,0.18350375,84,17.41608
0.0053475983,-0.79591835,17.363863,411.01184,17.41608,4.396005,-0.6763262,30.002053022384644,50.7952,12.524568,0.14999999,1.6828433e-07,19.204357,-0.88013446,-0.497793,,1.0659422,-0.5897727,4.835433,,1700,4.208906,85,17.41608
3.2420871,-0.3877551,17.413675,410.95813,17.41608,5.2129526,-0.6879594,30.37312936782837,50.912003,12.581418,0.14999999,1.6439348e-07,19.204357,-0.8755799,-0.53936267,,0.88576597,-0.19274294,4.7785826,,1720,1.8415922,86,17.41608
0.6935308,0.06122449,16.818521,411.4995,17.41608,6.3272686,-0.6625147,30.746071100234985,50.802414,12.630121,0.14999999,1.6063603e-07,19.204357,-0.87474763,-0.6773497,,1.1134384,0.16494064,4.7298794,,1740,1.2488334,87,17.41608
4.83309,-0.18367347,8.856957,420.00256,17.41608,5.211562,-0.6660034,31.120492219924927,50.212627,12.587244,0.14999999,1.5700596e-07,19.204357,-0.8739716,-0.8968904,,1.0091183,-0.46473745,4.7727566,,1760,0.43795693,88,17.41608
0.57254535,-0.5510204,17.357042,420.0055,17.41608,4.717742,-0.62383664,31.495570182800293,50.226753,12.640838,0.14999999,1.5349757e-07,19.204357,-0.87107205,-0.6092428,,0.9789643,-0.5087189,4.719163,,1780,4.145343,89,17.41608
7.513065e-15,1.0,17.347572,420.01794,17.41608,15.9647,-0.62859744,31.873051643371582,50.19168,12.693134,0.14999999,1.5010546e-07,19.204357,-0.86790323,-0.55302197,,1.0834193,1.0464766,4.6668663,,1800,4.978428e-22,90,17.41608
1.9119745e-05,0.5102041,,437.37793,17.41608,8.267761,-0.63964725,32.250771284103394,49.99633,12.553649,0.14999999,1.4682455e-07,19.204357,-0.87523377,-1.5598208,,1.0598102,0.5203469,4.8063517,,1820,0.021219207,91,17.41608
1.3252489e-05,-1.0,6.639469,448.09863,17.41608,8.070611,-0.6505761,32.628047704696655,49.81519,12.489364,0.14999999,1.4365008e-07,19.204357,-0.8769404,-1.0613223,,0.94558847,-0.95385003,4.870637,,1840,3.7837205e-22,92,17.41608
2.3239539,-0.42857143,17.241064,448.21765,17.41608,4.959777,-0.6613869,33.0080304145813,49.418083,12.540457,0.14999999,1.4057744e-07,19.204357,-0.8750515,-0.62623274,,0.9234022,-0.21722102,4.819544,,1860,0.010812113,93,17.41608
0.042684905,0.2244898,16.830572,448.74707,17.41608,7.2557006,-0.64740056,33.38879919052124,49.244953,12.586096,0.14999999,1.3760231e-07,19.204357,-0.873641,-0.65473527,,0.9831882,0.16483514,4.773905,,1880,0.067015745,94,17.41608
0.03410124,-0.71428573,8.857274,457.24963,17.41608,4.4737115,-0.65752864,33.772762060165405,49.12718,12.546846,0.14999999,1.3472066e-07,19.204357,-0.8742763,-0.89756477,,1.0455214,-0.56966734,4.813154,,1900,2.2689477e-07,95,17.41608
5.1601477,-0.2244898,17.3633,457.24634,17.41608,5.216668,-0.66764104,34.15511083602905,49.05316,12.597018,0.14999999,1.3192863e-07,19.204357,-0.87029606,-0.5248609,,0.98077077,-0.4632483,4.7629824,,1920,0.31832546,96,17.41608
8.338992e-09,0.71428573,17.311651,457.2948,17.41608,9.06242,-0.6256472,34.53828835487366,49.04832,12.645621,0.14999999,1.2922246e-07,19.204357,-0.86758405,-0.57445335,,0.95204586,0.6371705,4.7143793,,1940,1.9605078e-13,97,17.41608
0.57949615,-0.5510204,5.4082894,469.24634,17.41608,4.6134048,-0.63590366,34.9218807220459,49.044235,12.571773,0.14999999,1.265987e-07,19.204357,-0.870739,-1.1076607,,1.0208259,-0.40766633,4.788228,,1960,1.9082015e-13,98,17.41608
3.0907633,-0.3877551,17.361246,469.24512,17.41608,4.805433,-0.6401602,35.30799579620361,48.5367,12.620151,0.14999999,1.2405411e-07,19.204357,-0.8677225,-0.5811128,,0.96201223,-0.3197179,4.73985,,1980,4.713752,99,17.41608
1.2846578e-05,-1.0,17.237913,469.3672,17.41608,8.062491,-0.61946815,35.6827187538147,48.416187,12.666328,0.14999999,1.2158542e-07,19.204357,-0.86533934,-0.5808424,,0.92706907,-0.9120474,4.693672,,2000,0.00016246266,100,17.41608
1.1152126,0.020408163,17.274155,469.45312,17.41608,6.1975646,-0.6294184,36.06712102890015,48.199062,12.71195,0.14999999,1.1918971e-07,19.204357,-0.8634893,-0.5869114,,1.0793011,0.01187875,4.6480503,,2020,1.9428235e-08,101,17.41608
0.0017892629,-0.8367347,9.2871475,477.526,17.41608,4.590166,-0.62828946,36.45807218551636,47.91561,12.678373,0.14999999,1.1686409e-07,19.204357,-0.8620836,-0.78143597,,0.99325687,-0.96639127,4.6816273,,2040,6.51752e-07,102,17.41608
0.0008081127,0.3877551,17.227327,477.6587,17.41608,7.885881,-0.6380281,36.84857249259949,47.830452,12.722538,0.14999999,1.14605925e-07,19.204357,-0.86020994,-0.6508456,,0.9280982,0.30447006,4.6374626,,2060,1.0240882e-17,103,17.41608
4.602316,-0.30612245,8.260633,486.75793,17.41608,4.905617,-0.6476822,37.23954725265503,47.778637,12.679636,0.14999999,1.1241255e-07,19.204357,-0.8624386,-1.0043254,,0.9643006,-0.4114297,4.6803646,,2080,0.0018318058,104,17.41608
0.96170664,-0.5102041,17.280008,486.8379,17.41608,4.549796,-0.6139498,37.633824825286865,47.58861,12.723449,0.14999999,1.10281555e-07,19.204357,-0.85995364,-0.55531245,,1.0046282,-0.32365334,4.636552,,2100,3.731034,105,17.41608
